Marathi,Kannada
प्रशासक,ನಿರ್ವಾಹಕ
आधुनिक तंत्रज्ञान,ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ
हवाई,ವೈಮಾನಿಕ
एरियल अ‍ॅरे,ವೈಮಾನಿಕ ರಚನೆ
एरियल बूस्टर,ವೈಮಾನಿಕ ಬೂಸ್ಟರ್
एरियल करंट,ವೈಮಾನಿಕ ಪ್ರವಾಹ
एरियल अर्थिंग स्विच,ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್
हवाई कार्यक्षमता,ವೈಮಾನಿಕ ದಕ್ಷತೆ
हवाई प्रतिबाधा,ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ
एरियल इंडक्टन्स,ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ
एरियल इन्सुलेटर,ವೈಮಾನಿಕ ಅವಾಹಕ
एरियल लोडिंग कॉइल,ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್
एरियल फोटोग्राफी,ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ
हवाई शक्ती,ವೈಮಾನಿಕ ಶಕ್ತಿ
एरियल रेडिएशन रीस्टन्स,ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ
हवाई प्रतिक्रिया,ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ
एरोडायनामिक्स,ಧಾರ್ಮಿಕತೆ
एजन्सी,ವಾಗ್ದಾನ
एअर कॉम्प्रेसर,ವಾಯು ಸಂಕೋಚಕ
एअर कंडेन्सर,ವಾಯುಮಂಡಲ
वातानुकूलित,ಗಾಳಿ ತಣ್ಣಗಾಯಿತು
एअर कोर्ड कॉइल,ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್
वातानुकुलीत,ಹವಾನಿಯಂತ್ರಣ
अल्बेडो,ಪಂಥದ
अल्गोरिदम,ಅಲ್ಗಾರಿದಮ್
अलियासिंग,ಅಲಿಯಾಸೆ
संरेखित,ಜೋಡಣೆ
संरेखन,ಜೋಡಣೆ
सर्व वेव्ह एरियल,ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ
वाटप,ಮನವಸಿಕೆ
वर्णमाला,ವರ್ಣಮಾಲೆಯ
अल्फान्यूमेरिक,ವರ್ಣಮಾಲೆಯ
अल्फान्यूमेरिक वर्ण,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ
अल्फान्यूमेरिक माहिती,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ
वैकल्पिक चालू (ए.सी.),ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.)
वैकल्पिक,ಪರ್ಯಾಯ
अल्टरनेटर,ಆವರ್ತಕ
समुद्रसपाटीपासूनची उंची,ಎತ್ತರ
अपोजीची उंची,ಅಪೊಗೀ ಎತ್ತರ
पेरिगीची उंची,ಪೆರಿಜಿಯ ಎತ್ತರ
हौशी रेडिओ संप्रेषण,ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ
वातावरण,ಒಳಭಾಗ
वातावरण मायक्रोफोन,ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್
वातावरणीय स्थिती,ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ
वातावरणीय प्रकाश,ಸುತ್ತುವರಿದ ಬೆಳಕು
सभोवतालचा आवाज,ಸುತ್ತುವರಿದ ಶಬ್ದ
वातावरणीय तापमान,ಹೊರಗಿನ ತಾಪಮಾನ
अमेरिकन मानक कोड,ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್
अँपियर,ಒಂದು ಬಗೆಯ ಕಂತು
अ‍ॅम्पेअर मीटर,ಕಪಾಟಿ ಮೀಟರ್
प्रवर्धन,ವರ್ಧನೆ
प्रवर्धन घटक,ವರ್ಧನೆ ಅಂಶ
एम्पलीफायर,ಉಲ್ಬಣಕ
एम्पलीफायर गेन,ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ
एम्पलीफायर आवाज,ವರ್ಧಕ ಶಬ್ದ
एम्प्लिफाइंग उपकरणे,ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು
क्लीस्ट्रॉनचे विस्तार,ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು
एम्प्लिफाइंग युनिट,ವರ್ಧಿಸುವ ಘಟಕ
मोठेपणा,ವೈಶಾಲ್ಯ
मोठेपणा विकृती,ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ
मोठेपणा सहन,ವೈಶಾಲ್ಯ ವಿಹಾರ
मोठेपणा घटक,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್
मोठेपणा मर्यादा,ವೈಶಾಲ್ಯ
मोठेपणा मॉड्यूलेटेड,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್
मोठेपणा मॉड्यूलेशन,ವೈಶಾಲ್ಯ
एनालॉग (अ‍ॅनालॉग),ಅನಲಾಗ್ (
एनालॉग सर्किट,ಸರ್ಕ್ಯೂಟ್
एनालॉग संगणक,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल,ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್
एनालॉग प्रतिनिधित्व,ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ
एनालॉग सिग्नल,ಅನಾಲಾಗ್ ಸಂಕೇತ
डिजिटल टू डिजिटल,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
डिजिटल कन्व्हर्टर टू एनालॉग,ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್
एनालॉग व्हिडिओ,ಅನಾನುಕೂಲ ವಿಡಿಯೋ
समान,ಹೋಲುವ
समानता,ಸಾದೃಶ್ಯ
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
डेटाचे विश्लेषण,ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
विश्लेषणात्मक घनता,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ
विश्लेषण,ವಿಶ್ಲೇಷಿಸು
विश्लेषक,ವಿಶ್ಲೇಷಕ
उपकरणे,ಪೂರಕ ಉಪಕರಣಗಳು
आणि गेट,ಮತ್ತು ಗೇಟ್
कोलिमेशनचा कोन,ಘರ್ಷಣೆಯ ಕೋನ
ध्रुवीकरणाचा कोन,ಧ್ರುವೀಕರಣದ ಕೋನ
रोटेशनचा कोन,ತಿರುಗುವಿಕೆಯ ಕೋನ
अँगस्ट्रॉम (Å),ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å)
कोनीय,ಕೋನೀಯ
कोनीय प्रवेग,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
कोनीय समन्वय,ಕೋನೀಯ ಸಮನ್ವಯ
कोनीय विक्षेपण,ಕೋನೀಯ ವಿಚಲನ
कोनीय फैलाव,ಕೋನೀಯ ಪ್ರಸರಣ
कोनीय विस्थापन,ಕೋನೀಯ ಸ್ಥಳಾಂತರ
कोनीय त्रुटी,ಕೋನೀಯ ದೋಷ
कोनीय वारंवारता,ಕೋನೀಯ ಆವರ್ತನ
कोनीय गती,ಕೋನೀಯ ಆವೇಗ
कोनीय गती,ಕೋನೀಯ ಚಲನೆ
कोनीय गती,ಕೋನೀಯ ವೇಗ
अ‍ॅनिमेशन,ಅನೆ
एनोड,ಆವರಣ
एनोड बॅटरी,ಆನೋಡ್ ಬ್ಯಾಟರಿ
एनोड वैशिष्ट्य,ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು
एनोड सर्किट,ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ
एनोड अपव्यय,ಆನೋಡ್ ಹರಡುವಿಕೆ
एनोड कार्यक्षमता,ಆನೋಡ್ ದಕ್ಷತೆ
एनोड इनपुट पॉवर,ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ
एनोड मॉड्यूलेशन,ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್
अँटेना,ಆನಂತಾ
अँटेना बीमविड्थ,ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್
अँटेना बूस्टर,ಆಂಟೆನಾ ಬೂಸ್ಟರ್
अँटेना चेंजओव्हर स्विच,ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್
अँटेना कॉइल,ಆಂಟೆನಾ ಕಾಯಿಲ್
अँटेना कॉन्फिगरेशन,ಆಂಟೆನಾ ಸಂರಚನೆ
अँटेना कपलर,ಆಂಟೆನಾ ಸಹಕ
अँटेना क्रॉस ध्रुवीय नमुना,ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್
अँटेना करंट,ಪ್ರವಾಹ
अँटेना डायरेक्टिव्हिटी गेन,ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ
अँटेना डुप्लेक्सर,ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್
अँटेना प्रभावी क्षेत्र,ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
अँटेना कार्यक्षमता,ಆಂಟೆನಾ ದಕ್ಷತೆ
अँटेना फीड,ಆಂಟೆನಾ ಫೀಡ್
अँटेना फूट प्रिंट,ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ
अँटेना गेन,ಆಂಟೆನಾ ಗಳಿಕೆ
अँटेना उंची,ಆಂಟೆನಾ ಎತ್ತರ
अँटेना प्रतिबाधा,ಪ್ರತಿರೋಧ
अँटेना इंडक्टन्स,ಆಂಟೆನಾ ಪ್ರಚೋದನೆ
अँटेना पॅटर्न,ಆಂಟೆನಾ ಮಾದರಿ
अँटेना प्लेक्सर,ಪತಂಗ
अँटेना ध्रुवीकरण,ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ
अँटेना पॉवर,ಆಂಟೆನಾ ಶಕ್ತಿ
अँटेना पॉवर गेन,ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ
अँटेना रेडिएशन प्रतिरोध,ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ
अँटेना रिएक्टन्स,ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ
अँटेना परावर्तक,ಆಂಟೆನಾ ಪ್ರತಿಫಲನ
अँटेना प्रतिकार,ಆಂಟೆನಾ ಪ್ರತಿರೋಧ
अँटेना रेझोनंट वारंवारता,ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ
अँटेना स्पेसिंग,ಆಂತರಿಕ ಅಂತರ
अँटेना स्विचिंग रूम,ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್
अँटेना ट्यूनिंग कॉइल,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್
अँटेना ट्यूनिंग झोपडी,ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್
छिद्र,ದ್ಯುತಿರಂಧ್ರ
अपोजी,ಮಂಜುಗಡ್ಡೆಯ
अपोजी रॉकेट,ಕಟಾ ರಾಕೆಟ್
उपकरणे,ಉಪಕರಣ
उघड,ಸ್ಪಷ್ಟ
Let पलेट,ರಭಸ
अर्ज,ಅನ್ವಯಿಸು
अंदाजे,ಅಂದಾಜು
जलीय द्रावण,ಅಕ್ವೌಸ್ ಪರಿಹಾರ
कंस,ಚಾಪ
आर्किटेक्चर,ವಾಸ್ತುಶಿಲ್ಪಿ
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ
संग्रहण,ಆರ್ಕೈವ್ಸ್
अंकगणित कोडिंग,ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್
आर्मेचर,ಶಸ್ತ್ರಾಸ್ತ್ರ
आर्मेचर विंडिंग,ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್
रचना,ರಂಗ
अरेस्टर,ಬಂಧಕ
बोलता,ಉಚ್ಚ್ಯ
कलाकृती (= कलाकृती),ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ)
चढत्या,ಏರಿಕೆ
प्रसर गुणोत्तर,ಶೋಧ ಅನುಪಾತ
असेंबलर,ಷೋಬರೆ
प्रतिपादन,ಪ್ರತಿಪಾದಿಸುವುದು
असाइनमेंट,ನಿಯೋಜನೆ
असाइनमेंट चॅनेल,ನಿಯೋಜನೆ ಚಾನೆಲ್
असममित,ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ
एसिन्क्रोनस,ಅಸಮಕಾಲಿಕ
वातावरण,ವಾತಾವರಣ
वातावरणीय नुकसान,ವಾತಾವರಣದ ನಷ್ಟ
वातावरणीय आवाज,ವಾತಾವರಣದ ಶಬ್ದ
वातावरणीय दबाव,ವಾತಾವರಣದ ಒತ್ತಡ
वातावरणीय प्रसार,ವಾತಾವರಣದ ಪ್ರಸರಣ
वातावरणीय रेडिओ-वेव्ह,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
वातावरण,ವಾತಾವರಣದ
अणू,ಪರಮಾಣು
अणु रचना,ಪರಮಾಣು ರಚನೆ
संलग्नक,ಬಾಂಧಾಣ
क्षीणन,ಗಮನ
क्षमतेचे नुकसान,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
ध्वनी लहरींचे लक्ष वेधणे,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
अ‍ॅटेन्युएटर,ಕೈಗೆಟುಕುವವನು
अ‍ॅटेन्युएटर-पॅड,ಅಟೆಂಡು-ಪ್ಯಾಡ್
ऑडिबिलिटी थ्रेशोल्ड,ಶ್ರದ್ಧೆಯ ಮಿತಿ
ऐकण्यायोग्य,ಶ್ರವ್ಯ
ऐकण्यायोग्य वारंवारता,ಶ್ರವ್ಯ ಆವರ್ತನ
ऐकण्यायोग्य टोन,ಶ್ರವ್ಯ ಸ್ವರ
ऐकण्यायोग्य-स्पेक्ट्रम,ಸ್ವಸಾಧ್ಯ
प्रेक्षक,ಪ್ರೇಕ್ಷಕರು
ऑडिओ,ಆವಿಷ್ಕಾರ
ऑडिओ एम्पलीफायर,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
ऑडिओ विश्लेषक,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
ऑडिओ प्रसारण,ಆಡಿಯೊ ಪ್ರಸಾರ
ऑडिओ केबल,ಆಡಿಯೊ ಕೇಬಲ್
ऑडिओ साखळी,ಆಡಿಯೊ ಸರಪಳಿ
ऑडिओ कोडेक,ಆಡಿಯೊ ಕೋಡೆಕ್
ऑडिओ कॉम्प्रेशन,ಆಡಿಯೊ ಸಂಕೋಚನ
ऑडिओ कॉम्प्रेसर,ಆಡಿಯೊ ಸಂಕೋಚಕ
ऑडिओ कन्सोल,ಆಡಿಯೊ ಕನ್ಸೋಲ್
ऑडिओ विकृती,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
ऑडिओ डायनॅमिक श्रेणी,ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
ऑडिओ फाइल स्वरूप,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
ऑडिओ फ्रेम स्वरूप,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
ऑडिओ फ्रिक्वेन्सी जनरेटर,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
ऑडिओ वारंवारता श्रेणी,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
ऑडिओ वारंवारता प्रतिसाद,ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
ऑडिओ लिमिटर,ಆವಿಷ್ಕಾರದ ಮಿತಿ
ऑडिओ लाइन,ಆಡಿಯೊ ಮಾರ್ಗ
ऑडिओ मिक्सर,ಆಡಿಯೊ ಮಿಕ್ಸರ್
ऑडिओ मॉड्यूलेशन,ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್
ऑडिओ ऑसीलेटर,ಆವಿಭರಣ
ऑडिओ आउटपुट,ಆಡಿಯೊ ಉತ್ಪಾದನೆ
ऑडिओ पॉवर,ಆಡಿಯೊ ಶಕ್ತಿ
ऑडिओ गुणवत्ता,ಆಡಿಯೊ ಗುಣಮಟ್ಟ
ऑडिओ सिग्नल,ಆಡಿಯೊ ಸಂಕೇತ
ऑडिओ सिग्नल प्रक्रिया,ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
ऑडिओ स्पेक्ट्रम,ಆಡಿಯೊ ವರ್ಣಪಟಲ
ऑडिओ स्टोरेज,ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ
ऑडिओ सब-कॅरियर,ಆಡಿಯೊ ಉಪನಾಮ
ऑडिओ ट्रान्सफॉर्मर,ಆಡಿಯೊ ಪರಿವರ್ತಕ
ऑडिओ ट्रान्समीटर,ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ऑडिओ/व्हिडिओ कॉम्प्रेशन,ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ
ऑडिओ-फ्रिक्वेन्सी सिग्नल,ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ
ऑडिओमेट्री,ಆಲಿಕಲ್ಲು ಮಾಪನ
ऑडिओ-व्हिज्युअल मदत,ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ
श्रवणविषयक समज,ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ
प्रमाणीकरण,ದೃentೀಕರಣ
अधिकृत वाहक वारंवारता,ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ
ऑटो कॅड,ಆಟೋ ಸಿಎಡಿ
ऑटो डायग्नोस्टिक्स,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
स्वयंचलित,ಸ್ವಯಂಚಾಲಿತ
स्वयंचलित नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ
स्वयंचलित शोध,ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ
स्वयंचलित उपकरणे,ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು
स्वयंचलित वारंवारता नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ
स्वयंचलित मर्यादा,ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ
स्वयंचलित मशीन,ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ
स्वयंचलित Phasae नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ
स्वयंचलित चित्र संप्रेषण,ಸ್ವಯಂಚಾಲಿತ ಚಿತ್ರ ಪ್ರಸರಣ
स्वयंचलित प्लेबॅक,ಸ್ವಯಂಚಾಲಿತ ಪ್ಲೇಬ್ಯಾಕ್
स्वयंचलित उर्जा नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ವಿದ್ಯುತ್ ನಿಯಂತ್ರಣ
स्वयंचलित प्रोग्रामिंग,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
स्वयंचलित रेकॉर्डिंग,ಸ್ವಯಂಚಾಲಿತ ರೆಕಾರ್ಡಿಂಗ್
स्वयंचलित रीसेट,ಸ್ವಯಂಚಾಲಿತ ಮರುಹೊಂದಿಸಿ
स्वयंचलित शटर,ಸ್ವಯಂಚಾಲಿತ ಶಟರ್
स्वयंचलित प्रणाली,ಸ್ವಯಂಚಾಲಿತ ವ್ಯವಸ್ಥೆ
स्वयंचलित टेलिफोन,ಸ್ವಯಂಚಾಲಿತ ದೂರವಾಣಿ
