Assamese,Odiya
ঠিকনা সূচক,ଠିକଣା ସୂଚକ
ঠিকনা পঞ্জীয়ন,ଠିକଣା ରେଜିଷ୍ଟର
ঠিকনা ভাঙি যোৱা,ଠିକଣା ଭାଙ୍ଗିବା
ঠিকনা অনুবাদ,ଠିକଣା ଅନୁବାଦ
"1. ঠিকনাযোগ্য স্মৃতিশক্তি, 2. ঠিকনাযোগ্য মেমৰি","1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
সম্বোধন কৰা,ଠିକଣା
"১.পৰ্যাপ্ততাৰ মাপকাঠী, ২. পৰ্যাপ্ততাৰ মাপকাঠী","1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
সংলগ্ন কৰা হৈছে,ସଂଲଗ୍ନ
"1. ব্যৱস্থাপনা , 2. নিয়ন্ত্ৰণ","1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
"১.পৰিচালক, ২. নিয়ন্ত্ৰক","1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
এডোব এক্ৰ&#39;বেট,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
এডোব ফটোশ্বপ,ଆଡୋବ ଫଟୋସପ୍ |
ABAP (উন্নত ব্যৱসায়িক প্ৰগ্ৰেমিং),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
"1. উন্নত তথ্য, 2. উন্নত তথ্য","1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
উন্নত তথ্য ব্যৱস্থা,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
উন্নত প্ৰযুক্তি (AT),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
কাৰ্য কৰা,କାର୍ଯ୍ୟ
একত্ৰীকৰণ,ଏକୀକରଣ
বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
aldus পৃষ্ঠা-নিৰ্মাণ,aldus page-make
সতৰ্কবাণী বাকচ,ଆଲର୍ଟ ବାକ୍ସ
algol (কম্পিউটাৰ ভাষা),algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. এলগৰিদম , 2. এলগৰিদম","1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
"১.এলগৰিদম বিশ্লেষণ, ২. এলগৰিদম বিশ্লেষণ","1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
এলগৰিদম দক্ষতা,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"১.ইলিয়াছ, ২. ডাকনাম, ৩. aka","1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
প্ৰান্তিককৰণ,ଶ୍ରେଣୀବଦ୍ଧତା |
"১.আবণ্টন, ২. আবণ্টন","1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
"১.বৰ্ণানুক্ৰমিক, ২. বৰ্ণানুক্ৰমিক ক্ৰম","1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
আলফানিউমেৰিক,ବର୍ଣ୍ଣମାଳା
"1. আলফানিউমেৰিক কিবৰ্ড ,2. আলফানিউমেৰিক কিবৰ্ড","1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
আলফা-পৰীক্ষণ (১ম স্তৰৰ পৰীক্ষা),ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
"1. আলফা সংস্কৰণ, 2. আলফা ৰূপ","1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
alt কি&#39;,alt କି
আলতাভিস্তা,altavista
বহুগুণতা,ବହୁଗୁଣ
অস্পষ্ট ব্যাকৰণ,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
আমেৰিকান নেচনেল ষ্টেণ্ডিজ ইনষ্টিটিউট (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
আমেৰিকান ষ্টেণ্ডাৰ্ড কাট (ascii),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
"1. অনুৰূপ, ২. এনালগ","1. ଅନୁରୂପ, 2 analog"
"১.এনালগ কম্পিউটাৰ, ২.এনালগ কম্পিউটাৰ","1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
"1. এনালগ ডিভাইচ, 2. এনালগ ডিভাইচ","1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
"1. এনালগ মডেম, 2. এনালগ মডেম","1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
এনালগ টু ডিজিটেল কনভাৰ্টাৰ,ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
শেষ (ডিজিটেল/প্লেন লজিক &#39;আৰু&#39; ব্যৱহৃত),ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
শেষ বৰ্তনী,ଶେଷ ସର୍କିଟ |
শেষৰ গেট আৰু গেট,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
অপাৰেচন শেষ নহয় (বৰ্জন),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
"১.এনিমেচন, ২.কম্পন","1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
দ্ৰষ্টব্য,ଧ୍ୟାନ ଦିଅନ୍ତୁ
অসামঞ্জস্যতা,ଅସଙ୍ଗତି |
পূৰ্ৱবৰ্তী,ପୂର୍ବ
প্ৰত্যাশিত পেজিং,ଆଶାକର୍ମୀ ପେଜିଂ |
প্ৰতি-সমমিতিক,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
এন্টিভাইৰেল প্ৰগ্ৰেম,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
"১.এপলেট, ২. দৰ্খাস্ত","1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
এপ্লিকেচন ডেভেলপাৰ,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
এপ্লিকেচন প্ৰগ্ৰেমিং,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. এপ্লিকেচন প্ৰগ্ৰামিং আন্তঃপৃষ্ঠ, 2. এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)","1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
এপ্লিকেচন চফ্টৱেৰ,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
আবেদন ভাষা,ପ୍ରୟୋଗ ଭାଷା
আনুমানিক নীতি,ଆନୁମାନିକ ନୀତି
গাঁঠনি,ଗଠନ
ক্ষেত্ৰ স্থানান্তৰ,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
"1. প্ৰাচল, স্বাধীন চলক, 2. কোণ","1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
"1. গাণিতিক আৰু যুক্তি একক, 2. গাণিতিক আৰু যুক্তি একক","1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
গাণিতিক পৰীক্ষা,ଗାଣିତିକ ଯାଞ୍ଚ |
গাণিতিক ধ্ৰুৱক,ଗାଣିତିକ ସ୍ଥିର |
গাণিতিক তথ্য,ଗାଣିତିକ ତଥ୍ୟ
গাণিতিক নিৰ্দেশনা,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
গাণিতিক আৰু যুক্তিসংগত একক (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPA নেট (RPNet),ARPA ନେଟ (RPNet)
এৰে,ଆରେ
"1. এৰে কেচ, 2. এৰেৰ গতি, ৩. এৰে মেমৰি","1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
এৰে কম্পিউটাৰ,ଆରେ କମ୍ପ୍ୟୁଟର |
এৰে উপাদান,ଆରେ ଉପାଦାନ |
এৰেৰ নাম,ଆରେ ନାମ
এৰে প্ৰচেছৰ,ଆରେ ସଞ୍ଚାଳକ
কাঁড় চিহ্ন,ତୀର କି
সন্ধি,ଚୁକ୍ତି
জংচন পইণ্ট,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
কৃত্ৰিম সংকোচন,କୃତ୍ରିମ ସଙ୍କୋଚନ |
কৃত্ৰিম নিয়ন্ত্ৰণ,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
কৃত্ৰিম ইন্দ্ৰিয়,କୃତ୍ରିମ ଅର୍ଥ |
মাউন্ট,ଆରୋହଣ
আৰোহী সজাই পৰাই তোলা,ଆରୋହଣ କ୍ରମ
ascii বৰ্ণমালা,ascii ବର୍ଣ୍ଣମାଳା |
ascii নিয়ন্ত্ৰণ চিহ্ন,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ascii ফাইল,ascii ଫାଇଲ୍ |
ascii ফন্ট,ascii ଫଣ୍ଟ
ASCII স্থানান্তৰ,ASCII ସ୍ଥାନାନ୍ତର |
এস্পেক্ট ৰেচিঅ&#39;,ଆନୁମାନିକ ଅନୁପାତ
"১.এছপি, ২. এ এছ পি আই","1. ଆସ୍ପି, ୨ ASPI"
এ এছ আৰ কালাদ,ଏକ S R କାଲାଡ୍ |
"১/ স্মৰণ, ২। একত্ৰিত কৰা, ৩. একত্ৰিত কৰা","1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
"১.সমাবেশকাৰী, ২. স্মাৰক","1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
"1. একত্ৰিত কৰা, ২. স্মৃতি","1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
"১/ মুখস্থ কৰা ভাষা, ২. ভাষা একত্ৰিত কৰা","1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
সংকল্প,ନିଷ୍ଠା
"1. নিৰ্দিষ্ট কাম, 2. আবণ্টন","1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
সংগীত্ব,ସାଥୀତା
সহযোগী ঠিকনা,ସହଯୋଗୀ ଠିକଣା
"১.সংগত স্মৃতি, ২. সহযোগী স্মৃতিশক্তি","1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
তাৰকা চিহ্ন (* চিহ্ন),ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
অসমতাপূৰ্ণ,ଅସୀମିତ |
"1. এচিনক্ৰ&#39;নাছ , 2. এচিনক্ৰ&#39;নাছ","1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
এচিনক্ৰ&#39;নাছ ডিজিটেল গ্ৰাহক লাইন (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
এচিংক্ৰ&#39;নাছ সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
এচিংক্ৰ&#39;নাছ ট্ৰেন্সফাৰ মোড (ATM),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"১.পৰমাণু, ২. পৰমণ","1. ପରମାଣୁ, ୨ ପରମାନ"
সংলগ্ন নথিপত্ৰ,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. সংলগ্ন ফাইল/মিছিল, 2. সংলগ্ন ফাইল","1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
"১.আৱৰণ, ২. সংযুক্ত","1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
"১.গুণ, ২. বৈশিষ্ট্য","1. ଗୁଣ, 2 ବିଶେଷତା"
শ্ৰৱণযোগ্য,ଶ୍ରବଣଯୋଗ୍ୟ |
"1. অডিট প্ৰগ্ৰেমিং, 2. অডিট প্ৰগ্ৰেমিং","1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
একাউণ্ট পৰীক্ষণ,ଖାତା ଯାଞ୍ଚ |
প্ৰচাৰ,ପଦୋନ୍ନତି
প্ৰমাণীকৰণ প্ৰট&#39;কল,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
লেখক পদ্ধতি,ଲେଖକ ପଦ୍ଧତି
"১.কৰ্তৃত্ব, ২. কৰ্তৃত্ব, ৩. ন্যায়াধিকৰণ","1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
অটো বিমূৰ্ত,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. স্বয়ংক্ৰিয় বুটিং, 2. self বুট","1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
AutoCAD (এটা কম্পিউটাৰ ভাষা),ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
স্বয়ংক্ৰিয় লগ-অন,ଅଟୋ ଲଗ୍ ଅନ୍ |
automata,ଅଟୋମେଟା |
automata তত্ত্ব,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
স্বয়ংক্ৰিয় গণনা,ସ୍ୱୟଂଚାଳିତ ଗଣନା
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
স্বয়ংক্ৰিয় ভুল সংশোধন,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
অটো ফাংচন,ଅଟୋ ଫଙ୍କସନ୍
"1. স্বয়ংক্ৰিয় সূচীভুক্তকৰণ, 2. স্বয়ংক্ৰিয় তালিকাভুক্তকৰণ","1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |"
অটো-সংগ্ৰহ কল,ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |
"1. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং, 2. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং","1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |"
"1. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম, 2. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম","1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |"
অটো ৰুটিন,ଅଟୋ ରୁଟିନ୍ |
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
"১/ স্বয়ংক্ৰিয় টেলাৰ মেচিন (এটিএম), ২. স্বয়ং উলিওৱাৰ বাবে বেংকৰ ATM","1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |"
অটোমেচন,ସ୍ୱୟଂଚାଳିତ
"1. অটোপ্লে , 2. অটো ৱাক","1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |"
কণ্ঠদান,କଣ୍ଠଦାନ
সহায়ক,ସହକାରୀ
সহায়ক স্মৃতিশক্তি,ସହାୟକ ସ୍ମୃତି
সহায়ক সংৰক্ষণ,ସହାୟକ ଷ୍ଟୋରେଜ୍
উপলব্ধ তালিকা,ଉପଲବ୍ଧ ତାଲିକା |
উপলব্ধ সময়,ଉପଲବ୍ଧ ସମୟ |
গড়,ହାରାହାରି
AWK (এটা কম্পিউটাৰ কমাণ্ড),AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ)
পাছত,ପରେ
পোষ্ট প্ৰচেছৰ,ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |
পশ্চাৎ কাৰ্য্য বিলোপন,ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |
পটভূমি প্ৰক্ৰিয়াকৰণ,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
আনুষংগিক দোকানসমূহ,ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |
বেক পেচিং,ପଛ ପ୍ୟାଚିଂ |
"১.পশ্চিম, ২. বেকস্পেচ","1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |"
পিছুৱাই যোৱা,ବ୍ୟାକଟ୍ରାକ୍
"1. বেক-আপ , 2. ৰিইম্বৰ্চেমেণ্ট","1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ"
"১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি","1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |"
পিছলৈ ভুল সংশোধন,ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |
(আয়-ব্যয়) বেলেন্স শ্বীট,(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |
পট্টি,ବ୍ୟାଣ୍ଡେଜ୍ |
"১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা","1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |"
বেংকাৰৰ এলগৰিদম,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
"1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড","1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍"
বাৰক&#39;ড স্ক্যানাৰ,ବାରକୋଡ୍ ସ୍କାନର୍ |
বাৰ গ্ৰাফ,ବାର୍ ଗ୍ରାଫ୍ |
ভিত্তি ঠিকনা,ମୂଳ ଠିକଣା
বেচ বেণ্ড,ବେସ୍ ବ୍ୟାଣ୍ଡ |
আধাৰ নম্বৰ,ଆଧାର ସଂଖ୍ୟା
ভিত্তি টেবুল,ଆଧାର ଟେବୁଲ୍ |
মূল (এটা কম্পিউটাৰ ভাষা),ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. মূল নিয়ন্ত্ৰণ , 2. ভিত্তি নিয়ন্ত্ৰণ","1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |"
"১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ","1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |"
মূল নিৰ্দেশনা,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
