Tamil,Gujarati
ஒலி எதிர்ப்பு,સાઉન્ડપ્રૂફ
ஒலி ஃபோனான்,એકોસ્ટિક ફોનોન
ஒலி அலகு,ધ્વનિ એકમ
ஒலியியல்,એકોસ્ટિક
ஒலி ஜெனரேட்டர்,અવાજ જનરેટર
செயல் மற்றும் எதிர்வினை,ક્રિયા અને પ્રતિક્રિયા
செயல்படுத்துதல்,સક્રિયકરણ
செயல்படுத்தும் ஆற்றல்,સક્રિયકરણ ઊર્જા
"செயல்படுத்துபவர், செயல்படுத்துபவர்","એક્ટિવેટર, એક્ટિવેટર"
செயலில்,સક્રિય
செயற்பாடு,સક્રિયતા
உண்மையான மன அழுத்தம்,વાસ્તવિક તણાવ
கிசுகிசுத்தல்,બબડાટ
மொத்தத்தில்,સારાંશ માટે
"தொகை, கூட்டல், மொத்த (பதிப்பு), சேர்க்கை (v.)","સરવાળો, ઉમેરો, એકંદર (સં.), ઉમેરણ (વિ.)"
"இணைந்த தொனி, கூடுதல் தொனி (உயிர்)","સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)"
சேர்க்கை,ઉમેરણ
ஒட்டுதல்,સંલગ્નતા
பிசின் ஆற்றல்,એડહેસિવ ઊર્જા
அடியாபட்,adiabat
அடியாபாடிக்,એડિબેટિક
வெப்ப காப்பு,હીટ ઇન્સ્યુલેટીંગ
இணைப்பு,જોડાણ
அனுசரிப்பு,એડજસ્ટેબલ
ஊடுருவல்,પ્રવેશ
உறிஞ்சுதல்,શોષણ
முன்னோக்கி,આગળ
முற்போக்கானது,પ્રગતિશીલ
"ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)","આકાશી, હવા (વિ.), હવાઈ (સં.)"
ஆண்டெனா ஸ்ட்ரீம்,એન્ટેના સ્ટ્રીમ
வான்வழி ஆய்வு,હવાઈ સર્વેક્ષણ
காற்று வேகம்,હવાનો વેગ
ஏரோடைனமிக் குணகம்,એરોડાયનેમિક ગુણાંક
காற்றியக்கவியல்,એરોડાયનેમિક
காற்றியக்கவியல்,એરોડાયનેમિક્સ
வானூர்தி,એરોનોટિકલ
ஏரோநாட்டிக்ஸ்,એરોનોટિક્સ
காற்று துடிப்பு,હવા નાડી
"வளிமண்டலம், வாயுக்கோளம்","વાતાવરણ, ગેસોસ્ફિયર"
கவனம் அமைப்பு,ફોકસ સિસ્ટમ
மீண்டும் பற்றவைப்பு,પાછળની ઇગ્નીશન
பின் ஒளி,પાછળનો પ્રકાશ
அதிர்ச்சி,ઉશ્કેરાટ
"வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது","ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો"
நேரம் பாதிக்கப்பட்டது,અસરગ્રસ્ત સમય
"முதுமை, முதுமை","વૃદ્ધાવસ્થા, વૃદ્ધત્વ"
நேர விளைவு,સમયની અસર
நேர விளைவு சோதனை,સમય અસર પરીક્ષણ
புவியீர்ப்பு இல்லாதது,ગુરુત્વાકર્ષણ રહિત
நல்லிணக்கம்,સમાધાન
"வான்வழி ரேடார், வான்வழி ரேடார்","એરબોર્ન રડાર, એરિયલ રડાર"
"வான் இலக்கு, வான் இலக்கு","હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય"
காற்று சுவாசக் கருவி,હવા શ્વસન કરનાર
ஏர் கண்டிஷனிங்,એર કન્ડીશનીંગ
காற்று எதிர்ப்பு மின்மாற்றி,એરક્રુ ટ્રાન્સફોર્મર
விமானம்,વિમાન
சீரமைப்பு,ગોઠવણી
சீரமைப்பு பிழை,સંરેખણ ભૂલ
நேரடி சுற்று,જીવંત સર્કિટ
முழு கண்ணாடி குழாய்,સંપૂર્ણ કાચની નળી
முழு உலோக குழாய்,આખી મેટલ ટ્યુબ
சரி செய்ய,ઠીક
"மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)","મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)"
மிஷ்ரத்வான்,મિશ્રત્વ
எங்கும் நிறைந்த ஊடகம்,સર્વવ્યાપક માધ્યમ
ஆம்னி ஆண்டெனா,ઓમ્ની એન્ટેના
பஞ்சாங்கம்,પંચાંગ
ஆல்பா,આલ્ફા
ஆல்பா-செயல்பாடு,આલ્ફા-પ્રવૃત્તિ
எண்ணெழுத்து,આલ્ફાન્યૂમેરિક
ஆல்பா கதிர்,આલ્ફા કિરણ
மாற்றம்,બદલો
"மாற்று, மாற்று","વૈકલ્પિક, વૈકલ્પિક"
மின்மாற்றி,વૈકલ્પિક
உயரமானி,અલ્ટિમીટર
உயரமானி,અલ્ટિમીટર
அல்டிமெட்ரி,અલ્ટાઇમટ્રી
"உயரம், உயரம், உயரம், உயரம்","ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ"
எண்கணித ரீசனிங் யூனிட் (ALU),અંકગણિત તર્ક એકમ (ALU)
அமுத விதி,amaget નિયમ
சூழல்,પર્યાવરણ
அமிக்ரான்,એમીક્રોન
அம்மீட்டர்,એમીટર
ஆம்பியர்,એમ્પીયર
ஆம்பியர்-சட்டம்,એમ્પીયર કાયદો
நீர்வீழ்ச்சி அயனி,ઉભયજીવી આયન
பெருக்கம்,એમ્પ્લીફિકેશન
பெருக்கி,એમ્પ્લીફાયર
"கோணம், பரிமாணம்","કોણ, પરિમાણ"
அ. எம்.யு. (அணு நிறை அலகு),a એમ. યુ. (અણુ સમૂહ એકમ)
இணக்கமான,સુસંગત
ஒப்புமை,સામ્યતા
ஆய்வாளர்,વિશ્લેષક
பகுப்பாய்வு,વિશ્લેષણ
பகுப்பாய்வு,વિશ્લેષણાત્મક
புள்ளி அல்லாத,બિન-બિંદુ
முரண்பாடான,વિસંગત
மற்றும் கதவு,અને દરવાજો
ஒலி அல்லாத,બિન-એકોસ્ટિક
ஒழுங்கற்ற நெகிழ்ச்சி,વિસંગત સ્થિતિસ્થાપકતા
நீரற்ற,નિર્જળ
கோணம்,કોણ
angstrom அலகு,એંગસ્ટ્રોમ એકમ
கோணல்,કોણીય
நீடிப்பான் வெர்னியர்,પ્રોટ્રેક્ટર વેર્નિયર
சர்ச்சைக்குரிய,વિવાદાસ્પદ
மரியாதையற்ற,આદરહીન
வண்ணமயமான காந்தமாக்கல்,વર્ણહીન ચુંબકીયકરણ
மந்தமான,ઢીલું
அயனி,anion
சமச்சீரற்ற,અસમપ્રમાણ
ஐசோட்ரோபிக்,આઇસોટ્રોપિક
ஐசோட்ரோபிசம்,આઇસોટ્રોપિઝમ
நீக்குதல்,કાઢી નાખવું
சதிகாரர்கள்,કાવતરાખોરો
நேர்மின்முனை,એનોડ
அனோடைசேஷன்,એનોડાઇઝેશન
சீரற்ற,અસંગત
ஒளியியல் அமைப்பு,ઓપ્ટિકલ સિસ્ટમ
ஆண்டெனா,એન્ટેના
ஆன்டிபெரியன்,એન્ટિબેરિયન
பிணைப்பு எதிர்ப்பு சொத்து,વિરોધી બંધન ગુણધર્મો
எதிர் பத்திரம்,કાઉન્ટર બોન્ડ
தலைகீழ் சக்தி,વિપરીત શક્તિ
காந்தவியல்,ડાયમેગ્નેટિક
காந்தப் பொருள்,ડાયમેગ્નેટિક સામગ્રી
அழற்சி எதிர்ப்பு,બળતરા વિરોધી
ஈர்ப்பு எதிர்ப்பு,એન્ટિગ્રેવિટી
ஆன்டிலாம்டா துகள்,એન્ટિલામડા કણ
அலெப்டன்,એલેપ્ટન
காந்தவியல்,ડાયમેગ્નેટિક
எதிர்ப்பொருள்,એન્ટિમેટર
எதிர்ப்பு ஏவுகணை,વિરોધી મિસાઇલ
எதிர்நியூட்ரான்,એન્ટિન્યુટ્રોન
துடிக்கும்,ધબકતું
எதிர் அணுக்கரு,એન્ટિન્યુક્લિયોન
எதிர் துகள்,એન્ટિપાર્ટિકલ
ஆன்டிபுரோட்டான்,એન્ટિપ્રોટોન
எதிர் பிரதிபலிப்பு,પ્રતિબિંબ વિરોધી
சமச்சீரற்ற,અસમપ્રમાણ
மீண்டும் நிகழாதது,નોન રિકરિંગ
காலமற்ற தன்மை,અનાક્રોનિઝમ
துளையிடப்பட்ட ஸ்கேனிங் வட்டு,છિદ્રિત સ્કેનિંગ ડિસ્ક
துவாரக்,દ્વારક
"மேல், மேல், முன்","ટોચ, ટોચ, આગળ"
"சூரியன் உயர், அதிக சூரியன்","સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર"
அக்கறையற்ற சரிகை,ઉદાસીન ફીત
பரிதாபமற்றது,બિન-દયનીય
இயலாமை,બિન-વિકલાંગતા
மிகவும் வண்ணமயமான,ખૂબ વર્ણહીન
"நிலம்-உயர்ந்த, உச்சநிலை","જમીન-ઊંચી, apogee"
"துருவமற்ற, சுற்றளவு","બિનધ્રુવીય, ગોળાકાર"
பார்ப்பனியம்,પેરાપોલરીટી
சாதனம்,ઉપકરણ
"மெய்நிகர், காட்சி","વર્ચ્યુઅલ, વિઝ્યુઅલ"
தெரியும் சூரியன்,દૃશ્યમાન સૂર્ય
காட்சி நேரம்,દ્રશ્ય સમય
வெளிப்படும் தோற்றம்,ઉભરતો દેખાવ
விண்ணப்பம்,અરજી
பொருந்தக்கூடிய தன்மை,લાગુ પડવાની ક્ષમતા
விண்ணப்பித்தார்,લાગુ
கவனிக்கத்தக்கது,અવલોકનક્ષમ
அணுகுமுறை,અભિગમ
"அருகில், தோராயமாக","નજીક, આશરે"
தோராயம்,અંદાજ
நீராவி அழுத்தம்,બાષ્પ દબાણ
தன்னார்வ,સ્વૈચ્છિક
"வில் உலை, வில் உலை","આર્ક ફર્નેસ, આર્ક ફર્નેસ"
ஆர்க்கிமிடிஸ் சட்டம்,આર્કિમિડીઝનો કાયદો
கட்டிடக்கலை ஒலியியல்,આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર
பரிதி விளக்கு,ચાપ દીવો
வில்-ஸ்பெக்ட்ரம்,આર્ક-સ્પેક્ટ્રમ
"பகுதி, பகுதி","વિસ્તાર, વિસ્તાર"
"பிராந்திய, பிராந்திய","પ્રાદેશિક, પ્રાદેશિક"
"கை, கை, கிளை","હાથ, હાથ, શાખા"
அமெச்சூர்,કલાપ્રેમી
"வரிசை, வரிசை","એરે, એરે"
பெறுபவர்,રીસીવર
உச்சரிப்பு தெளிவு,ઉચ્ચાર સ્પષ્ટતા
செயற்கை,કૃત્રિમ
செயற்கை மாற்றம்,કૃત્રિમ ટ્રાન્સમ્યુટેશન
ஏறுமுகம்,ચડતા
ஏற்றம்,ચઢાણ
ஏறும்,ચડવું
அகோலி,અગોલી
திரட்டுதல்,એકત્રીકરણ
தொகுப்பு,નો સમૂહ
"கூட்டுதல், கூட்டுதல்","એસેમ્બલીંગ, એસેમ્બલીંગ"
"அசெம்பிளிங், அசெம்பிள், அசெம்பிள்","એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ"
துல்லியமான மதிப்பீடு,ચોકસાઇ અંદાજ
குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்,ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ
"தொடர்புடைய, துணை, இணைந்த","સંબંધિત, સહયોગી, જોડાણ"
உயிர் ஒலி,સ્વર અવાજ
தானியங்கி மல்டிவிபிரேட்டர்,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ஆஸ்தெனிக்,અસ્થેનિક
"மதுவிலக்கு, astigmatism","ત્યાગ, અસ્પષ્ટતા"
விண்வெளி பயண மின்னணுவியல்,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
வானியற்பியல்,એસ્ટ્રોફિઝિક્સ
விண்வெளி,અવકાશયાત્રી
வானியலாளர்,ખગોળશાસ્ત્રી
விண்ணுலகம்,આકાશી
வானியல்,ખગોળશાસ્ત્ર
வானியற்பியல்,એસ્ટ્રોફિઝિક્સ
சமச்சீரற்ற,અસમપ્રમાણ
அறிகுறியற்ற,એસિમ્પટોટિક
மோசமாக்கும்,ઉત્તેજક
ஒத்திசைவற்ற,અસુમેળ
"வளிமண்டலம், வளிமண்டலம்","વાતાવરણ, વાતાવરણ"
வளிமண்டலம்,વાતાવરણીય
காற்று கொந்தளிப்பு,પવનની અશાંતિ
அணுக்கரு,પરમાણુ
அணு,અણુ
அணுசக்தி,પરમાણુ
அணுக்கரு நிறை,પરમાણુ સમૂહ
அணு எண்,અણુ સંખ્યા
"அணு உலை, அணுக் குவியல்","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
அணு,અણુ
துகள்,કણ
துகள்,કણ
"தணிவு, தணிவு",એટેન્યુએશન
"தணித்தல், தணித்தல்","હળવું કરવું, હળવું કરવું"
வசீகரம்,વશીકરણ
ஈர்ப்பு சக்தி,આકર્ષણનું બળ
கேட்கக்கூடிய தன்மை,શ્રાવ્યતા
ஒலி அதிர்வெண் பெருக்கி,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
கேட்கக்கூடிய,સાંભળી શકાય તેવું
ஆடியோ ஜெனரேட்டர்,ઓડિયો જનરેટર
கேட்கக்கூடிய வரைபடம்,શ્રાવ્ય ગ્રાફ
கேட்கும் அறிவியல்,સુનાવણી વિજ્ઞાન
ஒலிமானி,ઓડિયોમીટર
கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்,શ્રાવ્ય આવર્તન ઓસિલેટર
ஒலி சமிக்ஞை,ધ્વનિ સંકેત
ஒலி-ஒளி காட்சி,દ્રશ્ય-શ્રાવ્ય
"ஆடிட்டோரியம், ஆடிட்டோரியம்","ઓડિટોરિયમ, ઓડિટોરિયમ"
OZ விளைவு,ઓઝેડ અસર
பதவி உயர்வு,પ્રમોશન
மேம்படுத்துபவர்,વધારનાર
துருவ சுடர்,ધ્રુવીય જ્યોત
தென் துருவ சுடர்,દક્ષિણ ધ્રુવીય જ્યોત
வட துருவ சுடர்,ઉત્તર ધ્રુવીય જ્યોત
தானியங்கி எச்சரிக்கை,આપોઆપ ચેતવણી
தானாக இணையாக,ઓટો પેરેલલાઈઝર
"தானியங்கி, தானியங்கி, தானியங்கி","આપોઆપ, આપોઆપ, આપોઆપ"
"ஆட்டோமேஷன், ஆட்டோமேஷன்","ઓટોમેશન, ઓટોમેશન"
"உதவியாளர், கூட்டுறவு, கூடுதல்","સહાયક, સહકારી, વધારાનું"
"அவடவா, அவலாஞ்சி","અવડાવ, હિમપ્રપાત"
"சராசரி, சராசரி","સરેરાશ, સરેરાશ"
பரிவாரன்,પરિવાર
அச்சு,અક્ષીય
அச்சு,ધરી
அஜிமுத்,અઝીમથ
அஜிமுத்,અઝીમથ
மீண்டும்,પાછા
"பின்னணி, பின்னணி","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"பின்தங்கிய, பின்தங்கிய","પછાત, પછાત"
திருப்புமுனை,ટર્નઅરાઉન્ડ
பின் மின்னழுத்த துடிப்பு,બેક વોલ્ટેજ પલ્સર
பிந்தைய உறவு,સંબંધ પછી
கொடுக்கப்படுவதுடன்,વળતર
எதிர்ப்பு மின்னழுத்தம்,વિરોધી વોલ્ટેજ
பின்புற சிதறல்,પશ્ચાદવર્તી સ્કેટરિંગ
இடைநிலை அலை,ઇન્ટર્સ્ટિશલ તરંગ
இன்சுலேட்டர்,ઇન્સ્યુલેટર
பாராசூட் ஜம்ப்,પેરાશૂટ જમ્પ
வெப்பமூட்டும்,ગરમી
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
சமநிலைப்படுத்துபவர்,બેલેન્સર
சமநிலை,સંતુલન
உருண்டை,ગ્લોબ્યુલ
"பாலிஸ்டிக், பாலிஸ்டிக்","બેલિસ્ટિક, બેલિસ્ટિક"
"ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
ஏவுகணை,મિસાઇલ
"பந்துவீச்சு, ஆயுதம்","બેલિસ્ટિક્સ, હથિયાર"
கணிப்பு,પ્રક્ષેપણ
இலவச பாதை,મફત માર્ગ
"பலூன், பலூன்","બલૂન, બલૂન"
பால்மர் இடைநிறுத்தம்,બાલ્મર બંધ
"இசைக்குழு, இசைக்குழு, இசைக்குழு","બેન્ડ, બેન્ડ, બેન્ડ"
குண்டு வெடிப்பு,વિસ્ફોટ
"வரிசை, கற்றை, கரை, கரை, கடற்கரை","એરે, બીમ, કિનારો, બેંક, કિનારો"
"நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு","કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા"
பார்டீன் கொள்கை,બાર્ડીન સિદ્ધાંત
barkhausen விளைவு,barkhausen અસર
பார்லோ சுழற்சி,બાર્લો ચક્ર
பட்டை காந்தம்,બાર ચુંબક
கொட்டகை,કોઠાર
காற்று அழுத்த வரைபடம்,હવાનું દબાણ ગ્રાફ
"barograph, barograph","બેરોગ્રાફ, બેરોગ્રાફ"
காற்றழுத்தமானி,બેરોમીટર
வளிமண்டல அழுத்தம்,વાતાવરણ નુ દબાણ
"அண்டம், காற்றழுத்தம்","કોસ્મોસ, બેરોમોસ્ફિયર"
ஊசல்,લોલક લોલક
"தடை, அணு, அணு தடை","અવરોધ, પરમાણુ, પરમાણુ અવરોધ"
தடை நிலை,અવરોધ સ્તર
பேரியன்,બેરિયન
குருமண்டலம்,ગુરુમંડળ
அடிப்படை இசைக்குழு,આધાર બેન્ડ
"அடிப்படை, அடிப்படை, கார","મૂળભૂત, મૂળભૂત, આલ્કલાઇન"
அடித்தளம்,પાયો
"கணக்கெடுப்பு, குழு உருவாக்கம்","ગણતરી, ટીમ રચના"
"தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்","કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન"
மின்கலம்,બેટરી
"வரிசை பிரிவு, அறை, விரிகுடா","એરે સેગમેન્ટ, ચેમ્બર, ખાડી"
கண்காட்சி,પ્રદર્શન
கிபான்,કિબાન
"மாணிக்கா, பீட்","મણિકા, બીડ"
"பீம், பீம், பீம், டிரம்ப்","બીમ, બીમ, બીમ, ટ્રમ્પ"
"டிக்மன், டிக்கான்","ડિકમેન, ડિકોન"
"டோல், விஸ்பாண்ட்","ડોલ, વિસ્પંડ"
பெக்கரல் விளைவு,બેકરેલ અસર
மணி ஜாடி,ઘંટડી બરણી
பெல்லோஸ்,બેલો
மணி கடிகாரம்,ઘંટડી ઘડિયાળ
"வேதிகா, பெஞ்ச்","વેદિકા, બેંચ"
"முறை, பங்க் (எட்.), வளைவு (வி.)","મોડ, બંક (સં.), વળાંક (v.)"
வங்கியாளர்,બેંકન
"வளைந்த, வளைந்த","વળેલું, વળેલું"
பெர்னோலி-சமன்பாடு,બર્નોલી-સમીકરણ
அடிப்படை-செயல்பாடு,મૂળભૂત કાર્ય
சிறந்த ஒட்டுதல்,શ્રેષ્ઠ સંલગ્નતા
பீட்டா (பி),બીટા (b)
பீட்டாட்ரான்,betatron
bethe மாதிரி,bethe મોડેલ
bivatron,બાયવેટ્રોન
BH வளைவு,BH વળાંક
இருகோணமானது,દ્વિકોણીય
"சார்பு, சார்பு","પૂર્વગ્રહ, પૂર્વગ્રહ"
இரு-அச்சு,દ્વિ-અક્ષીય
பைக்ரோமேட் செல்,બાઈક્રોમેટ કોષ
அப்யவடல்,અભ્યવતલ
இரட்டை ஆண்டெனா,ડબલ એન્ટેના
பைன்வெக்ஸ்,બાયકોન્વેક્સ
"இரு-படிகம், இரட்டை-படிகம்","દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક"
இருதரப்பு ஒலிவாங்கி,દ્વિદિશ માઇક્રોફોન
இருவகை மாதிரி,દ્વિપદી મોડેલ
டையோசியஸ்,એકલિંગાશ્રયી
இருதரப்பு,દ્વિપક્ષીય
இருமுனை,દ્વિરેખીય
இரு மூலக்கூறு,બાયમોલેક્યુલર
"இரு-மாறி, இரு-அடிப்படை, இரட்டை","દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ"
"பைனரி குறியீடு, பைனரி குறியீடு","બાઈનરી કોડ, બાઈનરી કોડ"
விளையாட்டு நட்சத்திரம்,રમત સ્ટાર
பைனரி முறை,દ્વિસંગી પદ્ધતિ
இரட்டை பக்க,બે બાજુવાળા
பத்திரம்,બોન્ડ
"தொலைநோக்கி, தொலைநோக்கி","બાયનોક્યુલર, બાયનોક્યુલર"
பைனரி,દ્વિસંગી
இருவகைப் பரவல்,દ્વિપદી વિતરણ
"இருமைய, இருமைய, இரு அணுக்கரு","દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી"
உயிரியக்கவியல்,બાયોડાયનેમિક્સ
உயிர் மின்னணுவியல்,બાયો ઇલેક્ટ્રોનિક્સ
உயிர் இயற்பியலாளர்,બાયોફિઝિસ્ટ
உயிர் இயற்பியல்,બાયોફિઝિક્સ
உயிரியல் செயற்கைக்கோள்,જૈવિક ઉપગ્રહ
"ஒளிப்பதிவாளர், பயாஸ்கோப்","સિનેમેટોગ્રાફર, બાયોસ્કોપ"
பயோ-சாவர்ட் விதி,બાયો-સાવર્ટ નિયમ
இருமுனை மின்னோட்டம்,બાયફેસિક વર્તમાન
இருமுனை,દ્વિધ્રુવ
"இருபிரிசம், இருபிரிசம்","બાયપ્રિઝમ, બાયપ્રિઝમ"
"biquartz, biquartz","biquartz, biquartz"
இருமுனை பாத்திரம்,બાયફાસિક પાત્ર
இரண்டு-நிலை மல்டிவிபிரேட்டர்,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
"ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்","દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક"
"கருப்பு, கிருஷ்ணா","કાળો, કૃષ્ણ"
கருப்பு உடல்,કાળું શરીર
கண்ணுக்கு தெரியாத ஒளி,અદ્રશ્ય પ્રકાશ
திமிராயன் வானொலி திமிராயன்,તિમિરાયન રેડિયો તિમિરાયન
வெளியேற்ற துடிப்பு,ઇજેક્શન પલ્સ
முடிவு சார்பு,પૂર્વગ્રહ સમાપ્ત કરો
கருப்பு கதிர்வீச்சு,કાળા કિરણોત્સર્ગ
"முடிக்கப்படாத, வெற்று","અપૂર્ણ, ખાલી"
கவர்,આવરણ
ரத்து,રદબાતલ
"வெடிப்பு, வெடிப்பு, புயல்","વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ"
"savika, bleeder, savi","savika, bleeder, savi"
"மாறுவேடமிட்டு, குருடர்","વેશપલટો, અંધ"
ப்ளாச்சின் தேற்றம்,બ્લોચનું પ્રમેય
"தொகுதி, தொகுதி, தொகுதி","અવરોધ, અવરોધ, અવરોધ"
"அடி, அடி, அடி","ફટકો, ફટકો, ફટકો"
நீல அச்சு,બ્લુ પ્રિન્ટ
தெளிவின்மை வட்டம்,અસ્પષ્ટતા વર્તુળ
தெளிவற்ற,અસ્પષ્ટ
"பந்து, கோளம், பதக்கம்","બોલ, ગોળા, પેન્ડન્ટ"
"உடல், பொருள்","શરીર, પદાર્થ"
உடல் திறன்,શારીરિક ક્ષમતા
மையம் கொண்டது,કેન્દ્રિત
"உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட","શરીર-કર્ણ, અંત-કર્ણ"
"போகி, தெரியாத கண்டறிதல் (ரேடார்)","બોગી, અજાણી શોધ (રડાર)"
துளை விளைவு,બોર અસર
துளை காந்தம்,બોર મેગ્નેટોન
"கொதிகலன், கொதிகலன்","બોઈલર, બોઈલર"
"கொதிக்கும், கொதிக்கும்","ઉકળતા, ઉકળતા"
போல்ட்ஸ்மேன் சமன்பாடு,બોલ્ટ્સમેન સમીકરણ
குண்டுவீச்சு எலக்ட்ரான்,બોમ્બર ઇલેક્ટ્રોન
"அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்","આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા"
அடமானம்,ગીરો
"பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட","બંધાયેલ, બંધાયેલ, બંધાયેલ"
மேம்படுத்துபவர்,વધારનાર
பழுப்பம்,બોરોન
போஸ்-துகள்,બોસ-પાર્ટીકલ
போஸான்,બોસોન
"முட்டாள், குதி","આંચકો, કૂદકો"
கட்டுப்பட்டது,બંધાયેલ
