Odiya,English
ରୋଗ ବିଜ୍ଞାନ,aetiology (etiology)
ବୃକ୍ଷରୋପଣ,afforestation
1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |,agitation
ଆଗମାର୍କ |,agmark
1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି,agrarian
କୃଷି ଚିକିତ୍ସାଳୟ,agricultural clinic
1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |,agricultural labour
କୃଷି ମାର୍କେଟିଂ |,agricultural marketing
କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,agricultural technology
1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |,agriculture
କୃଷି ଜଙ୍ଗଲ,agrisilviculture
କୃଷି ଜ odi ବ ବିବିଧତା |,agrobiodiversity
କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |,agrobiological defects
କୃଷି ଜୀବ ବିଜ୍ଞାନ |,agrobiology
କୃଷି-ଜଳବାୟୁ ବିବିଧତା |,agroclimatic diversity
agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |,agroclimatic zoning
କୃଷି ଜଙ୍ଗଲ,agroforestry
କୃଷି,agrology
ଆଗ୍ରୋନୋମିକ୍,agronomy
କୃଷି ପାଳକ,agropastoral
ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |,agroprocessing
ଘାସ ବିଜ୍ଞାନ |,agrostology
ଫସଲ ପ୍ରକାର |,agrotype
ଏପିଫାଇଟ୍ |,air plant
aikiochi ମାଟି |,akiochi soil
ରଙ୍ଗ ଅନ୍ଧତା |,albinism
ଆଲଫିସୋଲ୍ |,alfisols
ଶାଗ,algae
ଆଲଗା ରୋଗ,algal disease
କ୍ଷାର ଜଳ |,alkali water
କ୍ଷାର,alkaline
ବିକଳ୍ପ,allele
ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |,allelochemicals
ଆଲେଲେ,allelomorph
ଆଲେଲୋପାଥି,allelopathy
ଭେଟି ଫସଲ |,alley cropping
ସମାପ୍ତି,allocarpy
ଫର୍ଟିଲାଇଜେସନ୍,allogamy
1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |,allometry
ମଲ୍ଟିପ୍ଲୋଡି,allopolyploid
1. ପାରାଜାଇଗୋସିଟି |,allosynapsis (allosyndesis)
1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |,alternate bearing
ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |,alternate land use
ପରିବେଶ,ambient
ସଂସ୍କାରକ,ameliorant
ମାଇଟୋସିସ୍,amitosis
ଆମେନାନ୍,amminization
ଆମୋନିଅନ୍ |,ammonification
amniferous,ammonifier
1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |,amorph
ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |,amphimixis
ଆମ୍ଫୋଟେରିକ୍ |,amphoteric
ଷ୍ଟକପିଲିଂ |,anabolism
1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |,anaerobe
ହାପ୍ଲଏଡ୍ |,aneuploid
କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |,angle planting
ପଶୁପାଳନ,animal husbandry
ପଶୁ ନିର୍ଗମନ,animal refuse
ଜୀବନ୍ତ ଶକ୍ତି,animate energy
ଅସନ୍ତୁଷ୍ଟ |,anisoploid
ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |,annual plant
ବାର୍ଷିକ,annual
1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ,anthesis
ଆନ୍ଥ୍ରାକ୍ସ,anthrax
ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |,anthropogenic factor
ବଞ୍ଚିବା,antibiosis
1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |,antibiotic
ଘୃଣ୍ୟ,antidote
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,antioxidants
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,antitoxin
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,anulus
1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |,aphid
ଉପର ଗୁଣ୍ଡ |,apical bud
ଶିଖର ପ୍ରଭାବ,apical dominance
ମହୁମାଛି ପାଳନ,apiculture (bee keeping)
ସମଲିଙ୍ଗୀତା,apomixis
ଆପୋପ୍ଟୋସିସ୍ |,apoptosis
ଅନୁକ୍ରମଣିକା,appendage
ଭୋକ,appetizer
ପ୍ରୟୋଗ ହୋଇଛି |,applied
ଜଳୀୟ ତୃଣ,aquatic weed
1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |,arboreal
ଶାଖା,arborization
ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,archaeo-botanical records
ଜୋନ୍ ସଂଖ୍ୟା,area statistics
1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର,area
ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |,arid ecosystem
କୋଟିଲଡନ୍ |,aril
ସ aur ରଭ |,aroma
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,aromatic plant
ସୁଗନ୍ଧିତ ଚାଉଳ |,aromatic rice
ଇକଶୁ ପୁଷ୍ପନ୍ |,arrowing
ଆସେପ୍ଟିକ୍ |,asepsis
1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |,aseptic
ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |,asexual propagation
ଆକାର,assay
ସମ୍ପତ୍ତି,assets
1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |,assimilation
1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ,association
1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ,astringent
ହେଟେରୋଜାଇଗୋସିଟି |,asynapsis
1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |,atavism
କଣିକା,atomizer
1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |,atrophy
ଆତ୍ମ ଯୋଡି |,autogamy
ଅଟୋଲାଇସିସ୍,autolysis
1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |,autooxidation
ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |,autopolyploid
ଆକ୍ସିନ୍,auxins
1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |,awn (bristle)
ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |,baccilovirus
1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |,bacillus
1. ଜୀବାଣୁ 2. ଜୀବାଣୁ,bacteria
ଜୀବାଣୁ ବିଷାକ୍ତ,bacteriotoxin
ବାଗାସେ |,bagasse
ତୂଳନା ପତ୍ର,balance sheet
ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |,balanced fertilization
ବାର୍ ଗ୍ରାଫ୍ |,bar diagram
ଭୁକିବା |,bark
1. ବାରୋମିଟର 2. ବାରୋମିଟର |,barometer
1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |,barren
1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |,base
1. ତାଲା 2. ବେସିନ |,basin
ତଲାବିସାରି |,basipetal
1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |,basisternum
ଗଲ୍ଫ ମ so ସୁମୀ |,bay monsoon
ଫଳ ଉଦ୍ଭିଦ |,bearing plant
ଶଯ୍ୟା,bed
ଶଯ୍ୟା ଉଦ୍ଭିଦ |,bedder
ଶଯ୍ୟା,bedding
ବିଲା ଗୁଣ୍ଡ |,beet molasses
ଘଣ୍ଟି,bellows
1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି,belt
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,benefit-cost analysis
ଆଶାକର୍ମୀ (ନମୁନା),biased (sampling)
ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |,biennial
ଦ୍ୱିପାକ୍ଷିକ |,binomial
ବାୟୋଫାକ୍ଟର |,bioagent
ଜ bi ବିକ ଜଳବାୟୁ |,bioclimate
ଜ o ବ ଶକ୍ତି |,bioenergy
ଜୀବଜନ୍ତୁ ପରିବେଶ |,bionomics
1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |,bio-reactor
ଜ bi ବ ଜୀବ |,biosphere
ବାୟୋଟିକ୍ |,biotic
ପ୍ରାଣୀ,biotype
ଡିଭିଲିଙ୍ଗୀ |,bisexual
ଧାୱାଲାନ୍ |,blanching
1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |,blast
ମିଶ୍ରଣ,blend
1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ),blight
1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |,blister
ନୀଳ ବିପ୍ଳବ |,blue revolution
ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |,bottom heat chamber
ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,bottom heat technique
କଞ୍ଚା |,bran
ଶାଖା,branching
1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |,branchlet
ପ୍ରଜାତି,breed
ପ୍ରଜନନ,breeding
ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |,brimming
1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |,brood
ଅଙ୍କୁରିତ |,budding
ବଜେଟ୍,budget
1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |,buffer
ମିଠା ଆଳୁ,bulb
ବଣ୍ଟ (ରୋଗ),bunt
1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |,by-product
c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର,c moisture characteristic curve
ତେଲ କେକ୍ |,cake
1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |,calcarious
କାଲସିଅନ୍ |,calcification
ଫସଫେଟ୍ ଅପସାରଣ |,calcination of phosphate
1. କିନାଟା 2. କାଲାଟା |,callosity
1. କଲସ୍ 2. କିରଣ,callus
1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |,calyx
ବାହ୍ୟ ଶେଷ,calyx-end
ଏଡା,cambium
କର୍କଟ (ଜୀବାଣୁ),canker
କ୍ୟାନିଂ |,canning
ଆକାଶ,canopy
ଅର୍ଥ,capital
ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି),caprification
1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |,capsule
ଅଙ୍ଗାରକାମ୍ଳ |,carbonated
ଅଙ୍ଗାରକାମ୍ଳ |,carbonization
କାରାପେସ୍ |,carpel
ବ୍ରେସଲେଟ୍,carpus
1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ),casting
କାଟାବୋଲିଜିମ୍ |,catabolism
ପ୍ରେରଣା,catalysis
1. କୀଟପିଲା 2. କୀଟପିଲା |,caterpillar
c d। N. a। ସଂଗ୍ରହ,C-DNA Library
ପରିସର,ceiling
1. କକ୍ଷ 2. କକ୍ଷ,cell
କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |,central leader system
1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |,centric
ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,centrifugation
ସେଣ୍ଟ୍ରିଫୁଗ୍,centrifuge
ତାରା କେନ୍ଦ୍ର |,centriole
epigenetic,centrogenic
କେନ୍ଦୁ ra ର,centrogenous
ଲୁମ୍,cercus
1. ଶସ୍ୟ 2. କ୍ରମିକ |,cereal
1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର,certification
ପ୍ରମାଣିତ ବିହନ |,certified seed
1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |,chaff
1. ନିବାଗ 2. କ ail ଲାଜା |,chalaza
ଚିମୋଗ୍ରାଫି,chemotropism
1. କିଆଜମା 2. ବ୍ୟସ୍ତ,chiasma
ସୁପରକୋଲିଂ ଘଣ୍ଟା |,chilling hours
ବରଫର କ୍ଷତି |,chilling injury
1. ଭିଚିରୋଟାକି 2. ଚିମେରା |,chimera
ସବୁଜ ପୋଖରୀ |,chloranthy
1. ପତ୍ର 2. ସବୁଜ,chlorophyll
ସିଆନୋସିସ୍ |,chlorosis
ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |,chorology
1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |,chromatid
କ୍ରୋମାଟିନ୍,chromatin
କ୍ରୋମାଟୋଗ୍ରାଫି |,chromatography
କ୍ରୋମାଟିନେସନ୍,chromatolysis
atrial point,chromocentre
କ୍ରୋମାଟୋଜେନେସିସ୍,chromogenesis
1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |,chromoprotein
1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |,chromosome
1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |,chronic
citrange,citrange
ପତିତପାବନ ପର୍ବ |,cladode
ବର୍ଗୀକରଣ,classification
1. ମାଟି 2. ମାଟି,clay
1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |,cleaning
ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |,cleistogamy
କ୍ରୁଶବିହୀନ ଫଳ |,climacteric fruit
ଜଳବାୟୁ,climate
ଜଳବାୟୁ,climatology
କେଶ,clipper
ଗୁଣ୍ଡ (ମାଟି),clod
କ୍ଲୋନ୍ |,clone
1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |,cloud
ump ୁଲା |,clump
ଗୁଣ୍ଡ |,cluster
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,coarse
1. କଭର 2. ଚମଡା,coat (seed)
କୋୟା,cocoon
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,coenzyme
ମିଳନ,cohesion
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,coir
ମୁଲାନକୁର ଚୋଲା |,coleorrhiza
,collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा
କୋଲଏଡ୍ (ମାଟି),colloid (soil)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,columella
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,column
ଯୋଗାଯୋଗ,commensalism
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,commercial bank
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,commodity
ସମ୍ପ୍ରଦାୟ,community
ସଙ୍କୋଚନ (ମାଟିର),compaction (of soil)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,compatibility
ସୁସଙ୍ଗତତା,compatibility
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,compensation
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,competitive interaction
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,complementary crop
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,complex
ବିଧାନସଭା,component
ରଚନା,composition
କମ୍ପୋଷ୍ଟ,compost
ଯ ound ଗିକ ଆଗ୍ରହ |,compound interest
ଗଣନା,computation
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,computer
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,concentration
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,conditioner
କଣ୍ଡକ୍ଟିଭିଟି,conductance
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,configuration
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,conformity
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,confounding
ସଂଯୋଗ,conjugation
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,connective
ସୁରକ୍ଷା,conservation
ଏକୀକରଣ,consolidation
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,constituents
ଗ୍ରାହକ,consumer
ବ୍ୟବହାର,consumption
ପ୍ରଦୂଷଣ,contamination
କଣ୍ଟୁର ରୋପଣ |,contour planting
ବିଷୟବସ୍ତୁ ରେଖା |,contour
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,contract farming
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,controlled storage
ସମବାୟ ବ୍ୟାଙ୍କ,co-operative bank
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,cooperator
ଗୁଲମାଭାନ୍ |,coppice
କ୍ୟୁବ୍,corm
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,corolla
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,cortex
ମୂଲ୍ୟ,cost
କୋଟିଲଡନ୍ |,cotyledon (seed)
କ୍ରେଡିଟ୍ କମିଟି,credit society
1. ending ଣ 2. କ୍ରେଡିଟ୍,credit
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,creditor
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,crest
ପ୍ରତ୍ୟାହାର,crinkle
ସମସ୍ୟା,crisis
ପରୀକ୍ଷା,criterion
ଗୁରୁତର,critical
ଫସଲ ବୀମା |,crop insurance
ଫସଲ loan ଣ,crop loan
1. ଫସଲ 2. ଫସଲ,crop
ଚାଷ କ୍ଷେତ୍ର,cropping area
କ୍ରସ୍ ଅସଙ୍ଗତ |,cross-incompatible
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),crown (plant)
ନରମ କଣିକା |,crumb
ଭୂତଳ,crust
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,cryptogam
ଛେଦନ (ଫଳ),cull (fruits)
କଲମ,culm
କୃଷି ପ୍ରକାର,cultivar
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,cultivation
1. କୃଷକ 2. କୃଷକ,cultivator
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,culture
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,curing
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,curling
ସ୍ଥିତି,currency
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,cuticle
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,cutting
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,cyst
ସାଇଟୋକ୍ରୋମ୍ |,cytochrome
କକ୍ଷ ଯୋଡି,cytogamy
କକ୍ଷ ପ୍ରଜନନ |,cytogenesis
କୋଷ ଜେନେଟିକ୍ସ |,cytogenetics
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,cytokinesis
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,cytology
ସେଲ୍ ଲାଇସିସ୍ |,cytolysis
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,cytomere
ସାଇଟୋପ୍ଲାଜମ୍ |,cytoplasm
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,dairy
ଦୁଗ୍ଧ ଶିଳ୍ପ,dairying
1. ବନ୍ଧ 2. ପ୍ରଜନକ,dam
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,day-neutral
ଫୁଲର ଦିନ ପରେ |,days after flowering
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,days after full bloom
ଅପାରଗତା |,deblossoming
decalcification,decalcification
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,decant
କ୍ଷୟ,decay
ପତଳା,deciduous
1. ଦଶମିକ 2. ଦଶମିକ,decimal
ତୁଚ୍ଛତା,deficiency
ଅନୁରାନ୍ (ମୃତ୍ତିକା),deflocculation (soil)
ଭିପୁଷ୍ପନ୍ |,defloration
ବିଲିଂ,defoliation
ଜଙ୍ଗଲ ନଷ୍ଟ,deforestation
ଅପମାନ,degeneration
ଅବନତି |,degradation
ପାର୍ଟ ଦିନ,degree days
1. ପରିମାଣ 2. ଭାଗ,degree
ଅବହେଳା |,dehiscence
ହଳ ଅପସାରଣ |,dehulling
ହଳ ଅପସାରଣ |,dehusking
ଡିହାଇଡ୍ରେସନ୍,dehydration
ଆନ୍ହାଇଡ୍ରସ୍,dehydrator
ଚାହିଦା,demand
1. ଅବନତି 2. ଗୁଣନ,denaturation
ନିନ୍ଦା,denudation
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),deposit
ଜମା,deposition
1. ଅବନତି 2. ଅବନତି,depreciation
ନିଷ୍କାସନ,desalinization
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,desiccation
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,design
ଶୁଖୁଆ |,dessicator
କର୍ଣ୍ଣଲ ଅପସାରଣ,destoning
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,desuckering
ସଂଯୋଗ,desynapsis
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,detassel
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,detasseling
ନିର୍ଣ୍ଣୟକାରୀ,determinant
ମୂଲ୍ୟ ହ୍ରାସ,devaluation
ଡି-ଶାକାହାରୀ |,devegetation
ବ୍ୟତିକ୍ରମ,deviation
ଦୁଇଥର |,diad
ନିରାକରଣ,diagnosis
ଭିନ୍ନ ପରିପକ୍ .ତା |,dichogamy
ବିଭାଜନ,dichotomy
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),dicotyledon (seed)
ପିଠି ରୋଗ,die back (disease)
1. ବିଭାଜନ 2. ବିଭେଦ |,diffusion
ହଜମ ଯୋଗ୍ୟତା |,digestibility
ଡିହାଇବ୍ରିଡ୍ |,dihybrid
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,dike (dyke)
ଅଳ୍ପ,dilute
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,dioecious
ଡିପ୍ଲଏଡ୍ |,diploid
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,diploid
ଡିପୋଲ୍,diplonema
