Marathi,Hindi
"अॅनालॉग संगणक,",अनुरूप कम्प्यूटर
विश्लेषण,विश्लेषण
सहप्रसरण विश्लेषण,सहप्रसरण-विश्लेषण
गणन-डेटा विश्लेषण,गणन-आंकड़ों का विश्लेषण
भिन्नता विश्लेषण,प्रसरण-विश्लेषण
विश्लेषणात्मक भूमिती,विश्लेषिक ज्यामिति
विश्लेषणात्मक कार्य,विश्लेषिक फलन
कोन,कोण
स्पर्शिका कोन,स्पर्श-कोण
विक्षेपण कोन,विक्षेप-कोण
उदासीनता कोन,अवनमन-कोण
विचलन कोन,विचलन-कोण
विवर्तन कोन,विवर्तन-कोण
उंची कोन,उन्नयन-कोण
घटनेचा कोन,आपतन-कोण
प्रक्षेपण कोन,प्रक्षेप-कोण
प्रतिबिंब कोन,परावर्तन-कोण
अपवर्तन कोन,अपवर्तन-कोण
रोटेशन कोन,घूर्णन-कोण
परावर्तनाचा परिपूर्ण कोन,पूर्ण परावर्तन-कोण
कोनीय प्रवेग,कोणीय त्वरण
कोनीय गती,कोणीय गति
कोनीय गती,कोणीय चाल
कोनीय गती,कोणीय वेग
अनामिका,वलयिका
उत्तर द्या,उत्तर
काउंटर व्युत्पन्न,प्रति-अवकलज
आयसोमेट्रिक फंक्शन,प्रतिसममित फलन
"कव्हर करण्यायोग्य, लागू, लागू","आच्छाद्य, अनु प्रयोज्य, लागू"
"अर्ज अर्ज,",अनुप्रयोग उपयोजन
लागू डायनॅमिक प्रोग्रामिंग,अनुप्रयुक्त गतिशील प्रोग्रामन
लागू भूमिती,अनुप्रयुक्त ज्यामिति
लागू गणित,अनुप्रयुक्त गणित
लागू आकडेवारी,अनुप्रयुक्त सांख्यिकी
"अंदाजे, अंदाजे","सन्निकटतः, लगभग"
अंदाजे सतत कार्य,सन्निकटतः संतत फलन
"मॅक्रो पद्धत, अंदाजे पद्धत","स्थूल विधि, सन्निकट विधि"
अंदाजे उपाय,सन्निकट हल
अंदाजे समस्या,सन्निकटन-समस्या
अंदाजे मालमत्ता,सन्निकटन-गुणधर्म
योग्यता चाचणी,अभिक्षमता-परीक्षावली
आर्गॉन आकृती,आरगाँ आरेख
ऐच्छिक,स्वेच्छगहीतृ
"यादृच्छिक, यादृच्छिक","स्वेच्छ, यादृच्छिक"
अनियंत्रित स्थिरांक,स्वेच्छ अचर
मुक्त घटक,स्वेच्छ अवयव
अनियंत्रित बिंदू,स्वेच्छ बिन्दु
आर्किमिडीजचा कायदा,आर्किमीडी नियम
आर्किमिडीजचा कायदा,आर्किमीडीज़ का नियम
"चाप-लांबी, चाप-लांबी","चाप-दैर्घ्य, चाप-लम्बाई"
वर्तुळ चाप,वत्तृ चाप
व्यस्त साइन वितरण,प्रतिलोम ज्या बंटन
व्यस्त साइन रूपांतरण,प्रतिलोम ज्या रूपांतरण
"क्षेत्र, क्षेत्र","क्षेत्र, क्षेत्रफल"
प्रादेशिक कॉन्फिगरेशन,क्षेत्रीय विन्यास
जटिल संख्येचा कोन,सम्मिश्र संख्या का कोणांक
अंकगणित सरासरी,समांतर माध्य
डिजिटल ऑपरेशन,अंकीय संक्रिया
डिजिटल युनिट,अंकीय एकक
"कॉन्फिगरेशन, व्यवस्था","विन्यास, व्यवस्था"
"अॅरे, अॅरे","व्यूह, सरणी"
कृत्रिम उपग्रह,कृत्रिम उपग्रह
कृत्रिम व्हेरिएबल,कृत्रिम चर
चढणे,आरोहण करना
चढत्या,आरोही
परिमाणाचा चढता क्रम,परिमाण का आरोही क्रम
चढत्या श्रेणी,आरोही श्रेणी
असेंबलर भाषा,कोडांतरक भाषा
"असाइनमेंट समस्या असाइनमेंट प्रश्न,",नियतन समस्या नियतन प्रश्न
सहयोगी नियम,साहचर्य नियम
ऑपरेटर्सचा सहयोगी नियम,संकारकों का साहचर्य नियम
सहयोगी ऑपरेशन,साहचर्य-संक्रिया
सहवास,सहचारिता
सरासरी गृहीत धरले,कल्पित माध्य
गृहीत संभाव्यता वितरण,कल्पित प्रायिकता बंटन
"कल्पना केली, स्वीकारली,","कल्पना, गृहीत"
ज्योतिष,ज्योतिष
"अंतराळ अभियंता अंतराळ अभियंता,",अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता
खगोलशास्त्रज्ञ*,खगोलज्ञ*
खगोलशास्त्रीय घड्याळ,खगोलीय घड़ी
खगोलशास्त्र,खगोलिकी
असममित वक्र,असममित वक्र
विषमता,असममिति
लक्षणे नसलेला,अनंतस्पर्शी
त्रासदायक,उपगामी
प्रगतीशील अंदाजक,उपगामी दक्ष आकलक
प्रतिगामी पक्षपाती अनुमानक,उपगामी अनभिनत आकलक
प्रतिगामी आचरण,उपगामी आचरण
आक्रमक वितरण कार्य,उपगामी बंटन-फलन
वर पसरलेला,उपगामी प्रसार
वातावरणाचा दाब,वायु मंडलीय दाब
"यादृच्छिकपणे,",यदृच्छया
मालमत्ता*,गुण*
विशेषता-नमुना-यंत्रणा,गुण-प्रतिचयन-क्रियाविधि
संवर्धित मॅट्रिक्स,संवर्धित आव्यूह
स्वयंसंबंध गुणांक,स्वसहसंबंध गुणांक
स्वयंसंबंध कार्य,स्वसहसंबंध फलन
सहप्रसरण,स्वसहप्रसरण
स्वयंचलित संगणक,स्वचालित अभिकलित्र
ऑटोरिग्रेशन,स्वसमाश्रयण
सहाय्यक समीकरण,सहायक समीकरण
सरासरी नमुना क्रमांक वक्र (MPC वक्र),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
"स्वयंसिद्ध, स्वयंसिद्ध","स्वयंसिद्‌ध, अभिगृहीत"
स्वयंसिद्ध दृष्टीकोन,अभिगहीती दृष्टिकोण
संभाव्यता स्वयंसिद्ध,प्रायिकता अभिगृहीत
अक्ष,अक्ष
भुजक्षा,भुजाक्ष
पृथ्वीचा अक्ष,भू-अक्ष
रोटेशन अक्ष,परिक्रमण-अक्ष
रोटेशन अक्ष,घूर्णन अक्ष
फिरकी अक्ष,प्रचक्रण-अक्ष
पोस्ट बदली,पश्च-प्रतिस्थापन
नंतर,पश्चांतर
बॅक इन्सर्टेशन फॉर्म्युला,पश्च अंतर्वेशन-सूत्र
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","तुला, तराजू, संतु लन, शेष, बाकी, संतुलित होना, संतुलित करना"
संतुलित डिझाइन,संतुलित अभिकल्पना
ताळेबंद,तुलन-पत्र
क्षेपणास्त्र,प्रक्षेपास्त्र
"बॅलिस्टिक्स, शस्त्रे","प्राक्षेपिकी, अस्त्र विज्ञान"
"स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, रोधिका, भित्ति, बार, रेखा, रेखिका, परीक्षण रेखा, धार"
"बेस, बेस, बेस, बेस, बेस","आधार, क्षारक, अधम, मूल, बेस"
बेस कोन,आधार कोण
"लॉगरिथमचा आधार, लॉगरिथमचा आधार","लघुगणक का आधार, लॉगरिथ्म का आधार"
"मूलभूत, मूलभूत,","आधारी, मूल"
बेस सुसंगत उपाय,आधारी सुसंगत हल
बेस सोल्यूशन,आधारी हल
बेस व्हेरिएबल,आधारी चर
पाया,आधारक
मूळ घटक,आधार अवयव
बेस मॅट्रिक्स,आधारी आव्यूह
वेक्टर स्पेसचा पाया,सदिश समष्टि का आधार
उपलोकसंख्या आधार,उपसमष्टि का आधार
बेईमान,बेज़-आकल
bez-नियम,बेज़-नियम
bez-प्रमेय,बेज़-प्रमेय
bernoulli-वितरण,बर्नूली-बंटन
बर्नौली क्रमांक,बर्नूली संख्या
बर्नौली संभाव्यता कार्य,बर्नूली प्रायिकता-फलन
बर्नौली-समीकरण,बर्नूली-समीकरण
बोरासारखे बी असलेले लहान फळ कार्य,बेरी फलन
सर्वोत्तम आसंजन,श्रेष्ठतम आसंजन
सर्वोत्तम आसंजन ओळ,श्रेष्ठतम आसंजन रेखा
सर्वोत्तम उपाय,सर्वोत्तम हल
सर्वोत्तम टिपा,सर्वोत्तम युक्तियाँ
बीटा वितरण,बीटा बंटन
"पक्षपात, पक्षपात","अभिनति, बायस"
पक्षपाती मूल्यांकन,अभिनत आकल
द्विपद समीकरण,द्विप्रसंवादी समीकरण
एकल कव्हर,एकैकी आच्छादन
सिंगल कव्हर नकाशा,एकैकी आच्छादी प्रतिचित्र
सिंगल कव्हर मॅपिंग,एकैकी आच्छादी प्रतिचित्रण
चतुर्भुज चौकोन,द्विएकघाती समघात
द्विरेखीय कार्य,द्विरैखिक फलन
द्विरेखीय हर्मिटियन एकजिनसीपणा,द्विरैखिक हर्मिटीय समघात
"द्वि-चर, बायनरी, दुहेरी","द्वि-चर, द्वि-आधारी, द्वयी"
"बायनरी कोड, बायनरी कोड","द्वि-आधारी कोड, द्विआधारी कूट"
"बायनरी कोडेड दशांश, बायनरी कोडेड दशांश","द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
बायनरी एन्कोडिंग,द्वि-आधारी कूटलेखन
बायनरी संगणक,द्वि-आधारी अभिकलित्र
बायनरी अंक,द्वि-आधारी अंक
बायनरी ऑपरेशन,द्विआधारी संक्रिया
बायनरी पद्धत,द्विआधारी पद्‌धति
बायनरी व्हेरिएबल,द्विआधारी चर
द्विपदी गुणांक,द्विपद गुणांक
द्विपदी वितरण,द्विपद बंटन
द्विपद समीकरण,द्विपद समीकरण
द्विपद भिन्नता,द्विपद प्रसरण
द्विपदी अभिव्यक्ती,द्विपद व्यंजक
द्विपदी यादृच्छिक चल,द्विपद यादृच्छिक चर
द्विपद प्रमेय,द्विपद-प्रमेय
"अर्धा, दुभाजक","अर्धन, द्विभाजन"
"दुभाजक पद्धत, अर्धविभाग पद्धत","समद्विभाजन विधि, अर्धीकरण विधि"
अर्धा दुभाजक,"अर्धक, द्विभाजक"
"द्विपदी, द्विपदी","द्विपंक्तिक, द्विश्रेणिक"
"द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक","द्वयंक (द्विआधारी अंक), अणी, बरमी, टूक"
द्विपदी द्विपद वितरण द्विपदी,द्विचर द्विपद-बंटन द्विचल
द्विवैरिएट सहसंबंध गुणांक,द्विचर सहसंबंध गुणांक
द्विवैरिएट वितरण,द्विचर बंटन
द्विवैरिएट सामान्य-वितरण,द्विचर प्रसामान्य-बंटन
bivector,द्विसदिश
बोल्टमन समीकरण,बोल्ट्मान समीकरण
बुलियन बीजगणित*,बूलीय बीजावली*
बोस-आईन्स्टाईन सांख्यिकी,बोस-आइन्स्टाइन सांख्यिकी
मर्यादा निर्बंध,परिसीमा प्रतिबन्ध
सीमा पातळी,परिसीमा स्तर
सीमारेषा,परिसीमा रेखा
मर्यादा मूल्य,परिसीमा मान
सीमा मूल्य समस्या,परिसीमा मान समस्या
"बाउंड फंक्शन बाउंडेड फळ,",परिबद्‌ध फलन परिबद्‌ध फल
"बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल,","परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी"
"सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश,",परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश
"बाऊंड सेट बाउंडेड सेट,",परिबद्‌ध समच्चय परिबद्‌ध संच
ब्राउनी मोशन,ब्राउनी गति
मोजणे,परिकलन करना
गणना,परिकलन
"कॅल्क्युलेटर, कॅल्क्युलेटर","परिकलन-यंत्र, परिकलित्र"
गणना*,परिकलन*
संगणकीय क्रिया पद्धत,परिकलनात्मक क्रिया विधि
"कॅल्क्युलेटर, कॅल्क्युलेटर","परिकलित्र, परिकलक"
"कॅल्क्युलस, कॅल्क्युलस","कलन, कैलकुलस"
भिन्नता कॅल्क्युलस,विचरण-कलन
कॅलरीज,कैलोरी
नियम रद्द करा,निरसन नियम
प्रामाणिक समीकरण,विहित समीकरण
प्रामाणिक फॉर्म,विहित रूप
"कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स","विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
cantor सेट,कैन्टर समुच्चय
cantor त्रिकोणी संच,कैन्टर त्रिआधारी समुच्चय
वाहतुकीची अडचण,परिबंधित परिवहन समस्या
क्षमता,क्षमता
केशिका शक्ती,केशिका-बल
"संख्या संख्या, मुख्य संख्या","गणन संख्या, कार्डिनल संख्या"
कार्टेशियन अक्ष,कार्तीय अक्ष
कार्टेशियन समन्वय,कार्तीय निर्देशांक
कार्टेशियन उत्पादन,कार्तीय गुणन
संचांचे कार्टेशियन गुणाकार,समुच्चयों का कार्तीय गुणन
"केस स्टडी, केस स्टडी","केस अध्ययन, वस्तुस्थिति अध्ययन"
आपत्तीजनक भाषण,विपत्तिपूर्ण उच्चावचन
कॅटिनरी,कैटिनरी
कॉची वितरण,कौशी बंटन
कौशीचें सूत्र,कौशी सूत्र
कौशी-गुरसा-प्रमेय,कौशी-गूर्सा-प्रमेय
कौशी-रिमन-बॅन,कौशी-रीमान-प्रतिबंध
कॉची क्रम,कौशी अनुक्रम
कौशी अभिन्न,कौशी समाकल
कौशी मुख्य-मूल्य,कौशी मुख्य-मान
कॉची शेष प्रमेय,कौशी अवशेष प्रमेय
कॅले-हॅमिल्टन-प्रमेय,कैले-हैमिल्टन-प्रमेय
आकाशीय शरीर,"खपिंड, खगोलीय पिंड"
खगोलशास्त्रीय मोजमाप,खगोलीय माप
खगोलीय यांत्रिकी,खगोलीय यांत्रिकी
आकाशीय शरीर,खगोलीय पिंड
सेल वारंवारता,कोशिका बारंबारता
"जनगणना, जनगणना","गणना, जनगणना"
टक्केवारी,शततमक
सेंटीमीटर,सेन्टीमीटर
सेंटीमीटर-ग्राम-सेकंद पद्धत,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
"मध्यवर्ती, केंद्रीत","केन्द्रीय, सकेन्द्र"
मध्य अक्ष,केन्द्रीय अक्ष
मध्यवर्ती अंतर,केन्द्रीय अंतर
केंद्रीय फरक सूत्र,केन्द्रीय अंतर सूत्र
केंद्रीय भिन्नता सारणी,केन्द्रीय अंतर सारणी
केंद्रीय मर्यादा प्रमेय,केन्द्रीय सीमा प्रमेय
मध्यवर्ती क्षण,केन्द्रीय आघूर्ण
केंद्रीय संसाधन युनिट,केन्द्रीय संसाधन एकक
केंद्रीय अंतःप्रेरणा,केन्द्रीय प्रवतिृ
केंद्र*,केन्द्र*
गुरुत्व मध्यभागी,गुरुत्व-केन्द्र
गट केंद्र,समूह-केन्द्र
वस्तुमान केंद्र,संहति-केन्द्र
सममितीचे केंद्र,सममिति-केन्द्र
केंद्रापसारक शक्ती,अपकेन्द्री बल
केंद्राभिमुख शक्ती,अभिकेन्द्र-बल
"मध्यवर्ती मेरिडियन,",केन्द्रक मध्यगासंपात
निश्चितता,निश्चितता
cgs पद्धत,c.g.s.पद्‌धति
cgs युनिट,c.g.s.मात्रक
भिन्नतेचा साखळी नियम,अवकलन का शृंखला नियम
दैवयोगाने,संयोग हेतु
यादृच्छिक हालचाल,सांयोगिक चाल
अक्ष शिफ्ट,अक्ष-परिवर्तन
"आधार बदल Payadhar-बदल,",आधार परिवर्तन पायाधार-बदल
क्रमपरिवर्तन,क्रम परिवर्तन
वैशिष्ट्यपूर्ण गुणांक,अभिलक्षणिक गुणांक
वैशिष्ट्यपूर्ण निर्धारक,अभिलक्षणिक सारणिक
वैशिष्ट्यपूर्ण समीकरण,अभिलक्षण-समीकरण
"वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य","अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन"
लॉगरिदमची पूर्णांक,लघुगणक का पूर्णांश
"वैशिष्ट्यपूर्ण बहुपदी,",अभिलक्षणिक बहुपद
वैशिष्ट्यपूर्ण मूल्य,अभिलक्षणिक मान
वैशिष्ट्यपूर्ण वेक्टर,अभिलक्षणिक सदिश
वर्ण समुदाय,संप्रतीक समुदाय
"तक्ते, तक्ते,","चार्ट, संचित्र तक्ता"
ची-स्क्वेअर वितरण,काई-वर्ग बंटन
ची-स्क्वेअर सूत्र,काई-वर्गं सूत्र
ची-स्क्वेअर चाचणी,काई-वर्ग परीक्षण
जीवा*,जीवा*
जीवा विभाजित करण्याची पद्धत,जीवा-द्विभाजन-विधि
लिखित संदेश,बीजलिखित संदेश
"शून्य, सायफर","शून्य, सिफर"
मंडळ*,वृत्त*
अभिसरण मंडळ,अभिसरण वत्तृ
सर्किट मॅट्रिक्स,परिपथ आव्यूह
"गोलाकार, गोलाकार,","वृत्ताकार, वर्तुल"
वर्तुळाकार लक्षणे,वर्तुल अनंतस्पर्शी
गोलाकार कंड्युलिन,वृत्तीय कंडुलिनी
गोलाकार हालचाल,वर्तुल गति
परिघ,परिकेन्द्र
सेवानिवृत्त*,परिवृत्त*
प्रदक्षिणा करणे,"परिगत करना, परितः खींचना"
भूतकाळ,परिगत
घेरलेले,परिवृत
प्रख्यात कॉर्पोरेट,चिरप्रतिष्ठित निगमनिक
क्लासिक डायनॅमिक्स,चिरप्रतिष्ठित गतिकी
क्लासिक ऑप्टिमायझेशन,चिरप्रतिष्ठित इष्टतमन
दीर्घकालीन आर्थिक समस्या,चिरप्रतिष्ठित वित्तनाश समस्या
शास्त्रीय सांख्यिकीय यांत्रिकी,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
त्रुटींचे वर्गीकरण,त्रुटियों का वर्गीकरण
वर्ग मध्यांतर,वर्ग-अंतराल
वर्ग मध्यांतर युनिट,वर्गांतराल एकक
वर्ग मर्यादा,वर्ग-सीमा
घड्याळाच्या दिशेने,दक्षिणावर्त
बंद,संविवृत
"बंद, बंद","संवृत, बंद"
बंद थर कव्हर,संवृत अवमख समावरक
बंद घन,संवृत घन
"बंद वक्र, बंद वक्र","बंद वक्र, संवृत वक्र"
बंद प्रांत,संवृत प्रांत
बंद आकार,बंद आकृति
बंद अंतराल,संवृत अंतराल
"बंद प्रदेश, बंद प्रदेश","संवृत प्रदेश, बंद प्रदेश"
बंद संच,संवृत समच्चय
"बंद पान, बंद पान","बंद पृष्ठ, संवृत पृष्ठ"
नीलमन,"निमीलन, वेष्टन, संवरक"
pronator,संवरण-संकारक (संवरक)
बहिर्वक्र बिंदू,संवरक-बिन्दु
बंदिस्त-स्वीकृत,संवरक-अभिगृहीत
बंदिस्त संच,संवरक समुच्चय
क्लस्टर पॉइंट,गुच्छ बिन्दु
क्लस्टर सॅम्पलिंग,गुच्छ प्रतिचयन
क्लस्टर एकूण,गुच्छ समुच्चय
समाक्षीय वर्तुळ,समाक्ष वृत्त
समाक्षीय पॅराबोला,समाक्ष परवलय
समाक्षीय विमान,समाक्ष समतल
समाक्षीय त्रिकोण,समाक्ष त्रिभुज
कोब-डग्लस फंक्शन,कोब-डगलस फलन
"एन्कोडिंग, कोडिंग, नोटेशन","कूटलेखन, कोडन, संकेतन"
साहित्य नोटेशन,सामग्री का संकेतीकरण
सह-प्रांत,सहप्रांत
गुणांक मॅट्रिक्स,गुणांक आव्यूह
सहसंबंध गुणांक,सहसंबंध-गुणांक
निर्धार गुणांक,निर्धारण गुणांक
लवचिकता गुणांक,प्रत्यास्थता गुणांक
प्रसार गुणांक,प्रसार गुणांक
घर्षण गुणांक,घर्षण गुणांक
अनुदैर्ध्य विस्ताराचे गुणांक,अनुदैर्घ्य प्रसार का गुणांक
प्रतिगमन गुणांक,समाश्रयण गुणांक
पृष्ठभाग तणावाचे गुणांक,पृष्ठ तनाव का गुणांक
भिन्नता गुणांक,विचरण गुणांक
"सह-घटक, सह-घटक, सह-घटक","सह-खण्ड, सह गुणन खंड, सहकारक"
नाणेफेक,सिक्का उछाल
नमुना संकलन,प्रतिदर्श-संचय
समरेख,सरेख
संरेखन,सरेखता
"स्तंभ, स्तंभ","स्तंभ, कॉलम"
स्तंभलेखन,स्तंभतुल्यता
स्तंभ,स्तंभ-तुल्य
स्तंभीय मॅट्रिक्स,स्तंभ तुल्य आव्यूह
स्तंभ मॅट्रिक्स,स्तंभ आव्यूह
स्तंभ क्रम,स्तंभ कोटि
स्तंभ श्रेणीबद्ध मॅट्रिक्स,स्तंभ समानीत सोपानक आव्यूह
स्तंभ वेक्टर,स्तंभ सदिश
स्तंभानुसार,स्तंभानुसार
संयुक्त समीकरण,संयुक्त समीकरण
"सामान्य कोन, सामान्य कोन","उभयनिष्ठ कोण, सर्वनिष्ठ कोण"
सामान्य अक्ष,सर्वनिष्ठ अक्ष
"कॉमन बेस, कॉमन बेस","सर्वनिष्ठ आधार, उभयनिष्ठ बेस"
सार्वत्रिक,सार्व हर
सामान्य फरक,सार्व अंतर
"कॉमन फॅक्टर, कॉमन फॅक्टर, कॉमन फॅक्टर","सार्वगुणन-खंड, समापवर्तक, सार्व उपादान"
"साधे लॉगरिथम, साधे लॉगरिदम","साधारण लघुगणक, साधारण लॉगेरिथ्म"
"सामान्य एकाधिक, सामान्य","सार्व गुणज, समापवर्त्य"
सामान्य प्रमाण,सार्व अनुपात
छेदनबिंदू खंड,सर्वनिष्ठ परिच्छेद
सामान्य हात,सर्वनिष्ठ भुजा
"सामान्य स्पर्शिका, सामान्य स्पर्शिका","उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा"
सामान्य स्थिती,सर्वनिष्ठ पद
बदली नियम,क्रमविनिमेय नियम
बदली मालमत्ता,क्रमविनिमेय गुणधर्म
बदली नियम,क्रमविनिमेय-नियम
बेरीजचा कम्युटेटिव्ह कायदा,योग का क्रमविनिमेय नियम
गुणाकाराचा कम्युटेटिव्ह नियम,गुणन का क्रमविनिमेय नियम
बदली ऑपरेशन,क्रमविनिमेय संक्रिया
बदली गट,क्रमविनिमेयक समूह
मॅट्रिक्सचे कम्युटेटिव्ह,आव्यूहों का क्रमविनिमेय
कॉम्पॅक्ट सेट,संहत समुच्चय
"तुलना, तुलना","तुलनात्मकता, तुलनीयता"
साधनांची तुलना,माध्यों की तुलना
टक्केवारी तुलना,प्रतिशतता-तुलना
तुलना चाचणी,तुलना परीक्षण
सुसंगत समीकरण,सुसंगत समीकरण
स्पर्धात्मक खेळ,स्पर्धी खेल
स्पर्धात्मक स्थिती,स्पर्धी स्थिति
स्पर्धात्मक धोरण,स्पर्धी युक्ति
"दुभाषी, संकलक","अनुभाषक, संकलक"
पुरवणी,पूरक
पूरक कोन,पूरक कोण
पूरक कार्यक्रम,पूरक घटना
पूरक घटक,पूरक कारक
पूरक कार्य,पूरक फलन
पूरक अर्धी लोकसंख्या,पूरक अर्ध समष्टि
पूरक अंतराल,पूरक अंतराल
पूरक संच,पूरक समुच्चय
"पूरकता, पूरकता","पूरकीकरण, पूरक-निर्धारण"
पूरक संच,पूरक समुच्चय
परिपूर्ण स्कोअर,पूर्ण गणना
पूर्ण सहसंबंध मॅट्रिक्स,पूर्ण सहसंबंध मैट्रिक्स
संपूर्ण श्रेणीची लोकसंख्या,पूर्ण दरीक समष्टि
परिपूर्ण सामान्य ऑर्थोगोनल सेट,पूर्ण प्रसामान्यलांबिक समुच्चय
