Bengali,Gujarati
প্রশাসনিক মাথা,વહીવટી વડા
প্রশাসনিক সদর দফতর,વહીવટી મથક
প্রশাসনিক ব্যবস্থা,વહીવટી પગલાં
প্রশাসনিক শক্তি,વહીવટી સત્તા
প্রশাসনিক অনুমোদন,વહીવટી મંજૂરી
প্রশাসনিক কৌশল,વહીવટી તકનીક
প্রশাসনিক ট্রাইব্যুনাল,વહીવટી પંચ
প্রবেশযোগ্যতা,સ્વીકાર્યતા
স্বীকৃত ব্যয়,સ્વીકાર્ય ખર્ચ
স্বীকার করুন,કબૂલવું
ভর্তি কার্ড,પ્રવેશ કાર્ડ
ভর্তি,સ્વીકૃત
উপদেশ,સલાહ આપવી
গ্রহণ,દત્તક
গ্রহণকারী,અપનાવનાર
গ্রহণ,દત્તક
প্রাপ্তবয়স্ক,પુખ્ત
ভেজাল,ભેગ
ব্যভিচার,વ્યભિચાર
প্রাপ্তবয়স্ক ভোটাধিকার,પુખ્ત મતાધિકાર
বিজ্ঞাপন ভ্যালোরেম ডিউটি,બહાનું
অগ্রিম,આગળ વધવું
আগাম বুকিং,અગ્રિમ બુકિંગ
অগ্রিম অনুলিপি,અગ્રિમ પ્રત
অগ্রিম বৃদ্ধি,અગ્રિમ ઈજા
অগ্রিম প্রদান,અગાઉથી ચુકવણી
প্রতিকূল এন্ট্রি,પ્રતિકૂળ નોંધ
বিরূপ মন্তব্য,પ્રતિકૂળ નોંધ
প্রতিকূল প্রতিবেদন,પ્રતિકૂળ અહેવાલ
বিজ্ঞাপন,જાહેરખબર
পরামর্শ,સલાહ
অর্থ প্রদানের পরামর্শ,ચુકવણી
উপদেষ্টা কমিটি,સલાહકાર સમિતિ
উপদেষ্টা পরিষদ,સલાહકાર પરિષદ
অ্যাডভোকেট,હિમાયતી
বিষয়,બાબતો
হলফনামা,સોગંદનામું
অধিভুক্তি,જોડાણ
নিশ্চিতকরণ,સમર્થન
ইতিবাচক,ખાતરીપૂર્વક
সামর্থ্য,પરવડી
উপরোক্ত,ઉપરોક્ત
নতুন করে,ફરી
বিরুদ্ধে,વિરુદ્ધ
বয়স,ઉંમર
বয়স শংসাপত্র,વય પ્રમાણપત્ર
ভোটাধিকার জন্য বয়স,મતાધિકાર માટે વય
বয়স সীমা,વય -મર્યાદા
এজেন্সি,સંસ્થા
আলোচ্যসূচি,કાર્યસૂચિ
অবসর বয়স,નિવૃત્તિની ઉંમર
তদারকির বয়স,નિવૃત્તિની ઉંમર
সমষ্টি,એકંદર
আক্রান্ত,નારાજ
আন্দোলন,આંદોલન
এজিএম,અકસ્માત
চুক্তি,સહમત
চুক্তি ফর্ম,સહમત ફોર્મ
কৃষি,કૃષિ
শস্য উৎপাদন কেন্দ্র,કૃષિ ઉદ્યોગ
সাহায্য,સહાય
অ্যালার্ম,ભય
সতর্কতা,જાગરૂકતા
ওরফে,ઉર્ફે
অভিযোগ,આરોપ
আনুগত্য,વાન
জোট,સુમેળ
মিত্র পরিষেবা,સંલગ્ન સેવાઓ
সমস্ত অন্তর্ভুক্ত ব্যয়,તમામ સમાવિષ્ટ ખર્ચ
সমস্ত ভারত পরিষেবা,અખરાબ સેવા
বরাদ্দ,ફાળવણી
বরাদ্দ,ફાળવણી
বরাদ্দ চিঠি,ફાળવણીનો પત્ર
বরাদ্দ,ફાળવણી કરનાર
অনুমোদিত,માન્ય
অনুমোদিত ব্যয়,માન્ય -ખર્ચ
একটি আপিলের অনুমতি দিন,અપીલ કરવાની મંજૂરી આપવી
ভাতা,છૂટ
সমস্ত অধিকার সংরক্ষিত,બધા હકો અમારી પાસે રાખેલા છે
বর্ণমালা অর্ডার,વર્ણાનુક્રમ
বিক্ষোভ,બોલો
বিকল্প,વૈભવી
বিকল্প,વૈકલ્પિક
সংমিশ্রণ,સંવાદ
সংশোধিত খসড়া,સુધારેલો મુસદ્દો
সংশোধন,સુધારો
সুযোগ,સુંદરતા
মায়াময়,સુખદ
গোলাবারুদ,દારૂગોળો
Debt ণের or ণদান,દેવું
পরিমাণ,રકમ
পেনশন পরিমাণ,પેન્શનની રકમ
সাদৃশ্য পোস্ট,એકસમાન સ્થાન
বিশ্লেষণ,વિશ્લેષણ
বিশ্লেষণাত্মক অধ্যয়ন,વિશ્લેષણાત્મક
পূর্বপুরুষ,વડપણ
আনুষঙ্গিক শিল্প,આનુષંગિક ઉદ્યોગ
শত্রুতা,શિષ્ટાચાર
সংযুক্তি,જોડાણ
বার্ষিকী,વર્ષગાંઠ
ঘোষণা,જાહેરાત
বিরক্তি,ત્રાસ
বার্ষিক আর্থিক বিবৃতি,વાર્ષિક નિવેદન
বার্ষিক প্রতিবেদন,વાર્ષિક હિસાબ
বার্ষিকী,વાર્ષિકી
বেনামে,અનામી
বেনামে অভিযোগ,નામંજૂર ફરિયાદ
উত্তরযোগ্যতা,જવાબદારપણું
উত্তরপত্র,ઉત્તરવહી
বিরোধী,વિરોધી
পূর্বসূরি,પૂર્વવર્તીઓ
প্রত্যাশিত ব্যয়,અપેક્ષિત ખર્ચ
প্রত্যাশিত আয়,અપેક્ષિત આવક
অগ্রজ্ঞান,અપેક્ષા
প্রত্যাশিত জামিন,અપેક્ષિત જામીન
দুর্নীতি দমন ব্যবস্থা,ભ્રષ્ટાચાર માપદંડ
অ্যান্টি-ডাম্পিং,પ્રતિષ્ઠાવાન
প্রাচীন,પ્રાચીન
বর্ণবাদ,રંગભુળ
উদাসীনতা,દુ: ખ
অ্যাপেক্স বডি,ટોચ
ক্ষমা প্রার্থনা,માફી
আবেদন,અપીલ
চেহারা,દેખાવ
সন্তুষ্টি,સંતાપવું
আপিল ট্রাইব্যুনাল,અપીલ પંચ
পরিশিষ্ট,પરિશિષ્ટ
যন্ত্রপাতি,ઉપકરણ
প্রযোজ্য,લાગુ પડે એવું
প্রার্থী,અરજદાર
আবেদন,નિયમ
আবেদনপত্র,અરજી પત્ર
প্রয়োগ,લાગુ કરવું
প্রয়োগ করুন,અરજી કરવી
নিয়োগ,નિમણૂક કરનાર
কর্তৃপক্ষ নিয়োগ,નિયુક્ત સત્તા
অ্যাপয়েন্টমেন্ট,નિમણૂક
নিয়োগপত্র,નિમણૂક -પત્ર
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,નિમણૂક સમિતિ
মজুরির অংশ,વેતનનું વિભાજન
মূল্যায়ন,મૂલ્યાંકન
মূল্যায়নকারী,મુલવણી કરનાર
প্রশংসা,કદર
আশঙ্কা,આશંકા
শিক্ষানবিশ,ઉમેદવાર
পদ্ধতির,અભિગમ
যথাযথ,યોગ્ય
যথাযথ ব্যবস্থা,યોગ્ય કાર્યવાહી
উপযুক্ত মাথা,યોગ્ય
বরাদ্দ,વિનિયોગ
অনুমোদন,મંજૂરી
আনুমানিক,આશરે
বুদ্ধিমত্তার পরীক্ষা,અભિરુચિ કસોટી
ইচ্ছামত,મનસ્વી
সালিশ,મધ્યસ્થી
সালিশ,લવાદી
আরবিট্রেশন ট্রাইব্যুনাল,લવાદી પંચ
সালিস,લવાદી
আর্কিটেকচার,સ્થાપત્ય
সংরক্ষণাগার,દફ્તર
অঞ্চল,વિસ્તાર
অঞ্চল সদর দফতর,વિસ્તારનું મુખ્ય મથક
যুক্তি,દલીલ
উত্থিত,ઊગવું
সশস্ত্র বাহিনী,સશસ્ત્ર દળો
ব্যবস্থা,વ્યવસ્થા
বকেয়া,બાકી
বকেয়া বিবৃতি,બાકી રાખનાર પત્રક
আগমনের প্রতিবেদন,આગોતડી અહેવાલ
অহংকার,ઘમંડ
আর্সেনাল,શસ્ત્રસાર
নিবন্ধ,વસ્તુ
সমিতির নিবন্ধ,મંડળ
নিবন্ধ,લેખ
উর্দ্ধক্রমানুসারে,ચડતો હુકમ
নিরূপণ করা,ખાતરી કરવી
যেমনটি যেখানে,જ્યાં છે ત્યાં છે
দিক,દૃષ્ટિ
Aspersion,આછા
হত্যাকাণ্ড,હત્યા
হামলা,હુમલો
একত্রিত করা,ભેગા
সমাবেশ,વિધાનસભા
সম্মতি,અનુમાન
জাহির করা,ભારપૂર્વક કહેવું
মূল্যায়নকারী,આકારણી કરનાર
মূল্যায়ন,આકારણી
মূল্যায়ন বছর,આકારણી વર્ષ
মূল্যায়নকারী,આકારણીકાર
সম্পদ,અસ્ક્યામત
Assignee,મુખત્ર
অ্যাসাইনমেন্ট,સોંપણી
নিয়োগকারী,મુલકવનાર
সহায়তা,સહાય
সহযোগী,સાથી
সংঘ,મંડળ
চার্জ অনুমান,હવાલો
আশ্বাস,ખાતરી
আশ্বাস সংস্থা,ખાતરી કંપની
আশ্বাস,ખાતરી આપવી
ছাড় এ,અપટ
পারমাণবিক শক্তি,અણુની શક્તિ
সমমূল্যে,સમકક્ષ
প্রিমিয়ামে,ઈમારત
সংযুক্ত,સંલગ્ન કરવું
সংযুক্ত অফিস,જોડાયેલ કચેરી
সংযুক্তি,જોડાણ
সংযুক্তি আদেশ,જોડાણનો હુકમ
অর্জন,પ્રાપ્તિ
চেষ্টা,પ્રયત્ન
উপস্থিতি,ઉપસ્થિત
উপস্থিতি নিবন্ধ,ઉપસ્થિત રજિસ્ટર
উপস্থিতি স্লিপ,ઉપસ્થિત કાપલી
মনোযোগ,ધ્યાન
সত্যতা,પ્રમાણન
সত্যায়িত অনুলিপি,પ્રમાણિત પ્રત
মনোভাব,વલણ
আকর্ষণীয় বেতন,આકર્ષક પગાર
নিলাম,હરાજી
নিলামকারী,હરાજી કરવી
নিলাম বিক্রয়,હરાજીનું વેચાણ
শ্রোতা,શ્રોતા
অডিও-ভিজ্যুয়াল ডিসপ্লে,દૃષ્ટિકોણ
অডিও-ভিজ্যুয়াল প্রচার,વિઝ્યુઅલી પ્રચાર
নিরীক্ষা,હિસાબ -તપાસણી
নিরীক্ষিত অ্যাকাউন্ট,ઓડિટ કરેલ હિસાબ
নিরীক্ষিত ব্যালেন্স শীট,Ited ડિટ કરેલી સર્ટિલશીટ
নিরীক্ষণ,Itingણ
নিরীক্ষা আপত্তি,હિસાબ -તપાસણીનો વાંધો
নিরীক্ষকের প্রতিবেদন,Itor ડિટર અહેવાલ
অডিটোরিয়াম,સભાગૃહ
অডিট অনুচ্ছেদ,ઓડિટ ફકરા
অডিট রিপোর্ট,હિસાબ -તપાસણી અહેવાલ
কঠোরতা,કઠોરતા
কঠোরতা ব্যবস্থা,કઠોર પગલાં
খাঁটি,અધિકૃત
অনুমোদিত প্রতিনিধি,અધિકૃત પ્રતિનિધિ
কর্তৃত্বমূলক,પ્રમાણભૂત
কর্তৃপক্ষ,અધિકાર
কর্তৃপক্ষের চিঠি,સત્તાધિકારનો પત્ર
অনুমোদিত,અધિકૃત
স্বীকৃত মূলধন,અધિકૃત મૂડી
স্বয়ংক্রিয়,સ્વચાલિત
স্বায়ত্তশাসিত,સ્વાયત્ત
স্বায়ত্তশাসিত শরীর,સ્વાયત્ત સંસ્થા
স্বায়ত্তশাসন,સ્વાયત્તતા
সহায়ক,સહાયક
উপলব্ধ,ઉપલબ્ધ
গড়,સરેરાશ
গড় ছুটি,સરેરાશ રજા
বিপর্যয়,અણગમો
এড়ানো,અટકાવવું
এড়াতে,ટાળવું
কর এড়ানো,કર બંધ
অপেক্ষা করছি,રાહ જોવાયેલું
পুরষ্কার,પુરસ્કાર
পুরষ্কার কর্তৃপক্ষ,પુરસ્કાર સત્તાધિકારી
সচেতনতা,જાગરૂકતા
ব্যাকডেটেড,પીછેહઠ
পটভূমি,પૃષ્ઠભૂમિ
জমা কাজ,પાછલી લોગ
ফিরে,પાછા બહાર
পিছনে রেফারেন্স,પાછલી વાત
ব্যাক আপ,પીછેહઠ કરવી
পশ্চাদপদ শ্রেণি,પછાત વર્ગ
পশ্চাদপদ উপজাতি,પછાત આદિજાતિ
খারাপ দর কষাকষি,ખરાબ સોદો
খারাপ আচরণ,ખરાબ વર્તન
খারাপ চরিত্র,ખરાબ પાત્ર
খারাপ জলবায়ু ভাতা,ખરાબ આબોહવા ભથ્થું
খারাপ আচরণ,ખરાબ વર્તન
খারাপ ঋণ,ખરાબ દેવું
লাগেজ,સામાન
জামিন,જામીન
ভারসাম্য,સમતોલ
ভারসাম্য নামা,સરખામણી નીચે લાવવામાં
ভারসাম্য এগিয়ে আনা,સંતુલન આગળ લાવવામાં
সুষম বাজেট,સમતોલ અંદાજપત્ર
ব্যালেন্স শীট,સરવૈયા
ব্যালট,મતદાન
ব্যালট বাক্স,મતપેટી
ভোট পত্র,મતદાનનો કાગળ
নিষেধাজ্ঞা,પ્રતિબંધ
ব্যাংক,બેંક
ব্যাংক হিসাব,બેંક એકાઉન્ટ
ব্যাংক ভারসাম্য,બેંક સિલક
ব্যাংক চার্জ,બેંક ખર્ચ
ব্যাংক গ্যারান্টি,બેંક ની ખાતરી
ব্যাংক ছুটির দিন,બેંક રજા
ব্যাংকিং সুবিধা,બેંકિંગ સુવિધા
ব্যাংকিং সময়,બેંકિંગ કલાકો
ব্যাংকিং লেনদেন,બેંકિંગ લેવડદેવડ
ব্যাংক হার,બેંક દર
ব্যাংক পুনর্মিলন,બેંક સમાધાન
দেউলিয়া,નાદાર
ব্যাংক সুরক্ষা,બેંક સુરક્ષા
ব্যাংক দলিল,બેંક સ્ટેટમેન્ટ
বনভোজন,ભોજન સમારંભ
বার কাউন্সিল,પટ્ટી પરિષદ
দর কষাকষি,સોદો
দর কষাকষি,સોદાબાજી
অনুর্বর জমি,ઉજ્જડ જમીન
বার্টার,સાપ્તાહિક
বেস,પાયો
ভিত্তিহীন,તબાને
বেসমেন্ট,આધાર
ভিত্তিবছর,મુખ્ય વર્ષ
বেসিক,પાયાની
মূলত,મૂળભૂત રીતે
বেসিক বুদ্ধি,મૂળ બાતમી
মূল বেতন,મૂળ પગાર
বেতনের প্রাথমিক স্কেল,મૂળ પગાર ધોરણ
মৌলিক প্রশিক্ষণ,મૂળભૂત તાલીમ
ভিত্তি,આધાર
ব্যাচ,ચોપડી
ব্যাচ নাম্বার,બેચ નંબર
বহনকারী চেক,વાહક ચેક
উদ্ধৃত করার আগে,ટાંકવામાં આવે તે પહેલાં
আচরণ,વર્તન
বিশ্বাস,વિશ્વાસ
নীচে নীচে,નીચે
এজলাস,હોદ્દો
মাপকাঠি,બેહદ નિશાની
উপকারী,લાભદાયી
মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী,લાભ મેળવનાર
উপকার,લાભ
দ্বিধার সুবিধা,શંકાનો લાભ
দানশীলতা,પરોપકારી
দানশীল তহবিল,હિતકારી નિધિ
উইল,વારસામાં આપવું
উইল,વસિયતનામા
শোক,પડદાથી છીનવી લેવું
সেরা প্রচেষ্টা,શ્રેષ્ઠ પ્રયત્નો
উন্নততা,સુધારણા
পক্ষপাত,પક્ષપાત
পক্ষপাতদুষ্ট মতামত,પક્ષપાતી અભિપ્રાય
গ্রন্থপঞ্জি,ગ્રંથસૂચિ
দ্বিবার্ষিক,દ્વિવાર્ષિક
দ্বিখণ্ডিত,દ્વિભાજિત કરવું
বিগামি,દ્વિપૂજ
দ্বিপক্ষীয়,દ્વિપક્ષીય
দ্বিভাষিক,દ્વિભાષી
দ্বিখণ্ডিত,દ્વિકય
বিল,બિલ
বিনিময় বিল,વિનિમય
দ্বিখণ্ডিত প্রতিবেদন,દ્વિમાસિક અહેવાલ
বাঁধাই,બાંધણી
বায়োডাটা,જૈવનું
দ্বিপক্ষীয়,દ્વિપક્ષી
দ্বিপক্ষীয় চুক্তি,દ્વિપક્ષીય કરાર
জন্ম বার্ষিকী,જન્મજાસતિ
জন্ম সনদ,જન્મ પ્રમાણપત્ર
জন্ম নিয়ন্ত্রণ,જન્મ -નિયંત્રણ
জন্ম তারিখ,જન્મતારીખ
জন্মের জায়গা,જન્મસ્થળ
জন্ম হার,જન્મ દર
দ্বিপক্ষীয়,દ્વિપક્ષીય
কালো অর্থনীতি,કાળા અર્થતંત્ર
কালো তালিকা,કાળી યાદી
ব্ল্যাকমেল,શરત
কালোবাজার,કાળા બજાર
দোষ,દોષારોપણ
ফাঁকা চেক,ખાલી તપાસ
কম্বল ডিল,ઘોષણા
কম্বল আদেশ,અણીદાર હુકમ
বিস্ফোরণ,વિનોદ
মিশ্রণ,સંમિશ્રણ
ব্লক,અવરોધ
অবরোধ,નાકાબંધી
অবরুদ্ধ মূলধন,અવરોધિત મૂડી
ব্লক লেটার,અવરોધ
রক্তদান,રક્તદાન
রক্ত সম্পর্ক,રક્ત સંબંધ
নীল কলার কাজ,વાદળી રંગની નોકરી
ব্লুপ্রিন্ট,બ્લ્યુપ્રિન્ટ
ব্লাফ,ખસી
বোর্ড,પાટીયું
বোর্ডিং এবং থাকার ব্যবস্থা,નિવારણ
পরিচালনা পর্ষদ,નિયામક મંડળ
রাজস্ব বোর্ড,મહેસૂલ બોર્ડ
দেহ,મંડળ
দেহরক্ষী,અંગરક્ષક
বোগাস ভাউচার,બોગસ વાઉચર
সদিচ্ছা,ખચ્ચર
বন্ধন,ખત
চুক্তিভুক্ত শ্রমিক,મજૂર
বোনাস,બોનસ
বুকিং অফিস,નોંધણી ની ઓફીસ
বই-রক্ষক,ચોપડી
বই-রক্ষণাবেক্ষণ,ચોપડે
পুস্তিকা,પુસ્તક
রেফারেন্স বই,સંદર્ભ
বই মান,પુસ્તકની કિંમત
বুথ,પહાડી
বুথ ক্যাপচারিং,બૂથ
সীমান্ত ভাতা,સરહદ ભથ્થું
বর্ডার লাইন,સરહદ -રેખા
Or ণগ্রহীতা,Bણ લેનાર
Orrow ণ ক্ষমতা,ઉધાર લેવાની શક્તિ
বস,બસ
বাধা,સંકલ્પશક્તિ
বন্ধনী,કૌંસ
সীমানা,હદ
বয়কট,બહિષ્કાર
মেধা পাচার,મગજની ગટર
শাখা কার্যালয়,શાખા કચેરી
লঙ্ঘন,ભંગ
চুক্তি লঙ্ঘন,કરારભંગ
আত্মবিশ্বাস লঙ্ঘন,આત્મવિશ્વાસ
চুক্তি লঙ্ঘন,કરારભંગ
শৃঙ্খলা লঙ্ঘন,શિસ્તનો ભંગ
আইন লঙ্ঘন,કાયદાનું ઉલ્લંઘન
শান্তি লঙ্ঘন,શાંતિનો ભંગ
অধিকার লঙ্ঘন,વિશેષાધિકારનો ભંગ
প্রতিশ্রুতি লঙ্ঘন,વચનભંગ
নিয়ম লঙ্ঘন,નિયમનો ભંગ
বিশ্বাস ভঙ্গ,વિશ્વાસભંગ
বিরতি,તૂટફૂટ
ভাঙ্গা,ભાંગી નાખવું
পরিষেবা বিরতি,કામમાં વિરામ
বিচ্ছিন্ন,છુટુ થવું
প্রজনন,ઉછેર
ঘুষ,લાંચ
সংক্ষিপ্ত,ટૂંકું
সারসংক্ষেপ,બ્રીફિંગ
সংক্ষিপ্ত পুনঃসূচনা,ટૂંકું ફરી શરૂ
উজ্জ্বল রেকর্ড,તેજસ્વી વિક્રમ
নোটিশ আনুন,ધ્યાનમાં લેવું
সম্প্রচার,પ્રસારણ
ব্রডশিট,બ્રોડશીટ
ব্রোশিওর,બ્રોશર
দালালি,દલાલ
এগিয়ে আনা (বি/এফ),આગળ લાવ્યું (બી/એફ)
বাজেট বরাদ্দ,બજેટ ફાળવણી
বুগেটারি নিয়ন্ত্রণ,ભયંકર નિયંત્રણ
বাজেটের অনুমান,બજેટ અંદાજ
বাজেট বিধান,બજેટ જોગવાઈ
বিল্ডিং,મકાન
স্তূপ,જથ્થો
বাল্ক ক্রয়,હિંસક ખરીદી
বুলেটিন,બુલેટિન
বাম্পার ফসল,બમ્પર પાક
শূন্যপদ গুচ্ছ,ખાલી જગ્યાઓ
বাংগল,બડબડાટ
আমলাতন্ত্র,અમલદારશાહી
আমলা,અમલદાર
ব্যবসায়িক শ্রেণী,વ્યાપારી વર્ગ
ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা),વ્યવસાય કલાકો (= વ્યવસાયના કલાકો)
ব্যবসায়ী,વેપારી
কিনুন,બેવકૂફ
ক্রেতা,ખરીદનાર
বাই নির্বাচন (= নির্বাচনের মাধ্যমে),બાય ચૂંટણી (= ચૂંટણી દ્વારા)
হাতের দ্বারা,હાથ
পোস্ট দ্বারা,પદ દ્વારા
কেবিন লাগেজ,કેબીનનો સામાન
মন্ত্রিসভা,મંત્રીમંડળ
ক্যাডার,કાડર
বিপর্যয়,આક્રમણ
গণনা,ગણતરી
ক্যালেন্ডার বছর,ક calલેન્ડર વર્ષ
প্রচার,અભિયાન
ক্যাম্পাস,વિસ્તાર
ক্যাম্পাসের সাক্ষাত্কার,કેમ્પસમાં મુલાકાત
বাতিল,રદ કરવું
বাতিল,રદ કરવું તે
প্রার্থী,ઉમેદવાર
প্রার্থিতা,ઉમેદવારી
ক্যানভাসিং,-નો -પ્રચાર
ক্ষমতা,ક્ષમતા
সক্ষম,સક્ષમ
ক্ষমতা,શક્તિ
মূলধন,પાટનગર
মূলধন ব্যয়,મૂડી ખર્ચ
মৃত্যুদণ্ড,ફાંસીની સજા
ক্যাপিটেশন ফি,કરવટે ફી
ক্যাপচার,પકડવું
যত্ন,કાળજી
ক্যারিয়ার,કારકિર્દી
পেশার উন্নয়ন,કારકિર્દી વિકાસ
তত্ত্বাবধায়ক সরকার,કેરટેકર સરકાર
এগিয়ে নিয়ে যাওয়া (সি/এফ),આગળ વહન (સી/એફ)
জের টানা,આગળ વધવું
পরিবহণ খরচ,વહન ખર્ચ
বহন করুন,હરાવીને લઈ જવું
কার্টেজ,કારાકાર
কেস,કેસ
কেস স্টাডি,કેદ -અભ્યાસ
নগদ,રોકડ
নগদ ভারসাম্য,રોકડ સિલક
নগদ বই,રોકડ રકમ
টাকার কার্ড,રોકડ કાર્ડ
নগদ শংসাপত্র,રોકડ પ્રમાણપત્ર
টাকা প্রদান কেন্দ্র,રોકડ કાઉન્ટર
অর্থকরী ফসল,રોકડ પાક
নগদ ছাড়,રોકડ રકમ
নগদ ডাউন,રોકડ રકમ
হাতে নগদ,હાથ
নগদ মেমো,રોકડ -યાદી
নগদে টাকা প্রদান,રોકડ ચુકવણી
জাত,સંજ્ castા
বর্ণের শংসাপত্র,જ્ castાતિ પ્રમાણપત્ર
দুই মেয়ে,મુકાબલો મત
নৈমিত্তিক,પરચુરણ
নৈমিত্তিক শ্রম,પરચુરણ મજૂરી
নৈমিত্তিক ছুটি,પરચુરણ રજા
দুর্ঘটনা,ઘૃણા
নৈমিত্তিক কর্মখালি,નિર્દોષ ખાલી જગ્યા
ক্যাটালগ,સૂચિ
শ্রেণিবদ্ধ,સ્પષ્ટ
