Telugu,Tamil
క్రియాశీల రోగనిరోధక శక్తి,செயலில் நோய் எதிர்ப்பு சக்தி
క్రియాశీల రేడియేషన్,செயலில் கதிர்வீச்சு
క్రియాశీల సైట్,செயலில் உள்ள தளம்
యాక్టివిన్,ஆக்டிவின்
అక్యూమినేట్,அக்யூமினேட்
ఆడమియా,ஆடம்ஸியா
అనుకూలత,தகவமைப்பு
అనుసరణ,தழுவல்
కాంతి పాలనకు అనుసరణ,ஒளி ஆட்சிக்கு தழுவல்
నీటి కొరతకు అనుసరణ,நீர் பற்றாக்குறைக்கு தழுவல்
అనుకూల లక్షణాలు,தகவமைப்பு பண்புகள்
అనుకూల రోగనిరోధక శక్తి,தகவமைப்பு நோய் எதிர்ப்பு சக்தி
అడాప్టివ్ రేడియేషన్,தகவமைப்பு கதிர்வீச்சு
అనుకూల లక్షణం,தகவமைப்பு பண்பு
అడాక్సియల్ ఉపరితలం,அடாக்ஸியல் மேற்பரப்பு
వ్యసనపరుడైన రుగ్మత,போதை கோளாறு
అడెనిన్,அடினின்
అడెనోకార్టికోట్రోపిన్,அடினோகார்டிகோட்ரோபின்
అడెనోహైపోఫిసిస్,அடினோஹைபோஃபிசிஸ்
అడెనోసిన్ డిఫాస్ఫేట్,அடினோசின் டைபாஸ்பேட்
అడెనోసిన్ డీమినేస్,அடினோசின் டீமினேஸ்
అడెనోసిన్ మోనోఫాస్ఫేట్,அடினோசின் மோனோபாஸ்பேட்
గ్రంధి ముడతలు,அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி)
అడెనిలేట్ సైక్లేస్,அடினிலேட் சைக்லேஸ்
అంటుకునే శక్తి,பிசின் சக்தி
అడిపేట్,கொழுப்பு
కొవ్వు పెండినవి,அடிபோசைட் (கொழுப்பு செல்)
కొవ్వు కణజాలము,கொழுப்பு திசு
Adnate,Adnate
ప్రక్కనే ఉన్న సంఘం,அருகிலுள்ள சமூகம்
అడ్రినల్,அட்ரீனல்
అడ్రినల్ గ్రంథి,அட்ரினல் சுரப்பி
ఎడ్రినల్ గ్రంథి,அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH)
ఎడ్రినల్ గ్రంథి యొక్క విడుదల హార్మోన్,அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH)
Adsorbent,Adsorbent
శోషణ,உறிஞ்சுதல்
అధునాతన కార్డేట్,மேம்பட்ட சோர்டேட்
ప్రయోజనకరమైన మ్యుటేషన్,சாதகமான பிறழ்வு
అడ్వెసిషియల్,சாகச
సాహసోపేతమైన రూట్,சாகச வேர்
ప్రతికూల ప్రభావం,பாதகமான விளைவு
AEDES,Aedes
సంస్కృతి వాయువు,கலாச்சாரத்தின் காற்றோட்டம்
ఏరెన్చైమా,ஏரென்கிமா
ఆకాశయాన,வான்வழி
వైమానిక రూట్,வான்வழி வேர்
వైమానిక షూట్,வான்வழி படப்பிடிப்பு
ఏరోబిక్ శ్వాసక్రియ,ஏரோபிக் சுவாசம்
ఏరోబిక్ శ్వాసక్రియ,ஏரோபிக் சுவாசம்
సౌందర్యం,அழகியல்
ఎస్టివేషన్,அவதூறு
ఎస్టివేషన్,அவதூறு
అనుబంధ,Afferent
అనుబంధ క్రోమాటోగ్రఫీ,இணைப்பு நிறமூர்த்தம்
బాధిత అవయవం,பாதிக்கப்பட்ட உறுப்பு
అటవీ నిర్మూలన,காடு வளர்ப்பு
అగామోస్పెర్మీ,அகமோஸ்பெர்மி
అగర్,அகர்
అగరోస్,அகரோஸ்
అగరోస్ జెల్ ఎలెట్రోఫోరేసిస్,அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்
అగరోస్ పాలిమర్ జెల్,அகரோஸ் பாலிமர் ஜெல்
అగాస్ట్,அகாஸ்ட்
కిత్తలి,நீலக்கத்தாழை
వయస్సు పంపిణీ,வயது விநியோகம்
వయస్సు పిరమిడ్,வயது பிரமிட்
సంకలనం,திரட்டுதல்
మొత్తం,மதிப்பீட்டு
ఫోలికల్ యొక్క మొత్తం,நுண்ணறைகளின் மொத்தம்
ఫోలికల్ యొక్క మొత్తం,நுண்ணறைகளின் மொத்தம்
సమూహనం,திரட்டுதல்
దూకుడు,ஆக்கிரமிப்பு
ఆందోళన వ్యవస్థ,கிளர்ச்சி அமைப்பு
అగ్నాథ,அக்னாதா
అగౌటి,அகூட்டி
అగ్రనాల్ క్లోరోప్లాస్ట్,அக்ரானல் குளோரோபிளாஸ்ட்
అగ్రన్యులర్,வேளாண்
అగ్రనులోసైట్,அக்ரானுலோசைட்
వ్యవసాయం,வேளாண்மை
అగ్రోఫారెస్ట్రీ,வளர்ப்பு
అగ్రోబాక్టీరియం మధ్యవర్తిత్వం,அக்ரோபாக்டீரியம் மத்தியஸ்தம்
అగ్రోబాక్టీరియం ట్యూమెఫేసియన్స్,அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்
వ్యవసాయ రసాయన,வேளாண் வேதியியல்
వ్యవసాయ రసాయన,வேளாண் வேதியியல்
అగ్రోక్లిమాటిక్ జోన్,வேளாண் மண்டலம்
వ్యవసాయ లక్షణం,வேளாண் பண்பு
వ్యవసాయ శాస్త్రం,வேளாண்
ఎయిడ్స్,எய்ட்ஸ்
గాలి మూత్రాశయం,காற்று சிறுநீர்ப்பை
వాతానుకూలీన యంత్రము,ஏர் கண்டிஷனர்
గాలి మార్గం,விமானப் பாதை
వాయుకాలుష్యం,காற்று மாசுபாடு
ఎయిర్ శాక్,ஏர் சாக்
ఎయిర్ వాక్యూల్,காற்று வெற்றிடம்
గాలి-శ్వాస,காற்று சுவாசம்
అలైన్,அலைன்
అలారి కండరం,அலரி தசை
అలాస్కాన్ బ్రౌన్ బేర్,அலாஸ்கன் பிரவுன் கரடி
అల్బినో,இயற்கை நிறத்தை இழந்தவர்
అల్బుగో,அல்புகோ
అల్బుమిన్,ஆல்புமின்
అల్బుమినస్ సీడ్,ஆல்புமினஸ் விதை
అల్బుమినూరియా,அல்புமினூரியா
అల్బర్నమ్,ஆல்பர்னம்
ఆల్కే,அல்செடே
ఆల్డెహీడ్,ஆல்டிஹீட்
ఆల్డోస్టెరాన్ వ్యవస్థ,ஆல்டோஸ்டிரோன் அமைப்பு
ఆల్డోస్టెరాన్,ஆல்டோஸ்டிரோன்
అల్యూరోన్ పొర,அலியுரோன் அடுக்கு
అల్యూరోప్లాస్ట్,அலூரோபிளாஸ்ட்
అల్ఫాల్ఫా,அல்பால்ஃபா
ఆల్గల్ బ్లూమ్,பாசி பூக்கும்
అల్జీన్,ஆல்ஜின்
గ్రహాంతర DNA,ஏலியன் டி.என்.ஏ.
గ్రహాంతర జాతులు,அன்னிய இனங்கள்
అమరిక,சீரமைப்பு
అమరిక,சீரமைப்பு
అలిమెంటరీ కెనాల్,உணவுக்குழாய்
అలిమెంటరీ సిస్టమ్,ஆன்டிமென்டரி சிஸ்டம்
అలిస్మాసిస్,அலிஸ்மேசீஸ்
ఆల్కలాయిడ్,காராய்டு
ఆల్కలీన్,கார
అల్కాప్టోటోరియా,அல்காப்டோனூரியா
అల్లాంటోయిస్,அலன்டோயிஸ்
యుగ్మ వికల్ప ఫ్రీక్వెన్సీ,அலீல் அதிர்வெண்
యుగ్మ వికల్పం,அல்லீல்
అల్లెలోమోర్ఫిక్ జత,அல்லீலோமார்பிக் ஜோடி
అలెర్జీ,ஒவ்வாமை
ఎలిగేటర్,முதலை
అల్లియం సెపా,அல்லியம் செபா
అయోగాగమి,Allocamy
అల్లోగ్రాఫ్ట్,அலோகிராஃப்ட்
అల్లోపాట్రిక్ స్పెసియేషన్,அலோபாட்ரிக் விவரக்குறிப்பு
అల్లోపాలిప్లోయిడ్,அலோபோலிப்ளோயிட்
అలోస్టెరిక్ ప్రభావం,அலோஸ்டெரிக் விளைவு
అలోస్టెరిక్ ఎంజైమ్,அலோஸ்டெரிக் என்சைம்
అలోస్టెరిక్ ఇన్హిబిటర్,அலோஸ்டெரிக் இன்ஹிபிட்டர்
అలోస్టెరిక్ మాడ్యులేషన్,அலோஸ்டெரிக் பண்பேற்றம்
అలోస్టెరిక్ సైట్,அலோஸ்டெரிக் தளம்
అలోస్టెరిక్ నిరోధం,அலோஸ்டெரிக் தடுப்பு
అలోటెట్రాప్లాయిడ్,அலோடெட்ராப்ளோயிட்
ఆల్నస్,அல்னஸ்
కలబంద,கற்றாழை
ఆక్సాన్ వెంట,அச்சுடன்
ఆల్ఫా-యాంటిట్రిప్సిన్,ஆல்பா-ஆன்டிட்ரிப்சின்
ఆల్ఫా-లాక్టల్బ్యూమిన్,ஆல்பா-லாக்டல்புமின்
ఆల్పైన్ వాతావరణ పరిస్థితి,ஆல்பைன் காலநிலை நிலை
ఆల్పైన్ మేడో,ஆல்பைன் புல்வெளி
ఆల్పైన్ జోన్,ஆல்பைன் மண்டலம்
ఆల్స్టోనియా,ஆல்ஸ்டோனியா
ఆల్టర్నేరియా,ஆல்டர்னேரியா
ప్రత్యామ్నాయ,மாற்று
తరం యొక్క ప్రత్యామ్నాయం,தலைமுறையின் மாற்று
ఎత్తు రుగ్మత,உயர நோய்
ఎత్తు,உயரம்
అల్వియోలార్ డక్ట్,அல்வியோலர் குழாய்
అలిట్స్,Alytes
అల్జీమర్స్ వ్యాధి,அல்சீமர் நோய்
అమాక్రిన్ సెల్,AMACRINE CELL
అమరాంతేసి,அமராந்தேசி
అమరాంథస్,அமராந்தஸ்
పరిసర ఓస్మోటిక్ గా ration త,சுற்றுப்புற ஆஸ்மோடிக் செறிவு
అంబిస్టోమా,அம்ப்ஸ்டோமா
అమైడ్,அமைடு
అమైనో ఆమ్లం,அமினோ அமிலம்
అమైనో యాసిడ్ అంగీకారం,அமினோ அமில ஏற்பி
అమైన్‌లాకారి,அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்
అమైనోఅసిలేషన్,அமினோஅசிலேஷன்
అమిటోసిస్,அமிடோசிஸ்
అమ్మోనియా,அம்மோனியா
అమ్మోనిఫికేషన్,அம்மோனிகேஃபிகேஷன்
అమ్మోనోటెలిజం,அம்மோனோடெலிசம்
అమ్నియోసెంటెసిస్,அம்னோசென்டெசிஸ்
అమ్నియోసెంటెసిస్ టెక్నిక్,அம்னோசென்டெசிஸ் நுட்பம்
అమ్నియోసైట్,அம்னியோசைட்
అమ్నియోన్,அம்னியன்
అమ్నియోటిక్ ద్రవం,அம்னோடிக் திரவம்
అమ్నియోటిక్ పొర,அம்னோடிக் சவ்வு
అమ్నియోటిక్ శాక్,அம்னோடிக் சாக்
అమీబా,அமீபா
అమీబోసైట్,அமீபோசைட்
అమీబాయిడ్,அமீபாய்டு
అమీబోయిడ్ లింఫోసైట్,அமீபாய்டு லிம்போசைட்
అమీబోయిడ్ కదలిక,அமீபாய்டு இயக்கம்
నిరాకార,உருவமற்ற
మొత్తం,தொகை
యాంఫేటమిన్,ஆம்பெடமைன்
ఉభయచర,ஆம்பிபியா
ఉభయచర,ஆம்பிபியன்
ఉభయచర,ஆம்பிபியன்
యాంఫియోక్సస్,ஆம்பியோக்ஸஸ்
యాంఫియోక్సస్ లాన్సోలాటస్,ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்
యాంఫిపతిక్,ஆம்பிபாதிக்
యాంఫిపతిక్ లిపిడ్,ஆம்பிபாதிக் லிப்பிட்
యాంఫిసార్కా,ஆம்பிசர்கா
ఆంపిసిలిన్,ஆம்பிசிலின்
అంపుల్లా,ஆம்புல்லா
అంపల్లరీ గ్రంథి,ஆம்பல்லரி சுரப்பி
అమిగ్డాల్,அமிக்டால்
అమిగ్డేల్,அமிக்டேல்
అమిగ్డాలిన్,அமிக்டலின்
అమిలేస్,அமிலேஸ்
అమిలోప్లాస్ట్,அமிலோபிளாஸ்ட்
అనాబెనా,அனபீனா
అనాబాస్,அனபாஸ்
అనాబాలిక్ మార్గాలు,அனபோலிக் பாதைகள்
అనాబాలిజం,அனபோலிசம்
అనాకార్డియాసి,அனகார்டியாசி
రక్తహీనత,இரத்த சோகை
Anaerobe,காற்றில்லா
వాయురహిత ఇంధనం,காற்றில்லா எரிபொருள்
వాయురహిత శ్వాసక్రియ,காற்றில்லா சுவாசம்
వాయురహిత బురద డైజెస్టర్,காற்றில்லா கசடு டைஜெஸ்டர்
Anaerobic,காற்றில்லா
అనైమా,அனைமா
ఆసన,குத
ఆసన,குத
ఆసన ఎపర్చరు,குத துளை
అనల్ సెర్సీ,குத செர்சி
అనల్ లూప్,குத லூப்
ఆసన శైలి,குத பாணி
సారూప్యత,ஒப்பீட்டு
సారూప్యత,ஒப்பீட்டு
సారూప్యత,ஒப்புமை
సారూప్యత,ஒப்புமை
విశ్లేషణ,பகுப்பாய்வு
అనాఫేస్,அனாபேஸ்
శరీర నిర్మాణ అవరోధం,உடற்கூறியல் தடை
శరీర నిర్మాణ అంశం,உடற்கூறியல் அம்சம்
శరీర నిర్మాణ శాస్త్రవేత్త,உடற்கூறியல் நிபுணர்
శరీర నిర్మాణ శాస్త్రం,உடற்கூறியல்
పూర్వీకుల వారసుడు క్రమం,மூதாதையர் வழித்தோன்றல் வரிசை
పూర్వీకుల వంశం,மூதாதையர் பரம்பரை
పూర్వీకుల క్రమం,மூதாதையர் வரிசை
అన్సైలోస్టోమా,அன்சிலோஸ்டோமா
ఆండ్రోసియం,ஆண்ட்ரோசியம்
ఆండ్రోజెన్,ஆண்ட்ரோஜன்
రక్తహీనత,இரத்த சோகை
ఎనిమోన్,அனிமோன்
అనూప్లోయిడ్,அனூப்ளோயிட்
అనూప్లోయిడి,அனூப்ளோயிடி
ఆంజినా,ஆஞ்சினா
యాంజియోగ్రామ్,ஆஞ்சியோகிராம்
యాంజియోగ్రాఫ్,ஆஞ்சியோகிராஃப்
యాంజియోగ్రఫీ,ஆஞ்சியோகிராஃபி
యాంజియోప్లాస్టీ,ஆஞ்சியோபிளாஸ்டி
యాంజియోస్పెర్మ్,ஆஞ்சியோஸ்பெர்ம்
యాంజియోటెన్సిన్,ஆஞ்சியோடென்சின்
యాంజియోటెన్సినోజెన్,ஆஞ்சியோடென்சினோஜென்
జాలరి చేప,ஆங்லர் மீன்
అంగునా,அங்குயினா
అంగుయిస్,ஆங்குயிஸ்
జంతువు,விலங்கு
జంతువు,விலங்கு
జంతువుల పేడ,விலங்கு சாணம்
పశుసంరక్షణ,கால்நடை வளர்ப்பு
జంతువుల కార్యోటైపింగ్,விலங்கு காரியோடைப்பிங்
జంతు సామ్రాజ్యం,விலங்கு இராச்சியம்
జంతువుల కణజాలం,விலங்கு திசு
యానిమాలియా,விலங்கு
అయాన్,அனியன்
అనిసోట్రోపిక్ బ్యాండ్,அனிசோட்ரோபிக் பேண்ட்
ఎనియలింగ్,அனீலிங்
అన్నెలిడ్,Annelid
అన్నెలిడా,அன்னெலிடா
వార్షిక రింగ్,ஆண்டு வளையம்
యాన్యులేటెడ్,வருடாந்திர
యాన్యుల్,Annule
క్రమరహిత రకం,ஒழுங்கற்ற வகை
అనోఫిల్స్,அனோபீல்ஸ்
చీమ తినేవాడు,எறும்பு உண்பவர்
విరోధి,விரோதமான
అంటార్కిటిక్,அண்டார்டிக்
యాంటెన్నా,ஆண்டெனா
యాంటెన్నా కాంప్లెక్స్,ஆண்டெனா காம்ப்ளக்ஸ்
యాంటెనల్ గ్రంథి,ஆண்டெனல் சுரப்பி
ముందరి (వెంట్రల్) బూడిద కొమ్ము,முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு
పూర్వ హైపోఫిసిస్,முன்புற ஹைப்போபிஸிஸ்
పూర్వ జోక్య సల్కస్,முன்புற தலையீட்டு சல்கஸ்
Anther,மகரந்தம்
పూర్వ సంస్కృతి,மகரந்த கலாச்சாரம்
ఆంథెరిడియం,Anteridium
అంటెరోజాయిడ్,ஆந்தமாசி
ఆంథోసెరోస్,அந்தோசெரோஸ்
ఆంథోసెరోటోప్సిడా,அந்தோசெரோடோப்சிடா
ఆంత్రాక్స్,ஆந்த்ராக்ஸ்
మానవ అంతరించిపోవడం,மானுடவியல் அழிவு
మానవ శాస్త్రం,மானுடவியல்
యాంటీ బాక్టీరియల్,பாக்டீரியா எதிர்ப்பு
యాంటీబయాటిక్ పెన్సిలిన్,ஆண்டிபயாடிக் பென்சிலின்
యాంటీబయాటిక్ రెసిస్టెంట్,ஆண்டிபயாடிக் எதிர்ப்பு
యాంటీబయాటిక్ (లు),நுண்மணி
యాంటీబాడీ,ஆன்டிபாடி
యాంటీబాడీ జంట,ஆன்டிபாடி ஜோடி
యాంటీబాడీ మధ్యవర్తిత్వ రోగనిరోధక శక్తి,ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
ప్రతిస్కందకం,ஆன்டிகோகுலண்ட்
యాంటికోడాన్ లూప్,ஆன்டிகோடன் லூப்
యాంటిడిప్రెసెంట్,ஆண்டிடிரஸன்
అశ్లీల ముందు భాగము,ஆண்டிடியூரிடிக் ஹார்மோன் (ADH)
యాంటిజెన్ జన్యువు,ஆன்டிஜென் மரபணு
యాంటిజెన్-యాంటీబాడీ కాంప్లెక్స్,ஆன்டிஜென்-ஆன்டிபாடி வளாகம்
యాంటిజెనిక్ డిటర్మినెంట్,ஆன்டிஜெனிக் தீர்மானிப்பான்
యాంటిన్యూట్రిషనల్ కారకం,முரண்பாடு காரணி
యాంటీఆక్సిడెంట్,ஆக்ஸிஜனேற்ற
యాంటీపోడల్ న్యూక్లియస్,ஆன்டிபோடல் கரு
యాంటీ సెన్స్ RNA,எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ
యాంటీవైరల్ ప్రోటీన్,ஆன்டிவைரல் புரதம்
Antrum,Antrum
అనుక్లీట్,அனுக்ளீட்
పాయువు,ஆசனவாய்
ఆందోళన రుగ్మత,கவலைக் கோளாறு
బృహద్ధమని వంపు,பெருநாடி வளைவு
బృహద్ధమని గ్యాంగ్లియన్,பெருநாடி கேங்க்லியன்
బృహద్ధమని సెమిలునార్ వాల్వ్,பெருநாடி செமிலுனர் வால்வு
బృహద్ధమని కవాటం,பெருநாடி வால்வு
APC (అనాఫేస్ ప్రమోటింగ్ కాంప్లెక్స్),APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது)
అపెలైక్ పూర్వీకుడు,அப்பெலிக் மூதாதையர்
అఫిడ్,அஃபிட்
ఆఫ్రొడైట్,அப்ரோடைட்
ఎపికల్ ఆధిపత్యం,நுனி ஆதிக்கம்
ఎపికల్ ప్యాడ్,அபிகல் பேட்
ఎపికల్చర్,பொருள்
APIS ఇండికా,Apis indica
అప్లానోస్పోర్,Applanospore
అప్లిసియా,அப்லிசியா
అపోకార్పే,அப்போகார்பே
అపోకార్పస్,அப்போகார்பஸ்
అపోకార్పస్ అండాశయం,அப்போகார்பஸ் கருப்பை
అపోక్రిన్ గ్రంథి,அபோக்ரைன் சுரப்பி
అపోఎంజైమ్,அப்போஎன்சைம்
అపోమిక్,Apomict
అపోమిక్సిస్,Apomixis
అపోప్లాజమ్,அபோபிளாசம்
అపోప్లాస్టిక్ మార్గం,அப்போபிளாஸ்டிக் பாதை
అపోప్టోసిస్,அப்போப்டொசிஸ்
ఉపకరణం,கருவி
అనుబంధ అస్థిపంజరం,Appendicular எலும்புக்கூட்டை
కర్ణభేరి యొక్క అనుబంధం,சீக்கத்தின் பின் இணைப்பு
ఆపిల్ నత్త,ஆப்பிள் நத்தை
ఆక్వాకల్చర్,மீன்வளர்ப்பு
ఆక్వాపోరిన్,அக்வாபோரின்
జల ఉభయచర,நீர்வாழ் ஆம்பிபியன்
జల రూపం,நீர்வாழ் வடிவம்
జల ఆవాసాలు,நீர்வாழ் வாழ்விடம்
జల జీవి,நீர்வாழ் உயிரினம்
జల మొక్క,நீர்வாழ் ஆலை
జల శ్వాసక్రియ,நீர்வாழ் சுவாசம்
సజల ద్రవం,நீர்வாழ் திரவம்
సజల హ్యూమర్,அக்வஸ் முமல்
సజల ఇంట్రా-సెల్యులార్ ద్రవం,நீர்வாழ் உள்-செல்லுலார் திரவம்
సజల నమూనా,அக்வஸ் மாதிரி
సజల ద్రావణంలో,நீர் பத திரவம்
అక్విలా,அக்விலா
అరబిడోప్సిస్,அரபிடோப்சிஸ்
అరాచ్నిడా,அராக்னிடா
అరాక్నోయిడ్,அராக்னாய்டு
అరేనియస్,அரேனியஸ்
అర్బోర్సెంట్,ஆர்பெசண்ட்
అర్బోర్సెంట్ లైకోపాడ్,ஆர்போரசென்ட் லைகோபாட்
ఆర్కిబాక్టీరియా,தொல்பொருள்
ఆర్కిగోనియం,ஆர்க்கிகோனியம்
ద్వీపసమూహం,தீவுக்கூட்டம்
ఆర్కిటిక్,ஆர்க்டிக்
ఆర్కిటిక్ టెర్న్,ஆர்க்டிக் டெர்ன்
ఆర్కిటిక్ టండ్రా,ஆர்க்டிக் டன்ட்ரா
ఆర్డియా,ஆர்டியா
ఐసోలార్ కణజాలం,அரியாலர் திசு
రుజువు,ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி)
ఆర్గెమోన్ మెక్సికానా,ஆர்கேமோன் மெக்ஸிகானா
అర్జినిన్,அர்ஜினைன்
శుష్క ప్రాంతం,வறண்ட பகுதி
అరిస్టోలోచియాసియా,அரிஸ்டோலோச்சியாசி
చేయి దాణా,கை உணவு
ఆర్మీవార్మ్,இராணுவப்புழு
Aroid,Rioid
వాసన,நறுமணம்
అరేస్టర్,கைது செய்பவர்
ఆర్టెమిసియా,ஆர்ட்டெமிசியா
ధమనుల సిస్టోలిక్,தமனி சிஸ்டாலிக்
ఆర్టిరియోస్క్లెరోటిక్,தமனி கிளரோடிக்
ఆర్థ్రోపోడ్,ஆர்த்ரோபாட்
ఆర్థరైటిస్,கீல்வாதம்
ఆర్థ్రోపోడా,ஆர்த்ரோபோடா
కీలు మృదులాస్థి,குருத்தெலும்பு மூட்டு
ఉచ్చారణ,வெளிப்படுத்துங்கள்
ఉచ్చరించబడింది,வெளிப்படுத்தப்பட்டது
కృత్రిమ పేస్‌మేకర్,செயற்கை இதயமுடுக்கி
కృత్రిమ ఎంపిక,செயற்கை தேர்வு
ఆర్టోకార్పస్ హెటెరోఫిల్లస్,ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்
ఆస్బెస్టాస్ ఫైబర్,அஸ்பெஸ்டாஸ் ஃபைபர்
ఆస్బెస్టాసిస్,அஸ்பெஸ்டோசிஸ்
అస్కారిస్,அஸ்காரிஸ்
ఆరోహణ క్రోమాటోగ్రఫీ,ஏறும் குரோமடோகிராபி
అస్సిడియా,ஆஸ்கிடியா
అస్సిడియన్,ஆஸ்கிடியன்
అస్కోకార్ప్,அஸ்கோகார்ப்
అస్కోమైసెట్స్,அஸ்கோமைசீட்ஸ்
ఆస్కార్బిక్ ఆమ్లం,அஸ்கார்பிக் அமிலம்
అస్కోస్పోర్,அஸ்கோஸ்போர்
అస్కస్,அஸ்கஸ்
Aseptate,அசெப்டேட்
అలైంగిక పునరుత్పత్తి,ஓரினச்சேர்க்கை இனப்பெருக்கம்
అలైంగిక బీజాంశం,ஓரினச்சேர்க்கை வித்து
ఆస్పరాజిన్ సింథటేస్,அஸ்பாரகின் சின்தேடேஸ்
ఆస్పరాగస్,அஸ்பாரகஸ்
అస్పార్టిక్ ఆమ్లం,அஸ்பார்டிக் அமிலம்
ఆస్పెర్‌గిల్లస్ నైగర్,அஸ்பெர்கிலஸ் நைஜர்
ఆస్పెర్‌గిల్లస్,அஸ்பெர்கிலஸ்
అస్ఫోడెలస్ టెనుఫోలియస్,அஸ்போடெலஸ் டெனுஃபோலியஸ்
ఆస్పిరిన్,ஆஸ்பிரின்
పరీక్ష,மதிப்பீடு
