Gujarati,Kannada
એસિડિફાઇડ રોક ફોસ્ફેટ,ಆಮ್ಲೀಕೃತ ರಾಕ್ ಫಾಸ್ಫೇಟ್
એસિડિફાઇડ,ಆಮ್ಲೀಕೃತ
જલભર,ಜಲಚರ
સંપાદન,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ
એકર,ಎಕರೆ
1. વિસ્તાર 2. વિસ્તાર,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
અંતિમ બિંદુ રંગસૂત્ર,ಎಂಡ್ ಪಾಯಿಂಟ್ ಕ್ರೋಮೋಸೋಮ್
આગળ દેખાતું,ಮುಂದೆ ನೋಡುವ
એક્રોસમ,ಅಕ್ರೋಸೋಮ್
એક્ટિનોમીસેટ્સ,ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್
સક્રિય કોર,ಸಕ್ರಿಯ ಕೋರ್
1. ગુસ્સે 2. તીવ્ર,1. ಉಗ್ರ 2. ತೀವ್ರ
અનુકૂલનક્ષમતા,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
કસ્ટમાઇઝેશન,ಗ್ರಾಹಕೀಕರಣ
1. સંલગ્નતા 2. સંલગ્નતા,1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
સેબેસીયસ,ಮೇದಸ್ಸಿನ
ગોઠવણ સમીકરણ,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
એડોબ માટી,ಅಡೋಬ್ ಮಣ್ಣು
ભેળસેળ કરનાર,ಕಲಬೆರಕೆ
એક્ટોપિક,ಅಪಸ್ಥಾನೀಯ
ઇસિડિયોસ્પોર ઇસિડિયમ બીજકણ,ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್
એરોડાયનેમિક પ્રક્રિયા,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ
વેન્ટ્રલ,ಕುಹರದ
વાયુયુક્ત કરવું,ಗಾಳಿ ಹಾಕಲು
1. હવા 2. આકાશી,1. ಗಾಳಿ 2. ಆಕಾಶಿ
1. એરોમીટર 2. એરોમીટર 3. એરોમીટર,1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್
એરોસોલ,ಏರೋಸಾಲ್
1. પુષ્પવૃત્તિ 2. ઉનાળાની નિષ્ક્રિયતા,1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ
રોગનું વિજ્ઞાન,ರೋಗದ ವಿಜ್ಞಾನ
વનીકરણ,ಅರಣ್ಯೀಕರಣ
1. આંદોલન 2. અશાંતિ,1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ
એગમાર્ક,ಅಗ್ಮಾರ್ಕ್
1. જમીન સંબંધિત 2. કૃષિ,1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ
કૃષિ ક્લિનિક,ಕೃಷಿ ಕ್ಲಿನಿಕ್
1. ખેત મજૂરી 2. ખેત મજૂરી,1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ
કૃષિ માર્કેટિંગ,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ
કૃષિ ટેકનોલોજી,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
1. કૃષિ 2. ખેતી 3. કૃષિ વિજ્ઞાન,1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ
કૃષિ વનસંવર્ધન,ಕೃಷಿ ಅರಣ್ಯ
કૃષિ જૈવવિવિધતા,ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ
કૃષિ કાર્બનિક ખામીઓ,ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು
કૃષિ જીવવિજ્ઞાન,ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ
કૃષિ-આબોહવાની વિવિધતા,ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ
એગ્રોક્લાઇમેટિક ઝોનની રચના,ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ
કૃષિ વનીકરણ,ಕೃಷಿ ಅರಣ್ಯ
કૃષિ વિજ્ઞાન,ಕೃಷಿಶಾಸ್ತ್ರ
કૃષિવિજ્ઞાન,ಕೃಷಿಶಾಸ್ತ್ರ
કૃષિ પશુપાલન,ಕೃಷಿ ಪಶುಪಾಲಕ
પાક પ્રક્રિયા,ಬೆಳೆ ಸಂಸ್ಕರಣೆ
ઘાસ વિજ્ઞાન,ಹುಲ್ಲು ವಿಜ್ಞಾನ
પાકનો પ્રકાર,ಬೆಳೆ ಪ್ರಕಾರ
એપિફાઇટ,ಎಪಿಫೈಟ್
aikiochi માટી,ಐಕಿಯೋಚಿ ಮಣ್ಣು
રંગ અંધત્વ,ಬಣ್ಣಗುರುಡು
આલ્ફીસોલ,ಅಲ್ಫಿಸೋಲ್
શેવાળ,ಪಾಚಿ
શેવાળ રોગ,ಪಾಚಿ ರೋಗ
આલ્કલી પાણી,ಕ್ಷಾರ ನೀರು
આલ્કલાઇન,ಕ್ಷಾರೀಯ
વૈકલ્પિક,ಪರ್ಯಾಯ
એલેલો રસાયણશાસ્ત્ર,ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ
એલીલ,ಆಲೀಲ್
એલોપથી,ಅಲೆಲೋಪತಿ
વેથી પાક,ವೇಥಿ ಬೆಳೆ
પૂર્ણતા,ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ
ગર્ભાધાન,ಫಲೀಕರಣ
1. સાપેક્ષતા 2. એલોમેટ્રી,1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ
મલ્ટીપ્લોઇડી,ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್
1. પેરાઝીગોસિટી,1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ
1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય,1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ
વૈકલ્પિક જમીનનો ઉપયોગ,ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ
પર્યાવરણ,ಪರಿಸರ
સુધારક,ಸುಧಾರಕ
મિટોસિસ,ಮಿಟೋಸಿಸ್
આમીન,ಅಮೀನನ್
એમોનિયન,ಅಮೋನಿಯನ್
એમ્નિફરસ,ಆಮ್ನಿಫೆರಸ್
1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી,1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ
ઉભયજીવી મિશ્રણ,ಉಭಯಚರ ಮಿಶ್ರಣ
એમ્ફોટેરિક,ಆಂಫೋಟರಿಕ್
સંગ્રહ,ಸಂಗ್ರಹಣೆ
1. એનારોબિક 2. એનારોબિક સજીવો,1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು
હેપ્લોઇડ,ಹ್ಯಾಪ್ಲಾಯ್ಡ್
કોણીય વાવેતર,ಕೋನೀಯ ನೆಟ್ಟ
પશુપાલન,ಪಶುಸಂಗೋಪನೆ
પ્રાણીના મળમૂત્ર,ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ
જીવંત ઊર્જા,ಜೀವನ ಶಕ್ತಿ
વિસંગત,ಅಸಂಗತ
એક વર્ષ જૂનો છોડ,ಒಂದು ವರ್ಷದ ಸಸ್ಯ
વાર્ષિક,ವಾರ್ಷಿಕ
1. પરમાનંદ 2. ઉજાસ,1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ
એન્થ્રેક્સ,ಆಂಥ್ರಾಕ್ಸ್
એન્થ્રોપોજેનિક પરિબળો,ಮಾನವಜನ್ಯ ಅಂಶಗಳು
અસ્તિત્વ,ಬದುಕುಳಿಯುವಿಕೆ
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ
પ્રતિકૂળ,ಹಿಮ್ಮೆಟ್ಟಿಸುವ
એન્ટીઑકિસડન્ટ,ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ
એન્ટિટોક્સિન,ಆಂಟಿಟಾಕ್ಸಿನ್
રિંગ આંગળી,ಉಂಗುರದ ಬೆರಳು
1. એફિડ 2. મહુ 3. ચેપા,1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ
ટોચની કળી,ಮೇಲಿನ ಮೊಗ್ಗು
ટોચની અસરકારકતા,ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ
મધમાખી ઉછેર,ಜೇನುಸಾಕಣೆ
અજાતીયતા,ಅಲೈಂಗಿಕತೆ
એપોપ્ટોસિસ,ಅಪೊಪ್ಟೋಸಿಸ್
પરિશિષ્ટ,ಅನುಬಂಧಗಳು
ભૂખ લગાડનાર,ಜೀರ್ಣಕಾರಕವಾಗಿ
લાગુ,ಅನ್ವಯಿಸಲಾಗಿದೆ
જળચર નીંદણ,ಜಲವಾಸಿ ಕಳೆ
1. વૃક્ષ 2. વૃક્ષ નિવાસી,1. ಮರ 2. ಮರದ ನಿವಾಸಿ
શાખાઓ,ಕವಲೊಡೆಯುತ್ತಿದೆ
પ્રોટોબોટનિકલ રેકોર્ડ્સ,ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
ઝોન નંબર,ವಲಯ ಸಂಖ್ಯೆ
1. વિસ્તાર 2. વિસ્તાર,1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ
શુષ્ક ઇકોસિસ્ટમ,ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
કોટિલેડોન,ಕೋಟಿಲ್ಡನ್
સૌરભ,ಸೌರಭ್
સુગંધિત છોડ,ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ
સુગંધિત ચોખા,ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ
ઇક્ષુ પુષ્પન,ಇಕ್ಷು ಪುಷ್ಪನ್
એસેપ્ટિક,ಅಸೆಪ್ಟಿಕ್
1. એસેપ્ટિક 2. એસેપ્ટિક,1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್
અજાતીય પ્રજનન,ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ
કદ,ಗಾತ್ರ
સંપત્તિ,ಆಸ್ತಿ
1. એસિમિલેશન 2. એસિમિલેશન,1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ
1. એસોસિએશન 2. એસોસિએશન,1. ಸಂಘ 2. ಸಂಘ
1. કૉલમ 2. અસ્પષ્ટતા,1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ
હેટરોઝાયગોસિટી,ಹೆಟೆರೋಜೈಗೋಸಿಟಿ
1. પૂર્વજ 2. એટાવિઝમ,1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ
કણ,ಕಣ
1. પુષ્ટિ 2. ક્ષતિ,1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ
સ્વ જોડી,ಸ್ವಯಂ ಜೋಡಣೆ
ઓટોલિસિસ,ಆಟೋಲಿಸಿಸ್
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ
સ્વ મલ્ટિપ્લેક્સ્ડ,ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್
ઓક્સિન,ಆಕ್ಸಿನ್
1. હચમચી 2. દેડકો,1. ಷೂಕ್ 2. ಟೋಡ್
દંડ વાયરસ,ದಂಡದ ವೈರಸ್
1. બેસિલસ 2. બેસિલસ,1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್
1. બેક્ટેરિયા 2. બેક્ટેરિયા,1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ
બેક્ટેરિયલ ઝેર,ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ
બગાસ,ಬಗಸೆ
સરવૈયા,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
સંતુલિત ખાતરનો ઉપયોગ,ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ
બાર ગ્રાફ,ಬಾರ್ ಗ್ರಾಫ್
છાલ,ತೊಗಟೆ
1. બેરોમીટર 2. બેરોમીટર,1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ
1. બઝર 2. જડ 3. ઉજ્જડ,1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು
1. આધાર 2. આધાર 3. કપંગ,1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್
1. તાલા 2. બેસિન,1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ
તલાબીસરી,ತಲಾಬಿಸಾರಿ
1. બેસિસ્ટર્નમ 2. રુટ ધારક,1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್
ગલ્ફ ચોમાસું,ಗಲ್ಫ್ ಮಾನ್ಸೂನ್
ફળનો છોડ,ಹಣ್ಣಿನ ಗಿಡ
પથારી,ಹಾಸಿಗೆ
બેડ પ્લાન્ટ,ಹಾಸಿಗೆ ಸಸ್ಯ
પથારી,ಹಾಸಿಗೆ
બીટ દાળ,ಬೀಟ್ ಮೊಲಾಸಸ್
બેલો,ಬೆಲ್ಲೋಸ್
1. પટ્ટી 2. ભૂપ્રદેશ,1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ
નફો-ખર્ચ વિશ્લેષણ,ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
મહત્વાકાંક્ષી (સેમ્પલિંગ),ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ)
દ્વિવાર્ષિક છોડ,ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು
દ્વિપદી,ದ್ವಿಪದ
બાયોફેક્ટર,ಜೈವಿಕ ಅಂಶ
જૈવિક આબોહવા,ಜೈವಿಕ ಹವಾಮಾನ
જૈવ ઊર્જા,ಜೈವಿಕ ಶಕ್ತಿ
પ્રાણીસૃષ્ટિ ઇકોલોજી,ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್
બાયોસ્ફિયર,ಜೀವಗೋಳ
જૈવિક,ಜೈವಿಕ
પ્રાણીસૃષ્ટિ,ಪ್ರಾಣಿಸಂಕುಲ
ડિવિલિંગી,ದಿವಿಲಿಂಗಿ
ધવલન,ಧವಳನ್
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ
મિશ્રણ,ಮಿಶ್ರಣ
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ)
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್
વાદળી ક્રાંતિ,ನೀಲಿ ಕ್ರಾಂತಿ
પ્લાનર હીટિંગ ચેમ્બર,ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್
પ્લાનર હીટિંગ ટેકનોલોજી,ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ
થૂલું,ಹೊಟ್ಟು
શાખાઓ,ಕವಲೊಡೆಯುತ್ತಿದೆ
1. ટ્વિગ 2. સબબ્રાન્ચ,1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ
જાતિ,ತಳಿ
પ્રજનન,ಸಂತಾನೋತ್ಪತ್ತಿ
પ્રારંભિક અંકુરણ સારવાર,ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ
ઉભરતા,ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ
બજેટ,ಬಜೆಟ್
1.એમ્ફોટેરિક 2. બફર,1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್
શક્કરિયા,ಸಿಹಿ ಆಲೂಗಡ್ಡೆ
બંટ (રોગ),ಬಂಟ್ (ರೋಗ)
1. આડપેદાશ 2. આડપેદાશ,1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ
c ભેજ સ્પષ્ટીકરણ વળાંક,c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್
તેલ કેક,ಎಣ್ಣೆ ಕೇಕ್
1. ચૂનો 2. કેલ્શિયમ,1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ
કેલ્સિયન,ಕ್ಯಾಲ್ಸಿಯಾನ್
ફોસ્ફેટ દૂર કરવું,ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ
1. કિનાટા 2. કેલાટા,1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ
1.કેલસ 2. કિરણ,1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ
1. સેપલ્સ 2. કેલિક્સ,1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್
બહારનો છેડો,ಹೊರಗಿನ ಅಂತ್ಯ
એધા,ಈಧಾ
કર્કશ (બેક્ટેરિયલ રોગ),ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ)
કેનિંગ,ಕ್ಯಾನಿಂಗ್
આકાશ,ಆಕಾಶ
ફાઇનાન્સ,ಹಣಕಾಸು
પરાગનયન (અંજીરનું),ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು)
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್
કાર્બનયુક્ત,ಕಾರ್ಬೊನೈಸ್ಡ್
કાર્બનન,ಕಾರ್ಬೊನಾನ್
કારાપેસ,ಕ್ಯಾರಪೇಸ್
બંગડી,ಕಂಕಣ
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ)
અપચય,ಕ್ಯಾಟಬಾಲಿಸಮ್
પ્રેરિત,ಪ್ರೇರಣೆ
1. કેટરપિલર 2. કેટરપિલર,1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್
c ડી. એન. a સંગ્રહ,ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ
શ્રેણી,ವ್ಯಾಪ್ತಿ
1. સેલ 2. સેલ,1. ಕೋಶ 2. ಕೋಶ
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ
1. બિંદુ 2. ફોકસ,1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್
સેન્ટ્રીફ્યુગેશન,ಕೇಂದ್ರಾಪಗಾಮಿ
સેન્ટ્રીફ્યુજ,ಕೇಂದ್ರಾಪಗಾಮಿ
સ્ટાર સેન્ટર,ನಕ್ಷತ್ರ ಕೇಂದ್ರ
એપિજેનેટિક,ಎಪಿಜೆನೆಟಿಕ್
કેન્દ્રજા,ಕೇಂದ್ರರಾಜ
લૂમ,ಮಗ್ಗ
1. અનાજ 2. સીરીયલ,1. ಏಕದಳ 2. ಸೀರಿಯಲ್
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ
પ્રમાણિત બીજ,ಪ್ರಮಾಣೀಕೃತ ಬೀಜ
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ
1. નિભાગ 2. કૈલાજા,1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ
કીમોગ્રાફી,ಕೈಮೊಗ್ರಫಿ
1. કિયાઝમા 2. વ્યસ્ત,1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ
સુપરકૂલિંગ કલાકો,ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು
હિમ નુકસાન,ಫ್ರಾಸ್ಟ್ ಹಾನಿ
1. વિચિરોતકી 2. ચિમેરા,1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ
લીલો પોર્રીજ,ಹಸಿರು ಗಂಜಿ
1. પર્ણસમૂહ 2. લીલો,1. ಎಲೆಗಳು 2. ಹಸಿರು
સાયનોસિસ,ಸೈನೋಸಿಸ್
જૈવિક વિતરણ વિજ્ઞાન,ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು
ક્રોમેટિન,ಕ್ರೊಮಾಟಿನ್
ક્રોમેટોગ્રાફી,ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
ક્રોમેટિનલેશન,ಕ್ರೊಮಾಟಿಲೇಷನ್
ધમની બિંદુ,ಹೃತ್ಕರ್ಣದ ಬಿಂದು
ક્રોમેટોજેનેસિસ,ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್
1. રંગસૂત્રો 2. રંગસૂત્રો,1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ
સાઇટ્રેન્જ,ಸಿಟ್ರೇಂಜ್
પાનખર તહેવાર,ಶರತ್ಕಾಲದ ಹಬ್ಬ
વર્ગીકરણ,ವರ್ಗೀಕರಣ
1. માટી 2. માટી,1. ಮಣ್ಣು 2. ಮಣ್ಣು
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ
સતત પરાગનયન,ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ
ક્રુસિફેરસ ફળ,ಶಿಲುಬೆಯ ಹಣ್ಣು
વાતાવરણ,ಹವಾಮಾನ
આબોહવાશાસ્ત્ર,ಹವಾಮಾನಶಾಸ್ತ್ರ
કાતર,ಬರಿಯ
ગઠ્ઠો (માટી),ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು)
ક્લોન,ತದ್ರೂಪಿ
1.વાદળો 2.વાદળો,1.ಮೋಡಗಳು 2.ಮೋಡಗಳು
ઝુંડ,ಗೊಂಚಲು
ટોળું,ಗುಂಪನ್ನು
