English,Malayalam
Ash gourd,ആഷ് പൊറോട്ട
Ashoka tree,അശോക ട്രീ
Ashthma weed (euphorbia),അഷെതർ കള (യൂഫോർബിയ)
Asparagus,ശതാവരിച്ചെടി
Avocado,അവോക്കാഡോ
Alfalfa (lucerne),പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ)
Ants,ഉറുമ്പുകൾ
Aphids,മുഞ്ഞ
Army worm,സൈനിക വേം
Agricultural economist,കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
Agricultural extensionist,കാർഷിക വിപുലീകരണവാദി
Agricultural scientist,കാർഷിക ശാസ്ത്രജ്ഞൻ
Agriculture engineer,കാർഷിക എഞ്ചിനീയർ
Agrobiologist,അഗ്രോബയോളജിസ്റ്റിക്
Agronomist,അഗ്രോണമിസ്റ്റ്
Agrophysicst,Agrofysicst
Animal breeder,മൃഗങ്ങളുടെ ബ്രീഡർ
Bacillus virus,ബാസിലസ് വൈറസ്
Bacillus,ബാസിലസ്
Bacteria,ബാക്ടീരിയ
Bacteriotoxin,ബാക്ടറോമോക്സിൻ
Bagasse,ബാഗസ്
Balance sheet,ബാലൻസ് ഷീറ്റ്
Balanced fertilization,സമതുലിതമായ ബീജസങ്കലനം
Bar diagram,ബാർ ഡയഗ്രം
Bark,കുര
Barometer,ബാരോമീമീറ്റർ
Barren,തരിശായ
Base,അടിത്തറ
Basin,പരന്നപാതം
Basipetal,അടിസ്ഥാനപരമായ
Basisternum,ബസിസ്റ്റർനം
Bay monsoon,ബേ മൺസൂൺ
Bearing plant,വഹിക്കുന്ന പ്ലാന്റ്
Bed,കിടക്ക
Bedder,അടിദേഡർ
Bedding,ശയ്യോപകരണങ്ങള്
Beet molasses,ബീറ്റ്റൂട്ട് മോളസ്
Bellows,മണിനാദം
Belt,അരപ്പട്ട
Benefit-cost analysis,ആനുകൂല്യ-വില വിശകലനം
Biased (sampling),പക്ഷപാതപരമായ (സാമ്പിൾ)
Biennial,ബിനാത്തില്
Binomial,ബിനോമിയൽ
Bioagent,ബയോജന്റ്
Bioclimate,ബയോക്രിമേറ്റ്
Bioenergy,ബയോ എനെർജി
Bionomics,ബയോണോമിക്സ്
Bioreactor,BIOREACTOR
Biosphere,ബയോസ്ഫിയർ
Biotic,ഉപകാരന്
Biotype,ബയോട്ടിവൈപ്പ്
Bisexual,ബൈസെക്ഷ്വൽ
Blanching,ബ്ലാഞ്ചിംഗ്
Blast,സ്ഫോടനം
Blend,സങ്കലനം
Blight,വരണ്ടതാണ
Blister,പൊള്ളല്
Blue revolution,നീല വിപ്ലവം
Bottom heat chamber,ചുവടെ ചൂട് ചേമ്പർ
Bottom heat technique,ചുവടെയുള്ള താപ രീതി
Bran,തണ്ണീര്
Branching,ശാചിനമായ
Branchlet,ലഘുലേഖ
Breed,ഇനം
Breeding,പ്രജനനം
Brimming,തിളങ്ങുന്ന
Brood,കുഞ്ഞുങ്ങള്
Budding,വളർന്നുകാരി
Budget,വരവ്ചെലവ് മതിപ്പ്
Buffer,ബഫർ
Bulb,ബൾബ്
Bunt,മുണ്ടു
By-product,ഉപോൽപ്പന്നം
Babul acacia,ബാബുൾ അക്കേഷ്യ
Baby corn,കുഞ്ഞ് ധാന്യം
Bael,ബാലിനെ
Baill,ബില്ലാൻ
Balsam,ബൽസം
Bamboo,മുള
Banana,വാഴപ്പഴം
Banyan tree,ബനിയൻ ട്രീ
Barley,യവം
Barnyard millet,ബാർയ്യാർഡ് മില്ലറ്റ്
Basil,തുളക്ടി
Bastard cedar,ബാസ്റ്റാർഡ് ദേവദാരു
Bastard myrobalan,ബാസ്റ്റാർഡ് മൈറോബലൻ
Bauhinia,ബവായീനിയ
Bay berry,ബേ ബെറി
Bean,അമര
Beet,മധുരക്കിഴങ്ങുചെടി
Belladonna,ബെല്ലഡോണ
Ber,മുളകു
Berseem,പതുക്കമുള്ള
Betel,മുയേറ്റ
Bilimbi,ബിലിമ്പി
Bitter gourd,പാവയ്ക്ക
Black gram,കറുത്ത ഗ്രാം
Black nightshade,കറുത്ത നൈറ്റ്ഷെയ്ഡ്
Bougainvillea,ബ g ഗൻവില്ല
Bottle brush,കുപ്പി ബ്രഷ്
Bottle gourd,ബോട്ടിൽ പൊറോട്ട
Box tree,ബോക്സ് മരം
Bread fruit,ബ്രെഡ് ഫലം
Bridal creeper,വധുവിന്റെ ക്രീപ്പർ
Brinjal,വശ്ശീല
Broad bean,വിശാലമായ ബീൻ
Broccoli,ബ്രോക്കോളി
Brussel's sprout,ബ്രസ്സൽസ് മുള
Buckwheat,താനിന്നു
Butea,ബദ്ധ
Bandicoot,ബാൻഡികാൂട്ട്
Bear,കരടി
Beetle,വണ്ട്
Blister beetle,ബ്ലിസ്റ്റർ വണ്ട്
Blue bull,നീല കാള
Boll worm,ബോൾ വേം
Butterfly,ചിതശലഭം
Bacteriologist,ബാക്ടീരിയോളജിസ്റ്റ്
Biochemist,ബയോകെമിസ്റ്റ്
Biologist,ജീവശാസ്തജ്ഞന്
Biotechnologist,ബയോടെക്നോളജിക്
Botanist,സസ്യശാസ്ത്രജ്ഞൻ
C moisture characteristic curve,സി ഈർപ്പം സ്വഭാവ വക്ര
Cake,കേയ്ക്ക്
Calcarious,കണക്കാക്കാന്വേമികമായ
Calcification,കണക്കുകഷ്ടം
Calcination of phosphate,ഫോസ്ഫേറ്റിന്റെ കാൽനികം
Callosity,കൗണം
Callus,ഞങ്ങളെ വിളിക്കൂ
Calyx,കാലിക്സ്
Calyx-end,കാലിക്സ്-അവസാനം
Cambium,കാമ്പി
Canker,കാൻകെറർ
Canning,കാനിംഗ്
Canopy,മേലാപ്പ്
Capital,തലസ്ഥാനം
Caprification,പിസേരിഫിക്കേഷൻ
Capsule,കാപ്സ്യൂൾ
Carbonated,കാർബണേറ്റഡ്
Carbonization,കാർബണലൈസേഷൻ
Carpel,പരല്പം
Carpus,കാർപസ്
Casting,കാസ്റ്റിംഗ്
Catabolism,കാറ്റബോളിസം
Catalysis,കവചലിസ്
Caterpillar,ചിതശലഭപ്പുഴു
C-DNA Library,സി-ഡിഎൻഎ ലൈബ്രറി
Ceiling,മച്ച്
Cell,കോശം
Central leader system,കേന്ദ്ര നേതാവ് സംവിധാനം
Centric,ഒരിനംവീപ്പ്
Centrifugation,സെൻറ്ഫ്യൂഗേഷൻ
Centrifuge,കേന്ദ്രീകൃത
Centriole,സെൻട്രിയോൾ
Centrogenic,നൂന്കോജാനിക്
Centrogenous,നൂനിശ്ചയമുള്ള
Cercus,കടല്ചലട്
Cereal,ധാനം
Certification,സാക്ഷപ്പെടുത്തല്
Certified seed,സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്
Chaff,ചാട്ട
Chalaza,ചാലസ
Chemotropism,പരോപപാതം
Chiasma,ചിയാസ്മ
Chilling hours,ചില്ലിംഗ് സമയം
Chilling injury,ചില്ലിംഗ് പരിക്ക്
Chimera,ചിമേര
Chloranthy,ക്ലോറോറാന്തി
Chlorophyll,ക്ലോറോഫിൽ
Chlorosis,ക്ലോറോസിസ്
Chlorology,ക്ലോറോളജി
Chromatid,ക്രോമാറ്റിഡ്
Chromatin,ക്രോമാറ്റിൻ
Chromatography,ക്രോമാറ്റോഗ്രാഫി
Chromatolysis,ക്രോമാറ്റോളിസിസ്
Chromocentre,ക്രോമസെന്റ്റന്റ്
Chromogenesis,ക്രോമോജെനിസിസ്
Chromoprotein,ക്രോമോപ്രോട്ടൻ
Chromosome,ക്രോമസോം
Chronic,വിട്ടുമാറാത്ത
Citrange,സിട്രഞ്ച്
Cladode,പചാരു
Classification,വര്ഗീകരണം
Clay,കളിമണ്ണ്
Cleaning,ശുചിയാക്കല്
Cleistogamy,Clistogay
Climacteric fruit,ക്ലൈമാക്രിക് ഫ്രൂട്ട്
Climate,കാലാവസ്ഥ
Climatology,കാലാവസ്ഥയുള്ള
Clipper,ക്ലിപ്പര്
Clod,വലം
Clone,ക്ലോൺ
Cloud,മേഘം
Clump,തോപ്പ്
Cluster,ക്ലസ്റ്റർ
Coarse,പരുക്കനായ
Coat (seed),കോട്ട് (വിത്ത്)
Cocoon,കീടകോശം
Coenzyme,Coenzyme
Cohesion,ഏകീകരണം
Coir,കയർ
Coleorrhiza,കൊളോറൈസ
Collar,കുപ്പായക്കഴുത്ത്
Colloid (soil),കൊളോയിഡ് (മണ്ണ്)
Columella,കൊളംറ്റെല്ല
Column,കോളം
Commensalism,ആമേനസം
Commercial bank,വാണിജ്യ ബാങ്ക്
Commodity,ചരക്ക്
Community,സമൂഹം
Compaction (of soil),കോംപാക്ഷൻ (മണ്ണിന്റെ)
Compatibility,അനുയോജ്യത
Compatibility,അനുയോജ്യത
Compensation,നഷ്ടപരിഹാരം
Competitive interaction,മത്സര ഇടപെടൽ
Complementary crop,പൂരക വിള
Complex,കോംപ്ലമായ
Component,ഘടകം
Composition,രചന
Compost,കമ്പോസ്റ്റ്
Compound interest,കൂട്ടുപലിശ
Computation,കണക്കുകൂട്ടൽ
Computer,കന്വൂട്ടര്
Concentration,ഏകാഗത
Conditioner,കണ്ടന്റർ
Conductance,മാര്ഗ്ഗം
Configuration,കോൺഫിഗറേഷൻ
Conformity,അനുരൂപത
Confounding,ആശയക്കുഴപ്പത്തില്
Conjugation,സംയോജനം
Connective,കണക്റ്റീവ്
Conservation,സംരക്ഷണം
Consolidation,ഏകീകരണം
Constituents,ഘടകങ്ങൾ
Consumer,ഉപഭോക്താവ്
Consumption,ഉപഭോഗം
Contamination,മലിനമാക്കല്
Contour planting,കോണ്ടൂർ നടീൽ
Contour,ബാഹരേഖ
Contract farming,കരാർ കൃഷി
Controlled storage,നിയന്ത്രിത സംഭരണം
Co-operative bank,കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്
Cooperator,സഹകരണക്കാരൻ
Coppice,ചെവിസിസ്
Corm,വലം
Corolla,കൊറോള്ള
Cortex,Cuortex
Cost,ചെലവ്
Cotyledon (seed),കോട്ടിലെഡൺ (വിത്ത്)
Credit society,ക്രെഡിറ്റ് സമൂഹം
Credit,കീര്ത്തി
Creditor,കടക്കാരന്
Crest,ചിഹ്നം
Crinkle,കാശി
Crisis,പതിസന്ധി
Criterion,മാനദണ്ഡം
Critical,വിമര്ശിക്കുന്ന
Crop insurance,വിള ഇൻഷുറൻസ്
Crop loan,വിള വായ്പ
Crop,വിള
Cropping area,വിളവെടുപ്പ് പ്രദേശം
Cross-incompatible,ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല
Crown (plant),കിരീടം (പ്ലാന്റ്)
Crumb,അപ്പക്കഷണം
Crust,അപ്പത്തിന്റെമൊരിഞ്ഞപുറം
Cryptogam,ക്രിപ്റ്റോഗം
Cull (fruits),കല്ല് (പഴങ്ങൾ)
Culm,കുള
Cultivar,കൃഷിചെയ്യുക
Cultivation,കൃഷി
Cultivator,കൃഷിക്കാരൻ
Culture,സംസ്കാരം
Curing,രോഗശമനം
Curling,കേവിംഗ്
Currency,പവാഹം
Cuticle,ഉപയാകൃതിയായ
Cutting,മുറിക്കൽ
Cyst,തൊലി
Cytochrome,സൈറ്റോക്രോം
Cytogamy,Cytogy
Cytogenesis,Cretogenesis
Cytogenetics,സൈറ്റോജെനിറ്റിക്സ്
Cytokinesis,സൈറ്റോകിനിസ്
Cytology,സൈറ്റിയോളജി
Cytolysis,സൈനോളിസിസ്
Cytomere,സൈറ്റോമിയർ
Cytoplasm,സൈറ്റോപ്ലാസം
Cabbage,കാബേജ്
Cactus,കള്ളിച്ചെടി
Calendula,കലണ്ടുല
Canary grass (phalaris),കാനറി പുല്ല് (ഫലാരിസ്)
Canna,കാന
Capparis,കപ്പരിസ്
Capsicum,കാപ്സിക്കം
Carambola,കാരാംബോള
Carapa,കാരാപ്പ
Cardamom,ഏലാമി
Carnation,മാംസവര്ണ്ണം
Carrot,കാരറ്റ്
Cashew nut,കശുവണ്ടി
Cassia,കാസിയ
Castor,നായക
Cauliflower,കോളിഫ്ലവർ
Celery,മുള്ളങ്കി
Champac,ഖപായം
Chenopodium,ചെനോപോഡിയം
Cherry tomato,ചെറി തക്കാളി
Cherry,ചെറി
"Chickpea, gram","ചിക്കൻ, ഗ്രാം"
Chillies,മുള്ളികൾ
China turpentine tree,ചൈന ടർപ്പന്റൈൻ ട്രീ
Chow-chow,ച ow-ച ow
Chrysanthemum,ക്രിസന്തമം
"Chufa, earth almond","ചുഫ, എർത്ത് ബദാം"
Cichory,സിക്കോറി
Cinnamon,കറുവ
Citron,സിട്രൺ
Citronella grass,സിട്രോൻസെല്ല പുല്ല്
Climbing jasmine,ജസ്മിൻ കയറുന്നു
Clove,ചൂള
Cluster bean,ക്ലസ്റ്റർ ബീൻ
Cocoa,കൊക്കോ
Coconut,നാളികേരം
Coffee,കോഫി
Coleus,കൊളാസ്
Colocasia,കൊളോസാസിയ
"Colocynth, bitter apple","കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ"
Common purslane,സാധാരണ പർപ്പഴം
Coriander,മല്ലി
Cotton,പരുത്തി
Cowpea,കൗപിയ
Cubeb,ക്യൂബ്
Cucumber,വെള്ളരിക്ക
Cucurbits,കുക്കർബിറ്റുകൾ
Cumin,കുമിൻ
Curry leaf,കറി ഇല
Custard apple,കസ്റ്റാർഡ് ആപ്പിൾ
Capsule borer,കാപ്സ്യൂൾ ബോറർ
Caterpiller,കാറ്റർപില്ലർ
Citrus psylla,സിട്രസ് സൈല
Cricket,കിക്കറ്റ്
Crow,കാക്ക
Cut worm,പുഴുവിനെ മുറിക്കുക
Dairy,പാല്ശേഖരണകേന്ദം
Dairying,ക്ഷീണം
Dam,അണക്കെട്ട്
Day-neutral,ഡേ-ന്യൂട്രൽ
Days after flowering,പൂവിടുമ്പോൾ ദിവസങ്ങൾ
Days after full bloom,നിറച്ച ദിവസങ്ങൾ
Deblossoming,വഴുതിവീഴുന്നു
Decalcification,നിര്ണ്ണായകീകരണം
Decant,പാനമായ
Decay,അഴുകല്
Deciduous,ഇലപന്തം
Decimal,ദശാംശ
Deficiency,അപരാപ്തത
Deflocculation (soil),ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്)
Defloration,വസതിരൂപം
Defoliation,വികോപനം
Deforestation,വനനശീകരണം
Degeneration,അപചയം
Degradation,അധalal അപലതം
Degree days,ഡിഗ്രി ദിവസങ്ങൾ
Degree,ഡിഗ്രി
Dehiscence,വിജ്ഞാനം
Dehulling,മാലിംഗം
Dehusking,വീതിക്കുറയ്ക്കല്
Dehydration,നിർജ്ജലീകരണം
Dehydrator,ഡെഹൈവേറ്റർ
Demand,അവകാശം
Denaturation,ഡിനാറ്ററേഷനുകൾ
Denudation,നിന്ദ്യമായ
Deposit,നിക്ഷേപം
Deposition,നിക്ഷേപം
Depreciation desalinization,മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ
Desiccation,അതിശയകരമായ
Design,ചിതണം
Dessicator,ഡെസേറ്റർ
Destoning,നാശം
Desuckering,സമയപത്രി
Desynapsis,ദേശാനാപിസ്
Detassel,പോക്കറല്
Detasseling,വഴിപാട്
Determinant,നിശ്ചയദാർ
Devaluation,വിലകുറയ്ക്കല്
Devegetation,ആവിഷ്കരണം
Deviation,വതിചലനം
Diad,നിയമാവലി
Diagnosis,രോഗനിര്ണയനം
Dichogamy,ഡിച്ചോമാമി
Dichotomy,ദ്വൈകമി
Dicotyledon (seed),ഡികോട്ടിഡൺ (വിത്ത്)
Die back (disease),മരിക്കുക (രോഗം)
Diffusion,അഭിവൃദ്ധി
Digestibility,ദഹിപ്പിക്കലിറ്റി
Dihybrid,Dihybrid
Dike (dyke),ബൈക്ക് (ഡൈക്ക്)
Dilute,നേര്മ്മയാക്കുക
Dioecious,ഡൈയോസിയസ്
Diploid,ഡിപ്പോയിഡ്
Diploid,ഡിപ്പോയിഡ്
Diplonema,ഡിപ്ലോൺമ
Disbudding,കൈശീര്ത്തി
Discing,വിശദീകരിക്കുന്നു
Discount,കിഴിവ്
Disinfection,അണുനാശിനി
Dispersion,പതിക്കല്
Dissemination,കീര്ത്തി
Diversification,വൈവിധ്യവീകരണം
Diversified farming,വൈവിധ്യമാർന്ന കൃഷി
DNA Ladder,ഡിഎൻഎ ഗോവണി
DNA receptor,ഡിഎൻഎ റിസപ്റ്റർ
Dockage,ആവഞ്ചന
Dominant,പബലമായ
Dormancy,പ്രവർത്തനരഹിതമായ
Dose,ഡോസ്
Double sigmoid curve,ഇരട്ട സിഗ്മോയ്ഡ് കർവ്
Draft (draught),ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്)
Drain,വറ്റിക്കുക
Drainage,ഡ്രെയിനേജ്
Draw,വര്ണിക്കുക
Drenching,നനഞ്ഞ
Dressing (seed),ഡ്രസ്സിംഗ് (വിത്ത്)
Drill (n.),ഡ്രിൽ (n.)
Drilling (ag. engg),ഡ്രില്ലിംഗ് (എഞ്ചിന്)
Drilling (agronomy),ഡ്രില്ലിംഗ് (അഗ്രോണമി)
Drip irrigation,ഡ്രിപ്പ് ഇറിഗേഷൻ
Dryland farming,ഡ്രൈവർഡ് കൃഷി
Dust,പൊടി
Duster,ദുണ്രന്മാര്
Dusting,പൊടിക്കുന്നു
Dwarf,കുള്ളൻ
Dwarf pyramid,കുള്ളൻ പിരമിഡ്
Dwarfing,കുള്ളൻ
Daisy,ഡെയ്സി
Dates,തീയതി
Day jasmine,ഡേ ജാസ്മിൻ
Dill,ചതകുല
Dinanath grass,ദിനനാത്ത് പുല്ല്
Dodder,ഡോഡീഡർ
"Doob grass, bermuda grass","ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്"
Druce,തുല്കൂപ്പ്
Dry ginger,ഉണങ്ങിയ ഇഞ്ചി
Defoliating beetle,വണ്ട് മലിനീകരണം
Drone,നീരഞ്ഞെടുക്കുക
Duck,ഡക്ക്
Ecology,പരിസ്ഥിതിവിജ്ഞാനം
Econometrics,സാമ്പത്തികസ്ഥരുടെ
Economic efficiency,സാമ്പത്തിക കാര്യക്ഷമത
Ecotype,ഇക്കോടൈപ്പ്
Ectotrophic,എക്ടോട്രോഫിക്
Edaphic,ഷാഫിക്
Edaphology,എഡാഫോളജി
Edging,പതിക്കല്
Edible part,ഭക്ഷ്യയോഗ്യമായ ഭാഗം
Elasticity of demand,ആവശ്യകതയുടെ ഇലാസ്തികത
Elasticity of production,ഉൽപാദനത്തിന്റെ ഇലാസ്തികത
Electrolysis,വൈദ്യുതവിശ്ലനങ്ങൾ
Electrophoresis,ഇലക്ട്രോഫോറെസിസ്
Eluviation,പൊലീസേഷൻ
Emasculator,എക്യാസ്കറ്റർ
Embanking,കായാൻസിംഗ്
Embryo,ഭൂണം
Embryology,സ്മൈഫോളജി
Emergence,ആവിർഭാവം
Emulsifier,എമൽസിഫയർ
Endogenous,എൻവയോജനസ്
Endomitosis,എൻഡോമിറ്റോസിസ്
Endoparasite,എൻഡോപരസൈറ്റ്
Endosperm,എൻഡോസ്പെർം
Enterprise,എന്റർപ്രൈസ്
Entomology,എന്രുമോളജി
Environment,പരിസ്ഥിതി
Enzyme,എൻസൈം
Epicotyl grafting,എപ്പികോട്ടിൽ ഒട്ടിക്കൽ
Epiphyte,എപ്പിഫൈറ്റ്
Equity,ഇക്വിറ്റി
Eradication,ഉന്മൂലനം
Essential nutrients,അവശ്യ പോഷകങ്ങൾ
Estimation,കണക്കാക്കല്
Etiolation,എറ്റിയോലേഷൻ
Eugenic,അപഹീന
Evaluation,മൂല്യനിർണ്ണയം
Evaporimeter,ആവാൻവിറ്ററി
Evapo-transpiration,ഇവാപോ-ട്രാൻസ്പിറേഷൻ
Evergreen revolution,നിത്യഹരിത വിപ്ലവം
Evergreen,നിത്യഹരിത
Evolution,പരിണാമം
Excise,എക്സൂസ്
Exhaustion (fertility),ക്ഷീണം (ഫെർട്ടിലിറ്റി)
Exploitation,ചൂഷണം
Exploration,സൂക്ഷ്മപരിശോധന
Extrusion,എക്സ്ട്രാഷൻ
Eye (sugercane/potato),കണ്ണ് (സുഗെയ്ൻ / ഉരുളക്കിഴങ്ങ്)
Edible pine,ഭക്ഷ്യ ഏൻ
"Elephant foot, yam","ആന അടി, യാം"
Eucalyptus,യൂക്കാലിപ്റ്റസ്
