Odiya,Gujarati
ଖାତା ପାଇଁ,માટે એકાઉન્ટ
ଖାତା ହେଡ୍,હિસાબનું માથું
ଅଭିଯୋଗ ଲାଭ,ઉપાર્જિત લાભ
ପେନ୍ ପେନ୍ସନ୍,ઉપાર્જિત પેન્શન
ଜମା,સંચય
ସଠିକତା,ચોકસાઈ
ସଠିକ୍,ચોક્કસ
ଅଭିଯୋଗ,આક્ષેપ કરવો
ଅଭିଯୁକ୍ତ,આરોપી
ସଫଳତା,સિદ્ધિ
ସ୍ୱୀକୃତି,સ્વીકૃતિ
ସ୍ୱୀକୃତି ଦେବାର |,સ્વીકૃતિ
ପରିଚୟ,પરિચય
ଅଧିଗ୍ରହଣ,સંપાદન
ନିର୍ଦ୍ଦୋଷ,મુક્તિ
କାର୍ଯ୍ୟ କର,કૃત્ય
ଅଭିନୟ ଭତ୍ତା,કાર્યકારી ભથ્થું
କାର୍ଯ୍ୟ,ક્રિયા
କ୍ରିୟା ଯୋଜନା,કાર્ય યોજના
ସକ୍ରିୟ,સક્રિય
ସକ୍ରିୟ ଭାବରେ |,સક્રિયપણે
କାର୍ଯ୍ୟକର୍ତ୍ତା,સક્રિયકાર્ય
God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ,ભગવાનનો કૃત્ય
ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ,ગેરવર્તન
କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |,કમિશન અને કમિશન અને બાદબાકી
ପ୍ରକୃତ,વાસ્તવિક
କାର୍ଯ୍ୟ,વાસ્તવિક
ଆଡାପ୍ଟେସନ୍,અનુકૂલન
ଯୋଗ,વધારા
ଅତିରିକ୍ତ ଚାର୍ଜ,વધારાનો ખર્ચ
ଅତିରିକ୍ତ ପାଣ୍ଠି,વધારાના નિધિ
ଅତିରିକ୍ତ ଅନୁଦାନ,વધારાની અનુદાન
ଅତିରିକ୍ତ ସୂଚନା,વધારાની માહિતી
ଅତିରିକ୍ତ ଦେୟ,વધારાનો પગાર
ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ,ઉમેરો અને ફેરફાર
ଠିକଣା,સંબોધન
ଆଡ୍ରେସେେ |,સંબોધન કરનાર
ସ୍ୱାଗତିବାର ଠିକଣା,સ્વાગતનું સરનામું
ପର୍ଯ୍ୟାପ୍ତ,પૂરતું
ନିୟମ ପାଳନ,ને અનુરૂપ બનાવવું
ଅନୁପଚାରି,તદર્થ
ବିଜ୍ଞାପନ ହକ୍ ଦାବି |,તદર્થપત્ર
ବିଜ୍ଞାପନ ହକ୍ କମିଟି |,તદર્થ સમિતિ
AD HOC ବୃଦ୍ଧି |,તદર્થ વધારો
ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |,તદ્દન ચુકવણી
ସଂଲଗ୍ନ,અડીને
ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ),અડીને (= સુસંગત)
ସ୍ଥଗିତତା,મોકૂફી
ଆଡଜାଇବା ଗତି,મોકૂફીની દરખાસ્ત
ସମର୍ଥନ କର ଘର,ન્યાયનિર્ણય કરવો
ଗୁଚିଚୀନିକ,ન્યાયનિર્ણય કરવો
ସମର୍ଥନ,ન્યાયનિર્ણય
ଆଦ୍ବ୍ରୀକରଣ,ન્યાયનિધીકરણ કરનાર
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,સમાયોજન
ପ୍ରଶାସକ,સંચાલન કરવું
ଶପଥ କର,સોગંદ કરવો
ପ୍ରଶାସନ,વહીવટ
ନ୍ୟାୟ ପ୍ରଶାସନ,ન્યાય પ્રણાલી
ପ୍ରଶାସନିକ,વહીવટી
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,વહીવટી પગલાં
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,વહીવટી મૂલ્યાંકન
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,વહીવટી મંજૂરી
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,વહીવટી સત્તા
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,વહીવટી નિયંત્રણ
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,વહીવટી નિર્ણય
ପ୍ରଶାସନିକ ବିଭାଗ,વહીવટી વિભાગ
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,વહીવટી વડા
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,વહીવટી મથક
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,વહીવટી પગલાં
ପ୍ରଶାସନିକ ଶକ୍ତି |,વહીવટી સત્તા
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,વહીવટી મંજૂરી
ପ୍ରଶାସନିକ କ techni ଶଳ |,વહીવટી તકનીક
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,વહીવટી પંચ
ଗ୍ରହଣୀୟତା |,સ્વીકાર્યતા
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,સ્વીકાર્ય ખર્ચ
ସ୍ୱୀକାର କର |,કબૂલવું
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,પ્રવેશ કાર્ડ
ସ୍ୱୀକାର କରାଯାଇଛି |,સ્વીકૃત
ଉପଦେଶ ଦିଅନ୍ତୁ |,સલાહ આપવી
ଆଡେପିଟି |,દત્તક
ଆଡପୁଟର୍,અપનાવનાર
ଗ୍ରହଣ,દત્તક
ବୟସ୍କ,પુખ્ત
ବ୍ୟଭିଚାର,ભેગ
ବ୍ୟଭିଚାର,વ્યભિચાર
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,પુખ્ત મતાધિકાર
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,બહાનું
ଅଗ୍ରିମ,આગળ વધવું
ଅଗ୍ରୀମ ବୁକିଂ,અગ્રિમ બુકિંગ
ଅଗ୍ରଶୀ ନକଲ,અગ્રિમ પ્રત
ଅଗ୍ରଗତି ବୃଦ୍ଧି,અગ્રિમ ઈજા
ଅଗ୍ରିମ ଦେୟ,અગાઉથી ચુકવણી
ପ୍ରତିକୂଳ ପ୍ରବେଶ,પ્રતિકૂળ નોંધ
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,પ્રતિકૂળ નોંધ
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,પ્રતિકૂળ અહેવાલ
ବିଜ୍ଞାପନ,જાહેરખબર
ପରାମର୍ଶ,સલાહ
ଦେୟର ପରାମର୍ଶ |,ચુકવણી
ପରାମର୍ଶଦାତା କମିଟି |,સલાહકાર સમિતિ
ପରାମର୍ଶଦାତା ପରିଷଦ |,સલાહકાર પરિષદ
ଓକିଲ,હિમાયતી
ସମ୍ପର୍କ,બાબતો
ପ୍ରମାଣପତ୍ର,સોગંદનામું
ଅନୁବନ୍ଧ,જોડાણ
ନିଶ୍ଚିତତା,સમર્થન
ନିଶ୍ଚିତ,ખાતરીપૂર્વક
ସୁଲଭ,પરવડી
Aforesaid,ઉપરોક્ત
ଉପରୁବର୍ତ୍ତୀ,ફરી
ବିପକ୍ଷରେ,વિરુદ્ધ
ବୟସ,ઉંમર
ବୟସ ପ୍ରମାଣପତ୍ର,વય પ્રમાણપત્ર
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,મતાધિકાર માટે વય
ବୟସ ସୀମା |,વય -મર્યાદા
ସଂସ୍ଥା,સંસ્થા
କାର୍ଯ୍ୟସୂଚୀ,કાર્યસૂચિ
ଅବସରର ବୟସ,નિવૃત્તિની ઉંમર
ସୁପରନୁଏସନ୍ ବୟସ,નિવૃત્તિની ઉંમર
ମିଳନ,એકંદર
ବହୁଳ,નારાજ
ଆଗ୍ରିଲେସନ୍,આંદોલન
Agm,અકસ્માત
ଚୁକ୍ତିନାମା,સહમત
ଚୁକ୍ତି ଫର୍ମ,સહમત ફોર્મ
କୃଷି,કૃષિ
Agro-idustry,કૃષિ ઉદ્યોગ
ସହାୟତା,સહાય
ଆଲାର୍ମ,ભય
ସତର୍କତା,જાગરૂકતા
ଛଦ୍ମନାମ,ઉર્ફે
ଅଭିଯୋଗ,આરોપ
ଅନୁଗତ,વાન
ମିଳିତତା,સુમેળ
ସମର୍ଥନ ସେବାଗୁଡିକ,સંલગ્ન સેવાઓ
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,તમામ સમાવિષ્ટ ખર્ચ
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,અખરાબ સેવા
ଆବଣ୍ଟନ,ફાળવણી
ବଣ୍ଟନ,ફાળવણી
ବଣ୍ଟନ ଚିଠି,ફાળવણીનો પત્ર
ବଣ୍ଟନେ |,ફાળવણી કરનાર
ଅନୁମତି ଯୋଗ୍ୟ,માન્ય
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,માન્ય -ખર્ચ
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,અપીલ કરવાની મંજૂરી આપવી
ଭତ୍ତା,છૂટ
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,બધા હકો અમારી પાસે રાખેલા છે
ବର୍ଣ୍ଣମାଳା କ୍ରମ,વર્ણાનુક્રમ
ବ atutem ିସଣ,બોલો
ବିକଳ୍ପ,વૈભવી
ବିକଳ୍ପ,વૈકલ્પિક
ଅମାଲଗାମୀ,સંવાદ
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,સુધારેલો મુસદ્દો
ସଂଶୋଧନ,સુધારો
ସୁବିଧା,સુંદરતા
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,સુખદ
ଗୁଳିଗୋଳା,દારૂગોળો
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,દેવું
ପରିମାଣ,રકમ
ପେନ୍ସନ୍ ର ପରିମାଣ,પેન્શનની રકમ
ଅନୁରୂପ ପୋଷ୍ଟ |,એકસમાન સ્થાન
ବିଶ୍ଳେଷଣ |,વિશ્લેષણ
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,વિશ્લેષણાત્મક
ପୂର୍ବଜ,વડપણ
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,આનુષંગિક ઉદ્યોગ
ଶତ୍ରୁତା |,શિષ્ટાચાર
ଆନୁଷ୍ଠାନ,જોડાણ
ବାର୍ଷିକୀ,વર્ષગાંઠ
ଘୋଷଣା,જાહેરાત
ବିରକ୍ତିକର,ત્રાસ
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,વાર્ષિક નિવેદન
ବାର୍ଷିକ ବିବରଣୀ,વાર્ષિક હિસાબ
ବାର୍ଷିକ,વાર્ષિકી
ବେନାମୀ |,અનામી
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,નામંજૂર ફરિયાદ
ଉତ୍ତର୍ୟତା,જવાબદારપણું
ଉତ୍ତର ସିଟ୍,ઉત્તરવહી
ବିରୋଧୀ,વિરોધી
ପିତୃପୁରୁଷ,પૂર્વવર્તીઓ
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,અપેક્ષિત ખર્ચ
ପ୍ରତୀକ୍ଷିତ ଆୟ,અપેક્ષિત આવક
ପ୍ରତୀକ୍ଷା,અપેક્ષા
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,અપેક્ષિત જામીન
ବିରୋଧୀ ମାପ |,ભ્રષ્ટાચાર માપદંડ
ଆଣ୍ଟି-ଡମ୍ପିଂ |,પ્રતિષ્ઠાવાન
ପ୍ରାଚୀନ,પ્રાચીન
ଅପାର୍ଥିଡ଼ିଆ,રંગભુળ
ଉଦାସୀନତା |,દુ: ખ
Apex ଶରୀର,ટોચ
କ୍ଷମା ପ୍ରାର୍ଥନା,માફી
ଆବେଦନ,અપીલ
ରୂପ,દેખાવ
ସନ୍ତୁଷ୍ଟ,સંતાપવું
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,અપીલ પંચ
ପରିଶିଷ୍ଟ,પરિશિષ્ટ
ଉପକରଣ,ઉપકરણ
ପ୍ରଯୁଜ୍ୟ |,લાગુ પડે એવું
ଆବେଦନକାରୀ |,અરજદાર
ପ୍ରୟୋଗ,નિયમ
ଆବେଦନ ପତ୍ର,અરજી પત્ર
ପ୍ରୟୋଗ କରାଯାଏ |,લાગુ કરવું
ପ୍ରୟୋଗ କରନ୍ତୁ |,અરજી કરવી
ଆପୋପିନିଟି,નિમણૂક કરનાર
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,નિયુક્ત સત્તા
ନିଯୁକ୍ତି |,નિમણૂક
ନିଯୁକ୍ତି ପତ୍ର,નિમણૂક -પત્ર
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,નિમણૂક સમિતિ
ମଜୁରୀର ଅନୁକରଣ |,વેતનનું વિભાજન
ମୂଲ୍ୟାଙ୍କନ,મૂલ્યાંકન
ମୂଲ୍ୟାଙ୍କନକାରୀ,મુલવણી કરનાર
ପ୍ରଶଂସା,કદર
ଭୟ,આશંકા
ଶିକ୍ଷାର୍ଥୀ,ઉમેદવાર
ଉପାୟ,અભિગમ
ଉପଯୁକ୍ତ,યોગ્ય
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,યોગ્ય કાર્યવાહી
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,યોગ્ય
ଆବଣ୍ଟନ,વિનિયોગ
ଅନୁମୋଦନ,મંજૂરી
ଆନୁମାନିକ,આશરે
ଦକ୍ଷତା ପରୀକ୍ଷା,અભિરુચિ કસોટી
ଇଚ୍ଛାଧୀନ |,મનસ્વી
ଆର୍ବିଟ୍ରେଟ୍ |,મધ્યસ્થી
ଆର୍ବିଟ୍ରେସନ୍,લવાદી
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,લવાદી પંચ
ଆର୍ବିଟର,લવાદી
ସ୍ଥାପତ୍ୟ,સ્થાપત્ય
ଅଭିଲେଖାଗାର,દફ્તર
କ୍ଷେତ୍ର,વિસ્તાર
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,વિસ્તારનું મુખ્ય મથક
ଯୁକ୍ତି,દલીલ
ଉଠ,ઊગવું
ସଶସ୍ତ୍ର ବାହିନୀ |,સશસ્ત્ર દળો
ବ୍ୟବସ୍ଥା,વ્યવસ્થા
ବରିଟର,બાકી
ବର୍ବର ବିବୃତ୍ତି,બાકી રાખનાર પત્રક
ଆଗମନ ରିପୋର୍ଟ,આગોતડી અહેવાલ
ଅହଂକାର,ઘમંડ
ଅସ୍ତ୍ରଶସ୍ତ୍ର,શસ્ત્રસાર
ପ୍ରବନ୍ଧ,વસ્તુ
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,મંડળ
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,લેખ
ଆରୋହଣ କ୍ରମ,ચડતો હુકમ
ଜାଣିବା,ખાતરી કરવી
ଯେପରି ଅଛି,જ્યાં છે ત્યાં છે
ସର୍ବୋଚ୍ଚ,દૃષ્ટિ
ଆସଡିଅନ୍,આછા
ହତ୍ୟା,હત્યા
ଆକ୍ରମଣ,હુમલો
ଏକତ୍ର ହୁଅ,ભેગા
ସଭା,વિધાનસભા
ଖେଳନା,અનુમાન
ନିଶ୍ଚିତ କର |,ભારપૂર્વક કહેવું
ମୂଲ୍ୟାଙ୍କନ,આકારણી કરનાર
ମୂଲ୍ୟାଙ୍କନ,આકારણી
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,આકારણી વર્ષ
ମୂଲ୍ୟାଙ୍କନକାରୀ,આકારણીકાર
ସମ୍ପତ୍ତି,અસ્ક્યામત
ଆସିଜେ,મુખત્ર
ଆସାଇନମେଣ୍ଟ,સોંપણી
ଆସାଇନର୍,મુલકવનાર
ସହାୟତା,સહાય
ସହଯୋଗୀ,સાથી
ସଙ୍ଗଠନ,મંડળ
ଚାର୍ଜର ଅନୁମାନ |,હવાલો
ନିଶ୍ଚିତତା,ખાતરી
ନିଶ୍ଚିତ କର,ખાતરી કંપની
ନିଶ୍ଚିତ କର,ખાતરી આપવી
ରିହାତି ରେ,અપટ
ପରମାଣୁ ଶକ୍ତି,અણુની શક્તિ
ପାରରେ,સમકક્ષ
ପ୍ରିମିୟମରେ |,ઈમારત
ସଂଲଗ୍ନ କରନ୍ତୁ,સંલગ્ન કરવું
ସଂଲଗ୍ନ ଅଫିସ୍ |,જોડાયેલ કચેરી
ସଂଲଗ୍ନ,જોડાણ
ସଂଲଗ୍ନ କ୍ରମ,જોડાણનો હુકમ
ତଥ୍ୟ,પ્રાપ્તિ
ଚେଷ୍ଟା,પ્રયત્ન
ଉପସ୍ଥାନ,ઉપસ્થિત
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,ઉપસ્થિત રજિસ્ટર
ଆସେସେନ୍ ସ୍ଲିପ୍ |,ઉપસ્થિત કાપલી
ଧ୍ୟାନ |,ધ્યાન
ପ୍ରମାଣପତ୍ର,પ્રમાણન
Atotsed କପି |,પ્રમાણિત પ્રત
ମନୋଭାବ,વલણ
ଆକର୍ଷଣୀୟ ଦରମା,આકર્ષક પગાર
ନିଲାମ,હરાજી
ନିଲାମକାରୀ,હરાજી કરવી
ନିଲାମ ବିକ୍ରୟ,હરાજીનું વેચાણ
ଦର୍ଶକ |,શ્રોતા
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |,દૃષ્ટિકોણ
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |,વિઝ્યુઅલી પ્રચાર
ଅଡିଟ୍ |,હિસાબ -તપાસણી
ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |,ઓડિટ કરેલ હિસાબ
ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |,Ited ડિટ કરેલી સર્ટિલશીટ
ଅଡିଟ୍,Itingણ
ଅଡିଟ୍ ଆପତ୍ତି |,હિસાબ -તપાસણીનો વાંધો
ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |,Itor ડિટર અહેવાલ
ଅଡିଟୋରିୟମ୍,સભાગૃહ
ଅଡିଟ୍ ପାର୍ତାହୀ |,ઓડિટ ફકરા
ଅଡିଟ୍ ରିପୋର୍ଟ,હિસાબ -તપાસણી અહેવાલ
A ଣୀତା,કઠોરતા
ନିର୍ଯାତନା ମାପ |,કઠોર પગલાં
ପ୍ରାମାଣିକ,અધિકૃત
ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |,અધિકૃત પ્રતિનિધિ
ଲେଖକ,પ્રમાણભૂત
ପ୍ରାଧିକରଣ,અધિકાર
ପ୍ରାଧିକରଣ ଚିଠି |,સત્તાધિકારનો પત્ર
ପ୍ରାଧିକୃତ,અધિકૃત
ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |,અધિકૃત મૂડી
ସ୍ୱୟଂଚାଳିତ |,સ્વચાલિત
ସ୍ autonomous ୟଂଶାସିତ,સ્વાયત્ત
ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |,સ્વાયત્ત સંસ્થા
ସ୍ onomy ାଧୀନତା,સ્વાયત્તતા
ସହାୟକକାରୀ,સહાયક
ଉପଲବ୍ଧ |,ઉપલબ્ધ
ହାରାହାରି,સરેરાશ
ହାରାହାରି ଛୁଟି,સરેરાશ રજા
ଘୃଣା,અણગમો
ପ୍ରତିରୋଧ,અટકાવવું
ଏଡ଼ାନ୍ତୁ |,ટાળવું
ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |,કર બંધ
ଅପେକ୍ଷା କରାଯାଇଛି,રાહ જોવાયેલું
ପୁରସ୍କାର,પુરસ્કાર
ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |,પુરસ્કાર સત્તાધિકારી
ସଚେତନତା,જાગરૂકતા
ପୃଷ୍ଠଭୂମି,પીછેહઠ
ପୃଷ୍ଠଭୂମି,પૃષ્ઠભૂમિ
ବ୍ୟାକ୍ ଲଗ୍,પાછલી લોગ
ପଛକୁ ଯିବା,પાછા બહાર
ପଛଟି,પાછલી વાત
ବ୍ୟାକଅପ୍ କରନ୍ତୁ |,પીછેહઠ કરવી
ପଛୁଆ କ୍ଲାସ୍,પછાત વર્ગ
ପଛୁଆ ଜନଜାତି,પછાત આદિજાતિ
ଖରାପ ବୁ g ାମଣା |,ખરાબ સોદો
ଖରାପ ଆଚରଣ |,ખરાબ વર્તન
ଖରାପ ଚରିତ୍ର,ખરાબ પાત્ર
ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |,ખરાબ આબોહવા ભથ્થું
ଖରାପ ଆଚରଣ,ખરાબ વર્તન
ଖରାପ debt ଣ,ખરાબ દેવું
ବ୍ୟାଗେଜ୍,સામાન
ଜାମିନ,જામીન
ସନ୍ତୁଳନ,સમતોલ
ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |,સરખામણી નીચે લાવવામાં
ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |,સંતુલન આગળ લાવવામાં
ସନ୍ତୁଳିତ ବଜେଟ୍,સમતોલ અંદાજપત્ર
ତୂଳନା ପତ୍ର,સરવૈયા
ମତଦାନ,મતદાન
ବାଲାଟ ବାକ୍ସ,મતપેટી
ବାଲାଟ କାଗଜ |,મતદાનનો કાગળ
ନିଷେଧ |,પ્રતિબંધ
ବ୍ୟାଙ୍କ,બેંક
ବ୍ୟାଙ୍କ ଖାତା,બેંક એકાઉન્ટ
ବ୍ୟାଙ୍କ ବାଲାନ୍ସ,બેંક સિલક
ବ୍ୟାଙ୍କ ଚାର୍ଜ |,બેંક ખર્ચ
ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |,બેંક ની ખાતરી
ବ୍ୟାଙ୍କ ଛୁଟି,બેંક રજા
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |,બેંકિંગ સુવિધા
ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |,બેંકિંગ કલાકો
ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |,બેંકિંગ લેવડદેવડ
ବ୍ୟାଙ୍କ ହାର,બેંક દર
ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |,બેંક સમાધાન
ଦେବାଳିଆ,નાદાર
ବ୍ୟାଙ୍କ ସୁରକ୍ଷା,બેંક સુરક્ષા
ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ,બેંક સ્ટેટમેન્ટ
ଭୋଜି |,ભોજન સમારંભ
ବାର୍ ପରିଷଦ |,પટ્ટી પરિષદ
ବୁ g ାମଣା,સોદો
ବୁ g ାମଣା,સોદાબાજી
ବନ୍ଧ୍ୟା ଭୂମି,ઉજ્જડ જમીન
ବାର୍ଟର,સાપ્તાહિક
ଆଧାର,પાયો
ମୂଳହୀନ |,તબાને
ତଳ ମହଲା,આધાર
ମୂଳ ବର୍ଷ,મુખ્ય વર્ષ
ମ basic ଳିକ,પાયાની
ମୁଳତଃ,મૂળભૂત રીતે
ମ Basic ଳିକ ବୁଦ୍ଧି,મૂળ બાતમી
ମ Basic ଳିକ ଦେୟ,મૂળ પગાર
ଦରମା ମ Basic ଳିକ ସ୍କେଲ୍ |,મૂળ પગાર ધોરણ
ମ Basic ଳିକ ତାଲିମ |,મૂળભૂત તાલીમ
ଆଧାର,આધાર
ବ୍ୟାଚ୍,ચોપડી
ବ୍ୟାଚ୍ ନମ୍ବର |,બેચ નંબર
ଧାରକ ଯାଞ୍ଚ କରନ୍ତୁ |,વાહક ચેક
ଦର୍ଶାଯାଇଛି,ટાંકવામાં આવે તે પહેલાં
ବ୍ୟବହାର,વર્તન
ବିଶ୍ୱାସ,વિશ્વાસ
ପାରେ ତଳେ |,નીચે
ବେଞ୍ଚ,હોદ્દો
ବେଞ୍ଚମାର୍କ |,બેહદ નિશાની
ଲାଭଦାୟକ |,લાભદાયી
ହିତାଧିକାରୀ,લાભ મેળવનાર
ଲାଭ,લાભ
ସନ୍ଦେହର ଲାଭ,શંકાનો લાભ
ଦୟା ଦୃଷ୍ଟିଧତା,પરોપકારી
ଦୟାଳୁ ପାଣ୍ଠି |,હિતકારી નિધિ
ବିକେଥ,વારસામાં આપવું
ଉତ୍ତରାଧିକାରୀ |,વસિયતનામા
