Tamil,Kannada
அபே சைன் நிலை,ಅಬೆ ಸೈನ್ ರಾಜ್ಯ
தானியங்கி சார்பு இழப்பீடு,ಸ್ವಯಂಚಾಲಿತ ಪಕ್ಷಪಾತ ಪರಿಹಾರ
abcoulom,abcoulom
"பிறழ்வு, பிறழ்வு","ವಿಪಥನ, ವಿಪಥನ"
பிறழ்வு திருத்தி லென்ஸ்,ವಿಪಥನ ಸರಿಪಡಿಸುವ ಮಸೂರ
வானம் பிறழ்வு,ಆಕಾಶ ವಿಪಥನ
அபராட்,abfarad
எபென்ரி,ಎಬೆನ್ರಿ
கருங்காலி விளைவு,ಎಬೊನಿ ಎಫೆಕ್ಟ್
அசாதாரண துருவமுனைப்பு,ಅಸಹಜ ಧ್ರುವೀಕರಣ
அசாதாரண பரிமாற்றம்,ಅಸಹಜ ಪ್ರಸರಣ
அமானுஷ்ய பிரதிபலிப்பு,ಅಧಿಸಾಮಾನ್ಯ ಪ್ರತಿಬಿಂಬ
அசாதாரண ஒளிவிலகல்*,ಅಸಹಜ ವಕ್ರೀಭವನ*
அமானுஷ்ய எதிர்ப்பு,ಅಧಿಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧ
ab-om,ab-om
"முன்னுரிமை, தோல்வி","ಪ್ರಾಧಾನ್ಯತೆ, ವೈಫಲ್ಯ"
"இணைக்கப்பட்ட, வழக்கமாக, நின்று, துண்டிக்கப்பட்ட, துண்டு துண்டாக","ಲಗತ್ತಿಸಲಾಗಿದೆ, ಸಾಮಾನ್ಯವಾಗಿ, ನಿಂತಿರುವ, ಕತ್ತರಿಸಿದ, ವಿಭಜಿತ"
அடிக்கடி குதிக்கிறது,ಆಗಾಗ್ಗೆ ಜಿಗಿತಗಳು
கை*,ಕೈ*
பிரதிபலிப்பு இழந்தது,ಕಳೆದುಹೋದ ಪ್ರತಿಬಿಂಬ
ஸ்பெக்ட்ரம் காணவில்லை,ಸ್ಪೆಕ್ಟ್ರಮ್ ಕಾಣೆಯಾಗಿದೆ
"முழுமையான, முழுமையான, நிலையான, சரியான","ಸಂಪೂರ್ಣ, ಸಂಪೂರ್ಣ, ನಿರಂತರ, ಪರಿಪೂರ್ಣ"
முழுமையான முடுக்கம்,ಸಂಪೂರ್ಣ ವೇಗವರ್ಧನೆ
முழுமையான உண்மை,ಸಂಪೂರ್ಣ ವಾಸ್ತವ
முழுமையான முகவரி,ಸಂಪೂರ್ಣ ವಿಳಾಸ
புவிசார்ந்த உயரமானி,ಜಿಯೋರೆಲೇಟಿವ್ ಅಲ್ಟಿಮೀಟರ್
புவியியல் உயரம்,ಭೂವೈಜ್ಞಾನಿಕ ಎತ್ತರ
முழுமையான ஆம்பியர்,ಸಂಪೂರ್ಣ ಆಂಪಿಯರ್
முழுமையான கொதிநிலை,ಸಂಪೂರ್ಣ ಕುದಿಯುವ ಬಿಂದು
முழுமையான ஒளிர்வு,ಸಂಪೂರ್ಣ ಪ್ರಕಾಶಮಾನತೆ
முழுமையான கொள்ளளவு,ಸಂಪೂರ್ಣ ಸಾಮರ್ಥ್ಯ
முழுமையான உயரம்,ಸಂಪೂರ್ಣ ಎತ್ತರ
முழுமையான நிறமி,ಸಂಪೂರ್ಣ ವರ್ಣದ್ರವ್ಯ
"முழுமையான கட்டமைப்பு, தெளிவற்ற கட்டமைப்பு","ಸಂಪೂರ್ಣ ಸಂರಚನೆ, ನಿಸ್ಸಂದಿಗ್ಧವಾದ ಸಂರಚನೆ"
முழுமையான கூலம்,ಸಂಪೂರ್ಣ ಕೂಲಂಬ್
முழு இருள்,ಸಂಪೂರ್ಣ ಕತ್ತಲೆ
முழுமையான திட்டமிடல்,ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ
முழுமையான அடர்த்தி*,ಸಂಪೂರ್ಣ ಸಾಂದ್ರತೆ*
முழுமையான வடிகால்,ಸಂಪೂರ್ಣ ಒಳಚರಂಡಿ
முழுமையான EMU (மின்காந்த அலகு),ಸಂಪೂರ್ಣ EMU (ವಿದ್ಯುತ್ಕಾಂತೀಯ ಘಟಕ)
முழுமையான ESU (நிலையான அலகு),ಸಂಪೂರ್ಣ ESU (ಸ್ಥಾಯಿ ವಿದ್ಯುತ್ ಘಟಕ)
முழுமையான செயல்திறன்,ಸಂಪೂರ್ಣ ದಕ್ಷತೆ
முழுமையான எலக்ட்ரோமீட்டர்,ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್
முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்,ಸಂಪೂರ್ಣ ಆವರ್ತನ ಸಂಪೂರ್ಣ ಆವರ್ತನ
முழுமையான ஈரப்பதம்,ಸಂಪೂರ್ಣ ಆರ್ದ್ರತೆ
முழுமையான நிகழ்வு,ಸಂಪೂರ್ಣ ಘಟನೆ
முழுமையான ஒளிவிலகல் குறியீடு,ಸಂಪೂರ್ಣ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ
முழுமையான உறுதியற்ற தன்மை,ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ
முழுமையான உறுதியற்ற தன்மை,ಸಂಪೂರ್ಣ ಅಸ್ಥಿರತೆ
"முழுமையான தீவிரம், முழுமையான தீவிரம்","ಸಂಪೂರ್ಣ ತೀವ್ರತೆ, ಸಂಪೂರ್ಣ ತೀವ್ರತೆ"
ஆஸ்தீனியாவின் முழுமையான வரம்பு,ಅಸ್ತೇನಿಯಾದ ಸಂಪೂರ್ಣ ಮಿತಿ
முழுமையான வெளிச்சம் சன்னல்,ಸಂಪೂರ್ಣ ಪ್ರಕಾಶದ ಸಿಲ್
முழுமையான ஒளி வளைவு,ಸಂಪೂರ್ಣ ಬೆಳಕಿನ ಕರ್ವ್
முழுமையான அளவு,ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ
முழுமையான காற்றழுத்தமானி,ಸಂಪೂರ್ಣ ಮಾಪಕ
உச்ச உச்ச,ಸರ್ವೋಚ್ಚ ಸರ್ವೋಚ್ಚ
முழுமையான தீவிர,ಸಂಪೂರ್ಣ ವಿಪರೀತ
முற்றிலும் குறைந்த,ಸಂಪೂರ್ಣ ಕಡಿಮೆ
முழுமையான வேகம்,ಸಂಪೂರ್ಣ ಆವೇಗ
முழுமையான வேகம்,ಸಂಪೂರ್ಣ ವೇಗ
முழுமையான இசை,ಸಂಪೂರ್ಣ ಸಂಗೀತ
முழுமையான கவனிப்பு,ಸಂಪೂರ್ಣ ವೀಕ್ಷಣೆ
முழுமையான ஓம்,ಸಂಪೂರ್ಣ ಓಂ
முழுமையான நோக்குநிலை,ಸಂಪೂರ್ಣ ದೃಷ್ಟಿಕೋನ
முழுமையான எலக்ட்ரோநெக்டிவிட்டி,ಸಂಪೂರ್ಣ ಎಲೆಕ್ಟ್ರೋನೆಜಿಟಿವಿಟಿ
முழுமையான ஈர்ப்பு,ಸಂಪೂರ್ಣ ಗುರುತ್ವಾಕರ್ಷಣೆ
முழுமையான அழுத்தம்,ಸಂಪೂರ್ಣ ಒತ್ತಡ
முழுமையான சொத்து,ಸಂಪೂರ್ಣ ಆಸ್ತಿ
முழுமையான அளவிடல்,ಸಂಪೂರ್ಣ ಸ್ಕೇಲಾರ್
வெப்பநிலையின் இறுதி அளவு*,ತಾಪಮಾನದ ಸಂಪೂರ್ಣ ಪ್ರಮಾಣ*
"absolute synchrony, absolute synchrony","ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ, ಸಂಪೂರ್ಣ ಸಿಂಕ್ರೊನಿ"
முழுமையான மன அழுத்தம்,ಸಂಪೂರ್ಣ ಒತ್ತಡ
முழுமையான சமச்சீர்,ಸಂಪೂರ್ಣ ಸಮ್ಮಿತಿ
முழுமையான இயக்க உடல்,ಸಂಪೂರ್ಣ ಚಲನೆಯ ದೇಹ
முழுமையான அலகு அமைப்பு,ಸಂಪೂರ್ಣ ಘಟಕ ವ್ಯವಸ್ಥೆ
முழுமையான வெப்பநிலை,ಸಂಪೂರ್ಣ ತಾಪಮಾನ
முழுமையான நேரம்,ಸಂಪೂರ್ಣ ಸಮಯ
முழுமையான அலகுகள்,ಸಂಪೂರ್ಣ ಘಟಕಗಳು
துல்லியமான மதிப்பு,ಸಂಪೂರ್ಣ ಮೌಲ್ಯ
முழு எண் கால்குலேட்டர்,ಪೂರ್ಣಾಂಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
முழுமையான வேகம்,ಸಂಪೂರ್ಣ ವೇಗ
முழுமையான பாகுத்தன்மை,ಸಂಪೂರ್ಣ ಸ್ನಿಗ್ಧತೆ
முழுமையான எடை,ಸಂಪೂರ್ಣ ತೂಕ
முழுமையான பூஜ்ஜியம்*,ಸಂಪೂರ್ಣ ಶೂನ್ಯ*
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,ಶೂನ್ಯದ ಸಂಪೂರ್ಣ ಭಾಜಕ
உறிஞ்சி,ಹೀರಿಕೊಳ್ಳುತ್ತವೆ
உறிஞ்சுதல் குறியீடு*,ಹೀರಿಕೊಳ್ಳುವ ಸೂಚ್ಯಂಕ*
உறிஞ்சப்பட்ட ஆற்றல்,ಹೀರಿಕೊಳ್ಳಲ್ಪಟ್ಟ ಶಕ್ತಿ
"உறிஞ்சும், உறிஞ்சும்","ಹೀರಿಕೊಳ್ಳುವ, ಹೀರಿಕೊಳ್ಳುವ"
உறிஞ்சும் ஊடகம்*,ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ*
உறிஞ்சும் திறன்,ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
உறிஞ்சுதல்,ಹೀರಿಕೊಳ್ಳುವಿಕೆ
உறிஞ்சும் அளவி*,ಹೀರಿಕೊಳ್ಳುವ ಮಾಪಕ*
உறிஞ்சும் அளவீடு*,ಅಬ್ಸಾರ್ಪ್ಟಿಯೋಮೆಟ್ರಿ*
உறிஞ்சுதல்,ಹೀರಿಕೊಳ್ಳುವಿಕೆ
உறிஞ்சுதல் - இசைக்குழு*,ಹೀರಿಕೊಳ್ಳುವಿಕೆ - ಬ್ಯಾಂಡ್*
உறிஞ்சுதல் சுற்று,ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್
உறிஞ்சுதல் குணகம்,ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ
உறிஞ்சுதல் நெடுவரிசை,ಹೀರಿಕೊಳ್ಳುವ ಕಾಲಮ್
உறிஞ்சுதல் மாறிலி,ಹೀರುವಿಕೆ ಸ್ಥಿರ
உறிஞ்சுதல் தொடர்ச்சி,ಹೀರಿಕೊಳ್ಳುವ ನಿರಂತರತೆ
உறிஞ்சுதல் மண்டலம்,ಹೀರಿಕೊಳ್ಳುವ ವಲಯ
உறிஞ்சுதல் மின்னோட்டம்,ಹೀರಿಕೊಳ್ಳುವ ಪ್ರಸ್ತುತ
உறிஞ்சுதல் வளைவு*,ಹೀರಿಕೊಳ್ಳುವ ವಕ್ರರೇಖೆ*
உறிஞ்சுதல் முறிவு,ಹೀರಿಕೊಳ್ಳುವ ಮುರಿತ
உறிஞ்சுதல் மைய,ಹೀರಿಕೊಳ್ಳುವ ಕೋರ್
உறிஞ்சுதல் காரணி,ಹೀರಿಕೊಳ್ಳುವ ಅಂಶ
உறிஞ்சுதல் வடிகட்டி,ಹೀರಿಕೊಳ್ಳುವ ಫಿಲ್ಟರ್
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,ಹೀರಿಕೊಳ್ಳುವ ಜ್ವಾಲೆಯ ಫೋಟೊಮೆಟ್ರಿ*
உறிஞ்சும் ஹைக்ரோமீட்டர்,ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್
உறிஞ்சுதல் அடுக்கு,ಹೀರಿಕೊಳ್ಳುವ ಘಾತ
உறிஞ்சுதல் விளிம்பு,ಹೀರಿಕೊಳ್ಳುವಿಕೆ ಕನಿಷ್ಠ
உறிஞ்சுதல் வரி,ಹೀರಿಕೊಳ್ಳುವ ರೇಖೆ
உறிஞ்சுதல் இழப்பு,ಹೀರಿಕೊಳ್ಳುವ ನಷ್ಟ
உறிஞ்சுதல் பண்பேற்றம்,ಹೀರಿಕೊಳ್ಳುವ ಮಾಡ್ಯುಲೇಶನ್
ஒளி உறிஞ்சுதல்,ಬೆಳಕಿನ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,ವಿಕಿರಣ ಶಕ್ತಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
உறிஞ்சுதல் உச்சம்,ಹೀರಿಕೊಳ್ಳುವ ಗರಿಷ್ಠ
உறிஞ்சுதல் ஒளி அளவீடு,ಹೀರಿಕೊಳ್ಳುವ ದ್ಯುತಿಮಾಪನ
உறிஞ்சுதல் விகிதம்,ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ
உறிஞ்சுதல் வரம்பு*,ಹೀರಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,ಹೀರಿಕೊಳ್ಳುವ ಸ್ಪೆಕ್ಟ್ರಮ್ ಫೋಟೋಮೆಟ್ರಿ*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,ಹೀರಿಕೊಳ್ಳುವ ವರ್ಣಪಟಲ*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ, ಹೀರಿಕೊಳ್ಳುವ ಕೊಳವೆ"
உறிஞ்சும் ஹைக்ரோமீட்டர்,ಹೀರಿಕೊಳ್ಳುವ ಹೈಗ್ರೋಮೀಟರ್
உறிஞ்சக்கூடிய*,ಹೀರಿಕೊಳ್ಳುವ*
உறிஞ்சும் ஆவியாக்கி,ಹೀರಿಕೊಳ್ಳುವ ಬಾಷ್ಪೀಕರಣ
உறிஞ்சுதல் சட்டம்*,ಹೀರಿಕೊಳ್ಳುವ ಕಾನೂನು*
உறிஞ்சுதல் ஊடகம்,ಹೀರಿಕೊಳ್ಳುವ ಮಾಧ್ಯಮ
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","ಹೀರಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ, ಹೀರಿಕೊಳ್ಳುವಿಕೆ*"
உறிஞ்சுதல்*,ಹೀರಿಕೊಳ್ಳುವಿಕೆ*
ஸ்டூடியோ அலங்காரம்,ಸ್ಟುಡಿಯೋ ಅಲಂಕಾರ
பன்மடங்கு விகிதம்,ಬಹುಸಂಖ್ಯೆಯ ಅನುಪಾತ
கைவிடு,abvolt
பற்றி,ಸುಮಾರು
முடுக்கி,ವೇಗವನ್ನು
முடுக்கம்-நிறுத்த தூரம்,ವೇಗವರ್ಧನೆ-ನಿಲುಗಡೆ ಅಂತರ
விரைந்தார்,ಆತುರಪಟ್ಟರು
விரைவான நேர விளைவு சோதனை,ತ್ವರಿತ ಸಮಯದ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
விரைவான ஓட்டம்,ತ್ವರಿತ ಹರಿವು
விரைவான வேகம்,ತ್ವರಿತ ಗತಿ
விரைவான உடல்,ತ್ವರಿತ ದೇಹ
முடுக்கி எடை,ವೇಗವರ್ಧಕ ತೂಕ
முடுக்கி மின்முனை*,ವೇಗವರ್ಧಕ ವಿದ್ಯುದ್ವಾರ*
முடுக்கி நேரம்*,ವೇಗವರ್ಧಕ ಸಮಯ*
முடுக்கி கட்டம்,ವೇಗವರ್ಧಕ ಹಂತ
முடுக்கி விகிதம்,ವೇಗವರ್ಧಕ ದರ
முடுக்கி மின்னழுத்தம்*,ವೇಗವರ್ಧಕ ವೋಲ್ಟೇಜ್*
முடுக்கம்,ವೇಗವರ್ಧನೆ
துரிதப்படுத்தப்பட்ட எரிப்பு,ವೇಗವರ್ಧಿತ ದಹನ
முடுக்கம் குணகம்,ವೇಗವರ್ಧಕ ಗುಣಾಂಕ
முடுக்கம் கூறு,ವೇಗವರ್ಧಕ ಘಟಕ
புவியீர்ப்பு காரணமாக முடுக்கம்,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಂದಾಗಿ ವೇಗವರ್ಧನೆ
முடுக்கம் காரணி,ವೇಗವರ್ಧಕ ಅಂಶ
துரிதப்படுத்தப்பட்ட கட்டணம்,ವೇಗವರ್ಧಿತ ಚಾರ್ಜ್
ஈர்ப்பு முடுக்கம்,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ವೇಗವರ್ಧನೆ
முடுக்கம் சாத்தியம்,ವೇಗವರ್ಧಕ ಸಾಮರ್ಥ್ಯ
முடுக்கம் சட்டம்,ವೇಗವರ್ಧಕ ಕಾನೂನು
முடுக்கம் செயல்முறை,ವೇಗವರ್ಧಕ ಪ್ರಕ್ರಿಯೆ
முடுக்கம் மண்டலம்,ವೇಗವರ್ಧಕ ವಲಯ
முடுக்கம் முறை,ವೇಗವರ್ಧಕ ವಿಧಾನ
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","ವೇಗವರ್ಧಕ ಸಹಿಷ್ಣುತೆ, ವೇಗವರ್ಧನೆ ಸಹಿಷ್ಣುತೆ"
முடுக்கம் திசையன்,ವೇಗವರ್ಧಕ ವೆಕ್ಟರ್
முடுக்கம்-மின்னழுத்தம்,ವೇಗವರ್ಧನೆ-ವೋಲ್ಟೇಜ್
முடுக்கம் அலை,ವೇಗವರ್ಧಕ ತರಂಗ
முடுக்கி,ವೇಗವರ್ಧಕ
"முடுக்கி, முடுக்கி*","ವೇಗಗೊಳಿಸು, ವೇಗವರ್ಧಕ*"
முடுக்கி சமன்பாடு,ವೇಗವರ್ಧಕ ಸಮೀಕರಣ
முடுக்கி*,ವೇಗವರ್ಧಕ*
முடுக்கமானி,ವೇಗವರ್ಧಕ
முடுக்கமானி பொருத்தம்,ವೇಗವರ್ಧಕ ಹೊಂದಾಣಿಕೆ
முன் அழுத்தம் கொடுப்பவர்,ಪ್ರಿಸ್ಟ್ರೆಸರ್
சரியான எழுத்துக்கள்,ಮಾನ್ಯ ಅಕ್ಷರಗಳು
ஏற்றுக்கொள்ளும் கோணம்,ಸ್ವೀಕಾರ ಕೋನ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,ಸ್ವೀಕಾರ ವಿವರಣೆ
ஏற்றுக்கொள்ளக்கூடிய சோதனை,ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ
"ஏற்பவர்*, ஏற்பவர்","ಸ್ವೀಕರಿಸುವವರು*, ಸ್ವೀಕರಿಸುವವರು"
ஏற்பி அணு,ಗ್ರಾಹಕ ಪರಮಾಣು
ஏற்பி பிணைப்பு,ಗ್ರಾಹಕ ಬಂಧ
பெறுதல் சுற்று,ರಿಸೀವರ್ ಸರ್ಕ್ಯೂಟ್
ஏற்பி நிலை,ಗ್ರಾಹಕ ಮಟ್ಟ
நன்கொடையாளர் மூலக்கூறு,ದಾನಿ ಅಣು
ஏற்பி சொத்து,ಗ್ರಾಹಕ ಆಸ್ತಿ
ஏற்பி சொத்து நிலை,ಗ್ರಾಹಕ ಆಸ್ತಿ ಮಟ್ಟ
முடுக்கி குழாய்,ವೇಗವರ್ಧಕ ಮೆದುಗೊಳವೆ
"அணுகல், காத்திருப்பு, அணுகல்","ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶ"
புஜை அணுகவும்,ಭುಜ್ ಅನ್ನು ಪ್ರವೇಶಿಸಿ
அணுகல் அமைப்பு,ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ
அணுகல் நேரம்,ಪ್ರವೇಶ ಸಮಯ
அணுகல்,ಪ್ರವೇಶಿಸುವಿಕೆ
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","ಹೆಚ್ಚುವರಿ, ಸಹಾಯಕ, ಪರಿಕರಗಳು (v, ), ಬಿಡಿಭಾಗಗಳು"
கூடுதல் கட்டுப்பாடுகள்,ಹೆಚ್ಚುವರಿ ನಿರ್ಬಂಧಗಳು
தற்செயல்,ಕಾಕತಾಳೀಯ
தற்செயலான திருத்தம்,ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ
தற்செயலான உயிர் உருவாக்கம்,ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ
தற்செயலான திசைதிருப்பல்,ಆಕಸ್ಮಿಕ ತಿರುವು
பார்வையாளர் பிழை,ಸಂದರ್ಶಕರ ದೋಷ
"திடீர் நிறுத்தம், திடீர் கவ்வி","ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್"
தற்செயலான பரிமாற்றம்,ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ
சீரற்ற மாறுபாடு,ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ
சரிசெய்தல்,ಹೊಂದಾಣಿಕೆ
அமைந்துள்ளது,ನೆಲೆಗೊಂಡಿದೆ
திரட்டப்பட்ட பிழை,ಸಂಚಿತ ದೋಷ
"திரட்சி, குவிப்பு","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
ஆற்றல் சேமிப்பு,ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ
திரட்டி*,ಸಂಚಯಕ*
துல்லியம்,ನಿಖರತೆ
யதார்த்தம்,ರಿಯಾಲಿಟಿ
உண்மையான கருவி கவனிப்பு,ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ
துல்லியமான வரம்பு குறிப்பான்,ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್
துல்லியமான ஸ்கேனிங்,ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
பயிற்சி,ಅಭ್ಯಾಸ
முடுக்கி செல்*,ವೇಗವರ್ಧಕ ಕೋಶ*
நிறமற்ற லென்ஸ்*,ವರ್ಣರಹಿತ ಮಸೂರ*
நிறமற்ற*,ವರ್ಣರಹಿತ*
நிறமற்ற பகுப்பாய்வி,ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ
அதிர்வெண் நடுநிலை ஆண்டெனா,ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ
நிறமற்ற வடிவம்,ವರ್ಣರಹಿತ ಆಕಾರ
நிறமற்ற விளிம்பு,ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್
நிறமற்ற லென்ஸ்*,ವರ್ಣರಹಿತ ಮಸೂರ*
நிறமற்ற புள்ளி பாதை,ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ
நிறமற்ற லென்ஸ்,ವರ್ಣರಹಿತ ಮಸೂರ
வண்ணப் பட்டகம்,ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್
வண்ணமயமான தொலைநோக்கி,ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ
நிறமற்ற தன்மை*,ವರ್ಣರಹಿತತೆ*
நிறமாற்றம்*,ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*
நிறமற்ற தன்மை*,ವರ್ಣರಹಿತತೆ*
"மீள், பயனற்ற, பயனற்ற","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್"
மினியேச்சர் வால்வு,ಚಿಕಣಿ ಕವಾಟ
அகோஃபோனி,ಅಕೋಫೋನಿ
ஒலியியல்,ಅಕೌಸ್ಟಿಕ್
ஒலி உறிஞ்சுதல்,ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ஒலியியல் குறைப்பு குணகம்,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ
ஒலிக் குறைப்பு,ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ
ஒலி திருடன் அலாரம்,ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ
ஒலியியல் கொள்ளளவு,ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್
கேட்கும் மையம்,ಶ್ರವಣ ಕೇಂದ್ರ
ஒலியியல் விளக்கம்,ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ
ஒலி உறை,ಅಕೌಸ್ಟಿಕ್ ಕವರ್
ஒலி பதில்,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ஒலியியல் கூறு,ಅಕೌಸ್ಟಿಕ್ ಘಟಕ
ஒலி கடத்துத்திறன்,ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ
ஒலி தணித்தல்,ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್
ஒலி சிதறல்,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
ஒலி ஹேக்கர்,ಧ್ವನಿ ಹ್ಯಾಕರ್
ஒலி ஆற்றல்*,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*
ஒலி ஆற்றல் சமன்பாடு,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ
ஒலி சமன்பாடு,ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ
