Bengali,Punjabi
সংলগ্ন ছবি ক্যারিয়ার,ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ
সংলগ্ন সাউন্ড ক্যারিয়ার,ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ
সংলগ্ন স্টেশন,ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ
সামঞ্জস্যযোগ্য,ਵਿਵਸਥਤ
সামঞ্জস্যযোগ্য কনডেন্সার,ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ
সামঞ্জস্য চাপ,ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ
সামঞ্জস্য করা রেঞ্চ,ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ
সামঞ্জস্য,ਵਿਵਸਥਾ
প্রশাসক,ਪ੍ਰਬੰਧਕ
উন্নত প্রযুক্তি,ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ
এরিয়াল,ਏਰੀਅਲ
এরিয়াল অ্যারে,ਏਰੀਅਲ ਐਰੇ
এরিয়াল বুস্টার,ਏਰੀਅਲ ਬੂਸਟਰ
এরিয়াল কারেন্ট,ਏਰੀਅਲ ਮੌਜੂਦਾ
এরিয়াল আর্থিং সুইচ,ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ
বায়বীয় দক্ষতা,ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ
বায়বীয় প্রতিবন্ধকতা,ਏਰੀਅਲ ਰੁਕਾਵਟ
এরিয়াল ইন্ডাক্ট্যান্স,ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ
এরিয়াল ইনসুলেটর,ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ
এরিয়াল লোডিং কয়েল,ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ
আকাশ থেকে ছবি তোলা,ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ
বায়বীয় শক্তি,ਏਰੀਅਲ ਪਾਵਰ
বায়বীয় বিকিরণ পুনর্নির্মাণ,ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ
বায়বীয় বিক্রিয়া,ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ
এয়ারোডাইনামিক্স,ਐਰੋਡਾਇਨਾਮਿਕਸ
এজেন্সি,ਏਜੰਸੀ
বায়ু সংকোচকারী,ਏਅਰ ਕੰਪ੍ਰੈਸਰ
এয়ার কনডেন্সার,ਏਅਰ ਕੰਡੈਂਸਰ
ঠান্ডা বাতাস,ਹਵਾ ਠੰ .ੀ
বায়ু কর্ড কয়েল,ਏਅਰ ਕੋਰਡ ਕੋਇਲ
এয়ারকন্ডিশনিং,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
আলবেডো,ਅਲਬਾਡੋ
অ্যালগরিদম,ਐਲਗੋਰਿਦਮ
এলিয়াসিং,ਅਲਾਇਸਿੰਗ
সারিবদ্ধ,ਐਲਿੰਗਿੰਗ
প্রান্তিককরণ,ਅਲਾਈਨਮੈਂਟ
সমস্ত তরঙ্গ বিমান,ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ
বরাদ্দ,ਅਲਾਟਮੈਂਟ
বর্ণমালা,ਵਰਣਮਾਲਾ
বর্ণমালা,ਅਲਫਾਨੁਮਿਕ
আলফানিউমেরিক চরিত্র,ਅੱਖਰ ਅੱਖਰ
আলফানিউমেরিক তথ্য,ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ
বিকল্প বর্তমান (এ.সি.),ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.)
বিকল্প,ਬਦਲਵਾਂ
বিকল্প,ਅਲਟਰਨੇਟਰ
উচ্চতা,ਉਚਾਈ
অপোজির উচ্চতা,ਅਗੇਬੀ ਦੀ ਉਚਾਈ
পেরিগির উচ্চতা,ਚਰਿੱਜ ਦੀ ਉਚਾਈ
অপেশাদার রেডিও যোগাযোগ,ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ
পরিবেশ,ਮਾਹੌਲ
পরিবেশ মাইক্রোফোন,ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ
পরিবেষ্টিত অবস্থা,ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ
পরিবেষ্টনকারী আলো,ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ
পরিবেষ্টিত শব্দ,ਅੰਬੀਨਟ ਸ਼ੋਰ
পরিবেষ্টিত তাপমাত্রা,ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ
আমেরিকান স্ট্যান্ডার্ড কোড,ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ
অ্যাম্পিয়ার,ਐਂਪੀਅਰ
অ্যাম্পের মিটার,ਐਂਪਰ ਮੀਟਰ
পরিবর্ধন,ਸਹਾਇਕਤਾ
প্রশস্তকরণ ফ্যাক্টর,ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ
পরিবর্ধক,ਐਂਪਲੀਫਾਇਰ
পরিবর্ধক লাভ,ਐਂਪਲੀਫਾਇਰ ਲਾਭ
পরিবর্ধক শব্দ,ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ
পরিবর্ধক সরঞ্জাম,ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ
ক্লাইস্ট্রনকে প্রশস্তকরণ,ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ
পরিবর্ধক ইউনিট,ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ
প্রশস্ততা,ਐਪਲੀਟਿ .ਡ
প্রশস্ততা বিকৃতি,ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ
প্রশস্ততা ভ্রমণ,ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ
প্রশস্ততা ফ্যাক্টর,ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ
প্রশস্ততা সীমাবদ্ধ,ਐਪਲੀਟਿ .ਡ ਸੀਮਾ
প্রশস্ততা মোডুলেটেড,ਐਪਲੀਟਿ .ਡ
প্রশস্ততা মড্যুলেশন,ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ
অ্যানালগ (অ্যানালগ),ਐਨਾਲਾਗ (ਐਨਾਲਾਗ)
অ্যানালগ সার্কিট,ਐਨਾਲਾਗ ਸਰਕਿਟ
অ্যানালগ কম্পিউটার,ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ
অ্যানালগ রেডিও ফ্রিকোয়েন্সি চ্যানেল,ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ
অ্যানালগ উপস্থাপনা,ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ
এনালগ সংকেত,ਐਨਾਲਾਗ ਸਿਗਨਲ
ডিজিটাল অ্যানালগ,ਐਨਾਲਾਗ ਡਿਜੀਟਲ
ডিজিটাল কনভার্টারে অ্যানালগ,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
অ্যানালগ ভিডিও,ਐਨਾਲਾਗ ਵੀਡੀਓ
সাদৃশ্য,ਸਮਾਨ
উপমা,ਸਮਾਨਤਾ
বিশ্লেষণ,ਵਿਸ਼ਲੇਸ਼ਣ
ডেটা বিশ্লেষণ,ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ
বিশ্লেষণাত্মক ঘনত্ব,ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ
বিশ্লেষণ করুন,ਵਿਸ਼ਲੇਸ਼ਣ
বিশ্লেষক,ਵਿਸ਼ਲੇਸ਼ਕ
আনুষঙ্গিক সরঞ্জাম,Ancilliay ਉਪਕਰਣ
এবং গেট,ਅਤੇ ਗੇਟ
কলিমেশন কোণ,ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ
মেরুকরণের কোণ,ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ
ঘূর্ণনের কোণ,ਘੁੰਮਣ ਦਾ ਕੋਣ
অ্যাংস্ট্রোম (Å),ਐਂਗਟਰੋਮ (å)
কৌণিক,ਕੋਣੀ
কৌণিক ত্বরণ,ਕੋਣੀ ਪ੍ਰਵੇਗ
কৌণিক সমন্বয়,ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ
কৌণিক ডিফ্লেশন,ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ
কৌণিক বিচ্ছুরণ,ਐਂਗੂਲਰ ਫੈਲਾਅ
কৌণিক স্থানচ্যুতি,ਕੋਣੀ ਵਿਸਥਾਪਨ
কৌণিক ত্রুটি,ਐਂਗਲੇਰ ਐਰਰ
কৌণিক কম্পাংক,ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
কৌণিক ভরবেগ,ਕੋਣੀ ਗਤੀ
কৌণিক গতি,ਕੋਣੀ ਮੋਸ਼ਨ
কৌণিক বেগ,ਐਂਗਲੇਰ ਵੇਗ
অ্যানিমেশন,ਐਨੀਮੇਸ਼ਨ
আনোড,ਐਨੋਡ
আনোড ব্যাটারি,ਐਨੋਡ ਬੈਟਰੀ
অ্যানোড বৈশিষ্ট্য,ਐਨੋਡ ਗੁਣ
আনোড সার্কিট,ਅਨੋਡ ਸਰਕਟ
অ্যানোড অপচয়,ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ
আনোড দক্ষতা,ਐਨੋਡ ਕੁਸ਼ਲਤਾ
আনোড ইনপুট শক্তি,ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ
অ্যানোড মড্যুলেশন,ਐਡੀਡ ਦੀ ਵਰਤੋਂ
অ্যান্টেনা,ਐਂਟੀਨਾ
অ্যান্টেনা বিমউইথ,ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ
অ্যান্টেনা বুস্টার,ਐਂਟੀਨਾ ਬੂਸਟਰ
অ্যান্টেনা চেঞ্জওভার সুইচ,ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ
অ্যান্টেনা কয়েল,ਐਂਟੀਨਾ ਕੋਇਲ
অ্যান্টেনা কনফিগারেশন,ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ
অ্যান্টেনা কাপলার,ਐਂਟੀਨਾ ਕਪਲਰ
অ্যান্টেনা ক্রস পোলার প্যাটার্ন,ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ
অ্যান্টেনা কারেন্ট,ਐਂਟੀਨਾ ਮੌਜੂਦਾ
অ্যান্টেনা ডাইরেক্টিভিটি লাভ,ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ
অ্যান্টেনা ডুপ্লেক্সার,ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ
অ্যান্টেনা কার্যকর অঞ্চল,ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ
অ্যান্টেনা দক্ষতা,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
অ্যান্টেনা ফিড,ਐਂਟੀਨਾ ਫੀਡ
অ্যান্টেনা ফুট প্রিন্ট,ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ
এন্টেনা,ਐਂਟੀਨਾ ਲਾਭ
অ্যান্টেনার উচ্চতা,ਐਂਟੀਨਾ ਉਚਾਈ
অ্যান্টেনা প্রতিবন্ধকতা,ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ
অ্যান্টেনা ইন্ডাক্ট্যান্স,ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ
অ্যান্টেনা প্যাটার্ন,ਐਂਟੀਨਾ ਪੈਟਰਨ
অ্যান্টেনা প্লেক্সার,ਐਂਟੀਨਾ ਪਲੇਕਸਰ
অ্যান্টেনা মেরুকরণ,ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ
অ্যান্টেনা শক্তি,ਐਂਟੀਨਾ ਪਾਵਰ
অ্যান্টেনা পাওয়ার লাভ,ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ
অ্যান্টেনা বিকিরণ প্রতিরোধের,ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ
অ্যান্টেনা প্রতিক্রিয়া,ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ
অ্যান্টেনা প্রতিচ্ছবি,ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ
অ্যান্টেনা প্রতিরোধের,ਐਂਟੀਨਾ ਟਾਕਰੇ
অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি,ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ
অ্যান্টেনা ব্যবধান,ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ
অ্যান্টেনা স্যুইচিং রুম,ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ
অ্যান্টেনা টিউনিং কয়েল,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ
অ্যান্টেনা টিউনিং হাট,ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ
অ্যাপারচার,ਅਪਰਚਰ
অপোজি,ਅਪੋਜੀ
অ্যাপোজি রকেট,ਅਪੋਜੀ ਰਾਕੇਟ
যন্ত্রপাতি,ਉਪਕਰਣ
আপাত,ਸਪੱਸ਼ਟ
অ্যাপলেট,ਐਪਲਿਟ
আবেদন,ਐਪਲੀਕੇਸ਼ਨ
আনুমানিক,ਲਗਭਗ
জলীয় সমাধান,Aquive ਹੱਲ
আর্ক,ਆਰਕ
আর্কিটেকচার,ਆਰਕੀਟੈਕਚਰ
সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ
সংরক্ষণাগার,ਪੁਰਾਲੇਖ
গাণিতিক কোডিং,ਹਿਸਾਬ ਕੋਡਿੰਗ
আর্মার,ਆਰਮਚਰ
আর্ম্যাচার বাতাস,ਆਰਮਟਿ ure ਟਰ ਹਵਾ
অ্যারে,ਐਰੇ
অ্যারেস্টার,ਅਰੈਸਟਰ
বক্তৃতা,ਬਿਆਨ
আর্টিফ্যাক্ট (= আর্টফ্যাক্ট),ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ)
আরোহী,ਚੜ੍ਹਨਾ
আনুমানিক অনুপাত,ਆਕਾਰ ਅਨੁਪਾਤ
এসেম্বলার,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
দাবী,ਜ਼ੋਰ
অ্যাসাইনমেন্ট,ਅਸਾਈਨਮੈਂਟ
অ্যাসাইনমেন্ট চ্যানেল,ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ
অসম্পূর্ণ,ਅਸਮੈਟ੍ਰਿਕਲ
অ্যাসিঙ্ক্রোনাস,ਅਸਿੰਕਰੋਨਸ
বায়ুমণ্ডল,ਵਾਤਾਵਰਣ
বায়ুমণ্ডলীয় ক্ষতি,ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ
বায়ুমণ্ডলীয় শব্দ,ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ
বায়ুমণ্ডলীয় চাপ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
বায়ুমণ্ডলীয় প্রচার,ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ
বায়ুমণ্ডলীয় রেডিও-তরঙ্গ,ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ
বায়ুমণ্ডল,ਵਾਯੂਮੰਡਲ
পরমাণু,ਐਟਮ
পারমাণবিক গঠন,ਪ੍ਰਮਾਣੂ ਬਣਤਰ
সংযুক্তি,ਲਗਾਵ
মনোযোগ,ਪਟੀਸ਼ਨ
মনোযোগ ক্ষতি,ਅਟੁੱਟ ਨੁਕਸਾਨ
শব্দ তরঙ্গের মনোযোগ,ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ
অ্যাটেনুয়েটর,Attetuator
অ্যাটেনুয়েটর-প্যাড,ਐਟੀਟਨਿਟਰ-ਪੈਡ
অডিবিলিটি থ্রেশহোল্ড,ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ
শ্রুতিমধুর,ਸੁਣਨਯੋਗ
শ্রুতিমধুর ফ্রিকোয়েন্সি,ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ
শ্রুতিমধুর সুর,ਸੁਣਨਯੋਗ ਧੁਨ
শ্রুতি-বর্ণালী,ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ
শ্রোতা,ਹਾਜ਼ਰੀਨ
শ্রুতি,ਆਡੀਓ
অডিও পরিবর্ধক,ਆਡੀਓ ਅਮਲੀਫਾਇਰ
অডিও বিশ্লেষক,ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ
অডিও সম্প্রচার,ਆਡੀਓ ਪ੍ਰਸਾਰਣ
অডিও কেবল,ਆਡੀਓ ਕੇਬਲ
অডিও চেইন,ਆਡੀਓ ਚੇਨ
অডিও কোডেক,ਆਡੀਓ ਕੋਡਕ
অডিও সংক্ষেপণ,ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ
অডিও সংক্ষেপক,ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ
অডিও কনসোল,ਆਡੀਓ ਕੰਸੋਲ
অডিও বিকৃতি,ਆਡੀਓ ਵਿਗਾੜ
অডিও গতিশীল পরিসীমা,ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ
অডিও ফাইল ফর্ম্যাট,ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ
অডিও ফ্রেম ফর্ম্যাট,ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
অডিও ফ্রিকোয়েন্সি জেনারেটর,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ
অডিও ফ্রিকোয়েন্সি ব্যাপ্তি,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ
অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ
অডিও সীমাবদ্ধ,ਆਡੀਓ ਸੀਮਾ
অডিও লাইন,ਆਡੀਓ ਲਾਈਨ
অডিও মিক্সার,ਆਡੀਓ ਮਿਕਸਰ
অডিও মড্যুলেশন,ਆਡੀਓ ਸੰਚਾਲਨ
অডিও দোলক,ਆਡੀਓ c ਸਿਲੇਟਰ
অডিও আউটপুট,ਆਡੀਓ ਆਉਟਪੁੱਟ
অডিও শক্তি,ਆਡੀਓ ਪਾਵਰ
অডিও মানের,ਆਡੀਓ ਕੁਆਲਟੀ
অডিও সংকেত,ਆਡੀਓ ਸਿਗਨਲ
অডিও সিগন্যাল প্রসেসিং,ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
অডিও বর্ণালী,ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ
অডিও স্টোরেজ,ਆਡੀਓ ਸਟੋਰੇਜ
অডিও সাব-ক্যারিয়ার,ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ
অডিও ট্রান্সফর্মার,ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ
অডিও ট্রান্সমিটার,ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ
অডিও/ভিডিও সংক্ষেপণ,ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ
অডিও-ফ্রিকোয়েন্সি দোলক,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ
অডিও-ফ্রিকোয়েন্সি সিগন্যাল,ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ
অডিওমেট্রি,ਆਡੀਓਮੈਟਰੀ
অডিও-ভিজ্যুয়াল সহায়তা,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ
শ্রুতি উপলব্ধি,ਆਡੀਟਰੀ ਧਾਰਨਾ
প্রমাণীকরণ,ਪ੍ਰਮਾਣਿਕਤਾ
অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি,ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ
অটো ক্যাড,ਆਟੋ ਕੈਡ
অটো ডায়াগনস্টিকস,ਆਟੋ ਨਿਦਾਨ
স্বয়ংক্রিয়,ਆਟੋਮੈਟਿਕ
স্বয়ংক্রিয় নিয়ন্ত্রণ,ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ
স্বয়ংক্রিয় সনাক্তকরণ,ਆਟੋਮੈਟਿਕ ਖੋਜ
স্বয়ংক্রিয় সরঞ্জাম,ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ
স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ,ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ
স্বয়ংক্রিয় সীমাবদ্ধ,ਆਟੋਮੈਟਿਕ ਸੀਮਾ
