Kannada,Punjabi
ಮಾನ್ಯವಾದ ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಟ್ಟ,ਵੈਧ ਭਰੋਸੇਯੋਗਤਾ ਪੱਧਰ
ಸ್ವೀಕಾರ ಮಾದರಿ,ਸਵੀਕ੍ਰਿਤੀ ਨਮੂਨਾ
ಸಂಚಿತ ದೋಷ,ਸੰਚਿਤ ਗਲਤੀ
ನಿಖರತೆ,ਸ਼ੁੱਧਤਾ
ಅನ್ವಯಿಸಿದ ಬಲ,ਲਾਗੂ ਫੋਰਸ
"ಕ್ರಿಯೆ, ಕಾರ್ಯ","ਕਾਰਵਾਈ, ਕੰਮ"
ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
ವಿಮಾ ವಿಜ್ಞಾನ,ਬੀਮਾ ਵਿਗਿਆਨ
ತೀವ್ರ ತ್ರಿಕೋನ,ਤੀਬਰ ਤਿਕੋਣ
ಅಸೈಕ್ಲಿಕ್,acyclic
ಒಟ್ಟುಗೂಡಿಸಲು,ਸੰਪੇਕਸ਼ਤ
ಸೇರಿಸುವವನು,ਜੋੜਨ ਵਾਲਾ
"ಮೊತ್ತ, ಸಂಕಲನ, ಸಂಕಲನ (ಸಿ.), ಸಂಯೋಜಕ (ವಿ.)","ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)"
ಯೋಗದ ಸೂತ್ರ,ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳ ಮೊತ್ತ,ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ
ಕಾರ್ಯಗಳ ಮೊತ್ತ,ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮೊತ್ತ,ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ
ಬಹುಪದಗಳ ಮೊತ್ತ,ਬਹੁਪਦ ਦਾ ਜੋੜ
ಸಂಭವನೀಯತೆಗಳ ಮೊತ್ತ,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
ವಾಹಕಗಳ ಮೊತ್ತ,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
"ಯೋಗ ಪ್ರಮೇಯ, ಬೆರ್ರಿ ಸಿದ್ಧಾಂತ,","ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ"
ಸಂಯೋಜಕ ಗುಂಪು,additive ਗਰੁੱਪ
ಸಂಯೋಜಕ ವಿಲೋಮ,additive ਉਲਟ
ಸೇರಿಸುವಿಕೆ,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
ಸೇರಿಸುವಿಕೆ,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
"ಪಕ್ಕದ, ಪಕ್ಕದ, ಪಕ್ಕದ","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
ಪಕ್ಕದ ಕೋನ,ਨੇੜੇ ਦੇ ਕੋਣ
ಪಕ್ಕದ ಶೃಂಗ,ਨੇੜੇ ਦਾ ਸਿਰਾ
ಸಂಯೋಜಿಸಲು,ਜੋੜਨ ਲਈ
"ಲಗತ್ತಿಸಲಾದ ಸುತ್ತುವರಿದ,",ਨੱਥੀ ਨੱਥੀ
ಸಾಮಾನ್ಯ ನಿರ್ಣಾಯಕ,ਆਮ ਨਿਰਣਾਇਕ
ಲಗತ್ತಿಸಲಾದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ
ಲಗತ್ತಿಸಲಾದ ಸಮೀಕರಣ,ਜੁੜੇ ਸਮੀਕਰਨ
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು,ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ,ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
ವಾಯುಬಲವಿಜ್ಞಾನ,ਐਰੋਡਾਇਨਾਮਿਕਸ
ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ,ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ
ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್,ਸਮਰੂਪ ਮੈਪਿੰਗ
ಏಕರೂಪದ ರೂಪಾಂತರ,ਸਮਰੂਪ ਤਬਦੀਲੀ
ಒಟ್ಟು ವೇರಿಯಬಲ್,ਕੁੱਲ ਵੇਰੀਏਬਲ
"ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ","algebra, algebra, algebra, algebra"
"ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ","ਬੀਜੀ ਬੰਦ, ਬੀਜੀ"
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ,ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
ಬೀಜಗಣಿತದ ಬಹುತ್ವ,ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
ಪರ್ಯಾಯ ಕೋನಗಳು,ਬਦਲਵੇਂ ਕੋਣ
"ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ,",ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ
ಪರ್ಯಾಯ ಗುಂಪು,ਵਿਕਲਪਕ ਸਮੂਹ
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ
ಪರ್ಯಾಯ ಸರಣಿ,ਵਿਕਲਪਿਕ ਲੜੀ
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್,ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,ਵਿਕਲਪਿਕ ਨਤੀਜਾ
ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ
"ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
ವಿಶ್ಲೇಷಣೆ,ਵਿਸ਼ਲੇਸ਼ਣ
ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ,ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ
ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ,ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ
ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ,ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ
ಕೋನ,ਕੋਣ
ಸ್ಪರ್ಶ ಕೋನ,ਸਪਰਸ਼ ਕੋਣ
ವಿಚಲನ ಕೋನ,ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ
ಖಿನ್ನತೆಯ ಕೋನ,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
ವಿಚಲನ ಕೋನ,ਭਟਕਣ ਕੋਣ
ವಿವರ್ತನೆಯ ಕೋನ,ਵਿਭਿੰਨ ਕੋਣ
ಎತ್ತರದ ಕೋನ,ਉਚਾਈ ਕੋਣ
ಘಟನೆಯ ಕೋನ,ਘਟਨਾ ਦਾ ਕੋਣ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
ವಕ್ರೀಭವನದ ಕೋನ,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
ತಿರುಗುವ ಕೋನ,ਰੋਟੇਸ਼ਨ ਕੋਣ
ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,ਕੋਣੀ ਪ੍ਰਵੇਗ
ಕೋನೀಯ ವೇಗ,ਕੋਣੀ ਵੇਗ
ಕೋನೀಯ ವೇಗ,ਕੋਣੀ ਗਤੀ
ಕೋನೀಯ ವೇಗ,ਕੋਣੀ ਵੇਗ
ಉಂಗುರದ ಬೆರಳು,ਰਿੰਗ ਉਂਗਲ
ಉತ್ತರ,ਜਵਾਬ
ಕೌಂಟರ್ ಉತ್ಪನ್ನ,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
ಸಮಮಾಪನ ಕಾರ್ಯ,isometric ਫੰਕਸ਼ਨ
"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ","ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ"
"ಅರ್ಜಿ ಅರ್ಜಿ,",ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
ಅನ್ವಯಿಕ ಗಣಿತ,ਲਾਗੂ ਗਣਿਤ
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,ਲਾਗੂ ਅੰਕੜੇ
"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು","ਲਗਭਗ, ਲਗਭਗ"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ"
ಅಂದಾಜು ಪರಿಹಾರ,ਅੰਦਾਜ਼ਨ ਹੱਲ
ಅಂದಾಜು ಸಮಸ್ಯೆ,ਲਗਭਗ ਸਮੱਸਿਆ
ಅಂದಾಜು ಆಸ್ತಿ,ਲਗਭਗ ਸੰਪਤੀ
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,ਯੋਗਤਾ ਟੈਸਟ
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,ਆਰਗਨ ਚਿੱਤਰ
ಸ್ವಯಂಪ್ರೇರಿತ,ਸਵੈ-ਇੱਛਤ
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ਆਪਹੁਦਰੇ ਸਥਿਰ
ಉಚಿತ ಅಂಶ,ਮੁਫ਼ਤ ਤੱਤ
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ਮਨਮਾਨੀ ਬਿੰਦੂ
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ"
ವೃತ್ತದ ಚಾಪ,ਚੱਕਰ ਚਾਪ
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,ਉਲਟ ਸਾਈਨ ਵੰਡ
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","ਖੇਤਰ, ਖੇਤਰ"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,ਖੇਤਰੀ ਸੰਰਚਨਾ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,ਗਣਿਤ ਦਾ ਮਤਲਬ
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ
ಡಿಜಿಟಲ್ ಘಟಕ,ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","ਸੰਰਚਨਾ, ਵਿਵਸਥਾ"
"ವ್ಯೂಹ, ವ್ಯೂಹ","ਐਰੇ, ਐਰੇ"
ಕೃತಕ ಉಪಗ್ರಹ,ਨਕਲੀ ਉਪਗ੍ਰਹਿ
ಕೃತಕ ವೇರಿಯಬಲ್,ਨਕਲੀ ਵੇਰੀਏਬਲ
ಏರಲು,ਚੜ੍ਹਨ ਲਈ
ಆರೋಹಣ,ਚੜ੍ਹਦਾ
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ಆರೋಹಣ ದರ್ಜೆ,ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ
ಸಹಾಯಕ ನಿಯಮ,ਸਹਿਯੋਗੀ ਨਿਯਮ
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
ಒಡನಾಟ,ਸਾਥੀ
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ਮਤਲਬ ਮੰਨਿਆ
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","ਕਲਪਨਾ, ਮੰਨਿਆ"
ಜ್ಯೋತಿಷ್ಯ,ਜੋਤਿਸ਼
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,ਖਗੋਲ ਵਿਗਿਆਨੀ*
ಖಗೋಳ ಗಡಿಯಾರ,ਖਗੋਲੀ ਘੜੀ
ಖಗೋಳಶಾಸ್ತ್ರ,ਖਗੋਲ ਵਿਗਿਆਨ
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,ਅਸਮਿਤ ਵਕਰ
ಅಸಿಮ್ಮೆಟ್ರಿ,ਅਸਮਿਤੀ
ಲಕ್ಷಣರಹಿತ,asymptotic
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,ਪਿਛਾਖੜੀ ਵਿਹਾਰ
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ
ವಾತಾವರಣದ ಒತ್ತಡ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",ਬੇਤਰਤੀਬੇ
ಆಸ್ತಿ*,ਸੰਪਤੀ*
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ
ಸಹವರ್ತಿತ್ವ,ਸਹਿਵਿਹਾਰ
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ಸ್ವಯಂ ಹಿನ್ನಡೆ,ਆਟੋਰਿਗਰੇਸ਼ਨ
ಸಹಾಯಕ ಸಮೀಕರಣ,ਸਹਾਇਕ ਸਮੀਕਰਨ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","axiom, axiom"
ಮೂಲತತ್ವ ವಿಧಾನ,axiom ਪਹੁੰਚ
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,ਸੰਭਾਵਨਾ axiom
ಅಕ್ಷರೇಖೆ,ਧੁਰਾ
ಭುಜಾಕ್ಷ,ਭੁਜਕਸ਼ਾ
ಭೂಮಿಯ ಅಕ್ಷ,ਧਰਤੀ ਦਾ ਧੁਰਾ
ತಿರುಗುವ ಅಕ್ಷ,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
ಸ್ಪಿನ್ ಅಕ್ಷ,ਸਪਿਨ ਧੁਰਾ
ಪೋಸ್ಟ್ ಬದಲಿ,ਪੋਸਟ ਬਦਲੀ
ನಂತರ,ਬਾਅਦ ਵਿੱਚ
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ਸੰਤੁਲਨ ਸ਼ੀਟ
ಕ್ಷಿಪಣಿ,ਮਿਜ਼ਾਈਲ
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ"
ಮೂಲ ಕೋನ,ਅਧਾਰ ਕੋਣ
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ
ಮೂಲ ಪರಿಹಾರ,ਅਧਾਰ ਹੱਲ
ಮೂಲ ವೇರಿಯಬಲ್,ਅਧਾਰ ਵੇਰੀਏਬਲ
ಬೇಸ್,ਅਧਾਰ
ಮೂಲ ಅಂಶ,ਅਧਾਰ ਤੱਤ
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਬੇਸ ਮੈਟ੍ਰਿਕਸ
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ
ನಿರ್ಲಜ್ಜ,ਬੇਈਮਾਨ
ಬೆಜ್-ನಿಯಮ,bez-ਨਿਯਮ
ಬೆಜ್-ಪ್ರಮೇಯ,ਬੇਜ਼-ਪ੍ਰਮੇਯ
ಬರ್ನೌಲಿ-ವಿತರಣೆ,bernoulli-ਵੰਡ
