Assamese,Gujarati
প্ৰয়োগ কৰা গণিত,લાગુ ગણિત
প্ৰয়োগ কৰা পৰিসংখ্যা,લાગુ આંકડા
"আনুমানিক, আনুমানিক","લગભગ, લગભગ"
প্ৰায় অবিৰত ফলন,લગભગ સતત કાર્ય
"মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি","મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ"
আনুমানিক সমাধান,અંદાજિત ઉકેલ
আনুমানিক সমস্যা,અંદાજની સમસ્યા
আনুমানিক বৈশিষ্ট্য,અંદાજિત મિલકત
যোগ্যতা পৰীক্ষা,અભિરુચિ કસોટી
আৰ্গন ডায়েগ্ৰাম,આર્ગોન ડાયાગ્રામ
স্বেচ্ছামূলক,સ્વૈચ્છિક
"random, যাদৃচ্ছিক","રેન્ડમ, રેન્ડમ"
ইচ্ছাকৃত ধ্ৰুৱক,મનસ્વી સતત
মুক্ত মৌল,મફત તત્વ
ইচ্ছাকৃত বিন্দু,મનસ્વી બિંદુ
আৰ্কিমিডিছৰ নিয়ম,આર્કિમિડીનો કાયદો
আৰ্কিমিডিছৰ নিয়ম,આર્કિમિડીઝનો કાયદો
"চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য","ચાપ-લંબાઈ, ચાપ-લંબાઈ"
বৃত্ত চাপ,વર્તુળ ચાપ
বিপৰীত চাইন বিতৰণ,વ્યસ્ત સાઈન વિતરણ
বিপৰীত চাইন ৰূপান্তৰ,વ્યસ્ત સાઈન રૂપાંતરણ
"এলেকা, এলেকা","વિસ્તાર, વિસ્તાર"
আঞ্চলিক সংৰূপ,પ્રાદેશિક રૂપરેખાંકન
এটা জটিল সংখ্যাৰ কোণ,જટિલ સંખ્યાનો કોણ
গাণিতিক গড়,અંકગણિત સરેરાશ
ডিজিটেল অপাৰেচন,ડિજિટલ કામગીરી
ডিজিটেল ইউনিট,ડિજિટલ એકમ
"কনফিগাৰেচন, ব্যৱস্থা","ગોઠવણી, ગોઠવણી"
"এৰে, এৰে","એરે, એરે"
কৃত্ৰিম উপগ্ৰহ,કૃત્રિમ ઉપગ્રહ
কৃত্ৰিম চলক,કૃત્રિમ ચલ
বগাবলৈ,ચઢવું
আৰোহী,ચડતા
মাত্ৰাৰ আৰোহী ক্ৰম,તીવ્રતાનો ચડતો ક્રમ
আৰোহী গ্ৰেড,ચડતા ગ્રેડ
এছেম্বলাৰ ভাষা,એસેમ્બલર ભાષા
"নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন,",સોંપણી સમસ્યા સોંપણી પ્રશ્ન
সহযোগী নিয়ম,સહયોગી નિયમ
অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম,ઓપરેટરોનો સહયોગી નિયમ
এছ&#39;চিয়েটিভ অপাৰেচন,સહયોગી કામગીરી
সংগীত্ব,સોબત
ধৰি লোৱা গড়,ધાર્યું સરેરાશ
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,અનુમાનિત સંભાવના વિતરણ
"কল্পনা কৰা, স্বীকাৰ কৰা,","કલ્પના, સ્વીકાર્યું"
জ্যোতিষ বিজ্ঞান,જ્યોતિષશાસ્ત્ર
"মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা,",એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર
জ্যোতিৰ্বিজ্ঞানী*,ખગોળશાસ્ત્રી*
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,ખગોળશાસ્ત્રીય ઘડિયાળ
জ্যোতিৰ্বিজ্ঞান,ખગોળશાસ્ત્ર
অসমতাপূৰ্ণ বক্ৰ,અસમપ્રમાણ વળાંક
বিষমতা,અસમપ્રમાણતા
এছিম্পটটিক,એસિમ્પટોટિક
গুৰুতৰ কৰি তোলা,ઉત્તેજક
প্ৰগতিশীল অনুমানক,પ્રગતિશીલ અંદાજકાર
ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক,પૂર્વગ્રહ પક્ષપાતી અંદાજકાર
ৰেট্ৰ&#39;গ্ৰেড আচৰণ,પૂર્વવર્તી આચરણ
আক্ৰমণাত্মক বিতৰণ ফলন,આક્રમક વિતરણ કાર્ય
ওপৰলৈ বিয়পি পৰা,ઉપરની તરફ ફેલાવો
বায়ুমণ্ডলীয় চাপ,વાતાવરણ નુ દબાણ
"যাদৃচ্ছিকভাৱে,",અવ્યવસ્થિત રીતે
গুণ*,મિલકત*
বৈশিষ্ট্য-নমুনা-ব্যৱস্থা,એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ
বৰ্ধিত মেট্ৰিক্স,સંવર્ધિત મેટ્રિક્સ
স্ব-সম্বন্ধ সহগ,સ્વતઃસંબંધ ગુણાંક
স্বয়ংসম্বন্ধ কাৰ্য্য,સ્વતઃસંબંધ કાર્ય
সহাৱস্থান,સહપ્રવૃત્તિ
স্বয়ংক্ৰিয় কম্পিউটাৰ,સ્વચાલિત કમ્પ્યુટર
অটোৰিগ্ৰেছন,ઓટોરીગ્રેશન
সহায়ক সমীকৰণ,સહાયક સમીકરણ
গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ),મીન સેમ્પલ નંબર કર્વ (MPC કર્વ)
"স্বতন্ত্ৰ, স্বতন্ত্ৰ","axiom, axiom"
স্বতন্ত্ৰ পদ্ধতি,સ્વયંસિદ્ધ અભિગમ
সম্ভাৱনা স্বতন্ত্ৰতা,સંભાવના સ્વયંસિદ્ધ
অক্ষ,ધરી
ভূজাক্ষ,ભુજક્ષા
পৃথিৱীৰ অক্ষ,પૃથ્વીની ધરી
ঘূৰ্ণন অক্ষ,પરિભ્રમણ અક્ષ
ঘূৰ্ণন অক্ষ,પરિભ્રમણ અક્ષ
স্পিন অক্ষ,સ્પિન અક્ષ
পোষ্ট সলনি কৰা,પોસ્ટ રિપ્લેસમેન્ટ
পাছত,પાછળથી
পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ,પાછા નિવેશ સૂત્ર
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
সুষম ডিজাইন,સંતુલિત ડિઝાઇન
বেলেন্স শ্বীট,સરવૈયા
মিছাইল,મિસાઇલ
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","બેલિસ્ટિક્સ, હથિયાર"
"স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত","કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","આધાર, આધાર, આધાર, આધાર, આધાર"
ভিত্তি কোণ,આધાર કોણ
"লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি","લઘુગણકનો આધાર, લઘુગણકનો આધાર"
"মূল, মৌলিক,","મૂળભૂત, મૂળભૂત"
ভিত্তি সুসংহত সমাধান,આધાર સુસંગત ઉકેલ
ভিত্তি দ্ৰৱণ,આધાર ઉકેલ
ভিত্তি চলক,આધાર ચલ
ভেঁটি,પાયો
ভিত্তি উপাদান,આધાર તત્વ
ভিত্তি মেট্ৰিক্স,આધાર મેટ્રિક્સ
ভেক্টৰ স্থানৰ ভিত্তি,વેક્ટર જગ્યાનો આધાર
উপজনসংখ্যাৰ ভিত্তিত,પેટા-વસ્તીનો આધાર
অসাধু,અનૈતિક
bez-নিয়ম,bez-નિયમ
bez- উপপাদ্য,bez-પ્રમેય
bernoulli-বিতৰণ,bernoulli-વિતરણ
বাৰ্নৌলিৰ সংখ্যা,બર્નોલી નંબરો
বাৰ্নৌলি সম্ভাৱনা ফলন,Bernoulli સંભાવના કાર્ય
বাৰ্নৌলি-সমীকৰণ,બર્નોલી-સમીકરણ
জামুৰ কাৰ্য্য,બેરી કાર્ય
শ্ৰেষ্ঠ আঠাযুক্ততা,શ્રેષ્ઠ સંલગ્નતા
শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা,શ્રેષ્ઠ સંલગ્નતા રેખા
উত্তম সমাধান,શ્રેષ્ઠ ઉકેલ
শ্ৰেষ্ঠ টিপছ,શ્રેષ્ઠ ટીપ્સ
বিটা বিতৰণ,બીટા વિતરણ
"bias, পক্ষপাতিত্ব","પૂર્વગ્રહ, પૂર્વગ્રહ"
পক্ষপাতমূলক মূল্যায়ন,પક્ષપાતી આકારણી
দ্বিপদ সমীকৰণ,દ્વિપદી સમીકરણ
একক কভাৰ,એક કવર
একক কভাৰ মেপ,એક કવર નકશો
একক কভাৰ মেপিং,સિંગલ કવર મેપિંગ
দ্বিঘাত দ্বিঘাত,ચતુર્ભુજ ચતુર્ભુજ
দ্বিৰৈখিক ফলন,દ્વિરેખીય કાર્ય
দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা,દ્વિરેખીય સંન્યાસી એકરૂપતા
"দ্বি-চলক, বাইনাৰী, দ্বৈত","દ્વિ-ચલ, દ્વિસંગી, દ્વિ"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","બાઈનરી કોડ, બાઈનરી કોડ"
"বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক","દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ"
বাইনাৰী এনকোডিং,બાઈનરી એન્કોડિંગ
বাইনাৰী কম্পিউটাৰ,દ્વિસંગી કમ્પ્યુટર
বাইনাৰী সংখ্যা,દ્વિસંગી સંખ્યાઓ
বাইনাৰী অপাৰেচন,દ્વિસંગી કામગીરી
বাইনাৰী পদ্ধতি,દ્વિસંગી પદ્ધતિ
বাইনাৰী চলক,દ્વિસંગી ચલ
দ্বিপদ সহগ,દ્વિપદી ગુણાંક
দ্বিপদ বিতৰণ,દ્વિપદી વિતરણ
দ্বিপদ সমীকৰণ,દ્વિપદી સમીકરણ
দ্বিপদ ভ্যাৰিয়েন্স,દ્વિપદી ભિન્નતા
দ্বিপদ অভিব্যক্তি,દ્વિપદી અભિવ્યક્તિ
দ্বিপদ ৰেণ্ডম চলক,દ્વિપદી રેન્ડમ ચલ
দ্বিপদ উপপাদ্য,દ્વિપદી પ્રમેય
"আধা, bifurcation","અર્ધ, વિભાજન"
"bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি","દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ"
হাফ বাইছেক্টৰ,અડધા દ્વિભાજક
"দ্বিপদ, দ্বৈত",દ્વિપદી
"ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক","દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક"
দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ,દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી
দ্বিচলকীয় সম্পৰ্ক সহগ,દ્વિવિધ સહસંબંધ ગુણાંક
দ্বিচলকীয় বিতৰণ,દ્વિવિધ વિતરણ
দ্বিচলকীয় স্বাভাৱিক-বিতৰণ,બાયવેરિયેટ સામાન્ય-વિતરણ
বাইভেক্টৰ,બાઇવેક્ટર
বোল্টমেন সমীকৰণ,બોલ્ટમેન સમીકરણ
বুলিয়ান বীজগণিত*,બુલિયન બીજગણિત*
বস-আইনষ্টাইন পৰিসংখ্যা,બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ
সীমাবদ্ধতা নিষেধাজ্ঞা,મર્યાદા પ્રતિબંધો
সীমা স্তৰ,સીમા સ્તર
সীমাৰেখা,સીમા રેખા
সীমা মূল্য,મર્યાદા મૂલ્ય
সীমা মূল্যৰ সমস্যা,સીમા મૂલ્યની સમસ્યા
"সীমাবদ্ধ ফলন সীমাবদ্ধ ফল,",બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ
"সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ টেবুল,","બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ"
"সীমাবদ্ধ ভূখণ্ড সীমাবদ্ধ ভূখণ্ড,",સીમિત પ્રદેશ સીમિત પ્રદેશ
"সীমাবদ্ধ ছেট সীমাবদ্ধ গোট,",બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ
ব্ৰাউনি গতি,બ્રાઉની ગતિ
গণনা কৰা,ગણતરી કરવી
গণনা কৰা,ગણતરી
"কেলকুলেটৰ, কেলকুলেটৰ","કેલ્ક્યુલેટર, કેલ્ક્યુલેટર"
গণনা*,ગણતરી*
গণনামূলক ক্ৰিয়া পদ্ধতি,કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ
"কেলকুলেটৰ, কেলকুলেটৰ","કેલ્ક્યુલેટર, કેલ્ક્યુલેટર"
"কেলকুলাছ, কেলকুলাছ","કલન, કલન"
ভ্যাৰিয়েন্স কেলকুলাছ,વિભિન્ન કલન
কেলৰি,કેલરી
বাতিল নিয়ম,નિયમ રદ કરો
কেননিক সমীকৰণ,પ્રામાણિક સમીકરણ
কেননিক ৰূপ,પ્રમાણભૂત સ્વરૂપ
"কেননিক মেট্ৰিক্স, কে কেননিক মেট্ৰিক্স","કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ"
কেন্টৰ ছেট,કેન્ટર સેટ
cantor ত্ৰিকোণীয় ছেট,કેન્ટર ત્રિકોણાકાર સમૂહ
বাধ্যতামূলক পৰিবহণ সমস্যা,પ્રતિબંધિત પરિવહન સમસ્યા
সক্ষমতা,ક્ષમતા
কেপিলাৰী বল,રુધિરકેશિકા બળ
"গণনা সংখ্যা, কাৰ্ডিনেল সংখ্যা","કાઉન્ટ નંબર, કાર્ડિનલ નંબર"
কাৰ্টেচিয়ান অক্ষ,કાર્ટેશિયન અક્ષ
কাৰ্টেছিয়ান স্থানাংক,કાર્ટેશિયન કોઓર્ડિનેટ્સ
কাৰ্টেছিয়ান উৎপাদন,કાર્ટેશિયન ઉત્પાદન
সমষ্টিৰ কাৰ্টেছিয়ান গুণন,સમૂહોનું કાર્ટેશિયન ગુણાકાર
"কেছ ষ্টডি, কেছ ষ্টডি","કેસ સ્ટડી, કેસ સ્ટડી"
দুৰ্যোগপূৰ্ণ ভাষণ,આપત્તિજનક ભાષણ
catinary,કેટિનરી
কাউচি বিতৰণ,કોચી વિતરણ
কৌশীৰ সূত্ৰ,કૌશીનું સૂત્ર
কৌশী-গুৰ্ষ-উপাপাদ্য,કૌશી-ગુર્સા-પ્રમેય
কৌছি-ৰাইমান-বান,કૌશી-રીમેન-બાન
ক&#39;চি ক্ৰম,કોચી ક્રમ
কৌশি অবিচ্ছেদ্য,કૌશી અભિન્ન
কৌশী মূল-মূল্য,કૌશી મુખ્ય-મૂલ્ય
ক’চি ৰেমেইণ্ডাৰ উপপাদ্য,કોચી શેષ પ્રમેય
কেলে-হেমিল্টন-উপাপাদ্য,કેલે-હેમિલ્ટન-પ્રમેય
আকাশী দেহ,અવકાશી પદાર્થ
জ্যোতিৰ্বিজ্ঞানৰ জোখ-মাখ,ખગોળશાસ્ત્રીય માપન
আকাশী যান্ত্ৰিকতা,અવકાશી મિકેનિક્સ
আকাশী দেহ,અવકાશી પદાર્થ
কোষ কম্পাঙ্ক,સેલ આવર્તન
"লোকপিয়ল, লোকপিয়ল","વસ્તી ગણતરી, વસ્તી ગણતરી"
শতাংশ,ટકાવારી
চেন্টিমিটাৰ,સેન્ટીમીટર
চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি,સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ
"কেন্দ্ৰীয়, সমকেন্দ্ৰিক","કેન્દ્રિય, કેન્દ્રિત"
কেন্দ্ৰীয় অক্ষ,કેન્દ્રીય અક્ષ
কেন্দ্ৰীয় ব্যৱধান,કેન્દ્રીય અંતર
কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ,કેન્દ્રીય તફાવત સૂત્ર
কেন্দ্ৰীয় অৱভেদ্য টেবুল,કેન્દ્રીય વિભેદક કોષ્ટક
কেন্দ্ৰীয় সীমা উপপাদ্য,કેન્દ્રીય મર્યાદા પ્રમેય
কেন্দ্ৰীয় মুহূৰ্ত,કેન્દ્રીય ક્ષણ
কেন্দ্ৰীয় সম্পদ একক,કેન્દ્રીય સંસાધન એકમ
কেন্দ্ৰীয় প্ৰবৃত্তি,કેન્દ્રીય વૃત્તિ
কেন্দ্ৰ*,કેન્દ્ર*
মাধ্যাকৰ্ষণ কেন্দ্ৰ,ગુરુત્વાકર્ષણ કેન્દ્ર
গ্ৰুপ চেণ্টাৰ,જૂથ કેન્દ્ર
ভৰ কেন্দ্ৰ,સમૂહ કેન્દ્ર
প্ৰতিসমতাৰ কেন্দ্ৰ,સમપ્રમાણતાનું કેન્દ્ર
কেন্দ্ৰপৃথক বল,કેન્દ્રત્યાગી બળ
কেন্দ্ৰিক বল,કેન્દ્રબિંદુ બળ
"কেন্দ্ৰিক মেৰিডিয়ান,",કેન્દ્રિય મેરીડીયન
নিশ্চয়তা,નિશ્ચિતતા
cgs পদ্ধতি,cgs પદ્ધતિ
cgs ইউনিট,સીજીએસ એકમ
পাৰ্থক্যৰ শৃংখল নিয়ম,ભિન્નતાનો સાંકળ નિયમ
কেনেবাকৈ,તક દ્વારા
random move,રેન્ડમ ચાલ
অক্ষৰ স্থানান্তৰ,અક્ષ શિફ્ટ
"ভিত্তি পৰিৱৰ্তন পায়ধৰ-পৰিৱৰ্তন,",આધાર પરિવર્તન પાયધર-પરિવર્તન
ক্ৰমবিন্যাস,ક્રમચય
বৈশিষ্ট্য সহগ,લાક્ષણિક ગુણાંક
বৈশিষ্ট্য নিৰ্ণায়ক,લાક્ષણિકતા નિર્ણાયક
বৈশিষ্ট্যপূৰ্ণ সমীকৰণ,લાક્ષણિક સમીકરણ
"বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য, বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য","લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય"
লগাৰিদমৰ পূৰ্ণসংখ্যা,લઘુગણકનું પૂર્ણાંક
"বৈশিষ্ট্যপূৰ্ণ বহুপদ,",લાક્ષણિક બહુપદી
বৈশিষ্ট্যপূৰ্ণ মূল্য,લાક્ષણિક મૂલ્ય
বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ,લાક્ષણિક વેક્ટર
চৰিত্ৰ সম্প্ৰদায়,પાત્ર સમુદાય
"লেখচিত্ৰ, লেখচিত্ৰ,","ચાર્ટ, ચાર્ટ"
কাই-স্কেয়াৰ বিতৰণ,ચી-સ્ક્વેર વિતરણ
কাই-বৰ্গ সূত্ৰ,ચી-સ્ક્વેર ફોર્મ્યુલા
কাই-স্কেয়াৰ পৰীক্ষা,ચી-સ્ક્વેર ટેસ્ટ
কৰ্ড*,તાર*
কৰ্ড বিভাজন পদ্ধতি,તાર વિભાજન પદ્ધતિ
লিখিত বাৰ্তা,લેખિત સંદેશ
