Marathi,Punjabi
अल्गोरिदम कार्यक्षमता,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
"1. इलियास, 2. टोपणनाव, 3. उर्फ","1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ"
संरेखन,ਅਲਾਈਨਮੈਂਟ
"1. वाटप, 2. वाटप","1. ਵੰਡ, 2. ਵੰਡ"
"1. वर्णमाला, 2. अक्षर क्रमानुसार","1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ"
अल्फान्यूमेरिक,ਅੱਖਰ ਅੰਕੀ
"1. अल्फान्यूमेरिक कीबोर्ड ,2. अल्फान्यूमेरिक कीबोर्ड","1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ"
अल्फा-चाचणी (पहिली स्तर चाचणी),ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ)
"1. अल्फा आवृत्ती, 2. अल्फा फॉर्म","1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ"
alt की,alt ਕੁੰਜੀ
altavista,altavista
बहुविधता,ਬਹੁਲਤਾ
अस्पष्ट व्याकरण,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI)
अमेरिकन स्टँडर्ड कट (ascii),ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii)
"1. समानार्थी, 2. अॅनालॉग","1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ"
"1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक","1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ"
"1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस","1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ"
"1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम","1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ"
अॅनालॉग ते डिजिटल कन्व्हर्टर,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले),ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ)
एंड सर्किट,ਅੰਤ ਸਰਕਟ
शेवटचे गेट आणि गेट,ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ
आणि ऑपरेशन नाही (वगळणे),ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ)
"1. अॅनिमेशन, 2. कंपन","1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ"
नोंद,ਨੋਟ
विसंगती,ਅਸੰਗਤਤਾ
मागील,ਪਿਛਲਾ
आगाऊ पेजिंग,ਅਗਾਊਂ ਪੇਜਿੰਗ
काउंटर-सिमेट्रिक,ਵਿਰੋਧੀ-ਸਮਮਿਤੀ
अँटीव्हायरल प्रोग्राम,ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ
"1. ऍपलेट, 2. अर्ज","1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ"
अनुप्रयोग विकसक,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
अनुप्रयोग प्रोग्रामिंग,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
"1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)","1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)"
अनुप्रयोग सॉफ्टवेअर,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
अनुप्रयोग भाषा,ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ
अंदाजे तत्त्व,ਲਗਭਗ ਸਿਧਾਂਤ
रचना,ਬਣਤਰ
फील्ड हस्तांतरण,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
"1. पॅरामीटर, स्वतंत्र चल, 2. कोन","1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ"
"1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक","1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ"
अंकगणित तपासणी,ਗਣਿਤ ਦੀ ਜਾਂਚ
अंकगणित स्थिरांक,ਅੰਕਗਣਿਤ ਸਥਿਰ
अंकगणित डेटा,ਗਣਿਤ ਡਾਟਾ
अंकगणित सूचना,ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ
गणिती आणि तार्किक एकक (ALU),ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU)
ARPA नेट (RPNet),ARPA ਨੈੱਟ (RPNet)
रचना,ਐਰੇ
"1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी","1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ"
अॅरे संगणक,ਐਰੇ ਕੰਪਿਊਟਰ
अॅरे घटक,ਐਰੇ ਤੱਤ
अॅरे नाव,ਐਰੇ ਨਾਮ
अॅरे प्रोसेसर,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
बाण की,ਤੀਰ ਕੁੰਜੀ
करार,ਸੰਧੀ
जंक्शन पॉइंट,ਜੰਕਸ਼ਨ ਬਿੰਦੂ
कृत्रिम कॉम्पॅक्शन,ਨਕਲੀ ਸੰਕੁਚਿਤ
कृत्रिम नियंत्रण,ਨਕਲੀ ਕੰਟਰੋਲ
कृत्रिम भावना,ਨਕਲੀ ਭਾਵਨਾ
माउंट,ਮਾਊਂਟ
चढत्या क्रमवारी,ਵਧਦੀ ਲੜੀ
ascii वर्णमाला,ascii ਵਰਣਮਾਲਾ
ascii नियंत्रण चिन्ह,ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ
ascii फाइल,ascii ਫਾਈਲ
ascii फॉन्ट,ascii ਫੌਂਟ
ASCII हस्तांतरण,ASCII ਟ੍ਰਾਂਸਫਰ
प्रसर गुणोत्तर,ਆਕਾਰ ਅਨੁਪਾਤ
"1. एस्पी, 2. एएसपीआय","1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ"
ए एस आर कलाड,ਏ ਐਸ ਆਰ ਕਲਾਡ
"1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे","1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ"
"1. असेंबलर, 2. स्मरणपत्र","1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ"
"1. एकत्र करणे, 2. आठवण","1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ"
"1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे","1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ"
निर्धार,ਦ੍ਰਿੜ੍ਹਤਾ
"1. निर्दिष्ट कार्य, 2. वाटप","1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ"
सहवास,ਸਾਥੀ
सहयोगी पत्ता,ਸਹਿਯੋਗੀ ਪਤਾ
"1. सहयोगी स्मृती, 2. सहयोगी स्मृती","1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ"
तारका (* चिन्ह),ਤਾਰਾ (* ਚਿੰਨ੍ਹ)
असममित,ਅਸਮਿਤ
"1. असिंक्रोनस, 2. असिंक्रोनस","1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ"
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
असिंक्रोनस हस्तांतरण,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
असिंक्रोनस ट्रान्सफर मोड (ATM),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
"1. अणू, 2. परमान","1. ਐਟਮ, 2. ਪਰਮਾਨ"
संलग्न दस्तऐवज,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
"1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल","1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ"
"1. संलग्नक, 2. संलग्न","1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ"
"1. गुणधर्म, 2. खासियत","1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ"
ऐकण्यायोग्य,ਸੁਣਨਯੋਗ
"1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग","1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ"
खाते सत्यापन,ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ
जाहिरात,ਤਰੱਕੀ
प्रमाणन प्रोटोकॉल,ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ
लेखन पद्धत,ਲੇਖਕ ਵਿਧੀ
"1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण","1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ"
स्वयं गोषवारा,ਆਟੋ ਐਬਸਟਰੈਕਟ
"1. ऑटो बूटिंग, 2. स्वत: बूट","1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ"
ऑटोकॅड (संगणक भाषा),ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
ऑटो लॉग-ऑन,ਆਟੋ ਲੌਗ-ਆਨ
स्वयंचलित,ਆਟੋਮੇਟਾ
ऑटोमेटा सिद्धांत,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
स्वयंचलित गणना,ਆਟੋਮੈਟਿਕ ਗਣਨਾ
स्वयंचलित डेटा प्रक्रिया,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
स्वयंचलित त्रुटी सुधारणा,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
स्वयं कार्य,ਆਟੋ ਫੰਕਸ਼ਨ
"1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची","1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ"
स्वयं-संग्रह कॉल,ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ
"1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग","1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ"
"1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम","1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ"
स्वयं दिनचर्या,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
स्वयंचलित प्रणाली पुनर्प्राप्ती,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
"1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम","1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ"
ऑटोमेशन,ਆਟੋਮੇਸ਼ਨ
"1. ऑटोप्ले , 2. ऑटो चालणे","1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ"
स्वर,ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ
सहाय्यक,ਸਹਾਇਕ
सहाय्यक मेमरी,ਸਹਾਇਕ ਮੈਮੋਰੀ
सहायक स्टोरेज,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
उपलब्ध यादी,ਉਪਲਬਧ ਸੂਚੀ
उपलब्ध वेळ,ਉਪਲਬਧ ਸਮਾਂ
सरासरी,ਔਸਤ
AWK (संगणक कमांड),AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ)
नंतर,ਬਾਅਦ
पोस्ट प्रोसेसर,ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ
पोस्टरियर फंक्शन हटवणे,ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ
पार्श्वभूमी प्रक्रिया,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
सहायक स्टोअर्स,ਸਹਾਇਕ ਸਟੋਰ
बॅक पॅचिंग,ਵਾਪਸ ਪੈਚਿੰਗ
"1. पश्चिम, 2. बॅकस्पेस","1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ"
बॅकट्रॅकिंग,ਬੈਕਟਰੈਕਿੰਗ
"1. बॅक-अप, 2. प्रतिपूर्ती","1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ"
"1. पूरक स्मृती, 2. बॅकअप मेमरी","1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ"
परत त्रुटी सुधारणा,ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ
(उत्पन्न-खर्च) ताळेबंद,(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ
मलमपट्टी,ਪੱਟੀ
"1. बँड रुंदी, 2. बँडविड्थ/क्षमता","1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ"
बँकरचा अल्गोरिदम,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
"1. बार कोड, 2. बार कोड","1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ"
बारकोड स्कॅनर,ਬਾਰਕੋਡ ਸਕੈਨਰ
बार आलेख,ਪੱਟੀ ਗ੍ਰਾਫ
मूळ पत्ता,ਅਧਾਰ ਪਤਾ
बेस बँड,ਅਧਾਰ ਬੈਂਡ
आधार क्रमांक,ਆਧਾਰ ਨੰਬਰ
बेस टेबल,ਅਧਾਰ ਸਾਰਣੀ
बेसिक (संगणक भाषा),ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
"1. मूलभूत नियंत्रण, 2. बेस नियंत्रण","1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ"
"1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक","1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼"
मूलभूत सूचना,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
मूळ समस्या,ਅਧਾਰ ਮੁੱਦਾ
मूलभूत टप्पा,ਬੁਨਿਆਦੀ ਪੜਾਅ
"1. बॅच, 2. गट, 3. आपत्ती","1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ"
"1. बॅच फाइल, 2. बॅच फाइल","1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ"
बॅच स्थिती,ਬੈਚ ਸਥਿਤੀ
"1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया","1. ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ, 2. ਗਰੁੱਪ ਪ੍ਰੋਸੈਸਿੰਗ"
"1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली","1. ਬੈਚ ਸਿਸਟਮ, 2. catapult ਸਿਸਟਮ"
बॉड,ਬੌਡ
बॉड दर,ਬੌਡ ਦਰ
तुळई तुळई,ਬੀਮ ਬੀਮ
"1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क","1. ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, 2. ਬੈਚ ਮਾਰਕ"
द्विदिश संप्रेषण,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
थेट दुवा,ਸਿੱਧਾ ਲਿੰਕ
बायनरी कोड,ਬਾਈਨਰੀ ਕੋਡ
बायनरी अंक,ਬਾਈਨਰੀ ਅੰਕ
बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS),ਬਾਈਨਰੀ ਨਿਵੇਸ਼ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
बायनरी संख्या,ਬਾਈਨਰੀ ਨੰਬਰ
बायनरी ऑपरेटर,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
बायनरी संबंध,ਬਾਈਨਰੀ ਸਬੰਧ
बायनरी शोध,ਬਾਈਨਰੀ ਖੋਜ
बायनरी एक्सप्लोरेशन ट्री (BST),ਬਾਈਨਰੀ ਐਕਸਪਲੋਰੇਸ਼ਨ ਟ੍ਰੀ (BST)
