Odiya,Bengali
"ବିକଳ୍ପ, ବିକଳ୍ପ","বিকল্প, বিকল্প"
ବିକଳ୍ପ,বিকল্প
ଉଚ୍ଚତା,altimeter
ଉଚ୍ଚତା,altimeter
ଉଚ୍ଚତା,অলটাইমেট্রি
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),অ্যারিথমেটিক রিজনিং ইউনিট (ALU)
amaget ନିୟମ |,amaget নিয়ম
ପରିବେଶ,পরিবেশ
ଆମିକ୍ରନ୍ |,অ্যামিক্রন
ଆମ୍ମିଟର,অ্যামিটার
ଆମ୍ପେର୍,অ্যাম্পিয়ার
ampere-law,অ্যাম্পিয়ার-ল
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,উভচর আয়ন
ବୃଦ୍ଧି,পরিবর্ধন
ଏମ୍ପ୍ଲିଫାୟର୍,পরিবর্ধক
"କୋଣ, ପରିମାପ","কোণ, মাত্রা"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),ক এম.উ. (পারমাণবিক ভর একক)
ସୁସଙ୍ଗତ,উপযুক্ত
ଅନୁରୂପ,সাদৃশ্য
ବିଶ୍ଳେଷକ |,বিশ্লেষক
ବିଶ୍ଳେଷଣ |,বিশ্লেষণ
ବିଶ୍ଳେଷଣାତ୍ମକ |,বিশ্লেষণাত্মক
ଅଣ-ବିନ୍ଦୁ |,অ-বিন্দু
ଅସନ୍ତୁଷ୍ଟ |,অস্বাভাবিক
ଏବଂ ଦ୍ୱାର,এবং দরজা
ଅଣ-ଆକାଶବାଣୀ |,অ শাব্দিক
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,অস্বাভাবিক স্থিতিস্থাপকতা
ଆନ୍ହାଇଡ୍ରସ୍,নির্জল
କୋଣ,কোণ
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,অ্যাংস্ট্রম ইউনিট
କୋଣାର୍କ |,কৌণিক
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,প্রটেক্টর ভার্নিয়ার
ବିବାଦୀୟ |,বিতর্কিত
ସମ୍ମାନଜନକ |,অসম্মান
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
ଅଳସୁଆ |,শিথিল
ଆୟନ,anion
ଅସୀମିତ |,অপ্রতিসম
ଆଇସୋଟ୍ରୋପିକ୍ |,আইসোট্রপিক
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,আইসোট্রপিজম
ବିଲୋପ,মুছে ফেলা
ଷଡଯନ୍ତ୍ରକାରୀ,বর্ণনাকারী
anode,অ্যানোড
ଆନାଡାଇଜେସନ୍ |,anodization
ଅସଙ୍ଗତ,অসামঞ্জস্যপূর্ণ
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,অপটিক্যাল সিস্টেম
ଆଣ୍ଟେନା |,অ্যান্টেনা
ଆଣ୍ଟିବାୟର୍,antiberion
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,বিরোধী বন্ধন সম্পত্তি
କାଉଣ୍ଟର ବଣ୍ଡ |,পাল্টা বন্ড
ଓଲଟା ଶକ୍ତି |,বিপরীত শক্তি
ଡାଇମାଗ୍ନେଟିକ୍ |,ডায়ম্যাগনেটিক
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ডায়ম্যাগনেটিক উপাদান
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,প্রদাহ বিরোধী
ଆଣ୍ଟିଗ୍ରାଭିଟି,বিরোধী মাধ্যাকর্ষণ
ଆଣ୍ଟିଲାମଡା କଣିକା |,antilamda কণা
ଆଲେଲେପଟନ୍ |,এলিলেপ্টন
ଡାଇମାଗ୍ନେଟିକ୍ |,ডায়ম্যাগনেটিক
ଆଣ୍ଟିମାଟର୍ |,প্রতিপদার্থ
ଆଣ୍ଟି ମିସାଇଲ୍,ক্ষেপণাস্ত্র বিরোধী
ଆଣ୍ଟିନାଟ୍ରନ୍ |,অ্যান্টিনিউট্রন
ପଲସିଂ,স্পন্দনশীল
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,অ্যান্টিনিউক্লিয়ন
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,প্রতিকণা
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,অ্যান্টিপ্রোটন
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,প্রতিফলক
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,প্রতিসম
ପୁନରାବୃତ୍ତି ନୁହେଁ |,অ পুনরাবৃত্ত
ଆନାକ୍ରୋନିଜିମ୍ |,anachronism
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
ଦ୍ୱାରକ,দ্বারক
"ଉପର, ଉପର, ଆଗ","শীর্ষ, শীর্ষ, সামনে"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
ଉଦାସୀନ ଲେସ୍ |,উদাসীন লেইস
ଅଣ-ଦୁ hetic ଖଦାୟକ |,অ করুণ
ଅକ୍ଷମତା |,অ-অক্ষমতা
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,খুব অ্যাক্রোমেটিক
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","land-high, apogee"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","nonpolar, circumpolar"
ପାରାପୋଲାରିଟି |,parapolarity
ଉପକରଣ,যন্ত্র
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","ভার্চুয়াল, ভিজ্যুয়াল"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,দৃশ্যমান সূর্য
ଭିଜୁଆଲ୍ ସମୟ |,চাক্ষুষ সময়
ଉଦୀୟମାନ ରୂପ,উদ্ভূত চেহারা
ଆବେଦନ,আবেদন
ପ୍ରଯୁଜ୍ୟତା |,প্রযোজ্যতা
ପ୍ରୟୋଗ ହୋଇଛି |,প্রয়োগ করা
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,পর্যবেক্ষণযোগ্য
ଉପାୟ,পন্থা
"ପାଖାପାଖି, ପାଖାପାଖି","কাছাকাছি, প্রায়"
ଆନୁମାନିକତା,অনুমান
ବାଷ୍ପ ଚାପ,বাষ্পের চাপ
ସ୍ବେଚ୍ଛାକୃତ,স্বেচ্ছায়
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","চাপ চুল্লি, চাপ চুল্লি"
ଆର୍କିମିଡିସ୍ ନିୟମ |,আর্কিমিডিসের আইন
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,স্থাপত্য শাব্দবিদ্যা
ଆର୍କ ଦୀପ,চাপ বাতি
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,আর্ক-স্পেকট্রাম
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","এলাকা, এলাকা"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","আঞ্চলিক, আঞ্চলিক"
"ବାହୁ, ବାହୁ, ଶାଖା |","হাত, বাহু, শাখা"
ଶ୍ରଦ୍ଧାଳୁ,অপেশাদার
"ଆରେ, ଆରେ","অ্যারে, অ্যারে"
ରସିଦ,রিসিভার
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,উচ্চারণ স্বচ্ছতা
ସିନ୍ଥେଟିକ୍ |,সিন্থেটিক
କୃତ୍ରିମ ସଂକ୍ରମଣ,কৃত্রিম রূপান্তর
ଆରୋହଣ,আরোহী
ଆରୋହଣ,আরোহণ
ଆରୋହଣ,আরোহণ
ଆଗୋଲି,আগলি
ଏକୀକରଣ,সমষ্টি
ର ସେଟ୍,এর সেট
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","সমাবেশ, সমাবেশ"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","একত্রিত করা, একত্রিত করা, একত্রিত করা"
ସଠିକତା ଆକଳନ,নির্ভুল অনুমান
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
ସ୍ ow ର ଶବ୍ଦ,স্বরধ্বনি
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
asthenic,অ্যাস্থেনিক
"ନିବୃତ୍ତତା, astigmatism |","পরিহার, দৃষ্টিভঙ্গি"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,জ্যোতির্পদার্থবিদ্যা
ମହାକାଶଚାରୀ,মহাকাশচারী
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,জ্যোতির্বিজ্ঞানী
ସ୍ୱର୍ଗୀୟ,স্বর্গীয়
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,জ্যোতির্বিদ্যা
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,জ্যোতির্পদার্থবিদ্যা
ଅସୀମିତ |,অপ্রতিসম
ଅସ୍ମିପଟୋଟିକ୍ |,অ্যাসিম্পোটিক
ବୃଦ୍ଧି,উত্তেজক
ଅସନ୍ତୁଳିତ |,অ্যাসিঙ্ক্রোনাস
"ପରିବେଶ, ପରିବେଶ","বায়ুমণ্ডল, বায়ুমণ্ডল"
ବାୟୁମଣ୍ଡଳ,বায়ুমণ্ডলীয়
ପବନ ଅଶାନ୍ତି |,বায়ু অশান্তি
ପରମାଣୁ,পারমাণবিক
ପରମାଣୁ,পারমাণবিক
ପରମାଣୁ,পারমাণবিকতা
ଆଣବିକ ମାସ,পারমাণবিক ভর
ପରମାଣୁ ସଂଖ୍ୟା,পারমাণবিক সংখ্যা
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
ପରମାଣୁ,পারমাণবিক
କଣିକା,কণা
କଣିକା,কণা
ଆଘାତ,ক্ষয়
"ଆଘାତ, ଆଘାତ","attenuating, attenuating"
ଚମତ୍କାର |,কবজ
ଆକର୍ଷଣର ଶକ୍ତି |,আকর্ষণ শক্তি
ଶ୍ରବଣତା |,শ্রবণযোগ্যতা
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ଶ୍ରବଣଯୋଗ୍ୟ |,শ্রবণযোগ্য
ଅଡିଓ ଜେନେରେଟର,অডিও জেনারেটর
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,শ্রবণযোগ্যতা গ্রাফ
ବିଜ୍ଞାନ ଶୁଣିବା |,শ্রবণ বিজ্ঞান
ଅଡିଓମିଟର |,অডিওমিটার
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ଶବ୍ଦ ସଙ୍କେତ,শব্দ সংকেত
ଅଡିଓ-ଭିଜୁଆଲ୍ |,অডিও-ভিজ্যুয়াল
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","অডিটোরিয়াম, অডিটোরিয়াম"
OZ ପ୍ରଭାବ,ওজেড ইফেক্ট
ପଦୋନ୍ନତି,পদোন্নতি
ଉନ୍ନତିକାରୀ,বর্ধক
ପୋଲାର ଅଗ୍ନି,মেরু শিখা
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,দক্ষিণ মেরু শিখা
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,উত্তর মেরু শিখা
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,স্বয়ংক্রিয় সতর্কতা
ଅଟୋ ସମାନ୍ତରାଳ,স্বয়ংক্রিয় সমান্তরালকারী
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","অটোমেশন, অটোমেশন"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","সহকারী, সমবায়, অতিরিক্ত"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","অবদাভা, তুষারপাত"
"ଅର୍ଥ, ଅର୍ଥ","মানে, মানে"
parivaran,পরিবার
ଅକ୍ଷୀୟ |,অক্ষীয়
ଅକ୍ଷ,অক্ষ
ଆଜିମ୍ୟୁଥ୍,আজিমুথ
ଆଜିମ୍ୟୁଥ୍,আজিমুথ
ପଛକୁ,পেছনে
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","পটভূমি, পটভূমি"
"ପଛକୁ, ପଛକୁ","পশ্চাৎপদ, পশ্চাৎপদ"
ବୁଲି ପଡ,পরিবর্তন
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,ব্যাক ভোল্টেজ পালসার
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,সম্পর্ক পরবর্তী
ପରିଶୋଧ,প্রতিদান
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,বিরোধী ভোল্টেজ
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,পোস্টেরিয়র স্ক্যাটারিং
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,অন্তর্বর্তী তরঙ্গ
ଇନସୁଲେଟର,অন্তরক
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,প্যারাশুট জাম্প
ଗରମ,গরম করার
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
ବାଲାନ୍ସର୍,ব্যালেন্সার
ସନ୍ତୁଳନ,ভারসাম্য
ଗ୍ଲୋବୁଲ୍,গ্লাবুল
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |","ব্যালিস্টিক, ব্যালিস্টিক"
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |","প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
କ୍ଷେପଣାସ୍ତ୍ର,মিসাইল
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","ব্যালিস্টিক, অস্ত্র"
ପ୍ରୋଜେକସନ,অভিক্ষেপ
ମାଗଣା ପଥ,বিনামূল্যে পথচলা
"ବେଲୁନ୍, ବେଲୁନ୍ |","বেলুন, বেলুন"
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,balmer discontinuity
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |","ব্যান্ড, ব্যান্ড, ব্যান্ড"
ବିସ୍ଫୋରଣ,বিস্ফোরণ
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |","অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |","কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন"
ବାର୍ଡେନ୍ ନୀତି |,বারদিন নীতি
ବାର୍କହାଉନ୍ ପ୍ରଭାବ |,বারখাউসেন প্রভাব
ବାର୍ଲୋ ଚକ୍ର |,বারলো চক্র
ବାର୍ ଚୁମ୍ବକ,বার চুম্বক
ଭଣ୍ଡାର,শস্যাগার
ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |,বায়ু চাপ গ্রাফ
"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |","barograph, barograph"
ବାରୋମିଟର |,ব্যারোমিটার
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,বায়ুমণ্ডলীয় চাপ
"ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |","cosmos, baromosphere"
ପେଣ୍ଡୁଲମ୍ |,পেন্ডুলাম
"ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |","বাধা, পারমাণবিক, পারমাণবিক বাধা"
