Punjabi,Gujarati
ਧੁਨੀ ਟਾਈਲ,ધ્વનિ ટાઇલ
ਧੁਨੀ ਲਹਿਰ,ધ્વનિ તરંગ
ਧੁਨੀ ਸਮਾਈ,શ્રવ -શોષણ
ਧੂ-ਰਹਿਤ ਅਟੁੱਟ ਨਿਰੰਤਰ,શ્રવણશક્તિ એટેન્યુએશન
ਧੁਨੀ ਗਿੱਲੀ,શ્રવણની ભીનાશ
ਧੁਨੀ ਦੇਰੀ ਦੀ ਲਾਈਨ,ધ્વનિ વિલંબ રેખા
ਧੁਨੀ ਵਿਗਾੜ,ધ્વનિની વિકૃતિ
ਧੁਨੀ ਨਲੀ,શ્રવણ નલિક
ਧੁਨੀ energy ਰਜਾ,શ્રવણશક્તિ
ਧੁਨੀ ਫੀਡਬੈਕ,શ્રવણશક્તિ
ਧੁਨੀ ਫਿਲਟਰ,શ્રદ્ધ ફિલ્ટર
ਧਾਰਨਾ,શ્રવણનો અવરોધ
ਧੁਨੀ ਪ੍ਰਸਾਰ ਨੂੰ ਸਥਿਰ,ધ્વનિ -પ્રચાર
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,શ્રવણ પ્રતિકાર
ਧੁਨੀ,ધ્વનિભ્રમણાથી ઇન્સ્યુલેટેડ
ਧੁਨੀ,ધ્વનિશાસ્ત્ર
ਗ੍ਰਹਿਣ,સંપાદન
ਐਕਰੋਨਾਈਮ,ટૂંકાક્ષર
ਕਾਰਵਾਈ ਖੇਤਰ,કાર્યવાહી ક્ષેત્ર
ਸਰਗਰਮ ਤੰਦ,સક્રિય ફિલામેન્ટ
ਕਿਰਿਆਸ਼ੀਲ,સક્રિય
ਐਕਟਿਵ ਖੇਤਰ,સક્રિય ક્ષેત્ર
ਐਕਟਿਵ ਵਿੰਡੋ,સક્રિય બારી
ਅਨੁਕੂਲਤਾ,અનુકૂલનક્ષમતા
ਅਡੈਪਟਰ (ਅਡੈਪਟਰ),એડેપ્ટર (એડેપ્ટર)
ਅਡੈਪਟਿਵ ਇਨਫਿਅਲ ਪਲਸ ਕੋਡ ਸੰਚਾਲਨ,અનુકૂલનશીલ વિભેદક પલ્સ મોડ્યુલેશન
ਐਡਰੈੱਸ ਬੁੱਕ,સરનામા પુસ્તિકા
ਪਤਾ ਬੱਸ,સરનાવ બસ
ਪਤਾ ਹੱਲ,ઠરાવ
ਨੇੜਲੇ ਚੈਨਲ ਦਖਲਅੰਦਾਜ਼ੀ,સંલગ્ન ચેનલ દખલ
ਨਾਲਤ ਚੈਨਲ ਚੋਣ,સંલગ્ન ચેનલ પસંદગી
ਆਸ ਪਾਸ ਦੀ ਬਾਰੰਬਾਰਤਾ,સંલગ્ન આવર્તન
ਨਾਲ ਲੱਗਦੇ ਫ੍ਰੀਕੁਐਂਸੀ ਚੈਨਲ,સંલગ્ન આવર્તન ચેનલ
ਨਾਲ ਲੱਗਦੀ ਤਸਵੀਰ ਕੈਰੀਅਰ,અડીને ચિત્ર વાહક
ਨਾਲ ਲੱਗਦੀ ਆਵਾਜ਼ ਕੈਰੀਅਰ,અડીને ધ્વનિ વાહક
ਨਾਲ ਲੱਗਦੀ ਸਟੇਸ਼ਨ,સંલગ્ન મથક
ਵਿਵਸਥਤ,ગોઠવણપાત્ર
ਵਿਵਸਥਤ ਕੰਡੈਂਸਰ,ગોઠવણપાત્ર કન્ડેન્સર
ਦਬਾਅ ਵਿਵਸਥਿਤ ਕਰਨਾ,ગોઠવણ
ਰੈਂਚ ਨੂੰ ਵਿਵਸਥਿਤ ਕਰਨਾ,સમાયોજન
ਵਿਵਸਥਾ,સમાયોજન
ਪ੍ਰਬੰਧਕ,વહીવટકર્તા
ਤਕਨੀਕੀ ਤਕਨਾਲੋਜੀ,અદ્યતન ટેકનોલોજી
ਏਰੀਅਲ,હવાઈ
ਏਰੀਅਲ ਐਰੇ,હવાઈ ​​એરે
ਏਰੀਅਲ ਬੂਸਟਰ,હવાઈ ​​બૂસ્ટર
ਏਰੀਅਲ ਮੌਜੂਦਾ,હવાઈ ​​પ્રવાહ
ਏਰੀਅਲ ਕਮਾ ਸਵਿੱਚ,હવાઈ ​​કમાણી સ્વીચ
ਏਰੀਅਲ ਕੁਸ਼ਲਤਾ,હવાઈ ​​કાર્યક્ષમતા
ਏਰੀਅਲ ਰੁਕਾਵਟ,હવાઈ ​​અવરોધ
ਏਰੀਅਲ ਇੰਡਕੈਕਟੈਂਸ,હવાઈ ​​લિટક્શન
ਏਰੀਅਲ ਇਨਸੂਲੇਟਰ,હવાઈ ​​ઇન્સ્યુલેટર
ਹਵਾਈ ਲੋਡਿੰਗ ਕੋਇਲ,હવાઈ ​​લોડિંગ કોઇલ
ਹਵਾਈ ਫੋਟੋਗ੍ਰਾਫੀ,હવાઈ ​​ફોટોગ્રાફી
ਏਰੀਅਲ ਪਾਵਰ,હવાઈ ​​શક્તિ
ਏਰੀਅਲ ਰੇਡੀਏਸ਼ਨ ਰੀਸੈਂਟਸ,હવાઈ ​​કિરણોત્સર્ગ
ਏਰੀਅਲ ਪ੍ਰਤੀਕਰਮ,હવાઈ ​​પ્રતિક્રિયા
ਐਰੋਡਾਇਨਾਮਿਕਸ,વાયુમિશ્રણશાસ્ત્ર
ਏਜੰਸੀ,સંસ્થા
ਏਅਰ ਕੰਪ੍ਰੈਸਰ,હવાઈ ​​સંકોચન
ਏਅਰ ਕੰਡੈਂਸਰ,હવાઈ ​​કન્ડેન્સર
ਹਵਾ ਠੰ .ੀ,હવાઈ ​​ઠંડુ
ਏਅਰ ਕੋਰਡ ਕੋਇਲ,હવાઈ ​​બાંધેલી કોથળી
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,વાતાનુકૂલન
ਅਲਬਾਡੋ,અલ્બેડો
ਐਲਗੋਰਿਦਮ,અલ્ગોરિધમનો
ਅਲਾਇਸਿੰਗ,પરવાના
ਐਲਿੰਗਿੰਗ,સંલગ્ન
ਅਲਾਈਨਮੈਂਟ,ગોઠવણી
ਸਾਰੇ ਵੇਵ ਏਰੀਅਲ,બધા તરંગ હવાઈ
ਅਲਾਟਮੈਂਟ,ફાળવણી
ਵਰਣਮਾਲਾ,વર્ણાનુક્રમ
ਅਲਫਾਨੁਮਿਕ,મૂર્તિમંત
ਅੱਖਰ ਅੱਖਰ,વર્ણ -અક્ષર
ਅਲਫਾਨੁਮਿਕ ਜਾਣਕਾਰੀ,વર્ણ -મૂર્તિમંત માહિતી
ਬਦਲਵੇਂ ਮੌਜੂਦਾ (ਏ.ਸੀ.),વૈકલ્પિક વર્તમાન (એ.સી.)
ਬਦਲਵਾਂ,એકાંતરણ
ਅਲਟਰਨੇਟਰ,પરાકારી
ਉਚਾਈ,Altંચાઈ
ਅਗੇਬੀ ਦੀ ਉਚਾਈ,અનુગામી alt ંચાઇ
ਚਰਿੱਜ ਦੀ ਉਚਾਈ,પેરગીની alt ંચાઇ
ਸ਼ੁਕੀਨ ਰੇਡੀਓ ਸੰਚਾਰ,કલાપ્રેમી રેડિયો સંચાર
ਮਾਹੌਲ,વાતાવરણ
ਮਾਹੌਲ ਮਾਈਕ੍ਰੋਫੋਨ,આજુબાજુના માઇક્રોફોન
ਅੰਬੀਨਟ ਦੀ ਸਥਿਤੀ,આસપાસની શરત
ਅੰਬੀਨਟ ਲਾਈਟਿੰਗ,આસપાસની આજુબાજુની પ્રકાશ
ਅੰਬੀਨਟ ਸ਼ੋਰ,આજુબાજુનો અવાજ
ਵਾਤਾਵਰਣ ਦਾ ਤਾਪਮਾਨ,આસપાસનું તાપમાન
ਅਮੈਰੀਕਨ ਸਟੈਂਡਰਡ ਕੋਡ,અમેરિકન માનક સંહિતા
ਐਂਪੀਅਰ,ષડયંત્ર
ਐਂਪਰ ਮੀਟਰ,Amાંદું મીટર
ਸਹਾਇਕਤਾ,વિસ્તૃત કરવું તે
ਐਪਲੀਫਿਕੇਸ਼ਨ ਫੈਕਟਰ,વિસ્તૃત પરિબળ
ਐਂਪਲੀਫਾਇਰ,પ્રવેધક
ਐਂਪਲੀਫਾਇਰ ਲਾਭ,વિપુલ લાભ
ਐਂਪਲੀਫਾਇਰ ਸ਼ੋਰ,એમ્પ્લીફાયર અવાજ
ਅਮਲੀਫਾਈਸਿੰਗ ਉਪਕਰਣ,વિસ્તૃત સાધનસામગ્રી
ਸਰਪਲੱਸਿੰਗ ਕਲਸਟ੍ਰੋਨ,ક્લીસ્ટ્રોનને વિસ્તૃત કરવું
ਅਮਲੀਫਾਈਸਿੰਗ ਯੂਨਿਟ,વિસ્તૃત એકમ
ਐਪਲੀਟਿ .ਡ,કંપનવિસ્તાર
ਐਪਲੀਟਿ itude ਡ ਭਟਕਣਾ,કંપનવિસ્તારની વિકૃતિ
ਐਪਲੀਟਿ ord ਡ ਸੈਕਸੀਅਨ,કંપનવિસ્તાર
ਐਪਲੀਟਿ let ਟ ਫੈਕਟਰ,કંપનવિસ્તાર પરિબળ
ਐਪਲੀਟਿ .ਡ ਸੀਮਾ,મર્યાદિત મર્યાદા
ਐਪਲੀਟਿ .ਡ,કંપનવિસ્તાર -મોડ્યુલેટેડ
ਐਪਲੀਟਿ let ਟ ਮੇਲੂਲੇਸ਼ਨ,કંપનલી -મોડ્યુલેશન
ਐਨਾਲਾਗ (ਐਨਾਲਾਗ),એનાલોગ (એનાલોગ)
ਐਨਾਲਾਗ ਸਰਕਿਟ,એનાશ
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,એનાલોગ કમ્પ્યુટર
ਐਨਾਲਾਗ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਚੈਨਲ,એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ
ਐਨਾਲਾਗ ਪ੍ਰਤੀਨਿਧਤਾ,મનોલોગ પ્રતિનિધિત્વ
ਐਨਾਲਾਗ ਸਿਗਨਲ,એનાલોગ સંકેત
ਐਨਾਲਾਗ ਡਿਜੀਟਲ,ડિજિટલથી એનાલોગ
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ડિજિટલ કન્વર્ટર માટે એનાલોગ
ਐਨਾਲਾਗ ਵੀਡੀਓ,એટાલી -વિડિઓ
ਸਮਾਨ,સમાન
ਸਮਾਨਤਾ,સાદ્રશ્ય
ਵਿਸ਼ਲੇਸ਼ਣ,વિશ્લેષણ
ਡਾਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,આંકડા
ਵਿਸ਼ਲੇਸ਼ਣ ਘਣਤਾ,વિશ્લેષણાત્મક ઘનતા
ਵਿਸ਼ਲੇਸ਼ਣ,વિશ્લેષણ કરવું
ਵਿਸ਼ਲੇਸ਼ਕ,વિશ્લેષક
Ancilliay ਉਪਕਰਣ,સૌધિતિક સાધનસામગ્રી
ਅਤੇ ਗੇਟ,અને દરવાજો
ਕੋਲੀਮੈਂਟ ਦਾ ਕੋਣ,ખાત્ય ખૂણા
ਧਰੁਵੀਕਰਨ ਦਾ ਕੋਣ,ધ્રુવીકરણ ખૂણા
ਘੁੰਮਣ ਦਾ ਕੋਣ,પરિભ્રમણ
ਐਂਗਟਰੋਮ (å),એંગસ્ટ્રોમ (Å)
ਕੋਣੀ,કોણીય
ਕੋਣੀ ਪ੍ਰਵੇਗ,કોતરણી પ્રવેગક
ਕੋਣੀ ਕੋ-ਆਰਡੀਨੇਟ,કોતરણી સમન્વય
ਐਂਗਲੇਨਰ ਫੁਲੈਕਸ਼ਨ,કોતરણી
ਐਂਗੂਲਰ ਫੈਲਾਅ,કોમણ -ફેલાવો
ਕੋਣੀ ਵਿਸਥਾਪਨ,કોણીય વિસ્થાપન
ਐਂਗਲੇਰ ਐਰਰ,કોણીય ભૂલ
ਕੋਣੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,કોણીય આવર્તન
ਕੋਣੀ ਗਤੀ,કોતરણી ગતિ
ਕੋਣੀ ਮੋਸ਼ਨ,કોણીય ગતિ
ਐਂਗਲੇਰ ਵੇਗ,કોતરણી વેગ
ਐਨੀਮੇਸ਼ਨ,પ્રસન્નતા
ਐਨੋਡ,એનોડ
ਐਨੋਡ ਬੈਟਰੀ,એનોડ બ batteryણ
ਐਨੋਡ ਗੁਣ,એનોડ લાક્ષણિકતા
ਅਨੋਡ ਸਰਕਟ,એનોડ સર્કિટ
ਐਨੋਡ ਡਿਸਪੈਂਪੇਸ਼ਨ,એનોડ વિઘટન
ਐਨੋਡ ਕੁਸ਼ਲਤਾ,એનોડ કાર્યક્ષમતા
ਐਨੋਡ ਇਨਪੁਟ ਪਾਵਰ,એનોડ ઇનપુટ પાવર
ਐਡੀਡ ਦੀ ਵਰਤੋਂ,એનોડ મોડ્યુલેશન
ਐਂਟੀਨਾ,એન્ટેના
ਐਂਟੀਨਾ ਬੀਅਵਿਡਥ,એન્ટેના બીમવિડ્થ
ਐਂਟੀਨਾ ਬੂਸਟਰ,એન્ટેના
ਐਂਟੀਨਾ ਬਦਲਾਓ ਸਵਿੱਚ,એન્ટેના ચેન્જઓવર સ્વીચ
ਐਂਟੀਨਾ ਕੋਇਲ,કોઇ
ਐਟੀਨਨਾ ਕੌਂਫਿਗਰੇਸ਼ਨ,એન્ટેના રૂપરેખાંકન
ਐਂਟੀਨਾ ਕਪਲਰ,એન્ટેના કપડા
ਐਂਟੀਨਾ ਕਰਾਸ ਪੋਲਰ ਪੈਟਰਨ,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
ਐਂਟੀਨਾ ਮੌਜੂਦਾ,એન્ટેના પ્રવાહ
ਐਂਟੀਨਾ ਡਾਇਰੈਕਟਰਵਿਟੀ ਲਾਭ,એન્ટેના નિર્દેશન લાભ
ਐਂਟੀਨਾ ਡੁਪਲੈਕਸਰ,એન્ટેના ડુપ્લેક્સર
ਐਂਟੀਨਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਖੇਤਰ,એન્ટેના અસરકારક ક્ષેત્ર
ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ,વૈશ્વિક કાર્યક્ષમતા
ਐਂਟੀਨਾ ਫੀਡ,એન્ટેના ફીડ
ਐਂਟੀਨਾ ਪੈਰ ਪ੍ਰਿੰਟ,એન્ટેના પગની છાપ
ਐਂਟੀਨਾ ਲਾਭ,એન્ટેના લાભ
ਐਂਟੀਨਾ ਉਚਾਈ,એન્ટેના height ંચાઇ
ਐਂਟੀਨਾ ਪ੍ਰੇਸ਼ਾਨ,એન્ટેના અવરોધ
ਐਂਟੀਨਾ ਇੰਡਸੀਕਟੈਂਸ,એન્ટેના
ਐਂਟੀਨਾ ਪੈਟਰਨ,એન્ટેનાનો દાખલો
ਐਂਟੀਨਾ ਪਲੇਕਸਰ,એન્ટેના નાવિક
ਐਂਟੀਨਾ ਧਰੁਵੀਕਰਨ,એન્ટેના ધ્રુવીકરણ
ਐਂਟੀਨਾ ਪਾਵਰ,એન્ટેના શક્તિ
ਐਂਟੀਨਾ ਪਾਵਰ ਲਾਭ,એન્ટેના વીજળી લાભ
ਐਂਟੀਨਾ ਰੇਡੀਏਸ਼ਨ ਟਾਕਰਾ,એન્ટેના રેડિયેશન પ્રતિકાર
ਐਂਟੀਨਾ ਪ੍ਰਤੀਕ੍ਰਿਆ,એન્ટેના પ્રતિક્રિયા
ਐਂਟੀਨਾ ਰਿਫਲੈਕਟਰ,એન્ટેના પરાવર્તક
ਐਂਟੀਨਾ ਟਾਕਰੇ,એન્ટેના પ્રતિકાર
ਐਂਟੀਨਾ ਗੂੰਜਕ ਬਾਰੰਬਾਰਤਾ,એન્ટેના પડઘો આવર્તન
ਐਂਟੀਨਾ ਸਪੇਸਿੰਗ,એન્ટેના અંતર
ਐਂਟੀਨਾ ਸਵਿਚਿੰਗ ਰੂਮ,એન્ટેના સ્વિચિંગ રૂમ
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਕੋਇਲ,એન્ટેના ટ્યુનિંગ કોઇલ
ਐਂਟੀਨਾ ਟਿ ing ਨਿੰਗ ਹੱਟ,એન્ટેના ટ્યુનિંગ ઝૂંપડી
ਅਪਰਚਰ,છિદ્ર
ਅਪੋਜੀ,પ્રાણઘાતક
ਅਪੋਜੀ ਰਾਕੇਟ,અજેતા રોકેટ
ਉਪਕਰਣ,ઉપકરણ
ਸਪੱਸ਼ਟ,સ્પષ્ટ
ਐਪਲਿਟ,સાદડી
ਐਪਲੀਕੇਸ਼ਨ,નિયમ
ਲਗਭਗ,આશરે
Aquive ਹੱਲ,જળસ
ਆਰਕ,ચાપ
ਆਰਕੀਟੈਕਚਰ,સ્થાપત્ય
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ ਦਾ ਆਰਕਵਲ ਟ੍ਰਾਂਸਫਰ,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
ਪੁਰਾਲੇਖ,દફ્તર
ਹਿਸਾਬ ਕੋਡਿੰਗ,અંકગણિત કોડિંગ
ਆਰਮਚਰ,હાથ
ਆਰਮਟਿ ure ਟਰ ਹਵਾ,આર્મચર વિન્ડિંગ
ਐਰੇ,કળ
ਅਰੈਸਟਰ,કરચલો
ਬਿਆਨ,સ્પષ્ટીકરણ
ਆਰਟੀਫੈਕਟ (= ਆਰਟਫੈਕਟ),આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
ਚੜ੍ਹਨਾ,ચડતું
ਆਕਾਰ ਅਨੁਪਾਤ,પાસા ગુણોત્તર
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,ભેગા કરનાર
ਜ਼ੋਰ,નિશ્ચય
ਅਸਾਈਨਮੈਂਟ,સોંપણી
ਅਸਾਈਨਮੈਂਟ ਚੈਨਲ,નાબૂદ
ਅਸਮੈਟ੍ਰਿਕਲ,અસમપ્રમાણ
ਅਸਿੰਕਰੋਨਸ,અસુમેળવાળું
ਵਾਤਾਵਰਣ,વાતાવરણ
ਵਾਯੂਮੰਡਲ ਦਾ ਨੁਕਸਾਨ,વાતાવરણીય નુકસાન
ਵਾਯੂਮੰਡਲ ਸ਼ੋਰ,વાતાવરણીય અવાજ
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,વાતાવરણ નુ દબાણ
ਵਾਯੂਮੰਡਲ ਪ੍ਰਸਾਰ,વાતાવરણીય પ્રચાર
ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ,વાતાવરણીય તરંગ
ਵਾਯੂਮੰਡਲ,વાતાવરણીય
ਐਟਮ,અણુ
ਪ੍ਰਮਾਣੂ ਬਣਤਰ,અણુનું માળખું
ਲਗਾਵ,જોડાણ
ਪਟੀਸ਼ਨ,વ્યવહાલ
ਅਟੁੱਟ ਨੁਕਸਾਨ,અંતરચળી
ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ,ધ્વનિ તરંગો
Attetuator,હલકાઈ કરનાર
ਐਟੀਟਨਿਟਰ-ਪੈਡ,વિકેન્દ્ર
ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ,શ્રદ્ધાળુ થ્રેશોલ્ડ
ਸੁਣਨਯੋਗ,શ્રાવ્ય
ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ,શ્રાવ્ય આવર્તન
ਸੁਣਨਯੋਗ ਧੁਨ,શિરદર્શક સ્વર
ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ,શિરદર્શક
ਹਾਜ਼ਰੀਨ,શ્રોતા
ਆਡੀਓ,Audડિસ
ਆਡੀਓ ਅਮਲੀਫਾਇਰ,Audio ડિઓ એમ્પ્લીફાયર
ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ,Audio ડિઓ વિશ્લેષક
ਆਡੀਓ ਪ੍ਰਸਾਰਣ,Audio ડિઓ બ્રોડકાસ્ટિંગ
ਆਡੀਓ ਕੇਬਲ,Audષધિસનું aution ડિઓબલ
ਆਡੀਓ ਚੇਨ,શાસ્ત્ર
ਆਡੀਓ ਕੋਡਕ,કડકા
ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ,Audતુ)
ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ,કોમ્પ્રેસર
ਆਡੀਓ ਕੰਸੋਲ,Audio ડિઓ કન્સોલ
ਆਡੀਓ ਵਿਗਾੜ,Audio ડિઓની વિકૃતિ
ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ,Dynamડિસ
ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ,Audio ડિઓ ફાઇલ ફોર્મેટ
ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ,Audio ડિઓ ફ્રેમ ફોર્મેટ
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ,Audio ડિઓ આવર્તન જનરેટર
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ,Audio ડિઓ આવર્તન શ્રેણી
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,Audio ડિઓ આવર્તન પ્રતિસાદ
ਆਡੀਓ ਸੀਮਾ,સત્તાધિકારી
ਆਡੀਓ ਲਾਈਨ,Audષધિ
ਆਡੀਓ ਮਿਕਸਰ,Audડિસર
ਆਡੀਓ ਸੰਚਾਲਨ,Audio ડિઓ મોડ્યુલેશન
ਆਡੀਓ c ਸਿਲੇਟਰ,ઓડિસ -ઓસિલેટર
ਆਡੀਓ ਆਉਟਪੁੱਟ,Audio ડિઓ આઉટપાત
ਆਡੀਓ ਪਾਵਰ,Auth ડિઓ સત્તાની સત્તા
ਆਡੀਓ ਕੁਆਲਟੀ,કવિતા
ਆਡੀਓ ਸਿਗਨਲ,શ્રદ્ધા
ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,Audio ડિઓ સિગ્નલ પ્રક્રિયા
ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ,Audio ડિઓ સ્પેક્ટ્રમ
ਆਡੀਓ ਸਟੋਰੇਜ,Audio ડિઓ સંગ્રહ
ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ,Audડિસ
ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ,ઈડનીસ પરિશ્રમ
ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ,Audio ડિઓ ટ્રાન્સમીટર
ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ,Audડ-આવર્તન ઓસિલેટર
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,પુનરાવર્તન સંકેત
ਆਡੀਓਮੈਟਰੀ,કવિતા
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ,વિઝ્યુઅલી સહાય
ਆਡੀਟਰੀ ਧਾਰਨਾ,ઉપદેશની ધારણા
ਪ੍ਰਮਾਣਿਕਤਾ,પ્રમાણીકરણ
ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,અધિકૃત વાહક આવર્તન
ਆਟੋ ਕੈਡ,ઓટો કેડ
ਆਟੋ ਨਿਦਾਨ,સ્વત -નિદાન
ਆਟੋਮੈਟਿਕ,સ્વચાલિત
ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ,સ્વચાલિત નિયંત્રણ
ਆਟੋਮੈਟਿਕ ਖੋਜ,સ્વચાલિત તપાસ
ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ,સ્વચાલિત સાધનો
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ,સ્વચાલિત આવર્તન નિયંત્રણ
ਆਟੋਮੈਟਿਕ ਸੀਮਾ,સ્વચાલિત મર્યાદા
ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ,સ્વચાલિત યંત્ર
ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ,આપમેળે phાંકણું નિયંત્રણ
ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ,સ્વચાલિત ચિત્ર પ્રસારણ
ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ,સ્વચાલિત પ્લેબેક
ਆਟੋਮੈਟਿਕ ਪਾਵਰ ਕੰਟਰੋਲ,સ્વચાલિત વીજળી નિયંત્રણ
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,સ્વચાલિત કાર્યક્રમ
