Tamil,Bengali
மத்திய வரம்பு தேற்றம்,কেন্দ্রীয় সীমা উপপাদ্য
மைய தருணம்,কেন্দ্রীয় মুহূর্ত
மத்திய வள அலகு,কেন্দ্রীয় সম্পদ ইউনিট
மைய உள்ளுணர்வு,কেন্দ্রীয় প্রবৃত্তি
மையம்*,কেন্দ্র*
ஈர்ப்பு மையம்,অভিকর্ষের কেন্দ্র
குழு மையம்,গ্রুপ কেন্দ্র
வெகுஜன மையம்,ভর কেন্দ্র
சமச்சீர் மையம்,প্রতিসাম্য কেন্দ্র
மையவிலக்கு விசை,অপকেন্দ্র বল
மையவிலக்கு விசை,কেন্দ্রমুখী বল
"மையநோக்கு நடுக்கோடு,",কেন্দ্রমুখী মেরিডিয়ান
உறுதி,নিশ্চিততা
cgs முறை,সিজিএস পদ্ধতি
cgs அலகு,সিজিএস ইউনিট
வேறுபாட்டின் சங்கிலி விதி,পার্থক্যের চেইন নিয়ম
ஒருவேளை,"ভাগ্যে, ভাগ্যক্রমে"
சீரற்ற நகர்வு,এলোমেলো পদক্ষেপ
அச்சு மாற்றம்,অক্ষ স্থানান্তর
"அடிப்படை மாற்றம் பயதார்-மாற்றம்,",ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন
வரிசைமாற்றம்,স্থানান্তর
பண்பு குணகம்,বৈশিষ্ট্য সহগ
பண்பு நிர்ணயம்,চরিত্রগত নির্ধারক
சிறப்பியல்பு சமன்பாடு,চরিত্রগত সমীকরণ
"பண்பு செயல்பாடு, பண்பு செயல்பாடு","চারিত্রিক ফাংশন, চরিত্রগত ফাংশন"
மடக்கையின் முழு எண்,লগারিদমের পূর্ণসংখ্যা
"பண்பு பல்லுறுப்புக்கோவை,",চরিত্রগত বহুপদ
பண்பு மதிப்பு,বৈশিষ্ট্যগত মান
பண்பு திசையன்,চরিত্রগত ভেক্টর
பாத்திர சமூகம்,চরিত্র সম্প্রদায়
"விளக்கப்படங்கள், விளக்கப்படங்கள்,","চার্ট, চার্ট"
சி-சதுர விநியோகம்,চি-স্কোয়ার বিতরণ
சி-சதுர சூத்திரம்,চি-বর্গাকার সূত্র
சி-சதுர சோதனை,চি-স্কয়ার পরীক্ষা
நாண்*,জ্যা*
நாண் பிரிக்கும் முறை,জ্যা বিভাজন পদ্ধতি
எழுதப்பட்ட செய்தி,লিখিত বার্তা
"பூஜ்யம், மறைக்குறியீடு","শূন্য, সাইফার"
வட்டம்*,বৃত্ত*
ஒன்றிணைப்பு வட்டம்,অভিসারী বৃত্ত
சுற்று அணி,সার্কিট ম্যাট্রিক্স
"வட்ட, வட்ட,","বৃত্তাকার, বৃত্তাকার"
வட்ட அறிகுறிகள்,বৃত্তাকার উপসর্গ
வட்ட குழாய்,বৃত্তাকার কন্ডুলাইন
வட்ட இயக்கம்,বৃত্তাকার গতি
சுற்று மையம்,পরিধি কেন্দ্র
ஓய்வு பெற்ற*,অবসরপ্রাপ্ত*
"சுற்றி வர, சுற்றி வர","প্রদক্ষিণ করা, চারপাশে আঁকা"
கடந்த,অতীত
சுற்றத்தார்,পরিধিকৃত
புகழ்பெற்ற கார்ப்பரேட்,বিশিষ্ট কর্পোরেট
உன்னதமான இயக்கவியல்,ক্লাসিক গতিবিদ্যা
உன்னதமான தேர்வுமுறை,ক্লাসিক অপ্টিমাইজেশান
நாள்பட்ட நிதி பிரச்சனை,দীর্ঘস্থায়ী আর্থিক সমস্যা
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
பிழைகளின் வகைப்பாடு,ত্রুটির শ্রেণীবিভাগ
வகுப்பு இடைவெளி,ক্লাসের ব্যবধান
வகுப்பு இடைவெளி அலகு,ক্লাস ব্যবধান ইউনিট
வகுப்பு வரம்பு,শ্রেণীর সীমা
கடிகாரகடிகாரச்சுற்று,ঘড়ির কাঁটার দিকে
மூடப்பட்டது,বন্ধ
"மூடப்பட்டது, மூடப்பட்டது","বন্ধ, বন্ধ"
மூடிய அடுக்கு கவர்,বন্ধ স্তর আবরণ
மூடிய கன சதுரம்,বন্ধ ঘনক্ষেত্র
"மூடிய வளைவு, மூடிய வளைவு","বন্ধ বক্ররেখা, বন্ধ বক্ররেখা"
மூடப்பட்ட மாகாணம்,বন্ধ প্রদেশ
மூடிய வடிவம்,বন্ধ আকৃতি
மூடிய இடைவெளி,বন্ধ ব্যবধান
"மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி","বদ্ধ অঞ্চল, বদ্ধ অঞ্চল"
