Assamese,Bengali
প্ৰাদুৰ্ভাৱৰ কোণ,ঘটনার কোণ
প্ৰক্ষেপণৰ কোণ,অভিক্ষেপ কোণ
প্ৰতিফলনৰ কোণ,প্রতিফলন কোণ
বিবৰ্তনৰ কোণ,প্রতিসরণ কোণ
ঘূৰ্ণন কোণ,ঘূর্ণন কোণ
প্ৰতিফলনৰ নিৰপেক্ষ কোণ,প্রতিফলনের পরম কোণ
কৌণিক ত্বৰণ,কৌণিক ত্বরণ
কৌণিক বেগ,কৌণিক বেগ
কৌণিক গতি,কৌণিক গতি
কৌণিক বেগ,কৌণিক বেগ
ৰিং ফিংগাৰ,অনামিকা আঙুল
উত্তৰদিশ,উত্তর
কাউণ্টাৰ ডেৰাইভেটিভ,কাউন্টার ডেরিভেটিভ
সমমিতি ফলন,আইসোমেট্রিক ফাংশন
"আবৃত, প্ৰযোজ্য, প্ৰযোজ্য","আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য"
"আবেদন আবেদন,",আবেদনের আবেদন
ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
প্ৰয়োগ কৰা জ্যামিতি,প্রয়োগ করা জ্যামিতি
প্ৰয়োগ কৰা গণিত,ফলিত গণিত
প্ৰয়োগ কৰা পৰিসংখ্যা,ফলিত পরিসংখ্যান
"আনুমানিক, আনুমানিক","প্রায়, প্রায়"
প্ৰায় অবিৰত ফলন,প্রায় একটানা ফাংশন
"মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
আনুমানিক সমাধান,আনুমানিক সমাধান
আনুমানিক সমস্যা,আনুমানিক সমস্যা
আনুমানিক বৈশিষ্ট্য,আনুমানিক সম্পত্তি
যোগ্যতা পৰীক্ষা,বুদ্ধিমত্তার পরীক্ষা
আৰ্গন ডায়েগ্ৰাম,আর্গন ডায়াগ্রাম
স্বেচ্ছামূলক,স্বেচ্ছায়
"random, যাদৃচ্ছিক","এলোমেলো, এলোমেলো"
ইচ্ছাকৃত ধ্ৰুৱক,নির্বিচারে ধ্রুবক
মুক্ত মৌল,বিনামূল্যে উপাদান
ইচ্ছাকৃত বিন্দু,নির্বিচারে পয়েন্ট
আৰ্কিমিডিছৰ নিয়ম,আর্কিমিডের আইন
আৰ্কিমিডিছৰ নিয়ম,আর্কিমিডিসের আইন
"চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
বৃত্ত চাপ,বৃত্ত চাপ
বিপৰীত চাইন বিতৰণ,ইনভার্স সাইন ডিস্ট্রিবিউশন
বিপৰীত চাইন ৰূপান্তৰ,বিপরীত সাইন রূপান্তর
"এলেকা, এলেকা","এলাকা, এলাকা"
আঞ্চলিক সংৰূপ,আঞ্চলিক কনফিগারেশন
এটা জটিল সংখ্যাৰ কোণ,একটি জটিল সংখ্যার কোণ
গাণিতিক গড়,গাণিতিক গড়
ডিজিটেল অপাৰেচন,ডিজিটাল অপারেশন
ডিজিটেল ইউনিট,ডিজিটাল ইউনিট
"কনফিগাৰেচন, ব্যৱস্থা","কনফিগারেশন, বিন্যাস"
"এৰে, এৰে","অ্যারে, অ্যারে"
কৃত্ৰিম উপগ্ৰহ,কৃত্রিম উপগ্রহ
কৃত্ৰিম চলক,কৃত্রিম পরিবর্তনশীল
বগাবলৈ,আরোহন করা
আৰোহী,আরোহী
মাত্ৰাৰ আৰোহী ক্ৰম,মাত্রার আরোহী ক্রম
আৰোহী গ্ৰেড,আরোহী গ্রেড
এছেম্বলাৰ ভাষা,সংযোজনকারী ভাষা
"নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
সহযোগী নিয়ম,সহযোগী নিয়ম
অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম,অপারেটরদের সহযোগী নিয়ম
এছ&#39;চিয়েটিভ অপাৰেচন,সহযোগী অপারেশন
সংগীত্ব,সাহচর্য
ধৰি লোৱা গড়,ধরে নেওয়া গড়
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,অনুমান সম্ভাব্যতা বন্টন
"কল্পনা কৰা, স্বীকাৰ কৰা,","কল্পনা করা, স্বীকার করা"
জ্যোতিষ বিজ্ঞান,জ্যোতিষশাস্ত্র
"মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
জ্যোতিৰ্বিজ্ঞানী*,জ্যোতির্বিদ*
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,জ্যোতির্বিদ্যা ঘড়ি
জ্যোতিৰ্বিজ্ঞান,জ্যোতির্বিদ্যা
অসমতাপূৰ্ণ বক্ৰ,অপ্রতিসম বক্ররেখা
বিষমতা,অসমতা
এছিম্পটটিক,অ্যাসিম্পোটিক
গুৰুতৰ কৰি তোলা,উত্তেজক
প্ৰগতিশীল অনুমানক,প্রগতিশীল অনুমানকারী
ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
ৰেট্ৰ&#39;গ্ৰেড আচৰণ,বিপরীতমুখী আচরণ
আক্ৰমণাত্মক বিতৰণ ফলন,আক্রমনাত্মক বিতরণ ফাংশন
ওপৰলৈ বিয়পি পৰা,ঊর্ধ্বগামী বিস্তার
বায়ুমণ্ডলীয় চাপ,বায়ুমণ্ডলীয় চাপ
"যাদৃচ্ছিকভাৱে,",এলোমেলোভাবে
গুণ*,সম্পত্তি*
বৈশিষ্ট্য-নমুনা-ব্যৱস্থা,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
বৰ্ধিত মেট্ৰিক্স,অগমেন্টেড ম্যাট্রিক্স
স্ব-সম্বন্ধ সহগ,স্বয়ংক্রিয় সম্পর্ক সহগ
স্বয়ংসম্বন্ধ কাৰ্য্য,স্বয়ংক্রিয় সম্পর্ক ফাংশন
সহাৱস্থান,সহবাস
স্বয়ংক্ৰিয় কম্পিউটাৰ,স্বয়ংক্রিয় কম্পিউটার
অটোৰিগ্ৰেছন,অটোরিগ্রেশন
সহায়ক সমীকৰণ,সহায়ক সমীকরণ
গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
"স্বতন্ত্ৰ, স্বতন্ত্ৰ","axiom, axiom"
স্বতন্ত্ৰ পদ্ধতি,স্বতঃসিদ্ধ পদ্ধতি
সম্ভাৱনা স্বতন্ত্ৰতা,সম্ভাব্যতা স্বতঃসিদ্ধ
অক্ষ,অক্ষ
ভূজাক্ষ,ভুজক্ষ
পৃথিৱীৰ অক্ষ,পৃথিবী অক্ষ
ঘূৰ্ণন অক্ষ,ঘূর্ণন অক্ষ
ঘূৰ্ণন অক্ষ,ঘূর্ণন অক্ষ
স্পিন অক্ষ,স্পিন অক্ষ
পোষ্ট সলনি কৰা,পোস্ট প্রতিস্থাপন
পাছত,পরে
পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ,ফিরে সন্নিবেশ সূত্র
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
সুষম ডিজাইন,সুষম নকশা
বেলেন্স শ্বীট,ব্যালেন্স শীট
মিছাইল,মিসাইল
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","ব্যালিস্টিক, অস্ত্র"
"স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
ভিত্তি কোণ,ভিত্তি কোণ
"লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"মূল, মৌলিক,","মৌলিক, মৌলিক"
ভিত্তি সুসংহত সমাধান,ভিত্তি সুসংগত সমাধান
ভিত্তি দ্ৰৱণ,ভিত্তি সমাধান
ভিত্তি চলক,ভিত্তি পরিবর্তনশীল
ভেঁটি,ভিত্তি
ভিত্তি উপাদান,ভিত্তি উপাদান
ভিত্তি মেট্ৰিক্স,বেস ম্যাট্রিক্স
ভেক্টৰ স্থানৰ ভিত্তি,ভেক্টর স্থানের ভিত্তি
উপজনসংখ্যাৰ ভিত্তিত,উপ-জনসংখ্যা ভিত্তিতে
অসাধু,নীতিহীন
bez-নিয়ম,বেজ-রুল
bez- উপপাদ্য,bez-তত্ত্ব
bernoulli-বিতৰণ,bernoulli-বন্টন
বাৰ্নৌলিৰ সংখ্যা,বার্নোলি সংখ্যা
বাৰ্নৌলি সম্ভাৱনা ফলন,Bernoulli সম্ভাব্যতা ফাংশন
বাৰ্নৌলি-সমীকৰণ,বার্নোলি-সমীকরণ
জামুৰ কাৰ্য্য,বেরি ফাংশন
শ্ৰেষ্ঠ আঠাযুক্ততা,সেরা আনুগত্য
শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা,সেরা আনুগত্য লাইন
উত্তম সমাধান,সেরা সমাধান
শ্ৰেষ্ঠ টিপছ,সেরা টিপস
বিটা বিতৰণ,বিটা বিতরণ
"bias, পক্ষপাতিত্ব","পক্ষপাত, পক্ষপাত"
পক্ষপাতমূলক মূল্যায়ন,পক্ষপাতমূলক মূল্যায়ন
দ্বিপদ সমীকৰণ,দ্বিপদ সমীকরণ
একক কভাৰ,একক আবরণ
একক কভাৰ মেপ,একক কভার মানচিত্র
একক কভাৰ মেপিং,একক কভার ম্যাপিং
দ্বিঘাত দ্বিঘাত,দ্বিঘাত দ্বিঘাত
দ্বিৰৈখিক ফলন,বাইলিনিয়ার ফাংশন
দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"দ্বি-চলক, বাইনাৰী, দ্বৈত","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","বাইনারি কোড, বাইনারি কোড"
"বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
বাইনাৰী এনকোডিং,বাইনারি এনকোডিং
বাইনাৰী কম্পিউটাৰ,বাইনারি কম্পিউটার
বাইনাৰী সংখ্যা,বাইনারি সংখ্যা
বাইনাৰী অপাৰেচন,বাইনারি অপারেশন
বাইনাৰী পদ্ধতি,বাইনারি পদ্ধতি
বাইনাৰী চলক,বাইনারি পরিবর্তনশীল
দ্বিপদ সহগ,দ্বিপদ সহগ
দ্বিপদ বিতৰণ,দ্বিপদ ডিস্ট্রিবিউশন
দ্বিপদ সমীকৰণ,দ্বিপদ সমীকরণ
দ্বিপদ ভ্যাৰিয়েন্স,দ্বিপদ প্রকরণ
দ্বিপদ অভিব্যক্তি,দ্বিপদ অভিব্যক্তি
দ্বিপদ ৰেণ্ডম চলক,দ্বিপদী র্যান্ডম পরিবর্তনশীল
দ্বিপদ উপপাদ্য,দ্বিপদ উপপাদ্য
"আধা, bifurcation","অর্ধেক, বিভাজন"
"bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
হাফ বাইছেক্টৰ,অর্ধেক দ্বিখণ্ডক
"দ্বিপদ, দ্বৈত",দ্বিপদ
"ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
দ্বিচলকীয় সম্পৰ্ক সহগ,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
দ্বিচলকীয় বিতৰণ,দ্বিমুখী বন্টন
দ্বিচলকীয় স্বাভাৱিক-বিতৰণ,bivariate স্বাভাবিক-বন্টন
বাইভেক্টৰ,bivector
বোল্টমেন সমীকৰণ,বোল্টম্যান সমীকরণ
বুলিয়ান বীজগণিত*,বুলিয়ান বীজগণিত*
বস-আইনষ্টাইন পৰিসংখ্যা,বোস-আইনস্টাইন পরিসংখ্যান
সীমাবদ্ধতা নিষেধাজ্ঞা,সীমাবদ্ধতা সীমাবদ্ধতা
সীমা স্তৰ,সীমানা স্তর
সীমাৰেখা,সীমান
সীমা মূল্য,সীমা মান
সীমা মূল্যৰ সমস্যা,সীমানা মান সমস্যা
"সীমাবদ্ধ ফলন সীমাবদ্ধ ফল,",আবদ্ধ ফাংশন আবদ্ধ ফল
"সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ টেবুল,","আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
"সীমাবদ্ধ ভূখণ্ড সীমাবদ্ধ ভূখণ্ড,",সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
"সীমাবদ্ধ ছেট সীমাবদ্ধ গোট,",আবদ্ধ সেট আবদ্ধ সেট
ব্ৰাউনি গতি,ব্রাউনি গতি
গণনা কৰা,হিসাব করতে
গণনা কৰা,গণনা
"কেলকুলেটৰ, কেলকুলেটৰ","ক্যালকুলেটর, ক্যালকুলেটর"
গণনা*,হিসাব*
গণনামূলক ক্ৰিয়া পদ্ধতি,গণনামূলক কর্ম পদ্ধতি
"কেলকুলেটৰ, কেলকুলেটৰ","ক্যালকুলেটর, ক্যালকুলেটর"
"কেলকুলাছ, কেলকুলাছ","ক্যালকুলাস, ক্যালকুলাস"
ভ্যাৰিয়েন্স কেলকুলাছ,প্রকরণ ক্যালকুলাস
কেলৰি,ক্যালোরি
বাতিল নিয়ম,বিধি বাতিল করা
কেননিক সমীকৰণ,ক্যানোনিকাল সমীকরণ
কেননিক ৰূপ,ক্যানোনিকাল ফর্ম
"কেননিক মেট্ৰিক্স, কে কেননিক মেট্ৰিক্স","ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স"
কেন্টৰ ছেট,ক্যান্টর সেট
cantor ত্ৰিকোণীয় ছেট,ক্যান্টর ত্রিভুজাকার সেট
বাধ্যতামূলক পৰিবহণ সমস্যা,সীমাবদ্ধ পরিবহন সমস্যা
সক্ষমতা,ক্ষমতা
কেপিলাৰী বল,কৈশিক বল
"গণনা সংখ্যা, কাৰ্ডিনেল সংখ্যা","গণনা সংখ্যা, কার্ডিনাল সংখ্যা"
কাৰ্টেচিয়ান অক্ষ,কার্টেসিয়ান অক্ষ
কাৰ্টেছিয়ান স্থানাংক,কার্টেসিয়ান স্থানাঙ্ক
কাৰ্টেছিয়ান উৎপাদন,কার্টিজিয়ান পণ্য
সমষ্টিৰ কাৰ্টেছিয়ান গুণন,সেটের কার্টেসিয়ান গুন
"কেছ ষ্টডি, কেছ ষ্টডি","কেস স্টাডি, কেস স্টাডি"
দুৰ্যোগপূৰ্ণ ভাষণ,বিপর্যয়মূলক বক্তৃতা
catinary,ক্যাটিনারি
কাউচি বিতৰণ,কচি বন্টন
কৌশীৰ সূত্ৰ,কৌশির সূত্র
কৌশী-গুৰ্ষ-উপাপাদ্য,কচি-গুর্সা-তত্ত্ব
কৌছি-ৰাইমান-বান,কৌশি-রিম্যান-বান
ক&#39;চি ক্ৰম,কচি সিকোয়েন্স
কৌশি অবিচ্ছেদ্য,কৌশি অবিচ্ছেদ্য
কৌশী মূল-মূল্য,কৌশি প্রধান-মূল্য
ক’চি ৰেমেইণ্ডাৰ উপপাদ্য,কচি অবশিষ্ট উপপাদ্য
কেলে-হেমিল্টন-উপাপাদ্য,ক্যালে-হ্যামিল্টন-উপাত্ত
আকাশী দেহ,স্বর্গীয় শরীরের
জ্যোতিৰ্বিজ্ঞানৰ জোখ-মাখ,জ্যোতির্বিদ্যা পরিমাপ
আকাশী যান্ত্ৰিকতা,স্বর্গীয় বলবিদ্যা
আকাশী দেহ,স্বর্গীয় শরীরের
কোষ কম্পাঙ্ক,সেল ফ্রিকোয়েন্সি
"লোকপিয়ল, লোকপিয়ল","আদমশুমারি, আদমশুমারি"
শতাংশ,শতাংশ
চেন্টিমিটাৰ,সেন্টিমিটার
চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
"কেন্দ্ৰীয়, সমকেন্দ্ৰিক","কেন্দ্রীয়, কেন্দ্রীভূত"
কেন্দ্ৰীয় অক্ষ,কেন্দ্রীয় অক্ষ
কেন্দ্ৰীয় ব্যৱধান,কেন্দ্রীয় ফাঁক
কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ,কেন্দ্রীয় পার্থক্য সূত্র
কেন্দ্ৰীয় অৱভেদ্য টেবুল,কেন্দ্রীয় ডিফারেনশিয়াল টেবিল
কেন্দ্ৰীয় সীমা উপপাদ্য,কেন্দ্রীয় সীমা উপপাদ্য
কেন্দ্ৰীয় মুহূৰ্ত,কেন্দ্রীয় মুহূর্ত
কেন্দ্ৰীয় সম্পদ একক,কেন্দ্রীয় সম্পদ ইউনিট
কেন্দ্ৰীয় প্ৰবৃত্তি,কেন্দ্রীয় প্রবৃত্তি
কেন্দ্ৰ*,কেন্দ্র*
মাধ্যাকৰ্ষণ কেন্দ্ৰ,অভিকর্ষের কেন্দ্র
গ্ৰুপ চেণ্টাৰ,গ্রুপ কেন্দ্র
ভৰ কেন্দ্ৰ,ভর কেন্দ্র
প্ৰতিসমতাৰ কেন্দ্ৰ,প্রতিসাম্য কেন্দ্র
কেন্দ্ৰপৃথক বল,অপকেন্দ্র বল
কেন্দ্ৰিক বল,কেন্দ্রমুখী বল
"কেন্দ্ৰিক মেৰিডিয়ান,",কেন্দ্রমুখী মেরিডিয়ান
নিশ্চয়তা,নিশ্চিততা
cgs পদ্ধতি,সিজিএস পদ্ধতি
cgs ইউনিট,সিজিএস ইউনিট
পাৰ্থক্যৰ শৃংখল নিয়ম,পার্থক্যের চেইন নিয়ম
কেনেবাকৈ,"ভাগ্যে, ভাগ্যক্রমে"
random move,এলোমেলো পদক্ষেপ
অক্ষৰ স্থানান্তৰ,অক্ষ স্থানান্তর
"ভিত্তি পৰিৱৰ্তন পায়ধৰ-পৰিৱৰ্তন,",ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন
ক্ৰমবিন্যাস,স্থানান্তর
বৈশিষ্ট্য সহগ,বৈশিষ্ট্য সহগ
বৈশিষ্ট্য নিৰ্ণায়ক,চরিত্রগত নির্ধারক
বৈশিষ্ট্যপূৰ্ণ সমীকৰণ,চরিত্রগত সমীকরণ
"বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য, বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য","চারিত্রিক ফাংশন, চরিত্রগত ফাংশন"
লগাৰিদমৰ পূৰ্ণসংখ্যা,লগারিদমের পূর্ণসংখ্যা
"বৈশিষ্ট্যপূৰ্ণ বহুপদ,",চরিত্রগত বহুপদ
বৈশিষ্ট্যপূৰ্ণ মূল্য,বৈশিষ্ট্যগত মান
বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ,চরিত্রগত ভেক্টর
চৰিত্ৰ সম্প্ৰদায়,চরিত্র সম্প্রদায়
"লেখচিত্ৰ, লেখচিত্ৰ,","চার্ট, চার্ট"
কাই-স্কেয়াৰ বিতৰণ,চি-স্কোয়ার বিতরণ
কাই-বৰ্গ সূত্ৰ,চি-বর্গাকার সূত্র
কাই-স্কেয়াৰ পৰীক্ষা,চি-স্কয়ার পরীক্ষা
কৰ্ড*,জ্যা*
কৰ্ড বিভাজন পদ্ধতি,জ্যা বিভাজন পদ্ধতি
লিখিত বাৰ্তা,লিখিত বার্তা
"শূন্য, চাইফাৰ","শূন্য, সাইফার"
বৃত্ত*,বৃত্ত*
অভিসৰণ বৃত্ত,অভিসারী বৃত্ত
বৰ্তনী মেট্ৰিক্স,সার্কিট ম্যাট্রিক্স
