English,Tamil
axiom of probability,நிகழ்தகவு கோட்பாடு
axis,அச்சு
axis of abscissa,புஜக்ஷா
axis of earth,பூமி அச்சு
axis of revolution,சுழற்சி அச்சு
axis of rotation,சுழற்சி அச்சு
axis of spin,சுழல் அச்சு
back-substitution,பிந்தைய மாற்று
backward difference,பின்னர்
backward-interpolation formula,பின் செருகும் சூத்திரம்
balance,"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
balanced design,சீரான வடிவமைப்பு
balance sheet,இருப்பு தாள்
ballistic missile,ஏவுகணை
ballistics,"பந்துவீச்சு, ஆயுதம்"
bar,"நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
base,"அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
base angle,அடிப்படை கோணம்
base of logarithm,"மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
basic,"அடிப்படை, அடிப்படை"
basic feasible solution,அடிப்படை ஒத்திசைவான தீர்வு
basic solution,அடிப்படை தீர்வு
basic variable,அடிப்படை மாறி
basis,அடித்தளம்
basis element,அடிப்படை உறுப்பு
basis matrix,அடிப்படை அணி
basis of a vector space,திசையன் இடத்தின் அடிப்படை
basis of subspace,துணை மக்கள்தொகை அடிப்படையில்
Bayesian estimate,நேர்மையற்ற
Bayes' law,bez-விதி
Bayes' theorem,bez-theorem
Bernoulli distribution,பெர்னோலி-விநியோகம்
Bernoulli number,பெர்னோலி எண்கள்
Bernoulli probability function,பெர்னோலி நிகழ்தகவு செயல்பாடு
Bernoulli's equation,பெர்னோலி-சமன்பாடு
Berry function,பெர்ரி செயல்பாடு
best fit,சிறந்த ஒட்டுதல்
best - fit line,சிறந்த ஒட்டுதல் வரி
best solution,சிறந்த தீர்வு
best strategies,சிறந்த குறிப்புகள்
beta distribution,பீட்டா விநியோகம்
bias,"சார்பு, சார்பு"
biased estimate,பாரபட்சமான மதிப்பீடு
biharmonic equation,ஈருறுப்புச் சமன்பாடு
bijection,ஒற்றை கவர்
bijective map,ஒற்றை அட்டை வரைபடம்
bijective mapping,ஒற்றை அட்டை மேப்பிங்
bilinear form,இருபடி இருபடி
bilinear function,இருமுனை செயல்பாடு
bilinear Hermitian form,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
binary,"இருமாறு, இருமை, இரட்டை"
binary code,"பைனரி குறியீடு, பைனரி குறியீடு"
binary coded decimal,"பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
binary coding,பைனரி குறியாக்கம்
binary computer,பைனரி கணினி
binary digit,பைனரி எண்கள்
binary operation,பைனரி செயல்பாடு
binary system,பைனரி முறை
binary variable,பைனரி மாறி
binomial coefficient,ஈருறுப்புக் குணகம்
binomial distribution,இருவகைப் பரவல்
binomial equation,ஈருறுப்புச் சமன்பாடு
binomial expansion,இருவகை மாறுபாடு
binomial expression,இருமொழி வெளிப்பாடு
binomial random variable,ஈருறுப்பு சீரற்ற மாறி
binomial theorem,ஈருறுப்பு தேற்றம்
bisection,"பாதி, பிளவு"
bisection method,"இரு பிரிவு முறை, அரைப்பிரிவு முறை"
bisector,அரை இருசமவெட்டி
biserial,இருவகை
bit,"ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
bivariate binomial distribution,ஈருறுப்பு இருவகைப் பரவல் இருவகை
bivariate correlation coefficient,இருவகை தொடர்பு குணகம்
bivariate distribution,இருவகை விநியோகம்
bivariate normal distribution,இருவகை இயல்பான-விநியோகம்
bivector,பைவெக்டர்
Boltzmann equation,போல்ட்மேன் சமன்பாடு
Boolean algebra,பூலியன் இயற்கணிதம்*
Bose - Einstein statistics,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
boundary condition,வரம்பு கட்டுப்பாடுகள்
boundary layer,எல்லை நிலை
boundary line,எல்லைக் கோடு
boundary value,வரம்பு மதிப்பு
boundary value problem,எல்லை மதிப்பு பிரச்சனை
bounded function,எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
bounded matrix,"எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
bounded region,எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
bounded set,எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
Brownian motion,பிரவுனி இயக்கம்
calculate,கணக்கெடுக்க
calculating,கணக்கீடு
calculating machine,"கால்குலேட்டர், கால்குலேட்டர்"
calculation,கணக்கீடு*
calculational procedure,கணக்கீட்டு நடவடிக்கை முறை
calculator,"கால்குலேட்டர், கால்குலேட்டர்"
calculus,"கால்குலஸ், கால்குலஸ்"
calculus of variation,மாறுபாடு கணக்கீடு
calorie,கலோரிகள்
cancellation law,ரத்து விதி
canonical equation,நியமன சமன்பாடு
canonical form,நியமன வடிவம்
canonical matrix,"கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
Cantor set,கேண்டர் தொகுப்பு
Cantor's ternary set,கேண்டார் முக்கோண தொகுப்பு
capacitated transportation problem,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
capacity,திறன்
capillary force,தந்துகி விசை
cardinal number,"எண்ணிக்கை எண், கார்டினல் எண்"
Cartesian axes,கார்ட்டீசியன் அச்சு
Cartesian coordinates,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
Cartesian product,கார்ட்டீசியன் தயாரிப்பு
Cartesian product of sets,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
case study,"வழக்கு ஆய்வு, வழக்கு ஆய்வு"
catastrophic fluctuation,பேரழிவு பேச்சு
Catenary,பூனைக்குரிய
Cauchy distribution,காச்சி விநியோகம்
Cauchy formula,கௌசியின் சூத்திரம்
Cauchy Goursat theorem,கௌசி-குர்சா-தேற்றம்
Cauchy Riemann conditions,கௌஷி-ரீமான்-பான்
Cauchy sequence,கௌச்சி வரிசை
Cauchy integral,கௌஷி ஒருங்கிணைந்த
Cauchy principal value,கௌசி முக்கிய மதிப்பு
Cauchy residue theorem,கௌச்சி எஞ்சிய தேற்றம்
Cayley Hamilton theorem,கால்-ஹாமில்டன்-தேற்றம்
celestial body,வானுலக
celestial measurement,வானியல் அளவீடு
celestial mechanics,வான இயக்கவியல்
celestial object,வானுலக
cell frequency,செல் அலைவரிசை
census,"மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
centile,சதவீதம்
centimeter,சென்டிமீட்டர்
centimeter gram second system,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
central,"மைய, மையமான"
central axis,மைய அச்சு
central difference,மத்திய இடைவெளி
central difference formula,மைய வேறுபாடு சூத்திரம்
central difference table,மைய வேறுபாடு அட்டவணை
central limit theorem,மத்திய வரம்பு தேற்றம்
central moment,மைய தருணம்
central processing unit (C.P.U),மத்திய வள அலகு
central tendency,மைய உள்ளுணர்வு
centre,மையம்*
centre of gravity,ஈர்ப்பு மையம்
centre of group,குழு மையம்
centre of mass,வெகுஜன மையம்
centre of symmetry,சமச்சீர் மையம்
centrifugal force,மையவிலக்கு விசை
centripetal force,மையவிலக்கு விசை
centroid,மையநோக்கு நடுக்கோடு
certainty,உறுதி
c.g.s. system,cgs முறை
c.g.s. unit,cgs அலகு
chain rule of differentiation,வேறுபாட்டின் சங்கிலி விதி
chance causes,ஒருவேளை
chance moves,சீரற்ற நகர்வு
change of axes,அச்சு மாற்றம்
change of basis,அடிப்படை மாற்றம் பயதார்-மாற்றம்
change of order,வரிசைமாற்றம்
characteristic coefficient,பண்பு குணகம்
determinant,பண்பு நிர்ணயம்
characteristic equation,சிறப்பியல்பு சமன்பாடு
characteristic function,"பண்பு செயல்பாடு, பண்பு செயல்பாடு"
characteristic of logarithm,மடக்கையின் முழு எண்
characteristic polynomial,பண்பு பல்லுறுப்புக்கோவை
characteristic value,பண்பு மதிப்பு
characteristic vector,பண்பு திசையன்
character set,பாத்திர சமூகம்
chart,"விளக்கப்படங்கள், விளக்கப்படங்கள்"
chi-square distribution,சி-சதுர விநியோகம்
chi-square formula,சி-சதுர சூத்திரம்
chi-square test,சி-சதுர சோதனை
chord,நாண்*
chord-bisection method,நாண் பிரிக்கும் முறை
cipher message (=coded message),எழுதப்பட்ட செய்தி
cipher (zero),"பூஜ்யம், மறைக்குறியீடு"
circle,வட்டம்*
circle of convergence,ஒன்றிணைப்பு வட்டம்
circuit matrix,சுற்று அணி
circular,"வட்ட, வட்ட"
circular asymptote,வட்ட அறிகுறிகள்
circular helix,வட்ட குழாய்
circular motion,வட்ட இயக்கம்
circumcentre,சுற்று மையம்
circumcircle,ஓய்வு பெற்ற*
circumscribe,"சுற்றி வர, சுற்றி வர"
circumscribed,கடந்த
circumscribed circle,சுற்றத்தார்
classical deductive technique,புகழ்பெற்ற கார்ப்பரேட்
classical dynamics,உன்னதமான இயக்கவியல்
classical optimization,உன்னதமான தேர்வுமுறை
classical ruin problem,நாள்பட்ட நிதி பிரச்சனை
classical statistical mechanics,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
classification of errors,பிழைகளின் வகைப்பாடு
class interval,வகுப்பு இடைவெளி
class-interval unit,வகுப்பு இடைவெளி அலகு
class limit,வகுப்பு வரம்பு
clockwise,கடிகாரகடிகாரச்சுற்று
clopen (= closed and open),மூடப்பட்டது
closed,"மூடப்பட்டது, மூடப்பட்டது"
closed convex hull,மூடிய அடுக்கு கவர்
closed cube,மூடிய கன சதுரம்
closed curve,"மூடிய வளைவு, மூடிய வளைவு"
closed domain,மூடப்பட்ட மாகாணம்
closed figure,மூடிய வடிவம்
closed interval,மூடிய இடைவெளி
closed region,"மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி"
closed set,மூடிய தொகுப்பு
closed surface,"மூடிய பக்கம், மூடிய பக்கம்"
closure,விரோதி
closure operator,முன்மொழிபவர்
closure point (= contact point),குவிந்த புள்ளி
closure postulate,சிறைப்பட்ட-ஏற்றுக்கொள்ளப்பட்ட
closure set,சிறைப்பிடிக்கப்பட்ட தொகுப்பு
cluster point,கொத்து புள்ளி
cluster sampling,கொத்து மாதிரி
cluster set,கொத்து மொத்த
coaxial circles,கோஆக்சியல் வட்டம்
coaxial parabolas,கோஆக்சியல் பரவளையம்
coaxial planes,கோஆக்சியல் விமானம்
coaxial triangles,கோஆக்சியல் முக்கோணம்
Cobb - Douglas function,கோப்-டக்ளஸ் செயல்பாடு
coding,"குறியாக்கம், குறியீட்டு முறை, குறியீடு"
coding of data,பொருள் குறியீடு
co-domain,இணை மாகாணம்
coefficient matrix,குணகம் அணி
coefficient of correlation,தொடர்பு குணகம்
coefficient of determination,தீர்மான குணகம்
coefficient of elasticity,நெகிழ்ச்சி குணகம்
coefficient of expansion,பரவல் குணகம்
coefficient of friction,உராய்வு குணகம்
coefficient of linear expansion,நீளமான விரிவாக்கத்தின் குணகம்
coefficient of regression,பின்னடைவு குணகம்
coefficient of surface tension,மேற்பரப்பு பதற்றத்தின் குணகம்
coefficient of variation,மாறுபாட்டின் குணகம்
cofactor,"இணை காரணி, இணை காரணி, இணை காரணி"
coin throw (coin toss),நாணயத்தை சுண்டி எறி
collection of sample,மாதிரி சேகரிப்பு
collinear,கோலினியர்
collinearity,சீரமைப்பு
column,"நிரல், நிரல்"
column equivalence,நெடுவரிசை
column equivalent,நெடுவரிசை
column equivalent matrix,நெடுவரிசை அணி
column matrix,நிரல் அணி
column rank,நெடுவரிசை ஒழுங்கு
column reduced echolon matrix,நெடுவரிசை படிநிலை அணி
column vector,நெடுவரிசை திசையன்
columnwise,பத்தி வாரியாக
combined equation,கூட்டு சமன்பாடு
common angle,"பொதுவான கோணம், பொதுவான கோணம்"
common axis,பொதுவான அச்சு
common base,"பொதுவான அடிப்படை, பொதுவான அடிப்படை"
common denominator,உலகளாவிய
common difference,பொதுவான வேறுபாடு
common factor,"பொதுவான காரணி, பொதுவான காரணி, பொதுவான காரணி"
common logarithm,"எளிய மடக்கை, எளிய மடக்கை"
common multiple,"பொதுவான பல, பொதுவான"
common ratio,பொதுவான விகிதம்
common section,வெட்டும் விதி
common side,பொதுவான கை
common tangent,"பொதுவான தொடுகோடு, பொதுவான தொடுகோடு"
common term,பொதுவான நிலை
commutative law,பரிமாற்ற விதி
commutative property,பரிமாற்ற சொத்து
commutative rule,பரிமாற்ற விதி
commutative law of addition,தொகையின் பரிமாற்றச் சட்டம்
commutative law of multiplication,பெருக்கத்தின் பரிமாற்ற விதி
commutative operation,பரிமாற்ற செயல்பாடு
commutator group,பரிமாற்ற குழு
commuting of matrices,மெட்ரிக்குகளின் பரிமாற்றம்
compact set,சிறிய தொகுப்பு
comparability,"ஒப்பீடு, ஒப்பீடு"
comparision of means,வழிமுறைகளின் ஒப்பீடு
comparision of percentage,சதவீத ஒப்பீடு
comparision test,ஒப்பீட்டு சோதனை
compatibility equation,ஒத்திசைவான சமன்பாடு
competitive game,போட்டி விளையாட்டு
competitive situation,போட்டி நிலை
competitive strategy,போட்டி உத்தி
compiler,"மொழிபெயர்ப்பாளர், தொகுப்பாளர்"
complementary,துணை
complementary angle,நிரப்பு கோணம்
complementary event पूरक घटना,நிரப்பு நிகழ்வு
complementary factor,நிரப்பு காரணி
complementary function,நிரப்பு செயல்பாடு
complementary half space,நிரப்பு பாதி மக்கள் தொகை
complementary interval,நிரப்பு இடைவெளி
complementary set,நிரப்பு தொகுப்பு
complementation,"நிரப்புதல், நிரப்புதல்"
complement of a set,நிரப்பு தொகுப்பு
complete census,சரியான மதிப்பெண்
complete correlation matrix,முழு தொடர்பு அணி
complete metric space,முழு அளவிலான மக்கள் தொகை
complete orthonormal set,சரியான இயல்பான ஆர்த்தோகனல் தொகுப்பு
complete quadrangle,சரியான நாற்கர
complete quotient,சரியான அளவு
complete set,மொத்த தொகுப்பு
complete solution,முழுமையான தீர்வு
completely randomised design,முற்றிலும் சீரற்ற வடிவமைப்பு
complex argument,சிக்கலான சுயாதீன மாறி
complex conjugate,சிக்கலான இணைப்பு
complex differentiation,சிக்கலான வேறுபாடு
complex function,சிக்கலான செயல்பாடு
complex integration,சிக்கலான ஒருங்கிணைப்பு
complex matrices,சிக்கலான அணி
complex number,சிக்கலான எண்
complex number field,சிக்கலான எண் புலம்
complex orthogonal matrix,சிக்கலான செங்குத்து அணி
complex plane,கலப்பு விமானம்
complex quantity,சிக்கலான தொகை
complex reciprocal,சிக்கலான தலைகீழ்
complex resultant,கூட்டு விளைவாக
complex space,சிக்கலான மக்கள் தொகை
complex valued function,கூட்டு செயல்பாடு
complex variable,சிக்கலான மாறி
componendo and divindendo,கூட்டுத்தொகை விகிதம்
component,"கூறு, தொடர்புடைய கூறு"
component analysis,கூறு பகுப்பாய்வு
component of variance,மாறுபாடு காரணி
component of vector,திசையன் கூறு
composite function,கூட்டு செயல்பாடு
composite hypothesis,கூட்டு பார்வை
composite number,கூட்டு எண்
composite series,ஒருங்கிணைந்த வகை
composition of vectors,திசையன் கலவை
compound angle,கலப்பு கோணம்
compound division,அலாய் பகுதி
compound fraction,கலப்பு பின்னம்
compound interest,கூட்டு வட்டி
compound probability,கலப்பு நிகழ்தகவு
compressible flow,அழுத்த ஓட்டம்
compression,சுருக்கம்
computation,கணக்கீடு
computational formula,கணக்கீட்டு சூத்திரம்
computed value,கணக்கிடப்பட்ட மதிப்பு
computer,"கணினி, கணினி (இயந்திரம்), கணினி (நபர்)"
computer algorithm,கணக்கிடப்பட்ட வழிமுறை
computer programme,கணினி நிரல்
computer programming,கணனி செய்நிரலாக்கம்
computer simulation,கணினி உருவகப்படுத்துதல்
computing,கணக்கீடு
concave function,சார்ந்த செயல்பாடு
concave polygon,குழிவான பலகோணம்
concave programming,சார்ந்த நிரலாக்கம்
concentric circles,மைய வட்டம்
concentric curves,செறிவு வளைவு
concrete form,ஒரு சுருக்கமான கருத்தை உண்மையானதாக கருதுங்கள்
concurrency of lines,வரிகளின் சங்கமம்
concurrent,ஒரே நேரத்தில்
concurrent forces,ஒரே நேரத்தில் சக்தி
conditional density function,நிபந்தனை அடர்த்தி செயல்பாடு
conditional distribution,நிபந்தனை விநியோகம்
conditional expectation,கட்டுப்படுத்தப்பட்ட எதிர்பார்ப்பு
conditional mean,நிபந்தனை சராசரி
conditional probability,நிபந்தனை நிகழ்தகவு
condition of collinearity,சீரமைப்பு கட்டுப்பாடு
condition of consistency,சீரான கட்டுப்பாடுகள்
condition of integrability,நேர்மை கட்டுப்பாடு
condition of tangency,தொடுதல் கட்டுப்பாடு
cone,"கூம்பு, கூம்பு"
confidence interval,நம்பக இடைவெளியை
confidence interval estimate,நம்பிக்கை இடைவெளி மதிப்பீடு
confidence limits,நம்பக வரம்புகள்
confidence region,நம்பிக்கை மண்டலம்
conflict situation,எதிர்ப்பு நிலை
confocal conics,கன்ஃபோகல் கூம்பு
confocal ellipses,கன்ஃபோகல் நீள்வட்டம்
confocal geometry,கன்ஃபோகல் வடிவியல்
confocal hyperbolae,கன்ஃபோகல் ஹைபர்போலா
confocal hyperboloids,கன்ஃபோகல் ஹைபர்போலா
confocal parabola,கன்ஃபோகல் பரவளையம்
confocal paraboloidal cordinates,confocal parabolic coordinates
conformal,"ஒத்த, ஒத்த"
conformal mapping,கோண மேப்பிங்
congruence,"ஒத்திசைவு, இருபக்க கோடு-மொத்தம், சமநிலை"
congruence of circles,இரு இணை வட்டம் மொத்தம்
congruent,"ஒத்த, கூட"
congruent matrices,சமமான மேட்ரிக்ஸ்
conic,"கூம்பு, கூம்பு"
conical frustum,கூம்பு விரக்தி
conical helix,கூம்பு வடிவ குண்டலினி
conical section,"கூம்பு வெட்டு, கூம்பு"
conics,கூம்பு கணிதம்
conic section,"கூம்பு-வெட்டு, கூம்பு-பிரிவு"
conjugate,"இணைத்தல் (v.), இணைந்திருத்தல் (v.)"
conjugate angles,இணைந்த கோணம்
conjugate axis,இணைந்த அச்சு
conjugate complex numbers,சிக்கலான எண்களை இணைக்கவும்
conjugate directions,இணைந்த திசை
conjugate functions,இணைந்த செயல்பாடு
conjugate of matrix,அணி இணை
conjugate permutation,இணை வரிசைமாற்றம்
conjugate transpose,இணைந்த மாறி
conjuction,"யோகா, சேர்க்கை"
consecutive,தொடர்ச்சியாக
consecutive numbers,தொடர்ச்சியான எண்கள்
conservation of energy,ஆற்றல் பாதுகாப்பு
conservation of mass,வெகுஜன பாதுகாப்பு
conservative,புரவலர்
consistency,"நிலைத்தன்மை, நிலைத்தன்மை, நிலைத்தன்மை, நிலைத்தன்மை"
consistency condition,சீரான கட்டுப்பாடுகள்
consistent estimate,"இணக்கமான மதிப்பீடு, எதிர் மதிப்பீடு"
