Odiya,Hindi
1. କ୍ରୋଧିତ 2. ତୀବ୍ର,1.उग्र 2. तीव्र
ଅନୁକୂଳତା,अनुकूलनशीलता
କଷ୍ଟମାଇଜେସନ୍,अनुकूलन
1. ଆଡେସିନ୍ 2. ଆଡେସିନ୍ |,1. आसंजन 2. अभिलाग
sebaceous,वसामय
ଆଡଜଷ୍ଟେସନ୍ ସମୀକରଣ,समायोजन समीकरण
ଆଡୋବ ମାଟି |,ऐडोब मृदा
ବ୍ୟଭିଚାର,अपमिश्रक
ଏକ୍ଟୋପିକ୍,अपस्थानिक
Isidiospore Isidium Spore |,इसीडियोस्पोर इसीडियम बीजाणु
ଏରୋଡାଇନାମିକ୍ ପ୍ରକ୍ରିୟା |,वातोढ़ प्रक्रिया
ଭେଣ୍ଟ୍ରାଲ୍ |,वातोढ़
ବିମାନକୁ,वातन करना
1. ବାୟୁ 2. ଆକାଶୀ |,1. वायव 2. आकाशी
1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |,1. ऐरोमीटर 2. वायुमापी 3. वायुघनत्वमाप
ଏରୋସୋଲ୍ |,ऐरोसोल
1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |,1. पुष्पदलविन्यास 2. ग्रीष्मनिष्क्रियता
ରୋଗ ବିଜ୍ଞାନ,रोग हेतु विज्ञान
ବୃକ୍ଷରୋପଣ,वनरोपण
1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |,1. विलोडन 2. प्रक्षोभन
ଆଗମାର୍କ |,ऐगमार्क
1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି,1. भूमि संबंधी 2. कृषि संबंधी
କୃଷି ଚିକିତ୍ସାଳୟ,कृषि निदानालय
1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |,1. कृषि श्रम 2. खेतिहर मजदूर
କୃଷି ମାର୍କେଟିଂ |,कृषि विपणन
କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,कृषि प्रद्योगिकी
1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |,1. कृषि 2. खेतीबारी 3. कृषि विज्ञान
କୃଷି ଜଙ୍ଗଲ,कृषि वनवर्धन
କୃଷି ଜ odi ବ ବିବିଧତା |,कृषि जैविक विविधता
କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |,कृषि जैविक दोष
କୃଷି ଜୀବ ବିଜ୍ଞାନ |,कृषि जैविकी
କୃଷି-ଜଳବାୟୁ ବିବିଧତା |,कृषि जलवायुवीय विविधता
agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |,कृषिजलवायुवीय जोन निर्माण
କୃଷି ଜଙ୍ଗଲ,कृषिवानिकी
କୃଷି,सस्य मृदा विज्ञान
ଆଗ୍ରୋନୋମିକ୍,सस्य विज्ञान
କୃଷି ପାଳକ,कृषि पशुचारणिक
ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |,फसल प्रसंस्करण
ଘାସ ବିଜ୍ଞାନ |,घास विज्ञान
ଫସଲ ପ୍ରକାର |,सस्य प्ररूप
ଏପିଫାଇଟ୍ |,अधिपादप
aikiochi ମାଟି |,ऐकिओची मृदा
ରଙ୍ଗ ଅନ୍ଧତା |,वर्णकहीनता
ଆଲଫିସୋଲ୍ |,एल्फिसॉल
ଶାଗ,शैवाल
ଆଲଗା ରୋଗ,शैवाल रोग
କ୍ଷାର ଜଳ |,क्षार जल
କ୍ଷାର,क्षारीय
ବିକଳ୍ପ,विकल्पी
ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |,एलीलो रसायन
ଆଲେଲେ,युग्मविकल्पी
ଆଲେଲୋପାଥି,एलीलोपैथी
ଭେଟି ଫସଲ |,वीथी सस्यन
ସମାପ୍ତି,परनिषेक-फलता
ଫର୍ଟିଲାଇଜେସନ୍,परनिषेचन
1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |,1. सापेक्षमिति 2. ऐलोमैट्री
ମଲ୍ଟିପ୍ଲୋଡି,परबहुगुणित
1. ପାରାଜାଇଗୋସିଟି |,1. परयुग्मन 2. अपायुग्लन
1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |,1. एकातंर वर्ष फलन 2. एकांतरित फलन
ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |,वैकल्पिक भूमि उपयोग
ପରିବେଶ,परिवेश
ସଂସ୍କାରକ,सुधारक
ମାଇଟୋସିସ୍,असूत्रीविभाजन
ଆମେନାନ୍,ऐमीनन
ଆମୋନିଅନ୍ |,अमोनियन
amniferous,अमोनीकारक
1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |,1.अप्रभावी रूप  2.अरूपी
ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |,उभय मिश्रण
ଆମ୍ଫୋଟେରିକ୍ |,उभयधर्मी
ଷ୍ଟକପିଲିଂ |,उपचय
1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |,1. अवायुजीव 2. अनाक्सी जीव
ହାପ୍ଲଏଡ୍ |,असुगुणित
କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |,कोणीय रोपण
ପଶୁପାଳନ,पशुपालन
ପଶୁ ନିର୍ଗମନ,पशु उच्छिष्ट
ଜୀବନ୍ତ ଶକ୍ତି,सजीव ऊर्जा
ଅସନ୍ତୁଷ୍ଟ |,असमगुणित
ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |,एकवर्षीय पादप
ବାର୍ଷିକ,वार्षिक
1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ,1. परागोद्भव 2. प्रफुल्लन
ଆନ୍ଥ୍ରାକ୍ସ,ऐन्थ्रेक्स
ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |,मानवजनिक कारक
ବଞ୍ଚିବା,प्रतिजीविता
1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |,1.प्रतिजैविक2.  ऐन्टीबायोटिक
ଘୃଣ୍ୟ,प्रतिकारक
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,प्रतिऑक्सीकारक
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,प्रतिआविष
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,वलयिका
1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |,1. ऐफिड 2. माहू 3. चेपा
ଉପର ଗୁଣ୍ଡ |,शीर्ष कलिका
ଶିଖର ପ୍ରଭାବ,शिखाग्र प्रभाविता
ମହୁମାଛି ପାଳନ,मधुमक्खी पालन
ସମଲିଙ୍ଗୀତା,असंगजनन
ଆପୋପ୍ଟୋସିସ୍ |,एपोप्टोसिस
ଅନୁକ୍ରମଣିକା,उपांग
ଭୋକ,क्षुधावर्धक
ପ୍ରୟୋଗ ହୋଇଛି |,अनुप्रयुक्त
ଜଳୀୟ ତୃଣ,जलीय खरपतवार
1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |,1. वृक्षीय 2. वृक्षवासी
ଶାଖା,शाखायन
ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,आद्य वानस्पतिक अभिलेख
ଜୋନ୍ ସଂଖ୍ୟା,क्षेत्रांकड़
1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର,1. क्षेत्र 2. क्षेत्रफल
ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |,शुष्क पारितंत्र
କୋଟିଲଡନ୍ |,बीजचोल
ସ aur ରଭ |,सौरभ
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,सुगंधी पादप
ସୁଗନ୍ଧିତ ଚାଉଳ |,सुगंधित चावल
ଇକଶୁ ପୁଷ୍ପନ୍ |,इक्षु पुष्पन
ଆସେପ୍ଟିକ୍ |,अपूति
1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |,1.अपूतित 2. अजर्म
ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |,अलैंगिक प्रवर्धन
ଆକାର,आमाप
ସମ୍ପତ୍ତି,परिसंपत्ति
1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |,1. स्वांगीकरण 2. आत्मसात्करण
1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ,1. साहचर्य 2. संघ
1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ,1. स्तंभक 2. कषाय
ହେଟେରୋଜାଇଗୋସିଟି |,असूत्रयुग्मन
1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |,1. पूर्वजता 2. ऐटाविज्म
କଣିକା,कणित्र
1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |,1.अपुष्टि 2. क्षीणता
ଆତ୍ମ ଯୋଡି |,स्वयुग्मन
ଅଟୋଲାଇସିସ୍,स्वलयन
1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |,1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन
ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |,स्वबहुगुणित
ଆକ୍ସିନ୍,ऑक्सिन
1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |,1. शूक 2. तूड़
ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |,दंड विषाणु
1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |,1. दंडाणु 2. बैसिलस
1. ଜୀବାଣୁ 2. ଜୀବାଣୁ,1. जीवाणु 2. बैक्टीरिया
ଜୀବାଣୁ ବିଷାକ୍ତ,जीवाणु आविष
ବାଗାସେ |,खोई
ତୂଳନା ପତ୍ର,तुलन-पत्र
ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |,संतुलित उर्वरक उपयोग
ବାର୍ ଗ୍ରାଫ୍ |,दंड आरेख
ଭୁକିବା |,छाल
1. ବାରୋମିଟର 2. ବାରୋମିଟର |,1. वायुदाबमापी 2. बैरोमीटर
1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |,1. बजर 2. अकृष्य 3. बांझ
1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |,1. आधार 2. बेस 3. कपांग
1. ତାଲା 2. ବେସିନ |,1.थाला 2. द्रोणी
ତଲାବିସାରି |,तलाभिसारी
1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |,1. बेसिस्टर्नम 2. मूलाधारक
ଗଲ୍ଫ ମ so ସୁମୀ |,खाड़ी मानसून
ଫଳ ଉଦ୍ଭିଦ |,फलदायी पौधा
ଶଯ୍ୟା,क्यारी
ଶଯ୍ୟା ଉଦ୍ଭିଦ |,क्यारी - पौधा
ଶଯ୍ୟା,क्यारी बनाना
ବିଲା ଗୁଣ୍ଡ |,चुकंदर शीरा
ଘଣ୍ଟି,धौंकनी
1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି,1. पट्टी 2. इलाका
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,लाभ-लागत विश्लेषण
ଆଶାକର୍ମୀ (ନମୁନା),अभिनत (प्रतिचयन)
ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |,द्विवर्षीय पादप
ଦ୍ୱିପାକ୍ଷିକ |,द्विपद
ବାୟୋଫାକ୍ଟର |,जैवकारक
ଜ bi ବିକ ଜଳବାୟୁ |,जीव जलवायु
ଜ o ବ ଶକ୍ତି |,जैव ऊर्जा
ଜୀବଜନ୍ତୁ ପରିବେଶ |,जीव पारिस्थितिकी
1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |,1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर
ଜ bi ବ ଜୀବ |,जीव-मंडल
ବାୟୋଟିକ୍ |,जीवीय
ପ୍ରାଣୀ,जीव प्ररूप
ଡିଭିଲିଙ୍ଗୀ |,दविलिंगी
ଧାୱାଲାନ୍ |,धवलन
1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |,1.  प्रध्वसं (रोग) 2.  झोंका रोग
ମିଶ୍ରଣ,संमिश्रण
1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ),1. अंगमारी (रोग) 2.  ब्लाइट (रोग)
1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |,1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर
ନୀଳ ବିପ୍ଳବ |,नीली क्रांति
ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |,तलीय ताप चैंबर
ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,तलीय ताप तकनीक
କଞ୍ଚା |,चोकर
ଶାଖା,शाखन
1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |,1. टहनी 2. उपशाखा
ପ୍ରଜାତି,नस्ल
ପ୍ରଜନନ,प्रजनन
ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |,शीघ्र अंकुरण उपचार
1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |,1. शाव 2. अंड 3. भ्रूण
ଅଙ୍କୁରିତ |,कलिकायन
ବଜେଟ୍,बजट
1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |,1.उभयप्रतिरोधी 2. बफर
ମିଠା ଆଳୁ,शल्ककंद
ବଣ୍ଟ (ରୋଗ),बंट (रोग)
1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |,1. उपजात 2. उपोत्पाद
c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର,c नमी विशिष्टता वक्र
ତେଲ କେକ୍ |,खली
1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |,1. चूनेदार 2.कैल्सियमी
କାଲସିଅନ୍ |,कैल्सीयन
ଫସଫେଟ୍ ଅପସାରଣ |,फॉस्फेट का निस्तापन
1. କିନାଟା 2. କାଲାଟା |,1. किणता 2. कैलसता
1. କଲସ୍ 2. କିରଣ,1.कैलस 2. किण
1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |,1. बाह्यदल पुंज 2.कैलिक्स
ବାହ୍ୟ ଶେଷ,वाह्यदल अंत
ଏଡା,एधा
କର୍କଟ (ଜୀବାଣୁ),कैंकर (जीवाणु रोग)
କ୍ୟାନିଂ |,डिब्बाबंदी
ଆକାଶ,वितान
ଅର୍ଥ,पूंजी
ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି),परागण (अंजीर का)
1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |,1. संपुट 2. संपुटिका 3. कैप्सूल
ଅଙ୍ଗାରକାମ୍ଳ |,कार्बोनीकृत
ଅଙ୍ଗାରକାମ୍ଳ |,कार्बनन
କାରାପେସ୍ |,अंडप
ବ୍ରେସଲେଟ୍,मणिबंध
1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ),1. ढलाई (लोहे की) 2. क्षिप्ति (कीट)
କାଟାବୋଲିଜିମ୍ |,अपचय
ପ୍ରେରଣା,उत्प्रेरण
1. କୀଟପିଲା 2. କୀଟପିଲା |,1. इल्ली 2. सूंडी
c d। N. a। ସଂଗ୍ରହ,सी ड़ी. एन. ए. संग्रह
ପରିସର,सीमा
1. କକ୍ଷ 2. କକ୍ଷ,1. कोशिका 2. कोष्ठिका
କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |,केंद्रीय अग्रग प्रणाली
1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |,1. सबिंदु 2. सकेंद्र
ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,अपकेंद्रण
ସେଣ୍ଟ୍ରିଫୁଗ୍,अपकेंद्रक
ତାରା କେନ୍ଦ୍ର |,तारककेंद्र
epigenetic,केंद्रजनिक
କେନ୍ଦୁ ra ର,केंद्रजा
ଲୁମ୍,लूम
1. ଶସ୍ୟ 2. କ୍ରମିକ |,1. धान्य 2. सीरियल
1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର,1. प्रमाणीकरण 2. प्रमाणन
ପ୍ରମାଣିତ ବିହନ |,प्रमाणित बीज
1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |,1. भूसा 2. कुट्टी 3. शल्क सहपत्र
1. ନିବାଗ 2. କ ail ଲାଜା |,1. निभाग 2. कैलाजा
ଚିମୋଗ୍ରାଫି,रसानुवर्तन
1. କିଆଜମା 2. ବ୍ୟସ୍ତ,1. किआज्मा 2. व्यत्यस्त
ସୁପରକୋଲିଂ ଘଣ୍ଟା |,अतिशीतन घंटे
ବରଫର କ୍ଷତି |,शीतज क्षति
1. ଭିଚିରୋଟାକି 2. ଚିମେରା |,1.  विचित्रोतकी 2. काइमेरा
ସବୁଜ ପୋଖରୀ |,हरित दली
1. ପତ୍ର 2. ସବୁଜ,1. पर्णहरित 2. हरितक
ସିଆନୋସିସ୍ |,हरिमाहीनता
ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |,जीव वितरण विज्ञान
1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |,1. क्रोमैटिड 2. अर्धगुणसूत्र
କ୍ରୋମାଟିନ୍,क्रोमैटिन
କ୍ରୋମାଟୋଗ୍ରାଫି |,वर्णलेखन
କ୍ରୋମାଟିନେସନ୍,क्रोमोटिनलयन
atrial point,परिसूत्र बिंदु
କ୍ରୋମାଟୋଜେନେସିସ୍,वर्णजनन
1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |,1. गुणसूत्र 2. क्रोमोसोम
1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
citrange,सिट्रेंज
ପତିତପାବନ ପର୍ବ |,पर्णाभपर्व
ବର୍ଗୀକରଣ,वर्गीकरण
1. ମାଟି 2. ମାଟି,1.मृत्तिका 2. चिकनी मिट्टी
1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |,अनुन्मील्य परागण
କ୍ରୁଶବିହୀନ ଫଳ |,क्रतिक श्वसनी फल
ଜଳବାୟୁ,जलवायु
ଜଳବାୟୁ,जलवायु विज्ञान
କେଶ,कतरनी
ଗୁଣ୍ଡ (ମାଟି),ढेला (मिट्टी का)
କ୍ଲୋନ୍ |,क्लोन
1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |,1.मेघ 2. बादल
ump ୁଲା |,पुंज (क्लंप
ଗୁଣ୍ଡ |,गुच्छ
1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
1. କଭର 2. ଚମଡା,1. आवरण 2.  चर्मावरण
କୋୟା,कोया
1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |,1. कोएन्जाइम 2. सह-एन्जाइम
ମିଳନ,संसंजन
1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |,1. रेशा (जूट पटसन) 2. नारियल जटा
ମୁଲାନକୁର ଚୋଲା |,मूलांकुर चोल
,
କୋଲଏଡ୍ (ମାଟି),कोलॉइड (मृदा)
1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା,1.स्तंभिका 2. कॉलुमेला
1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ,1.दंड 2. स्तंभ 3. कॉलम
ଯୋଗାଯୋଗ,सहभोजिता
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |,वाणिज्यिक बैंक
1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ,1. जिंस 2. पण्य वस्तु
ସମ୍ପ୍ରଦାୟ,समुदाय
ସଙ୍କୋଚନ (ମାଟିର),संहनन (मृदा का)
1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |,1. सुसंगति 2. संगतता
ସୁସଙ୍ଗତତା,सुसंगतता
1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ,1. क्षतिपूर्ति 2. मुआवजा
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,स्पर्धी अन्योन्यक्रिया
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,पूरक सस्य
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,1.सम्मिश्र 2. जटिल
ବିଧାନସଭା,घटक
ରଚନା,संघटन
କମ୍ପୋଷ୍ଟ,कंपोस्ट
ଯ ound ଗିକ ଆଗ୍ରହ |,चक्रवृद्धि ब्याज
ଗଣନା,अभिकलन
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1.अभिकलित्र 2.कंप्यूटर
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,1. सांद्रण 2. संकेद्रण
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,1. अनुकूलक 2. पुनरुद्धारक
କଣ୍ଡକ୍ଟିଭିଟି,चालकता
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. विन्यास 2. संरूपण
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. अनुरूपता 2. समविन्यास 3. संरूपता
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,1.समाकुलन 2. संकरण
ସଂଯୋଗ,संयुग्मन
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. योजी 2. संयोजी
ସୁରକ୍ଷା,सरंक्षण
ଏକୀକରଣ,चकबंदी
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,1.संघटक 2. अवयव
ଗ୍ରାହକ,उपभोक्ता
ବ୍ୟବହାର,उपभोग
ପ୍ରଦୂଷଣ,संदूषण
କଣ୍ଟୁର ରୋପଣ |,समोच्च रोपण
ବିଷୟବସ୍ତୁ ରେଖା |,समोच्च रेखा
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,नियंत्रित वातावरणीय भंडारण
ସମବାୟ ବ୍ୟାଙ୍କ,सहकारी बैंक
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,सहकारी संस्था सदस्य
ଗୁଲମାଭାନ୍ |,गुल्मवन
କ୍ୟୁବ୍,घनकंद
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,1.दलपुंज 2. कोरोला
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,1. वल्कुट 2. कोर्टेक्स
ମୂଲ୍ୟ,लागत
କୋଟିଲଡନ୍ |,बीजपत्र
କ୍ରେଡିଟ୍ କମିଟି,ऋण समिति
1. ending ଣ 2. କ୍ରେଡିଟ୍,1.उधार 2. साख
