Hindi,Punjabi
"वातमंडल,गैसमंडल","ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ"
अफोकसी तंत्र,ਫੋਕਸ ਸਿਸਟਮ
पश्च ज्वलन,ਵਾਪਸ ਇਗਨੀਸ਼ਨ
पश्च दीप्ति,ਵਾਪਸ ਰੋਸ਼ਨੀ
उत्तरघात,ਉਲਝਣ
"वय,आयु,उम्र  ,युग (सं.) ,कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना","ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ"
कालप्रभावित,ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ
"कालप्रभावन ,जरण","ਬੁਢਾਪਾ, ਬੁਢਾਪਾ"
कालप्रभावन,ਸਮਾਂ ਪ੍ਰਭਾਵ
कालप्रभावन परीक्षण,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
गुरुत्वहीन,ਗੰਭੀਰਤਾ ਰਹਿਤ
संधान,ਸੁਲ੍ਹਾ
"वायुवाहित रेडार,हवाई रेडार","ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
"वायुवर्ती लक्ष्य,हवाई लक्ष्य","ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
"वायुश्वासी,वायुश्वसित्र",ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
वातानुकूलन,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
वायुक्रोडी ट्रांसफार्मर,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
वायुयान,ਜਹਾਜ਼
संरेखण,ਅਲਾਈਨਮੈਂਟ
सरेखण त्रुटि,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
सजीव परिपथ,ਲਾਈਵ ਸਰਕਟ
संपूर्ण कांच नलिका,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
संपूर्ण धातुनलिका,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
नियत करना,ਠੀਕ ਕਰਨ ਲਈ
"मिश्रातु (सं.),मिश्रात्वन (क्रि.)","ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
मिश्रात्वन,ਮਿਸ਼ਰਤਵਨ
सर्वव्यापी माध्यम,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
सर्वतरंग ऐन्टेना,ਓਮਨੀ ਐਂਟੀਨਾ
पंचांग,ਅਲਮੈਨਕ
ऐल्फा,ਅਲਫ਼ਾ
ऐल्फा-सक्रियता,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
अक्षरांकीय,ਅੱਖਰ ਅੰਕੀ
ऐल्फा किरण,ਅਲਫ਼ਾ ਰੇ
परिवर्तन,ਬਦਲੋ
"एकांतर ,प्रत्यावर्ती","ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
प्रत्यावर्तित्र,ਅਲਟਰਨੇਟਰ
तुंगतालेखी,ਅਲਟੀਮੀਟਰ
तुंगतामापी,ਅਲਟੀਮੀਟਰ
तुंगतामापिकी,ਅਲਟਾਈਮੇਟਰੀ
"तुंगता,उंचाई,उन्नतांश,शीर्षलम्ब","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
अंकगणित तर्क एकक (ए एल यू),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
एमागेट नियम,amaget ਨਿਯਮ
परिवेश,ਵਾਤਾਵਰਣ
एमाइक्रोन,amicron
ऐमीटर,ammeter
ऐम्पियर,ਐਂਪੀਅਰ
ऐम्पियर-नियम,ਐਂਪੀਅਰ-ਲਾਅ
उभयावेशी आयन,amphibian ion
प्रवर्धन,ਵਾਧਾ
प्रवर्धक,ਐਂਪਲੀਫਾਇਰ
"कोणांक,आयाम","ਕੋਣ, ਮਾਪ"
ए. एम. यू. (परमाणु संहति मात्रक),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
अनुरूप,ਅਨੁਕੂਲ
सादृश्य,ਸਮਾਨਤਾ
विश्लेषक,ਵਿਸ਼ਲੇਸ਼ਕ
विश्लेषण,ਵਿਸ਼ਲੇਸ਼ਣ
विश्लेषीय,ਵਿਸ਼ਲੇਸ਼ਣੀ
अन-अबिन्दुक,ਗੈਰ-ਪੁਆਇੰਟ
अन-अबिंदुकता,ਅਸਧਾਰਨ
तथा द्वार,ਅਤੇ ਦਰਵਾਜ਼ਾ
अप्रतिध्वनिक,ਗੈਰ-ਧੁਨੀ
विषम प्रत्यास्थता,ਅਸਧਾਰਨ ਲਚਕਤਾ
निर्द्रव,ਨਿਹਾਈਡ੍ਰਸ
कोण,ਕੋਣ
ऐंग्स्ट्रम मात्रक,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
कोणीय,ਕੋਣੀ
कोणमापी वर्नियर,protractor vernier
अप्रसंवादी,ਵਿਵਾਦਪੂਰਨ
अप्रसवादिता,ਬੇਇੱਜ਼ਤੀ
अशैथिल्य चुंबकन,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
अशिथिलित,ਢਿੱਲੀ
ऋणायन,anion
असमविम,ਅਸਮਿਤ
विषमदैशिक,ਆਈਸੋਟ੍ਰੋਪਿਕ
विषमदैशिकता,isotropism
विलोपन,ਮਿਟਾਉਣਾ
आख्यापित्र,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
ऐनोड,ਐਨੋਡ
ऐनोडीकरण,anodization
अंसगत,ਅਸੰਗਤ
प्रकाशयंत्रहीन तंत्र,ਆਪਟੀਕਲ ਸਿਸਟਮ
ऐन्टेना,ਐਂਟੀਨਾ
ऐन्टिबेरियॉन,ਐਂਟੀਬੇਰੀਅਨ
बंधन विरोधी गुणधर्म,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
प्रति-आबंधन,ਵਿਰੋਧੀ ਬਾਂਡ
प्रतिलोह विद्युत,ਉਲਟ ਸ਼ਕਤੀ
प्रतिलोहचुंबकीय,ਡਾਇਮੈਗਨੈਟਿਕ
प्रतिलोहचुबकीय पदार्थ,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
प्रतिकूहाकारक,ਸਾੜ ਵਿਰੋਧੀ
प्रतिगुरुत्व,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
प्रतिलेम्डा कण,antilamda ਕਣ
ऐल्टीलेप्टॉन,ਐਲੇਲੈਪਟਨ
प्रतिचुंबकीय,ਡਾਇਮੈਗਨੈਟਿਕ
ऐन्टिद्रव्य,ਐਂਟੀਮੈਟਰ
मिसाइल विरोधी,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
ऐन्टिन्यूट्रॉन,antineutron
प्रस्पंद,pulsating
प्रतिन्यूक्लिऑन,antinucleon
प्रतिकण,ਵਿਰੋਧੀ ਕਣ
प्रतिप्रोटॉन,ਐਂਟੀਪ੍ਰੋਟੋਨ
परावर्तनरोधी,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
प्रतिसममित,ਵਿਰੋਧੀ ਸਮਰੂਪ
अनावर्ती,ਗੈਰ-ਆਵਰਤੀ
अनावर्तिता,anachronism
छिद्रित क्रमवीक्षण डिस्क,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
द्वारक,ਦੁਆਰਕ
"शीर्ष,शिखर,अग्रक","ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
"सूर्योच्च,रवि उच्च,अपसौर","ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
अविपथी लेस,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
अविपथी,ਗੈਰ ਤਰਸਯੋਗ
अविपथिता,ਗੈਰ-ਅਯੋਗਤਾ
अति अवर्णी,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
"भूमि-उच्च,अपभू","ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
"अध्रुवी,परिध्रुवी","ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
परिध्रुविता,parapolarity
उपकरण,ਡਿਵਾਈਸ
"आभासी,दृष्ट","ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
दृष्ट सूर्य,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
दृष्ट समय,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
"उदभावी,प्रकटन",ਉਭਰਦੀ ਦਿੱਖ
अनुप्रयुक्ति,ਐਪਲੀਕੇਸ਼ਨ
अनुप्रयोज्यता,ਲਾਗੂ ਹੋਣ
अनुप्रयुक्त,ਲਾਗੂ ਕੀਤਾ
सुप्रेक्ष्य,ਦੇਖਣਯੋਗ
उपगमन,ਪਹੁੰਚ
"सन्निकट,लगभग","ਨੇੜੇ, ਲਗਭਗ"
सन्निकटन,ਲਗਭਗ
वाष्प दाब,ਭਾਫ਼ ਦਾ ਦਬਾਅ
स्वेच्छ,ਸਵੈ-ਇੱਛਤ
"आर्क भट्टी,चाप भट्टी","ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
आर्किमीडीज़ का नियम,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
स्थापत्य ध्वानिकी,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
आर्क लैंप,ਚਾਪ ਲੈਂਪ
आर्क-स्पेक्ट्रम,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
"क्षेत्र,क्षेत्रफल","ਖੇਤਰ, ਖੇਤਰ"
"क्षेत्रफलीय,क्षेत्रीय","ਖੇਤਰੀ, ਖੇਤਰੀ"
"बाहु,भुजा,शाखिका","ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
आमेचर,ਸ਼ੁਕੀਨ
"व्यूह ,सरणी","ਐਰੇ, ਐਰੇ"
प्रग्राही,ਪ੍ਰਾਪਤਕਰਤਾ
उच्चारण स्पष्टता,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
कृत्रिम,ਸਿੰਥੈਟਿਕ
कृत्रिम तत्वांतरण,ਨਕਲੀ ਤਬਦੀਲੀ
आरोही,ਚੜ੍ਹਦਾ
तारारोहण,ਚੜ੍ਹਾਈ
आरोहांक,ਚੜ੍ਹਨਾ
अगोली,ਅਗੋਲੀ
अगोलीकरण,ਏਕੀਕਰਨ
समुच्चय,ਦਾ ਸੈੱਟ
"समुच्चय करना,समुच्चयन","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
"समुच्चय ,समुच्चयन ,कोडांतरण","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
परिशुद्धता आकलन,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"संबंद्ध ,सहचारी,संगुणित","ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
स्वरावृत्ति,ਸਵਰ ਆਵਾਜ਼
स्वचलित बहुकंपित्र,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
अस्थैतिक,ਅਸਥਨਿਕ
"अबिन्दुकता,एस्टिग्मेटिज्म","ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
खगोलमिति,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
अंतरिक्षयात्री,ਪੁਲਾੜ ਯਾਤਰੀ
खगोलज्ञ,ਖਗੋਲ ਵਿਗਿਆਨੀ
खगोलीय,ਆਕਾਸ਼ੀ
खगोलिकी,ਖਗੋਲ ਵਿਗਿਆਨ
खगोल भौतिकी,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
असममित,ਅਸਮਿਤ
अनंतस्पर्शी,asymptotic
उपगामी,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
अतुल्यकालिक,ਅਸਿੰਕ੍ਰੋਨਸ
"वायुमंडल,परिमंडल","ਮਾਹੌਲ, ਮਾਹੌਲ"
वायुमंडलीय,ਵਾਯੂਮੰਡਲ
वायु-विद्युत क्षोभ,ਹਵਾ ਦੀ ਗੜਬੜ
परमाणु,ਪ੍ਰਮਾਣੂ
परमाण्वीय,ਪਰਮਾਣੂ
परमाणुकता,ਪਰਮਾਣੂ
परमाणु संहति,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
परमाणु क्रमांक,ਪਰਮਾਣੂ ਨੰਬਰ
"परमाणु-रिऐक्टर,परमाणु पाइल","ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ"
परमाण्विक,ਪਰਮਾਣੂ
कणन,ਕਣ
कणित्र,ਕਣ
"क्षीणन ,क्षीणता",ਧਿਆਨ
"क्षीणकारी,क्षीणक","ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ"
आकर्षण,ਸੁਹਜ
आकर्षण बल,ਖਿੱਚ ਦੀ ਤਾਕਤ
श्रव्यता,ਸੁਣਨਯੋਗਤਾ
श्रव्य आवृत्ति-प्रवर्धक,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
श्रव्य,ਸੁਣਨਯੋਗ
श्रव्यजनित्र,ਆਡੀਓ ਜਨਰੇਟਰ
श्रव्यता आलेख,ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ
श्रवण विज्ञान,ਸੁਣਨ ਵਿਗਿਆਨ
श्रव्यतामापी,ਆਡੀਓਮੀਟਰ
श्रव्य आवृत्ति-दोलक,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ
ध्वनि सिग्नल,ਧੁਨੀ ਸੰਕੇਤ
दृश्य-श्रव्य,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ
"ऑडिटोरियम,सभाभवन","ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ"
ओज़ए प्रभाव,OZ ਪ੍ਰਭਾਵ
संवर्धन,ਤਰੱਕੀ
संवर्धक,ਵਧਾਉਣ ਵਾਲਾ
ध्रुवीय ज्योति,ਧਰੁਵੀ ਲਾਟ
दक्षिण ध्रुवीय ज्योति,ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ
उत्तर ध्रुवीय ज्योति,ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ
स्वचालित सचेतक,ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ
स्वतः समांतरित्र,ਆਟੋ ਸਮਾਨੰਤਰ
"आत्मचालित,स्वचालित,स्वतः","ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ"
"स्वचालन,स्वचालित यंत्र","ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ"
"सहायक,सहकारी,अतिरिक्त","ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ"
"अवधाव,ऐवेलांश","ਅਵਦਾਵਾ, ਅਵਦਾਵਾ"
"औसत,माध्य","ਮਤਲਬ, ਮਤਲਬ"
परिवर्जन,ਪਰਿਵਾਰ
अक्षीय,ਧੁਰੀ
अक्ष,ਧੁਰਾ
दिगंश,ਅਜ਼ੀਮਥ
दिगंशीय,ਅਜ਼ੀਮਥ
पश्च,ਵਾਪਸ
"पृष्ठभूमि,पृष्ठभूमिक","ਪਿਛੋਕੜ, ਪਿਛੋਕੜ"
"पिच्छद,पश्चगमन","ਪਿਛਾਂਹ, ਪਿਛੇ"
प्रतिवर्तन,ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
पश्चडोल वोल्टता स्पंदक,ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ
पश्च-पश्च-संबंधन,ਪੋਸਟ-ਰਿਸ਼ਤਾ
पूर्तिकर,ਅਦਾਇਗੀ
विरोधी वोल्टता,ਵਿਰੋਧੀ ਵੋਲਟੇਜ
पश्चवर्ती प्रकीर्णन,ਪਿਛਲਾ ਖਿੰਡਾ
अंतराली तरंग,ਵਿਚਕਾਰਲੀ ਲਹਿਰ
कुचालक,ਇੰਸੂਲੇਟਰ
पैराशूट सहित कूद पड़ना,ਪੈਰਾਸ਼ੂਟ ਛਾਲ
तपन,ਹੀਟਿੰਗ
"तुला,तराजू ,बाकी ,संतुलित करना,संतुलित होना,संतुलन ,शेष","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
संतोलक,ਸੰਤੁਲਨ
संतुलन,ਸੰਤੁਲਨ
गोलात चुबक,ਗਲੋਬਿਊਲ
"प्राक्षेपिक,प्राक्षेपिकीय","ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ"
"प्रक्षेप धारामापी,प्रक्षेप गैल्वनोमीटर","ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ"
प्रक्षेपास्त्र,ਮਿਜ਼ਾਈਲ
"प्राक्षेपिकी,अस्त्र विज्ञान","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
प्रक्षेप,ਪ੍ਰੋਜੈਕਸ਼ਨ
मुक्त प्रक्षेप पथ,ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ
"बैलून,गुब्बारा","ਗੁਬਾਰਾ, ਗੁਬਾਰਾ"
बामर-असातत्य,balmer ਬੰਦ
"पट्ट,पट्टी,बैंड .दल","ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ"
धमाका,ਧਮਾਕਾ
"व्यूह,पुंज ,किनारा,बैंक,तट","ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ"
"स्तंभ,शलाका,सिल,सिल्ली,दंड,छड़,पट्टी ,8.भित्ति,9.रेखिका ,10.धार, 1रोधिका,1,बार ,1,रेखा,	1,परीक्षण रेखा","ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ"
बारडीन सिद्धांत,bardeen ਅਸੂਲ
बार्कहाउज़एन प्रभाव,barkhausen ਪ੍ਰਭਾਵ
बार्लो चक्र,ਬਾਰਲੋ ਚੱਕਰ
दंड चुबंक,ਪੱਟੀ ਚੁੰਬਕ
बार्न,ਕੋਠੇ
वायुदाब-आलेख,ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ
"वायुदाबलेखी,बैरोग्राफ","barograph, barograph"
वायुदाबमापी,ਬੈਰੋਮੀਟਰ
वायुदाबमिति,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"कर्षमंडल,बैरोमंडल","cosmos, baromosphere"
दंड लोलक,ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ
"रोध,रोधिका ,नाभिकीय रोधिका","ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ"
रोधिका स्तर,ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ
बरिऑन,ਬੈਰੀਅਨ
गुरुमंडल,ਗੁਰੂਮੰਡਲ
आधार बैंड,ਅਧਾਰ ਬੈਂਡ
"आधारीय,मूल ,क्षारीय","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ"
आधारक,ਅਧਾਰ
"गणन,दल रचना","ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ"
"कुंड,कुंडिका,ऊष्मक,तापन-पात्र,बाथ","ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ"
बैटरी,ਬੈਟਰੀ
"व्यूह खंड,कक्ष,खाड़ई","ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ"
प्रदर्श,ਪ੍ਰਦਰਸ਼ਨੀ
कीबन,ਕਿਬਾਨ
