Malayalam,Kannada
അടിസ്ഥാന കൈമാറ്റം,ಮೂಲ ವಿನಿಮಯ
അടിസ്ഥാന ലൈൻ,ಬೇಸ್ ಲೈನ್
നിലവറ,ನೆಲಮಾಳಿಗೆ
ബേസ്മെൻറ് മതിൽ,ನೆಲಮಾಳಿಗೆಯ ಗೋಡೆ
അടിസ്ഥാന പ്ലേറ്റ്,ಬೇಸ್ ಪ್ಲೇಟ್
"അടിസ്ഥാന പ്ലേറ്റ്, ക്രമീകരിക്കാവുന്ന","ಬೇಸ್ ಪ್ಲೇಟ್, ಹೊಂದಾಣಿಕೆ"
അടിസ്ഥാന സാച്ചുറേഷൻ,ಮೂಲ ಶುದ್ಧತ್ವ
ബസോയ്ഡ്,ಬಸಾಯಿಡ್
ബാറ്റ്,ಬ್ಯಾಟ್
ബാത്ത് ആൻഡ് ഡബ്ല്യുസി,ಬಾತ್ ಮತ್ತು WC
ബാറ്റർ കുറ്റി,ಬ್ಯಾಟರ್ ಪೆಗ್
ബാറ്റർ പിയർ,ಬ್ಯಾಟರ್ ಪಿಯರ್
ബാറ്റർ ഭരണം,ಬ್ಯಾಟರ್ ನಿಯಮ
ബോൾക്ക് (ബാക്ക്),ಬಾಲ್ಕ್ (ಬಾಲ್ಕ್)
ബേ,ಕೊಲ್ಲಿ
ചുമക്കുന്നയാൾ,ಬೇರರ್
വഹിക്കാനുള്ള ശേഷി,ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
ബെയറിംഗ് പൈൽ,ಬೇರಿಂಗ್ ಪೈಲ್
ബെയറിംഗ് സ്ട്രാറ്റം,ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್
കിടക്ക,ಹಾಸಿಗೆ
ബെഡ്ഡിംഗ് വിമാനം,ಹಾಸಿಗೆ ವಿಮಾನ
കിടക്ക ജോയിന്റ്,ಬೆಡ್ ಜಂಟಿ
കിടക്ക പാറ,ಬೆಡ್ ರಾಕ್
കിടപ്പുമുറി,ಮಲಗುವ ಕೋಣೆ
തേനീച്ചമെഴുകിൽ,ಜೇನುಮೇಣ
മണി പെട്ടി,ಬೆಲ್ ಬಾಕ್ಸ್
ബെല്ലിംഗ് ബക്കറ്റ്,ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್
ബെല്ലോഫ്രം,ಬೆಲ್ಲೋಫ್ರಾಮ್
ബെഞ്ച് ചെയ്ത അടിത്തറ,ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ
ബെഞ്ചിംഗ്,ಬೆಂಚಿಂಗ್
ബെഞ്ച് മാർക്ക്,ಮಾನದಂಡ
ആനുകൂല്യ ചെലവ് വിശകലനം,ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
ബെർം,ಬೆರ್ಮ್
ബെവൽഡ് ക്ലോഷർ,ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ
"ബി-ചക്രവാളം,&quot;ബി-","ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-"
ബിയാറ്റ്,ಬಿಯಾಟ್
ബൈൻഡർ,ಬೈಂಡರ್
ബൈൻഡിംഗ് മെറ്റീരിയൽ,ಬೈಂಡಿಂಗ್ ವಸ್ತು
ബയോട്ടിന്റെ സിദ്ധാന്തം,ಬಯೋಟ್ ಸಿದ್ಧಾಂತ
ബിറ്റുമെൻ,ಬಿಟುಮೆನ್
കറുത്ത പരുത്തി മണ്ണ്,ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
കറുത്ത ഭൂമി,ಕಪ್ಪು ಭೂಮಿ
കറുത്ത ടർഫ് മണ്ണ്,ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು
ബ്ലേഡ്,ಬ್ಲೇಡ್
ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്,ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್
ബ്ലോക്കി ഘടന,ಬ್ಲಾಕ್ ರಚನೆ
ബോഗി പ്രതിരോധം,ಬೋಗಿ ಪ್ರತಿರೋಧ
ബോഗ്-ഇരുമ്പ് അയിര്,ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು
ബോണ്ട്,ಕರಾರುಪತ್ರ
ബന്ധിത അംഗം,ಬಂಧಿತ ಸದಸ್ಯ
ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്,ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್
ബോണ്ട് കല്ല്,ಬಾಂಡ್ ಕಲ್ಲು
കെട്ടിയ വെള്ളം,ಬೌಂಡ್ ನೀರು
ബോക്സ് ഗട്ടർ,ಬಾಕ್ಸ್ ಗಟರ್
ബ്രേസ്,ಬ್ರೇಸ್
ബ്രിക്ക്-ഓൺ-എഡ്ജ്,ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್
കടിഞ്ഞാൺ,ಬ್ರಿಡ್ಲ್
തെളിച്ചം,ಹೊಳಪು
തവിട്ട് മണ്ണ്,ಕಂದು ಮಣ್ಣು
കെട്ടിടം,ಕಟ್ಟಡ
ബിൽഡിംഗ് സർവേയർ,ಕಟ್ಟಡ ಸರ್ವೇಯರ್
ബഫർ,ಬಫರ್
ബഫർ കർവ്,ಬಫರ್ ಕರ್ವ್
ബഫറിംഗ്,ಬಫರಿಂಗ್
ബഫറിംഗ് ശേഷി,ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
ബണ്ടർ,ಬಂದರ್
ബട്രസ്,ಬಟ್ರೆಸ್
സി-ചക്രവാളം,ಸಿ-ಹಾರಿಜಾನ್
കേബിൾ,ಕೇಬಲ್
കേബിൾ മോൾഡിംഗ്,ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್
കേബിളിംഗ്,ಕೇಬಲ್ ಹಾಕುವುದು
ചെറിയമുറി,ಕ್ಯಾಬಿನ್
ക്യാബിൻ ഹുക്ക്,ಕ್ಯಾಬಿನ್ ಹುಕ್
കാബിനറ്റ്,ಕ್ಯಾಬಿನೆಟ್
കാബോൾട്ട് ഉപേക്ഷിച്ചു,ಕಾಬೋಲ್ಟ್ ತೊರೆದರು
കഫറ്റീരിയ,ಕೆಫೆಟೇರಿಯಾ
കൂട്ടിൽ,ಪಂಜರ
കൂട് നിർമ്മാണം,ಪಂಜರ ನಿರ್ಮಾಣ
കയീൻ ഫോർമുല,ಕೇನ್ ಅವರ ಸೂತ್ರ
കൈസൺ,ಕೈಸನ್
കെയ്സൺ രോഗം,ಕೈಸನ್ ಕಾಯಿಲೆ
കൈസൺ ഫൗണ്ടേഷൻ,ಕೈಸನ್ ಅಡಿಪಾಯ
കൈസൺ ചിത,ಕೈಸನ್ ರಾಶಿ
കാൽക്കറിയസ് ഇഷ്ടിക,ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ
സുഷിരമുള്ള കളിമണ്ണ്,ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು
സുഷിരമുള്ള പുറംതോട്,ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್
കാൽസിഫിക്കേഷൻ,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
കാൽസിനേഷൻ,ಕ್ಯಾಲ್ಸಿನೇಷನ್
കാൽസൈൻ,ಕ್ಯಾಲ್ಸಿನ್
കാൽസൈറ്റ്,ಕ್ಯಾಲ್ಸೈಟ್
കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്,ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್
കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ
കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್
കാലിച്ചെ,ಕ್ಯಾಲಿಚೆ
കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ,ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ
കാലിപ്പർ,ಕ್ಯಾಲಿಪರ್
കലോറിമീറ്റർ,ಕ್ಯಾಲೋರಿಮೀಟರ್
കാംബർ,ಕ್ಯಾಂಬರ್
കനാൽ,ಕಾಲುವೆ
മേലാപ്പ്,ಮೇಲಾವರಣ
കാന്റിലിവർ ഫൂട്ടിംഗ്,ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್
തൊപ്പി,ಕ್ಯಾಪ್
ശേഷി,ಸಾಮರ್ಥ್ಯ
എയിൽ ട്രാക്കിന്റെ ശേഷി,ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ
തൊപ്പി കേബിൾ,ಕ್ಯಾಪ್ ಕೇಬಲ್
കാപ്പിലാരിറ്റി,ಕ್ಯಾಪಿಲ್ಲರಿಟಿ
കാപ്പിലറി ബ്രേക്ക്,ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್
കാപ്പിലറി ഒഴുക്ക്,ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು
കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം,ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು
കാപ്പിലറി പോർ സ്പേസ്,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ
കാപ്പിലറി പൊറോസിറ്റി,ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ
കാപ്പിലറി സ്പേസ്,ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್
ക്യാപ്‌ചർ വേഗത,ಕ್ಯಾಪ್ಚರ್ ವೇಗ
കാർബണേഷൻ,ಕಾರ್ಬೊನೇಶನ್
കാർബൺ കറുപ്പ്,ಕಾರ್ಬನ್ ಕಪ್ಪು
കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി,ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ
കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു,ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ
കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ,ಎರಕಹೊಯ್ದ ರಾಶಿ
ജാതി,ಕ್ಯಾಸ್ಟರ್
എറിയുന്ന കല്ല്,ಎರಕಹೊಯ್ದ ಕಲ್ಲು
കാറ്റലിസ്റ്റ്,ವೇಗವರ್ಧಕ
കാറ്റെന,ಕ್ಯಾಟೆನಾ
പൂച്ച മുഖം,ಬೆಕ್ಕಿನ ಮುಖ
പൂച്ചയുടെ തല,ಬೆಕ್ಕಿನ ತಲೆ
കാറ്റേഷൻ,ಕ್ಯಾಶನ್
പൂച്ച നടത്തം,ಬೆಕ್ಕಿನ ನಡಿಗೆ
കാവിറ്റേഷൻ കേടുപാടുകൾ,ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ
സെലൈറ്റ്,ಸೆಲೈಟ್
സെല്ലുലാർ കോൺക്രീറ്റ്,ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್
സെല്ലുലാർ നിർമ്മാണം,ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ
സിമന്റ്,ಸಿಮೆಂಟ್
"സിമന്റ്, ബിറ്റുമിനസ്","ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್"
"സിമന്റ്, ഉയർന്ന ശക്തി","ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ"
"സിമന്റ്, ഹൈഡ്രോളിക്","ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್"
"സിമന്റ്, കുറഞ്ഞ ചൂട്","ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ"
"സിമന്റ്, കൊത്തുപണി","ಸಿಮೆಂಟ್, ಕಲ್ಲು"
"സിമന്റ്, പ്രകൃതി","ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ"
"സിമന്റ്, പോർട്ട്ലാൻഡ്","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್"
"സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್"
"സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್"
"സിമന്റ്, സ്ലാഗ്","ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್"
"സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം","ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ"
"സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്","ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್"
"സിമന്റ്, വെള്ള","ಸಿಮೆಂಟ್, ಬಿಳಿ"
സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം,ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ
സിമന്റ് ഉള്ളടക്കം,ಸಿಮೆಂಟ್ ವಿಷಯ
സിമന്റ് ജെൽ,ಸಿಮೆಂಟ್ ಜೆಲ್
സിമന്റ് തോക്ക്,ಸಿಮೆಂಟ್ ಗನ್
സിമന്റ് ചൂള,ಸಿಮೆಂಟ್ ಗೂಡು
സിമന്റ് പെയിന്റ്,ಸಿಮೆಂಟ್ ಬಣ್ಣ
സിമന്റ് പ്ലാസ്റ്റർ,ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್
സിമന്റ് പാറ,ಸಿಮೆಂಟ್ ಕಲ್ಲು
സിമന്റ് സ്ലറി,ಸಿಮೆಂಟ್ ಸ್ಲರಿ
സിമന്റ് സംഭരണം,ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ
സിമന്റേഷൻ പ്രക്രിയ,ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ
കേന്ദ്രീകരിക്കുന്നു,ಕೇಂದ್ರೀಕರಣ
കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും,ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು
സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്,ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್
സെൻട്രൽ മിക്സർ,ಕೇಂದ್ರ ಮಿಕ್ಸರ್
അപകേന്ദ്ര ഫാൻ,ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್
ചോക്ക്,ಚಾಕ್
ചാംഫർ,ಚೇಂಫರ್
ചേംഫർ സ്ട്രിപ്പ്,ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್
ചാനൽ ബീം,ಚಾನಲ್ ಕಿರಣ
സ്വഭാവസവിശേഷത ലോഡ്,ವಿಶಿಷ್ಟ ಲೋಡ್
സ്വഭാവ ശക്തി,ವಿಶಿಷ್ಟ ಶಕ್ತಿ
ചാർജ്ജ് ഓഫ്,ಚಾರ್ಜ್ ಆಫ್
ചാർജിംഗ്,ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ
പരിശോധിക്കുന്നു,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ
കെമിക്കൽ ബോണ്ട്,ರಾಸಾಯನಿಕ ಬಂಧ
ചെർനോസെം,ಚೆರ್ನೋಜೆಮ್
ചെസ്റ്റ്നട്ട് മണ്ണ്,ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು
ചിമ്മിനി ഗട്ടർ,ಚಿಮಣಿ ಗಟಾರ
ചിപ്പ് ബോർഡ്,ಚಿಪ್ ಬೋರ್ಡ್
ചിപ്പിംഗ്,ಚಿಪ್ಪಿಂಗ್
ചിപ്സ്,ಚಿಪ್ಸ್
ചട്ടി,ಗಾಳಿಕೊಡೆ
ക്ലാസ് (കോൺക്രീറ്റ്),ವರ್ಗ (ಕಾಂಕ್ರೀಟ್)
കളിമണ്ണ്,ಕ್ಲೇ
കളിമൺ ഉള്ളടക്കം,ಕ್ಲೇ ವಿಷಯ
കളിമൺ പാൻ,ಕ್ಲೇ ಪ್ಯಾನ್
പൂർണമായി കാലിയാക്കുക,ಕ್ಲೀನ್ಔಟ್
ക്ലീനപ്പ്,ಸ್ವಚ್ಛಗೊಳಿಸಿ
ക്ലീറ്റ്,ಕ್ಲೀಟ್
ക്ലിങ്കർ,ಕ್ಲಿಂಕರ್
ക്ലിപ്പ്,ಕ್ಲಿಪ್
കട്ടപിടിക്കൽ,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
നാടൻ മൊത്തത്തിലുള്ളത്,ಒರಟಾದ ಒಟ್ಟು
പരുക്കൻ ധാന്യമുള്ള മണ്ണ്,ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು
കോട്ട്,ಕೋಟ್
കോഫർ ഡാം,ಕಾಫರ್ ಅಣೆಕಟ್ಟು
ഒത്തുചേരൽ,ಒಗ್ಗಟ್ಟು
കൊളോയിഡ്,ಕೊಲಾಯ್ಡ್
കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
കൊളോയ്ഡൽ സിസ്റ്റം,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
കൊളുവിയൽ മണ്ണ്,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
കോളം,ಅಂಕಣ
കോമ്പഡ് ഫിനിഷ്,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
സംയോജിത കാൽപ്പാദം,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
സംയോജിത വെള്ളം,ಸಂಯೋಜಿತ ನೀರು
പൊതു മുറി,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
ഘടകം ചതുരം,ಘಟಕ ಚೌಕ
കോൺക്രീറ്റ്,ಕಾಂಕ್ರೀಟ್
കോൺക്രീഷൻ,ಕಾಂಕ್ರೀಟಿಕರಣ
ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
മലിനീകരണം,ಮಾಲಿನ್ಯಕಾರಕಗಳು
ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു,ಅಲ್ಕೋವ್ ಅಡುಗೆ
നേരിടുകയാണ്,ನಿಭಾಯಿಸುವುದು
കോർബെൽ,ಕಾರ್ಬೆಲ್
കോർണിസ്,ಕಾರ್ನಿಸ್
കപ്ലർ,ಸಂಯೋಜಕ
"കപ്ലർ, ഇരട്ട","ಕಪ್ಲರ್, ಡಬಲ್"
"കപ്ലർ, പുട്ട്ലോഗ്","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"കപ്ലർ, സ്വിവൽ","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
കോഴ്സ്,ಕೋರ್ಸ್
ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
മൂടിയ പ്രദേശം,ಆವರಿಸಿದ ಪ್ರದೇಶ
ഇഴയുക,ತೆವಳುವ
ക്രീപ്പ് കോഫിഫിഷ്യന്റ്,ಕ್ರೀಪ್ ಗುಣಾಂಕ
ക്രോട്ടോവിൻ,ಕ್ರೊಟೊವಿನ್
കാക്ക കാൽ,ಕಾಗೆ ಕಾಲು
നുറുക്കിന്റെ ഘടന,ಕ್ರಂಬ್ ರಚನೆ
കർബ്,ದಂಡೆ
നിലവിലുള്ളത്,ಪ್ರಸ್ತುತ
വക്ര പ്രതിരോധം,ಕರ್ವ್ ಪ್ರತಿರೋಧ
ഈർപ്പം പ്രൂഫ് കോഴ്സ്,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
പൂർത്തിയാക്കിയ തീയതി,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
ഡെഡ് ലോഡ്,ಡೆಡ್ ಲೋಡ್
ചത്ത വെള്ളം,ಸತ್ತ ನೀರು
ഡെസിബെൽ,ಡೆಸಿಬೆಲ್
ഡിഫ്ലോക്കുലേഷൻ,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
അഗ്രഗേഷൻ ബിരുദം,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
വ്യാപനത്തിന്റെ അളവ്,ಪ್ರಸರಣದ ಪದವಿ
