Bengali,Marathi
বিশ্লেষণ,विश्लेषण
সহভক্তি বিশ্লেষণ,सहप्रसरण विश्लेषण
গণনা-ডেটা বিশ্লেষণ,गणन-डेटा विश्लेषण
বৈচিত্র্য বিশ্লেষণ,भिन्नता विश्लेषण
বিশ্লেষণাত্মক জ্যামিতি,विश्लेषणात्मक भूमिती
বিশ্লেষণাত্মক ফাংশন,विश्लेषणात्मक कार्य
কোণ,कोन
স্পর্শক কোণ,स्पर्शिका कोन
বিচ্যুতি কোণ,विक्षेपण कोन
বিষণ্নতা কোণ,उदासीनता कोन
বিচ্যুতি কোণ,विचलन कोन
বিবর্তন কোণ,विवर्तन कोन
উচ্চতা কোণ,उंची कोन
ঘটনার কোণ,घटनेचा कोन
অভিক্ষেপ কোণ,प्रक्षेपण कोन
প্রতিফলন কোণ,प्रतिबिंब कोन
প্রতিসরণ কোণ,अपवर्तन कोन
ঘূর্ণন কোণ,रोटेशन कोन
প্রতিফলনের পরম কোণ,परावर्तनाचा परिपूर्ण कोन
কৌণিক ত্বরণ,कोनीय प्रवेग
কৌণিক বেগ,कोनीय गती
কৌণিক গতি,कोनीय गती
কৌণিক বেগ,कोनीय गती
অনামিকা আঙুল,अनामिका
উত্তর,उत्तर द्या
কাউন্টার ডেরিভেটিভ,काउंटर व्युत्पन्न
আইসোমেট্রিক ফাংশন,आयसोमेट्रिक फंक्शन
"আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য","कव्हर करण्यायोग्य, लागू, लागू"
"আবেদনের আবেদন,",अर्ज अर्ज
প্রয়োগকৃত গতিশীল প্রোগ্রামিং,लागू डायनॅमिक प्रोग्रामिंग
প্রয়োগ করা জ্যামিতি,लागू भूमिती
ফলিত গণিত,लागू गणित
ফলিত পরিসংখ্যান,लागू आकडेवारी
"প্রায়, প্রায়","अंदाजे, अंदाजे"
প্রায় একটানা ফাংশন,अंदाजे सतत कार्य
"ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি","मॅक्रो पद्धत, अंदाजे पद्धत"
আনুমানিক সমাধান,अंदाजे उपाय
আনুমানিক সমস্যা,अंदाजे समस्या
আনুমানিক সম্পত্তি,अंदाजे मालमत्ता
বুদ্ধিমত্তার পরীক্ষা,योग्यता चाचणी
আর্গন ডায়াগ্রাম,आर्गॉन आकृती
স্বেচ্ছায়,ऐच्छिक
"এলোমেলো, এলোমেলো","यादृच्छिक, यादृच्छिक"
নির্বিচারে ধ্রুবক,अनियंत्रित स्थिरांक
বিনামূল্যে উপাদান,मुक्त घटक
নির্বিচারে পয়েন্ট,अनियंत्रित बिंदू
আর্কিমিডের আইন,आर्किमिडीजचा कायदा
আর্কিমিডিসের আইন,आर्किमिडीजचा कायदा
"চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য","चाप-लांबी, चाप-लांबी"
বৃত্ত চাপ,वर्तुळ चाप
ইনভার্স সাইন ডিস্ট্রিবিউশন,व्यस्त साइन वितरण
বিপরীত সাইন রূপান্তর,व्यस्त साइन रूपांतरण
"এলাকা, এলাকা","क्षेत्र, क्षेत्र"
আঞ্চলিক কনফিগারেশন,प्रादेशिक कॉन्फिगरेशन
একটি জটিল সংখ্যার কোণ,जटिल संख्येचा कोन
গাণিতিক গড়,अंकगणित सरासरी
ডিজিটাল অপারেশন,डिजिटल ऑपरेशन
ডিজিটাল ইউনিট,डिजिटल युनिट
"কনফিগারেশন, বিন্যাস","कॉन्फिगरेशन, व्यवस्था"
"অ্যারে, অ্যারে","अॅरे, अॅरे"
কৃত্রিম উপগ্রহ,कृत्रिम उपग्रह
কৃত্রিম পরিবর্তনশীল,कृत्रिम व्हेरिएबल
আরোহন করা,चढणे
আরোহী,चढत्या
মাত্রার আরোহী ক্রম,परिमाणाचा चढता क्रम
আরোহী গ্রেড,चढत्या श्रेणी
সংযোজনকারী ভাষা,असेंबलर भाषा
"অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন,",असाइनमेंट समस्या असाइनमेंट प्रश्न
সহযোগী নিয়ম,सहयोगी नियम
অপারেটরদের সহযোগী নিয়ম,ऑपरेटर्सचा सहयोगी नियम
সহযোগী অপারেশন,सहयोगी ऑपरेशन
সাহচর্য,सहवास
ধরে নেওয়া গড়,सरासरी गृहीत धरले
অনুমান সম্ভাব্যতা বন্টন,गृहीत संभाव्यता वितरण
"কল্পনা করা, স্বীকার করা,","कल्पना केली, स्वीकारली"
জ্যোতিষশাস্ত্র,ज्योतिष
"মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী,",अंतराळ अभियंता अंतराळ अभियंता
জ্যোতির্বিদ*,खगोलशास्त्रज्ञ*
জ্যোতির্বিদ্যা ঘড়ি,खगोलशास्त्रीय घड्याळ
জ্যোতির্বিদ্যা,खगोलशास्त्र
অপ্রতিসম বক্ররেখা,असममित वक्र
অসমতা,विषमता
অ্যাসিম্পোটিক,लक्षणे नसलेला
উত্তেজক,त्रासदायक
প্রগতিশীল অনুমানকারী,प्रगतीशील अंदाजक
বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী,प्रतिगामी पक्षपाती अनुमानक
বিপরীতমুখী আচরণ,प्रतिगामी आचरण
আক্রমনাত্মক বিতরণ ফাংশন,आक्रमक वितरण कार्य
ঊর্ধ্বগামী বিস্তার,वर पसरलेला
বায়ুমণ্ডলীয় চাপ,वातावरणाचा दाब
"এলোমেলোভাবে,",यादृच्छिकपणे
সম্পত্তি*,मालमत्ता*
অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম,विशेषता-नमुना-यंत्रणा
অগমেন্টেড ম্যাট্রিক্স,संवर्धित मॅट्रिक्स
স্বয়ংক্রিয় সম্পর্ক সহগ,स्वयंसंबंध गुणांक
স্বয়ংক্রিয় সম্পর্ক ফাংশন,स्वयंसंबंध कार्य
সহবাস,सहप्रसरण
স্বয়ংক্রিয় কম্পিউটার,स्वयंचलित संगणक
অটোরিগ্রেশন,ऑटोरिग्रेशन
সহায়ক সমীকরণ,सहाय्यक समीकरण
গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা),सरासरी नमुना क्रमांक वक्र (MPC वक्र)
"axiom, axiom","स्वयंसिद्ध, स्वयंसिद्ध"
স্বতঃসিদ্ধ পদ্ধতি,स्वयंसिद्ध दृष्टीकोन
সম্ভাব্যতা স্বতঃসিদ্ধ,संभाव्यता स्वयंसिद्ध
অক্ষ,अक्ष
ভুজক্ষ,भुजक्षा
পৃথিবী অক্ষ,पृथ्वीचा अक्ष
ঘূর্ণন অক্ষ,रोटेशन अक्ष
ঘূর্ণন অক্ষ,रोटेशन अक्ष
স্পিন অক্ষ,फिरकी अक्ष
পোস্ট প্রতিস্থাপন,पोस्ट बदली
পরে,नंतर
ফিরে সন্নিবেশ সূত্র,बॅक इन्सर्टेशन फॉर्म्युला
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
সুষম নকশা,संतुलित डिझाइन
ব্যালেন্স শীট,ताळेबंद
মিসাইল,क्षेपणास्त्र
"ব্যালিস্টিক, অস্ত্র","बॅलिस्टिक्स, शस्त्रे"
"কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত","स्तंभ, बार, कोब, बार, बार, बार, बार, बार, बार, रेषा, रेषा, चाचणी रेषा, किनार"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","बेस, बेस, बेस, बेस, बेस"
ভিত্তি কোণ,बेस कोन
"লগারিদমের ভিত্তি, লগারিদমের ভিত্তি","लॉगरिथमचा आधार, लॉगरिथमचा आधार"
"মৌলিক, মৌলিক,","मूलभूत, मूलभूत"
ভিত্তি সুসংগত সমাধান,बेस सुसंगत उपाय
ভিত্তি সমাধান,बेस सोल्यूशन
ভিত্তি পরিবর্তনশীল,बेस व्हेरिएबल
ভিত্তি,पाया
ভিত্তি উপাদান,मूळ घटक
বেস ম্যাট্রিক্স,बेस मॅट्रिक्स
ভেক্টর স্থানের ভিত্তি,वेक्टर स्पेसचा पाया
উপ-জনসংখ্যা ভিত্তিতে,उपलोकसंख्या आधार
নীতিহীন,बेईमान
বেজ-রুল,bez-नियम
bez-তত্ত্ব,bez-प्रमेय
bernoulli-বন্টন,bernoulli-वितरण
বার্নোলি সংখ্যা,बर्नौली क्रमांक
Bernoulli সম্ভাব্যতা ফাংশন,बर्नौली संभाव्यता कार्य
বার্নোলি-সমীকরণ,बर्नौली-समीकरण
বেরি ফাংশন,बोरासारखे बी असलेले लहान फळ कार्य
সেরা আনুগত্য,सर्वोत्तम आसंजन
সেরা আনুগত্য লাইন,सर्वोत्तम आसंजन ओळ
সেরা সমাধান,सर्वोत्तम उपाय
সেরা টিপস,सर्वोत्तम टिपा
বিটা বিতরণ,बीटा वितरण
"পক্ষপাত, পক্ষপাত","पक्षपात, पक्षपात"
পক্ষপাতমূলক মূল্যায়ন,पक्षपाती मूल्यांकन
দ্বিপদ সমীকরণ,द्विपद समीकरण
একক আবরণ,एकल कव्हर
একক কভার মানচিত্র,सिंगल कव्हर नकाशा
একক কভার ম্যাপিং,सिंगल कव्हर मॅपिंग
দ্বিঘাত দ্বিঘাত,चतुर्भुज चौकोन
বাইলিনিয়ার ফাংশন,द्विरेखीय कार्य
বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা,द्विरेखीय हर्मिटियन एकजिनसीपणा
"দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত","द्वि-चर, बायनरी, दुहेरी"
"বাইনারি কোড, বাইনারি কোড","बायनरी कोड, बायनरी कोड"
"বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক","बायनरी कोडेड दशांश, बायनरी कोडेड दशांश"
বাইনারি এনকোডিং,बायनरी एन्कोडिंग
বাইনারি কম্পিউটার,बायनरी संगणक
বাইনারি সংখ্যা,बायनरी अंक
বাইনারি অপারেশন,बायनरी ऑपरेशन
বাইনারি পদ্ধতি,बायनरी पद्धत
বাইনারি পরিবর্তনশীল,बायनरी व्हेरिएबल
দ্বিপদ সহগ,द्विपदी गुणांक
দ্বিপদ ডিস্ট্রিবিউশন,द्विपदी वितरण
দ্বিপদ সমীকরণ,द्विपद समीकरण
দ্বিপদ প্রকরণ,द्विपद भिन्नता
দ্বিপদ অভিব্যক্তি,द्विपदी अभिव्यक्ती
দ্বিপদী র্যান্ডম পরিবর্তনশীল,द्विपदी यादृच्छिक चल
দ্বিপদ উপপাদ্য,द्विपद प्रमेय
"অর্ধেক, বিভাজন","अर्धा, दुभाजक"
"দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি","दुभाजक पद्धत, अर्धविभाग पद्धत"
অর্ধেক দ্বিখণ্ডক,अर्धा दुभाजक
দ্বিপদ,"द्विपदी, द्विपदी"
"Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক","द्वयंक (बायनरी अंक), अनी, बर्मीज, तुक"
দ্বিপদ দ্বিপদী বন্টন দ্বিপদ,द्विपदी द्विपद वितरण द्विपदी
দ্বিভারী পারস্পরিক সম্পর্ক সহগ,द्विवैरिएट सहसंबंध गुणांक
দ্বিমুখী বন্টন,द्विवैरिएट वितरण
bivariate স্বাভাবিক-বন্টন,द्विवैरिएट सामान्य-वितरण
bivector,bivector
বোল্টম্যান সমীকরণ,बोल्टमन समीकरण
বুলিয়ান বীজগণিত*,बुलियन बीजगणित*
বোস-আইনস্টাইন পরিসংখ্যান,बोस-आईन्स्टाईन सांख्यिकी
সীমাবদ্ধতা সীমাবদ্ধতা,मर्यादा निर्बंध
সীমানা স্তর,सीमा पातळी
সীমান,सीमारेषा
সীমা মান,मर्यादा मूल्य
সীমানা মান সমস্যা,सीमा मूल्य समस्या
"আবদ্ধ ফাংশন আবদ্ধ ফল,",बाउंड फंक्शन बाउंडेड फळ
"আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল,","बाउंडेड मॅट्रिक्स, बाउंडेड मॅट्रिक्स, बाउंडेड टेबल"
"সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল,",सीमाबद्ध प्रदेश सीमाबद्ध प्रदेश
"আবদ্ধ সেট আবদ্ধ সেট,",बाऊंड सेट बाउंडेड सेट
ব্রাউনি গতি,ब्राउनी मोशन
হিসাব করতে,मोजणे
গণনা,गणना
"ক্যালকুলেটর, ক্যালকুলেটর","कॅल्क्युलेटर, कॅल्क्युलेटर"
হিসাব*,गणना*
গণনামূলক কর্ম পদ্ধতি,संगणकीय क्रिया पद्धत
"ক্যালকুলেটর, ক্যালকুলেটর","कॅल्क्युलेटर, कॅल्क्युलेटर"
"ক্যালকুলাস, ক্যালকুলাস","कॅल्क्युलस, कॅल्क्युलस"
প্রকরণ ক্যালকুলাস,भिन्नता कॅल्क्युलस
ক্যালোরি,कॅलरीज
বিধি বাতিল করা,नियम रद्द करा
ক্যানোনিকাল সমীকরণ,प्रामाणिक समीकरण
ক্যানোনিকাল ফর্ম,प्रामाणिक फॉर्म
"ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স","कॅनॉनिकल मॅट्रिक्स, के कॅनॉनिकल मॅट्रिक्स"
ক্যান্টর সেট,cantor सेट
ক্যান্টর ত্রিভুজাকার সেট,cantor त्रिकोणी संच
সীমাবদ্ধ পরিবহন সমস্যা,वाहतुकीची अडचण
ক্ষমতা,क्षमता
কৈশিক বল,केशिका शक्ती
"গণনা সংখ্যা, কার্ডিনাল সংখ্যা","संख्या संख्या, मुख्य संख्या"
কার্টেসিয়ান অক্ষ,कार्टेशियन अक्ष
কার্টেসিয়ান স্থানাঙ্ক,कार्टेशियन समन्वय
কার্টিজিয়ান পণ্য,कार्टेशियन उत्पादन
সেটের কার্টেসিয়ান গুন,संचांचे कार्टेशियन गुणाकार
"কেস স্টাডি, কেস স্টাডি","केस स्टडी, केस स्टडी"
বিপর্যয়মূলক বক্তৃতা,आपत्तीजनक भाषण
ক্যাটিনারি,कॅटिनरी
কচি বন্টন,कॉची वितरण
কৌশির সূত্র,कौशीचें सूत्र
কচি-গুর্সা-তত্ত্ব,कौशी-गुरसा-प्रमेय
কৌশি-রিম্যান-বান,कौशी-रिमन-बॅन
কচি সিকোয়েন্স,कॉची क्रम
কৌশি অবিচ্ছেদ্য,कौशी अभिन्न
কৌশি প্রধান-মূল্য,कौशी मुख्य-मूल्य
কচি অবশিষ্ট উপপাদ্য,कॉची शेष प्रमेय
ক্যালে-হ্যামিল্টন-উপাত্ত,कॅले-हॅमिल्टन-प्रमेय
স্বর্গীয় শরীরের,आकाशीय शरीर
জ্যোতির্বিদ্যা পরিমাপ,खगोलशास्त्रीय मोजमाप
স্বর্গীয় বলবিদ্যা,खगोलीय यांत्रिकी
স্বর্গীয় শরীরের,आकाशीय शरीर
সেল ফ্রিকোয়েন্সি,सेल वारंवारता
"আদমশুমারি, আদমশুমারি","जनगणना, जनगणना"
শতাংশ,टक्केवारी
সেন্টিমিটার,सेंटीमीटर
সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি,सेंटीमीटर-ग्राम-सेकंद पद्धत
"কেন্দ্রীয়, কেন্দ্রীভূত","मध्यवर्ती, केंद्रीत"
কেন্দ্রীয় অক্ষ,मध्य अक्ष
কেন্দ্রীয় ফাঁক,मध्यवर्ती अंतर
কেন্দ্রীয় পার্থক্য সূত্র,केंद्रीय फरक सूत्र
কেন্দ্রীয় ডিফারেনশিয়াল টেবিল,केंद्रीय भिन्नता सारणी
কেন্দ্রীয় সীমা উপপাদ্য,केंद्रीय मर्यादा प्रमेय
কেন্দ্রীয় মুহূর্ত,मध्यवर्ती क्षण
কেন্দ্রীয় সম্পদ ইউনিট,केंद्रीय संसाधन युनिट
কেন্দ্রীয় প্রবৃত্তি,केंद्रीय अंतःप्रेरणा
কেন্দ্র*,केंद्र*
অভিকর্ষের কেন্দ্র,गुरुत्व मध्यभागी
গ্রুপ কেন্দ্র,गट केंद्र
ভর কেন্দ্র,वस्तुमान केंद्र
প্রতিসাম্য কেন্দ্র,सममितीचे केंद्र
অপকেন্দ্র বল,केंद्रापसारक शक्ती
কেন্দ্রমুখী বল,केंद्राभिमुख शक्ती
"কেন্দ্রমুখী মেরিডিয়ান,",मध्यवर्ती मेरिडियन
নিশ্চিততা,निश्चितता
সিজিএস পদ্ধতি,cgs पद्धत
সিজিএস ইউনিট,cgs युनिट
পার্থক্যের চেইন নিয়ম,भिन्नतेचा साखळी नियम
"ভাগ্যে, ভাগ্যক্রমে",दैवयोगाने
এলোমেলো পদক্ষেপ,यादृच्छिक हालचाल
অক্ষ স্থানান্তর,अक्ष शिफ्ट
"ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন,",आधार बदल Payadhar-बदल
স্থানান্তর,क्रमपरिवर्तन
বৈশিষ্ট্য সহগ,वैशिष्ट्यपूर्ण गुणांक
চরিত্রগত নির্ধারক,वैशिष्ट्यपूर्ण निर्धारक
চরিত্রগত সমীকরণ,वैशिष्ट्यपूर्ण समीकरण
"চারিত্রিক ফাংশন, চরিত্রগত ফাংশন","वैशिष्ट्यपूर्ण कार्य, वैशिष्ट्यपूर्ण कार्य"
লগারিদমের পূর্ণসংখ্যা,लॉगरिदमची पूर्णांक
"চরিত্রগত বহুপদ,",वैशिष्ट्यपूर्ण बहुपदी
বৈশিষ্ট্যগত মান,वैशिष्ट्यपूर्ण मूल्य
চরিত্রগত ভেক্টর,वैशिष्ट्यपूर्ण वेक्टर
চরিত্র সম্প্রদায়,वर्ण समुदाय
"চার্ট, চার্ট,","तक्ते, तक्ते"
চি-স্কোয়ার বিতরণ,ची-स्क्वेअर वितरण
চি-বর্গাকার সূত্র,ची-स्क्वेअर सूत्र
চি-স্কয়ার পরীক্ষা,ची-स्क्वेअर चाचणी
জ্যা*,जीवा*
জ্যা বিভাজন পদ্ধতি,जीवा विभाजित करण्याची पद्धत
লিখিত বার্তা,लिखित संदेश
"শূন্য, সাইফার","शून्य, सायफर"
বৃত্ত*,मंडळ*
অভিসারী বৃত্ত,अभिसरण मंडळ
সার্কিট ম্যাট্রিক্স,सर्किट मॅट्रिक्स
"বৃত্তাকার, বৃত্তাকার,","गोलाकार, गोलाकार"
বৃত্তাকার উপসর্গ,वर्तुळाकार लक्षणे
বৃত্তাকার কন্ডুলাইন,गोलाकार कंड्युलिन
বৃত্তাকার গতি,गोलाकार हालचाल
পরিধি কেন্দ্র,परिघ
অবসরপ্রাপ্ত*,सेवानिवृत्त*
"প্রদক্ষিণ করা, চারপাশে আঁকা",प्रदक्षिणा करणे
অতীত,भूतकाळ
পরিধিকৃত,घेरलेले
বিশিষ্ট কর্পোরেট,प्रख्यात कॉर्पोरेट
ক্লাসিক গতিবিদ্যা,क्लासिक डायनॅमिक्स
ক্লাসিক অপ্টিমাইজেশান,क्लासिक ऑप्टिमायझेशन
দীর্ঘস্থায়ী আর্থিক সমস্যা,दीर्घकालीन आर्थिक समस्या
শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা,शास्त्रीय सांख्यिकीय यांत्रिकी
ত্রুটির শ্রেণীবিভাগ,त्रुटींचे वर्गीकरण
ক্লাসের ব্যবধান,वर्ग मध्यांतर
ক্লাস ব্যবধান ইউনিট,वर्ग मध्यांतर युनिट
শ্রেণীর সীমা,वर्ग मर्यादा
ঘড়ির কাঁটার দিকে,घड्याळाच्या दिशेने
বন্ধ,बंद
"বন্ধ, বন্ধ","बंद, बंद"
বন্ধ স্তর আবরণ,बंद थर कव्हर
বন্ধ ঘনক্ষেত্র,बंद घन
"বন্ধ বক্ররেখা, বন্ধ বক্ররেখা","बंद वक्र, बंद वक्र"
বন্ধ প্রদেশ,बंद प्रांत
বন্ধ আকৃতি,बंद आकार
বন্ধ ব্যবধান,बंद अंतराल
"বদ্ধ অঞ্চল, বদ্ধ অঞ্চল","बंद प्रदेश, बंद प्रदेश"
বন্ধ সেট,बंद संच
"বন্ধ পাতা, বন্ধ পাতা","बंद पान, बंद पान"
নেমেসিস,नीलमन
pronator,pronator
উত্তল বিন্দু,बहिर्वक्र बिंदू
বন্দী-স্বীকৃত,बंदिस्त-स्वीकृत
বন্দী সেট,बंदिस्त संच
ক্লাস্টার পয়েন্ট,क्लस्टर पॉइंट
গুচ্ছের আদর্শ,क्लस्टर सॅम्पलिंग
ক্লাস্টার সমষ্টি,क्लस्टर एकूण
সমাক্ষীয় বৃত্ত,समाक्षीय वर्तुळ
সমাক্ষীয় প্যারাবোলা,समाक्षीय पॅराबोला
সমাক্ষ সমতল,समाक्षीय विमान
সমাক্ষীয় ত্রিভুজ,समाक्षीय त्रिकोण
কোব-ডগলাস ফাংশন,कोब-डग्लस फंक्शन
"এনকোডিং, কোডিং, স্বরলিপি","एन्कोडिंग, कोडिंग, नोटेशन"
উপাদান স্বরলিপি,साहित्य नोटेशन
সহ-প্রদেশ,सह-प्रांत
সহগ ম্যাট্রিক্স,गुणांक मॅट्रिक्स
পারস্পরিক সম্পর্ক সহগ,सहसंबंध गुणांक
সংকল্প সহগ,निर्धार गुणांक
স্থিতিস্থাপকতা সহগ,लवचिकता गुणांक
ব্যাপন সহগ,प्रसार गुणांक
ঘর্ষণ গুণাঙ্ক,घर्षण गुणांक
অনুদৈর্ঘ্য প্রসারণের সহগ,अनुदैर्ध्य विस्ताराचे गुणांक
রিগ্রেশন সহগ,प्रतिगमन गुणांक
পৃষ্ঠ টান সহগ,पृष्ठभाग तणावाचे गुणांक
ভিন্নতার সহগ,भिन्नता गुणांक
"কো-ফ্যাক্টর, কো-ফ্যাক্টর, কো-ফ্যাক্টর","सह-घटक, सह-घटक, सह-घटक"
মুদ্রা শিরসঁচালন,नाणेफेक
নমুনা সংগ্রহ,नमुना संकलन
সমরেখার,समरेख
প্রান্তিককরণ,संरेखन
"কলাম, কলাম","स्तंभ, स्तंभ"
স্তম্ভ,स्तंभलेखन
স্তম্ভ,स्तंभ
কলামার ম্যাট্রিক্স,स्तंभीय मॅट्रिक्स
কলাম ম্যাট্রিক্স,स्तंभ मॅट्रिक्स
কলামের ক্রম,स्तंभ क्रम
স্তম্ভিক শ্রেণিবিন্যাস ম্যাট্রিক্স,स्तंभ श्रेणीबद्ध मॅट्रिक्स
