Punjabi,Odiya
ਪਹੁੰਚ ਕੁੰਜੀ,ପ୍ରବେଶ କୀ
"1. ਪਹੁੰਚ ਮੈਟਰਿਕਸ, 2. ਪਹੁੰਚ ਮੈਟਰਿਕਸ","1. ଆକ୍ସେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ମ୍ୟାଟ୍ରିକ୍ସ ଆକ୍ସେସ୍ କରନ୍ତୁ |"
ਪਹੁੰਚ ਮੋਡ,ପ୍ରବେଶ ମୋଡ୍
ਪਹੁੰਚ ਅਧਿਕਾਰ,ସୁବିଧା ପ୍ରବେଶ
ਪਹੁੰਚ ਸੁਰੱਖਿਆ,ସୁରକ୍ଷା ପ୍ରବେଶ କରନ୍ତୁ |
"1. ਐਕਸੈਸ ਸਰਵਰ, 2. ਸਰਵਰ ਤੱਕ ਪਹੁੰਚ","1. ଆକ୍ସେସ୍ ସର୍ଭର, 2 ସର୍ଭରକୁ ପ୍ରବେଶ କରନ୍ତୁ |"
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,ପ୍ରବେଶ ସମୟ
ਮਾਨਤਾ,ସ୍ୱୀକୃତି
ਧੁਨੀ ਵਿਗਿਆਨ,ଆକାଶବାଣୀ
"1. ਸੰਖੇਪ ਰੂਪ, 2. ਸੰਖੇਪ, 3. ਤੋਂ ਛੋਟਾ","1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ"
ਕਾਰਵਾਈ ਸੁਨੇਹਾ,କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |
ਸਰਗਰਮੀ,ସକ୍ରିୟ
ਸਰਗਰਮ ਸਰਵਰ ਪੰਨਾ,ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |
ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ,ସକ୍ରିୟ ସଂସ୍କରଣ |
acyclic,acyclic
"1. ਏਸਾਈਕਲਿਕ ਗ੍ਰਾਫ਼, 2. acyclic ਗ੍ਰਾਫ਼","1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |"
ਅਦਾ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ,ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |
"1. ਆਪਟੀਮਾਈਜ਼ਰ, 2. ਆਪਟੀਮਾਈਜ਼ਰ","1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍"
ਜੋੜ),to sum)
sum ਫਾਈਲ,ରାଶି ଫାଇଲ୍ |
"1. ਐਡੀਸ਼ਨ ਓਪਰੇਸ਼ਨ, 2. ਸੰਯੁਕਤ ਕਾਰਵਾਈ","1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ"
ਜੋੜਨ ਵਾਲਾ,ଆଡର୍
ਜਾਣੋ,ଜାଣନ୍ତୁ |
ਪਤਾ ਬੱਸ,ଠିକଣା ବସ୍
ਐਡਰੈੱਸ ਫਾਈਲ,ଠିକଣା ଫାଇଲ୍ |
ਪਤਾ ਫਾਰਮੈਟ,ଠିକଣା ଫର୍ମାଟ୍
ਪਤਾ ਜਨਰੇਟਰ,ଠିକଣା ଜେନେରେଟର
ਐਡਰੈੱਸ ਲਾਈਨ,ଠିକଣା ରେଖା
ਪਤਾ ਮੈਪਿੰਗ,ଠିକଣା ମ୍ୟାପିଂ
ਪਤਾ ਸੂਚਕ,ଠିକଣା ସୂଚକ
ਪਤਾ ਰਜਿਸਟਰ,ଠିକଣା ରେଜିଷ୍ଟର
ਪਤਾ ਟੁੱਟਣ,ଠିକଣା ଭାଙ୍ଗିବା
ਪਤਾ ਅਨੁਵਾਦ,ଠିକଣା ଅନୁବାଦ
"1. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ, 2. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ","1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ,ଠିକଣା
"1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ","1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
ਲਗਾਵ,ସଂଲଗ୍ନ
"1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ","1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
"1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ","1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
ਅਡੋਬ ਐਕਰੋਬੈਟ,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,ଆଡୋବ ଫଟୋସପ୍ |
ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
"1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ","1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
ਕਾਰਵਾਈ,କାର୍ଯ୍ୟ
ਏਕੀਕਰਨ,ଏକୀକରଣ
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
aldus page-make,aldus page-make
ਚੇਤਾਵਨੀ ਬਾਕਸ,ଆଲର୍ଟ ବାକ୍ସ
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
ਅਲਾਈਨਮੈਂਟ,ଶ୍ରେଣୀବଦ୍ଧତା |
"1. ਵੰਡ, 2. ਵੰਡ","1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
ਅੱਖਰ ਅੰਕੀ,ବର୍ଣ୍ଣମାଳା
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
alt ਕੁੰਜੀ,alt କି
altavista,altavista
ਬਹੁਲਤਾ,ବହୁଗୁଣ
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. ଅନୁରୂପ, 2 analog"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
ਅੰਤ ਸਰਕਟ,ଶେଷ ସର୍କିଟ |
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
ਨੋਟ,ଧ୍ୟାନ ଦିଅନ୍ତୁ
ਅਸੰਗਤਤਾ,ଅସଙ୍ଗତି |
ਪਿਛਲਾ,ପୂର୍ବ
ਅਗਾਊਂ ਪੇਜਿੰਗ,ଆଶାକର୍ମୀ ପେଜିଂ |
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,ପ୍ରୟୋଗ ଭାଷା
ਲਗਭਗ ਸਿਧਾਂਤ,ଆନୁମାନିକ ନୀତି
ਬਣਤਰ,ଗଠନ
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
ਗਣਿਤ ਦੀ ਜਾਂਚ,ଗାଣିତିକ ଯାଞ୍ଚ |
ਅੰਕਗਣਿਤ ਸਥਿਰ,ଗାଣିତିକ ସ୍ଥିର |
ਗਣਿਤ ਡਾਟਾ,ଗାଣିତିକ ତଥ୍ୟ
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA ନେଟ (RPNet)
ਐਰੇ,ଆରେ
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
ਐਰੇ ਕੰਪਿਊਟਰ,ଆରେ କମ୍ପ୍ୟୁଟର |
ਐਰੇ ਤੱਤ,ଆରେ ଉପାଦାନ |
ਐਰੇ ਨਾਮ,ଆରେ ନାମ
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,ଆରେ ସଞ୍ଚାଳକ
ਤੀਰ ਕੁੰਜੀ,ତୀର କି
ਸੰਧੀ,ଚୁକ୍ତି
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
ਨਕਲੀ ਸੰਕੁਚਿਤ,କୃତ୍ରିମ ସଙ୍କୋଚନ |
ਨਕਲੀ ਕੰਟਰੋਲ,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
ਨਕਲੀ ਭਾਵਨਾ,କୃତ୍ରିମ ଅର୍ଥ |
ਮਾਊਂਟ,ଆରୋହଣ
ਵਧਦੀ ਲੜੀ,ଆରୋହଣ କ୍ରମ
ascii ਵਰਣਮਾਲਾ,ascii ବର୍ଣ୍ଣମାଳା |
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ascii ਫਾਈਲ,ascii ଫାଇଲ୍ |
ascii ਫੌਂਟ,ascii ଫଣ୍ଟ
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII ସ୍ଥାନାନ୍ତର |
ਆਕਾਰ ਅਨੁਪਾਤ,ଆନୁମାନିକ ଅନୁପାତ
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. ଆସ୍ପି, ୨ ASPI"
ਏ ਐਸ ਆਰ ਕਲਾਡ,ଏକ S R କାଲାଡ୍ |
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
ਦ੍ਰਿੜ੍ਹਤਾ,ନିଷ୍ଠା
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
ਸਾਥੀ,ସାଥୀତା
ਸਹਿਯੋਗੀ ਪਤਾ,ସହଯୋଗୀ ଠିକଣା
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
ਅਸਮਿਤ,ଅସୀମିତ |
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. ପରମାଣୁ, ୨ ପରମାନ"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. ଗୁଣ, 2 ବିଶେଷତା"
ਸੁਣਨਯੋਗ,ଶ୍ରବଣଯୋଗ୍ୟ |
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,ଖାତା ଯାଞ୍ଚ |
ਤਰੱਕੀ,ପଦୋନ୍ନତି
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
ਲੇਖਕ ਵਿਧੀ,ଲେଖକ ପଦ୍ଧତି
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
ਆਟੋ ਐਬਸਟਰੈਕਟ,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
ਆਟੋ ਲੌਗ-ਆਨ,ଅଟୋ ଲଗ୍ ଅନ୍ |
ਆਟੋਮੇਟਾ,ଅଟୋମେଟା |
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,ସ୍ୱୟଂଚାଳିତ ଗଣନା
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
ਆਟੋ ਫੰਕਸ਼ਨ,ଅଟୋ ଫଙ୍କସନ୍
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |"
