Marathi,Hindi
अ‍ॅलेल,विकल्पी
Lel लोकेमिकल्स,एलीलो रसायन
Lel लोमॉर्फ,युग्मविकल्पी
Lel लेलोपॅथी,एलीलोपैथी
गल्ली पीक,वीथी सस्यन
वाटप,परनिषेक-फलता
अ‍ॅलोगॅमी,परनिषेचन
अ‍ॅलोमेट्री,"सापेक्षमिति, ऐलोमैट्री"
Ol लोपोलिपॉइड,परबहुगुणित
Os लोसिनॅप्सिस (os लोसिंडेसिस),"परयुग्मन, अपायुग्लन"
वैकल्पिक बेअरिंग,"एकातंर वर्ष फलन, एकांतरित फलन"
वैकल्पिक जमीन वापर,वैकल्पिक भूमि उपयोग
सभोवतालचे,परिवेश
Meliorant,सुधारक
अमिटोसिस,असूत्रीविभाजन
अमृत,ऐमीनन
अमोनिफिकेशन,अमोनियन
अमोनिफायर,अमोनीकारक
अमॉर्फ,"अप्रभावी रूप, अरूपी"
अ‍ॅम्फिमिक्सिस,उभय मिश्रण
अ‍ॅम्फोटेरिक,उभयधर्मी
अ‍ॅनाबोलिझम,उपचय
अनरोब,"अवायुजीव, अनॉक्सी जीव"
Eneuploid,असुगुणित
कोन लागवड,कोणीय रोपण
पशुसंवर्धन,पशुपालन
प्राणी नकार,पशु उच्छिष्ट
एनिमेट एनर्जी,सजीव ऊर्जा
एनिसोप्लॉइड,असमगुणित
वार्षिक वनस्पती,एकवर्षीय पादप
वार्षिक,वार्षिक
अँथेसिस,"परागोद्भव, प्रफुल्लन"
अँथ्रॅक्स,ऐन्थ्रेक्स
मानववंशिक घटक,मानवजनिक कारक
प्रतिजैविक,प्रतिजीविता
प्रतिजैविक,"प्रतिजैविक, ऐन्टीबायोटिक"
प्रतिजैविक,प्रतिकारक
अँटीऑक्सिडेंट्स,प्रतिऑक्सीकारक
अँटीटॉक्सिन,प्रतिआविष
अ‍ॅनुलस,वलयिका
Ph फिड,"ऐफिड, माहू, चेपा"
एपिकल अंकुर,शीर्ष कलिका
एपिकल वर्चस्व,शिखाग्र प्रभाविता
एपिकल्चर (मधमाशी पाळणे),मधुमक्खी पालन
अपोमिक्सिस,असंगजनन
अ‍ॅपॉप्टोसिस,एपोप्टोसिस
परिशिष्ट,उपांग
भूक,क्षुधावर्धक
लागू,अनुप्रयुक्त
जलीय तण,जलीय खरपतवार
आर्बोरियल,"वृक्षीय, वृक्षवासी"
आर्बोरायझेशन,प्रशाखायन
आर्चीओ-बॉटॅनिकल रेकॉर्ड,आद्य वानस्पतिक अभिलेख
क्षेत्र आकडेवारी,क्षेत्रांकड़
क्षेत्र,"क्षेत्र, क्षेत्रफल"
शुष्क इकोसिस्टम,शुष्क पारितंत्र
एरिल,"बीजचोल, बीजोपांग"
सुगंध,"सौरभ, सुवास"
सुगंधित वनस्पती,सुगंधी पादप
सुगंधित तांदूळ,सुगंधित चावल
बाण,इक्षु पुष्पन
Asepsis,अपूति
Se सेप्टिक,"अपूतित, अज़र्म"
अलौकिक प्रसार,अलैंगिक प्रवर्धन
परख,"आमाप, परख"
मालमत्ता,परिसंपत्ति
आत्मसात,"स्वांगीकरण, आत्मसात्करण"
असोसिएशन,"साहचर्य, संघ"
तुरट,"स्तंभक, कषाय"
एसिनॅप्सिस,असूत्रयुग्मन
अटाविझम,"पूर्वजता, ऐटाविज्म"
अ‍ॅटोमायझर,कणित्र
अ‍ॅट्रोफी,"अपुष्टि, क्षीणता"
ऑटोगॅमी,स्वयुग्मन
ऑटोलिसिस,स्वलयन
ऑटोक्सिडेशन,"स्वतः उपचयन, स्वतः ऑक्सीकरण"
ऑटोपॉलिपॉइड,स्वबहुगुणित
ऑक्सिन,ऑक्सिन
ओएन (ब्रिस्टल),"शूक, तूड़"
बदाम,बादाम
कोरफड,धीकुवार
अमरॅन्थस,"चौलाई, रामदाना"
अम्मी,अजवाइन
अंजान गवत,"अंजन घास, धामन घास"
अँथुरियम,एंथूरियम
"अणला, भारतीय हंसबेरी",आंवला
Apple पल,सेब
जर्दाळू,खुबानी
अरबियन चमेली,"मोगरा, बेला"
अरेका नट,सुपारी
अर्जुन,अर्जुन
असफोएटिडा,हींग
राख लबाडी,पेठा
अशोका वृक्ष,अशोक
अश्थमा तण (युफोर्बिया),दूधी
शतावरी,सतावर
एवोकॅडो,अवोकाडो
अल्फाल्फा (ल्युसर्न),"रिजक्रा, लूसर्न"
मुंग्या,चींटी
Ph फिडस्,"तेला, माहू"
आर्मी जंत,सैनिक कीट
कृषी अर्थशास्त्रज्ञ,कृषि अर्थशास्त्री
कृषी विस्तारवादी,कृषि प्रसार विज्ञानी
कृषी वैज्ञानिक,कृषि वैज्ञानिक
कृषी अभियंता,कृषि अभियंता
अ‍ॅग्रोबायोलॉजिस्ट,कृषि जीवविज्ञानी
कृषीशास्त्रज्ञ,सस्य विज्ञानी
अ‍ॅग्रोफिसिकस्ट,कृषि भौतिकीविद्
प्राणी ब्रीडर,"प्राणि प्रजनक, पशु प्रजनक"
बॅसिलस विषाणू,दंड विषाणु
बॅसिलस,"दंडाणु, बैसिलस"
जिवाणू,"जीवाणु, बैक्टीरिया"
बॅक्टेरियोटॉक्सिन,जीवविष
बागसे,खोई
शिल्लक पत्रक,"तुलन-पत्र, चिट्ठा"
संतुलित फर्टिलायझेशन,संतुलित निषेचन
बार आकृती,दंड आरेख
साल,छाल
बॅरोमीटर,"वायुदाबमापी, बैरोमीटर"
वांझ,"बजर, अकृष्य, बांझ"
पाया,"आधार, बेस, कपांग"
बेसिन,"थाला, द्रोणी"
बासिपेटल,तलाभिसारी
बासेस्टर्नम,"बेसिस्टर्नम, मूलाधारक"
बे मॉन्सून,खाड़ी मानसून
बेअरिंग प्लांट,फलदायी पौधा
बेड,क्यारी
बेडर,क्यारी - पौधा
बेडिंग,क्यारी बनाना
बीट गुळ,चुंकदर शीरा
धनुष्य,धौंकनी
बेल्ट,"पट्टी, इलाका"
लाभ-खर्च विश्लेषण,लाभ-लागत विश्लेषण
पक्षपाती (सॅम्पलिंग),अभिनत (प्रतिचयन)
द्विवार्षिक,द्विवर्षीय पादप
द्विपक्षीय,द्विपद
बायोएजेन्ट,जैवकारक
बायोक्लीमेट,जीव जलवायु
बायोएनर्जी,जैव ऊर्जा
बायोनोमिक्स,जीव पारिस्थितिकी
बायोरिएक्टर,"जैव-प्रक्रियापात्र, बायो रिएक्टर"
जीवशास्त्र,जीव-मंडल
बायोटिक,जैविक
बायोटाइप,जीव प्रारूप
उभयलिंगी,द्विलिंगी
ब्लान्चिंग,धवलन
ब्लास्ट,"प्रध्वसं (रोग), झोंका रोग"
मिश्रण,सम्मिश्रण
ब्लाइट,"अंगमारी (रोग), ब्लाइट (रोग)"
फोड,"छाला, फफोला, उद्वर्त, ब्लिस्टर"
निळा क्रांती,नीली क्रांति
तळाशी उष्णता कक्ष,तलीय ताप चैंबर
तळाशी उष्णता तंत्र,तलीय ताप तकनीक
कोंडा,चोकर
शाखा,शाखन
शाखा,"टहनी, उपशाखा"
प्रजनन,नस्ल
प्रजनन,"प्रजनन, अभिजनन"
ब्रिमिंग,शीघ्र अंकुरण उपचार
ब्रूड,"शाव, अंड, भ्रूण"
नवोदित,कलिकायन
अर्थसंकल्प,बजट
बफर,"उभयप्रतिरोधी, बफर"
बल्ब,शल्ककंद
बंट,"बंट (रोग), चोट"
उप-उत्पादन,"उपजात, उपोत्पाद"
बाबुल बाभूळ,"बबूल, कीकर"
बाळ कॉर्न,बेबी कॉर्न
बाईल,बेल
बेली,लाजालु
बाल्सम,गुलमेंहदी
बांबू,बांस
केळी,केला
वडाचे झाड,बरगद
बार्ली,जौ
धान्याचे कोठार मिलेट,सावां
तुळस,तुलसी
बस्टर्ड सिडर,रुद्राक्ष
बस्टार्ड मायरोबालन,बहेड़ा
बौहिनिया,कचनार
बे बेरी,कैफल
बीन,सेम
बीट,चुकंदर
बेलॅडोना,बेलाडोना
बेर,बेर
Berseem,बरसीम
सुपारी,पान
बिलीमबी,बिलिंबी
कारले,करेला
काळा हरभरा,उड़द
ब्लॅक नाईटशेड,मकोय
बोगेनविले,बोगेनविलिया
बाटली ब्रश,बोटल ब्रश
दुधीभोपळा,लौकी
बॉक्स ट्री,"चीकदी, पापरी"
ब्रेड फळ,ब्रेड फ्रूट
ब्राइडल क्रिपर,डेला
वांगे,बैंगन
ब्रॉड बीन,"बाकला, चौड़ी बीन"
ब्रोकोली,ब्रोकोली
ब्रुसेलचा अंकुर,ब्रुसेल्स स्प्राउट
बकव्हीट,कुटू
बुटिया,"पलाश लता, किंशुक"
बॅन्डिकूट,घूंस
अस्वल,भालू
बीटल,भृंग
ब्लिस्टर बीटल,फफोला भृंग
निळा बैल,नील गाय
बोल वर्म,कपास की सूंड़ी
फुलपाखरू,तितली
बॅक्टेरियोलॉजिस्ट,जीवाणु विज्ञानी
बायोकेमिस्ट,जैव रसायनविद्
जीवशास्त्रज्ञ,जीव विज्ञानी
बायोटेक्नॉलॉजिस्ट,जैव प्रौद्योगिकीविद्
वनस्पतिशास्त्रज्ञ,वनस्पतिविद्
सी ओलावा वैशिष्ट्यपूर्ण वक्र,c नमी विशिष्टता वक्र
केक,खली
कॅल्केरियस,"चूनेदार, कैल्सियमी"
कॅल्सीफिकेशन,कैल्सीयन
फॉस्फेटचे कॅल्किनेशन,फॉस्फेट का निस्तापन
कॉलिटी,"किणता, कैलसता"
कॉलस,"कैलस, किण"
कॅलेक्स,"बाह्यदल पुंज, कैलिक्स"
कॅलेक्स-एंड,बाह्यदल अंत
कॅम्बियम,एधा
कॅंकर,कैंकर (जीवाणु रोग)
कॅनिंग,डिब्बाबंदी
छत,वितान
भांडवल,पूंजी
केप्रीफिकेशन,परागण (अंजीर का)
कॅप्सूल,"संपुट, संपुटिका, कैप्सूल"
कार्बोनेटेड,कार्बोनीकृत
कार्बनायझेशन,कार्बनन
कार्पेल,अंडप
कार्पस,मणिबंध
कास्टिंग,"ढलाई (लोहे की), क्षिप्ति (कीट)"
कॅटाबोलिझम,अपचय
कॅटॅलिसिस,उत्प्रेरण
सुरवंट,"इल्ली, सूंडी"
सी-डीएनए लायब्ररी,C- डीएनए संग्रह
कमाल मर्यादा,सीमा
सेल,"कोशिका, कोष्ठिका"
केंद्रीय नेता प्रणाली,केंद्रीय अग्रलेख प्रणाली
सेंट्रिक,"सबिंदु, सकेंद्र"
सेंट्रीफ्यूगेशन,अपकेंद्रण
सेंट्रीफ्यूज,अपकेंद्रित
सेंट्रीओल,तारककेंद्र
सेंट्रोजेनिक,केंद्रजनिक
केंद्रीत,केंद्रजा
Cercus,लूम
अन्नधान्य,"धान्य, सीरियल"
प्रमाणपत्र,"प्रमाणीकरण, प्रमाणन"
प्रमाणित बियाणे,प्रमाणित बीज
चाफ,"भूसा, कुट्टी, शल्क सहपत्र"
चालझा,"निभाग, कैलाजा"
केमोट्रोपिझम,रसानुवर्तन
चियास्मा,"काएज्मा, व्यत्यस्त"
शीतकरण तास,द्रुतशीतन घंटे
शीतकरण इजा,शीतज क्षति
चिमेरा,"विचित्रोतकी, किमेरा"
क्लोरॅन्थी,हरित दली
क्लोरोफिल,"पर्णहरित, हरितक"
क्लोरोसिस,हरिमाहीनता
क्लोरोलॉजी,जीव वितरण विज्ञान
क्रोमॅटिड,"क्रोमैटिड, अर्धगुणसूत्र"
क्रोमॅटिन,क्रोमैटिन
क्रोमॅटोग्राफी,वर्णलेखन
क्रोमॅटोलिसिस,क्रोमोटिनलयन
क्रोमोसेन्ट्रे,परिसूत्र बिंदु
क्रोमोजेनेसिस,वर्णजनन
क्रोमोप्रोटीन,"क्रोमोप्रोटीन, वर्णकप्रोटीन"
क्रोमोसोम,"गुणसूत्र, क्रोमोसोम"
जुनाट,"चिरकाली, दीर्घकाली, जीर्ण, पुराना"
सिट्रेंज,सिट्रेंज
क्लेडोड,पर्णाभपर्व
वर्गीकरण,वर्गीकरण
क्ले,"मृत्तिका, चिकनी मिट्टी"
स्वच्छता,"निर्मलन, मार्जन, सफाई, शोधन"
क्लीस्टोगॅमी,"अनुन्मील्य परागण, स्वपरागण"
क्लायमॅक्टेरिक फळ,क्रांतिक श्वसनी फल
हवामान,जलवायु
हवामानशास्त्र,जलवायु विज्ञान
क्लिपर,कतरनी
क्लॉड,ढेला (मिट्टी का)
क्लोन,"क्लोन, कृन्तक"
ढग,"मेघ, बादल"
गठ्ठा,"पुंज (क्लंप, संपुंजन)"
क्लस्टर,गुच्छ
खडबडीत,"स्थूल, मोटा, कच्चा, अपरिष्कृत"
कोट (बियाणे),"आवरण (बीज़), चर्मावरण"
कोकून,कोया
कोएन्झाइम,"कोएन्जाइम, सह-प्रकिण्व"
एकत्रीकरण,संसंजन
कॉर,"रेशा (जूट पटसन), नारियल जटा"
कोलोरिझा,मूलांकुर चोल
कॉलर,"स्तंभमूलसंधि, कॉलर, ग्रीवा"
कोलोइड (माती),कोलॉइड (मृदा)
कोलंबेला,"स्तंभिका, कॉलुमेला"
स्तंभ,"दंड, स्तंभ, कॉलम"
Comensalism,सहभोजिता
व्यावसायिक बँक,वाणिज्यिक बैंक
वस्तू,"जिंस, पण्य वस्तु"
समुदाय,समुदाय
कॉम्पॅक्शन (मातीची),"संहनन, (मृदा का)"
सुसंगतता,"सुसंगति, संगतता"
सुसंगतता,सुसंगतता
भरपाई,"क्षतिपूर्ति, मुआवजा"
स्पर्धात्मक संवाद,स्पर्धी अन्योन्यक्रिया
पूरक पीक,पूरक सस्य
कॉम्प्लेक्स,"सम्मिश्र, जटिल"
घटक,घटक
रचना,संघटन
कंपोस्ट,कंपोस्ट
चक्रवाढ व्याज,चक्रवृद्धि ब्याज
गणना,अभिकलन
संगणक,"अभिकलित्र, कंप्यूटर"
एकाग्रता,"सांद्रण, संकेद्रण"
कंडिशनर,"अनुकूलक, पुनरुद्धारक"
आवाहन,चालकता
कॉन्फिगरेशन,"विन्यास, संरूपण"
अनुरूपता,"अनुरूपता, समविन्यास, समरूपता"
गोंधळात टाकणारे,"समाकुलन, संकरण"
संयोजन,संयुग्मन
संयोजी,"योजी, संयोजी"
संवर्धन,सरंक्षण
एकत्रीकरण,चकबंदी
घटक,"संघटक, अवयव"
ग्राहक,उपभोक्ता
वापर,उपभोग
दूषित,संदूषण
समोच्च लागवड,समोच्च रोपण
समोच्च,समोच्च रेखा
कॉन्ट्रॅक्ट शेती,"संविदा कृषि, ठेका कृषि, अनुबंधित खेती"
नियंत्रित स्टोरेज,नियंत्रित भंडारण
सहकारी बँक,सहकारी बैंक
सहकारी,सहकारी संस्था सदस्य
कॉपिस,गुल्मवन
कॉर्म,घनकंद
कोरोला,"दलपुंज, कोरोला"
कॉर्टेक्स,"वल्कल, कॉर्टेक्स"
किंमत,लागत
कॉटिलेडन (बियाणे),बीजपत्र
क्रेडिट सोसायटी,ऋण समिति
पत,"उधार, साख"
लेखादार,"ऋणदाता, लेनदार"
माथा,"शिखा, शीर्ष, शिखर"
Rickly,व्याकुंचन
संकट,संकट
निकष,कसौटी
गंभीर,"क्रांतिक, विकट, नाजुक"
पीक विमा,फसल बीमा
पीक कर्ज,फसल ऋण
पीक,"सस्य, फसल"
पीक क्षेत्र,सस्यन क्षेत्र
क्रॉस-इनकॉम्पॅन्सिबल,पार-असंगत
मुकुट (वनस्पती),"मुकुट, शिखर (पादप)"
क्रंब,मृदुकण
कवच,पपड़ी
क्रिप्टोगॅम,"क्रिप्टोगैम, अपुष्पीपादप"
कुल (फळे),छांटन (फल)
कुल्म,"कल्म, वेणुकाण्ड"
लागवड,कृष्य किस्म
लागवड,"कर्षण, कृषि, खेती"
लागवड करणारा,"किसान, कल्टीवेटर (यंत्र)"
संस्कृती,"संवर्ध, संवर्धन, पालन"
उपचार,"संसाधन, तैयार करना"
कर्लिंग,"कुंतलन, कुंचन"
चलन,मुद्रा
क्यूटिकल,"उपत्वचा, क्यूटिकल"
कटिंग,"कलम, कटाई, काटना, कटाग्र, कटावा"
गळू,"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली"
साइटोक्रोम,साइटोक्रोम
सायटोगामी,कोशिका युग्मन
सायटोजेनेसिस,कोशिका जनन
सायटोजेनेटिक्स,कोशिका आनुवंशिकी
सायटोकिनेसिस,कोशिका द्रव्य विभाजन
सायटोलॉजी,कोशिका विज्ञान
सायटोलिसिस,कोशिकाविघटन
सायटोमेरे,"साइटोमियर, कोशिका खंड"
साइटोप्लाझम,कोशिका द्रव्य
कोबी,बंदगोभी
कॅक्टस,नागफनी
कॅलेंडुला,ज़रगुल
कॅनरी गवत (फालारिस),"गिल्ली डंडा, गेहूं का मामा"
कॅन्ना,कैना
कॅपरिस,करीर
शिमला मिर्ची,शिमला मिर्च
कारंबोला,कमरख
कारपा,पुसुर
वेलची,इलाइची
कार्नेशन,कार्नेशन
गाजर,गाजर
काजू,काजू
कॅसिया,अमलतास
एरंडेल,अरंडी
फुलकोबी,फूलगोभी
भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती,सेलेरी
शॅमक,चम्पा
चेनोपोडियम,बथुआ
चेरी टोमॅटो,चेरी टमाटर
चेरी,चेरी
"चणा, हरभरा",चना
मिरची,मिर्च
चीन टर्पेन्टाईन ट्री,काकड़ा
चाऊ-चाऊ,लौकू
क्रिसॅन्थेमम,गुलदाउदी
"चुफा, पृथ्वी बदाम",चिचोड़ा
सिचरी,"चिकोरी, कारनी"
दालचिनी,दालचीनी
सिट्रॉन,सिट्रोन
सिट्रोनेला गवत,गंजनी
चमेली चढणे,मालती
लवंग,लौंग
क्लस्टर बीन,ग्वार बीन
कोको,कहवा
नारळ,नारियल
कॉफी,कॉफी
कोलियस,पत्थरचूर
कोलोकेशिया,अरबी
"कोलोसिंथ, कडू सफरचंद",इंद्रायन
सामान्य पर्स्लेन,जंगली पालक
कोथिंबीर,धनिया
कापूस,कपास
गायी,लोबिया
क्यूबब,कबाब-चीनी
काकडी,खीरा
कुकर्बिट्स,कद्दूवर्गीय
जिरे,जीरा
करी पान,करी पत्ता
सीताफळ,शरीफा
कॅप्सूल बोरर,पुटिका वेधक
सुरवंट,इल्ली
लिंबूवर्गीय सायला,सिट्रस साएला
क्रिकेट,झींगर
कावळा,कौआ
जंत कट करा,कटुआ
डेअरी,"डेरी, दुग्धशाला"
दुग्धशाळा,डेरी उद्योग
धरण,"बांध, प्रजननी"
दिवस-तटस्थ,दिवस निरपेक्ष पादप
फुलांच्या नंतरचे दिवस,पुष्पन के बाद के दिवस
पूर्ण मोहोर नंतरचे दिवस,पूर्ण पुष्पन के बाद के दिवस
डीब्लोसमिंग,निष्पुष्पन
Decalcification,विकैल्सीकरण
डिकंट,"निथारना, निस्तारना"
क्षय,क्षय
पाने गळणारा,पर्णपाती
दशांश,"दशमिक, दशमलव"
कमतरता,न्यूनता
डिफ्लोकुलेशन (माती),"अनूर्णन (मृदा), वि-उर्णन"
डिफ्लोरेशन,विपुष्पन
डीफोलिएशन,विपत्रण
जंगलतोड,वनोन्मूलन
अध: पतन,"अपह्रासन, अपकर्षण"
अधोगती,निम्नीकरण
पदवी दिवस,अंश दिवस
पदवी,"मात्रा, अंश"
Dehiscence,स्फुटन
डीहुलिंग,भूसी हटाना
डीहुस्किंग,भूसी हटाना
डिहायड्रेशन,निर्जलीकरण
डिहायड्रेटर,निर्जलकारित्र
मागणी,मांग
विकृती,"विकृतीकरण, गुणनाशन"
नकार,अनाच्छादन
ठेव,"निक्षेप (मृदा), जमा (अर्थशास्त्र)"
ठेव,निक्षेपण
घसारा डेसालिनायझेशन,"मूल्यह्रास, अवमूल्यन विलवणीकरण"
Desiccation,"जल शुष्कन, निर्जलीकरण"
डिझाइन,"अभिकल्पना, डिजाइन"
Descicator,शुष्कित्र
निराश,गुठली निकालना
Desuckering,वि-अंतः भूस्तारीकरण
Desynapsis,वियुग्मन
डेटासेल,"नर मंजरी निकालना (मक्का), बल्लर निकालना"
Detasseling,बल्लर या फुंदन को काटना
निर्धारक,निर्धारक
अवमूल्यन,अवमूल्यन
Devegetation,वनस्पतिरहित करना
विचलन,विचलन
डायड,द्विक
निदान,निदान
डिचोगामी,भिन्नकाल पक्वता
द्वैधविज्ञान,द्विभाजन
डिकोटिल्डन (बियाणे),"द्विबीजपत्री, डाइकोटिलेड़न (बीज)"
मरणार (रोग),पश्चमारी (रोग)
प्रसार,"विसरण, विसार"
पचनक्षमता,पाचनीयता
डायहायब्रिड,द्विसंकर
डिक (डायक),"बांध, नाली, परिवाह"
सौम्य,तनु
डायओसियस,"एकलिंगाश्रयी, पृथक् लिंगी"
डिप्लोइड,द्विगुणित
डिप्लोइड,"द्विगुणित, डिप्लॉइड"
डिप्लोमा,द्विसूत्र
डिसबुडिंग,"निष्कलिकायन, कलिका निकालना"
डिस्किंग,"तवेदार हल चलाना, चक्काकरण"
सूट,छूट
निर्जंतुकीकरण,रोगाणुनाशन
फैलाव,"परिक्षेपण, प्रकीर्णन"
प्रसार,"प्रकीर्णन, प्रसरण"
विविधता,विविधीकरण
विविध शेती,विविधीकृत कृषि
डीएनए शिडी,डीएनए सोपान
डीएनए रिसेप्टर,डीएनए ग्राही
डॉकगेज,गोदी-भाड़ा
प्रबळ,प्रभावी
सुप्तता,प्रसुप्ति
डोस,"मात्रा, खुराक, डोज"
डबल सिग्मॉइड वक्र,दोहरा सिग्माभ वक्र
मसुदा (मसुदा),"झोंका, खिंचाव"
निचरा,"निकास नाली, अपवाहिका"
ड्रेनेज,जलनिकास
काढा,कर्षण
भिजत,"दवा पिलाना, दवाई से तर करना"
ड्रेसिंग (बियाणे),प्रसाधन (बीज)
ड्रिल (एन.),"बरमा, उथली भूल, ड्रिल, वपित्र"
ड्रिलिंग (एजी. इंजी),"सूराख करना, बेधन, बरमाना"
ड्रिलिंग (अ‍ॅग्रोनॉमी),"वेधना, ड्रिल से बोना, ड्रिल से डालना"
ठिबक सिंचन,बूंद-बूंद सिंचाई
ड्रायलँड शेती,शुष्क खेती
धूळ,"धूल, बुकनी"
डस्टर,"धूलित्र, प्रकीर्णक"
धूळ,बुरकना
बटू,"बौना, वामन"
बौने पिरॅमिड,वामन पिरामिड
बौने,वामिनीयन
डेझी,गुलबहार
तारखा,खजूर
दिवस चमेली,दिन का राजा
बडीशेप,सोया
दीननाथ गवत,दीनानाथ घास
डॉडर,अमरबेल
"डूब गवत, बर्म्युडा गवत",दूब घास
ड्रूस,छोंकर
कोरडे आले,सौंठ
डीफोलिएटिंग बीटल,पत्तियां खाने वाला भृंग
ड्रोन,नर मधुमक्खी
बदक,बत्तख
पर्यावरणशास्त्र,पारिस्थितिकी
इकोनोमेट्रिक्स,अर्थमिति
आर्थिक कार्यक्षमता,आर्थिक दक्षता
इकोटाइप,पारिस्थितिक प्ररूप
एक्टोट्रॉफिक,बहिःस्तरपोषित
ईडाफिक,मृदीय
एडॉफोलॉजी,मृद विज्ञान
कडा,"मेड़बंदी, किनारा बनाना, किनारा बंदी"
खाद्य भाग,खाद्य अंश
मागणीची लवचिकता,मांग की लोच
उत्पादनाची लवचिकता,उत्पादन लोच
इलेक्ट्रोलिसिस,विद्युत्-अपघटन
इलेक्ट्रोफोरेसीस,वैद्युतकण-संचलन
Eluviation,अवक्षालन
Emasculator,"विपुंसीकारित्र, बंधकारित्र, विपुंसीकार, बंध्यकार"
तटबंदी,"मेड़ बंदी, डौलबंदी"
गर्भ,भ्रूण
गर्भशास्त्र,"भ्रूणविज्ञान, भ्रौणिकी"
उदय,"निकलना, निर्गमन"
इमल्सीफायर,पायसीकारक
अंतर्जात,अंतर्जात
