Gujarati,Marathi
બાલ્કન લીગ,बाल्कन लीग
બાલ્કન કરાર,बाल्कन करार
બાલ્કન યુદ્ધો,बाल्कन युद्धे
બાલ્ટિક સંધિ,बाल्टिक करार
ડાકુ,डाकू
બાંડુંગ કોન્ફરન્સ,बांडुंग परिषद
દેશનિકાલ,हद्दपार
બેનર,बॅनर
અસંસ્કારી,रानटी
બાર્બીકન,बार्बिकन
બારડોલી સત્યાગ્રહ,बारडोली सत्याग्रह
બાર્ન બર્નર્સ,धान्याचे कोठार बर्नर्स
બેરોન,जहागीरदार
બેરોનેજ,बॅरोनेज
બેરોન્સ મેજર,Barones majores
બેરોન્સ સગીર,बॅरोन्स अल्पवयीन
બેરોનેસ,जहागीरदार
બેરોનેટ,बॅरोनेट
બેરોનેટેજ,बॅरोनेटेज
બેરોનેટેજ,बॅरोनेटेज
બેરોનેટસી,बॅरोनेटसी
બેરોની,बॅरोनी
બેરાકૂન,बॅराकून
બેરાકૂન,बॅराकून
બેરિકેડ (=બેરિકેડ),बॅरिकेड (= बॅरिकेडो)
બેરિકેડ (=બેરિકેડ),बॅरिकेड (= बॅरिकेडो)
બેરિકેડ (=બેરિકેડ),बॅरिकेड (= बॅरिकेडो)
મુખ્ય છાવણી,बेस कॅम्प
બેસિલિકા,बॅसिलिका
બેસિલિકા,बॅसिलिका
બેસ્ટિલા,बॅस्टिला
બેસ્ટિલ,बॅस्टिल
બેસ્ટિલ,बॅस्टिल
બેટરી,बॅटरी
યુદ્ધ,लढाई
Batlle-એરે,Batlle-array
યુદ્ધ ક્રાય,लढाई रडणे
યુદ્ધ દિન,लढाई दिन
યુદ્ધ ક્ષેત્ર,युद्धक्षेत्र
યુદ્ધ સ્તોત્ર,लढाई भजन
સ્પર્સનું યુદ્ધ,स्पर्सची लढाई
ધોરણનું યુદ્ધ,स्टँडर्डची लढाई
યુદ્ધજહાજ,युद्धनौका
યુદ્ધજહાજ-શક્તિ,युद्धनौका-शक्ती
Bayeux ટેપેસ્ટ્રી,Bayeux टेपेस्ट्री
બીકન,बीकन
બીકન ટાવર,बीकन टॉवर
બીવર,बीव्हर
બીવર,बीव्हर
સમુદ્રના ભિખારીઓ,समुद्राचे भिकारी
બેલીકોઝ,बेलिकोज
બેલીકોઝ,बेलिकोज
બેલીકોઝ,बेलिकोज
બેલીકોસીટી,बेलिकोसिटी
બેલોના,बेलोना
લાભ,फायदा
ધર્મગુરુઓનો લાભ,धर्मगुरूंचा लाभ
બેનેલક્સ,बेनेलक्स
બર્લિન હુકમનામું,बर्लिन डिक्री
બેર્સકર,बेसरकर
બેસન્ટ (=બેઝન્ટ),बेझंट (=बेझंट)
બેથેલ,बेथेल
ગ્રંથસૂચિ,बिब्लिओलेटर
ગ્રંથસૂચિ,ग्रंथदिंडी
મોટા બર્થા,मोठा बर्था
ધર્માંધ,धर्मांध
બિલેટિંગ,बिलेटिंग
અટેન્ડરનું બિલ,अटेंडरचे बिल
અધિકારોનું વિયેધક,अधिकारांचे विधेयक
જીવનચરિત્રકાર,चरित्रकार
જન્મ કથાઓ,जन्मकथा
બિવૉક,बिव्होक
બિવૉક,बिव्होक
બિવૉક,बिव्होक
બિઝોનિયા,बिझोनिया
બ્લેક બર્ડિંગ,काळा पक्षी
કાળો ઝંડો,काळा झेंडा
બ્લેક હોલ,कृष्ण विवर
બ્લેક હોલ,कृष्ण विवर
કાળો પગ (= સ્કેબ),काळा पाय (= खरुज)
કાળો શર્ટ,काळा शर्ट
બ્લેઝોન,ब्लेझोन
બ્લેઝોન,ब्लेझोन
બ્લેઝોનરી,झगमगाट
બ્લેઝોનરી,झगमगाट
બ્લિટ્ઝક્રેગ,ब्लिट्झक्रीग
લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ),रक्तहीन क्रांती (=वैभवशाली क्रांती)
બ્લડવાઈટ,ब्लडवाईट
બ્લડી મેરી,ब्लडी मेरी
વાદળી,निळा
વાદળી રક્ત,निळे रक्त
વાદળી પુસ્તક,निळे पुस्तक
વાદળી રિબન,निळी फीत
વાદળી રિબન,निळी फीत
બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ),ब्लूज (=रॉयल हॉर्स गार्ड)
વાદળી શર્ટ,निळा शर्ट
બ્લુ વોટર સ્કૂલ,ब्लू वॉटर स्कूल
બોર્ડ ઓફ કંટ્રોલ,नियंत्रण मंडळ
શારીરિક બખ્તર,शरीर चिलखत
બોઅર,बोअर
લૂંટ,लूट
બરો,बरो
બુલ્યુટેરિયન,बुलेउटेरियन
બોર્બોન,बोरबॉन
બોક્સર બળવો,बॉक्सर बंडखोरी
તાણવું,ब्रेस
બ્રાસર્ડ,ब्रासर्ड
બ્રાસર્ડ,ब्रासर्ड
બ્રેડ વસાહતો,ब्रेड वसाहती
સ્તન પ્લેટ,ब्रेस्ट प्लेट
સ્તન કામ,स्तनाचे काम
બ્રેટવાલ્ડા,ब्रेटवाल्डा
બ્રિગન્ડ,ब्रिगेंड
બ્રિગેન્ડેજ,दलाल
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
બ્રાઉન શર્ટ્સ (=નાઝીઓ),तपकिरी शर्ट (=नाझी)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
બફ,बफ
બફ,बफ
બફ-કોટ,बफ-कोट
બફ્સ,बफ्स
બુલે (= કાઉન્સિલ),बुले (=परिषद)
બર્ગેજ,बर्गेज
બર્જેસ,बर्जेस
બાયઝેન્ટાઇન,बायझँटाईन
બાયઝેન્ટાઇન ચર્ચ,बायझँटाईन चर्च
બાયઝેન્ટાઇન સામ્રાજ્ય,बायझँटाईन साम्राज्य
બાયઝેન્ટાઇન યુગ,बायझँटाईन युग
બાયઝેન્ટાઇન ઇતિહાસકારો,बायझँटाईन इतिहासकार
કેબલ,कॅबल
સીઝરિઝમ,सीझरवाद
ખલીફા,खलिफा
સુલેખનકાર,कॅलिग्राफर
સુલેખનકાર,कॅलिग्राफिस्ट
સુલેખન,कॅलिग्राफी
કેલ્ટ્રોપ,कॅल्ट्रॉप
મિત્રતા,सौहार्द
કેમેરિલા,कॅमरिला
કેમેરિલા,कॅमरिला
કેમલૌકમ,कॅमेलॅकम
છદ્માવરણ,क्लृप्ती
ઝુંબેશ,मोहीम
શિબિર અનુયાયી,शिबिराचे अनुयायी
કેમ્પો સાન્ટો,कॅम्पो सॅंटो
કેમ્પસ માર્શિયસ,कॅम्पस मार्टियस
કેનેફોરા,कॅनेफोरा
કેંગ્યુ,कॅंग्यू
તોપ,तोफखाना
તોપ ઘાસચારો,तोफ चारा
કેનન,कॅनन
કેનન કાયદો,कॅनन कायदा
કેનોપસ હુકમનામું,कॅनोपस डिक्री
શસ્ત્ર,कण्टिंग शस्त्र
બંદીવાન,बंदिवान
કેપ્ટર,कॅप्टर
કાર્ડિનલ,कार्डिनल
કાર્લ,कार्ल
કેરોલિંગિયન રાજવંશ,कॅरोलिंगियन राजवंश
કાર્થુસિયન સંપ્રદાય,कार्थुशियन पंथ
કાર્ટોસા,कार्टोसा
કેસ્ટેલિયન,कॅस्टेलियन
કેસ્ટેલિયન,कॅस्टेलियन
જાતિ વ્યવસ્થા,जाती व्यवस्था
કિલ્લો,वाडा
કિલ્લો,वाडा
કેસલ ટાઉન,वाड्याचे शहर
કાસ્ટ્રા,कास्त्रा
કાસ્ટ્રા,कास्त्रा
કેથેડ્રા,कॅथेड्रा
કેથેડ્રલ,कॅथेड्रल
કેટો સ્ટ્રીટ કાવતરું,केटो स्ट्रीट कट
કૌડીલો,कौडिल्लो
ઘોડેસવાર,घोडेस्वार
ઘોડેસવાર,घोडेस्वार
ઘોડેસવાર સંસદ,घोडदळ संसद
અદુલ્લામની ગુફા,अदुल्लमची गुहा
ગુફા પેઇન્ટિંગ,गुहा चित्रकला
ગુફા પેઇન્ટિંગ,गुहा चित्रकला
સેન્ટુમવીર,सेंटमवीर
સેન્ચ્યુરિયન,सेंच्युरियन
સદી,शतक
સાંકળ બખ્તર (= સાંકળ મેલ),साखळी चिलखत (=साखळी मेल)
ચેન્ટ્રી,चंत्री
ચેન્ટ્રી,चंत्री
ચેપ પુસ્તક,चॅप बुक
ધર્મગુરુ,धर्मगुरू
પ્રકરણ,धडा
અકસ્માતોનો પ્રકરણ,अपघातांचा अध्याय
ચાર્જ,चार्ज करा
ચાર્જ ડી અફેર્સ,चार्ज डी अफेयर्स
ચાર્જ વિદાય,चार्ज विभाजन
ચાર્જર,चार्जर
રથ,रथ
સારથિ,सारथी
સારથિ,सारथी
સારથિ,सारथी
ચેરિટી રસોડું,धर्मादाय स्वयंपाकघर
ચાર્ટર,सनद
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),चार्टिस्ट चळवळ (=चार्टिझम)
ચાર્ટોફિલેસિયમ,चार्टोफिलेशियम
ચટેઉ,Chateau
ચેક પોસ્ટ,चेक पोस्ट
રાસાયણિક યુદ્ધ,रासायनिक युद्ध
ચેસ્ટર,चेस्टर
મુખ્ય,प्रमुख
સરદાર,सरदार
સરદાર,सरदार
સરદાર,सरदार
શિફૉન,शिफॉन
શૌર્ય,शौर्य
પસંદ કરેલા લોકો,निवडलेले लोक
ક્રિસ્મોગ્રાફિયન,ख्रिसमोग्राफीन
ખ્રિસ્તી ધર્મ,ख्रिस्ती धर्म
ખ્રિસ્તી યુગ,ख्रिश्चन युग
ખ્રિસ્તી સમાજવાદ,ख्रिश्चन समाजवाद
ક્રોનિકલ,क्रॉनिकल
ક્રોનિકર,क्रॉनिकलर
Chryse Chersonese,Chryse Chersonese
સિમેલિયમ,सिमेलियम
Cinquecento પ્રકાર,Cinquecento शैली
પરિક્રમા,परिक्रमा
સિસ્ટરસિયન સાધુ,सिस्टर्सियन साधू
રાજગઢ,किल्ला
અવતરણ,उद्धरण
અવતરણ,उद्धरण
સામાજિક અસહકાર,सविनय कायदेभंग
નાગરિક યુદ્ધ,नागरी युद्ध
સિવિસ રોમનસ,सिव्हिस रोमनस
શાસ્ત્રીય વય,शास्त्रीय वय
Clepht (=klepht),Clepht (=klepht)
કારકુનવાદ,कारकुनीवाद
કારકુન,लिपिक
ક્લુનિયાક ચળવળ,क्लुनियाक हालचाली
કોટ બખ્તર,कोट चिलखत
શસ્ત્રોનો કોટ,अंगरखा
શસ્ત્રોનો કોટ,अंगरखा
શસ્ત્રોનો કોટ,अंगरखा
ટપાલનો કોટ,मेलचा कोट
સમૂહ,पलटण
કોમીટીયા,कॉमिटिया
કોમિટિયા સેન્ટુરિયાટા,Comitia Centuriata
કોમિટિયા કુરિયાટા,Comitia Curiata
કોમિટિયા ટ્રિબ્યુટા,कमिटीया ट्रिबुटा
સ્મારક કમાન,स्मारक कमान
સ્મારક સિક્કો,स्मारक नाणे
સ્મારક સીલ,स्मारक शिक्का
સામાન્ય ક્ષેત્ર,सामान्य फील्ड
કોમ્યુનાર્ડ,Communard
કોનકોર્ડેટ,कॉन्कॉर्डॅट
કોનકોર્ડેટ,कॉन्कॉर्डॅट
કોન્ડોટિયર,कॉन्डोटिएरे
પુષ્ટિકરણ Cartarum,पुष्टीकरण कार्टारम
સંઘર્ષ,संघर्ष
મંડળ,मंडळी
વિજયી રાજ્ય,जिंकणारे राज्य
વિજેતા,जिंकणारा
વિજેતા,जिंकणारा
કોન્સિલિયમ,कॉन्सिलियम
કન્સિસ્ટરી,कंसिस्टरी
કાવતરું,षडयंत्र
કાવતરું,षडयंत्र
કોન્સ્યુલેટ,वाणिज्य दूतावास
કન્સ્યુલેશન બુક,सल्लामसलत पुस्तक
કોન્ટિનેંટલ સિસ્ટમ,खंडीय प्रणाली
સંમેલન સંસદ,अधिवेशन संसद
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
કોપીહોલ્ડ,कॉपीहोल्ड
કોર્ડનિંગ,कोर्डनिंग
કોરોના,कोरोना
રાજ્યાભિષેક,राज्याभिषेक
રાજ્યાભિષેક પથ્થર,राज्याभिषेक दगड
કોર્પસ,कॉर्पस
કોર્સેર,Corsair
કોર્સેર,Corsair
કાંચળી (=કાંચળી),कॉर्सेट (=कॉर्सलेट)
કોર્ટેસ,कोर्टेस
કોટ્ટર (=કોટીયર),कोटर (=कोटीर)
કોટ્ટર (=કોટીયર),कोटर (= cottier)
કાઉન્ટ પેલેટિનેટ,काउंट पॅलेटिनेट
દેશ ઘર,देशाचे घर
કાઉન્ટી,परगणा
કાઉન્ટી બરો,काउंटी बरो
કાઉન્ટી કોર્ટ,काउंटी न्यायालये
કાઉન્ટી પેલેટીન,काउंटी पॅलाटिन
કોર્ટ,कोर्ट
કોર્ટ,कोर्ट
કોર્ટ પરિપત્ર,न्यायालयाचे परिपत्रक
કોર્ટ શિષ્ટાચાર,न्यायालयीन शिष्टाचार
દરબારી,दरबारी
કેસેશન કોર્ટ,कोर्ट ऑफ कॅसेशन
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
માલિકોની કોર્ટ,मालकांचे न्यायालय
દરબાર કવિ,दरबारी कवी
કરારબદ્ધ કેમેરોનિયનો,करार केला कॅमेरोनियन
તાજ,मुकुट
તાજ,मुकुट
તાજ,मुकुट
તાજ જમીન,मुकुट जमीन
તાજ જમીન,मुकुट जमीन
રાજકુંવર,राजकुमार
ધર્મયુદ્ધ,धर्मयुद्ध
ક્રુસેડર,धर्मयुद्ध
ક્રિપ્ટોગ્રામ,क्रिप्टोग्राम
કુઇરાસ,कुइरास
ક્યુરાસીયર,क्युरासियर
સંપ્રદાય દેવતા,पंथ देवता
કુરિયા,कुरिया
કુરિયા,कुरिया
ઝારવાદ,झारवाद
શ્યામ ખંડ,गडद खंड
ચુકાદાનો દિવસ,न्यायाचा दिवस
ચુકાદાનો દિવસ,न्यायाचा दिवस
ડીન,डीन
દશક,दशक
ડેનરિયસ,दिनारियस
પદભ્રષ્ટ રાજા,पदच्युत सम्राट
બગાડ,उध्वस्त करा
બગાડ,उध्वस्त
ડિથ્રોન,डिथ्रोन
ડાયડેમ,डायडेम
ડાયડેમ,डायडेम
ડાયડેમ,डायडेम
ડાયસિયા,डायशिया
ડિકાસ્ટેરિયમ,डिकॅस्टेरियम
ડિલુવિઆલિસ્ટ,डिलुवालिस्ट
પંથક,बिशपच्या अधिकारातील प्रदेश
પંથક,बिशपच्या अधिकारातील प्रदेश
નિર્દેશક (=નિર્દેશક),डायरेक्टरी (=निर्देशिका)
નિર્દેશક (=નિર્દેશક),डायरेक्टरी (=निर्देशिका)
દિરહામ,दिरहाम
બેવફા,अविश्वासू
બેવફા,अविश्वासू
ક્ષતિનો સિદ્ધાંત,चूकीचा सिद्धांत
દસ્તાવેજ,दस्तऐवज
દસ્તાવેજી પુરાવા,कागदोपत्री पुरावा
ડોમ્સડે બુક,डोम्सडे बुक
કોન્સ્ટેન્ટાઇનનું દાન,कॉन्स्टंटाईनचे दान
પ્રારબ્ધ,नशिबात
ડોવગર રાણી,डोगर राणी
ડ્રેગન,ड्रॅगन
ડ્રોમેડેરીયન,ड्रोमेडरियन
ડ્રોમેડરી,ड्रोमेडरी
ડ્રોમોન્ડ,ड्रोमंड
ડ્યુઅલ,दुहेरी
બેવડા જોડાણ,दुहेरी युती
ડ્યુઅલ entente,दुहेरी entente
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),दुहेरी प्रणाली (= दुहेरी सरकार)
ડ્યુક,सरदार
ડુમા,ड्यूमा
વામન અવતાર,बटू अवतार
રાજવંશ,राजवंश
રાજવંશ,राजवंश
ગરુડ,गरुड
વૃદ્ધ માણસ,मोठा माणूस
અર્લ,अर्ल
અર્લ્ડમ,अर्लडम
પ્રારંભિક ગુપ્તા,लवकर गुप्त
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,प्रारंभिक (ऐतिहासिक) साइट
પ્રારંભિક વૈદિક સમયગાળો,प्रारंभिक वैदिक काळ
એકલસિયા,उपदेशक
વળતરનો આદેશ,पुनर्स्थापना आदेश
આઠ ગણો રસ્તો,आठ पट मार्ग
વડીલો,वडीलधारे
વડીલ રાજનેતા (= genro),ज्येष्ठ राजकारणी (= genro)
હાથી ગોડ,हत्तीचा गोडा
અગિયાર વર્ષનો જુલમ,अकरा वर्षांचा जुलूम
એલિસી (=એલિસી),एलिसी (=एलिसी)
બિડાણ ચળવળ,बंदिस्त चळवळ
એન્સાઇકલિકલ,एनसायकिकल
જ્ઞાનકોશવાદી ચળવળ,विश्वकोशवादी चळवळ
એન્ટેન્ટે,एंटेंट
એન્ટેન્ટે કોર્ડિયેલ,एंटेंट कॉर्डियल
સિંહાસન,सिंहासन
નોકરચાકર,दलाल
એફોદ,एफोद
એફોર,एफोर
મહાકાવ્ય યુગ,महाकाव्य युग
એપિક હીરો,महाकाव्य नायक
એપિગ્રાફ,एपिग्राफ
એપિસ્કોપેસી,एपिस्कोपसी
એપિસ્કોપેટ,एपिस्कोपेट
એપિસોડ,भाग
યુગ,युग
યુગ-નિર્માણની ઘટના,युग निर्माण करणारी घटना
યુગ-નિર્માતા માણસ,युग निर्माण करणारा माणूस
ઉપનામ,उपनाम
ઇક્વેરી,इक्वरी
ઇક્વેરી,इक्वरी
અશ્વારોહણ પ્રતિમા,अश्वारूढ पुतळा
યુગ,युग
અર્ગાસ્ટુલમ,एर्गस्टुलम
યુકેરિસ્ટ,युकेरिस्ट
ઇવેન્જેલિકલિઝમ,इव्हेंजेलिकलिझम
ઇવેન્જેલિકલ ચળવળ,इव्हँजेलिकल चळवळ
પ્રચારક,प्रचारक
Exarch,Exarch
એક્સિલર્ચ,Exilarch
ફલાંગિસ્ટ,फालंगिस्ट
પિતાની જમીન,वडिलांची जमीन
પિતાની જમીન,वडिलांची जमीन
ફેરિયા,फेरी
ફેટીશ,फेटिश
સામન્તી હોલ્ડિંગ્સ,जहागीरदार धारण
સામંતવાદ (= સામંતશાહી વ્યવસ્થા),सरंजामशाही (=सामंत व्यवस्था)
સામંતશાહી વ્યવસ્થા,सरंजामशाही व्यवस्था
સામંતશાહી,सामंत
ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક),फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
ફીફ,फिफ
ફીલ્ડ સિસ્ટમ,फील्ड सिस्टम
પંદરમો કર,पंधरावा कर
આકૃતિ વડા,आकृती डोके
ફિન ડી siecle,फिन डी siecle
અગ્નિ ખાનાર,आग भक्षक
ફાઇવ માઇલ એક્ટ,पाच मैल कायदा
ધ્વજ,झेंडा
ફ્લેમેન ડાયાલિસ,फ्लेमेन डायलिस
ફ્લેમેન માર્શેલીસ,फ्लेमेन मार्शियलिस
જ્વલંત મશાલ,ज्वलंत मशाल
ફ્લૅન્ક,पार्श्वभाग
flanking ચળવળ,flanking चळवळ
વિકસતી સંસ્કૃતિ,भरभराट होत असलेली सभ्यता
પ્રવાહવાદી માન્યતા,प्रवाही विश्वास
લોક દેવ,लोकदेवता
લોક દેવી,लोकदेवता
લોક સ્મૃતિ,लोक स्मृती
લોક પૌરાણિક કથા (=લોકકથા),लोककथा (=लोककथा)
ઘાસચારો,चारा
ધાડ,धाड
ફોરબિયર,पूर्वापार
વડવા,पूर्वज
અગ્રદૂત,अग्रदूत
નિરાશ આશા,उदासीन आशा
રચનાત્મક તબક્કો,निर्मितीचा टप्पा
કિલ્લો,किल्ला
કિલ્લેબંધી,तटबंदी
ફોર્ટિફાઇડ નગર,तटबंदी असलेले शहर
કિલ્લો,किल्ला
ફોર્ચ્યુના,फॉर्च्युना
ફોરમ રોમનમ,फोरम रोमनम
ફ્રાન્સિસ્કન,फ्रान्सिस्कन
ફ્રેન્કલીન,फ्रँकलिन
ભાઈચારો યુદ્ધ,भ्रातृसंहारक युद्ध
મફત ચર્ચ,मोफत चर्च
ફ્રીહોલ્ડર,फ्रीहोल्डर
ફ્રીલાન્સ સૈનિક,फ्रीलान्स सैनिक
ફ્રીલાન્સ સૈનિક,फ्रीलान्स सैनिक
ફ્રીમેન,फ्रीमॅन
ફ્રીમેન,फ्रीमॅन
મફત પાસ,मोफत पास
ફ્રેન્ચ ક્રાંતિ,फ्रेंच क्रांती
તપસ્વી,तपस्वी
ફ્રિયાશિયન ભાડૂતી,फ्रियाशियन भाडोत्री
સરહદી માણસ,सीमावर्ती माणूस
ગેલિયન,गॅलिओन
ગેલિકન (=ગેલિકનવાદી),गॅलिकन (=गॅलिकनिस्ट)
ગેલિકનિઝમ,गॅलिकनिझम
ગેરિસન,गॅरिसन
ગૌલ,गॉल
ગાઉન્ટલેટ,गॉन्टलेट
ગાઉન્ટલેટ,गॉन्टलेट
ગાઝેબો,गॅझेबो
ગાઝેબો,गॅझेबो
ગાઝેબો,गॅझेबो
વંશાવળી ઇતિહાસ,वंशावळीचा इतिहास
વંશાવળી રેકોર્ડ,वंशावळी रेकॉर्ड
વંશાવળી કોષ્ટક,वंशावळी सारणी
વંશાવળી વૃક્ષ,वंशावळीचे झाड
વંશાવળી,वंशावळी
વંશાવળી,वंशावळी
જનરેશન,पिढी
નરસંહાર,नरसंहार
