Tamil,Marathi
நிர்வாக தீர்ப்பாயம்,प्रशासकीय न्यायाधिकरण
ஒப்புதல்,प्रवेशयोग्यता
ஏற்றுக்கொள்ளக்கூடிய செலவு,स्वीकार्य खर्च
அனுமதிக்கவும்,कबूल करा
அட்டை சேர்க்கவும்,प्रवेश कार्ड
ஒப்புக்கொள்ளப்பட்டது,दाखल
அறிவுறுத்துங்கள்,सूचना
தத்தெடுப்பவர்,दत्तक
தத்தெடுப்பவர்,दत्तक
தத்தெடுப்பு,दत्तक
வயது வந்தோர்,प्रौढ
கலப்படம்,भेसळ
விபச்சாரம்,व्यभिचार
வயதுவந்தோர் உரிமை,प्रौढ मताधिकार
விளம்பர மதிப்பீட்டு கடமை,अ‍ॅड व्हॅलोरम ड्यूटी
முன்கூட்டியே,प्रगती
முன்கூட்டியே முன்பதிவு,अ‍ॅडव्हान्स बुकिंग
முன்கூட்டியே நகல்,आगाऊ प्रत
அட்வான்ஸ் அதிகரிப்பு,आगाऊ वाढ
முன் பணம்,आगाऊ भरणा
பாதகமான நுழைவு,प्रतिकूल प्रविष्टी
பாதகமான கருத்துக்கள்,प्रतिकूल टीका
பாதகமான அறிக்கை,प्रतिकूल अहवाल
விளம்பரம்,जाहिरात
ஆலோசனை,सल्ला
கட்டண ஆலோசனை,देयकाचा सल्ला
ஆலோசனை குழு,सल्लागार समिती
ஆலோசனை கவுன்சில்,सल्लागार परिषद
வக்கீல்,वकिली
விவகாரங்கள்,घडामोडी
பிரமாணப் பத்திரம்,प्रतिज्ञापत्र
இணைப்பு,संलग्नता
உறுதிப்படுத்தல்,पुष्टीकरण
உறுதியான,होकारार्थी
வாங்க,परवाना
மேற்கூறிய,उपरोक्त
புதிதாக,पुन्हा
எதிராக,विरुद्ध
வயது,वय
வயது சான்றிதழ்,वय प्रमाणपत्र
வாக்குரிமைக்கான வயது,मताधिकार वय
வயது எல்லை,वय मर्यादा
ஏஜென்சி,एजन्सी
நிகழ்ச்சி நிரல்,अजेंडा
ஓய்வூதிய வயது,सेवानिवृत्तीचे वय
மேலதிக வயது,अधोरेखित वय
திரட்டுதல்,एकत्रिकरण
வேதனைக்குள்ளானது,संताप
கிளர்ச்சி,आंदोलन
ஏஜிஎம்,एजीएम
ஒப்பந்தம்,करार
ஒப்பந்த படிவம்,करार फॉर्म
வேளாண்மை,शेती
வேளாண் தொழில்,कृषी-उद्योग
உதவி,मदत
அலாரம்,गजर
விழிப்புணர்வு,सतर्कता
மாற்றுப்பெயர்,उर्फ
குற்றச்சாட்டு,आरोप
விசுவாசம்,निष्ठा
கூட்டணி,युती
தொடர்புடைய சேவைகள்,संबद्ध सेवा
அனைத்து உள்ளடக்கிய செலவு,सर्व समावेशक किंमत
அகில இந்திய சேவைகள்,अखिल भारतीय सेवा
ஒதுக்கீடு,वाटप
ஒதுக்கீடு,वाटप
ஒதுக்கீட்டு கடிதம்,वाटप पत्र
ஒதுக்கீடு,अ‍ॅलोटी
அனுமதிக்கக்கூடியது,परवानगीयोग्य
அனுமதிக்கக்கூடிய செலவுகள்,अनुमत खर्च
மேல்முறையீட்டை அனுமதிக்கவும்,अपीलला परवानगी द्या
கொடுப்பனவு,भत्ता
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,सर्व हक्क राखीव
அகரவரிசை வரிசை,वर्णमाला क्रम
வாக்குவாதம்,भांडण
மாற்று,वैकल्पिक
மாற்று,पर्यायी
ஒருங்கிணைப்பு,एकत्रिकरण
திருத்தப்பட்ட வரைவு,सुधारित मसुदा
திருத்தம்,दुरुस्ती
வசதி,सुविधा
இணக்கமான,मैत्रीपूर्ण
வெடிமருந்து,दारूगोळा
கடனின் கடன்தொகை,कर्जाचे or न्टायझेशन
தொகை,रक्कम
ஓய்வூதியத்தின் அளவு,पेन्शनची रक्कम
ஒப்பீட்டு இடுகை,समान पोस्ट
பகுப்பாய்வு,विश्लेषण
பகுப்பாய்வு ஆய்வு,विश्लेषणात्मक अभ्यास
மூதாதையர்,पूर्वज
துணை தொழில்,सहायक उद्योग
பகை,वैर
இணைப்பு,जोड
ஆண்டு,वर्धापनदिन
அறிவிப்பு,घोषणा
எரிச்சல்,त्रास
ஆண்டு நிதி அறிக்கை,वार्षिक आर्थिक विधान
ஆண்டு அறிக்கை,वार्षिक अहवाल
ஆண்டு,वार्षिकी
அநாமதேய,अज्ञात
அநாமதேய புகார்,अज्ञात तक्रार
பதில்,उत्तरदायित्व
விடைத்தாள்,उत्तरपत्रिका
எதிரி,विरोधी
முன்னோடிகள்,पूर्वज
எதிர்பார்க்கப்பட்ட செலவு,अपेक्षित खर्च
எதிர்பார்க்கப்பட்ட வருமானம்,अपेक्षित उत्पन्न
எதிர்பார்ப்பு,अपेक्षा
எதிர்பார்ப்பு ஜாமீன்,अपेक्षित जामीन
ஊழல் எதிர்ப்பு நடவடிக்கை,भ्रष्टाचारविरोधी उपाय
டம்பிங் எதிர்ப்பு,अँटी-डंपिंग
பழங்கால,प्राचीन
நிறவெறி,वर्णभेद
அக்கறையின்மை,औदासिन्य
உச்ச உடல்,शिखर शरीर
மன்னிப்பு,दिलगिरी
மேல்முறையீடு,अपील
தோற்றம்,देखावा
திருப்தி,शांतता
மேல்முறையீட்டு தீர்ப்பாயம்,अपील न्यायाधिकरण
பின் இணைப்பு,परिशिष्ट
சாதனம்,उपकरण
பொருந்தும்,लागू
விண்ணப்பதாரர்,अर्जदार
விண்ணப்பம்,अर्ज
விண்ணப்ப படிவம்,अर्ज
பயன்படுத்தப்பட்டது,लागू
விண்ணப்பிக்கவும்,अर्ज करा
நியமிக்கப்பட்டவர்,नेमणूक
அதிகாரத்தை நியமித்தல்,अधिकाराची नेमणूक
நியமனம்,नियुक्ती
நியமனம் கடிதம்,नियुक्ती पत्र
அமைச்சரவையின் நியமனங்கள் குழு,मंत्रिमंडळाची नेमणूक समिती
ஊதியப் பகிர்வு,वेतनाचे विभाजन
மதிப்பீடு,मूल्यमापन
மதிப்பீட்டாளர்,मूल्यांकनकर्ता
பாராட்டு,कौतुक
அச்சம்,भीती
பயிற்சி,शिकाऊ उमेदवार
அணுகுமுறை,संपर्क साधा
பொருத்தமானது,योग्य
பொருத்தமான நடவடிக்கை,योग्य कृती
பொருத்தமான தலை,योग्य डोके
ஒதுக்கீடு,विनियोग
ஒப்புதல்,मान्यता
தோராயமான,अंदाजे
ஆப்டிட்யூட் சோதனை,योग्यता चाचणी
தன்னிச்சையானது,अनियंत्रित
நடுவர்,लवाद
நடுவர்,लवाद
நடுவர் தீர்ப்பாயம்,लवाद न्यायाधिकरण
நடுவர்,लवाद
கட்டிடக்கலை,आर्किटेक्चर
காப்பகங்கள்,संग्रहण
பகுதி,क्षेत्र
பகுதி தலைமையகம்,क्षेत्र मुख्यालय
வாதம்,युक्तिवाद
எழும்,उद्भवू
ஆயுத படைகள்,सशस्त्र सेना
ஏற்பாடு,व्यवस्था
நிலுவைத் தொகை,थकबाकी
நிலுவைத் அறிக்கை,थकबाकी विधान
வருகை அறிக்கை,आगमन अहवाल
ஆணவம்,गर्विष्ठपणा
அர்செனல்,शस्त्रागार
கட்டுரை,लेख
சங்கத்தின் கட்டுரைகள்,संघटनेचा लेख
கட்டுரைகள்,लेख
ஏறுவரிசை ஒழுங்கு,चढत्या ऑर्डर
தெரிந்து கொள்ளுங்கள்,निश्चित करा
எங்கே இருக்கிறது,कोठे आहे
அம்சம்,पैलू
ஆவேசம்,भ्रष्टाचार
படுகொலை,हत्या
தாக்குதல்,हल्ला
ஒன்றுகூடு,एकत्र करा
சட்டசபை,असेंब्ली
ஒப்புதல்,मान्यता
உறுதிப்படுத்தவும்,ठामपणे
மதிப்பீட்டாளர்,निर्धारक
மதிப்பீடு,मूल्यांकन
மதிப்பீட்டு ஆண்டு,मूल्यांकन वर्ष
மதிப்பீட்டாளர்,मूल्यांकनकर्ता
சொத்துக்கள்,मालमत्ता
ஒதுக்கப்பட்டவர்,असिशात
ஒதுக்கீடு,असाइनमेंट
ஒதுக்குபவர்,असाइनर
உதவி,सहाय्य
இணை,सहयोगी
தொடர்பு,असोसिएशन
கட்டணம் அனுமானம்,शुल्काची धारणा
உத்தரவாதம்,आश्वासन
உத்தரவாத நிறுவனம்,आश्वासन कंपनी
உறுதி,आश्वासन
தள்ளுபடியில்,सूट वर
அணு சக்தி,अणु शक्ती
சமமாக,समम वर
பிரீமியத்தில்,प्रीमियमवर
இணைக்கவும்,संलग्न करा
இணைக்கப்பட்ட அலுவலகம்,संलग्न कार्यालय
இணைப்பு,संलग्नक
இணைப்பு வரிசை,संलग्नक ऑर्डर
அடைதல்,प्राप्ती
முயற்சி,प्रयत्न
வருகை,उपस्थिती
வருகை பதிவு,उपस्थिती नोंदणी
வருகை சீட்டு,उपस्थिती स्लिप
கவனம்,लक्ष
சான்றளித்தல்,प्रमाणीकरण
சான்றளிக்கப்பட்ட நகல்,प्रमाणित प्रत
அணுகுமுறை,वृत्ती
கவர்ச்சிகரமான சம்பளம்,आकर्षक पगार
ஏலம்,लिलाव
ஏலதாரர்,लिलाव
ஏல விற்பனை,लिलाव विक्री
பார்வையாளர்கள்,प्रेक्षक
ஆடியோ-காட்சி காட்சி,ऑडिओ-व्हिज्युअल प्रदर्शन
ஆடியோ காட்சி விளம்பரம்,ऑडिओ-व्हिज्युअल प्रसिद्धी
தணிக்கை,ऑडिट
தணிக்கை செய்யப்பட்ட கணக்குகள்,ऑडिट खाती
தணிக்கை செய்யப்பட்ட இருப்புநிலை,ऑडिट बॅलन्स शीट
தணிக்கை,ऑडिटिंग
தணிக்கை ஆட்சேபனை,ऑडिट आक्षेप
தணிக்கையாளரின் அறிக்கை,ऑडिटरचा अहवाल
ஆடிட்டோரியம்,सभागृह
தணிக்கை பத்தி,ऑडिट परिच्छेद
தணிக்கை அறிக்கை,ऑडिट अहवाल
சிக்கன நடவடிக்கை,कठोरता
சிக்கன நடவடிக்கை,कठोरपणाचे उपाय
உண்மையான,अस्सल
அங்கீகரிக்கப்பட்ட பிரதிநிதி,अधिकृत प्रतिनिधी
அதிகாரப்பூர்வ,अधिकृत
அதிகாரம்,अधिकार
அதிகார கடிதம்,प्राधिकरण पत्र
அங்கீகாரம் பெற்றவர்,अधिकृत
அங்கீகரிக்கப்பட்ட மூலதனம்,अधिकृत भांडवल
தானியங்கி,स्वयंचलित
தன்னாட்சி,स्वायत्त
தன்னாட்சி உடல்,स्वायत्त शरीर
தன்னாட்சி,स्वायत्तता
துணை,सहाय्यक
கிடைக்கிறது,उपलब्ध
சராசரி,सरासरी
சராசரி விடுப்பு,सरासरी रजा
வெறுப்பு,प्रतिकार
தவிர்க்கவும்,टाळतो
தவிர்க்கவும்,टाळा
வரியைத் தவிர்ப்பது,कर टाळणे
காத்திருந்தது,प्रतीक्षा केली
விருது,पुरस्कार
அதிகாரம் வழங்குதல்,पुरस्कार प्राधिकरण
விழிப்புணர்வு,जागरूकता
பின்வாங்கியது,बॅकडेटेड
பின்னணி,पार्श्वभूमी
பின் பதிவு,परत लॉग
பின்னால்,मागे होणे
பின் குறிப்பு,परत संदर्भ
காப்புப்பிரதி,बॅक अप
பின்தங்கிய வகுப்புகள்,मागास वर्ग
பின்தங்கிய பழங்குடி,मागास जमाती
மோசமான பேரம்,वाईट सौदा
மோசமான நடத்தை,वाईट वागणं
மோசமான தன்மை,वाईट वर्ण
மோசமான காலநிலை கொடுப்பனவு,वाईट हवामान भत्ता
மோசமான நடத்தை,वाईट आचरण
மோசமான கடன்,वाईट कर्ज
சாமான்கள்,सामान
ஜாமீன்,जामीन
இருப்பு,शिल्लक
சமநிலை வீழ்த்தப்பட்டது,शिल्लक खाली आणले
இருப்பு முன்வைக்கப்பட்டது,शिल्लक पुढे आणले
சீரான பட்ஜெட்,संतुलित बजेट
இருப்புநிலை,शिल्लक पत्रक
வாக்குப்பதிவு,मतपत्रिका
வாக்குப் பெட்டி,मतपेटी
வாக்குப்பதிவு காகிதம்,मतपत्रिका
தடை,बंदी
வங்கி,बँक
வங்கி கணக்கு,बँक खाते
வங்கி இருப்பு,बँक बॅलन्स
வங்கி கட்டணங்கள்,बँक शुल्क
வங்கி உத்தரவாதம்,बँक हमी
வங்கி விடுமுறை,बँक सुट्टी
வங்கி வசதி,बँकिंग सुविधा
வங்கி நேரம்,बँकिंग तास
வங்கி பரிவர்த்தனை,बँकिंग व्यवहार
வங்கி வீதம்,बँक दर
வங்கி சமரசம்,बँक सलोखा
திவாலானது,दिवाळखोर
வங்கி பாதுகாப்பு,बँक सुरक्षा
வங்கி அறிக்கை,बँक स्टेटमेंट
விருந்து,मेजवानी
பார் கவுன்சில்,बार कौन्सिल
பேரம்,सौदा
பேரம் பேசுதல்,बार्गेनिंग
தரிசு நிலம்,नापीक जमीन
பண்டமாற்று,बार्टर
அடித்தளம்,पाया
ஆதாரமற்றது,निराधार
அடித்தளம்,तळघर
அடிப்படை ஆண்டு,बेस वर्ष
அடிப்படை,मूलभूत
அடிப்படையில்,मूलभूतपणे
அடிப்படை நுண்ணறிவு,मूलभूत बुद्धिमत्ता
அடிப்படை ஊதியம்,मूलभूत वेतन
ஊதியத்தின் அடிப்படை அளவு,मूलभूत वेतन
அடிப்படை பயிற்சி,मूलभूत प्रशिक्षण
அடிப்படை,आधार
தொகுதி,बॅच
தொகுதி எண்,बिल्ला क्रमांक
தாங்கி காசோலை,वाहक तपासणी
மேற்கோள் காட்டப்படுவதற்கு முன்,उद्धृत करण्यापूर्वी
நடத்தை,वर्तन
நம்பிக்கை,विश्वास
Par க்கு கீழே,समम खाली
பெஞ்ச்,खंडपीठ
பெஞ்ச்மார்க்,बेंचमार्क
நன்மை பயக்கும்,फायदेशीर
பயனாளி,लाभार्थी
நன்மை,फायदा
சந்தேகத்தின் நன்மை,संशयाचा फायदा
கருணை,परोपकार
நல்ல நிதி,बेनिव्हॉलेंट फंड
விருப்பம்,निर्विकार
விருப்பப்படி,वकील
துயரமடைந்தது,शोक
சிறந்த முயற்சிகள்,सर्वोत्तम प्रयत्न
மேம்பாடு,बेटरमेंट
சார்பு,पूर्वाग्रह
பக்கச்சார்பான கருத்து,पक्षपाती मत
நூலியல்,ग्रंथसूची
இருபது ஆண்டு,द्विवार्षिक
பிளவுபட்டு,द्विपक्षीय
பெரிய,बिगॅमी
இருதரப்பு,द्विपक्षीय
இருமொழி,द्विभाषिक
இரு,द्विभाषिक
ர சி து,बिल
மாற்றச்சீட்டு,विनिमयाची पावती
இருதரப்பு அறிக்கை,द्विपक्षीय अहवाल
பிணைப்பு,बंधनकारक
பயோடேட்டா,बायोडाटा
இருதரப்பு,द्विपक्षीय
இரு கட்சி ஒப்பந்தம்,द्विपक्षीय करार
பிறப்பு ஆண்டுவிழா,वर्धापन दिन
பிறப்பு சான்றிதழ்,जन्म प्रमाणपत्र
பிறப்பு கட்டுப்பாடு,जन्म नियंत्रण
பிறந்த தேதி,जन्मदिनांक
பிறந்த இடம்,जन्म ठिकाण
பிறப்பு வீதம்,जन्म दर
இரு வாராந்திர,द्विपक्षीय
கருப்பு பொருளாதாரம்,काळा अर्थव्यवस्था
கருப்பு பட்டியல்,काळा यादी
பிளாக்மெயில்,ब्लॅकमेल
கருப்பு சந்தை,काळा बाजार
பழி,दोष
வெற்று சோதனை,रिक्त तपासणी
போர்வை ஒப்பந்தம்,ब्लँकेट डील
போர்வை ஒழுங்கு,ब्लँकेट ऑर्डर
குண்டு வெடிப்பு,ब्लास्ट
கலத்தல்,मिश्रण
தொகுதி,ब्लॉक
முற்றுகை,नाकेबंदी
தடுக்கப்பட்ட மூலதனம்,अवरोधित भांडवल
தொகுதி கடிதம்,ब्लॉक लेटर
இரத்த தானம்,रक्तदान
இரத்த உறவுகள்,रक्त संबंध
நீல காலர் வேலை,ब्लू कॉलर जॉब
புளூபிரிண்ட்,ब्लूप्रिंट
பிளஃப்,ब्लफ
பலகை,बोर्ड
போர்டிங் மற்றும் உறைவிடம்,बोर्डिंग आणि लॉजिंग
இயக்குநர்கள் குழு,संचालक मंडळ
வருவாய் வாரியம்,महसूल मंडळ
உடல்,शरीर
மெய்க்காப்பாளர்,अंगरक्षक
போலி வவுச்சர்,बोगस व्हाउचर
உண்மையான,बोनाफाइड्स
பத்திரம்,बाँड
பிணைக்கப்பட்ட உழைப்பு,बंधनकारक कामगार
போனஸ்,बोनस
பதிவு அலுவலகம்,बुकिंग कार्यालय
புத்தகக் காப்பாளர்,बुक-कीपर
புத்தகத்தை வைத்தல்,पुस्तक ठेवणे
கையேடு,पुस्तिका
குறிப்பு புத்தகம்,संदर्भ पुस्तक
புத்தகம் மதிப்பு,पुस्तक मूल्य
பூத்,बूथ
பூத் கைப்பற்றுதல்,बूथ कॅप्चरिंग
எல்லை கொடுப்பனவு,सीमा भत्ता
பார்டர் லைன்,सीमारेषा
கடன் வாங்குபவர்,कर्जदार
கடன் வாங்கும் சக்தி,कर्ज घेण्याची शक्ती
பாஸ்,बॉस
சிக்கல்,अडथळा
அடைப்புக்குறி,कंस
எல்லை,सीमा
புறக்கணிப்பு,बहिष्कार
மூளை வடிகால்,बुध्दीमानांची गळती
கிளை அலுவலகம்,शाखा कार्यालय
மீறல்,उल्लंघन
ஒப்பந்தத்தை மீறுதல்,कराराचा भंग
நம்பிக்கையை மீறுதல்,आत्मविश्वासाचा भंग
ஒப்பந்த மீறல்,करारभंग
ஒழுக்கத்தை மீறுதல்,शिस्तीचा भंग
சட்ட மீறல்,कायद्याचा भंग
சமாதான மீறல்,शांततेचा भंग
சலுகை மீறல்,विशेषाधिकार उल्लंघन
வாக்குறுதியை மீறுதல்,वचन उल्लंघन
விதியை மீறுதல்,नियम उल्लंघन
நம்பிக்கை துரோகம்,विश्वास उल्लंघन
உடைப்பு,ब्रेक
உடைக்கவும்,यंत्रातील बिघाड
சேவையில் இடைவெளி,सेवेत ब्रेक
முறிவு,ब्रेक-अप
இனம்,प्रजनन
கையூட்டு,लाच
சுருக்கமான,संक्षिप्त
மாநாடு,संक्षिप्त
சுருக்கமான விண்ணப்பம்,संक्षिप्त सारांश
புத்திசாலித்தனமான பதிவு,चमकदार रेकॉर्ड
கவனத்திற்கு கொண்டு வாருங்கள்,लक्षात घ्या
ஒளிபரப்பு,प्रसारण
பிராட்ஷீட்,ब्रॉडशीट
சிற்றேடு,माहितीपत्रक
தரகு,दलाली
முன்னோக்கி கொண்டு வரப்பட்டது (பி/எஃப்),पुढे आणले (बी/एफ)
பட்ஜெட் ஒதுக்கீடு,अर्थसंकल्प वाटप
பிழையான கட்டுப்பாடு,बगेटरी कंट्रोल
பட்ஜெட் மதிப்பீடு,अर्थसंकल्प अंदाज
பட்ஜெட் வழங்கல்,अर्थसंकल्प तरतूद
கட்டிடம்,इमारत
மொத்த,बल्क
மொத்த கொள்முதல்,मोठ्या प्रमाणात खरेदी
புல்லட்டின்,बुलेटिन
பம்பர் பயிர்,बम्पर पीक
காலியிடங்களின் கொத்து,रिक्त जागा
பஞ்ச்லிங்,बंगळ
அதிகாரத்துவம்,नोकरशाही
அதிகாரத்துவம்,नोकरशाही
வணிக வகுப்பு,व्यवसाय वर्ग
வணிக நேரம் (= வணிக நேரம்),व्यवसाय तास (= व्यवसायाचे तास)
தொழிலதிபர்,व्यापारी
திரும்ப வாங்கு,परत खरेदी
வாங்குபவர்,खरेदीदार
மூலம் தேர்தல் (= தேர்தல் மூலம்),बाय निवडणूक (= निवडणुकीद्वारे)
கையால்,हाताने तयार केलेल्या
தபால் மூலம்,पोस्टाने
கேபின் சாமான்கள்,केबिन बॅगेज
மந்திரி சபை,कपाट
பணியாளர்,केडर
பேரழிவு,आपत्ती
கணக்கீடு,गणना
காலண்டர் ஆண்டு,कॅलेंडर वर्ष
பிரச்சாரம்,मोहीम
வளாகம்,कॅम्पस
வளாக நேர்காணல்,कॅम्पस मुलाखत
ரத்துசெய்,रद्द करा
ரத்து செய்தல்,रद्द
வேட்பாளர்,उमेदवार
வேட்புமனு,उमेदवारी
கேன்வாசிங்,कॅनव्हासिंग
திறன்,क्षमता
திறன்,सक्षम
திறன்,क्षमता
மூலதனம்,भांडवल
மூலதன செலவு,भांडवली खर्च
மரண தண்டனை,फाशीची शिक्षा
தலைநகரம் கட்டணம்,कॅपिटेशन फी
பிடிப்பு,कॅप्चर
பராமரிப்பு,काळजी
தொழில்,करिअर
தொழில் வளர்ச்சி,करिअर विकास
கவனிப்பு அரசு,काळजीवाहू सरकार
முன்னோக்கி கொண்டு செல்லப்பட்டது (சி/எஃப்),पुढे नेले (सी/एफ)
முன்னோக்கி எடுத்துச்செல்,पुढे जा
எடுத்துச் செல்லும் செலவு,वाहून नेणारा खर्च
எடுத்து செல்லும்,वर जा
கார்ட்டேஜ்,कार्टेज
வழக்கு,केस
வழக்கு ஆய்வு,केस स्टडी
பணம்,रोख
பண இருப்பு,रोख शिल्लक
பண புத்தகம்,रोख पुस्तक
பண அட்டை,रोख कार्ड
பண சான்றிதழ்,रोख प्रमाणपत्र
பண கவுண்டர்,रोख काउंटर
பணப்பயிர்,नगदी पिक
பணம் தள்ளுபடி,रोख सूट
கீழே பணம்,कॅश डाउन
கையில் பணம்,हातात रोख
கேஷ் மெமோ,रोख मेमो
ரொக்க கட்டணம்,रोख देय
சாதி,जात
சாதி சான்றிதழ்,जातीचे प्रमाणपत्र
வாக்கெடுப்பு,कास्टिंग मत
சாதாரண,प्रासंगिक
சாதாரண உழைப்பு,प्रासंगिक कामगार
சாதாரண விடுப்பு,प्रासंगिक रजा
விபத்து,कॅज्युअल्टी
சாதாரண காலியிடம்,प्रासंगिक रिक्त जागा
அட்டவணை,कॅटलॉग
வகைப்படுத்தப்பட்ட,वर्गीकरण
வகை,वर्ग
உணவக சேவை,केटरिंग सेवा
எச்சரிக்கை,सावधगिरी
எச்சரிக்கை பணம்,सावधगिरीचे पैसे
தீயை நிறுத்துங்கள்,आग बंद करा
"உச்சவரம்பு (""விலை"" படி)","कमाल मर्यादा (""किंमत"" म्हणून)"
கொண்டாட்டம்,उत्सव
கைப்பேசி,सेल फोन
தணிக்கை,सेन्सॉर
தணிக்கை,सेन्सॉर
தணிக்கை இயக்கம்,सेन्सॉर मोशन
மக்கள் தொகை கணக்கெடுப்பு,जनगणना
மத்திய செஸ்,मध्यवर्ती उपकर
மத்திய சிவில் சேவை விதிகள்,केंद्रीय नागरी सेवा नियम
