English,Bengali
atmospheric pressure,বায়ুমণ্ডলীয় চাপ
at random,এলোমেলোভাবে
attribute,সম্পত্তি*
attributes sampling procedure,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
augmented matrix,অগমেন্টেড ম্যাট্রিক্স
autocorrelation coefficient,স্বয়ংক্রিয় সম্পর্ক সহগ
autocorrelation function,স্বয়ংক্রিয় সম্পর্ক ফাংশন
autocovariance,সহবাস
automatic computer,স্বয়ংক্রিয় কম্পিউটার
autoregression,অটোরিগ্রেশন
auxiliary equation,সহায়ক সমীকরণ
average sample number curve (A.S.N. Curve),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
axiom,"axiom, axiom"
axiomatic approach,স্বতঃসিদ্ধ পদ্ধতি
axiom of probability,সম্ভাব্যতা স্বতঃসিদ্ধ
axis,অক্ষ
axis of abscissa,ভুজক্ষ
axis of earth,পৃথিবী অক্ষ
axis of revolution,ঘূর্ণন অক্ষ
axis of rotation,ঘূর্ণন অক্ষ
axis of spin,স্পিন অক্ষ
back-substitution,পোস্ট প্রতিস্থাপন
backward difference,পরে
backward-interpolation formula,ফিরে সন্নিবেশ সূত্র
balance,"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
balanced design,সুষম নকশা
balance sheet,ব্যালেন্স শীট
ballistic missile,মিসাইল
ballistics,"ব্যালিস্টিক, অস্ত্র"
bar,"কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
base,"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
base angle,ভিত্তি কোণ
base of logarithm,"লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
basic,"মৌলিক, মৌলিক"
basic feasible solution,ভিত্তি সুসংগত সমাধান
basic solution,ভিত্তি সমাধান
basic variable,ভিত্তি পরিবর্তনশীল
basis,ভিত্তি
basis element,ভিত্তি উপাদান
basis matrix,বেস ম্যাট্রিক্স
basis of a vector space,ভেক্টর স্থানের ভিত্তি
basis of subspace,উপ-জনসংখ্যা ভিত্তিতে
Bayesian estimate,নীতিহীন
Bayes' law,বেজ-রুল
Bayes' theorem,bez-তত্ত্ব
Bernoulli distribution,bernoulli-বন্টন
Bernoulli number,বার্নোলি সংখ্যা
Bernoulli probability function,Bernoulli সম্ভাব্যতা ফাংশন
Bernoulli's equation,বার্নোলি-সমীকরণ
Berry function,বেরি ফাংশন
best fit,সেরা আনুগত্য
best - fit line,সেরা আনুগত্য লাইন
best solution,সেরা সমাধান
best strategies,সেরা টিপস
beta distribution,বিটা বিতরণ
bias,"পক্ষপাত, পক্ষপাত"
biased estimate,পক্ষপাতমূলক মূল্যায়ন
biharmonic equation,দ্বিপদ সমীকরণ
bijection,একক আবরণ
bijective map,একক কভার মানচিত্র
bijective mapping,একক কভার ম্যাপিং
bilinear form,দ্বিঘাত দ্বিঘাত
bilinear function,বাইলিনিয়ার ফাংশন
bilinear Hermitian form,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
binary,"দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
binary code,"বাইনারি কোড, বাইনারি কোড"
binary coded decimal,"বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
binary coding,বাইনারি এনকোডিং
binary computer,বাইনারি কম্পিউটার
binary digit,বাইনারি সংখ্যা
binary operation,বাইনারি অপারেশন
binary system,বাইনারি পদ্ধতি
binary variable,বাইনারি পরিবর্তনশীল
binomial coefficient,দ্বিপদ সহগ
binomial distribution,দ্বিপদ ডিস্ট্রিবিউশন
binomial equation,দ্বিপদ সমীকরণ
binomial expansion,দ্বিপদ প্রকরণ
binomial expression,দ্বিপদ অভিব্যক্তি
binomial random variable,দ্বিপদী র্যান্ডম পরিবর্তনশীল
binomial theorem,দ্বিপদ উপপাদ্য
bisection,"অর্ধেক, বিভাজন"
bisection method,"দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
bisector,অর্ধেক দ্বিখণ্ডক
biserial,দ্বিপদ
bit,"Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
bivariate binomial distribution,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
bivariate correlation coefficient,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
bivariate distribution,দ্বিমুখী বন্টন
bivariate normal distribution,bivariate স্বাভাবিক-বন্টন
bivector,bivector
Boltzmann equation,বোল্টম্যান সমীকরণ
Boolean algebra,বুলিয়ান বীজগণিত*
Bose - Einstein statistics,বোস-আইনস্টাইন পরিসংখ্যান
boundary condition,সীমাবদ্ধতা সীমাবদ্ধতা
boundary layer,সীমানা স্তর
boundary line,সীমান
boundary value,সীমা মান
boundary value problem,সীমানা মান সমস্যা
bounded function,আবদ্ধ ফাংশন আবদ্ধ ফল
bounded matrix,"আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
bounded region,সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
bounded set,আবদ্ধ সেট আবদ্ধ সেট
Brownian motion,ব্রাউনি গতি
calculate,হিসাব করতে
calculating,গণনা
calculating machine,"ক্যালকুলেটর, ক্যালকুলেটর"
calculation,হিসাব*
calculational procedure,গণনামূলক কর্ম পদ্ধতি
calculator,"ক্যালকুলেটর, ক্যালকুলেটর"
calculus,"ক্যালকুলাস, ক্যালকুলাস"
calculus of variation,প্রকরণ ক্যালকুলাস
calorie,ক্যালোরি
cancellation law,বিধি বাতিল করা
canonical equation,ক্যানোনিকাল সমীকরণ
canonical form,ক্যানোনিকাল ফর্ম
canonical matrix,"ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স"
Cantor set,ক্যান্টর সেট
Cantor's ternary set,ক্যান্টর ত্রিভুজাকার সেট
capacitated transportation problem,সীমাবদ্ধ পরিবহন সমস্যা
capacity,ক্ষমতা
capillary force,কৈশিক বল
cardinal number,"গণনা সংখ্যা, কার্ডিনাল সংখ্যা"
Cartesian axes,কার্টেসিয়ান অক্ষ
Cartesian coordinates,কার্টেসিয়ান স্থানাঙ্ক
Cartesian product,কার্টিজিয়ান পণ্য
Cartesian product of sets,সেটের কার্টেসিয়ান গুন
case study,"কেস স্টাডি, কেস স্টাডি"
catastrophic fluctuation,বিপর্যয়মূলক বক্তৃতা
Catenary,ক্যাটিনারি
Cauchy distribution,কচি বন্টন
Cauchy formula,কৌশির সূত্র
Cauchy Goursat theorem,কচি-গুর্সা-তত্ত্ব
Cauchy Riemann conditions,কৌশি-রিম্যান-বান
Cauchy sequence,কচি সিকোয়েন্স
Cauchy integral,কৌশি অবিচ্ছেদ্য
Cauchy principal value,কৌশি প্রধান-মূল্য
Cauchy residue theorem,কচি অবশিষ্ট উপপাদ্য
Cayley Hamilton theorem,ক্যালে-হ্যামিল্টন-উপাত্ত
celestial body,স্বর্গীয় শরীরের
celestial measurement,জ্যোতির্বিদ্যা পরিমাপ
celestial mechanics,স্বর্গীয় বলবিদ্যা
celestial object,স্বর্গীয় শরীরের
cell frequency,সেল ফ্রিকোয়েন্সি
census,"আদমশুমারি, আদমশুমারি"
centile,শতাংশ
centimeter,সেন্টিমিটার
centimeter gram second system,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
central,"কেন্দ্রীয়, কেন্দ্রীভূত"
central axis,কেন্দ্রীয় অক্ষ
central difference,কেন্দ্রীয় ফাঁক
central difference formula,কেন্দ্রীয় পার্থক্য সূত্র
central difference table,কেন্দ্রীয় ডিফারেনশিয়াল টেবিল
central limit theorem,কেন্দ্রীয় সীমা উপপাদ্য
central moment,কেন্দ্রীয় মুহূর্ত
central processing unit (C.P.U),কেন্দ্রীয় সম্পদ ইউনিট
central tendency,কেন্দ্রীয় প্রবৃত্তি
centre,কেন্দ্র*
centre of gravity,অভিকর্ষের কেন্দ্র
centre of group,গ্রুপ কেন্দ্র
centre of mass,ভর কেন্দ্র
centre of symmetry,প্রতিসাম্য কেন্দ্র
centrifugal force,অপকেন্দ্র বল
centripetal force,কেন্দ্রমুখী বল
centroid,কেন্দ্রমুখী মেরিডিয়ান
certainty,নিশ্চিততা
c.g.s. system,সিজিএস পদ্ধতি
c.g.s. unit,সিজিএস ইউনিট
chain rule of differentiation,পার্থক্যের চেইন নিয়ম
chance causes,"ভাগ্যে, ভাগ্যক্রমে"
chance moves,এলোমেলো পদক্ষেপ
change of axes,অক্ষ স্থানান্তর
change of basis,ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন
change of order,স্থানান্তর
characteristic coefficient,বৈশিষ্ট্য সহগ
determinant,চরিত্রগত নির্ধারক
characteristic equation,চরিত্রগত সমীকরণ
characteristic function,"চারিত্রিক ফাংশন, চরিত্রগত ফাংশন"
characteristic of logarithm,লগারিদমের পূর্ণসংখ্যা
characteristic polynomial,চরিত্রগত বহুপদ
characteristic value,বৈশিষ্ট্যগত মান
characteristic vector,চরিত্রগত ভেক্টর
character set,চরিত্র সম্প্রদায়
chart,"চার্ট, চার্ট"
chi-square distribution,চি-স্কোয়ার বিতরণ
chi-square formula,চি-বর্গাকার সূত্র
chi-square test,চি-স্কয়ার পরীক্ষা
chord,জ্যা*
chord-bisection method,জ্যা বিভাজন পদ্ধতি
cipher message (=coded message),লিখিত বার্তা
cipher (zero),"শূন্য, সাইফার"
circle,বৃত্ত*
circle of convergence,অভিসারী বৃত্ত
circuit matrix,সার্কিট ম্যাট্রিক্স
circular,"বৃত্তাকার, বৃত্তাকার"
circular asymptote,বৃত্তাকার উপসর্গ
circular helix,বৃত্তাকার কন্ডুলাইন
circular motion,বৃত্তাকার গতি
circumcentre,পরিধি কেন্দ্র
circumcircle,অবসরপ্রাপ্ত*
circumscribe,"প্রদক্ষিণ করা, চারপাশে আঁকা"
circumscribed,অতীত
circumscribed circle,পরিধিকৃত
classical deductive technique,বিশিষ্ট কর্পোরেট
classical dynamics,ক্লাসিক গতিবিদ্যা
classical optimization,ক্লাসিক অপ্টিমাইজেশান
classical ruin problem,দীর্ঘস্থায়ী আর্থিক সমস্যা
classical statistical mechanics,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
classification of errors,ত্রুটির শ্রেণীবিভাগ
class interval,ক্লাসের ব্যবধান
class-interval unit,ক্লাস ব্যবধান ইউনিট
class limit,শ্রেণীর সীমা
clockwise,ঘড়ির কাঁটার দিকে
clopen (= closed and open),বন্ধ
closed,"বন্ধ, বন্ধ"
closed convex hull,বন্ধ স্তর আবরণ
closed cube,বন্ধ ঘনক্ষেত্র
closed curve,"বন্ধ বক্ররেখা, বন্ধ বক্ররেখা"
closed domain,বন্ধ প্রদেশ
closed figure,বন্ধ আকৃতি
closed interval,বন্ধ ব্যবধান
closed region,"বদ্ধ অঞ্চল, বদ্ধ অঞ্চল"
closed set,বন্ধ সেট
closed surface,"বন্ধ পাতা, বন্ধ পাতা"
closure,নেমেসিস
closure operator,pronator
closure point (= contact point),উত্তল বিন্দু
closure postulate,বন্দী-স্বীকৃত
closure set,বন্দী সেট
cluster point,ক্লাস্টার পয়েন্ট
cluster sampling,গুচ্ছের আদর্শ
cluster set,ক্লাস্টার সমষ্টি
coaxial circles,সমাক্ষীয় বৃত্ত
coaxial parabolas,সমাক্ষীয় প্যারাবোলা
coaxial planes,সমাক্ষ সমতল
coaxial triangles,সমাক্ষীয় ত্রিভুজ
Cobb - Douglas function,কোব-ডগলাস ফাংশন
coding,"এনকোডিং, কোডিং, স্বরলিপি"
coding of data,উপাদান স্বরলিপি
co-domain,সহ-প্রদেশ
coefficient matrix,সহগ ম্যাট্রিক্স
coefficient of correlation,পারস্পরিক সম্পর্ক সহগ
coefficient of determination,সংকল্প সহগ
coefficient of elasticity,স্থিতিস্থাপকতা সহগ
coefficient of expansion,ব্যাপন সহগ
coefficient of friction,ঘর্ষণ গুণাঙ্ক
coefficient of linear expansion,অনুদৈর্ঘ্য প্রসারণের সহগ
coefficient of regression,রিগ্রেশন সহগ
coefficient of surface tension,পৃষ্ঠ টান সহগ
coefficient of variation,ভিন্নতার সহগ
cofactor,"কো-ফ্যাক্টর, কো-ফ্যাক্টর, কো-ফ্যাক্টর"
coin throw (coin toss),মুদ্রা শিরসঁচালন
collection of sample,নমুনা সংগ্রহ
collinear,সমরেখার
collinearity,প্রান্তিককরণ
column,"কলাম, কলাম"
column equivalence,স্তম্ভ
column equivalent,স্তম্ভ
column equivalent matrix,কলামার ম্যাট্রিক্স
column matrix,কলাম ম্যাট্রিক্স
column rank,কলামের ক্রম
column reduced echolon matrix,স্তম্ভিক শ্রেণিবিন্যাস ম্যাট্রিক্স
column vector,কলাম ভেক্টর
columnwise,কলাম অনুযায়ী
combined equation,যৌথ সমীকরণ
common angle,"সাধারণ কোণ, সাধারণ কোণ"
common axis,সাধারণ অক্ষ
common base,"সাধারণ ভিত্তি, সাধারণ ভিত্তি"
common denominator,সর্বজনীন
common difference,সাধারণ পার্থক্য
common factor,"সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক, সাধারণ গুণনীয়ক"
common logarithm,"সরল লগারিদম, সরল লগারিদম"
common multiple,"সাধারণ একাধিক, সাধারণ"
common ratio,সাধারণ অনুপাত
common section,ছেদ ধারা
common side,সাধারণ বাহু
common tangent,"সাধারণ স্পর্শক, সাধারণ স্পর্শক"
common term,সাধারণ অবস্থান
commutative law,পরিবর্তনমূলক নিয়ম
commutative property,পরিবর্তনমূলক সম্পত্তি
commutative rule,পরিবর্তনমূলক নিয়ম
commutative law of addition,যোগফলের পরিবর্তনমূলক আইন
commutative law of multiplication,গুণের পরিবর্তনমূলক নিয়ম
commutative operation,পরিবর্তনমূলক অপারেশন
commutator group,পরিবর্তনশীল দল
commuting of matrices,ম্যাট্রিক্সের পরিবর্তনশীল
compact set,কমপ্যাক্ট সেট
comparability,"তুলনা, তুলনা"
comparision of means,উপায়ের তুলনা
comparision of percentage,শতাংশ তুলনা
comparision test,তুলনা পরীক্ষা
compatibility equation,সুসংগত সমীকরণ
competitive game,প্রতিযোগিতামূলক খেলা
competitive situation,প্রতিযোগিতামূলক অবস্থান
competitive strategy,প্রতিযোগিতামূলক কৌশল
compiler,"দোভাষী, কম্পাইলার"
complementary,সাপ্লিমেন্ট
complementary angle,পরিপূরক কোণ
complementary event पूरक घटना,পরিপূরক ঘটনা
complementary factor,পরিপূরক ফ্যাক্টর
complementary function,পরিপূরক ফাংশন
complementary half space,পরিপূরক অর্ধেক জনসংখ্যা
complementary interval,পরিপূরক ব্যবধান
complementary set,পরিপূরক সেট
complementation,"পরিপূরক, পরিপূরক"
complement of a set,পরিপূরক সেট
complete census,নিখুঁত স্কোর
complete correlation matrix,সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স
complete metric space,সম্পূর্ণ পরিসরের জনসংখ্যা
complete orthonormal set,নিখুঁত স্বাভাবিক অর্থোগোনাল সেট
complete quadrangle,নিখুঁত চতুর্ভুজ
complete quotient,নিখুঁত ভাগফল
complete set,সম্পূর্ণ সেট
complete solution,সম্পূর্ণ সমাধান
completely randomised design,সম্পূর্ণরূপে এলোমেলো নকশা
complex argument,জটিল স্বাধীন পরিবর্তনশীল
complex conjugate,জটিল অনুবন্ধী
complex differentiation,জটিল ডিফারেনশিয়াল
complex function,জটিল ফাংশন
complex integration,জটিল একীকরণ
complex matrices,জটিল ম্যাট্রিক্স
complex number,জটিল সংখ্যা
complex number field,জটিল সংখ্যা ক্ষেত্র
complex orthogonal matrix,জটিল উল্লম্ব ম্যাট্রিক্স
complex plane,যৌগিক সমতল
complex quantity,জটিল সমষ্টি
complex reciprocal,জটিল বিপরীত
complex resultant,যৌগিক ফলাফল
complex space,জটিল জনসংখ্যা
complex valued function,যৌগিক ফাংশন
complex variable,জটিল পরিবর্তনশীল
componendo and divindendo,সমষ্টি অনুপাত
component,"উপাদান, সম্পর্কিত উপাদান"
component analysis,উপাদান বিশ্লেষণ
component of variance,পার্থক্য ফ্যাক্টর
component of vector,ভেক্টর উপাদান
composite function,যৌগিক ফাংশন
composite hypothesis,যৌথ দৃষ্টি
composite number,যৌগিক সংখ্যা
composite series,সম্মিলিত বিভাগ
composition of vectors,ভেক্টর সংমিশ্রণ
compound angle,মিশ্র কোণ
compound division,খাদ অংশ
compound fraction,মিশ্র ভগ্নাংশ
compound interest,চক্রবৃদ্ধিহারে সুদ
compound probability,মিশ্র সম্ভাবনা
compressible flow,কম্প্রেসিভ প্রবাহ
compression,সঙ্কোচন
computation,গণনা
computational formula,কম্পিউটেশনাল সূত্র
computed value,গণনা করা মান
computer,"কম্পিউটার, কম্পিউটার (মেশিন), কম্পিউটার (ব্যক্তি)"
computer algorithm,গণনা করা অ্যালগরিদম
computer programme,কম্পিউটার প্রোগ্রাম
computer programming,কম্পিউটার প্রোগ্রামিং
computer simulation,কম্পিউটার সিমুলেশন
computing,গণনা
concave function,ভিত্তিক ফাংশন
concave polygon,অবতল বহুভুজ
concave programming,ওরিয়েন্টেড প্রোগ্রামিং
concentric circles,কেন্দ্রীভূত বৃত্ত
concentric curves,কেন্দ্রীভূত বক্ররেখা
concrete form,একটি বিমূর্ত ধারণা বাস্তব হতে বিবেচনা করুন
concurrency of lines,লাইনের সঙ্গম
concurrent,সমবর্তী
concurrent forces,সমবর্তী বল
conditional density function,শর্তাধীন ঘনত্ব ফাংশন
conditional distribution,শর্তাধীন বিতরণ
conditional expectation,সীমাবদ্ধ প্রত্যাশা
conditional mean,শর্তসাপেক্ষ গড়
conditional probability,শর্তাধীন সম্ভাবনা
condition of collinearity,প্রান্তিককরণ সীমাবদ্ধতা
condition of consistency,ধারাবাহিকতা সীমাবদ্ধতা
condition of integrability,সততা সীমাবদ্ধতা
condition of tangency,স্পর্শ সীমাবদ্ধতা
cone,"শঙ্কু, শঙ্কু"
confidence interval,আস্থা ব্যবধান
confidence interval estimate,আত্মবিশ্বাসের ব্যবধান অনুমান
confidence limits,বিশ্বস্ততার সীমা
confidence region,আত্মবিশ্বাস অঞ্চল
conflict situation,প্রতিবাদ অবস্থান
confocal conics,confocal conic
confocal ellipses,কনফোকাল উপবৃত্তাকার
confocal geometry,কনফোকাল জ্যামিতি
confocal hyperbolae,কনফোকাল হাইপারবোলা
confocal hyperboloids,কনফোকাল হাইপারবোলা
confocal parabola,কনফোকাল প্যারাবোলা
confocal paraboloidal cordinates,কনফোকাল প্যারাবোলিক স্থানাঙ্ক
conformal,"analogous, analogous"
conformal mapping,কোণ ম্যাপিং
congruence,"congruence, biparallel line-total, equalness"
congruence of circles,দ্বি-সমান্তরাল বৃত্ত মোট
congruent,"সঙ্গতিপূর্ণ, এমনকি"
congruent matrices,সমতুল্য ম্যাট্রিক্স
conic,"conic, conic"
conical frustum,conical frustum
conical helix,শঙ্কুযুক্ত কুন্ডলিনী
conical section,"conic cut, conic"
conics,কনিক গণিত
conic section,"শঙ্কু-কাটা, শঙ্কু-বিভাগ"
conjugate,"to be conjugated (v.), to be conjugated (v.)"
conjugate angles,সংযোজিত কোণ
conjugate axis,সংযোজিত অক্ষ
conjugate complex numbers,সংযুক্ত জটিল সংখ্যা
conjugate directions,সংযোজিত দিক
conjugate functions,কনজুগেট ফাংশন
conjugate of matrix,ম্যাট্রিক্সের সংযোজন
conjugate permutation,কনজুগেট পারমুটেশন
conjugate transpose,সংযোজিত পরিবর্তনশীল
conjuction,"যোগব্যায়াম, সংমিশ্রণ"
consecutive,একটানা
consecutive numbers,ধারাবাহিক সংখ্যা
conservation of energy,শক্তি সংরক্ষণ
