Tamil,Punjabi
பல்லுறுப்புக்கோவைகளின் தொகை,ਬਹੁਪਦ ਦਾ ਜੋੜ
நிகழ்தகவுகளின் கூட்டுத்தொகை,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
திசையன்களின் தொகை,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
"தொகை தேற்றம், பெர்ரி கோட்பாடு,","ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ"
சேர்க்கை குழு,additive ਗਰੁੱਪ
தலைகீழ் சேர்க்கை,additive ਉਲਟ
சேர்க்கை,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
சேர்க்கை,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
அருகாமை அணி,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
"அருகாமை, அருகாமை, அருகாமை","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
அருகில் உள்ள கோணம்,ਨੇੜੇ ਦੇ ਕੋਣ
அருகில் உள்ள உச்சி,ਨੇੜੇ ਦਾ ਸਿਰਾ
தொடர்புபடுத்த,ਜੋੜਨ ਲਈ
"இணைக்கப்பட்ட உறை,",ਨੱਥੀ ਨੱਥੀ
பொதுவான தீர்மானிப்பான்,ਆਮ ਨਿਰਣਾਇਕ
இணைக்கப்பட்ட வேறுபாடு சமன்பாடு,ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ
இணைக்கப்பட்ட சமன்பாடு,ਜੁੜੇ ਸਮੀਕਰਨ
ஒரே மாதிரியான அணி,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
அணி ஒருங்கிணைப்பு,ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ
ஒரே மாதிரியான அணி,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்,ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ
காற்றியக்க விசை,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
காற்றியக்கவியல்,ਐਰੋਡਾਇਨਾਮਿਕਸ
ஒரே மாதிரியான வடிவியல்,ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ
ஒரே மாதிரியான மேப்பிங்,ਸਮਰੂਪ ਮੈਪਿੰਗ
ஒரே மாதிரியான மாற்றம்,ਸਮਰੂਪ ਤਬਦੀਲੀ
மொத்த மாறி,ਕੁੱਲ ਵੇਰੀਏਬਲ
"இயற்கணிதம், இயற்கணிதம், இயற்கணிதம், இயற்கணிதம்","algebra, algebra, algebra, algebra"
"விதை மூடிய, விதை","ਬੀਜੀ ਬੰਦ, ਬੀਜੀ"
இயற்கணித சமன்பாடு,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
இயற்கணித வெளிப்பாடு,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
இயற்கணித ஒருமைப்பாடு,ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ
இயற்கணித செயல்பாடு,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
இயற்கணித வடிவியல்,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
இயற்கணித பன்மை,ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ
இயற்கணித அமைப்பு,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
அனைத்து முழு எண் பிரச்சனை,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
"ஒதுக்கீட்டுச் சிக்கல் வாட் கேள்வி,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ
அகரவரிசைக் குறியீடு,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
அகரவரிசை எழுத்து,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
மாற்று கோணங்கள்,ਬਦਲਵੇਂ ਕੋਣ
"மாற்று ஒரே மாதிரியான மாற்று வடிவம்,",ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ
மாற்று குழு,ਵਿਕਲਪਕ ਸਮੂਹ
மாற்று அணி,ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ
மாற்று தொடர்,ਵਿਕਲਪਿਕ ਲੜੀ
மாற்று கருதுகோள்,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
மாற்று உகந்தது,ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ
மாற்று முடிவு,ਵਿਕਲਪਿਕ ਨਤੀਜਾ
அனலாக்-இலக்க மாற்றி,ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ
"அனலாக் கணினி,",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
பகுப்பாய்வு,ਵਿਸ਼ਲੇਸ਼ਣ
இணைநிலை பகுப்பாய்வு,ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ
கணக்கெடுப்பு-தரவு பகுப்பாய்வு,ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ
மாறுபாடு பகுப்பாய்வு,ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ
பகுப்பாய்வு வடிவியல்,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
பகுப்பாய்வு செயல்பாடு,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ
கோணம்,ਕੋਣ
தொடுகோடு கோணம்,ਸਪਰਸ਼ ਕੋਣ
விலகல் கோணம்,ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ
மனச்சோர்வு கோணம்,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
விலகல் கோணம்,ਭਟਕਣ ਕੋਣ
விலகல் கோணம்,ਵਿਭਿੰਨ ਕੋਣ
உயர கோணம்,ਉਚਾਈ ਕੋਣ
நிகழ்வு கோணம்,ਘਟਨਾ ਦਾ ਕੋਣ
திட்ட கோணம்,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
பிரதிபலிப்பு கோணம்,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
ஒளிவிலகல் கோணம்,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
சுழற்சி கோணம்,ਰੋਟੇਸ਼ਨ ਕੋਣ
பிரதிபலிப்பு முழுமையான கோணம்,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ
கோண முடுக்கம்,ਕੋਣੀ ਪ੍ਰਵੇਗ
கோண வேகம்,ਕੋਣੀ ਵੇਗ
கோண வேகம்,ਕੋਣੀ ਗਤੀ
கோண வேகம்,ਕੋਣੀ ਵੇਗ
மோதிர விரல்,ਰਿੰਗ ਉਂਗਲ
பதில்,ਜਵਾਬ
எதிர் வழித்தோன்றல்,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
ஐசோமெட்ரிக் செயல்பாடு,isometric ਫੰਕਸ਼ਨ
"மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய","ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ"
"விண்ணப்ப விண்ணப்பம்,",ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ
பயன்பாட்டு டைனமிக் நிரலாக்கம்,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
பயன்படுத்தப்படும் வடிவியல்,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
பயன்பாட்டு கணிதம்,ਲਾਗੂ ਗਣਿਤ
பயன்பாட்டு புள்ளிவிவரங்கள்,ਲਾਗੂ ਅੰਕੜੇ
"தோராயமாக, தோராயமாக","ਲਗਭਗ, ਲਗਭਗ"
தோராயமாக தொடர்ச்சியான செயல்பாடு,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
"மேக்ரோ முறை, தோராய முறை","ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ"
தோராயமான தீர்வு,ਅੰਦਾਜ਼ਨ ਹੱਲ
தோராயமான பிரச்சனை,ਲਗਭਗ ਸਮੱਸਿਆ
தோராயமான சொத்து,ਲਗਭਗ ਸੰਪਤੀ
திறன் சோதனை,ਯੋਗਤਾ ਟੈਸਟ
ஆர்கான் வரைபடம்,ਆਰਗਨ ਚਿੱਤਰ
தன்னார்வ,ਸਵੈ-ਇੱਛਤ
"சீரற்ற, சீரற்ற","ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ"
தன்னிச்சையான மாறிலி,ਆਪਹੁਦਰੇ ਸਥਿਰ
இலவச உறுப்பு,ਮੁਫ਼ਤ ਤੱਤ
தன்னிச்சையான புள்ளி,ਮਨਮਾਨੀ ਬਿੰਦੂ
ஆர்க்கிமிடின் சட்டம்,ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ
ஆர்க்கிமிடிஸ் சட்டம்,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
"வில்-நீளம், வில்-நீளம்","ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ"
வட்ட வில்,ਚੱਕਰ ਚਾਪ
தலைகீழ் சைன் விநியோகம்,ਉਲਟ ਸਾਈਨ ਵੰਡ
தலைகீழ் சைன் மாற்றம்,ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ
"பகுதி, பகுதி","ਖੇਤਰ, ਖੇਤਰ"
பிராந்திய கட்டமைப்பு,ਖੇਤਰੀ ਸੰਰਚਨਾ
ஒரு கலப்பு எண்ணின் கோணம்,ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ
எண்கணித சராசரி,ਗਣਿਤ ਦਾ ਮਤਲਬ
டிஜிட்டல் செயல்பாடு,ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ
டிஜிட்டல் அலகு,ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ
"கட்டமைப்பு, ஏற்பாடு","ਸੰਰਚਨਾ, ਵਿਵਸਥਾ"
"வரிசை, வரிசை","ਐਰੇ, ਐਰੇ"
செயற்கை செயற்கைக்கோள்,ਨਕਲੀ ਉਪਗ੍ਰਹਿ
செயற்கை மாறி,ਨਕਲੀ ਵੇਰੀਏਬਲ
ஏறுவதற்கு,ਚੜ੍ਹਨ ਲਈ
ஏறுமுகம்,ਚੜ੍ਹਦਾ
அளவின் ஏறுவரிசை,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ஏறும் தரம்,ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ
அசெம்பிளர் மொழி,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ
துணை விதி,ਸਹਿਯੋਗੀ ਨਿਯਮ
ஆபரேட்டர்களின் துணை விதி,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ
துணை செயல்பாடு,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
தோழமை,ਸਾਥੀ
சராசரியாக கருதப்படுகிறது,ਮਤਲਬ ਮੰਨਿਆ
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
"கற்பனை செய்து, ஒப்புக்கொண்ட,","ਕਲਪਨਾ, ਮੰਨਿਆ"
ஜோதிடம்,ਜੋਤਿਸ਼
"விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ
வானியலாளர்*,ਖਗੋਲ ਵਿਗਿਆਨੀ*
வானியல் கடிகாரம்,ਖਗੋਲੀ ਘੜੀ
வானியல்,ਖਗੋਲ ਵਿਗਿਆਨ
சமச்சீரற்ற வளைவு,ਅਸਮਿਤ ਵਕਰ
சமச்சீரற்ற தன்மை,ਅਸਮਿਤੀ
அறிகுறியற்ற,asymptotic
மோசமாக்கும்,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
முற்போக்கான மதிப்பீட்டாளர்,ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ
பிற்போக்கு சார்பு மதிப்பீட்டாளர்,ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ
பிற்போக்கு நடத்தை,ਪਿਛਾਖੜੀ ਵਿਹਾਰ
தீவிர விநியோக செயல்பாடு,ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ
மேல்நோக்கி பரவியது,ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ
வளிமண்டல அழுத்தம்,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"தற்செயலாக,",ਬੇਤਰਤੀਬੇ
சொத்து*,ਸੰਪਤੀ*
பண்பு-மாதிரி-பொறிமுறை,ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ
ஆக்மென்ட் மேட்ரிக்ஸ்,ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ
தன்னியக்க தொடர்பு குணகம்,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
தன்னியக்க தொடர்பு செயல்பாடு,ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ
இணை மாறுபாடு,ਸਹਿਵਿਹਾਰ
தானியங்கி கணினி,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
தன்னியக்க பின்னடைவு,ਆਟੋਰਿਗਰੇਸ਼ਨ
துணை சமன்பாடு,ਸਹਾਇਕ ਸਮੀਕਰਨ
சராசரி மாதிரி எண் வளைவு (MPC வளைவு),ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ)
"கோட்பாடு, கோட்பாடு","axiom, axiom"
கோட்பாடு அணுகுமுறை,axiom ਪਹੁੰਚ
நிகழ்தகவு கோட்பாடு,ਸੰਭਾਵਨਾ axiom
அச்சு,ਧੁਰਾ
புஜக்ஷா,ਭੁਜਕਸ਼ਾ
பூமி அச்சு,ਧਰਤੀ ਦਾ ਧੁਰਾ
சுழற்சி அச்சு,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
சுழற்சி அச்சு,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
சுழல் அச்சு,ਸਪਿਨ ਧੁਰਾ
பிந்தைய மாற்று,ਪੋਸਟ ਬਦਲੀ
பின்னர்,ਬਾਅਦ ਵਿੱਚ
பின் செருகும் சூத்திரம்,ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ
"சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
சீரான வடிவமைப்பு,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
இருப்பு தாள்,ਸੰਤੁਲਨ ਸ਼ੀਟ
ஏவுகணை,ਮਿਜ਼ਾਈਲ
"பந்துவீச்சு, ஆயுதம்","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
"நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு","ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ"
"அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை","ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ"
அடிப்படை கோணம்,ਅਧਾਰ ਕੋਣ
"மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை","ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ"
"அடிப்படை, அடிப்படை,","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ"
அடிப்படை ஒத்திசைவான தீர்வு,ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ
அடிப்படை தீர்வு,ਅਧਾਰ ਹੱਲ
அடிப்படை மாறி,ਅਧਾਰ ਵੇਰੀਏਬਲ
அடித்தளம்,ਅਧਾਰ
அடிப்படை உறுப்பு,ਅਧਾਰ ਤੱਤ
அடிப்படை அணி,ਬੇਸ ਮੈਟ੍ਰਿਕਸ
திசையன் இடத்தின் அடிப்படை,ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
துணை மக்கள்தொகை அடிப்படையில்,ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ
நேர்மையற்ற,ਬੇਈਮਾਨ
bez-விதி,bez-ਨਿਯਮ
bez-theorem,ਬੇਜ਼-ਪ੍ਰਮੇਯ
பெர்னோலி-விநியோகம்,bernoulli-ਵੰਡ
பெர்னோலி எண்கள்,ਬਰਨੌਲੀ ਨੰਬਰ
பெர்னோலி நிகழ்தகவு செயல்பாடு,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
பெர்னோலி-சமன்பாடு,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
பெர்ரி செயல்பாடு,ਬੇਰੀ ਫੰਕਸ਼ਨ
சிறந்த ஒட்டுதல்,ਵਧੀਆ ਚਿਪਕਣ
சிறந்த ஒட்டுதல் வரி,ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ
சிறந்த தீர்வு,ਵਧੀਆ ਹੱਲ
சிறந்த குறிப்புகள்,ਵਧੀਆ ਸੁਝਾਅ
பீட்டா விநியோகம்,ਬੀਟਾ ਵੰਡ
"சார்பு, சார்பு","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
பாரபட்சமான மதிப்பீடு,ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ
ஈருறுப்புச் சமன்பாடு,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
ஒற்றை கவர்,ਸਿੰਗਲ ਕਵਰ
ஒற்றை அட்டை வரைபடம்,ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ
ஒற்றை அட்டை மேப்பிங்,ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ
இருபடி இருபடி,ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ
இருமுனை செயல்பாடு,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ
"இருமாறு, இருமை, இரட்டை","ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ"
"பைனரி குறியீடு, பைனரி குறியீடு","ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ"
"பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம","ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ"
பைனரி குறியாக்கம்,ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ
பைனரி கணினி,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
பைனரி எண்கள்,ਬਾਈਨਰੀ ਨੰਬਰ
பைனரி செயல்பாடு,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
பைனரி முறை,ਬਾਈਨਰੀ ਢੰਗ
பைனரி மாறி,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
ஈருறுப்புக் குணகம்,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
இருவகைப் பரவல்,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
ஈருறுப்புச் சமன்பாடு,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
இருவகை மாறுபாடு,ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ
இருமொழி வெளிப்பாடு,ਦੋਨੋਮੀ ਸਮੀਕਰਨ
ஈருறுப்பு சீரற்ற மாறி,ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
ஈருறுப்பு தேற்றம்,ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ
"பாதி, பிளவு","ਅੱਧਾ, ਵਿਭਾਜਨ"
"இரு பிரிவு முறை, அரைப்பிரிவு முறை","ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ"
அரை இருசமவெட்டி,ਅੱਧਾ ਬਾਈਸੈਕਟਰ
இருவகை,"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ"
"ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்","ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ"
ஈருறுப்பு இருவகைப் பரவல் இருவகை,binomial binomial distribution binomial
இருவகை தொடர்பு குணகம்,ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ
இருவகை விநியோகம்,ਦੋ-ਪੱਖੀ ਵੰਡ
இருவகை இயல்பான-விநியோகம்,bivariate ਸਧਾਰਨ-ਵੰਡ
பைவெக்டர்,bivector
போல்ட்மேன் சமன்பாடு,ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ
பூலியன் இயற்கணிதம்*,ਬੁਲੀਅਨ ਅਲਜਬਰਾ*
போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ
வரம்பு கட்டுப்பாடுகள்,ਸੀਮਾ ਪਾਬੰਦੀਆਂ
எல்லை நிலை,ਸੀਮਾ ਪੱਧਰ
எல்லைக் கோடு,ਸੀਮਾ ਰੇਖਾ
வரம்பு மதிப்பு,ਸੀਮਾ ਮੁੱਲ
எல்லை மதிப்பு பிரச்சனை,ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ
"எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்,",ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ
"எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை,","ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ"
"எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்,",ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ
"எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு,",ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ
பிரவுனி இயக்கம்,ਭੂਰੀ ਮੋਸ਼ਨ
கணக்கெடுக்க,ਗਣਨਾ ਕਰਨ ਲਈ
கணக்கீடு,ਗਣਨਾ
