Marathi,Gujarati
फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट),ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ)
स्वयंचलित मल्टीव्हायब्रेटर,સ્વચાલિત મલ્ટિવાઇબ્રેટર
फ्लोटिंग मल्टीव्हायब्रेटर,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
असममित जंक्शन,અસમપ્રમાણ જંકશન
असिंक्रोनस कॅल्क्युलेटर,અસુમેળ કેલ્ક્યુલેટર
आण्विक,પરમાણુ
अणुक्रमांक,અણુ સંખ્યા
अणु रचना,અણુ માળખું
ऑडिओ अॅम्प्लीफायर,ઓડિયો એમ્પ્લીફાયર
ऑडिओ अॅम्प्लीफायर,ઓડિયો એમ્પ્લીફાયર
ऑडिओ कॅसेट,ઓડિયો કેસેટ
ऑडिओ सर्किट,ઓડિયો સર્કિટ
ऐकण्यायोग्य वारंवारता,સાંભળી શકાય તેવી આવર્તન
स्वयंचलित व्होल्टेज नियंत्रण,આપોઆપ વોલ્ટેજ નિયંત્રણ
हिमस्खलन,હિમપ્રપાત
सरासरी डिटेक्टर,સરેરાશ ડિટેક્ટર
अक्षीय मोड,અક્ષીય મોડ
अक्षीय प्रमाण,અક્ષીય ગુણોત્તર
अँटेना,એન્ટેના
बॅक इलेक्ट्रोमोटिव्ह फोर्स,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
मागील क्षेत्र,પાછળનો વિસ્તાર
परत स्कॅटर,પાછા સ્કેટર
पार्श्वभूमी शुल्क,પૃષ્ઠભૂમિ ચાર્જ
बाजूचा आवाज,બાજુનો અવાજ
प्रतिगामी,પ્રત્યાગમન
पोस्टरियर इरॅडिएशन,પશ્ચાદવર્તી ઇરેડિયેશન
बॅकवर्ड डायोड / बॅकवर्ड डायोड,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
बॅकवर्ड वेव्ह ऑसिलेटर,બેકવર્ડ વેવ ઓસિલેટર
"अडथळा, अडथळा","અવરોધ, અવરોધ"
अडथळा,અવરોધ
संतुलित पूल,સંતુલિત પુલ
संतुलित मॉड्युलेटर,સંતુલિત મોડ્યુલેટર
संतुलित मॉड्युलेटर,સંતુલિત મોડ્યુલેટર
संतुलित सर्किट,સંતુલિત સર્કિટ
संतुलित ग्रेडियंट डिटेक्टर,સંતુલિત ઢાળ ડિટેક્ટર
वर्तमान स्टॅबिलायझर प्रतिरोध,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
बोलोमीटर,બોલોમીટર
बोलोमीटर पूल,બોલોમીટર પુલ
फुगा,બલૂન
केळी जॅक,બનાના જેક
केळी प्लग,બનાના પ્લગ
"पट्टी, पट्टी","બેન્ડ, પાટો"
बँड चालक,બેન્ડ ડ્રાઈવર
बँड ऊर्जा,બેન્ડ ઊર્જા
बँड अंतर,બેન્ડ ગેપ
बॅडपार्क अॅम्प्लीफायर,બેડપાર્ક એમ્પ્લીફાયર
बँड पास फिल्टर,બેન્ડ પાસ ફિલ્ટર
बॉड रेट जनरेटर,બાઉડ રેટ જનરેટર
banddispersion,banddispersion
बँड रेझिस्टर,બેન્ડ રેઝિસ્ટર
बँड ब्रेकर फिल्टर,બેન્ડ બ્રેકર ફિલ્ટર
बँड विस्तार,બેન્ડ વિસ્તરણ
बँड रिमूव्हर फिल्टर,બેન્ડ રીમુવર ફિલ્ટર
बँड विस्तार विक्षेप गुणक,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
बँड विस्तार अंतर गुणक,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"बीम कॅपेसिटर, बँक कॅपेसिटर","બીમ કેપેસિટર, બેંક કેપેસિટર"
"बार्कर कोड, बार्कर कोड","બાર્કર કોડ, બાર્કર કોડ"
barravaugen निकष,barravaugen માપદંડ
बॅरेटर,બેરેટર
अडथळा,અવરોધ
इन्सुलेट कॅपेसिटर,ઇન્સ્યુલેટીંગ કેપેસિટર
अडथळा ऊर्जा,અવરોધ ઊર્જા
रेझिस्टर व्होल्टेज,રેઝિસ્ટર વોલ્ટેજ
बार्टलेट विंडो,બાર્ટલેટ વિન્ડો
"आधार, आधार","આધાર, આધાર"
बेस बँड,આધાર બેન્ડ
बेस बँड ट्रान्समिशन,બેઝ બેન્ડ ટ્રાન્સમિશન
बेस चार्ज,બેઝ ચાર્જ
बेस करंट,આધાર પ્રવાહ
मूळ वर्तमान स्रोत,આધાર વર્તમાન સ્ત્રોત
बेस कातरणे,આધાર ઉતારવું
आधार मदन,આધાર મદન
बेस एमिटर फीड,આધાર ઉત્સર્જક ફીડ
बेस एमिटर जंक्शन,આધાર ઉત્સર્જક જંકશન
बेस इंजेक्शन,બેઝ ઈન્જેક્શન
ग्राउंड लाईन,જમીન રેખા
बेस प्रतिकार,આધાર પ્રતિકાર
मूळ स्रोत,આધાર સ્ત્રોત
बेस विस्तार प्रतिकार,આધાર વિસ્તરણ પ્રતિકાર
बेस विस्तार प्रतिकार,આધાર વિસ્તરણ પ્રતિકાર
बेस जाडी,આધાર જાડાઈ
बेस प्रवेश,બેઝ એક્સેસ
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
बेस कलेक्टर करार,આધાર કલેક્ટર સંધિ
वास,ગંધ
बास वारंवारता,બાસ આવર્તન
बॅटरी,બેટરી
बॉड,બાઉડ
बॉड दर,બાઉડ દર
बॉड रेट जनरेटर,બાઉડ રેટ જનરેટર
बोडो कोड,બોડો કોડ
"सिग्नल, बीकन","સંકેત, દીવાદાંડી"
"माणिका, बीड","મણિકા, બીડ"
मॅनिक कॅपेसिटर,મેનિક કેપેસિટર
मणिकर्तपी प्रतिरोधक,મણિકર્તાપિ પ્રતિરોધકો
"बीम अँटेना, बीम अँटेना","બીમ એન્ટેના, બીમ એન્ટેના"
बीम डिटेक्टर,બીમ ડિટેક્ટર
बीम पॉवर नळी,બીમ પાવર નળી
बीम स्विचिंग नोजल,બીમ સ્વિચિંગ નોઝલ
तुळई विस्तार,બીમ વિસ્તરણ
बीट वारंवारता,હરાવ્યું આવર્તન
बीट-फ्रिक्वेंसी ऑसिलेटर,બીટ-ફ્રિકવન્સી ઓસિલેટર
पल्स ऑसिलेटर,પલ્સ ઓસિલેટર
घंटा,બેલ
वाकणे नुकसान,બેન્ડિંગ નુકશાન
बेसल फिल्टर,બેસેલ ફિલ્ટર
बीटा,બેટા
b-h वक्र,b-h વળાંક
"पक्षपात, पक्षपात","પૂર્વગ્રહ, પૂર્વગ્રહ"
पूर्वाग्रह वर्तमान,પૂર્વગ્રહ વર્તમાન
पूर्वाग्रह प्रतिकार,પૂર્વગ્રહ પ્રતિકાર
दुहेरी अँटेना,ડબલ એન્ટેના
द्विदिशात्मक भार प्रवाह,દ્વિપક્ષીય લોડ વર્તમાન
द्विदिश अँटेना,દ્વિદિશ એન્ટેના
द्विदिश प्रकाश उत्सर्जक डायोड,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
द्विदिशात्मक थायरिस्टर,દ્વિપક્ષીય થાઇરિસ્ટર
bi FET तंत्रज्ञान,bi FET ટેકનોલોજી
द्वि-बिंदू ट्रान्सफॉर्मर,બાય પોઇન્ટ ટ્રાન્સફોર્મર
दुहेरी संलयन,ડબલ ફ્યુઝન
द्विपक्षीय सर्किट,દ્વિપક્ષીય સર્કિટ
बायनरी,દ્વિસંગી
बायनरी बेरीज,દ્વિસંગી રકમ
बायनरी सर्किट,દ્વિસંગી સર્કિટ
बायनरी कोडेड दशांश,દ્વિસંગી કોડેડ દશાંશ
बायनरी कोडेड दशांश प्रणाली,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
बायनरी द्विध्रुवीय कॅपेसिटर,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
बायनरी कॅल्क्युलेटर,દ્વિસંગી કેલ્ક્યુલેટર
बायनरी कॅल्क्युलेटर,દ્વિસંગી કેલ્ક્યુલેટર
बायनरी डीकोडर,દ્વિસંગી ડીકોડર
बायनरी शिडी,દ્વિસંગી નિસરણી
बायनरी पॅथोमीटर,બાઈનરી પેથોમીટર
बायनरी स्थिती,દ્વિસંગી સ્થિતિ
बायनरी-दशांश डिकोडर,દ્વિસંગી-દશાંશ ડીકોડર
बायनरी लोड,બાઈનરી લોડ
बायनरी शब्द,દ્વિસંગી શબ્દો
द्विध्रुवीय,દ્વિધ્રુવી
द्विध्रुवीय कॅपेसिटर,બાયપોલર કેપેસિટર
द्विध्रुवीय उपकरण,દ્વિધ્રુવી ઉપકરણ
द्विध्रुवीय स्रोत,દ્વિધ્રુવી સ્ત્રોત
द्विध्रुवीय ट्रान्झिस्टर,બાયપોલર ટ્રાંઝિસ્ટર
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
चतुर्भुज फिल्टर,ચતુર્ભુજ ફિલ્ટર
दुहेरी स्थिती,ડબલ સ્થિતિ
दोन-स्टेज मल्टीव्हायब्रेटर,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
द्विदिशात्मक रिले,દ્વિપક્ષીય રિલે
biphasic स्थिती,બે તબક્કાની સ્થિતિ
दोन-स्थिती ट्रिगर,બે-સ્થિતિ ટ્રિગર
बिट त्रुटी,બીટ ભૂલ
बिट त्रुटी दर,બીટ ભૂલ દર
बिट त्रुटी,બીટ ભૂલ
बिटकल त्रुटी,બિટકલ ભૂલ
आंधळा बॉक्स,અંધ બોક્સ
घनरूप नाडी,કન્ડેન્સ્ડ પલ્સ
सचिव,સચિવ
सेक्रेटरी इनहिबिटर,સ્ત્રાવ અવરોધક
अंधत्व,અંધત્વ
खंड आकृती,સેગમેન્ટ ડાયાગ્રામ
अवरोधित करणे,અવરોધક અવરોધ
तुकडा हस्तांतरण,ટુકડો ટ્રાન્સફર
इंटरसेप्ट,ઇન્ટરસેપ્ટ
रेझिस्टर कॅपेसिटर,રેઝિસ્ટર કેપેસિટર
रेझिस्टर कॅपेसिटर,રેઝિસ્ટર કેપેસિટર
रेझिस्टर ऑसिलेटर,રેઝિસ્ટર ઓસિલેટર
ब्लॉकिंग ऑसिलेटर,અવરોધિત ઓસિલેટર
रेझिस्टर व्होल्टेज,રેઝિસ્ટર વોલ્ટેજ
ब्लोअर,બ્લોઅર
bode आकृती,બોડ ડાયાગ્રામ
voltzmann संबंध,વોલ્ટ્ઝમેન સંબંધ
voltzmann स्थिरांक,વોલ્ટ્ઝમેન સતત
बंध,બોન્ડ
बाउंड स्ट्रेन गेज,બંધાયેલ તાણ ગેજ
स्वयं-समर्थक अॅम्प्लिफायर,સ્વ-સહાયક એમ્પ્લીફાયર
बुलियन बीजगणित,બુલિયન બીજગણિત
बुलियन समीकरण,બુલિયન સમીકરણ
बूट Strapon,બુટ Strapon
बूथचे अल्गोरिदम,બૂથનું અલ્ગોરિધમ
बूटस्ट्रॅप प्रिझम सर्किट,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
bosscutts नियम,bosscutts નિયમ
बोस-चौधरी हॉकेनहॅम (BCH) कोड,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"उडी, उडी","કૂદકો, કૂદકો"
बद्ध इलेक्ट्रॉन,બંધાયેલ ઇલેક્ટ્રોન
ब्रॅग रिफ्लेक्टर,બ્રેગ રિફ્લેક્ટર
गुंफलेली तार,ગૂંથેલા વાયર
शाखा,શાખા
शाखा,શાખાઓ
प्रयोग मंडळ,પ્રયોગ બોર્ડ
ब्रेक झोन,બ્રેક ઝોન
ब्रेकिंग व्होल्टेज,બ્રેકિંગ વોલ્ટેજ
ब्रेकडाउन डायोड,બ્રેકડાઉન ડાયોડ
फ्रॅक्चर फिक्सेशन,અસ્થિભંગ ફિક્સેશન
ब्रेकिंग व्होल्टेज,બ્રેકિંગ વોલ્ટેજ
पूल,પુલ
ब्रिज रेक्टिफायर,પુલ સુધારક
रुंद बँड,વિશાળ બેન્ડ
ब्रॉडकास्ट बँड,બ્રોડકાસ્ટ બેન્ડ
सूक्ष्म अॅरे,અપાર્થિવ એરે
प्रसारण,પ્રસારણ
ब्रॉडकास्ट अँटेना,બ્રોડકાસ્ટ એન્ટેના
ब्रॉडकास्ट रिसीव्हर,બ્રોડકાસ્ટ રીસીવર
वारंवारता प्रसारण प्राप्तकर्ता,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
प्रसारण ट्रान्समीटर,બ્રોડકાસ્ટ ટ્રાન્સમીટર
बूस्टर अँटेना,બૂસ્ટર એન્ટેના
बस अँटेना,બસ એન્ટેના
ब्रश विसर्जन,બ્રશ નિમજ્જન
बुडबुडे आणि गेट,પરપોટા અને દરવાજો
बुडबुडू किंवा गेट,બુડબુડુ અથવા ગેટ
बबल स्मृती,બબલી મેમરી
भरपाई व्होल्टेज,વળતર આપતું વોલ્ટેજ
बफर,બફર
बफर अॅम्प्लीफायर,બફર એમ્પ્લીફાયર
बफर सर्किट,બફર સર્કિટ
बफर ऑपरेटर,બફર ઓપરેટર
बफर रजिस्टर,બફર રજીસ્ટર
बल्ब,બલ્બ
लोकसंख्या प्रभाव,વસ્તી અસર
मॅक्रो सेमीकंडक्टर उपकरण,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
घड,ટોળું
बुडलेली एक्सचेंज,ડૂબી ગયેલ વિનિમય
बुडलेला थर,ડૂબી ગયેલ સ્તર
बुडलेला संपर्क,ડૂબી ગયેલો સંપર્ક
स्फोट अॅम्प्लीफायर,બ્લાસ્ટ એમ્પ્લીફાયર
स्फोट कव्हर,બ્લાસ્ટ કવર
स्फोट गोळीबार,બ્લાસ્ટ ફાયરિંગ
स्फोट दरवाजा अॅम्प्लीफायर,વિસ્ફોટ ડોર એમ્પ્લીફાયર
बर्स्ट मोड,વિસ્ફોટ મોડ
स्फोट विभाजक,વિસ્ફોટ વિભાજક
स्फोट सिग्नल,વિસ્ફોટ સંકેત
स्फोट त्रुटी सुधारक कोड,વિસ્ફોટ ભૂલ સુધારનાર કોડ
पुरेसा,પૂરતૂ
बस बार,બસ બાર
बस संघटना,બસ સંસ્થા
बस मानक,બસ ધોરણ
फक्त क्षणिक,માત્ર ક્ષણિક
बटर वर्थ फिल्टर,માખણ વર્થ ફિલ્ટર
bnc वायर,bnc વાયર
BNC जॉइंटर,BNC જોઈન્ટર
च्या कडे,બાય-વે
बायपास कॅपेसिटर,બાયપાસ કેપેસિટર
बाइट,બાઈટ
व्ही बँड,વી બેન્ડ
सी बँड अँटेना,સી બેન્ડ એન્ટેના
तार,વાયર
वायर राउटिंग,વાયર રૂટીંગ
टेलिग्राफ दूरदर्शन,ટેલિગ્રાફ ટેલિવિઝન
कॅशे मेमरी,કેશ મેમરી
Sisim वारंवारता मानक,સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ
कॅल्क्युलेटर,કેલ્ક્યુલેટર
कॅलिब्रेशन,માપાંકન
कॉल पत्ता,કૉલ સરનામું
कॉलपिट ऑसिलेटर,કૉલપિટ ઓસિલેટર
कॅम कॉर्डर,કેમ કોર્ડર
कॅमेरा,કેમેરા
कॅमेरा नळी,કેમેરા નળી
candela,candela
मेणबत्ती शक्ती,મીણબત્તીની શક્તિ
कॅन्टिलिव्हर स्ट्रेन गेज,કેન્ટીલીવર તાણ ગેજ
धारण,હોલ્ડિંગ
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર
होल्डिंग वितरक,હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર
करार धारण,સંધિ હોલ્ડિંગ
कॅपेसिटन्स गेज,કેપેસિટેન્સ ગેજ
धारण कलेक्टर,હોલ્ડિંગ કલેક્ટર
capacitance reactance,ક્ષમતા પ્રતિક્રિયા
"कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर","કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર"
कॅपेसिटर,કેપેસિટર
कॅपेसिटर बँक,કેપેસિટર બેંક
कॅपेसिटर फिल्टर,કેપેસિટર ફિલ્ટર
कॅपेसिटर इनपुट फिल्टर,કેપેસિટર ઇનપુટ ફિલ્ટર
विंच मोटर,વિંચ મોટર
पुली सर्वो बॉडी,પુલી સર્વો બોડી
चरखी,ચરખી
पकडणे,કેપ્ચર
कॅप्चर कलम,કેપ્ચર કલમ
कॅप्चर प्रभाव,કેપ્ચર અસર
वाहक आवाज प्रमाण,વાહક અવાજ ગુણોત્તર
कार रेडिओ,કાર રેડિયો
कार्बन प्रतिरोधक,કાર્બન રેઝિસ્ટર
कार्ड रीडर,કાર્ડ રીડર
कार्डिओइड आकृती,કાર્ડિયોઇડ ડાયાગ્રામ
गाडी,વાહન
कॅरेज रिटर्न,વાહન વળતર
वाहक,વાહક
वाहक संप्रेषण,વાહક સંચાર
वाहक एकाग्रता,વાહક એકાગ્રતા
वाहक वारंवारता,વાહક આવર્તન
वाहक पुनरुत्पादन,વાહક પ્રજનન
वाहक पातळी,વાહક સ્તર
वाहक जीवन,વાહક જીવન
वाहक गतिशीलता,વાહક ગતિશીલતા
वाहक गुणाकार,વાહક ગુણાકાર
वाहक आवाज पातळी,વાહક અવાજ સ્તર
वाहक श्रेणी,વાહક શ્રેણી
वाहक पुनर्प्राप्ती सर्किट,વાહક પુનઃપ્રાપ્તિ સર્કિટ
वाहक पुनर्निवेशण,વાહક પુનઃનિર્માણ
प्रवाहकीय विखुरणे,વાહક છૂટાછવાયા
वाहक दडपशाही,વાહક દમન
वाहक पिंजरा,વાહક પાંજરું
वाहक वेग,વાહક વેગ
हाताचा तुकडा,હેન્ડ બીટ
ध्वज धरला,ધ્વજ રાખવામાં આવ્યો
"ताबा नोंदवही, ताबा नोंदवही","કબજાની નોંધણી, કબજાની નોંધણી"
पोर्टेबल जनरेटर,પોર્ટેબલ જનરેટર
कार्सन कायदा,કાર્સનનો કાયદો
काडतूस फ्यूज,કારતૂસ ફ્યુઝ
काडतूस टेप,કારતૂસ ટેપ
कॅरी फॉस्टर ब्रिज,કેરી ફોસ્ટર બ્રિજ
स्टेप अॅम्प्लीफायर,સ્ટેપ એમ્પ્લીફાયર
श्रेणीकरण,ગ્રેડેશન
कॅस्केड अॅम्प्लीफायर,કાસ્કેડ એમ્પ્લીફાયર
"Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर","કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર"
कॅसेट,કેસેટ
प्रलोभन,પ્રેરિત
कॅप्टिव्ह कोटर,કેપ્ટિવ કોટર
कॅथोड,કેથોડ
कॅथोड ट्रेलिंग,કેથોડ પાછળનું
कॅथोड ट्रेलिंग अॅम्प्लिफायर,કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર
कॅथोड ल्युमिनन्स,કેથોડ લ્યુમિનન્સ
कॅथोड साहित्य,કેથોડ સામગ્રી
कॅथोड किरण ऑसिलोस्कोप,કેથોડ રે ઓસિલોસ્કોપ
कॅथोड रे ट्यूब,કેથોડ રે ટ્યુબ
कॅथोड कण जमा करणे,કેથોડ કણો જુબાની
कॅथोड ल्युमिनन्स,કેથોડ લ્યુમિનન્સ
कॉयर फिल्टर,કોયર ફિલ્ટર
kaver फिल्टर,કેવર ફિલ્ટર
कोटोर,કોટર
एंट्रल रेडिएशन,એન્ટ્રાલ રેડિયેશન
कोटर रेझोनेटर,કોટર રેઝોનેટર
फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी),ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD)
सीडी रोम,સીડી રોમ
सीडी रोम ड्राइव्ह,સીડી રોમ ડ્રાઇવ
सेल (बॅटरी),સેલ (બેટરી)
केंद्रीय संसाधन घटक,કેન્દ્રીય સંસાધન તત્વ
केंद्रीय संसाधन युनिट,કેન્દ્રીય સંસાધન એકમ
केंद्रीय प्रोसेसर,કેન્દ્રીય પ્રોસેસર
अर्थ,સરેરાશ સ્કેલ
मध्यम वारंवारता,મધ્ય આવર્તન
मध्यम एक्झॉस्ट ट्रान्सफॉर्मर,મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર
"सिरेमिक, चिकणमाती","સિરામિક, માટી"
सिरेमिक फिलर,સિરામિક ફિલર
सिरेमिक फिल्टर,સિરામિક ફિલ્ટર
सिरेमिक साहित्य,સિરામિક સામગ્રી
सिरेमिक रेझोनेटर,સિરામિક રેઝોનેટર
सिरेमिक ध्वनी रिसीव्हर,સિરામિક સાઉન્ડ રીસીવર
सेरेनकोव्ह कॅल्क्युलेटर,સેરેનકોવ કેલ્ક્યુલેટર
सरमत,સરમત
chalcogenide,chalcogenide
कॅल्कोपायराइट,કેલ્કોપીરાઈટ
"चॅनेल, चॅनेल","ચેનલ, ચેનલ"
चॅनेल बँड विस्तार,ચેનલ બેન્ડ વિસ્તરણ
चॅनेल कोडर,ચેનલ કોડર
चॅनेल वारंवारता,ચેનલ આવર્તન
चॅनेल वर्ण,ચેનલ પાત્ર
चॅनेल वेगळे करणे,ચેનલ અલગ
चॅनेल सिद्धांत,ચેનલ સિદ્ધાંત
वर्ण जनरेटर,અક્ષર જનરેટર
वर्ण ओळख,પાત્રની ઓળખ
वैशिष्ट्यपूर्ण प्रतिबाधा,લાક્ષણિક અવબાધ
चार्ज वाहक,ચાર્જ કેરિયર
चार्ज कंट्रोल पॅरामीटर,ચાર્જ નિયંત્રણ પરિમાણ
जोडलेले उपकरण चार्ज करा,ચાર્જ જોડી ઉપકરણ
चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी,ચાર્જ જોડી રેન્ડમ એક્સેસ મેમરી
चार्ज घनता,ચાર્જ ઘનતા
चार्ज इंजेक्शन डिव्हाइस,ચાર્જ ઈન્જેક્શન ઉપકરણ
शुल्क तोटा,ચાર્જ નુકશાન
चार्ज पंपिंग,ચાર્જ પમ્પિંગ
चार्ज सेन्सिंग अॅम्प्लिफायर,ચાર્જ સેન્સિંગ એમ્પ્લીફાયર
चार्ज स्टोरेज,ચાર્જ સંગ્રહ
चार्ज केलेले कण,ચાર્જ કણો
उत्कट,જુસ્સાદાર
फ्रेम,ફ્રેમ
robyshev फिल्टर,રોબીશેવ ફિલ્ટર
बेरीज तपासा,કુલ તપાસો
वारंवारता तपासा,આવર્તન તપાસો
रासायनिक बंध,રાસાયણિક બંધન
रासायनिक बाष्प जमा करणे,રાસાયણિક વરાળ જુબાની
चाइल्ड लॉक सुविधा,ચાઇલ્ડ લોક સુવિધા
मुलाचा कायदा,બાળકનો કાયદો
चिप,ચિપ
चिप सक्रिय करणे,ચિપ સક્રિયકરણ
गुदमरणे,ગૂંગળામણ
अधूनमधून,તૂટક તૂટક
मधूनमधून अॅम्प्लिफायर,તૂટક તૂટક એમ્પ્લીફાયર
मधूनमधून अॅम्प्लिफायर,તૂટક તૂટક એમ્પ્લીફાયર
मधूनमधून मोड,તૂટક તૂટક મોડ
क्रोमा अॅम्प्लीफायर,ક્રોમા એમ્પ્લીફાયર
व्यक्तिचित्रण आकृती,લાક્ષણિકતા રેખાકૃતિ
रंगद्रव्य,પિગમેન્ટેશન
वर्तुळ आकृती,વર્તુળ રેખાકૃતિ
सर्किट,સર્કિટ
सर्किट विश्लेषण,સર્કિટ વિશ્લેષણ
सर्किट ब्रेकर,સર્કિટ બ્રેકર
सर्किट आकृती,પરિપથ આકૃતિ
सर्किट नोटेशन,સર્કિટ નોટેશન
सर्किट स्विचिंग,સર્કિટ સ્વિચિંગ
