Marathi,Telugu
आगाऊ भरणा,ముందస్తు చెల్లింపు
प्रतिकूल प्रविष्टी,ప్రతికూల ప్రవేశం
प्रतिकूल टीका,ప్రతికూల వ్యాఖ్యలు
प्रतिकूल अहवाल,ప్రతికూల నివేదిక
जाहिरात,ప్రకటన
सल्ला,సలహా
देयकाचा सल्ला,చెల్లింపు సలహా
सल्लागार समिती,సలహా సమితి
सल्लागार परिषद,సలహా మండలి
वकिली,న్యాయవాది
घडामोडी,వ్యవహారాలు
प्रतिज्ञापत्र,అఫిడవిట్
संलग्नता,అనుబంధం
पुष्टीकरण,ధృవీకరణ
होकारार्थी,ధృవీకరించేది
परवाना,స్థోమత
उपरोक्त,పైన పేర్కొన్నది
पुन्हा,అఫ్రెష్
विरुद्ध,వ్యతిరేకంగా
वय,వయస్సు
वय प्रमाणपत्र,వయస్సు ధృవీకరణ పత్రం
मताधिकार वय,ఓటు హక్కు కోసం వయస్సు
वय मर्यादा,వయో పరిమితి
एजन्सी,ఏజెన్సీ
अजेंडा,ఎజెండా
सेवानिवृत्तीचे वय,పదవీ విరమణ వయస్సు
अधोरेखित वय,పర్యవేక్షణ వయస్సు
एकत्रिकरण,సమూహనం
संताप,బాధపడ్డాడు
आंदोलन,ఆందోళన
एजीएम,AGM
करार,ఒప్పందం
करार फॉर्म,ఒప్పంద ఫారం
शेती,వ్యవసాయం
कृषी-उद्योग,అగ్రో-ఇండస్ట్రీ
मदत,సహాయం
गजर,అలారం
सतर्कता,అప్రమత్తత
उर्फ,అలియాస్
आरोप,ఆరోపణ
निष्ठा,విధేయత
युती,కూటమి
संबद्ध सेवा,అనుబంధ సేవలు
सर्व समावेशक किंमत,అన్ని కలుపుకొని ఖర్చు
अखिल भारतीय सेवा,ఆల్ ఇండియా సర్వీసెస్
वाटप,కేటాయింపు
वाटप,కేటాయింపు
वाटप पत्र,కేటాయింపు లేఖ
अ‍ॅलोटी,కేటాయింపు
परवानगीयोग्य,అనుమతించదగినది
अनुमत खर्च,అనుమతించదగిన ఖర్చులు
अपीलला परवानगी द्या,అప్పీల్‌ను అనుమతించండి
भत्ता,భత్యం
सर्व हक्क राखीव,అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది
वर्णमाला क्रम,అక్షర క్రమం
भांडण,వాగ్వాదం
वैकल्पिक,ప్రత్యామ్నాయ
पर्यायी,ప్రత్యామ్నాయం
एकत्रिकरण,సమ్మేళనం
सुधारित मसुदा,సవరించిన చిత్తుప్రతి
दुरुस्ती,సవరణ
सुविधा,సౌకర్యం
मैत्रीपूर्ण,స్నేహపూర్వక
दारूगोळा,మందుగుండు సామగ్రి
कर्जाचे or न्टायझेशन,రుణ రుణమాఫీ
रक्कम,మొత్తం
पेन्शनची रक्कम,పెన్షన్ మొత్తం
समान पोस्ट,సారూప్య పోస్ట్
विश्लेषण,విశ్లేషణ
विश्लेषणात्मक अभ्यास,విశ్లేషణాత్మక అధ్యయనం
पूर्वज,పూర్వీకుడు
सहायक उद्योग,సహాయక పరిశ్రమ
वैर,శత్రుత్వం
जोड,అనుబంధం
वर्धापनदिन,వార్షికోత్సవం
घोषणा,ప్రకటన
त्रास,కోపం
वार्षिक आर्थिक विधान,వార్షిక ఆర్థిక ప్రకటన
वार्षिक अहवाल,వార్షిక నివేదిక
वार्षिकी,యాన్యుటీ
अज्ञात,అనామక
अज्ञात तक्रार,అనామక ఫిర్యాదు
उत्तरदायित्व,జవాబుదారీతనం
उत्तरपत्रिका,జవాబు పత్రం
विरोधी,విరోధి
पूर्वज,పూర్వజన్మలు
अपेक्षित खर्च,Bean హించిన ఖర్చు
अपेक्षित उत्पन्न,Ntic హించిన ఆదాయం
अपेक्षा,Ntic హించడం
अपेक्षित जामीन,ముందస్తు బెయిల్
भ्रष्टाचारविरोधी उपाय,అవినీతి నిరోధక కొలత
अँटी-डंपिंग,యాంటీ డంపింగ్
प्राचीन,పురాతన
वर्णभेद,వర్ణవివక్ష
औदासिन्य,ఉదాసీనత
शिखर शरीर,అపెక్స్ బాడీ
दिलगिरी,క్షమాపణ
अपील,అప్పీల్
देखावा,స్వరూపం
शांतता,సంతృప్తి
अपील न्यायाधिकरण,అప్పీలేట్ ట్రిబ్యునల్
परिशिष्ट,అపెండిక్స్
उपकरण,ఉపకరణం
लागू,వర్తిస్తుంది
अर्जदार,దరఖాస్తుదారు
अर्ज,అప్లికేషన్
अर्ज,దరఖాస్తు ఫారం
लागू,అనువర్తిత
अर्ज करा,వర్తించండి
नेमणूक,నియామకం
अधिकाराची नेमणूक,నియమించే అధికారాన్ని
नियुक्ती,నియామకం
नियुक्ती पत्र,నియామక పత్రం
मंत्रिमंडळाची नेमणूक समिती,నియామకాల కమిటీ క్యాబినెట్
वेतनाचे विभाजन,వేతనాల విభజన
मूल्यमापन,అంచనా
मूल्यांकनकर्ता,మదింపుదారు
कौतुक,ప్రశంసతో
भीती,దిగులు
शिकाऊ उमेदवार,అప్రెంటిస్
संपर्क साधा,విధానం
योग्य,తగినది
योग्य कृती,తగిన చర్య
योग्य डोके,తగిన తల
विनियोग,కేటాయింపు
मान्यता,ఆమోదం
अंदाजे,సుమారు
योग्यता चाचणी,ఆప్టిట్యూడ్ పరీక్ష
अनियंत्रित,ఏకపక్ష
लवाद,మధ్యవర్తిత్వం
लवाद,మధ్యవర్తిత్వ
लवाद न्यायाधिकरण,మధ్యవర్తిత్వ ట్రిబ్యునల్
लवाद,మధ్యవర్తి
आर्किटेक्चर,వాస్తుశిల్పం
संग्रहण,ఆర్కైవ్స్
क्षेत्र,ప్రాంతం
क्षेत्र मुख्यालय,ఏరియా ప్రధాన కార్యాలయం
युक्तिवाद,వాదన
उद्भवू,తలెత్తండి
सशस्त्र सेना,సాయుధ దళాలు
व्यवस्था,అమరిక
थकबाकी,బకాయి
थकबाकी विधान,రాక ప్రకటన
आगमन अहवाल,రాక నివేదిక
गर्विष्ठपणा,అహంకారం
शस्त्रागार,ఆర్సెనల్
लेख,వ్యాసం
संघटनेचा लेख,అసోసియేషన్ వ్యాసాలు
लेख,వ్యాసాలు
चढत्या ऑर्डर,ఆరోహణ క్రమం
निश्चित करा,నిర్ధారించడం
कोठे आहे,ఎక్కడ ఉందో
पैलू,కారక
भ्रष्टाचार,ఆస్పర్షన్
हत्या,హత్య
हल्ला,దాడి
एकत्र करा,సమీకరించటం
असेंब्ली,అసెంబ్లీ
मान्यता,అస్సెంట్
ठामपणे,నొక్కి చెప్పండి
निर्धारक,మదింపుదారుడు
मूल्यांकन,అంచనా
मूल्यांकन वर्ष,అసెస్‌మెంట్ ఇయర్
मूल्यांकनकर्ता,మదింపుదారు
मालमत्ता,ఆస్తులు
असिशात,కేటాయించిన
असाइनमेंट,అసైన్‌మెంట్
असाइनर,అసైనర్
सहाय्य,సహాయం
सहयोगी,అసోసియేట్
असोसिएशन,అసోసియేషన్
शुल्काची धारणा,ఛార్జ్ యొక్క umption హ
आश्वासन,హామీ
आश्वासन कंपनी,అస్యూరెన్స్ కంపెనీ
आश्वासन,భరోసా
सूट वर,డిస్కౌంట్ వద్ద
अणु शक्ती,అణు శక్తి
समम वर,పార్ వద్ద
प्रीमियमवर,ప్రీమియం వద్ద
संलग्न करा,అటాచ్
संलग्न कार्यालय,జతచేయబడిన కార్యాలయం
संलग्नक,అటాచ్మెంట్
संलग्नक ऑर्डर,అటాచ్మెంట్ ఆర్డర్
प्राप्ती,సాధించడం
प्रयत्न,ప్రయత్నం
उपस्थिती,హాజరు
उपस्थिती नोंदणी,హాజరు రిజిస్టర్
उपस्थिती स्लिप,హాజరు స్లిప్
लक्ष,శ్రద్ధ
प्रमाणीकरण,ధృవీకరణ
प्रमाणित प्रत,ధృవీకరించబడిన కాపీ
वृत्ती,వైఖరి
आकर्षक पगार,ఆకర్షణీయమైన జీతం
लिलाव,వేలం
लिलाव,వేలంపాట
लिलाव विक्री,వేలం అమ్మకం
प्रेक्षक,ప్రేక్షకులు
ऑडिओ-व्हिज्युअल प्रदर्शन,ఆడియో-విజువల్ డిస్ప్లే
ऑडिओ-व्हिज्युअल प्रसिद्धी,ఆడియో-విజువల్ పబ్లిసిటీ
ऑडिट,ఆడిట్
ऑडिट खाती,ఆడిట్ చేసిన ఖాతాలు
ऑडिट बॅलन्स शीट,ఆడిట్ చేసిన బ్యాలెన్స్ షీట్
ऑडिटिंग,ఆడిటింగ్
ऑडिट आक्षेप,ఆడిట్ అభ్యంతరం
ऑडिटरचा अहवाल,ఆడిటర్ నివేదిక
सभागृह,ఆడిటోరియం
ऑडिट परिच्छेद,ఆడిట్ పేరా
ऑडिट अहवाल,ఆర్థిక లెక్కల నివేదిక
कठोरता,కాఠిన్యం
कठोरपणाचे उपाय,పొదుపు చర్యలు
अस्सल,ప్రామాణికమైన
अधिकृत प्रतिनिधी,అధీకృత ప్రతినిధి
अधिकृत,అధికారిక
अधिकार,అధికారం
प्राधिकरण पत्र,అధికారం లేఖ
अधिकृत,అధికారం
अधिकृत भांडवल,అధీకృత మూలధనం
स्वयंचलित,ఆటోమేటిక్
स्वायत्त,స్వయంప్రతిపత్తి
स्वायत्त शरीर,అటానమస్ బాడీ
स्वायत्तता,స్వయంప్రతిపత్తి
सहाय्यक,సహాయక
उपलब्ध,అందుబాటులో ఉంది
सरासरी,సగటు
सरासरी रजा,సగటు సెలవు
प्रतिकार,విరక్తి
टाळतो,అవర్ట్
टाळा,నివారించండి
कर टाळणे,పన్నును నివారించడం
प्रतीक्षा केली,వేచి ఉంది
पुरस्कार,అవార్డు
पुरस्कार प्राधिकरण,అథారిటీ అవార్డు
जागरूकता,అవగాహన
बॅकडेटेड,బ్యాక్‌డేటెడ్
पार्श्वभूमी,నేపథ్య
परत लॉग,బ్యాక్ లాగ్
मागे होणे,బ్యాక్ అవుట్
परत संदर्भ,వెనుక సూచన
बॅक अप,బ్యాకప్
मागास वर्ग,వెనుకబడిన తరగతులు
मागास जमाती,వెనుకబడిన తెగ
वाईट सौदा,చెడు బేరం
वाईट वागणं,చెడు ప్రవర్తన
वाईट वर्ण,చెడ్డ పాత్ర
वाईट हवामान भत्ता,చెడు వాతావరణ భత్యం
वाईट आचरण,చెడు ప్రవర్తన
वाईट कर्ज,చెడు రుణం
सामान,సామాను
जामीन,బెయిల్
शिल्लक,సంతులనం
शिल्लक खाली आणले,బ్యాలెన్స్ తగ్గింది
शिल्लक पुढे आणले,బ్యాలెన్స్ ముందుకు తెచ్చింది
संतुलित बजेट,సమతుల్య బడ్జెట్
शिल्लक पत्रक,బ్యాలెన్స్ షీట్
मतपत्रिका,బ్యాలెట్
मतपेटी,వోట్లు వేసే డబ్బా
मतपत्रिका,బ్యాలెట్ పేపర్
बंदी,నిషేధం
बँक,బ్యాంక్
बँक खाते,బ్యాంకు ఖాతా
बँक बॅलन्स,బ్యాంక్ బ్యాలెన్స్
बँक शुल्क,బ్యాంకు చార్జీలు
बँक हमी,బ్యాంకు హామీ
बँक सुट्टी,బ్యాంకు సెలవు
बँकिंग सुविधा,బ్యాంకింగ్ సౌకర్యం
बँकिंग तास,బ్యాంకింగ్ గంటలు
बँकिंग व्यवहार,బ్యాంకింగ్ లావాదేవీ
बँक दर,బ్యాంక్ రేటు
बँक सलोखा,బ్యాంకు సయోధ్య
दिवाळखोर,దివాళా
बँक सुरक्षा,బ్యాంక్ భద్రత
बँक स्टेटमेंट,బ్యాంకు వాజ్ఞ్మూలము
मेजवानी,విందు
बार कौन्सिल,బార్ కౌన్సిల్
सौदा,బేరం
बार्गेनिंग,బేరసారాలు
नापीक जमीन,బంజరు భూమి
बार्टर,బార్టర్
पाया,బేస్
निराधार,నిరాధారమైన
तळघर,బేస్మెంట్
बेस वर्ष,బేస్ ఇయర్
मूलभूत,ప్రాథమిక
मूलभूतपणे,సాధారణంగా
मूलभूत बुद्धिमत्ता,ప్రాథమిక మేధస్సు
मूलभूत वेतन,ప్రాథమిక వేతనం
मूलभूत वेतन,ప్రాథమిక స్థాయి వేతనం
मूलभूत प्रशिक्षण,ప్రాథమిక శిక్షణ
आधार,ఆధారంగా
बॅच,బ్యాచ్
बिल्ला क्रमांक,బ్యాచ్ సంఖ్య
वाहक तपासणी,బేరర్ చెక్
उद्धृत करण्यापूर्वी,ఉదహరించడానికి ముందు
वर्तन,ప్రవర్తన
विश्वास,నమ్మకం
समम खाली,పార్ క్రింద
खंडपीठ,బెంచ్
बेंचमार्क,బెంచ్ మార్క్
फायदेशीर,ప్రయోజనకరమైనది
लाभार्थी,లబ్ధిదారుడు
फायदा,ప్రయోజనం
संशयाचा फायदा,సందేహం యొక్క ప్రయోజనం
परोपकार,బెనెవోలెన్స్
बेनिव्हॉलेंट फंड,బెనెవోలెంట్ ఫండ్
निर्विकार,Bequeath
वकील,బీక్వెస్ట్
शोक,మరణించారు
सर्वोत्तम प्रयत्न,ఉత్తమ ప్రయత్నాలు
बेटरमेंट,మంచి
पूर्वाग्रह,బయాస్
पक्षपाती मत,పక్షపాత అభిప్రాయం
ग्रंथसूची,గ్రంథ పట్టిక
द्विवार्षिक,ద్వైవార్షిక
द्विपक्षीय,విభజన
बिगॅमी,బిగామి
द्विपक्षीय,ద్వైపాక్షిక
द्विभाषिक,ద్విభాషా
द्विभाषिक,ద్విమకరణ
बिल,బిల్లు
विनिमयाची पावती,మార్పిడికి సంభంధించిన బిల్లు
द्विपक्षीय अहवाल,బిమోంత్లీ రిపోర్ట్
बंधनकारक,బైండింగ్
बायोडाटा,బయోడేటా
द्विपक्षीय,బైపార్టైట్
द्विपक्षीय करार,ద్వైపాక్షిక ఒప్పందం
वर्धापन दिन,జనన వార్షికోత్సవం
जन्म प्रमाणपत्र,జనన ధృవీకరణ పత్రం
जन्म नियंत्रण,జనన నియంత్రణ
जन्मदिनांक,పుట్టిన తేదీ
जन्म ठिकाण,పుట్టిన ప్రదేశం
जन्म दर,జనన రేటు
द्विपक्षीय,వారం వారం
काळा अर्थव्यवस्था,బ్లాక్ ఎకానమీ
काळा यादी,బ్లాక్ జాబితా
ब्लॅकमेल,బ్లాక్ మెయిల్
काळा बाजार,చీకటి వ్యాపారం
दोष,నింద
रिक्त तपासणी,ఖాళీ చెక్
ब्लँकेट डील,దుప్పటి ఒప్పందం
ब्लँकेट ऑर्डर,దుప్పటి క్రమము
ब्लास्ट,పేలుడు
मिश्रण,బ్లెండింగ్
ब्लॉक,బ్లాక్
नाकेबंदी,దిగ్బంధనం
अवरोधित भांडवल,నిరోధించబడిన మూలధనం
ब्लॉक लेटर,పెద్ద అక్షరం
रक्तदान,రక్త దానం
रक्त संबंध,రక్త సంబంధాలు
ब्लू कॉलर जॉब,బ్లూ కాలర్ ఉద్యోగం
ब्लूप्रिंट,బ్లూప్రింట్
ब्लफ,బుకాయింపు
बोर्ड,బోర్డు
बोर्डिंग आणि लॉजिंग,బోర్డింగ్ మరియు బస
संचालक मंडळ,బోర్డు డైరెక్టర్లు
महसूल मंडळ,రెవెన్యూ బోర్డ్
शरीर,శరీరం
अंगरक्षक,బాడీగార్డ్
बोगस व्हाउचर,బోగస్ వోచర్
बोनाफाइड्स,బోనఫైడ్స్
बाँड,బాండ్
बंधनकारक कामगार,బంధిత శ్రమ
बोनस,ఉపరి లాభ బహుమానము
बुकिंग कार्यालय,నమోదు కార్యాలయం
बुक-कीपर,పుస్తక కీపర్
पुस्तक ठेवणे,బుక్ కీపింగ్
पुस्तिका,బుక్‌లెట్
संदर्भ पुस्तक,రిఫరెన్స్ పుస్తకం
पुस्तक मूल्य,పుస్తకం విలువ
बूथ,బూత్
बूथ कॅप्चरिंग,బూత్ సంగ్రహించడం
सीमा भत्ता,సరిహద్దు భత్యం
सीमारेषा,సరిహద్దు రేఖ
कर्जदार,రుణగ్రహీత
कर्ज घेण्याची शक्ती,రుణాలు తీసుకునే శక్తి
बॉस,బాస్
अडथळा,అడ్డంకి
कंस,బ్రాకెట్
सीमा,సరిహద్దు
बहिष्कार,బహిష్కరణ
बुध्दीमानांची गळती,మెదడు కాలువ
शाखा कार्यालय,శాఖ కార్యాలయం
उल्लंघन,మించే
कराराचा भंग,ఒప్పందం ఉల్లంఘన
आत्मविश्वासाचा भंग,విశ్వాసం ఉల్లంఘన
करारभंग,ఒప్పంద ఉల్లంఘన
शिस्तीचा भंग,క్రమశిక్షణ ఉల్లంఘన
कायद्याचा भंग,చట్ట ఉల్లంఘన
शांततेचा भंग,శాంతి ఉల్లంఘన
विशेषाधिकार उल्लंघन,ప్రత్యేక హక్కు ఉల్లంఘన
वचन उल्लंघन,వాగ్దానం ఉల్లంఘన
नियम उल्लंघन,నియమం ఉల్లంఘన
विश्वास उल्लंघन,అవిశ్వాసం
ब्रेक,విచ్ఛిన్నం
यंत्रातील बिघाड,విచ్ఛిన్నం
सेवेत ब्रेक,సేవలో విరామం
ब्रेक-अप,విడిపోవటం
प्रजनन,జాతి
लाच,లంచం
संक्षिप्त,క్లుప్తంగా
संक्षिप्त,బ్రీఫింగ్
संक्षिप्त सारांश,సంక్షిప్త పున ume ప్రారంభం
चमकदार रेकॉर्ड,తెలివైన రికార్డు
लक्षात घ्या,నోటీసులోకి తీసుకురండి
प्रसारण,ప్రసార
ब्रॉडशीट,బ్రాడ్‌షీట్
माहितीपत्रक,బ్రోచర్
दलाली,బ్రోకరేజ్
पुढे आणले (बी/एफ),ముందుకు తెచ్చింది (బి/ఎఫ్)
अर्थसंकल्प वाटप,బడ్జెట్ కేటాయింపు
बगेटरी कंट्रोल,బగెటరీ కంట్రోల్
अर्थसंकल्प अंदाज,బడ్జెట్ అంచనా
अर्थसंकल्प तरतूद,బడ్జెట్ నిబంధన
इमारत,కట్టడం
बल्क,చాలా మొత్తం
मोठ्या प्रमाणात खरेदी,బల్క్ కొనుగోలు
बुलेटिन,బులెటిన్
बम्पर पीक,బంపర్ పంట
रिक्त जागा,ఖాళీల బంచ్
बंगळ,బంగ్లింగ్
नोकरशाही,బ్యూరోక్రసీ
नोकरशाही,బ్యూరోక్రాట్
व्यवसाय वर्ग,వ్యాపార తరగతి
व्यवसाय तास (= व्यवसायाचे तास),వ్యాపార గంటలు (= వ్యాపారం యొక్క గంటలు)
व्यापारी,వ్యాపారవేత్త
परत खरेदी,కొనండి
खरेदीदार,కొనుగోలుదారు
बाय निवडणूक (= निवडणुकीद्वारे),బై ఎన్నిక (= ఎన్నికల ద్వారా)
हाताने तयार केलेल्या,చేతి ద్వారా
पोस्टाने,పోస్ట్ ద్వారా
केबिन बॅगेज,క్యాబిన్ సామాను
कपाट,క్యాబినెట్
केडर,కేడర్
आपत्ती,విపత్తు
गणना,లెక్కింపు
कॅलेंडर वर्ष,క్యాలెండర్ సంవత్సరం
मोहीम,ప్రచారం
कॅम्पस,క్యాంపస్
कॅम्पस मुलाखत,క్యాంపస్ ఇంటర్వ్యూ
रद्द करा,రద్దు చేయండి
रद्द,రద్దు
उमेदवार,అభ్యర్థి
उमेदवारी,అభ్యర్థిత్వం
कॅनव्हासिंग,కాన్వాసింగ్
क्षमता,సామర్ధ్యం
सक्षम,సామర్థ్యం
क्षमता,సామర్థ్యం
भांडवल,రాజధాని
भांडवली खर्च,మూలధన వ్యయం
फाशीची शिक्षा,మరణశిక్షను
कॅपिटेशन फी,క్యాపిటేషన్ ఫీజు
कॅप्चर,క్యాప్చర్
काळजी,సంరక్షణ
करिअर,కెరీర్
करिअर विकास,కెరీర్ అభివృద్ధి
काळजीवाहू सरकार,కేర్ టేకర్ ప్రభుత్వం
पुढे नेले (सी/एफ),ముందుకు తీసుకువెళ్లారు (సి/ఎఫ్)
पुढे जा,ముందుకు తీసుకెళ్లు
वाहून नेणारा खर्च,మోసే ఖర్చు
वर जा,తీసుకువెళ్ళండి
कार्टेज,కార్టేజ్
केस,కేసు
केस स्टडी,సందర్భ పరిశీలన
रोख,నగదు
रोख शिल्लक,నగదు బ్యాలెన్స్
रोख पुस्तक,నగదు పుస్తకం
रोख कार्ड,నగదు కార్డు
रोख प्रमाणपत्र,నగదు ధృవీకరణ పత్రం
रोख काउंटर,నగదు కౌంటర్
नगदी पिक,వాణిజ్య పంట
रोख सूट,నగదు తగ్గింపు
कॅश डाउन,నగదు డౌన్
हातात रोख,చేతిలో నగదు
रोख मेमो,నగదు మెమో
रोख देय,నగదు చెల్లింపు
जात,కులం
जातीचे प्रमाणपत्र,కుల ధృవీకరణ పత్రం
कास्टिंग मत,కాస్టింగ్ ఓటు
प्रासंगिक,సాధారణం
प्रासंगिक कामगार,సాధారణం శ్రమ
प्रासंगिक रजा,సాధారణం సెలవు
कॅज्युअल्टी,ప్రమాదం
प्रासंगिक रिक्त जागा,సాధారణం ఖాళీ
कॅटलॉग,జాబితా
वर्गीकरण,వర్గీకరణ
वर्ग,వర్గం
केटरिंग सेवा,భోజన సౌకర్యం కలిగించే వారు
सावधगिरी,జాగ్రత్త
सावधगिरीचे पैसे,జాగ్రత్త డబ్బు
आग बंद करा,అగ్నిని ఆపండి
"कमाल मर्यादा (""किंमत"" म्हणून)","పైకప్పు (""ధర"" గా)"
उत्सव,వేడుక
सेल फोन,సెల్ ఫోన్
सेन्सॉर,సెన్సార్
सेन्सॉर,అభిశంసన
सेन्सॉर मोशन,సెన్సర్ మోషన్
जनगणना,జనాభా లెక్కలు
मध्यवर्ती उपकर,సెంట్రల్ సెస్
केंद्रीय नागरी सेवा नियम,కేంద్ర పౌర సేవా నియమాలు
केंद्रीय उत्पादन शुल्क,సెంట్రల్ ఎక్సైజ్
केंद्र सरकार,కేంద్ర ప్రభుత్వం
केंद्रीकरण,కేంద్రీకరణ
केंद्रीकृत सेवा,కేంద్రీకృత సేవ
मध्यवर्ती अनुदानीत योजना,కేంద్ర నిధుల పథకం
