Punjabi,Kannada
ਖੇਤੀਬਾੜੀ ਮਾਰਕੀਟਿੰਗ,ಕೃಷಿ ಮಾರಾಟ
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
ਖੇਤੀ ਬਾੜੀ,ಕೃಷಿ
ਐਗਰੀਸਿਲਵੀਕਲਚਰ,ಕೃಪಣಸಾಮರಿ
ਖੇਰਤ,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು
ਅਗਾਹੀਵੋਲੋਜੀ,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ
ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ,ಕೃಷಿ ವಲಯ
ਐਗਰੋਫੋਰੈਸਟਰੀ,ಕೃಚಾರಕ
ਖੇਤੀਬਾਜੀ,ಕೃಷಿ ಶಾಸ್ತ್ರ
ਖੇਤੀਬਾੜੀ,ಕೃಷಿ ವಿಜ್ಞಾನ
ਐਗ੍ਰੋਪਾਸਟਰਲ,ಅಬ್ವಿಶರ
ਸ਼ਿਕਾਰ,ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್
ਐਗਰੋਸਟੋਲੋਜੀ,Agrostology
ਐਗਰੋਟਾਈਪ,ಕೃಪೆ
ਏਅਰ ਪੌਦਾ,ಗಾಳಿ ಸಸ್ಯ
ਅਕੀਓਚੀ ਮਿੱਟੀ,ಅಕೋಚಿ ಮಣ್ಣು
ਅਲਮੀਨੀਜ਼ਮ,ಆಲ್ಬೋ
ਐਲਫਿਸੋਲਸ,ಆಲ್ಫಿಸೋಲ್ಸ್
ਐਲਗੀ,ಪಾಚಿ
ਐਲਗਲ ਰੋਗ,ಪಾಚಿಯ ಕಾಯಿಲೆ
ਅਲਕਾਲੀ ਪਾਣੀ,ಕ್ಷಾರ ನೀರು
ਐਲਕਲੀਨ,ಕ್ಷಾರೀಯ
ਐਲੀਲੇ,ಇಳಿಜಾರು
ਐਲਲੋਕਲਿਕਸ,ಆಲಿನೋಕೆಮಿಕಲ್ಸ್
ਅਲੇਲੋਮੋਰਫ,ಅನನುಕಣ
ਅਲੇਲੋਪੈਥੀ,ಅಲಲೋಪತಿ
ਐਲੀ ਫਸਲ,ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್
ਅਲੋਕਰੇਪੀ,ನಿಯೋಜಕ
ਆਲੋਗਮ,ಅಲೋಗಮಿ
ਐਲੋਮੈਟਰੀ,ಮಾಪಕ
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,ಸೂತ್ರ
ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ),ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್)
ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ,ಪರ್ಯಾಯ ಬೇರಿಂಗ್
ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ
ਅੰਬੀਨਟ,ಸುತ್ತುವರಿಯುವ
ਅਮਜੀਗਤ,ಅಚಲ
ਅਮਿਤੋਸਿਸ,ಅಮೀಟಾಸಿ
ਅਮਿਨਾਜਾਈਜ਼,ಕಸಚುಗಾರ
ਅਨੁਮੋਧ,ಅಮೋನೀಕರಣ
ਅਮੋਨੀਫਾਇਰ,ಅಮೋನಿಗೆ ಮಾಡುವವ
ਅਮੋਰਫ,ಅಬ್ಬರಿಸು
ਐਮਫੀਮਿਕਸਿਸ,ಉಭಯಮತ್ರ
ਐਮਫੋਟੇਰਿਕ,ಉದ್ದವಾದ
ਐਨਾਬੋਲਿਜ਼ਮ,ಅನಾಬಾಲಿಸಂ
ਅਨੀਰੋਬ,ಬಯೆರೋಲೆ
ਅਨੀਉਟਲੋਇਡ,ಅನೆಲಾಯ್ಡ್
ਕੋਣ ਲਾਉਣਾ,ಕೋನ ನೆಡುವುದು
ਪਸ਼ੂ ਪਾਲਣ,ಪಶುಸಂಗೋಪನೆ
ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ,ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ
Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ,ಅನಿಮೇಟ್ ಎನರ್ಜಿ
ਅਨੀਸੋਪਲੋਇਡ,ಹದಮೆರಗಿ
ਸਾਲਾਨਾ ਪੌਦਾ,ವಾರ್ಷಿಕ ಸಸ್ಯ
ਸਾਲਾਨਾ,ವಾರ್ಷಿಕ
ਐਥੇਸਮਿਸ,ಸ ೦ ಗೀತ
ਐਂਥ੍ਰੈਕਸ,ಆಂಥ್ರಾಕ್ಸ್
ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ,ಮಾನವಜನ್ಯದ ಅಂಶ
ਐਂਟੀਬਾਇਸਿਸ,ಪ್ರತಿಜೀವಕ
ਐਂਟੀਬਾਇਓਟਿਕ,ಪ್ರತಿಜೀವಕ
ਐਂਟੀਡੋਟਾ,ಪ್ರತಿವಿಷ
ਐਂਟੀਆਕਸੀਡੈਂਟਸ,ಆವರಣಕಾರಕ
Antitoxin,ಪ್ರತಿಚರಣ
ਐਨਾਬੁਲਸ,ಉಚ್ಚಾರಣಾ
Aphid,ಮುನಸು
Apical ਮੁਕੁਲ,ಸುಲಿಯ ಮೊಗ್ಗು
ਏਪਿਕਲ ਦਬਦਬਾ,ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ
Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ),ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್)
ਅਪੋਮਿਕਸ,ತಿಕ್ಕಲು
ਅਪੋਪੋਟੋਸਿਸ,ಅಪಶೂನ್ಯತೆ
ਅੰਤਿਕਾ,ಅನುಬಂಧ
ਭੁੱਖ,ಜೀರ್ಣಕಾರಕವಾಗಿ
ਲਾਗੂ ਕੀਤਾ,ಅನ್ವಯಿಕ
ਐਕੁਆਟਿਕ ਬੂਟੀ,ಜಲಚರಗಳು
ਅਰਬੋਰੀਅਲ,ಆಕ್ಷರ
ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ,ಗುಂಡಿನ ಕವಚ
ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
ਖੇਤਰ ਦੇ ਅੰਕੜੇ,ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು
ਖੇਤਰ,ಪ್ರದೇಶ
ਐੱਫ.ਡੀ.ਆਈ.,ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
ਅਰਿਲ,ಹದಮೆರಗಿ
ਖੁਸ਼ਬੂ,ಸುವಾಸನೆ
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,ಆರ್ಯ ಸಸ್ಯ
ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ,ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ
ਐਰੋਇੰਗ,ಬಾಣ
Espesisis,ಕಸ ರೋಗಿಗಳು
Sseptic,ಅಸೆಪ್ಟ್
ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ,ಅಲೈಂಗಿಕ ಪ್ರಸಾರ
ਅਨੀ,ಪರಾಕ್ರಮ
ਸੰਪਤੀ,ಸ್ವಸಮಾನಗಳು
ਸਹਿਯੋਗ,ಏಕೀಕರಣ
ਐਸੋਸੀਏਸ਼ਨ,ಸಂಘ
ਤੂਫਾਨੀ,ತಗ್ಗು
ਅਸਟੀਪਿਸਿਸ,ಕಸ ರೋಗ
ਅਟਵੀਵਾਦ,ಅಟಾವ್ ವಾದ
ਐਟੋਮਾਈਜ਼ਰ,ವ್ಯಭಿಚಾರಿ
ਸ਼ੋਸ਼ਣ,ಕ್ಷೀಣತೆ
ਆਟੋਗ੍ਰਾਮ,ಸ್ವಯಂಚಾಲಿತ
ਆਟੋਲਿਸਸਿਸ,ಆಟೊಲಿಸಿಸ್
ਆਟੋਮਿਡੇਸ਼ਨ,ದಾಟುವಿಕೆ
ਆਟੋਪਲਿਪਲਾਈਡ,ಸ್ವಯಂಚಾಲನ ಫಲಕ
Auxins,ಸಮಶೀತ
ਅੱਲ (ਬ੍ਰਿਸਟਲ),AWN (ಬಿರುಗೂದಲುಗಳು)
ਬਦਾਮ,ಬಾದು
ਐਲੋ,ಅಡೆ
ਅਮੈਸ਼ਨਥਸ,ಹುಳಿ
ਅਮਮੀ,ಅಮ್ಮ
ਅੰਜਨ ਘਾਹ,ಅಂಜಾನ್ ಹುಲ್ಲು
ਐਂਥਿਰੀਅਮ,ಆಧಿವಾತ
"ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ","ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ"
ਸੇਬ,ಸೇಬು
ਖੜਮਾਨੀ,ಏಪ್ರಲಿ
ਅਰਬੀਅਨ ਜੈਸਮੀਨ,ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್
ਅਰੇਕਾ ਗਿਰੀਦਾਰ,ಅರೆನಗವ
ਅਰਜੁਨ,ಹಳ್ಳ
ਓਡੋਏਟਿਡਾ,ಅಸ್ಫೊಟಿಡಾ
ਸੁਆਹ,ಬೂದಿ ಸೋರೆಕಾಯಿ
ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ,ಅಶೋಕ ಮರ
ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ),ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ)
ਐਸਪੈਰਾਗਸ,ಶತಾವರಿ
ਆਵਾਕੈਡੋ,ಆವಕಾಡು
ਅਲਫਾਲਫਾ (LUSEREN),ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್)
ਕੀੜੀਆਂ,ಇರುವೆಗಳು
ਐਫੀਡਜ਼,ಗಿಡಹೇನುಗಳು
ਆਰਮੀ ਕੀੜੀ,ಸೈನ್ಯದ ಹುಳು
ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ,ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ
ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ,ಕೃಷಿ ವಿಜ್ಞಾನಿ
ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ,ಕೃಷಿ ಎಂಜಿನಿಯರ್
ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ,ಕೃಷಿ ವಿಜ್ಞಾನಿ
ਖੇਤੀਬਾਮੀ,ಕೃಷಿವಾದಿ
ਅਸ਼ੋਲੀ,ಕೃಷಿ ಭೌತ
ਜਾਨਵਰ ਬ੍ਰੀਡਰ,ಪ್ರಾಣಿ ತಳಿಗಾರ
ਬੇਸਿਲਸ ਵਾਇਰਸ,ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್
ਬੈਸੀਲਸ,ಗಾಡಿ
ਬੈਕਟੀਰੀਆ,ಬ್ಯಾಕ್ಟೀರಿಯಾ
ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ,ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್
ਬੈਗਸ,ಬಜಾಸ್ಸೆ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ಸಮತೋಲನ
ਸੰਤੁਲਿਤ ਖਾਦ,ಸಮತೋಲನೀಕರಣ
ਬਾਰ ਡਾਇਗਰਾਮ,ಗಿರಣಿ ರೇಖೆ
ਸੱਕ,ತೊಗಟೆ
ਬੈਰੋਮੀਟਰ,ಮಾಪಕ
ਬੰਜਰ,ಬಂಜೆ
ਅਧਾਰ,ಬೇನೆ
ਬੇਸਿਨ,ಜಲಾನಯನ ಪ್ರದೇಶ
ਬਾਸਿਪਟਲ,ಸ್ವಲ್ಪ
ਬਾਸੈਸਟਰਨੀਮ,ಬಾಸದ
ਬੇ ਮਾਨਸੂਨ,ಕೊಂಬೆ ಮಾನ್ಸುನ್
ਬੇਅਰਿੰਗ ਪੌਦਾ,ಹೊಳಪಿನ
ਬਿਸਤਰੇ,ಹಾಸಿಗೆ
ਬੇਡਰ,ದಟ್ಟಕಾರ
ਬਿਸਤਰੇ,ಹಾಸಿಗೆ
ਬੀਟ ਗੁੜ,ಬೀಟ್ ಮೊಲಾಸಸ್
ਝੁਕੋ,ಬೆನ್ನೆಲುಬು
ਬੈਲਟ,ಪಟ್ಟಿಗೆ
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ),ಪಕ್ಷಪಾತ (ಮಾದರಿ)
ਬਨੀਅਲ,ದ್ವೈವಾರ್ಷಿಕ
ਬਿਨੀਮਾਇਲ,ದ್ವಿಪದೀಯ
ਬਾਇਓਜੈਂਟ,ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ
ਬਾਇਓਸੈਲਮੇਟ,ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ
ਬਾਇਓਨੇਰਜੀ,ಜೈವಿಕ ಕರ್ತವ್ಯ
ਬਯਨੋਮਿਕਸ,ಜೈವಿಕಶಾಸ್ತ್ರ
ਬਾਇਓਰੇਟਰ,ಜೈವಿಕ ರಿಯಾಯಿತಿ
ਬਾਇਓਸਪੇਅਰ,ಜೀವಗೋಳ
ਬਾਇਓਟਿਕ,ಜೈವಿಕ
ਬਾਇਓਟਾਈਪ,ಬಯೋಟೈತನ
ਲਿੰਗੀ,ದ್ವಿಲಿಂಗಿ
ਬਲੈਂਚਿੰਗ,ಚಿರತೆ
ਧਮਾਕਾ,ಹರಡು
ਮਿਸ਼ਰਣ,ಮಿಶ್ರಣ
ਝੁਲਸਣ,ಗದ್ದಲ
ਛਾਲੇ,ಗುಳ್ಳೆ
ਨੀਲਾ ਇਨਕਲਾਬ,ನೀಲಿ ಕ್ರಾಂತಿ
ਤਲ ਗਰਮੀ ਚੈਂਬਰ,ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ
ਤਲ ਹੀਟ ਤਕਨੀਕ,ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ
ਬ੍ਰੈਨ,ಹೊಟ್ಟು
ਸ਼ਾਖਾ,ಕವಲೊಡೆ
ਬ੍ਰੀਚਲੇਟ,ಸಣ್ಣ ಕೊಂಬೆ
ਨਸਲ,ತಳಿ
ਪ੍ਰਜਨਨ,ತಳಿ
ਝਗੜਾ,ಕಂಗುರು
ਬਰੂਦ,ಸಂಸಾರ
ਉਭਰਦਾ,ಮೊಳಕೆಯ
ਬਜਟ,ಬಜೆ
ਬਫਰ,ಬಫಲು
ਬੱਲਬ,ಬಟಗು
ਬੈਂਟ,ಚೂರುಚೂರಾಗಿ
ਉਪ-ਉਤਪਾਦ,ಉಪ-ಉತ್ಪನ್ನ
ਬਾਬੂਬਦ ਬੱਬੀ,ಬಾಬುಲ್ ಅಕೇಶಿಯ
ਬੇਬੀ ਮੱਕੀ,ಬೇಬಿ ಕಾರ್ನ್
ਬਾਲ,ಬುದ್ದಿ
ਬਿਲ,ಬಾಯಿ
ਬਾਲਸਮ,ಕಸಕ
ਬਾਂਸ,ಬಿದಿರು
ਕੇਲਾ,ಬಾಳೆಹಣ್ಣು
ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ,ಆಲದ ಮರ
ਜੌ,ಬಾರ್ಲಿ
ਬਾਰਨੀਅਰ ਬਾਜਰੇ,ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ
ਤੁਲਸੀ,ತುಳಸಿ
ਬਾਸਟਰਡ ਸੀਡਰ,ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್
ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ,ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್
Bauhinia,ಮಾಟ
ਬੇ ਬੇਰੀ,ಕೊಲ್ಲಿ ಬೆರ್ರಿ
ਬੀਨ,ಹುರುಳಿ
ਚੁਕੰਦਰ,ಬೀಟ್
ਬੇਲਾਡੋਨਾ,ಬೆಲ್ಲ
ਬੇਰ,ಗಡಿ
ਸੋਰਸਮ,ಗಡಿ
ਸੁਪਾਰੀ,ಬಿಲ್ಲೆ
ਬਿਲੀਮਬੀ,ಬಿಲಿಂಬಿ
ਕੌੜਾ ਬੈਰ,ಹಾಗಲಕಾಯಿ
ਕਾਲਾ ਗ੍ਰਾਮ,ಕಪ್ಪು ಗ್ರಾಂ
ਕਾਲੀ ਨਾਈਟਸੈਡ,ಕಪ್ಪು ನೈಟ್ಶೇಡ್
ਬੌਗੇਨਵਿਲੇਸਾ,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
ਬੋਤਲ ਬੁਰਸ਼,ಬಾಟಲಿ ಕುಂಚ
ਬੋਤਲ ਬਘਿਆੜ,ಬಾಟಲಿ ಸೋರೆ
ਬਾਕਸ ਲੜੀ,ಬಾಕ್ಸ್ ಮರ
ਬਰੈੱਡ ਫਲਾਂ,ಬ್ರೆಡ್ ಹಣ್ಣು
ਵਿਆਹ ਦੀ ਨਿੰਬੂ,ವಧುವಿನ
ਬ੍ਰਿੰਜਲ,ಬಿಲ್ಲಾ
ਬ੍ਰੌਡ ਬੀਨ,ವಿಶಾಲ ಹುರುಳಿ
ਬ੍ਰੋ CC ਓਲਿ,ಕೋಸುಗಡ್ಡೆ
ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ,ಬ್ರಸೆಲ್ ಮೊಳಕೆ
ਬੱਕਵੈਟ,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್
ਬੁਟੀਆ,ದೆವ್ವ
ਬੈਂਡਿਕੋਟ,ದಳ
ਰਿੱਛ,ಕರಾರು
ਬੀਟਲ,ಜೀರುಂಡೆ
ਛਾਲੇ ਬੀਟਲ,ಗುಳ್ಳೆ ಜೀರುಂಡೆ
ਨੀਲਾ ਬੁੱਲ,ನೀಲಿ ಬುಲ್
ਬੁਲ ਕੀੜਾ,ಬಾಲ್ ಹುಳು
ਬਟਰਫਲਾਈ,ಚಿಟ್ಟೆ
ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ,ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ
ਬਾਇਓਕੈਮਿਸਟ,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
ਜੀਵ ਵਿਗਿਆਨੀ,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ
ਬੋਟੈਨਿਸਟ,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
ਸੀ ਨਮੀ ਦੇ ਗੁਣ,ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ
ਕੇਕ,ಕೇಕು
ਕੈਲਕਿਸ,ಕ್ಯಾಲ್ಕೇರಿಯ
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ,ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ
ਕਲੇਸ਼,ಗಲಾಟೆ
ਕਾਲਸ,ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ
ਕੈਲੀਕਸ,ಕಣಿವೆ
ਕੈਲੀਕਸ-ਐਂਡ,ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ
ਕੈਮਬੀਅਮ,ಕ್ಯಾಂಬಿಯಂ
ਕੈਨਕਰ,ಗೋಪುರ
ਕੈਨਿੰਗ,ಡಬ್ಬಿ
ਕੈਨੋਪੀ,ಮೇಲಾವರಣ
ਪੂੰਜੀ,ಬಂಡವಾಳ
ਕੈਪਟੇਸ਼ਨ,ರಭಸ
ਕੈਪਸੂਲ,ಬಿರಡೆ
ਕਾਰਬੋਨੇਟਡ,ಇಂಗಾಲದ
ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ,ಇಂಗಾಲೀಕರಣ
ਕਾਰਪਲ,ಗಡಿ
ਕਾਰਪਸ,ಗಾಡಿ
ਕਾਸਟਿੰਗ,ಬಿಂಚು
ਕੈਟਾਬੋਲਿਜ਼ਮ,ಕಟಾಬೋಲಿಸಂ
ਉਤਪ੍ਰੇਸਿਆ,ವೇಗವರ್ಧನೆ
ਕੇਟਰਪਿਲਰ,ಮರಿಹುಳು
ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ,ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
ਛੱਤ,ಚಾವಣಿಯ
ਸੈੱਲ,ಕೋಶ
ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ,ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ
ਕੇਂਦਰਿਤ,ಕೇಂದ್ರೀಯ
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,ಕೇಂದ್ರೀಕರಣ
ਸੈਂਟਰਿਫਿ ize ਜ,ಕೇಂದ್ರಾಪಗಾಮಿ
ਸੈਂਟਰਿਓਲ,ಕೇಂದ್ರ
CentRogenic,ಮಧ್ಯಭಾಗದ
ਸੈਂਟੀਗਨੌਜ਼,ಮಧ್ಯಮ ಜನಕ
ਚੱਕਰ,ಸರ್ಕಸ್
ਅਨਾਜ,ಏಕದಳ
ਸਰਟੀਫਿਕੇਸ਼ਨ,ಪ್ರಮಾಣೀಕರಣ
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,ಬೀಜ
ਤੂਫਾਨ,ಚಾವಟಿ
ਚਮਜ਼ਾ,ದನಗಳು
ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ,ರಾಸಾಯನಿಕತೆ
ਚਿਆਸਮਾ,ಚಿರತೆ
