Gujarati,Tamil
ખરેખર ચા,உண்மையான விசை
વાસ્તવિક સમય,உண்மையான நேரம்
વાસ્તવિક કામનો સમય,உண்மையான வேலை நேரம்
કાર્યકારી સંકેત,செயல்பாட்டு சமிக்ஞை
અનુકૂલનક્ષમતા,தகவமைப்பு
અનુકૂલન,பின்னல்
અનુકૂલનશીલ ચેનલ ફાળવણી,தகவமைப்பு சேனல் ஒதுக்கீடு
અનુકૂલનશીલ એકીકરણ,தகவமைப்பு ஒருங்கிணைப்பு
અનુકૂલનશીલ બરાબરી,தகவமைப்பு குறுக்குவெட்டு சமநிலை
ઉમેરાયેલ નોંધ,நுழைவு சேர்க்கப்பட்டது
પરિવર્તન,கூடுதல்
પ્રહાર,அடி
ઉપદેશક,சேர்க்கை துணைப்பிரிவு
ફાઇલ ઉમેરો,கோப்பைச் சேர்க்கவும்
વધારાના પાત્ર (= વિશેષ પાત્ર),கூடுதல் எழுத்து (= சிறப்பு எழுத்து)
વધારાની રેકોર્ડર,கூடுதலாக ரெக்கார்டர்
વધારાનો કોઠો,கூடுதலாக அட்டவணை
ઉમેરણ લક્ષણ,சேர்க்கை பண்புக்கூறு
મોડમાં ઉમેરો,பயன்முறையைச் சேர்க்கவும்
કામગીરી ઉમેરો,செயல்பாட்டைச் சேர்க்கவும்
સંબોધન,முகவரி
સરનામા -માપદંડ,முகவரி அளவீடு
સરનામું આડી સ્થિતિ,முகவரியிடக்கூடிய கிடைமட்ட நிலை
સંબોધન - બિંદુ,முகவரிக்குரிய புள்ளி
પ્રતિયોગી સ્થિતિ,முகவரி செய்யக்கூடிய நிலை
સરનામું રજિસ્ટર,முகவரிக்குரிய பதிவு
પ્રત્યુત્તરપાત્ર સંગ્રહ,முகவரியிடக்கூடிய சேமிப்பு
સરનાક verભી સ્થિતિ,முகவரியிடக்கூடிய செங்குத்து நிலை
સરનાવ બસ,முகவரி பஸ்
સરનામું,முகவரி குறியீடு
સરખામણી કરનાર,முகவரி ஒப்பீட்டாளர்
સરનામું,முகவரி கணக்கீடு
નિવારણ,முகவரி மாறிலி
ધર્મપરિવર્તન,முகவரி மாற்றம்
માહિતી,முகவரி தரவு
સંબોધિત મેમરી,உரையாற்றப்பட்ட நினைவகம்
સંબોધન અસરકારક,முகவரி பயனுள்ளதாக இருக்கும்
સરનાવનું ક્ષેત્ર,முகவரி புலம்
સરનાકનું બંધારણ,முகவரி வடிவம்
મફત કાર્યક્રમ,முகவரி இலவச நிரல்
સંબોધન,முகவரி
સંબોધન  પાત્ર,முகவரி  எழுத்து
સંબોધન,குறுக்கீடு
સંબોધન,முகவரி லூப்
વર્ચુઅલ મેમરીને સંબોધવા,மெய்நிகர் நினைவகத்தை உரையாற்றுதல்
સરનામું,முகவரி ஒன்றோடொன்று
સરનામાંહીન સૂચના બંધારણ,முகவரி இல்லாத அறிவுறுத்தல் வடிவம்
સરનામા,முகவரி வரி
સરનામાંનું નકશો,முகவரி மேப்பிங்
સરનાવ,முகவரி குறி
સરનામા -ફેરફાર,முகவரி மாற்றம்
સરનામા ભાગ,முகவரி பகுதி
સરનાક નિર્દેશક,முகவரி சுட்டிக்காட்டி
સરના નોંધણી,முகவரி பதிவு
સરનામે સંકેત,முகவரி சமிக்ஞை
સરનાવનું કદ,முகவரி அளவு
સરનાવની જગ્યા,முகவரி இடம்
સરનામું સ્થાન ઓળખકર્તા,முகவரி விண்வெளி அடையாளங்காட்டி
સરનાવ બંધ,முகவரி நிறுத்தம்
સરનામા,முகவரி சுவடு
સરનામા,முகவரி பாடல்
અનુવાદ,முகவரி மொழிபெயர்ப்பு
અનુવાદક,முகவரி மொழிபெயர்ப்பாளர்
સબમટ્રેક્ટ સમય ઉમેરવો,கூடுதல் துணை நேரம்
સમય ઉમેરો,நேரம் சேர்க்கவும்
સંલગ્નતા,அடுத்துள்ள
સંલગ્ન માળખું,அருகிலுள்ள அமைப்பு
સંલગ્ન માતૃભાષા,அருகிலுள்ள சேனல்
સંલગ્ન ડોમેન,அருகிலுள்ள டொமைன்
સંલગ્ન મેટ્રિક્સ,அருகிலுள்ள மேட்ரிக்ஸ்
સંલગ્ન નોડ,அருகிலுள்ள முனை
સંલગ્ન સુબેરિયા,அருகிலுள்ள சப்ரியா
સંવાદિતા (સિસ્ટમ),தொடை (அமைப்பு)
સમાયોજન કરવું,சரிசெய்யவும்
ગોઠવણપાત્ર હદ,சரிசெய்யக்கூடிய அளவு
ટેક્સ્ટ મોડને સમાયોજિત કરો,உரை பயன்முறையை சரிசெய்யவும்
વહીવટી માહિતી પ્રક્રિયા,நிர்வாக தரவு செயலாக்கம்
વહીવટી કામગીરી,நிர்வாக செயல்பாடு
વહીવટી operatorપરેટર,நிர்வாக ஆபரேட்டர்
વહીવટી પ્રચાલક,நிர்வாக ஆபரேட்டர் நிலையம்
વહીવટી સહાયક પદ્ધતિ,நிர்வாக ஆதரவு அமைப்பு
અદ્યતન સંદેશાવ્યવહાર સેવા,மேம்பட்ட தொடர்பு சேவை
અદ્યતન માહિતી પદ્ધતિ,மேம்பட்ட தகவல் அமைப்பு
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,மேம்பட்ட அறிவியல் கணினி
હવાઈ,வான்வழி
સમૂહ,மதிப்பீட்டு
કુલ અભિવ્યક્તિ,மொத்த வெளிப்பாடு
લક્ષ્યસ્થાન વર્તુળ,இலக்கு வட்டம்
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),இலக்கு புலம் (= இலக்கு சின்னம்)
લક્ષ્યસ્થાન પ્રતીક,நோக்கம் சின்னம்
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,வான்வழி கணினி அமைப்பு
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,இயற்கணித ஈஜென்வெல்யூ சிக்கல்
બીજગણિત  એકીકરણ,இயற்கணித  ஒருங்கிணைப்பு
બીજગણિત ભાષા,இயற்கணித மொழி
બીજગણિત હેરાફેરી,இயற்கணித கையாளுதல்
બીજગણિત હેરાફેરી ભાષા,இயற்கணித கையாளுதல் மொழி
બીજગણિત લક્ષી ભાષા,இயற்கணித சார்ந்த மொழி
બીજગણિત પાળી,இயற்கணித மாற்றம்
બીજગણિત ચિહ્ન સંમેલન,இயற்கணித அடையாளம் மாநாடு
શિરચ્છેદ,அல்கோல்
શીલ લક્ષણ,அல்கோல் அம்சம்
અલ્ગોલ કાર્યક્રમ,அல்கோல் நிரலாக்க
અલ્ગોરિધમનો,வழிமுறை
અલ્ગોરિધમનો સહયોગી ભાષા,அல்காரிதம் துணை மொழி
અલ્ગોરિધમનો વર્ગીકરણ,வழிமுறை வகைப்பாடு
અલ્ગોરિધમની જટિલતા,வழிமுறை சிக்கலானது
અલ્ગોરિધમની ગણતરી,அல்காரிதம் கணக்கீடு
અલ્ગોરિધમિક વિશ્લેષણ,வழிமுறை பகுப்பாய்வு
અલ્ગોરિધમિક અભિગમ,வழிமுறை அணுகுமுறை
અલ્ગોરિધએમ ભાષા,வழிமுறை மொழி
અલ્ગોરિધમનો રૂટિન,வழிமுறை வழக்கம்
અલ્ગોરિધમનો સિદ્ધાંત,வழிமுறை கோட்பாடு
ઉર્ફે,மாற்றுப்பெயர்
પરવાના,மாற்றுப்பெயர்ச்சி
ઉપનામ નામ (= વૈકલ્પિક નામ),மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்)
ગોઠવણી,சீரமைப்பு
ફાળવવું,ஒதுக்கவும்
ફાળવણીનું માળખું,ஒதுக்கீடு அமைப்பு
હેતુસર કમ્પ્યુટર,அனைத்து நோக்கம் கொண்ட கணினி
વર્ણાનુક્રમ,அகரவரிசை எழுத்து
મૂળાક્ષરોનો પાત્ર સમૂહ,அகரவரிசை எழுத்து தொகுப்பு
મૂળાક્ષરો,அகரவரிசை எழுத்து துணைக்குழு
વર્ણાનુક્રમ,அகரவரிசை குறியீடு
વર્ણાનુક્રમ,அகரவரிசை மாற்றம்
વર્ણાનુક્રમ,அகரவரிசை சரம்
વર્ણાનુક્રમ,அகரவரிசை சொல்
મૂળાક્ષરો,அகரவரிசை
અલ્ફેજ ome મેટ્રિક્સ,ஆல்பாஜோமெட்ரிக்ஸ்
મૂર્તિમંત,ஆல்பமெரிக்
મરણોત્તર,ஆல்பமோசைக்
મૂર્તિમંત,எண்ணெழுத்து
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,எண்ணெழுத்து விசைப்பலகை சாதனம்
મૂળાક્ષર,எண்ணெழுத்து எழுத்து தொகுப்பு
મૂળાક્ષર,எண்ணெழுத்து குறியீடு
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு
મૂળાક્ષરીનો ડેટા,எண்ணெழுத்து தரவு
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,எண்ணெழுத்து காட்சி சாதனம்
મૂળાક્ષર સંપાદિત પાત્ર,எண்ணெழுத்து திருத்தப்பட்ட எழுத்து
વર્ણ -ક્ષેત્ર,எண்ணெழுத்து புலம்
વર્ણ -સૂચના,எண்ணெழுத்து அறிவுறுத்தல்
મૂળાક્ષર કીબોર્ડ,எண்ணெழுத்து விசைப்பலகை
મૂળાક્ષર,எண்ணெழுத்து வகை
મૂળાક્ષર સંગ્રહ,எண்ணெழுத்து சேமிப்பு
બદલવા યોગ્ય,மாற்றக்கூடிய நினைவகம்
ફેરફાર -ફેરૂપ,மாற்ற சுவிட்ச்
પરિવર્તનશીલ,மாற்றுதல்
ફેરફાર,மாற்று பயன்முறை
વૈકલ્પિક પુન recovery પ્રાપ્તિ,மாற்று மீட்பு
વૈકલ્પિક માર્ગ,மாற்று பாதை
વૈકલ્પિક માર્ગ,மாற்று ரூட்டிங்
વૈકલ્પિક પાટા,மாற்று பாதை
ફેરબદલ (= અથવા કામગીરી),மாற்று (= அல்லது செயல்பாடு)
વૈકલ્પિક લક્ષણ,மாற்று பண்புக்கூறு
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு)
અસ્પષ્ટ ભૂલ,தெளிவற்ற பிழை
અસ્પષ્ટ સંદર્ભ,தெளிவற்ற குறிப்பு
પ્રાચય,அனலாக்ஸ்
એનાશ -ઉપાડનાર,அனலாக் சேர்க்கை
મનોલોત્ર,அனலாக் சேனல்
એનાલોગ કમ્પ્યુટર,அனலாக் கணினி
એનાશ -રૂપાંતર કરનાર,அனலாக் மாற்றி
મનોજ્ analા આંકડા,அனலாக் தரவு
એનાશ -વિભાજક,அனலாக் டிவைடர்
એનાલોગ સુવિધા ટર્મિન,அனலாக் வசதி முனையம்
મનોલોગ કાર્ય  જનરેટર,அனலாக் செயல்பாடு  ஜெனரேட்டர்
મનોરોગ એકીકરણ,அனலாக் ஒருங்கிணைப்பு
એનાલ -ગુણાકાર,அனலாக் பெருக்கி
એનાશિક કાર્યક્રમ,அனலாக் நிரலாக்க
એનાલ -સ્તનપાન,அனலாக் அளவிடுதல்
એનાલોગ સંકેત,அனலாக் சிக்னல்
એનાશ સિમ્યુલેશન,அனலாக் உருவகப்படுத்துதல்
એનાશ -સ્વીચ,அனலாக் சுவிட்ச்
પ્રાકૃતિક પદ્ધતિ,அனலாக் அமைப்பு
ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર,டிஜிட்டலுக்கு அனலாக்  மாற்றி
ડિજિટલથી એનાલોગ  એન્કોડર,டிஜிட்டலுக்கு அனலாக்  குறியாக்கி
મનોલોગ પ્રસારણ,அனலாக் பரிமாற்றம்
એનોગ પ્રકાર,அனலாக் வகை
વિશ્લેષણ -વિધિ,பகுப்பாய்வு தொகுதி
વિશ્લેષણ પદ્ધતિ,பகுப்பாய்வு முறை
વિશ્લેષણાત્મક,பகுப்பாய்வு இயந்திரம்
પૂર્વજો,மூதாதையர் பணி
આનુષંગિક સાધનસામગ્રી,துணை உபகரணங்கள்
અને,மற்றும்
અને સર્કિટ,மற்றும் சுற்று
અને,மற்றும் உறுப்பு
અને દરવાજો,மற்றும் வாயில்
અને માસ્કિંગ,மற்றும் மறைத்தல்
અને ઓપરેશન નથી (= બાકાત,மற்றும் செயல்பாடு அல்ல (= விலக்கு
કામગીરી,மற்றும் செயல்பாடு
જોડાણ મેમરી,இணைப்பு நினைவகம்
નોંધણી,சிறுகுறி
જાહેરાત કરનાર,அறிவிப்பாளர்
પાછો જવાબ આપો,பதில்
જવાબ,பதில் தாமதம்
જવાબદાર સમય,பதிலளிக்கும் நேரம்
જવાબ દીવો,பதில் விளக்கு
જવાબ સૂચિ,பதில் பட்டியல்
માત્ર,பதில்
અપેક્ષા -મોડ,எதிர்பார்ப்பு பயன்முறை
આગોતરક બફર,எதிர்பார்ப்பு இடையக
આગોતરક કેરી,எதிர்பார்ப்பு கேரி
આગોતરી પેજિંગ,எதிர்பார்ப்பு பேஜிங்
અસત્ય કામગીરી,எதிர்விளைவு செயல்பாடு
કૃત્રિમ તત્વ,எதிர்விளைவு உறுப்பு
અતિશય એન્ટેના,அபீரியோடிக் ஆண்டெனா
છિદ્ર,துளை அட்டை
છિદ્ર,துளை குறியீடு
છિદ્રનો સમય,துளை நேரம்
સંલગ્ન,இணைப்பு
સંલગ્ન કાર્ય,இணைப்பு பணி
અરજી વિકાસકર્તા,பயன்பாட்டு உருவாக்குநர்
અરજી -સ્તર,பயன்பாட்டு அடுக்கு
અરજીલક્ષી ભાષા,பயன்பாட்டு சார்ந்த மொழி
અરજી,பயன்பாட்டு தொகுப்பு
અરજી કાર્યક્રમ,பயன்பாட்டு நிரல்
અરજી કાર્યક્રમ,பயன்பாட்டு நிரலாக்க
અરજી જરૂરી ભાષા,பயன்பாடு தேவையான மொழி
એપ્લિકેશન સોફ્ટવેર,பயன்பாட்டு மென்பொருள்
અનુકૂળ,Applique
આશરે સિદ્ધાંત,தோராயக் கோட்பாடு
મનસ્વી પ્રવેશ,தன்னிச்சையான அணுகல்
મનસ્વી ક્રમ કમ્પ્યુટર,தன்னிச்சையான வரிசை கணினி
લવાદી,நடுவர்
સ્થાપત્ય,கட்டிடக்கலை
આર્કા,காப்பகப்படுத்துதல்
વિસ્તાર કોડ,பகுதி குறியீடு
વિસ્તાર -શોધ,பகுதி தேடல்
વિસ્તાર -તબદીલી,பகுதி பரிமாற்றம்
ક્ષેત્રીય,பகுதி மாறி
દલીલ,வாதம்
દલીલ સરનામું,வாத முகவரி
દલીલ યાદી,வாத பட்டியல்
અંકગણિત સૂચના,எண்கணித அறிவுறுத்தல்
અંકગણિત અને તર્ક એકમ,எண்கணித மற்றும் தர்க்க அலகு
અંકગણિત સોંપણી નિવેદન,எண்கணித ஒதுக்கீட்டு அறிக்கை
અંકગણિત તપાસ,எண்கணித சோதனை
ન્યાયશાસ્ત્ર,எண்கணித மாறிலி
અંકગણિત,எண்கணித மாற்றம்
સમાંતરતર ડેટા,எண்கணித தரவு
અંકગણિત અપવાદ,எண்கணித விதிவிலக்கு
અંકગણિત અભિવ્યક્તિ,எண்கணித வெளிப்பாடு
અંકગણિત નિયત બિંદુ,எண்கணித நிலையான புள்ளி
અંકગણિત વંશવેલો,எண்கணித வரிசைமுறை
અંકગણિત જો નિવેદન,அறிக்கை என்றால் எண்கணிதம்
ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર,எண்கணித தர்க்கம்
અંકગણિત તર્ક એકમ,எண்கணித தர்க்க அலகு
ન્યાયશાસ્ત્ર કામગીરી,எண்கணித செயல்பாடு
સમેટાં પ્રપણ,எண்கணித ஆபரேட்டர்
અંકગણિત ઓવરફ્લો,எண்கணித வழிதல்
અંકગણિત ચિત્ર -માહિતી,எண்கணித படத் தரவு
અંકગણિત અગ્રતા,எண்கணித முன்னுரிமை
અંકગણિત પ્રાથમિક,எண்கணித முதன்மை
અંકગણિત રજિસ્ટર,எண்கணித பதிவு
અંકગણિત સંબંધ,எண்கணித உறவு
અંકગણિત સ્કેન,எண்கணித ஸ்கேன்
અંકગણિત વિભાગ,எண்கணித பிரிவு
અંકગણિત પાળી,எண்கணித மாற்றம்
અંકગણિત,எண்கணித மாற்றம்
અંકગણિત નિવેદન,எண்கணித அறிக்கை
ન્યાયશાસ્ત્રની મુદત,எண்கணித கால
અંકગણિત,எண்கணித கீழ்ப்படிதல்
અંકગણિત એકમ,எண்கணித அலகு
કળ,வரிசை
એરે બાઉન્ડ,வரிசை
એરે કમ્પ્યુટર,வரிசை கணினி
એરેનું પરિમાણ,வரிசை பரிமாணம்
એરે તત્વ,வரிசை உறுப்பு
અભિવ્યક્તિ,வரிசை வெளிப்பாடு
એરે નામ,வரிசை பெயர்
રચના,கட்டமைப்புகளின் வரிசை
એરે મુદ્રણ,வரிசை அச்சிடுதல்
એરે પ્રક્રિયા,வரிசை செயலாக்கம்
એરે પ્રોસેસર,வரிசை செயலி
સ્પષ્ટ મુદ્દો,வெளிப்பாடு புள்ளி
કૃત્રિમ માન્યતા,செயற்கை அறிவாற்றல்
કૃત્રિમ બુદ્ધિ,செயற்கை நுண்ணறிவு
કૃત્રિમ ભાષા,செயற்கை மொழி
કૃત્રિમ ચલ,செயற்கை மாறி
કળા -એપ્લિકેશન ડેટા બેંક,கலை பயன்பாட்டு தரவு வங்கி
કલાકાર -અરજી,கலை பயன்பாட்டு இசை
કળા -એપ્લિકેશન પેટર્ન જનરેશન,கலை பயன்பாட்டு முறை உருவாக்கம்
ચડતું,அசெண்டர்
ચ ascતો સ .ર્ટ,ஏறும் வரிசை
અયોગ્ય,ASCIL
ASCII નિયંત્રણ પાત્ર,ASCII கட்டுப்பாட்டு தன்மை
ASCII કી બોર્ડ,ASCII விசை வாரியம்
દૃષ્ટિ,அம்சம்
પાસા અને,அம்சம் மற்றும்
ભેગા,ஒன்றுகூடு
ભેગા થયેલા મૂળ,கூடியிருந்த தோற்றம்
એકત્રીકરણ સમયગાળો,காலத்தை ஒன்றிணைக்கவும்
ભેગા કરનાર,அசெம்பிளர்
એસેમ્બલ નિર્દેશક,அசெம்பிளர் டைரெக்டிவ்
ભેળસેળ કરવાની સુવિધા,அசெம்பிளர் வசதி
જોડાયેલી ભાષા,அசெம்பிளர் மொழி
એકત્રીકરણ,அசெம்பிளிங்
ભેગા કરવાનો તબક્કો,அசெம்பிளிங் கட்டம்
એકત્રીકરણ સમય,நேரம் திரட்டுதல்
વિધાનસભા,சட்டசபை
સભા,சட்டசபை மொழி
સભા ભાષા કાર્યક્રમ,சட்டசபை மொழி நிரலாக்க
એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા,சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை
સભા સૂચિ,சட்டசபை பட்டியல்
સભા તબક્કા,சட்டசபை கட்டம்
વિધાનસભા દિનચર્યા,சட்டசபை வழக்கம்
સભા સમય,சட்டசபை நேரம்
સભા એકમ,சட்டசபை பிரிவு
સોંપણી અનુક્રમણિકા,ஒதுக்கீட்டு அட்டவணைப்படுத்தல்
સોંપણી કામગીરી,ஒதுக்கீட்டு செயல்பாடு
સોંપણી પત્રક,ஒதுக்கீட்டு அறிக்கை
સંલગ્ન સંબોધન,துணை முகவரி
સહયોગી એરે રજિસ્ટર,துணை வரிசை பதிவு
સહ -મુખ્ય,துணை விசை
એકસમાન ભાષા,துணை மொழி
સંલગ્ન મેમરી,துணை நினைவகம்
સંલગ્ન સંગ્રહ,துணை சேமிப்பு
ધારેલો દશાંશ બિંદુ,தசம புள்ளி என்று கருதப்படுகிறது
અસમપ્રમાણ ઉપકરણ,சமச்சீரற்ற சாதனம்
અસમપ્રમાણતા I/O,சமச்சீரற்ற i/o
અસુમેળવાળું,ஒத்திசைவற்ற
અસમકાલીન કમ્પ્યુટર,ஒத்திசைவற்ற கணினி
અસમકાલીન ડેટા સ્થાનાંતરણ,ஒத்திசைவற்ற தரவு பரிமாற்றம்
અસુમેળ ડેટા પ્રસારણ,ஒத்திசைவற்ற தரவு பரிமாற்றம்
અસુમેળ ઉપકરણો,ஒத்திசைவற்ற சாதனங்கள்
અસુમેળ,ஒத்திசைவற்ற செயல்பாடு
અસમકાલીન સંકેત,ஒத்திசைவற்ற சமிக்ஞை
અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ,ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்
અસુમેળ,ஒத்திசைவற்ற பரிமாற்றம்
અસમકાલીન કાર્યકારી,ஒத்திசைவற்ற வேலை
જોડાયેલ પ્રક્રિયા,இணைக்கப்பட்ட செயலாக்கம்
જોડાયેલ પ્રોસેસર,இணைக்கப்பட்ட செயலி
જોડાયેલ સપોર્ટ પ્રોસેસર,இணைக்கப்பட்ட ஆதரவு செயலி
ઉપસ્થિત કામગીરી,செயல்பாட்டில் கலந்து கொண்டார்
ઉપસ્થિત ટ્રેઇલ પ્રિંટર,பாதை அச்சுப்பொறியில் கலந்து கொண்டார்
વિક્ષેપ,கவனம் குறுக்கீடு
ધ્યાન,கவனம் விசை
વ્યવહાલ,விழிப்புணர்வு
વિકેન્દ્રિત સ્થિરતા,விழிப்புணர்வு மாறிலி
વ્યથિત વિકૃતિ,விழிப்புணர்வு விலகல்
વિકેન્દ્રિત બરાબરી,விழிப்புணர்வு சமநிலை
હલકાઈ કરનાર,அட்டென்யூட்டர்
લક્ષણ,பண்புக்கூறு
શ્રાહ,கேட்கக்கூடிய அலாரம்
Audio ડિઓ કેસેટ,ஆடியோ கேசட்
Ation ડિઓની તપાસ,ஆடியோ விசாரணை
Audષધિ,ஆடியோ வரி
Audio ડિઓનો પ્રતિભાવ,ஆடியோ பதில்
Auduy ડિઓ પ્રતિસાદ સંદેશ,ஆடியோ மறுமொழி செய்தி
Audit ડિઓ પ્રતિસાદ એકમ,ஆடியோ மறுமொழி அலகு
ખવડ -સંગ્રહ એકમ,ஆடியோடேப் ஸ்டோரேஜ் யூனிட்
Audડતી ટેલિકમ્યુનિકેશન રેખા,ஆடியோ தொலைத்தொடர்பு வரி
Audio ડિઓ ટર્મિન,ஆடியோ முனையம்
ઓડિટ ભાષા,தணிக்கை கட்டளை மொழி
હિસાબ -તપાસણી,தணிக்கை நிரலாக்க
