Assamese,Gujarati
ঠিকনা পঞ্জীয়ন,સરનામું રજીસ્ટર
ঠিকনা ভাঙি যোৱা,સરનામું ભંગાણ
ঠিকনা অনুবাদ,સરનામા અનુવાદ
"1. ঠিকনাযোগ্য স্মৃতিশক্তি, 2. ঠিকনাযোগ্য মেমৰি","1. એડ્રેસેબલ મેમરી, 2. એડ્રેસેબલ મેમરી"
সম্বোধন কৰা,સંબોધન
"১.পৰ্যাপ্ততাৰ মাপকাঠী, ২. পৰ্যাপ্ততাৰ মাপকাঠী","1. પર્યાપ્તતા માપદંડ, 2. પર્યાપ્તતા માપદંડ"
সংলগ্ন কৰা হৈছে,જોડાણ
"1. ব্যৱস্থাপনা , 2. নিয়ন্ত্ৰণ","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"১.পৰিচালক, ২. নিয়ন্ত্ৰক","1. મેનેજર, 2. નિયંત્રક"
এডোব এক্ৰ&#39;বেট,એડોબ એક્રોબેટ
এডোব ফটোশ্বপ,એડોબ ફોટોશોપ
ABAP (উন্নত ব্যৱসায়িক প্ৰগ্ৰেমিং),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. উন্নত তথ্য, 2. উন্নত তথ্য","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
উন্নত তথ্য ব্যৱস্থা,અદ્યતન માહિતી સિસ્ટમ
উন্নত প্ৰযুক্তি (AT),એડવાન્સ ટેકનોલોજી (AT)
কাৰ্য কৰা,ક્રિયા
একত্ৰীকৰণ,એકત્રીકરણ
বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
aldus পৃষ্ঠা-নিৰ্মাণ,aldus પૃષ્ઠ બનાવવું
সতৰ্কবাণী বাকচ,ચેતવણી બોક્સ
algol (কম্পিউটাৰ ভাষা),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. এলগৰিদম , 2. এলগৰিদম","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"১.এলগৰিদম বিশ্লেষণ, ২. এলগৰিদম বিশ্লেষণ","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
এলগৰিদম দক্ষতা,અલ્ગોરિધમ કાર્યક્ષમતા
"১.ইলিয়াছ, ২. ডাকনাম, ৩. aka","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
প্ৰান্তিককৰণ,ગોઠવણી
"১.আবণ্টন, ২. আবণ্টন","1. ફાળવણી, 2. ફાળવણી"
"১.বৰ্ণানুক্ৰমিক, ২. বৰ্ণানুক্ৰমিক ক্ৰম","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
আলফানিউমেৰিক,આલ્ફાન્યૂમેરિક
"1. আলফানিউমেৰিক কিবৰ্ড ,2. আলফানিউমেৰিক কিবৰ্ড","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
আলফা-পৰীক্ষণ (১ম স্তৰৰ পৰীক্ষা),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. আলফা সংস্কৰণ, 2. আলফা ৰূপ","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt কি&#39;,alt કી
আলতাভিস্তা,અલ્ટાવિસ્ટા
বহুগুণতা,બહુવિધતા
অস্পষ্ট ব্যাকৰণ,અસ્પષ્ટ વ્યાકરણ
আমেৰিকান নেচনেল ষ্টেণ্ডিজ ইনষ্টিটিউট (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
আমেৰিকান ষ্টেণ্ডাৰ্ড কাট (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. অনুৰূপ, ২. এনালগ","1. અનુરૂપ, 2. એનાલોગ"
"১.এনালগ কম্পিউটাৰ, ২.এনালগ কম্পিউটাৰ","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. এনালগ ডিভাইচ, 2. এনালগ ডিভাইচ","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. এনালগ মডেম, 2. এনালগ মডেম","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
এনালগ টু ডিজিটেল কনভাৰ্টাৰ,ડિજિટલ કન્વર્ટર માટે એનાલોગ
শেষ (ডিজিটেল/প্লেন লজিক &#39;আৰু&#39; ব্যৱহৃত),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
শেষ বৰ্তনী,અંતિમ સર્કિટ
শেষৰ গেট আৰু গেট,અંતિમ દરવાજો અને દરવાજો
অপাৰেচন শেষ নহয় (বৰ্জন),એન્ડ નોટ ઓપરેશન (બાકાત)
"১.এনিমেচন, ২.কম্পন","1. એનિમેશન, 2. કંપન"
দ্ৰষ্টব্য,નૉૅધ
অসামঞ্জস্যতা,અસંગતતા
পূৰ্ৱবৰ্তী,અગાઉના
প্ৰত্যাশিত পেজিং,આગોતરી પેજીંગ
প্ৰতি-সমমিতিক,પ્રતિ-સપ્રમાણ
এন্টিভাইৰেল প্ৰগ্ৰেম,એન્ટિવાયરલ પ્રોગ્રામ
"১.এপলেট, ২. দৰ্খাস্ত","1. ઉપલેટ, 2. અરજી"
এপ্লিকেচন ডেভেলপাৰ,એપ્લિકેશન ડેવલપર
এপ্লিকেচন প্ৰগ্ৰেমিং,એપ્લિકેશન પ્રોગ્રામિંગ
"1. এপ্লিকেচন প্ৰগ্ৰামিং আন্তঃপৃষ্ঠ, 2. এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
এপ্লিকেচন চফ্টৱেৰ,એપ્લિકેશન સોફ્ટવેર
আবেদন ভাষা,એપ્લિકેશન ભાષા
আনুমানিক নীতি,અંદાજ સિદ્ધાંત
গাঁঠনি,માળખું
ক্ষেত্ৰ স্থানান্তৰ,ક્ષેત્ર ટ્રાન્સફર
"1. প্ৰাচল, স্বাধীন চলক, 2. কোণ","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. গাণিতিক আৰু যুক্তি একক, 2. গাণিতিক আৰু যুক্তি একক","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
গাণিতিক পৰীক্ষা,અંકગણિત તપાસ
গাণিতিক ধ্ৰুৱক,અંકગણિત સતત
গাণিতিক তথ্য,અંકગણિત માહિતી
গাণিতিক নিৰ্দেশনা,અંકગણિત સૂચના
গাণিতিক আৰু যুক্তিসংগত একক (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA নেট (RPNet),ARPA નેટ (RPNet)
এৰে,એરે
"1. এৰে কেচ, 2. এৰেৰ গতি, ৩. এৰে মেমৰি","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
এৰে কম্পিউটাৰ,એરે કમ્પ્યુટર
এৰে উপাদান,એરે તત્વ
এৰেৰ নাম,એરે નામ
এৰে প্ৰচেছৰ,એરે પ્રોસેસર
কাঁড় চিহ্ন,તીર કી
সন্ধি,સંધિ
জংচন পইণ্ট,જંકશન પોઈન્ટ
কৃত্ৰিম সংকোচন,કૃત્રિમ કોમ્પેક્શન
কৃত্ৰিম নিয়ন্ত্ৰণ,કૃત્રિમ નિયંત્રણ
কৃত্ৰিম ইন্দ্ৰিয়,કૃત્રિમ સંવેદના
মাউন্ট,માઉન્ટ
আৰোহী সজাই পৰাই তোলা,ચડતા સૉર્ટ
ascii বৰ্ণমালা,ascii મૂળાક્ષરો
ascii নিয়ন্ত্ৰণ চিহ্ন,ascii નિયંત્રણ પ્રતીક
ascii ফাইল,ascii ફાઇલ
ascii ফন্ট,ascii ફોન્ટ
ASCII স্থানান্তৰ,ASCII ટ્રાન્સફર
এস্পেক্ট ৰেচিঅ&#39;,પાસા ગુણોત્તર
"১.এছপি, ২. এ এছ পি আই","1. એસ્પી, 2. ASPI"
এ এছ আৰ কালাদ,એ એસ આર કલાડ
"১/ স্মৰণ, ২। একত্ৰিত কৰা, ৩. একত্ৰিত কৰা","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"১.সমাবেশকাৰী, ২. স্মাৰক","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. একত্ৰিত কৰা, ২. স্মৃতি","1. એસેમ્બલિંગ, 2. યાદ"
"১/ মুখস্থ কৰা ভাষা, ২. ভাষা একত্ৰিত কৰা","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
সংকল্প,નિશ્ચય
"1. নিৰ্দিষ্ট কাম, 2. আবণ্টন","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
সংগীত্ব,સોબત
সহযোগী ঠিকনা,સહયોગી સરનામું
"১.সংগত স্মৃতি, ২. সহযোগী স্মৃতিশক্তি","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
তাৰকা চিহ্ন (* চিহ্ন),ફૂદડી (* ચિહ્ન)
অসমতাপূৰ্ণ,અસમપ્રમાણ
"1. এচিনক্ৰ&#39;নাছ , 2. এচিনক্ৰ&#39;নাছ","1. અસુમેળ, 2. અસુમેળ"
এচিনক্ৰ&#39;নাছ ডিজিটেল গ্ৰাহক লাইন (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
এচিংক্ৰ&#39;নাছ সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,અસુમેળ ટ્રાન્સફર
এচিংক্ৰ&#39;নাছ ট্ৰেন্সফাৰ মোড (ATM),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"১.পৰমাণু, ২. পৰমণ","1. અણુ, 2. પરમાન"
সংলগ্ন নথিপত্ৰ,જોડાયેલ દસ્તાવેજ
"1. সংলগ্ন ফাইল/মিছিল, 2. সংলগ্ন ফাইল","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"১.আৱৰণ, ২. সংযুক্ত","1. બિડાણ, 2. સંલગ્ન"
"১.গুণ, ২. বৈশিষ্ট্য","1. ગુણધર્મો, 2. વિશેષતા"
শ্ৰৱণযোগ্য,સાંભળી શકાય તેવું
"1. অডিট প্ৰগ্ৰেমিং, 2. অডিট প্ৰগ্ৰেমিং","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
একাউণ্ট পৰীক্ষণ,એકાઉન્ટ વેરિફિકેશન
প্ৰচাৰ,પ્રમોશન
প্ৰমাণীকৰণ প্ৰট&#39;কল,પ્રમાણપત્ર પ્રોટોકોલ
লেখক পদ্ধতি,લેખન પદ્ધતિ
"১.কৰ্তৃত্ব, ২. কৰ্তৃত্ব, ৩. ন্যায়াধিকৰণ","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
অটো বিমূৰ্ত,સ્વતઃ અમૂર્ત
"1. স্বয়ংক্ৰিয় বুটিং, 2. self বুট","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
AutoCAD (এটা কম্পিউটাৰ ভাষা),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
স্বয়ংক্ৰিয় লগ-অন,ઓટો લોગ-ઓન
automata,ઓટોમેટા
automata তত্ত্ব,ઓટોમેટા સિદ્ધાંત
স্বয়ংক্ৰিয় গণনা,આપોઆપ ગણતરી
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,સ્વચાલિત ડેટા પ્રોસેસિંગ
স্বয়ংক্ৰিয় ভুল সংশোধন,આપોઆપ ભૂલ સુધારણા
অটো ফাংচন,સ્વતઃ કાર્ય
"1. স্বয়ংক্ৰিয় সূচীভুক্তকৰণ, 2. স্বয়ংক্ৰিয় তালিকাভুক্তকৰণ","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
অটো-সংগ্ৰহ কল,સ્વતઃ-સંગ્રહ કૉલ
"1. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং, 2. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম, 2. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
অটো ৰুটিন,આપોઆપ નિયમિત
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"১/ স্বয়ংক্ৰিয় টেলাৰ মেচিন (এটিএম), ২. স্বয়ং উলিওৱাৰ বাবে বেংকৰ ATM","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
অটোমেচন,ઓટોમેશન
"1. অটোপ্লে , 2. অটো ৱাক","1. ઑટોપ્લે, 2. ઓટો વોક"
কণ্ঠদান,અવાજ
সহায়ক,મદદનીશ
সহায়ক স্মৃতিশক্তি,સહાયક મેમરી
সহায়ক সংৰক্ষণ,સહાયક સંગ્રહ
উপলব্ধ তালিকা,ઉપલબ્ધ યાદી
উপলব্ধ সময়,ઉપલબ્ધ સમય
গড়,સરેરાશ
AWK (এটা কম্পিউটাৰ কমাণ্ড),AWK (કોમ્પ્યુટર આદેશ)
পাছত,પછી
পোষ্ট প্ৰচেছৰ,પોસ્ટ પ્રોસેસર
পশ্চাৎ কাৰ্য্য বিলোপন,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
পটভূমি প্ৰক্ৰিয়াকৰণ,પૃષ્ઠભૂમિ પ્રક્રિયા
আনুষংগিক দোকানসমূহ,આનુષંગિક સ્ટોર્સ
বেক পেচিং,બેક પેચીંગ
"১.পশ্চিম, ২. বেকস্পেচ","1. પશ્ચિમ, 2. બેકસ્પેસ"
পিছুৱাই যোৱা,બેકટ્રેકિંગ
"1. বেক-আপ , 2. ৰিইম্বৰ্চেমেণ্ট","1. બેક-અપ, 2. વળતર"
"১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
পিছলৈ ভুল সংশোধন,પાછળની ભૂલ સુધારણા
(আয়-ব্যয়) বেলেন্স শ্বীট,(આવક-ખર્ચ) બેલેન્સ શીટ
পট্টি,પાટો
"১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
বেংকাৰৰ এলগৰিদম,બેંકરનું અલ્ગોરિધમ
"1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড","1. બાર કોડ, 2. બાર કોડ"
বাৰক&#39;ড স্ক্যানাৰ,બારકોડ સ્કેનર
বাৰ গ্ৰাফ,બાર ગ્રાફ
ভিত্তি ঠিকনা,આધાર સરનામું
বেচ বেণ্ড,આધાર બેન્ડ
আধাৰ নম্বৰ,આધાર નંબર
ভিত্তি টেবুল,આધાર ટેબલ
মূল (এটা কম্পিউটাৰ ভাষা),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. মূল নিয়ন্ত্ৰণ , 2. ভিত্তি নিয়ন্ত্ৰণ","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
মূল নিৰ্দেশনা,મૂળભૂત સૂચના
ভিত্তি বিষয়,આધાર મુદ્દો
মূল পৰ্যায়,મૂળભૂત તબક્કો
"১.বেচ, ২. গোট, ৩. বিপৰ্যয়","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. বেচ ফাইল, 2. বেচ ফাইল","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
বেচৰ অৱস্থা,બેચ સ્થિતિ
"১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
baud,બાઉડ
বড হাৰ,બાઉડ દર
ৰশ্মি ৰশ্মি,બીમ બીમ
"1. নিৰ্দেশনা , 2. বেচ মাৰ্ক","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
দ্বিমুখী যোগাযোগ,દ્વિદિશ સંચાર
প্ৰত্যক্ষ সংযোগ,સીધી લિંક
বাইনাৰী ক&#39;ড,દ્વિસંગી કોડ
বাইনাৰী অংক,દ્વિસંગી અંકો
বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
বাইনাৰী সংখ্যা,દ્વિસંગી સંખ્યા
বাইনাৰী অপাৰেটৰ,બાઈનરી ઓપરેટર
বাইনাৰী সম্পৰ্ক,દ્વિસંગી સંબંધ
বাইনাৰী সন্ধান,દ્વિસંગી શોધ
বাইনাৰী অন্বেষণ বৃক্ষ (BST),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
বাইনাৰী গছ,દ્વિસંગી વૃક્ષ
"১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
জন্ম মৃত্যু প্ৰক্ৰিয়া,જન્મ મૃત્યુ પ્રક્રિયા
"১.ডুয়েক, ২. বিট","1. ડ્યુક, 2. બીટ"
বিট দোষ,થોડી ખામી
বিট মেপ,બીટ નકશો
"1. বিট , 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. বিট মেট্ৰিক্স, 2. বিট টেবুল","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
বিট পেটাৰ্ণ,બીટ પેટર્ન
বিটৰ অৱস্থান,બીટ સ્થિતિ
"1. বিট হাৰ, 2. বিট হাৰ","1. બીટ રેટ, 2. બીટ દર"
চকুত পটি পৰীক্ষা কৰা,આંખ પર પટ્ટી પરીક્ષણ
shimmer,ઝબૂકવું
অৱৰুদ্ধ কৰা,બ્લોક
"1. ব্লক কেচ, 2. ব্লক কেচ / চুংক মেমৰি","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
ব্লক প্ৰ&#39;ব,બ્લોક ચકાસણી
ভলিউম কপি,વોલ્યુમ નકલ
ব্লক ডায়াগ্ৰাম,રેખાક્રુતિ
"1. ব্লক কৰা নেটৱৰ্ক, 2. ব্লক কৰা নেটৱাৰ্ক","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
ব’ৰ্ড,પાટીયું
পৃষ্ঠাৰ স্মৃতিশক্তি,પૃષ્ઠ મેમરી
বুলিয়ান বীজগণিত,બુલિયન બીજગણિત
বুলিয়ান সম্পৰ্ক,બુલિયન સંબંધ
বুট বিভাজন,બુટ પાર્ટીશન
বুট ষ্ট্ৰেপিং,બુટ strapping
1.বুটষ্ট্ৰেপ লোডাৰ,1.બૂટસ્ટ્રેપ લોડર
"১.দলং, ২.দলং","1.બ્રિજ, 2.બ્રિજ"
ব্ৰডবেণ্ড নেটৱৰ্ক,બ્રોડબેન્ડ નેટવર્ક
সম্প্ৰচাৰ,પ્રસારણ
সম্প্ৰচাৰ ৰেডিঅ&#39;,પ્રસારણ રેડિયો
(নেট) ভ্যাৰিয়েন্স,(ચોખ્ખી) ભિન્નતા
(নেট) ভিকাৰ,(ચોખ્ખી) વિકાર
বি-ট্ৰু,બી-ટ્રુ
"1.বাবল মেমৰি, 2.বাবল মেমৰি","1.બબલ મેમરી, 2.બબલ મેમરી"
বুদবুদ সজাই পৰাই তোলা,બબલ સૉર્ટ
"১.বাল্টি, ২.বাল্টি","1.ડોલ, 2.ડોલ"
"১.ভ্ৰাতৃত্ববোধ ব্যৱস্থা, ২.বৃহৎ ব্যৱস্থা","1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા"
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,અસરકારક બજેટ નિયંત્રણ
বাফাৰ,બફર
অভাৱ,ખામી
বাছ,પૂરતૂ
"১.অষ্ট ব্যাংক, ২. বিট (আঠটা বিট)","1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)"
বাইট ক&#39;ড,બાઈટ કોડ
C (কম্পিউটাৰ ভাষা),સી (કોમ્પ્યુટર ભાષા)
"1.C Plus Plus, 2.C++ (কম্পিউটাৰ ভাষা)","1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)"
"১.নগদ ধন, ২. বেগাই","1.રોકડ, 2. ઝડપી"
"1.কেচ বাফাৰ, 2.মেমৰি বাফাৰ","1.કેશ બફર, 2.મેમરી બફર"
"1.কেচ মেমৰি, 2.কেচ মেমৰি, 3.দ্ৰুত মেমৰি","1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી"
গণনা কৰা,ગણતરી
"১.কেলকুলেটৰ, ২.কেলকুলেটৰ","1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર"
"1.কেলকুলেটৰ চিপ,2. কেলকুলেটৰ চিপ","1.કેલ્ક્યુલેટર ચિપ, 2. કેલ્ક્યુલેટર ચિપ"
আমন্ত্ৰণ কৰক,આહવાન કરો
নাম কল,નામ કૉલ
