Hindi,Marathi
उभयधर्मी,एम्फोटेरिक
उपचय,साठा करणे
1. अवायुजीव 2. अनाक्सी जीव,1. ऍनेरोबिक 2. ऍनेरोबिक जीव
असुगुणित,हॅप्लॉइड
कोणीय रोपण,टोकदार लागवड
पशुपालन,पशुसंवर्धन
पशु उच्छिष्ट,प्राण्यांचे मलमूत्र
सजीव ऊर्जा,जिवंत ऊर्जा
असमगुणित,विसंगत
एकवर्षीय पादप,एक वर्ष जुनी वनस्पती
वार्षिक,वार्षिक
1. परागोद्भव 2. प्रफुल्लन,1. परमानंद 2. तेज
ऐन्थ्रेक्स,ऍन्थ्रॅक्स
मानवजनिक कारक,मानववंशजन्य घटक
प्रतिजीविता,जगणे
1.प्रतिजैविक2.  ऐन्टीबायोटिक,1. प्रतिजैविक 2. प्रतिजैविक
प्रतिकारक,तिरस्करणीय
प्रतिऑक्सीकारक,अँटिऑक्सिडंट
प्रतिआविष,अँटीटॉक्सिन
वलयिका,अनामिका
1. ऐफिड 2. माहू 3. चेपा,1. ऍफिड 2. महू 3. चेपा
शीर्ष कलिका,शीर्ष अंकुर
शिखाग्र प्रभाविता,शिखर प्रभावीता
मधुमक्खी पालन,मधमाशी पालन
असंगजनन,लैंगिकता
एपोप्टोसिस,apoptosis
उपांग,परिशिष्ट
क्षुधावर्धक,भूक वाढवणारे
अनुप्रयुक्त,लागू
जलीय खरपतवार,जलीय तण
1. वृक्षीय 2. वृक्षवासी,1. झाड 2. वृक्षवासी
शाखायन,शाखा
आद्य वानस्पतिक अभिलेख,प्रोटोबोटॅनिकल रेकॉर्ड
क्षेत्रांकड़,झोन क्रमांक
1. क्षेत्र 2. क्षेत्रफल,1. क्षेत्रफळ 2. क्षेत्रफळ
शुष्क पारितंत्र,कोरडे इकोसिस्टम
बीजचोल,cotyledon
सौरभ,सौरभ
सुगंधी पादप,सुगंधी वनस्पती
सुगंधित चावल,सुवासिक तांदूळ
इक्षु पुष्पन,इक्षु पुष्पन
अपूति,ऍसेप्टिक
1.अपूतित 2. अजर्म,1. ऍसेप्टिक 2. ऍसेप्टिक
अलैंगिक प्रवर्धन,अलैंगिक पुनरुत्पादन
आमाप,आकार
परिसंपत्ति,मालमत्ता
1. स्वांगीकरण 2. आत्मसात्करण,1. आत्मसात करणे 2. आत्मसात करणे
1. साहचर्य 2. संघ,1. संघटना 2. संघटना
1. स्तंभक 2. कषाय,1. स्तंभ 2. तुरटपणा
असूत्रयुग्मन,heterozygosity
1. पूर्वजता 2. ऐटाविज्म,1. पूर्वज 2. Atavism
कणित्र,कण
1.अपुष्टि 2. क्षीणता,1. पुष्टीकरण 2. कमजोरी
स्वयुग्मन,स्वत: ची जोडणी
स्वलयन,ऑटोलिसिस
1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन,1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण
स्वबहुगुणित,स्वत: मल्टिप्लेक्स
ऑक्सिन,ऑक्सिन
1. शूक 2. तूड़,1. हादरले 2. टॉड
दंड विषाणु,दंडात्मक व्हायरस
1. दंडाणु 2. बैसिलस,1. बॅसिलस 2. बॅसिलस
1. जीवाणु 2. बैक्टीरिया,1. जीवाणू 2. जीवाणू
जीवाणु आविष,जिवाणू विष
खोई,बॅगासे
तुलन-पत्र,ताळेबंद
संतुलित उर्वरक उपयोग,संतुलित खतांचा वापर
दंड आरेख,बार आलेख
छाल,झाडाची साल
1. वायुदाबमापी 2. बैरोमीटर,1. बॅरोमीटर 2. बॅरोमीटर
1. बजर 2. अकृष्य 3. बांझ,1. बजर 2. जड 3. वांझ
1. आधार 2. बेस 3. कपांग,1. बेस 2. बेस 3. कपंग
1.थाला 2. द्रोणी,1. तळा 2. खोरे
तलाभिसारी,तलाबिसरी
1. बेसिस्टर्नम 2. मूलाधारक,1. बेसिस्टर्नम 2. रूट धारक
खाड़ी मानसून,गल्फ मान्सून
फलदायी पौधा,फळ वनस्पती
क्यारी,पलंग
क्यारी - पौधा,बेड प्लांट
क्यारी बनाना,बेडिंग
चुकंदर शीरा,बीट मोलॅसेस
धौंकनी,घुंगरू
1. पट्टी 2. इलाका,1. पट्टी 2. भूप्रदेश
लाभ-लागत विश्लेषण,नफा-खर्च विश्लेषण
अभिनत (प्रतिचयन),इच्छुक (नमुना)
द्विवर्षीय पादप,द्विवार्षिक वनस्पती
द्विपद,द्विपद
जैवकारक,बायोफॅक्टर
जीव जलवायु,जैविक हवामान
जैव ऊर्जा,जैव ऊर्जा
जीव पारिस्थितिकी,प्राणी पर्यावरणशास्त्र
1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर,1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर
जीव-मंडल,बायोस्फीअर
जीवीय,जैविक
जीव प्ररूप,प्राणी
दविलिंगी,दिविलिंगी
धवलन,धवलन
1.  प्रध्वसं (रोग) 2.  झोंका रोग,1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग
संमिश्रण,मिश्रण
1. अंगमारी (रोग) 2.  ब्लाइट (रोग),1. अंगमारी (रोग) 2. अनिष्ट (रोग)
1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर,1. फोड 2. फोड 3. उद्रेक 4. फोड
नीली क्रांति,निळी क्रांती
तलीय ताप चैंबर,प्लॅनर हीटिंग चेंबर
तलीय ताप तकनीक,प्लॅनर हीटिंग तंत्रज्ञान
चोकर,कोंडा
शाखन,शाखा
1. टहनी 2. उपशाखा,1. डहाळी 2. उपशाखा
नस्ल,जाती
प्रजनन,पुनरुत्पादन
शीघ्र अंकुरण उपचार,लवकर उगवण उपचार
1. शाव 2. अंड 3. भ्रूण,1. शावक 2. अंडी 3. गर्भ
कलिकायन,होतकरू
बजट,बजेट
1.उभयप्रतिरोधी 2. बफर,1.अॅम्फोटेरिक 2. बफर
शल्ककंद,रताळे
बंट (रोग),बंट (रोग)
1. उपजात 2. उपोत्पाद,1. उप-उत्पादन 2. उप-उत्पादन
c नमी विशिष्टता वक्र,c ओलावा तपशील वक्र
खली,तेल केक
1. चूनेदार 2.कैल्सियमी,1. चुना 2. कॅल्शियम
कैल्सीयन,कॅल्शिअन
फॉस्फेट का निस्तापन,फॉस्फेट काढणे
1. किणता 2. कैलसता,1. किनटा 2. कॅलाटा
1.कैलस 2. किण,1.कॉलस 2. किरण
1. बाह्यदल पुंज 2.कैलिक्स,1. सेपल्स 2. कॅलिक्स
वाह्यदल अंत,बाह्य टोक
एधा,इधा
कैंकर (जीवाणु रोग),कॅन्कर (जीवाणूजन्य रोग)
डिब्बाबंदी,कॅनिंग
वितान,आकाश
पूंजी,वित्त
परागण (अंजीर का),परागकण (अंजीराचे)
1. संपुट 2. संपुटिका 3. कैप्सूल,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
कार्बोनीकृत,कार्बनयुक्त
कार्बनन,कार्बनन
अंडप,कॅरॅपेस
मणिबंध,ब्रेसलेट
1. ढलाई (लोहे की) 2. क्षिप्ति (कीट),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
अपचय,अपचय
उत्प्रेरण,प्रलोभन
1. इल्ली 2. सूंडी,1. सुरवंट 2. सुरवंट
सी ड़ी. एन. ए. संग्रह,c d. एन. a संकलन
सीमा,श्रेणी
1. कोशिका 2. कोष्ठिका,1. सेल 2. सेल
केंद्रीय अग्रग प्रणाली,मध्यवर्ती फ्रंट सिस्टम
1. सबिंदु 2. सकेंद्र,1. पॉइंट 2. फोकस
अपकेंद्रण,केंद्रापसारक
अपकेंद्रक,अपकेंद्रित्र
तारककेंद्र,तारा केंद्र
केंद्रजनिक,epigenetic
केंद्रजा,केंद्रजा
लूम,यंत्रमाग
1. धान्य 2. सीरियल,1. तृणधान्ये 2. मालिका
1. प्रमाणीकरण 2. प्रमाणन,1. प्रमाणन 2. प्रमाणन
प्रमाणित बीज,प्रमाणित बियाणे
1. भूसा 2. कुट्टी 3. शल्क सहपत्र,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
1. निभाग 2. कैलाजा,1. निभाग 2. कैलाजा
रसानुवर्तन,किमोग्राफी
1. किआज्मा 2. व्यत्यस्त,1. कियाज्मा 2. व्यस्त
अतिशीतन घंटे,सुपर कूलिंग तास
शीतज क्षति,दंव नुकसान
1.  विचित्रोतकी 2. काइमेरा,1. विचिरोटकी 2. चिमेरा
हरित दली,हिरवी लापशी
1. पर्णहरित 2. हरितक,1. पर्णसंभार 2. हिरवा
हरिमाहीनता,सायनोसिस
जीव वितरण विज्ञान,जैविक वितरण विज्ञान
1. क्रोमैटिड 2. अर्धगुणसूत्र,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
क्रोमैटिन,क्रोमॅटिन
वर्णलेखन,क्रोमॅटोग्राफी
क्रोमोटिनलयन,क्रोमॅटिनलेशन
परिसूत्र बिंदु,अलिंद बिंदू
वर्णजनन,क्रोमेटोजेनेसिस
1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
1. गुणसूत्र 2. क्रोमोसोम,1. गुणसूत्र 2. गुणसूत्र
1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
सिट्रेंज,सायरेंज
पर्णाभपर्व,गडी बाद होण्याचा क्रम
वर्गीकरण,वर्गीकरण
1.मृत्तिका 2. चिकनी मिट्टी,1. चिकणमाती 2. चिकणमाती
1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
अनुन्मील्य परागण,सतत परागण
क्रतिक श्वसनी फल,क्रूसिफेरस फळ
जलवायु,हवामान
जलवायु विज्ञान,हवामानशास्त्र
कतरनी,कातरणे
ढेला (मिट्टी का),ढेकूळ (चिकणमाती)
क्लोन,क्लोन
1.मेघ 2. बादल,1.ढग 2.ढग
पुंज (क्लंप,गठ्ठा
गुच्छ,घड
1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
1. आवरण 2.  चर्मावरण,1. कव्हर 2. लेदररेट
कोया,कोया
1. कोएन्जाइम 2. सह-एन्जाइम,1. कोएन्झाइम 2. को-एंझाइम
संसंजन,एकसंधता
1. रेशा (जूट पटसन) 2. नारियल जटा,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
मूलांकुर चोल,मुलंकुर चोळ
,
कोलॉइड (मृदा),कोलोइड (माती)
1.स्तंभिका 2. कॉलुमेला,1.स्तंभ 2.columella
1.दंड 2. स्तंभ 3. कॉलम,1. दंड 2. स्तंभ 3. स्तंभ
सहभोजिता,सहभागिता
वाणिज्यिक बैंक,व्यावसायिक बँक
1. जिंस 2. पण्य वस्तु,1. वस्तू 2. व्यापारी माल
समुदाय,समुदाय
संहनन (मृदा का),कॉम्पॅक्शन (मातीचे)
1. सुसंगति 2. संगतता,1. सुसंगतता 2. सुसंगतता
सुसंगतता,सुसंगतता
1. क्षतिपूर्ति 2. मुआवजा,1. भरपाई 2. भरपाई
स्पर्धी अन्योन्यक्रिया,स्पर्धात्मक संवाद
पूरक सस्य,पूरक पीक
1.सम्मिश्र 2. जटिल,1.संमिश्र 2.जटिल
घटक,घटक
संघटन,रचना
कंपोस्ट,कंपोस्ट
चक्रवृद्धि ब्याज,चक्रवाढ व्याज
अभिकलन,गणना
1.अभिकलित्र 2.कंप्यूटर,1. संगणक 2. संगणक
1. सांद्रण 2. संकेद्रण,1. एकाग्रता 2. एकाग्रता
1. अनुकूलक 2. पुनरुद्धारक,1. अनुकूलक 2. पुनरुज्जीवन करणारा
चालकता,वाहकता
1. विन्यास 2. संरूपण,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. अनुरूपता 2. समविन्यास 3. संरूपता,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
1.समाकुलन 2. संकरण,1. एकत्रीकरण 2. संकरीकरण
संयुग्मन,संयुग्मन
1. योजी 2. संयोजी,1. जोडणारा 2. संयोजी
सरंक्षण,संरक्षण
चकबंदी,एकत्रीकरण
1.संघटक 2. अवयव,1.घटक 2. घटक
उपभोक्ता,ग्राहक
उपभोग,वापर
संदूषण,दूषित होणे
समोच्च रोपण,समोच्च लागवड
समोच्च रेखा,समोच्च रेखा
1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
नियंत्रित वातावरणीय भंडारण,नियंत्रित वातावरणीय संचयन
सहकारी बैंक,सहकारी बँक
सहकारी संस्था सदस्य,सहकारी संस्था सदस्य
गुल्मवन,गुलमावन
घनकंद,चौकोनी तुकडे
1.दलपुंज 2. कोरोला,1. दालपुंज 2. कोरोला
1. वल्कुट 2. कोर्टेक्स,1. कॉर्टेक्स 2. कॉर्टेक्स
लागत,खर्च
बीजपत्र,cotyledon
ऋण समिति,क्रेडिट समिती
1.उधार 2. साख,1. कर्ज देणे 2. क्रेडिट
1. ऋणदाता 2. लेनदार,1. सावकार 2. कर्जदार
1.शिखा 2. शीर्ष 3. शिखर,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
व्याकुंचन,मागे घेणे
संकट,समस्या
कसौटी,चाचणी
क्रांतिक,गंभीर
फसल बीमा,पीक विमा
फसल ऋण,पीक कर्ज
1. सस्य 2. फसल,1. पीक 2. पीक
सस्यन क्षेत्र,लागवड क्षेत्र
पार-असंगत,क्रॉस विसंगत
1. मुकुट 2. शिखर (पादप),1. मुकुट 2. शिखर (वनस्पती)
मृदुकण,मऊ कण
पपड़ी,कवच
1. क्रिप्टोगैम 2. अपुष्पीपादप,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
छांटन (फल),छाटणी (फळ)
कल्म,पेन
कृष्य किस्म,वाणाची विविधता
1.कर्षण 2. कृषि 3. खेती,1. कर्षण 2. शेती 3. शेती
1.किसान 2. कल्टीवेटर (यंत्र),1. शेतकरी 2. शेती करणारा
1.संवर्ध 2. संवर्धन 3. पालन,1. मशागत 2. मशागत 3. संगोपन
1.संसाधन 2.तैयार करना,1. संसाधन 2. तयारी
1.कुंतलन 2. कुंचन,1.कुंतलन 2.कुंचोन
मुद्रा,पवित्रा
1. उपत्वचा 2. क्यूटिकल,1. एपिडर्मिस 2. क्यूटिकल
1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
साइटोक्रोम,सायटोक्रोम
कोशिका युग्मन,सेल जोडणी
कोशिका जनन,सेल पुनरुत्पादन
कोशिका आनुवंशिकी,सेल आनुवंशिकी
कोशिका द्रव्य विभाजन,सायटोप्लाज्मिक विभागणी
कोशिका विज्ञान,सेल जीवशास्त्र
कोशिका लयन,सेल lysis
1. साइटोमियर 2. कोशिका खंड,1. सायटोमेर 2. सेल सेगमेंटेशन
कोशिका द्रव्य,सायटोप्लाझम
1.डेरी 2. दुग्धशाला,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
डेरी उदयोग,डेअरी उद्योग
1. बांध 2. प्रजननी,1. धरण 2. ब्रीडर
दिवस निरपेक्ष पादप,दिवस निरपेक्ष वनस्पती
पुष्पन के बाद दिन,फुलांच्या नंतर दिवस
पूर्ण पुष्पन के बाद दिन,पूर्ण फुलांच्या नंतरचा दिवस
निष्पुष्पन,अकार्यक्षमता
विकैल्सीकरण,decalcification
1. निथारना 2. निस्तारना,1. डिस्लॉज 2. डिस्लॉज
क्षय,क्षय
पर्णपाती,पर्णपाती
1. दशमिक 2. दशमलव,1. दशांश 2. दशांश
न्यूनता,कनिष्ठता
अनूर्णन (मृदा),अनुरन (माती)
विपुष्पन,विपुष्पन
विपत्रण,बिलिंग
वनोन्मूलन,जंगलतोड
अपहासन,बदनामी
निम्नीकरण,ऱ्हास
अंश दिवस,भाग दिवस
1.मात्रा 2. अंश,1. प्रमाण 2. भाग
स्फुटन,विघटन
भूसी हटाना,भुसा काढणे
भूसी हटाना,भुसा काढणे
निर्जलीकरण,निर्जलीकरण
निर्जलकारित्र,निर्जल
मांग,मागणी
1. विकृतीकरण 2. गुणनाशन,1. विकृतीकरण 2. गुणाकार
अनाच्छादन,निंदा
1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
निक्षेपण,ठेव
1. मूल्यहास 2.अवमूल्यन,1. घसारा 2. घसारा
विलवणीकरण,डिसेलिनेशन
1. जल शुष्कन 2. निर्जलीकरण,1. पाणी कोरडे होणे 2. निर्जलीकरण
1.अभिकल्पना 2. डिजाइन,1. डिझाइन 2. डिझाइन
शुष्कित्र,कोरडे
गुठली निकालना,कर्नल काढणे
वि-अंतः भूस्तारीकरण,डी-इंटरकलेशन
वियुग्मन,संयुग्मन
1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
बल्लर या कुंदन को काटना,बल्लार किंवा कुंदन कटिंग
निर्धारक,निर्धारक
अवमूल्यन,अवमूल्यन
वनस्पतिरहित करना,वनस्पती काढून टाकणे
विचलन,विचलन
द्विक,दुप्पट
निदान,निदान
भिन्नकाल पक्वता,भिन्न परिपक्वता
द्विभाजन,दुभाजक
1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
पश्चमारी (रोग),पाठीचा आजार
1. विसरण 2. विसार,1. प्रसार 2. प्रसार
पाचनीयता,पचनक्षमता
द्विसंकर,dihybrid
1. बांध 2. नाली 3. परिवाह,1. धरण 2. नाला 3. कुटुंब
तनु,अल्प
1. एकलिंगाश्रयी 2. पृथक् लिंगी,1. एकपत्नी 2. एकपत्नी
द्विगुणित,द्विगुणित
1. द्विगुणित 2. डिप्लॉइड,1. डिप्लोइड 2. डिप्लोइड
द्विसूत्र,द्विध्रुव
1. निष्कलिकायन 2. कलिका निकालना,1. उतारा 2. अंकुर काढणे
1. तवेदार हल चलाना 2. चक्काकरण,1. नांगरणी 2. कताई
छूट,सवलत
रोगाणुनाशन,निर्जंतुकीकरण
1. परिक्षेपण 2. प्रकीर्णन,1. फैलाव 2. विखुरणे
1.प्रकीर्णन 2.प्रसरण,1.विखुरणे 2.विविधता
विविधीकरण,विविधीकरण
विविधीकृत कृषि,वैविध्यपूर्ण शेती
डी एन ए सोपान,डीएनए पाऊल
डी.एन.ए. ग्राही,डीएनए प्राप्तकर्ता
गोदी-भाड़ा,डॉक भाड्याने
प्रभावी,प्रभावी
प्रसुप्ति,सुप्तता
1. मात्रा 2. खुराक 3. डोज,1. प्रमाण 2. डोस 3. डोस
दोहरा सिग्माभ वक्र,दुहेरी सिग्मॉइड वक्र
1. झोंका 2. खिंचाव,1. झोडप 2. ताणणे
1. निकास नाली 2. अपवाहिका,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
जलनिकास,ड्रेनेज
कर्षण,कर्षण
1.दवा पिलाना 2. दवाई से तर करना,1. औषध द्या 2. भिजवा
प्रसाधन (बीज),सौंदर्य प्रसाधने (बिया)
1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र,1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
1.सूराख करना 2. बेधन 3. बरमाना,1. भोक 2. ड्रिल 3. ड्रिल
1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना,1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
बूंद-बूंद सिंचाई,ठिबक सिंचन
शुष्क खेती,कोरडी शेती
1.धूल 2. बुकनी,1.धूळ 2.बुकनी
1.धूलित्र 2. प्रकीर्णक,1. डस्टर 2. स्कॅटरर
बुरकना,शिंपडणे
1. बौना 2. वामन,1. बटू 2. वामन
वामन पिरामिड,वामन पिरॅमिड
वामिनीभवन,वामिनी भवन
पारिस्थितिकी,पर्यावरणशास्त्र
अर्थमिति,अर्थमिति
आर्थिक दक्षता,आर्थिक कार्यक्षमता
परिस्थितिक प्ररूप,परिस्थितीजन्य प्रकार
बहिःस्तरपोषित,अतिरिक्त-स्तरीकृत
मृदीय,मऊ
मृदा विज्ञान,माती विज्ञान
1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
खाद्य अंश,अन्न भाग
मांग की लोच,मागणीची लवचिकता
उत्पादन लोच,उत्पादन लवचिकता
विद्युत्-अपघटन,इलेक्ट्रोलिसिस
वैद्युतकण-संचलन,इलेक्ट्रोफोरेसीस
अवक्षालन,बाष्पीभवन
1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
1.मेड़ बंदी 2. डौलबंदी,1. विर बंदी 2. स्ट्रॉबंडी
भ्रूण,गर्भ
1. भ्रूणविज्ञान 2. भौणिकी,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
1. निकलना 2. निर्गमन,1. बाहेर पडा 2. बाहेर पडा
पायसीकारक,emulsifier
अंतर्जात,अंतर्जात
अंतः सूत्री विभाजन,आंतर-बिंदू विभागणी
अंतः परजीवी,आंतर-परजीवी
भ्रूणपोष,एंडोस्पर्म
उद्यम,उपक्रम
कीटविज्ञान,कीटकशास्त्र
पर्यावरण,वातावरण
1. प्रकिण्व 2. एन्जाइम,1. एन्झाइम 2. एन्झाइम
दलपुंज कलमबंदी,क्लस्टर ग्राफ्टिंग
1. अधिपादप 2. एपिफाइट,1. एपिफाइट 2. एपिफाइट
समानधारिता,इक्विटी
उन्मूलन,निर्मूलन
आवश्यक पोषक तत्व,आवश्यक पोषक
