Assamese,Hindi
"অতিৰিক্ত, আনুষংগিক, আনুষংগিক (v.), আনুষংগিক (ed.)","अतिरिक्त, सहायक, गौण (वि.), उपसाधन (सं.)"
প্ৰৱেশ সময়,अभिगम काल
দৰ্শকৰ ভুল,आगन्तुक त्रुटि
সমন্বয়,समंजन
সঞ্চিত কৰা হৈছে,संचित
"সঞ্চয়, সঞ্চয়","संचय, संचयन"
এক্যুলেটৰ,संचायक
শুদ্ধতা,यथार्थता
বাস্তৱতা,यथार्थ
ৰঙীন লেন্স,अवर्णक लेन्स
achromatic,अवर्णक
achromaticity,अवर्णकता
একাউষ্টিক,ध्वानिक
শব্দ নিবাৰণ,ध्वनिरुद्ध
একাউষ্টিক ফ&#39;নন,ध्वानिक फ़ओनॉन
শব্দ একক,ध्वनि-मात्रक
একাউষ্টিক,ध्वानिक
শব্দ উৎপাদক,ध्वनि जनित्र
ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া,क्रिया और प्रतिक्रिया
সক্ৰিয়কৰণ,सक्रियण
সক্ৰিয়কৰণ শক্তি,सक्रियण उर्जा
"সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা","सक्रियकारक, सक्रियक"
সক্ৰিয়,सक्रिय
সক্ৰিয়তা,सक्रियता
প্ৰকৃত মানসিক চাপ,वास्तविक प्रतिबल
ফুচফুচাই কোৱা,क्षिप्र उद्भासन
সামৰণিত,"योग करना, जोड़ना"
"যোগ, যোগ, সমষ্টি (ed.), যোগ (v.)","योग, जोड़, संकलन (सं.), योगात्मक (वि.)"
"সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)","संयोजी स्वर, अतिरिक्त टोन (स्वर)"
যোগকৰণ,"योज्य, योगात्मक"
আঠাযুক্ততা,आसंजन
আঠাযুক্ত শক্তি,आसंजी ऊर्जा
আদিয়াবাট,ऐडियाबैट
adiabatic,रुद्धोष्म
তাপ নিৰোধক,उष्मा-अपार्य
সংলগ্ন কৰা হৈছে,संलग्न
নিয়ন্ত্ৰণযোগ্য,समायोज्य
ভেদ,प्रवेश्यता
শোষণ,अधिशोषण
আগলৈ,अग्रगत
প্ৰগতিশীল,प्रगामी
"আকাশী, বায়ু (v.), আকাশী (ed.)","आकाशी, वायव (वि.), एरियल (सं.)"
এন্টেনা ষ্ট্ৰিম,ऐन्टेना धारा
আকাশী জৰীপ,आकाशी सर्वेक्षण
বায়ুৰ বেগ,वायव वेग
বায়ুগতিশীল সহগ,वायुगतिक गुणांक
বায়ুগতিবিদ্যা,वायुगतिक
বায়ুগতিবিদ্যা,वायुगतिकी
এৰোনটিকেল,वैमानिक
এৰোনটিক্স,वैमानिकी
বায়ুৰ স্পন্দন,वायुस्पंद
"বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ","वातमंडल, गैसमंडल"
ফোকাচ চিষ্টেম,अफोकसी तंत्र
বেক ইগনিচন,पश्च ज्वलन
বেক লাইট,पश्च दीप्ति
জোকাৰণি,उत्तरघात
"বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা","वय, आयु, उम्र, युग (सं.), कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना"
সময় প্ৰভাৱিত,कालप्रभावित
"বয়স বৃদ্ধি, বয়স বৃদ্ধি","कालप्रभावन, जरण"
সময়ৰ প্ৰভাৱ,कालप्रभावन
সময় প্ৰভাৱ পৰীক্ষা,कालप्रभावन परीक्षण
মাধ্যাকৰ্ষণহীন,गुरुत्वहीन
মিলন,संधान
"বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ","वायुवाहित रेडार, हवाई रेडार"
"আকাশী লক্ষ্য, আকাশী লক্ষ্য","वायुवर्ती लक्ष्य, हवाई लक्ष्य"
বায়ু শ্বাসযন্ত্ৰ,"वायुश्वासी, वायुश्वसित्र"
এয়াৰ কণ্ডিচনাৰ,वातानुकूलन
এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ,वायुक्रोडी ट्रांसफार्मर
বিমান,वायुयान
প্ৰান্তিককৰণ,संरेखण
প্ৰান্তিককৰণৰ ভুল,सरेखण त्रुटि
লাইভ চাৰ্কিট,सजीव परिपथ
সম্পূৰ্ণ কাঁচৰ নলী,संपूर्ण कांच नलिका
গোটেই ধাতুৰ নলী,संपूर्ण धातुनलिका
ঠিক কৰা,नियत करना
"মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)","मिश्रातु (सं.), मिश्रात्वन (क्रि.)"
মিশ্ৰত্ৱন,मिश्रात्वन
সৰ্বব্যাপী মাধ্যম,सर्वव्यापी माध्यम
omni এন্টেনা,सर्वतरंग ऐन्टेना
আলমানাক,पंचांग
আলফা,ऐल्फा
আলফা-কাৰ্য্যকলাপ,ऐल्फा-सक्रियता
আলফানিউমেৰিক,अक्षरांकीय
আলফা ৰশ্মি,ऐल्फा किरण
সলা,परिवर्तन
"বিকল্প, বিকল্প","एकांतर, प्रत्यावर्ती"
অলটাৰেটৰ,प्रत्यावर्तित्र
উচ্চতামাপক,तुंगतालेखी
উচ্চতামাপক,तुंगतामापी
উচ্চতা মাপকাঠী,तुंगतामापिकी
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब"
গাণিতিক যুক্তি একক (ALU),अंकगणित तर्क एकक (ए एल यू)
amaget নিয়ম,एमागेट नियम
পৰিৱেশ,परिवेश
amicron,एमाइक्रोन
এমিটাৰ,ऐमीटर
এম্পিয়াৰ,ऐम्पियर
এম্পিয়াৰ-আইন,ऐम्पियर-नियम
উভচৰ আয়ন,उभयावेशी आयन
এম্প্লিফিকেশন,प्रवर्धन
এম্প্লিফায়াৰ,प्रवर्धक
"কোণ, মাত্ৰা","कोणांक, आयाम"
ক. এম ইউ. (পাৰমাণৱিক ভৰ একক),ए. एम. यू. (परमाणु संहति मात्रक)
উপযুক্ত,अनुरूप
উপমা,सादृश्य
বিশ্লেষক,विश्लेषक
বিশ্লেষণ,विश्लेषण
বিশ্লেষণাত্মক,विश्लेषीय
নন-পইন্ট,अन-अबिन्दुक
অস্বাভাৱিক,अन-अबिंदुकता
আৰু দুৱাৰ,तथा द्वार
অ-ধ্বনিযুক্ত,अप्रतिध्वनिक
বিষম স্থিতিস্থাপকতা,विषम प्रत्यास्थता
জলহীন,निर्द्रव
কোণ,कोण
angstrom একক,ऐंग्स्ट्रम मात्रक
কৌণিক,कोणीय
প্ৰট্ৰেক্টৰ vernier,कोणमापी वर्नियर
বিতৰ্কহীন,अप्रसंवादी
অসন্মানজনক,अप्रसवादिता
ৰঙীন চুম্বকীয়কৰণ,अशैथिल्य चुंबकन
শিথিলতা,अशिथिलित
এনিয়ন,ऋणायन
অসমতাপূৰ্ণ,असमविम
সমতলীয়,विषमदैशिक
সমচক্ৰীয়তা,विषमदैशिकता
মচি পেলোৱা,विलोपन
ষড়যন্ত্ৰকাৰী,आख्यापित्र
এনোড,ऐनोड
এনোডাইজেচন,ऐनोडीकरण
অসামঞ্জস্যপূৰ্ণ,अंसगत
অপটিকেল চিষ্টেম,प्रकाशयंत्रहीन तंत्र
এন্টেনা,ऐन्टेना
এন্টিবেৰিয়ান,ऐन्टिबेरियॉन
এন্টি-বণ্ডিং বৈশিষ্ট্য,बंधन विरोधी गुणधर्म
কাউণ্টাৰ বণ্ড,प्रति-आबंधन
ৰিভাৰ্ছ পাৱাৰ,प्रतिलोह विद्युत
ডাইমেগনেটিক,प्रतिलोहचुंबकीय
ডাইমেগনেটিক পদাৰ্থ,प्रतिलोहचुबकीय पदार्थ
এন্টি-ইনফ্লেমেটৰী,प्रतिकूहाकारक
এন্টিগ্ৰেভিটি,प्रतिगुरुत्व
এন্টিলামডা কণা,प्रतिलेम्डा कण
এলিলেপ্টন,ऐल्टीलेप्टॉन
ডাইমেগনেটিক,प्रतिचुंबकीय
এন্টিমেটাৰ,ऐन्टिद्रव्य
এন্টি মিছাইল,मिसाइल विरोधी
এন্টিনিউট্ৰন,ऐन्टिन्यूट्रॉन
স্পন্দনশীল,प्रस्पंद
এন্টিনিউক্লিয়ন,प्रतिन्यूक्लिऑन
এন্টিপাৰটিকেল,प्रतिकण
এন্টিপ্ৰ&#39;টন,प्रतिप्रोटॉन
এন্টিৰিফ্লেক্টিভ,परावर्तनरोधी
এন্টিসিমেট্ৰিক,प्रतिसममित
non recurring,अनावर्ती
এনাক্ৰ&#39;নিজম,अनावर्तिता
ছিদ্ৰযুক্ত স্কেনিং ডিস্ক,छिद्रित क्रमवीक्षण डिस्क
দ্বাৰক,द्वारक
"ওপৰ, ওপৰ, সন্মুখ","शीर्ष, शिखर, अग्रक"
"সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য","सूर्योच्च, रवि उच्च, अपसौर"
উদাসীন জৰী,अविपथी लेस
অকৰুণ,अविपथी
অ-অক্ষমতা,अविपथिता
অতি ৰংহীন,अति अवर्णी
"ভূমি-উচ্চ, apogee","भूमि-उच्च, अपभू"
"অমেৰু, বৃত্তাকাৰ","अध्रुवी, परिध्रुवी"
পেৰাপোলাৰিটি,परिध्रुविता
সঁজুলি,उपकरण
"ভাৰ্চুৱেল, দৃশ্যমান","आभासी, दृष्ट"
দৃশ্যমান সূৰ্য্য,दृष्ट सूर्य
দৃশ্যমান সময়,दृष्ट समय
উদীয়মান ৰূপ,"उदभावी, प्रकटन"
দৰ্খাস্ত,अनुप्रयुक्ति
প্ৰযোজ্যতা,अनुप्रयोज्यता
প্ৰয়োগ কৰা হৈছে,अनुप्रयुक्त
পৰ্যবেক্ষণযোগ্য,सुप्रेक्ष्य
পদ্ধতি,उपगमन
"ওচৰত, প্ৰায়","सन्निकट, लगभग"
আনুমানিককৰণ,सन्निकटन
বাষ্পৰ চাপ,वाष्प दाब
স্বেচ্ছামূলক,स्वेच्छ
"চাপ চুলা, চাপ চুলা","आर्क भट्टी, चाप भट्टी"
আৰ্কিমিডিছৰ নিয়ম,आर्किमीडीज़ का नियम
স্থাপত্যৰ ধ্বনিবিজ্ঞান,स्थापत्य ध्वानिकी
চাপ লেম্প,आर्क लैंप
চাপ-বৰ্ণালী,आर्क-स्पेक्ट्रम
"এলেকা, এলেকা","क्षेत्र, क्षेत्रफल"
"আঞ্চলিক, আঞ্চলিক","क्षेत्रफलीय, क्षेत्रीय"
"বাহু, বাহু, শাখা","बाहु, भुजा, शाखिका"
অপেশাদার,आमेचर
"এৰে, এৰে","व्यूह, सरणी"
ৰিচিভাৰ,प्रग्राही
উচ্চাৰণৰ স্পষ্টতা,उच्चारण स्पष्टता
কৃত্ৰিম,कृत्रिम
কৃত্ৰিম ৰূপান্তৰ,कृत्रिम तत्वांतरण
আৰোহী,आरोही
আৰোহণ,तारारोहण
বগাই যোৱা,आरोहांक
আগোলি,अगोली
একত্ৰীকৰণ,अगोलीकरण
set of,समुच्चय
"একত্ৰিত কৰা, একত্ৰিত কৰা","समुच्चय करना, समुच्चयन"
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","समुच्चय, समुच्चयन, कोडांतरण"
নিখুঁত অনুমান,परिशुद्धता आकलन
নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত","संबंद्ध, सहचारी, संगुणित"
স্বৰধ্বনি,स्वरावृत्ति
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,स्वचलित बहुकंपित्र
এষ্টেনিক,अस्थैतिक
"বিৰতি, দৃষ্টিশক্তি","अबिन्दुकता, एस्टिग्मेटिज्म"
মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,खगोलमिति
মহাকাশচাৰী,अंतरिक्षयात्री
জ্যোতিৰ্বিজ্ঞানী,खगोलज्ञ
আকাশী,खगोलीय
জ্যোতিৰ্বিজ্ঞান,खगोलिकी
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,खगोल भौतिकी
অসমতাপূৰ্ণ,असममित
এছিম্পটটিক,अनंतस्पर्शी
গুৰুতৰ কৰি তোলা,उपगामी
এচিনক্ৰ&#39;নাছ,अतुल्यकालिक
"বায়ুমণ্ডল, বায়ুমণ্ডল","वायुमंडल, परिमंडल"
বায়ুমণ্ডলীয়,वायुमंडलीय
বতাহৰ অস্থিৰতা,वायु-विद्युत क्षोभ
পাৰমাণৱিক,परमाणु
পাৰমাণৱিক,परमाण्वीय
পাৰমাণৱিকতা,परमाणुकता
পাৰমাণৱিক ভৰ,परमाणु संहति
পাৰমাণৱিক সংখ্যা,परमाणु क्रमांक
"নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল","परमाणु-रिऐक्टर, परमाणु पाइल"
পাৰমাণৱিক,परमाण्विक
কণা,कणन
কণা,कणित्र
"attenuation, ক্ষীণকৰণ","क्षीणन, क्षीणता"
"attenuating, ক্ষীণ কৰা","क्षीणकारी, क्षीणक"
আকৰ্ষণ,आकर्षण
আকৰ্ষণৰ বল,आकर्षण बल
শ্ৰৱণ ক্ষমতা,श्रव्यता
অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,श्रव्य आवृत्ति-प्रवर्धक
শ্ৰৱণযোগ্য,श्रव्य
অডিঅ&#39; জেনেৰেটৰ,श्रव्यजनित्र
শ্ৰৱণ ক্ষমতা গ্ৰাফ,श्रव्यता आलेख
শ্ৰৱণ বিজ্ঞান,श्रवण विज्ञान
অডিঅ&#39;মিটাৰ,श्रव्यतामापी
শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক,श्रव्य आवृत्ति-दोलक
শব্দ সংকেত,ध्वनि सिग्नल
দৃশ্য-শ্ৰাব্য,दृश्य-श्रव्य
"অডিটৰিয়াম, অডিটৰিয়াম","ऑडिटोरियम, सभाभवन"
OZ প্ৰভাৱ,ओज़ए प्रभाव
প্ৰচাৰ,संवर्धन
এনহান্সাৰ,संवर्धक
মেৰু শিখা,ध्रुवीय ज्योति
দক্ষিণ মেৰু শিখা,दक्षिण ध्रुवीय ज्योति
উত্তৰ মেৰু শিখা,उत्तर ध्रुवीय ज्योति
স্বয়ংক্ৰিয় সতৰ্কবাণী,स्वचालित सचेतक
অটো সমান্তৰালকাৰী,स्वतः समांतरित्र
"স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়","आत्मचालित, स्वचालित, स्वतः"
"স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ","स्वचालन, स्वचालित यंत्र"
"সহায়ক, সমবায়, অতিৰিক্ত","सहायक, सहकारी, अतिरिक्त"
"অৱদাভা, হিমস্খলন","अवधाव, ऐवेलांश"
"mean, mean","औसत, माध्य"
পৰিৱৰণ,परिवर्जन
অক্ষীয়,अक्षीय
অক্ষ,अक्ष
এজিমুথ,दिगंश
এজিমুথ,दिगंशीय
পিছলৈ,पश्च
"পটভূমি,পটভূমি","पृष्ठभूमि, पृष्ठभूमिक"
"পিছপৰা, পিছপৰা","पिच्छद, पश्चगमन"
ঘুৰা,प्रतिवर्तन
বেক ভল্টেজ পালছাৰ,पश्चडोल वोल्टता स्पंदक
সম্পৰ্কৰ পিছৰ,पश्च-पश्च-संबंधन
ৰিইম্বৰ্চেমেণ্ট,पूर्तिकर
এন্টি ভল্টেজ,विरोधी वोल्टता
পশ্চাৎ বিক্ষিপ্ততা,पश्चवर्ती प्रकीर्णन
অন্তৰ্স্থলীৰ তৰংগ,अंतराली तरंग
ইনচুলেটৰ,कुचालक
পেৰাচুট জাম্প,पैराशूट सहित कूद पड़ना
উত্তাপন কৰা,तपन
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
বেলেন্সাৰ,संतोलक
ভাৰসাম্যতা বজাই ৰখা,संतुलन
গ্ল&#39;বুল,गोलात चुबक
"বেলিষ্টিক, বেলিষ্টিক","प्राक्षेपिक, प्राक्षेपिकीय"
"প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
মিছাইল,प्रक्षेपास्त्र
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","प्राक्षेपिकी, अस्त्र विज्ञान"
প্ৰক্ষেপণ,प्रक्षेप
মুক্ত ট্ৰেজেক্টৰী,मुक्त प्रक्षेप पथ
"বেলুন, বেলুন","बैलून, गुब्बारा"
বালমাৰ বিচ্ছিন্নতা,बामर-असातत्य
"বেণ্ড, বেণ্ড, বেণ্ড","पट्ट, पट्टी, बैंड .दल"
ফুটা,धमाका
"array, beam, তীৰ, পাৰ, উপকূল","व्यूह, पुंज, किनारा, बैंक, तट"
"স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
bardeen নীতি,बारडीन सिद्धांत
barkhausen প্ৰভাৱ,बार्कहाउज़एन प्रभाव
barlow চক্ৰ,बार्लो चक्र
বাৰ চুম্বক,दंड चुबंक
ভঁৰাল,बार्न
বায়ুৰ চাপৰ গ্ৰাফ,वायुदाब-आलेख
"বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ","वायुदाबलेखी, बैरोग्राफ"
বেৰ&#39;মিটাৰ,वायुदाबमापी
বায়ুমণ্ডলীয় চাপ,वायुदाबमिति
"ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ","कर्षमंडल, बैरोमंडल"
পেণ্ডুলাম,दंड लोलक
"বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা","रोध, रोधिका, नाभिकीय रोधिका"
বাধাৰ স্তৰ,रोधिका स्तर
barion,बरिऑन
গুৰুমণ্ডল,गुरुमंडल
বেচ বেণ্ড,आधार बैंड
"মৌলিক, মৌলিক, ক্ষাৰকীয়","आधारीय, मूल, क्षारीय"
ভেঁটি,आधारक
"গণনা, দল গঠন","गणन, दल रचना"
"cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
বেটাৰি,बैटरी
"এৰে খণ্ড, কক্ষ, উপসাগৰ","व्यूह खंड, कक्ष, खाड़ई"
প্ৰদৰ্শন,प्रदर्श
কিবান,कीबन
"মণিকা, বিড","मणिका, बीड"
"ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প","दंड, बीम, किरण पुंज, तुर"
"ডিকমন, ডিকন","दिक्मान, दिक्कोण"
"ডোলে, ভিস্পেণ্ড","डोल, विस्पंद"
becquerel প্ৰভাৱ,बैकेरल प्रभाव
ঘণ্টা জাৰ,"बेलजार, घंटाकार ढकना"
bellows,धौंकनी
ঘণ্টা ঘড়ী,घंटाकार
"বেদিকা, বেঞ্চ","वेदिका, बेंच"
"মোড, বাংক (সম্পা.), বেণ্ড (v.)","मोड, बंक (सं.), मोड़ना (क्रि.)"
বাংকন,बंकन
"bent, বেঁকা","मुड़आ, बंकित"
বাৰ্নৌলি-সমীকৰণ,बर्नूली-समीकरण
ভিত্তি-ফলন,बेसल-फलन
শ্ৰেষ্ঠ আঠাযুক্ততা,श्रेष्ठतम आसंजन
বিটা (খ),बीटा (भ्)
betatron,बीटाट्रॉन
bethe মডেল,बेथे निदर्श
বিভাট্ৰন,बिवाट्रॉन
BH বক্ৰ,B-H वक्र
দ্বিকোণীয়া,द्विकोणीय
"bias, পক্ষপাতিত্ব","अभिनति, बायस"
দ্বি-অক্ষীয়,द्वि-अक्षीय
বাইক্ৰ&#39;মেট কোষ,बाइक्रोमेट सेल
অভ্যাৱতল,अभयावतल
ডাবল এন্টেনা,द्विशंकु ऐन्टेना
দ্বি উত্তল,उभयोत्तल
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","द्वि-क्रिस्टल, द्विक क्रिस्टल"
দ্বিমুখী মাইক্ৰ&#39;ফোন,द्विदिशी माइक्रोफोन
দ্বিপদ আৰ্হি,द्वि-उपादानीय निदर्श
ডাইঅ&#39;ইচিয়াছ,द्विसूत्री
দ্বিপাক্ষিক,द्विपार्श्विक
দ্বিৰেখা,द्विरैखिक
দ্বি আণৱিক,द्वि-अणुक
"দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত","द्वि-चर, द्वि-आधारी, द्वयी"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","द्वि-आधारी कोड, द्वि-आधारी कूट"
গেম ষ্টাৰ,युग्मतारा
বাইনাৰী পদ্ধতি,द्वि-आधारी पद्धति
biparietal,"द्विकर्णी, द्विपथी"
বান্ধোন,बंधन
"বাইনোকুলাৰ, বাইনোকুলাৰ","द्विनेत्री, बाइनाक्युलर"
বাইনাৰী,द्विनोड
দ্বিপদ বিতৰণ,द्विपद बंटन
"দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট","द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय"
জৈৱগতিবিদ্যা,जैव-गतिकी
বায়&#39; ইলেক্ট্ৰনিক্স,जैव इलेक्ट्रानिकी
জৈৱপদাৰ্থবিজ্ঞানী,जीव-भौतिकीविज्ञ
জৈৱপদাৰ্থ বিজ্ঞান,जीव-भौतिकी
জৈৱিক উপগ্ৰহ,जैविक उपग्रह
"চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ","चलचित्रदर्शी, बायोस्कोप"
বায়&#39;-ছাভাৰ্ট নিয়ম,बायो-सावर्ट नियम
দ্বিফেজিক কাৰেণ্ট,द्विप्रावस्थिक धारा
ডাইপোল,द्विध्रुवीय
"বাইপ্ৰিজম, বাইপ্ৰিজম","द्विकप्रिज्म, बाइप्रिज्म"
"বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট","द्विस्फटिक, बाइक्वार्ट्ज"
দ্বিপৰ্যায়ৰ আখৰ,द्विस्थितिक अभिलक्षण
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,द्विस्थितिक बहुकंपित्र
"ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক","द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक"
"ক&#39;লা, কৃষ্ণ","काला, कृष्ण"
ক&#39;লা শৰীৰ,कृष्णिका
অদৃশ্য পোহৰ,अदृश्य प्रकाश
timirayan ৰেডিঅ&#39; timirayan,"तिमिरायन, रेडियो तिमिरायन"
ইজেকচন পালছ,लोपन स्पंद
end bias,अंतक बायस
ক&#39;লা বিকিৰণ,कृष्ण विकिरण
"অসম্পূৰ্ণ, খালী","असंपूर्त, रिक्त"
আৱৰণ,समाच्छादन
বাতিল কৰা,लोपन
"বিস্ফোৰণ, বিস্ফোৰণ, ধুমুহা","स्फोटन, वात्या, झोंका"
"সবিকা, ব্লিডাৰ, সবি","साविका, ब्लीडर, सावी"
"ছদ্মবেশত, অন্ধ","प्रच्छन्न, अंध"
ব্লকৰ উপপাদ্য,ब्लॉख प्रमेय
"ব্লক, ব্লক, ব্লক","अवरोध, अवरोधन, अवरोधी"
"blow, blow, আঘাত কৰা","आघात, ब्लो, धमन"
নীলা প্ৰিন্ট,ब्लू प्रिंट
অস্পষ্টতা বৃত্ত,अस्पष्टता-वृत्त
তৰংগ,अस्पष्ट
"বল, গোলক, লকেট","गोलक, गोला, लटकन"
"শৰীৰ, বস্তু","पिंड, वस्तु"
শাৰীৰিক ক্ষমতা,कायिक धारिता
কেন্দ্ৰীভূত,अंत:केन्द्रित
"শৰীৰ-তিৰ্যক, শেষ-তিৰ্যক","पिंड-विकर्ण, अन्त:-विकर्ण"
"bogie, অজ্ঞাত ধৰা পেলোৱা (ৰাডাৰ)","बोगी, अज्ञात संसूचन (रडार)"
ব&#39;ৰ ইফেক্ট,बोर प्रभाव
ব&#39;ৰ মেগনেটন,बोर मैग्नेटॉन
"বয়লাৰ, বয়লাৰ","क्वथित्र, बॉयलर"
"উতলা, উতলা","क्वथन, उबालना"
বোল্টছমেন সমীকৰণ,बोल्ट्समान समीकरण
বোমাৰু ইলেক্ট্ৰন,बमबार इलेक्ट्रॉन
"আঘাতজনিত শক্তি, বোমা বিস্ফোৰণ শক্তি","अभिघातक ऊर्जा, बमकारी ऊर्जा"
বন্ধক,बंधक
"বণ্ডেড, বণ্ডেড, বণ্ডেড","आबंधक, आबंधी, आबन्धन"
এনহান্সাৰ,अभिवर्धक
বোৰন,बोरॉन
বস-কণা,बोस-कण
ব&#39;চন,बोसॉन
"জোকাৰণি, জাম্প","झंप, उच्छलन"
বাধ্যতা,परिबद्ध
"সীমা, সীমা (সম্পা.), প্ৰান্তীয় (v.)","परिसीमा, सीमा (सं.), सीमांत (वि.)"
বাধ্যতা,बद्ध
ধনু ৰাশিৰ চোতাল,"धनु, गज़"
পালতোলা ঢৌ,नौकाग्र तरंग
বয়লাৰ গৰম কৰা,बॉयल ताप
ল&#39;ৰাৰ আইন,बॉयल-नियम
