Telugu,Tamil
అటవీ నిర్మూలన,காடு வளர்ப்பு
ఆందోళన,கிளர்ச்சி
అగ్మార్క్,அக்மார்க்
వ్యవసాయం,விவசாய
వ్యవసాయ క్లినిక్,வேளாண் மருத்துவமனை
వ్యవసాయ శ్రమ,விவசாய உழைப்பு
వ్యవసాయ మార్కెటింగ్,விவசாய சந்தைப்படுத்தல்
వ్యవసాయ సాంకేతిక పరిజ్ఞానం,விவசாய தொழில்நுட்பம்
వ్యవసాయం,வேளாண்மை
అగ్రిసిల్వికల్చర్,வேளாண் வளர்ப்பை
అగ్రోబియోడివైవర్సిటీ,வேளாண் பன்முகத்தன்மை
అగ్రోబయోలాజికల్ లోపాలు,வேளாண் வியாபார குறைபாடுகள்
అగ్రోబయాలజీ,வேளாண்வியல்
అగ్రోక్లిమాటిక్ వైవిధ్యం,வேளாண் பன்முகத்தன்மை
అగ్రోక్లిమాటిక్ జోనింగ్,வேளாண் மண்டல
అగ్రోఫారెస్ట్రీ,வளர்ப்பு
వ్యవసాయ శాస్త్రం,விவசாயவியல்
వ్యవసాయ శాస్త్రం,வேளாண்
అగ్రోపాస్టోరల్,அக்ரோபாஸ்டோரல்
అగ్రోప్రాసెసింగ్,அக்ரோபிராசெசிங்
అగ్రోస్టాలజీ,அக்ரோஸ்டாலஜி
అగ్రోటైప్,வேளாண் வகை
ఎయిర్ ప్లాంట్,விமான ஆலை
అకియోచి నేల,அகியோச்சி மண்
అల్బినిజం,ஆல்பினிசம்
ఆల్ఫిసోల్స్,அல்பிசோல்ஸ்
ఆల్గే,பாசி
ఆల్గల్ వ్యాధి,பாசி நோய்
క్షార నీరు,கார நீர்
ఆల్కలీన్,கார
యుగ్మ వికల్పం,அல்லீல்
అల్లెలోకెమికల్స్,அல்லீல கெமிக்கல்ஸ்
అల్లెలోమోర్ఫ్,அல்லீலோமார்ப்
అల్లెలోపతి,அலெலோபதி
అల్లే క్రాపింగ్,சந்து பயிர்
కేటాయింపు,ஒதுக்கீடு
అయోగాగమి,Allocamy
అలోమెట్రీ,அலோமெட்ரி
అల్లోపాలిప్లోయిడ్,அலோபோலிப்ளோயிட்
(అలోసిన్సిస్ఐలు,அலோசினாப்சிஸ் (அலோசின்டெசிஸ்)
ప్రత్యామ్నాయ బేరింగ్,மாற்று தாங்கி
ప్రత్యామ్నాయ భూ వినియోగం,மாற்று நில பயன்பாடு
పరిసర,சுற்றுப்புறம்
అమేలియోరెంట్,அமெலியோரண்ட்
అమిటోసిస్,அமிடோசிஸ்
అమినైజేషన్,வெடிமருந்து
అమ్మోనిఫికేషన్,அம்மோனிகேஃபிகேஷன்
అమ్మోనిఫైయర్,அம்மோனியர்
AMORFH,அமார்
యాంఫిమిక్సిస్,ஆம்பிமிக்ஸிஸ்
యాంఫోటెరిక్,ஆம்போடெரிக்
అనాబాలిజం,அனபோலிசம்
Anaerobe,காற்றில்லா
అనూప్లోయిడ్,அனூப்ளோயிட்
యాంగిల్ నాటడం,கோண நடவு
పశుసంరక్షణ,கால்நடை வளர்ப்பு
జంతు తిరస్కరణ,விலங்கு மறுப்பு
శక్తిని యానిమేట్ చేయండి,ஆற்றல் உயிரின
అనిసోప్లాయిడ్,அனிசோப்ளோயிட்
వార్షిక ప్లాంట్,ஆண்டு ஆலை
వార్షిక,ஆண்டு
సంశ్లేషణ,ஆன்டெஸிஸ்
ఆంత్రాక్స్,ஆந்த்ராக்ஸ்
మానవ కారకం,மானுடவியல் காரணி
యాంటీబయోసిస్,ஆண்டிபியோசிஸ்
యాంటీబయాటిక్,நுண்ணுயிர்க்கொல்லி
విరుగుడు,மாற்று
యాంటీఆక్సిడెంట్లు,ஆக்ஸிஜனேற்றிகள்
యాంటిటాక్సిన్,ஆன்டிடாக்சின்
యాన్యులస్,ANNULUS
అఫిడ్,அஃபிட்
ఎపికల్ బడ్,அபிகல் மொட்டு
ఎపికల్ ఆధిపత్యం,நுனி ஆதிக்கம்
పుష్పగుచ్ఛము,Apulcalure (தேனீ வைத்திருத்தல்)
అపోమిక్సిస్,Apomixis
అపోప్టోసిస్,அப்போப்டொசிஸ்
అనుబంధం,இணைப்பு
ఆకలి,பசி
అనువర్తిత,பயன்படுத்தப்பட்டது
జల కలుపు,நீர்வாழ் களை
అర్బోరియల్,ஆர்போரியல்
అర్బరైజేషన్,ஆர்பரைசேஷன்
ఆర్కియో-బొటానికల్ రికార్డులు,தொல்பொருள்-பொட்டானியல் பதிவுகள்
ప్రాంత గణాంకాలు,பகுதி புள்ளிவிவரங்கள்
ప్రాంతం,பகுதி
శుష్క పర్యావరణ వ్యవస్థ,வறண்ட சுற்றுச்சூழல் அமைப்பு
అరిల్,Aril
వాసన,நறுமணம்
సుగంధ మొక్క,நறுமண ஆலை
సుగంధ బియ్యం,நறுமண அரிசி
బాంజింగ్,அம்பு
అసేప్సిస్,அசெப்ஸிஸ்
అసెప్టిక్,அசெப்டிக்
అలైంగిక ప్రచారం,ஓரினச்சேர்க்கை பரப்புதல்
పరీక్ష,மதிப்பீடு
ఆస్తులు,சொத்துக்கள்
సమీకరణ,ஒருங்கிணைப்பு
అసోసియేషన్,தொடர்பு
రక్తస్రావం,ஆஸ்ட்ரிஜென்ட்
అసినప్సిస్,அசினாப்சிஸ்
అటావిజం,அடாவிசம்
అటామైజర్,அணுசக்தி
క్షీణత,அட்ராபி
ఆటోగామి,தன்னியக்க
ఆటోలిసిస్,ஆட்டோலிசிஸ்
ఆటోక్సీడేషన్,ஆட்டோஆக்ஸிஜனேற்றம்
ఆటోపోలిప్లోయిడ్,ஆட்டோபோலிப்ளோயிட்
ఆక్సిన్లు,ஆக்சின்கள்
దంపతులు,Awn (முறுக்கு)
బాదం,பாதம் கொட்டை
కలబంద,கற்றாழை
అమరాంథస్,அமராந்தஸ்
Ammi,அம்மி
అంజన్ గడ్డి,அஞ்சன் புல்
ఆంథూరియం,அந்தூரியம்
"అయోన్లా, ఇండియన్ గూస్బెర్రీ","அன்லா, இந்திய நெல்லிக்காய்"
ఆపిల్,ஆப்பிள்
నేరేడు పండు,பாதாமி
అర్బియన్ జాస్మిన్,ஆர்பியன் மல்லிகை
అరేకా గింజ,அரேகா நட்டு
అర్జున్,அர்ஜுன்
అస్ఫోటిడా,Asfoetida
యాష్ పొట్లకాయ,சாம்பல் பூசணிக்காய்
అశోక చెట్టు,அசோகா மரம்
కవచము కలుపు,ஆஷ்த்மா களை (யூபோர்பியா)
ఆస్పరాగస్,அஸ்பாரகஸ்
అవోకాడో,வெண்ணெய்
అంతా అల్నాఫ్న్నే,அல்பால்ஃபா (லூசர்ன்)
చీమలు,எறும்புகள்
అఫిడ్స్,அஃபிட்ஸ்
ఆర్మీ పురుగు,இராணுவ புழு
వ్యవసాయ ఆర్థికవేత్త,விவசாய பொருளாதார நிபுணர்
వ్యవసాయ పొడిగింపు,வேளாண் நீட்டிப்பு
వ్యవసాయ శాస్త్రవేత్త,விவசாய விஞ்ஞானி
వ్యవసాయ ఇంజనీర్,விவசாய பொறியாளர்
అగ్రోబయాలజిస్ట్,வேளாண் நிபுணர்
వ్యవసాయ శాస్త్రవేత్త,வேளாண் விஞ்ஞானி
అగ్రోఫిసిక్,வேளாண் இயற்பியல்
జంతువుల పెంపకందారుడు,விலங்கு வளர்ப்பாளர்
బాసిల్లస్ వైరస్,பேசிலஸ் வைரஸ்
బాసిల్లస్,பேசிலஸ்
బాక్టీరియా,பாக்டீரியா
బాక్టీరియోటాక్సిన్,பாக்டீரியோடாக்சின்
బాగస్సే,கரும்பு சக்கை
బ్యాలెన్స్ షీట్,இருப்புநிலை
సమతుల్య ఫలదీకరణం,சீரான கருத்தரித்தல்
బార్ రేఖాచిత్రం,பார் வரைபடம்
బెరడు,பட்டை
బేరోమీటర్,காற்றழுத்தமானி
బంజరు,தரிசு
బేస్,அடித்தளம்
బేసిన్,பேசின்
బాసిపెటల్,பாசிபெட்டல்
బేసిథెర్నమ్,பாஸ்கிஸ்டெர்னம்
బే రుతుపవనాలు,விரிகுடா பருவமழை
బేరింగ్ ప్లాంట్,தாங்கும் ஆலை
మం చం,படுக்கை
బెడర్,படுக்கை
పరుపు,படுக்கை
దుంప మొలాసిస్,பீட் மோலாஸ்கள்
బెలోస్,பெல்லோஸ்
బెల్ట్,பெல்ட்
బెనిఫిట్-కాస్ట్ అనాలిసిస్,நன்மை-செலவு பகுப்பாய்வு
పక్షపాతం,சார்புடைய (மாதிரி)
ద్వైవార్షిక,இருபது ஆண்டு
ద్విపద,இரும
బయోజెంట్,உயிரி கையேடு
బయోక్లైమేట్,பயோக்ளைமேட்
బయోఎనర్జీ,பயோஎனெர்ஜி
బయోనోమిక్స్,பயோனமிக்ஸ்
బయోఇయాక్టర్,உயிரியக்கவியல்
బయోస్పియర్,உயிர்க்கோளம்
బయోటిక్,உயிரியல்
బయోటైప్,உயிரியல் வகை
ద్విలింగ,இருபால்
బ్లాంచింగ్,பிளான்சிங்
పేలుడు,குண்டு வெடிப்பு
కలపండి,கலவை
ముడత,ப்ளைட்
పొక్కు,கொப்புளம்
నీలం విప్లవం,நீல புரட்சி
దిగువ వేడి గది,கீழே வெப்ப அறை
దిగువ ఉష్ణ సాంకేతికత,கீழே வெப்ப நுட்பம்
బ్రాన్,பிரான்
శాఖ,கிளைகள்
బ్రాంచ్లెట్,கிளை
జాతి,இனம்
పెంపకం,இனப்பெருக்க
బ్రిమ్మింగ్,கரைந்து
సంతానం,அடைகாக்கும்
బడ్డింగ్,வளரும்
బడ్జెట్,பட்ஜெட்
బఫర్,இடையக
బల్బ్,விளக்கை
బంట్,பன்ட்
ఉప-ఉత్పత్తి,துணை தயாரிப்பு
బాబుల్ అకాసియా,பாபுல் அகாசியா
బేబీ మొక్కజొన్న,குழந்தை சோளம்
బేల్,பேல்
బైల్,பெயில்
బాల్సం,பால்சம்
వెదురు,மூங்கில்
అరటి,வாழை
మర్రి చెట్టు,ஆலமரம்
బార్లీ,பார்லி
బార్నియార్డ్ మిల్లెట్,பார்ன்யார்ட் மில்லட்
తులసి,துளசி
బాస్టర్డ్ సెడార్,பாஸ்டர்ட் சிடார்
బాస్టర్డ్ మైరోబాలన్,பாஸ்டர்ட் மைரோபாலன்
బౌహినియా,ப au ஹினியா
బే బెర్రీ,பே பெர்ரி
బీన్,பீன்
దుంప,பீட்
బెల్లడోన్నా,பெல்லடோனா
బెర్,பெர்
బెర్సీమ్,பெர்சீம்
బెటెల్,பெட்டல்
బిలింబి,பிலிம்பி
కాకరకాయ,பாகற்காய்
బ్లాక్ గ్రామ్,கருப்பு கிராம்
బ్లాక్ నైట్ షేడ్,கருப்பு நைட்ஷேட்
బౌగెన్విలియా,Bougainvillea
బాటిల్ బ్రష్,பாட்டில் தூரிகை
బాటిల్ పొట్లకాయ,சுரைக்காய்
బాక్స్ ట్రీ,பெட்டி மரம்
బ్రెడ్ ఫ్రూట్,ரொட்டி பழம்
పెళ్లి లత,பிரைடல் க்ரீப்பர்
బ్రింజల్,பிரிஞ்சல்
బ్రాడ్ బీన్,பிராட் பீன்
బ్రోకలీ,ப்ரோக்கோலி
బ్రస్సెల్ మొలక,பிரஸ்ஸலின் முளை
బుక్వీట్,பக்வீட்
బ్యూటియా,பியூட்டியா
బాండికూట్,பாண்டிகூட்
ఎలుగుబంటి,தாங்க
బీటిల్,வண்டு
బొబ్బ బీటిల్,கொப்புளம் வண்டு
బ్లూ బుల్,நீல காளை
బోల్ పురుగు,போல் புழு
సీతాకోకచిలుక,பட்டாம்பூச்சி
బాక్టీరియాలజిస్ట్,பாக்டீரியாலஜிஸ்ட்
బయోకెమిస్ట్,உயிர் வேதியியலாளர்
జీవశాస్త్రవేత్త,உயிரியலாளர்
బయోటెక్నాలజిస్ట్,பயோடெக்னாலஜிஸ்ட்
వృక్షశాస్త్రజ్ఞుడు,தாவரவியலாளர்
సి తేమ లక్షణ వక్రత,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
కేక్,கேக்
కాల్కారియస్,கணக்கீட்டு
కాల్సిఫికేషన్,கணக்கீடு
ఫాస్ఫేట్ యొక్క లెక్కింపు,பாஸ்பேட் கணக்கீடு
కాలోసిటీ,காலோசிட்டி
కాలిస్,கால்சஸ்
కాలిక్స్,கலிக்ஸ்
కాలిక్స్-ఎండ్,கலிக்ஸ்-எண்ட்
కాంబియం,காம்பியம்
క్యాంకర్,புற்றுநோய்
క్యానింగ్,கேனிங்
పందిరి,விதானம்
రాజధాని,மூலதனம்
కాప్రిఫికేషన్,கேப்ரிஃபிகேஷன்
క్యాప్సూల్,காப்ஸ்யூல்
కార్బోనేటేడ్,கார்பனேற்றப்பட்ட
కార్బోనైజేషన్,கார்பனாக்கல்
కార్పెల్,கார்பல்
కార్పస్,கார்பஸ்
కాస్టింగ్,வார்ப்பு
క్యాటాబోలిజం,வினையூக்கம்
ఉత్ప్రేరక,வினையூக்கம்
గొంగళి పురుగు,கம்பளிப்பூச்சி
సి-డిఎన్ఎ లైబ్రరీ,சி-டி.என்.ஏ நூலகம்
పైకప్పు,உச்சவரம்பு
సెల్,செல்
కేంద్ర నాయకుడు వ్యవస్థ,மத்திய தலைவர் அமைப்பு
సెంట్రిక్,மையமாக
సెంట్రిఫ్యూగేషన్,மையவிலக்கு
సెంట్రిఫ్యూజ్,மையவிலக்கு
సెంట్రియోల్,சென்ட்ரியோல்
సెంట్రోజెనిక్,சென்ட்ரோஜெனிக்
సెంట్రోజెనస్,சென்ட்ரெஸ்ஜெனஸ்
సెర్కస్,செர்கஸ்
ధాన్యం,தானியங்கள்
ధృవీకరణ,சான்றிதழ்
ధృవీకరించబడిన విత్తనం,சான்றளிக்கப்பட்ட விதை
చాఫ్,சஃப்
చలాజా,சலாசா
కెమోట్రోపిజం,வேதியியல்
చియాస్మా,சியாஸ்மா
చిల్లింగ్ గంటలు,குளிர்ச்சியான நேரம்
చిల్లింగ్ గాయం,குளிர்ச்சியான காயம்
చిమెరా,சிமேரா
క్లోరాంథీ,குளோராந்தி
క్లోరోఫిల్,குளோரோபில்
క్లోరోసిస్,குளோரோசிஸ்
క్లోరాలజీ,குளோரோலஜி
క్రోమాటిడ్,குரோமாடிட்
క్రోమాటిన్,குரோமாடின்
క్రోమాటోగ్రఫీ,குரோமடோகிராபி
క్రోమాటోలిసిస్,குரோமாடோலிசிஸ்
క్రోమోసెంట్రే,குரோமோசென்ட்ரே
క్రోమోజెనిసిస్,குரோமோஜெனெஸிஸ்
క్రోమోప్రొటీన్,குரோமோபுரோட்டீன்
క్రోమోజోమ్,குரோமோசோம்
దీర్ఘకాలిక,நாள்பட்ட
సిట్రేంజ్,சிட்ரேஞ்ச்
క్లాడోడ్,கிளாடோட்
వర్గీకరణ,வகைப்பாடு
మట్టి,களிமண்
శుభ్రపరచడం,சுத்தம்
క్లిస్టోగామి,கிளீஸ்டோகாமி
క్లైమాక్టెరిక్ పండు,க்ளைமாக்டெரிக் பழம்
వాతావరణం,காலநிலை
క్లైమాటాలజీ,காலநிலைவியல்
క్లిప్పర్,கிளிப்பர்
క్లాడ్,துணி
క్లోన్,குளோன்
మేఘం,மேகம்
క్లాంప్,கொத்து
క్లస్టర్,கொத்து
ముతక,கரடுமுரடான
విత్తనం,கோட்டை (விதை)
కోకన్,COCOON
కోఎంజైమ్,கோஎன்சைம்
సమన్వయం,ஒத்திசைவு
కోయిర్,Coir
కోలియోరిజా,கோல்ரோஹிசா
కాలర్,காலர்
ఘోథ,கூழ் (மண்)
కొలుమెల్లా,கொலுமெல்லா
కాలమ్,நெடுவரிசை
ప్రారంభం,துவக்கவாதம்
వాణిజ్య బ్యాంకు,வணிக வங்கி
వస్తువు,பொருள்
సంఘం,சமூக
సంపీడన (మట్టి),சுருக்கம் (மண்ணின்)
అనుకూలత,பொருந்தக்கூடிய தன்மை
అనుకూలత,பொருந்தக்கூடிய தன்மை
పరిహారం,இழப்பீடு
పోటీ పరస్పర చర్య,போட்டி தொடர்பு
పరిపూరకరమైన పంట,நிரப்பு பயிர்
క్లిష్టమైన,சிக்கலான
భాగం,கூறு
కూర్పు,கலவை
కంపోస్ట్,உரம்
చక్రవడ్డీ,கூட்டு வட்டி
గణన,கணக்கீடு
కంప్యూటర్,கணினி
ఏకాగ్రత,செறிவு
కండీషనర్,கண்டிஷனர்
ప్రవర్తన,நடத்தை
ఆకృతీకరణ,உள்ளமைவு
అనుగుణ్యత,ஏற்ப
గందరగోళం,குழப்பம்
సంయోగం,இணைவு
కనెక్టివ్,இணைப்பு
పరిరక్షణ,பாதுகாப்பு
ఏకీకరణ,ஒருங்கிணைப்பு
భాగాలు,தொகுதிகள்
వినియోగదారు,நுகர்வோர்
వినియోగం,நுகர்வு
కాలుష్యం,மாசுபாடு
ఆకృతి నాటడం,விளிம்பு நடவு
ఆకృతి,விளிம்பு
కాంట్రాక్ట్ వ్యవసాయం,ஒப்பந்த விவசாயம்
నియంత్రిత నిల్వ,கட்டுப்படுத்தப்பட்ட சேமிப்பு
సహకార బ్యాంక్,கூட்டுறவு வங்கி
సహకారం,கூட்டுறவு
కాపిస్,காப்பிஸ்
కార్మ్,கோர்ம்
కొరోల్లా,கொரோலா
కార్టెక్స్,கோர்டெக்ஸ்
ధర,செலவு
కోడిలిడాన్,கோட்டிலிடன் (விதை)
క్రెడిట్ సొసైటీ,கடன் சங்கம்
క్రెడిట్,கடன்
రుణదాత,கடன் வழங்குபவர்
క్రెస్ట్,முகடு
ముడతలు,நொறுக்குதல்
సంక్షోభం,நெருக்கடி
ప్రమాణం,அளவுகோல்
క్లిష్టమైన,விமர்சன
పంట భీమా,பயிர் காப்பீடு
పంట రుణం,பயிர் கடன்
పంట,பயிர்
పంట ప్రాంతం,பயிர் பகுதி
క్రాస్ ఇన్ఫాంపిబుల్,குறுக்கு இணக்கமானது
క్రౌన్ (మొక్క),கிரீடம் (ஆலை)
ముక్క,நொறுக்கு
క్రస్ట్,மேல் ஓடு
క్రిప్టోమ్,கிரிப்டோகாம்
మెడ (పండ్లు),குல் (பழங்கள்)
కుల్మ్,அடிம்
సాగు,சாகுபடி
సాగు,சாகுபடி
సాగు,பயிரிடுபவர்
సంస్కృతి,கலாச்சாரம்
క్యూరింగ్,குணப்படுத்துதல்
కర్లింగ్,கர்லிங்
కరెన్సీ,நாணய
క్యూటికల్,வெட்டு
కట్టింగ్,கட்டிங்
తిత్తి,நீர்க்கட்டி
సైటోక్రోమ్,சைட்டோக்ரோம்
సైటోగామి,சைட்டோகாமி
సైటోజెనిసిస్,சைட்டோஜெனெஸிஸ்
సైటోజెనెటిక్స్,சைட்டோஜெனெடிக்ஸ்
సైటోకినిసిస్,சைட்டோகினேசிஸ்
సైటోలజీ,சைட்டாலஜி
సైటోలిసిస్,சைட்டோலிசிஸ்
సైటోమీర్,சைட்டோமியர்
సైటోప్లాజమ్,சைட்டோபிளாசம்
క్యాబేజీ,முட்டைக்கோஸ்
కాక్టస్,கற்றாழை
కలేన్ద్యులా,காலெண்டுலா
ఫలారిస్,கேனரி புல் (ஃபாலரிஸ்)
Canna,கன்னா
కాపారిస్,கபாரிஸ்
క్యాప్సికం,கேப்சிகம்
కారాంబోలా,காரம்போலா
కారాపా,கராபா
ఏలకులు,ஏலக்காய்
కార్నేషన్,கார்னேஷன்
కారెట్,கேரட்
జీడి పప్పు,முந்திரிப்பருப்பு
కాసియా,காசியா
కాస్టర్,ஆமணக்கு
కాలీఫ్లవర్,காலிஃபிளவர்
సెలెరీ,செலரி
ఛాంపాక్,SAMPAC
చెనోపోడియం,செனோபடியம்
చెర్రీ టమొూటా,செர்ரி தக்காளி
చెర్రీ,செர்ரி
"చిక్పా, గ్రామ్","சுண்டல், கிராம்"
మిరపకాయలు,மிளகாய்
చైనా టర్పెంటైన్ చెట్టు,சீனா டர்பெண்டைன் மரம்
చౌ చౌ,சவ் சவ்
క్రిసాన్తిమం,கிரிஸான்தமம்
"చుఫా, ఎర్త్ బాదం","சூஃபா, பூமி பாதாம்"
సికోరీ,சிகோரி
దాల్చిన చెక్క,இலவங்கப்பட்டை
సిట్రాన్,சிட்ரான்
సిట్రోనెల్లా గడ్డి,சிட்ரோனெல்லா புல்
క్లైంబింగ్ జాస్మిన్,மல்லிகை ஏறும்
లవంగం,கிராம்பு
క్లస్టర్ బీన్,கிளஸ்டர் பீன்
కోకో,கோகோ
కొబ్బరి,தேங்காய்
కాఫీ,கொட்டைவடி நீர்
కోలియస్,கோலியஸ்
కోలోకాసియా,கொலோகாசியா
"కోలోసిన్త్, చేదు ఆపిల్","கொலோசிந்த், கசப்பான ஆப்பிள்"
సాధారణ పర్స్లేన్,பொதுவான பர்ஸ்லேன்
కొత్తిమీర,கொத்தமல்லி
పత్తి,பருத்தி
కౌపీయా,கவ்பியா
క్యూబ్బ్,கியூப்
దోసకాయ,வெள்ளரி
కుకుర్బిట్స్,கிகர்பிட்ஸ்
జీలకర్ర,சீரகம்
కరివేపాకు ఆకు,கறி இலை
సీతాఫలం,கஸ்டார்ட் ஆப்பிள்
క్యాప్సూల్ బోరర్,காப்ஸ்யூல் துளைப்பான்
గొంగళి పురుగు,கம்பளிப்பூச்சி
సిట్రస్ సైలా,சிட்ரஸ் சைலா
క్రికెట్,மட்டைப்பந்து
కాకి,காகம்
కట్ పురుగు,புழு வெட்டு
పాల,பால்
పాల,பால்
ఆనకట్ట,அணை
రోజు-తటస్థ,நாள்-நடுநிலை
పుష్పించే రోజుల తరువాత,பூக்கும் சில நாட்கள்
పూర్తి బ్లూమ్ తర్వాత రోజులు,முழு பூக்கும் சில நாட்கள்
డెబ్లోసింగ్,டிப்ளஸமிங்
డీకాల్సిఫికేషన్,Decalcification
డికాంట్,Decant
క్షయం,சிதைவு
ఆకురాల్చే,இலையுதிர்
దశాంశం,தசம
లోపం,குறைபாடு
మట్టి,மண் (மண்)
డెఫ్లోరేషన్,அழிவு
డీఫోలియేషన్,நீக்குதல்
అటవీ నిర్మూలన,காடழிப்பு
క్షీణత,சிதைவு
క్షీణత,சீரழிவு
డిగ్రీ రోజులు,பட்டம் நாட்கள்
డిగ్రీ,பட்டம்
డీహిస్సెన్స్,விலகல்
డెహల్లింగ్,Dehulling
డెహస్కింగ్,நீக்குதல்
నిర్జలీకరణం,நீரிழப்பு
డీహైడ్రేటర్,ஹைட்ரேட்டர்
డిమాండ్,தேவை
డీనాటరేషన్,குறைப்பு
తిరస్కరణ,மறுப்பு
డిపాజిట్,வைப்பு
నిక్షేపణ,படிவு
తరుగుదల డీసాలినైజేషన్,தேய்மானம் அழிவு
డీసికేషన్,வறட்சி
రూపకల్పన,வடிவமைப்பு
డెస్సికేటర్,டெசிகேட்டர்
డెస్టొనింగ్,அழித்தல்
డెస్కరింగ్,Decuckering
డెసినాప్సిస్,தேசனாப்சிஸ்
డిటాసెల్,டிடாஸல்
డిటాసెలింగ్,டிடாசெலிங்
నిర్ణయాధికారి,தீர்மானிக்கும்
విలువ తగ్గింపు,மதிப்புக் குறைப்பு
డివెగెటేషన్,Devegetation
విచలనం,விலகல்
డైడ్,டயட்
రోగ నిర్ధారణ,நோயறிதல்
డైకోగామి,டைக்கோகாமி
డైకోటోమి,இருவகை
విత్తనం,டைகோடைலெடன் (விதை)
డై బ్యాక్ (వ్యాధి),திரும்பவும் (நோய்)
విస్తరణ,பரவல்
డైజెస్టిబిలిటీ,செரிமானம்
డైహైబ్రిడ్,Dihibrid
ఒక రకానికి చెందిన వ్యక్తి,டைக் (டைக்)
పలుచన,நீர்த்த
డైయోసియస్,Dioecious
డిప్లాయిడ్,டிப்ளாய்டு
డిప్లాయిడ్,டிப்ளாய்டு
డిప్లొనెమా,டிப்ளோனெமா
విడదీయడం,நீக்குதல்
డిస్కింగ్,டிஸ்கிங்
డిస్కౌంట్,தள்ளுபடி
క్రిమిసంహారక,கிருமிநாசினி
చెదరగొట్టడం,சிதறல்
వ్యాప్తి,பரப்புதல்
వైవిధ్యీకరణ,பல்வகைப்படுத்தல்
వైవిధ్యభరితమైన వ్యవసాయం,பன்முகப்படுத்தப்பட்ட விவசாயம்
DNA నిచ్చెన,டி.என்.ஏ ஏணி
DNA రిసెప్టర్,டி.என்.ஏ ஏற்பி
డాకేజ్,கப்பல்துறை
ఆధిపత్యం,ஆதிக்கம் செலுத்தும்
నిద్రాణస్థితి,செயலற்ற தன்மை
మోతాదు,டோஸ்
డబుల్ సిగ్మోయిడ్ కర్వ్,இரட்டை சிக்மாய்டு வளைவு
ముసాయిదా (ముసాయిదా),வரைவு (வரைவு)
హరించడం,வடிகால்
పారుదల,வடிகால்
డ్రా,வரை
డ్రించింగ్,நனைத்தல்
డ్రెస్సింగ్ (విత్తనం),ஆடை (விதை)
డ్రిల్ (ఎన్.),துரப்பணம் (n.)
డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్),துளையிடுதல் (Ag. Engg)
వ్యవసాయ శాస్త్రం,துளையிடுதல் (வேளாண்)
బిందు సేద్యం,சொட்டு நீர் பாசனம்
డ్రైలాండ్ వ్యవసాయం,உலர் நில விவசாயம்
దుమ్ము,தூசி
డస్టర్,டஸ்டர்
దుమ్ము,தூசி
మరగుజ్జు,குள்ள
మరగుజ్జు పిరమిడ్,குள்ள பிரமிடு
