Bengali,Gujarati
বেস প্রতিরোধের,આધાર પ્રતિકાર
ভিত্তি উৎস,આધાર સ્ત્રોત
বেস সম্প্রসারণ প্রতিরোধের,આધાર વિસ્તરણ પ્રતિકાર
বেস সম্প্রসারণ প্রতিরোধের,આધાર વિસ્તરણ પ્રતિકાર
ভিত্তি বেধ,આધાર જાડાઈ
বেস অ্যাক্সেস,બેઝ એક્સેસ
"বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
বেস কালেক্টর চুক্তি,આધાર કલેક્ટર સંધિ
গন্ধ,ગંધ
খাদ ফ্রিকোয়েন্সি,બાસ આવર્તન
ব্যাটারি,બેટરી
বউড,બાઉડ
বড হার,બાઉડ દર
বড রেট জেনারেটর,બાઉડ રેટ જનરેટર
বোডো কোড,બોડો કોડ
"সংকেত, বীকন","સંકેત, દીવાદાંડી"
"মানিকা, বিড","મણિકા, બીડ"
ম্যানিক ক্যাপাসিটর,મેનિક કેપેસિટર
মানিকর্তপি প্রতিরোধক,મણિકર્તાપિ પ્રતિરોધકો
"মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা","બીમ એન્ટેના, બીમ એન્ટેના"
মরীচি আবিষ্কারক,બીમ ડિટેક્ટર
মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ,બીમ પાવર નળી
মরীচি সুইচিং অগ্রভাগ,બીમ સ્વિચિંગ નોઝલ
মরীচি সম্প্রসারণ,બીમ વિસ્તરણ
বীট ফ্রিকোয়েন্সি,હરાવ્યું આવર્તન
বীট-ফ্রিকোয়েন্সি অসিলেটর,બીટ-ફ્રિકવન્સી ઓસિલેટર
পালস অসিলেটর,પલ્સ ઓસિલેટર
বেল,બેલ
নমন ক্ষতি,બેન્ડિંગ નુકશાન
বেসেল ফিল্টার,બેસેલ ફિલ્ટર
বেটা,બેટા
b-h বক্ররেখা,b-h વળાંક
"পক্ষপাত, পক্ষপাত","પૂર્વગ્રહ, પૂર્વગ્રહ"
পক্ষপাত বর্তমান,પૂર્વગ્રહ વર્તમાન
পক্ষপাত প্রতিরোধ,પૂર્વગ્રહ પ્રતિકાર
ডবল অ্যান্টেনা,ડબલ એન્ટેના
দ্বিমুখী লোড বর্তমান,દ્વિપક્ષીય લોડ વર્તમાન
দ্বিমুখী অ্যান্টেনা,દ્વિદિશ એન્ટેના
দ্বিমুখী আলো নির্গত ডায়োড,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
দ্বিমুখী থাইরিস্টর,દ્વિપક્ષીય થાઇરિસ્ટર
bi FET প্রযুক্তি,bi FET ટેકનોલોજી
দ্বি-বিন্দু ট্রান্সফরমার,બાય પોઇન્ટ ટ્રાન્સફોર્મર
ডবল ফিউশন,ડબલ ફ્યુઝન
দ্বিপাক্ষিক সার্কিট,દ્વિપક્ષીય સર્કિટ
বাইনারি,દ્વિસંગી
বাইনারি যোগফল,દ્વિસંગી રકમ
বাইনারি সার্কিট,દ્વિસંગી સર્કિટ
বাইনারি কোডেড দশমিক,દ્વિસંગી કોડેડ દશાંશ
বাইনারি কোডেড দশমিক সিস্টেম,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
বাইনারি ডাইপোল ক্যাপাসিটর,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
বাইনারি ক্যালকুলেটর,દ્વિસંગી કેલ્ક્યુલેટર
বাইনারি ক্যালকুলেটর,દ્વિસંગી કેલ્ક્યુલેટર
বাইনারি ডিকোডার,દ્વિસંગી ડીકોડર
বাইনারি মই,દ્વિસંગી નિસરણી
বাইনারি প্যাথোমিটার,બાઈનરી પેથોમીટર
বাইনারি অবস্থা,દ્વિસંગી સ્થિતિ
বাইনারি-ডেসিমেল ডিকোডার,દ્વિસંગી-દશાંશ ડીકોડર
বাইনারি লোড,બાઈનરી લોડ
বাইনারি শব্দ,દ્વિસંગી શબ્દો
বাইপোলার,દ્વિધ્રુવી
বাইপোলার ক্যাপাসিটর,બાયપોલર કેપેસિટર
বাইপোলার ডিভাইস,દ્વિધ્રુવી ઉપકરણ
বাইপোলার উৎস,દ્વિધ્રુવી સ્ત્રોત
বাইপোলার ট্রানজিস্টর,બાયપોલર ટ્રાંઝિસ્ટર
বাইপোলার জংশন ট্রানজিস্টর,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
দ্বিঘাত ফিল্টার,ચતુર્ભુજ ફિલ્ટર
ডবল অবস্থান,ડબલ સ્થિતિ
দুই-পর্যায়ের মাল্টিভাইব্রেটর,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
দ্বিমুখী রিলে,દ્વિપક્ષીય રિલે
দুই-পর্যায়ের রাষ্ট্র,બે તબક્કાની સ્થિતિ
দুই-পজিশন ট্রিগার,બે-સ્થિતિ ટ્રિગર
বিট ত্রুটি,બીટ ભૂલ
বিট ত্রুটি হার,બીટ ભૂલ દર
বিট ত্রুটি,બીટ ભૂલ
বিটকল ত্রুটি,બિટકલ ભૂલ
অন্ধ বাক্স,અંધ બોક્સ
ঘনীভূত নাড়ি,કન્ડેન્સ્ડ પલ્સ
সচিব,સચિવ
সিক্রেটরি ইনহিবিটার,સ્ત્રાવ અવરોધક
অন্ধত্ব,અંધત્વ
সেগমেন্ট ডায়াগ্রাম,સેગમેન્ટ ડાયાગ્રામ
ব্লকিং প্রতিবন্ধকতা,અવરોધક અવરોધ
খণ্ড স্থানান্তর,ટુકડો ટ્રાન્સફર
পথিমধ্যে রোধ করা,ઇન્ટરસેપ્ટ
প্রতিরোধক ক্যাপাসিটর,રેઝિસ્ટર કેપેસિટર
প্রতিরোধক ক্যাপাসিটর,રેઝિસ્ટર કેપેસિટર
ব্লকিং অসিলেটর,રેઝિસ્ટર ઓસિલેટર
প্রতিরোধক অসিলেটর,અવરોધિત ઓસિલેટર
প্রতিরোধক ভোল্টেজ,રેઝિસ્ટર વોલ્ટેજ
ব্লোয়ার,બ્લોઅર
বোড ডায়াগ্রাম,બોડ ડાયાગ્રામ
voltzmann সম্পর্ক,વોલ્ટ્ઝમેન સંબંધ
voltzmann ধ্রুবক,વોલ્ટ્ઝમેન સતત
বন্ধন,બોન્ડ
আবদ্ধ স্ট্রেন গেজ,બંધાયેલ તાણ ગેજ
স্ব-চালিত পরিবর্ধক,સ્વ-સહાયક એમ્પ્લીફાયર
বুলিয়ান বীজগণিত,બુલિયન બીજગણિત
বুলিয়ান সমীকরণ,બુલિયન સમીકરણ
বুট Strapon,બુટ Strapon
বুথের অ্যালগরিদম,બૂથનું અલ્ગોરિધમ
বুটস্ট্র্যাপ প্রিজম সার্কিট,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
bosscutts নিয়ম,bosscutts નિયમ
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"লাফ, লাফ","કૂદકો, કૂદકો"
আবদ্ধ ইলেকট্রন,બંધાયેલ ઇલેક્ટ્રોન
ব্র্যাগ প্রতিফলক,બ્રેગ રિફ્લેક્ટર
জড়িত তার,ગૂંથેલા વાયર
শাখা,શાખા
শাখা,શાખાઓ
পরীক্ষা বোর্ড,પ્રયોગ બોર્ડ
বিরতি জোন,બ્રેક ઝોન
ব্রেকিং ভোল্টেজ,બ્રેકિંગ વોલ્ટેજ
ব্রেকডাউন ডায়োড,બ્રેકડાઉન ડાયોડ
ফ্র্যাকচার ফিক্সেশন,અસ્થિભંગ ફિક્સેશન
ব্রেকিং ভোল্টেজ,બ્રેકિંગ વોલ્ટેજ
সেতু,પુલ
সেতু সংশোধনকারী,પુલ સુધારક
প্রশস্ত ব্যান্ড,વિશાળ બેન્ડ
সম্প্রচার ব্যান্ড,બ્રોડકાસ્ટ બેન્ડ
অ্যাস্ট্রাল অ্যারে,અપાર્થિવ એરે
সম্প্রচার,પ્રસારણ
সম্প্রচার অ্যান্টেনা,બ્રોડકાસ્ટ એન્ટેના
সম্প্রচার গ্রহনকারী যন্ত্র,બ્રોડકાસ્ટ રીસીવર
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
সম্প্রচার ট্রান্সমিটার,બ્રોડકાસ્ટ ટ્રાન્સમીટર
বুস্টার অ্যান্টেনা,બૂસ્ટર એન્ટેના
বাস অ্যান্টেনা,બસ એન્ટેના
বুরুশ নিমজ্জন,બ્રશ નિમજ્જન
বুদবুদ এবং গেট,પરપોટા અને દરવાજો
বুডবুডু বা গেট,બુડબુડુ અથવા ગેટ
বুদবুদ স্মৃতি,બબલી મેમરી
ক্ষতিপূরণকারী ভোল্টেজ,વળતર આપતું વોલ્ટેજ
বাফার,બફર
বাফার পরিবর্ধক,બફર એમ્પ્લીફાયર
বাফার সার্কিট,બફર સર્કિટ
বাফার অপারেটর,બફર ઓપરેટર
বাফার রেজিস্টার,બફર રજીસ્ટર
বাল্ব,બલ્બ
জনসংখ্যার প্রভাব,વસ્તી અસર
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
গুচ্ছ,ટોળું
নিমজ্জিত বিনিময়,ડૂબી ગયેલ વિનિમય
নিমজ্জিত স্তর,ડૂબી ગયેલ સ્તર
নিমজ্জিত যোগাযোগ,ડૂબી ગયેલો સંપર્ક
বিস্ফোরণ পরিবর্ধক,બ્લાસ્ટ એમ્પ્લીફાયર
বিস্ফোরণ কভার,બ્લાસ્ટ કવર
বিস্ফোরণ গুলি,બ્લાસ્ટ ફાયરિંગ
বিস্ফোরণ দরজা পরিবর্ধক,વિસ્ફોટ ડોર એમ્પ્લીફાયર
বিস্ফোরিত মোড,વિસ્ફોટ મોડ
বিস্ফোরণ বিভাজক,વિસ્ફોટ વિભાજક
বিস্ফোরণের সংকেত,વિસ્ફોટ સંકેત
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,વિસ્ફોટ ભૂલ સુધારનાર કોડ
যথেষ্ট,પૂરતૂ
বাস বার,બસ બાર
বাস সংগঠন,બસ સંસ્થા
বাস স্ট্যান্ডার্ড,બસ ધોરણ
শুধু ক্ষণস্থায়ী,માત્ર ક્ષણિક
মাখন মূল্য ফিল্টার,માખણ વર્થ ફિલ્ટર
bnc তার,bnc વાયર
বিএনসি জয়েন্টার,BNC જોઈન્ટર
উপায় দ্বারা,બાય-વે
বাইপাস ক্যাপাসিটর,બાયપાસ કેપેસિટર
বাইট,બાઈટ
ভি ব্যান্ড,વી બેન્ડ
সি ব্যান্ড অ্যান্টেনা,સી બેન્ડ એન્ટેના
তার,વાયર
তারের রাউটিং,વાયર રૂટીંગ
টেলিগ্রাফ টেলিভিশন,ટેલિગ્રાફ ટેલિવિઝન
ক্যাশ মেমরি,કેશ મેમરી
সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড,સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ
ক্যালকুলেটর,કેલ્ક્યુલેટર
ক্রমাঙ্কন,માપાંકન
কল ঠিকানা,કૉલ સરનામું
কলপিট অসিলেটর,કૉલપિટ ઓસિલેટર
ক্যাম কর্ডার,કેમ કોર્ડર
ক্যামেরা,કેમેરા
ক্যামেরার পায়ের পাতার মোজাবিশেষ,કેમેરા નળી
candela,candela
মোমবাতি শক্তি,મીણબત્તીની શક્તિ
ক্যান্টিলিভার স্ট্রেন গেজ,કેન્ટીલીવર તાણ ગેજ
ধারণ,હોલ્ડિંગ
ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার,કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર
হোল্ডিং ডিস্ট্রিবিউটর,હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર
চুক্তি ধারণ,સંધિ હોલ્ડિંગ
ক্যাপাসিট্যান্স গেজ,કેપેસિટેન્સ ગેજ
সংগ্রাহক হোল্ডিং,હોલ્ડિંગ કલેક્ટર
ক্যাপাসিট্যান্স বিক্রিয়া,ક્ષમતા પ્રતિક્રિયા
"ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার","કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર"
ক্যাপাসিটর,કેપેસિટર
ক্যাপাসিটর ব্যাংক,કેપેસિટર બેંક
ক্যাপাসিটর ফিল্টার,કેપેસિટર ફિલ્ટર
ক্যাপাসিটর ইনপুট ফিল্টার,કેપેસિટર ઇનપુટ ફિલ્ટર
উইঞ্চ মোটর,વિંચ મોટર
পুলি সার্ভো বডি,પુલી સર્વો બોડી
চরখী,ચરખી
ক্যাপচার,કેપ્ચર
ক্যাপচার ধারা,કેપ્ચર કલમ
ক্যাপচার প্রভাব,કેપ્ચર અસર
ক্যারিয়ারের শব্দ অনুপাত,વાહક અવાજ ગુણોત્તર
গাড়ির রেডিও,કાર રેડિયો
কার্বন প্রতিরোধক,કાર્બન રેઝિસ્ટર
কার্ড পাঠক,કાર્ડ રીડર
কার্ডিওড ডায়াগ্রাম,કાર્ડિયોઇડ ડાયાગ્રામ
বহন,વાહન
গাড়ি ফেরত,વાહન વળતર
বাহক,વાહક
ক্যারিয়ার যোগাযোগ,વાહક સંચાર
ক্যারিয়ারের ঘনত্ব,વાહક એકાગ્રતા
ক্যারিয়ার ফ্রিকোয়েন্সি,વાહક આવર્તન
ক্যারিয়ার প্রজনন,વાહક પ્રજનન
ক্যারিয়ার স্তর,વાહક સ્તર
ক্যারিয়ার জীবন,વાહક જીવન
ক্যারিয়ারের গতিশীলতা,વાહક ગતિશીલતા
বাহক গুণন,વાહક ગુણાકાર
ক্যারিয়ারের শব্দ স্তর,વાહક અવાજ સ્તર
ক্যারিয়ার পরিসীমা,વાહક શ્રેણી
ক্যারিয়ার রিকভারি সার্কিট,વાહક પુનઃપ્રાપ્તિ સર્કિટ
ক্যারিয়ার পুনঃনিবেশ,વાહક પુનઃનિર્માણ
পরিবাহী বিক্ষিপ্তকরণ,વાહક છૂટાછવાયા
ক্যারিয়ার দমন,વાહક દમન
বাহক খাঁচা,વાહક પાંજરું
ক্যারিয়ার বেগ,વાહક વેગ
হাত বিট,હેન્ડ બીટ
পতাকা রাখা,ધ્વજ રાખવામાં આવ્યો
"দখলের রেজিস্টার, দখলের রেজিস্টার","કબજાની નોંધણી, કબજાની નોંધણી"
বহনযোগ্য জেনারেটর,પોર્ટેબલ જનરેટર
কার্সনের আইন,કાર્સનનો કાયદો
কার্তুজ ফিউজ,કારતૂસ ફ્યુઝ
কার্তুজ টেপ,કારતૂસ ટેપ
ক্যারি ফস্টার ব্রিজ,કેરી ફોસ્ટર બ્રિજ
ধাপ পরিবর্ধক,સ્ટેપ એમ્પ્લીફાયર
গ্রেডেশন,ગ્રેડેશન
ক্যাসকেড পরিবর্ধক,કાસ્કેડ એમ્પ્લીફાયર
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার","કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર"
ক্যাসেট,કેસેટ
প্ররোচনা,પ્રેરિત
ক্যাপটিভ কোটার,કેપ્ટિવ કોટર
ক্যাথোড,કેથોડ
ক্যাথোড ট্রেলিং,કેથોડ પાછળનું
ক্যাথোড ট্রেলিং পরিবর্ধক,કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર
ক্যাথোড আলোকসজ্জা,કેથોડ લ્યુમિનન્સ
ক্যাথোড উপাদান,કેથોડ સામગ્રી
ক্যাথোড রে অসিলোস্কোপ,કેથોડ રે ઓસિલોસ્કોપ
ক্যাথোড রশ্মি নল,કેથોડ રે ટ્યુબ
ক্যাথোড কণা জমা,કેથોડ કણો જુબાની
ক্যাথোড আলোকসজ্জা,કેથોડ લ્યુમિનન્સ
কয়ার ফিল্টার,કોયર ફિલ્ટર
kaver ফিল্টার,કેવર ફિલ્ટર
কোটর,કોટર
এন্ট্রাল বিকিরণ,એન્ટ્રાલ રેડિયેશન
cotter অনুরণক,કોટર રેઝોનેટર
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD)
সিডি রম,સીડી રોમ
সিডি রম ড্রাইভ,સીડી રોમ ડ્રાઇવ
সেল (ব্যাটারি),સેલ (બેટરી)
কেন্দ্রীয় সম্পদ উপাদান,કેન્દ્રીય સંસાધન તત્વ
কেন্দ্রীয় সম্পদ ইউনিট,કેન્દ્રીય સંસાધન એકમ
কেন্দ্রীয় প্রসেসর,કેન્દ્રીય પ્રોસેસર
গড় স্কেল,સરેરાશ સ્કેલ
মধ্য ফ্রিকোয়েন্সি,મધ્ય આવર્તન
মাঝারি নিষ্কাশন ট্রান্সফরমার,મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર
"সিরামিক, কাদামাটি","સિરામિક, માટી"
সিরামিক ফিলার,સિરામિક ફિલર
সিরামিক ফিল্টার,સિરામિક ફિલ્ટર
সিরামিক উপাদান,સિરામિક સામગ્રી
সিরামিক রেজোনেটর,સિરામિક રેઝોનેટર
সিরামিক শব্দ রিসিভার,સિરામિક સાઉન્ડ રીસીવર
সেরেনকভ ক্যালকুলেটর,સેરેનકોવ કેલ્ક્યુલેટર
সরমাত,સરમત
চ্যালকোজেনাইড,chalcogenide
ক্যালকোপিরাইট,કેલ્કોપીરાઈટ
"চ্যানেল, চ্যানেল","ચેનલ, ચેનલ"
চ্যানেল ব্যান্ড সম্প্রসারণ,ચેનલ બેન્ડ વિસ્તરણ
চ্যানেল কোডার,ચેનલ કોડર
চ্যানেল ফ্রিকোয়েন্সি,ચેનલ આવર્તન
চ্যানেল চরিত্র,ચેનલ પાત્ર
চ্যানেল বিচ্ছেদ,ચેનલ અલગ
চ্যানেল তত্ত্ব,ચેનલ સિદ્ધાંત
চরিত্র জেনারেটর,અક્ષર જનરેટર
চরিত্রের স্বীকৃতি,પાત્રની ઓળખ
বৈশিষ্ট্যগত প্রতিবন্ধকতা,લાક્ષણિક અવબાધ
চার্জ ক্যারিয়ার,ચાર્જ કેરિયર
