Kannada,Assamese
ಸೇರಿಸುವಿಕೆ,যোগযোগ্যতা
ಸೇರಿಸುವಿಕೆ,যোগযোগ্যতা
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,সংলগ্নতা মেট্ৰিক্স
"ಪಕ್ಕದ, ಪಕ್ಕದ, ಪಕ್ಕದ","কাষৰীয়া, কাষৰীয়া, কাষৰীয়া"
ಪಕ್ಕದ ಕೋನ,কাষৰীয়া কোণ
ಪಕ್ಕದ ಶೃಂಗ,কাষৰীয়া শিখৰ
ಸಂಯೋಜಿಸಲು,to associate
"ಲಗತ್ತಿಸಲಾದ ಸುತ್ತುವರಿದ,",সংযুক্ত আবৃত
ಸಾಮಾನ್ಯ ನಿರ್ಣಾಯಕ,সাধাৰণ নিৰ্ণায়ক
ಲಗತ್ತಿಸಲಾದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,সংযুক্ত অৱভেদ্য সমীকৰণ
ಲಗತ್ತಿಸಲಾದ ಸಮೀಕರಣ,সংলগ্ন সমীকৰণ
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು,মেট্ৰিক্স সহাৱস্থান
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স
ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ,গ্ৰহণযোগ্য সিদ্ধান্ত কাৰ্য্য
ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ,গ্ৰহণযোগ্য অনুমান
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ,বায়ুগতিবিদ্যা বল
ವಾಯುಬಲವಿಜ್ಞಾನ,বায়ুগতিবিদ্যা
ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ,সমজাতীয় জ্যামিতি
ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್,সমজাতীয় মেপিং
ಏಕರೂಪದ ರೂಪಾಂತರ,সমজাতীয় ৰূপান্তৰ
ಒಟ್ಟು ವೇರಿಯಬಲ್,এগ্ৰিগেট ভেৰিয়েবল
"ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ","বীজযুক্ত বন্ধ, বীজযুক্ত"
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,বীজগণিতীয় সমীকৰণ
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,বীজগণিতীয় প্ৰকাশ
ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ,বীজগণিতীয় একাকাৰীতা
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,বীজগণিতীয় ফলন
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,বীজগণিতীয় জ্যামিতি
ಬೀಜಗಣಿತದ ಬಹುತ್ವ,বীজগণিতীয় বহুত্ব
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,বীজগণিতীয় ব্যৱস্থা
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,সকলো-পূৰ্ণসংখ্যা সমস্যা
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ,",নিযুক্তিৰ সমস্যা watt প্ৰশ্ন
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,বৰ্ণানুক্ৰমিক সংকেত
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,বৰ্ণানুক্ৰমিক আখৰ
ಪರ್ಯಾಯ ಕೋನಗಳು,বিকল্প কোণ
"ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ,",বিকল্প সমজাতীয় বিকল্প ৰূপ
ಪರ್ಯಾಯ ಗುಂಪು,বিকল্প গোট
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বিকল্প মেট্ৰিক্স
ಪರ್ಯಾಯ ಸರಣಿ,বিকল্প শৃংখলা
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,বিকল্প অনুমান
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್,বিকল্প অনুকূল
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,বিকল্প ফলাফল
ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,এনালগ-ডিজিট ৰূপান্তৰক
"ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,",এনালগ কম্পিউটাৰ
ವಿಶ್ಲೇಷಣೆ,বিশ্লেষণ
ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ,সহাৱস্থান বিশ্লেষণ
ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ,গণনা-তথ্য বিশ্লেষণ
ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ,ভ্যাৰিয়েন্স বিশ্লেষণ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,বিশ্লেষণাত্মক জ্যামিতি
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,বিশ্লেষণাত্মক কাৰ্য্য
ಕೋನ,কোণ
ಸ್ಪರ್ಶ ಕೋನ,স্পৰ্শক কোণ
ವಿಚಲನ ಕೋನ,বিক্ষেপণ কোণ
ಖಿನ್ನತೆಯ ಕೋನ,ডিপ্ৰেছন এংগেল
ವಿಚಲನ ಕೋನ,বিচ্যুতি কোণ
ವಿವರ್ತನೆಯ ಕೋನ,বিবৰ্তন কোণ
ಎತ್ತರದ ಕೋನ,উচ্চতা কোণ
ಘಟನೆಯ ಕೋನ,প্ৰাদুৰ্ভাৱৰ কোণ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,প্ৰক্ষেপণৰ কোণ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,প্ৰতিফলনৰ কোণ
ವಕ್ರೀಭವನದ ಕೋನ,বিবৰ্তনৰ কোণ
ತಿರುಗುವ ಕೋನ,ঘূৰ্ণন কোণ
ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ,প্ৰতিফলনৰ নিৰপেক্ষ কোণ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,কৌণিক ত্বৰণ
ಕೋನೀಯ ವೇಗ,কৌণিক বেগ
ಕೋನೀಯ ವೇಗ,কৌণিক গতি
ಕೋನೀಯ ವೇಗ,কৌণিক বেগ
ಉಂಗುರದ ಬೆರಳು,ৰিং ফিংগাৰ
ಉತ್ತರ,উত্তৰদিশ
ಕೌಂಟರ್ ಉತ್ಪನ್ನ,কাউণ্টাৰ ডেৰাইভেটিভ
ಸಮಮಾಪನ ಕಾರ್ಯ,সমমিতি ফলন
"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ","আবৃত, প্ৰযোজ্য, প্ৰযোজ্য"
"ಅರ್ಜಿ ಅರ್ಜಿ,",আবেদন আবেদন
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,প্ৰয়োগ কৰা জ্যামিতি
ಅನ್ವಯಿಕ ಗಣಿತ,প্ৰয়োগ কৰা গণিত
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,প্ৰয়োগ কৰা পৰিসংখ্যা
"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು","আনুমানিক, আনুমানিক"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,প্ৰায় অবিৰত ফলন
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি"
ಅಂದಾಜು ಪರಿಹಾರ,আনুমানিক সমাধান
ಅಂದಾಜು ಸಮಸ್ಯೆ,আনুমানিক সমস্যা
ಅಂದಾಜು ಆಸ್ತಿ,আনুমানিক বৈশিষ্ট্য
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,যোগ্যতা পৰীক্ষা
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,আৰ্গন ডায়েগ্ৰাম
ಸ್ವಯಂಪ್ರೇರಿತ,স্বেচ্ছামূলক
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","random, যাদৃচ্ছিক"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ইচ্ছাকৃত ধ্ৰুৱক
ಉಚಿತ ಅಂಶ,মুক্ত মৌল
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ইচ্ছাকৃত বিন্দু
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,আৰ্কিমিডিছৰ নিয়ম
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,আৰ্কিমিডিছৰ নিয়ম
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য"
ವೃತ್ತದ ಚಾಪ,বৃত্ত চাপ
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,বিপৰীত চাইন বিতৰণ
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,বিপৰীত চাইন ৰূপান্তৰ
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","এলেকা, এলেকা"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,আঞ্চলিক সংৰূপ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,এটা জটিল সংখ্যাৰ কোণ
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,গাণিতিক গড়
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,ডিজিটেল অপাৰেচন
ಡಿಜಿಟಲ್ ಘಟಕ,ডিজিটেল ইউনিট
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","কনফিগাৰেচন, ব্যৱস্থা"
"ವ್ಯೂಹ, ವ್ಯೂಹ","এৰে, এৰে"
ಕೃತಕ ಉಪಗ್ರಹ,কৃত্ৰিম উপগ্ৰহ
ಕೃತಕ ವೇರಿಯಬಲ್,কৃত্ৰিম চলক
ಏರಲು,বগাবলৈ
ಆರೋಹಣ,আৰোহী
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,মাত্ৰাৰ আৰোহী ক্ৰম
ಆರೋಹಣ ದರ್ಜೆ,আৰোহী গ্ৰেড
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,এছেম্বলাৰ ভাষা
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন
ಸಹಾಯಕ ನಿಯಮ,সহযোগী নিয়ম
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,এছ&#39;চিয়েটিভ অপাৰেচন
ಒಡನಾಟ,সংগীত্ব
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ধৰি লোৱা গড়
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","কল্পনা কৰা, স্বীকাৰ কৰা"
ಜ್ಯೋತಿಷ್ಯ,জ্যোতিষ বিজ্ঞান
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,জ্যোতিৰ্বিজ্ঞানী*
ಖಗೋಳ ಗಡಿಯಾರ,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
ಖಗೋಳಶಾಸ್ತ್ರ,জ্যোতিৰ্বিজ্ঞান
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,অসমতাপূৰ্ণ বক্ৰ
ಅಸಿಮ್ಮೆಟ್ರಿ,বিষমতা
ಲಕ್ಷಣರಹಿತ,এছিম্পটটিক
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,গুৰুতৰ কৰি তোলা
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,প্ৰগতিশীল অনুমানক
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,ৰেট্ৰ&#39;গ্ৰেড আচৰণ
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,আক্ৰমণাত্মক বিতৰণ ফলন
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,ওপৰলৈ বিয়পি পৰা
ವಾತಾವರಣದ ಒತ್ತಡ,বায়ুমণ্ডলীয় চাপ
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",যাদৃচ্ছিকভাৱে
ಆಸ್ತಿ*,গুণ*
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,বৈশিষ্ট্য-নমুনা-ব্যৱস্থা
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বৰ্ধিত মেট্ৰিক্স
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,স্ব-সম্বন্ধ সহগ
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,স্বয়ংসম্বন্ধ কাৰ্য্য
ಸಹವರ್ತಿತ್ವ,সহাৱস্থান
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,স্বয়ংক্ৰিয় কম্পিউটাৰ
ಸ್ವಯಂ ಹಿನ್ನಡೆ,অটোৰিগ্ৰেছন
ಸಹಾಯಕ ಸಮೀಕರಣ,সহায়ক সমীকৰণ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","স্বতন্ত্ৰ, স্বতন্ত্ৰ"
ಮೂಲತತ್ವ ವಿಧಾನ,স্বতন্ত্ৰ পদ্ধতি
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,সম্ভাৱনা স্বতন্ত্ৰতা
ಅಕ್ಷರೇಖೆ,অক্ষ
ಭುಜಾಕ್ಷ,ভূজাক্ষ
ಭೂಮಿಯ ಅಕ್ಷ,পৃথিৱীৰ অক্ষ
ತಿರುಗುವ ಅಕ್ಷ,ঘূৰ্ণন অক্ষ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ঘূৰ্ণন অক্ষ
ಸ್ಪಿನ್ ಅಕ್ಷ,স্পিন অক্ষ
ಪೋಸ್ಟ್ ಬದಲಿ,পোষ্ট সলনি কৰা
ನಂತರ,পাছত
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,সুষম ডিজাইন
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,বেলেন্স শ্বীট
ಕ್ಷಿಪಣಿ,মিছাইল
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
ಮೂಲ ಕೋನ,ভিত্তি কোণ
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","মূল, মৌলিক"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,ভিত্তি সুসংহত সমাধান
ಮೂಲ ಪರಿಹಾರ,ভিত্তি দ্ৰৱণ
ಮೂಲ ವೇರಿಯಬಲ್,ভিত্তি চলক
ಬೇಸ್,ভেঁটি
ಮೂಲ ಅಂಶ,ভিত্তি উপাদান
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ভিত্তি মেট্ৰিক্স
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ভেক্টৰ স্থানৰ ভিত্তি
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,উপজনসংখ্যাৰ ভিত্তিত
ನಿರ್ಲಜ್ಜ,অসাধু
ಬೆಜ್-ನಿಯಮ,bez-নিয়ম
ಬೆಜ್-ಪ್ರಮೇಯ,bez- উপপাদ্য
ಬರ್ನೌಲಿ-ವಿತರಣೆ,bernoulli-বিতৰণ
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,বাৰ্নৌলিৰ সংখ্যা
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,বাৰ্নৌলি সম্ভাৱনা ফলন
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,বাৰ্নৌলি-সমীকৰণ
ಬೆರ್ರಿ ಕಾರ್ಯ,জামুৰ কাৰ্য্য
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,শ্ৰেষ্ঠ আঠাযুক্ততা
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ,শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা
ಉತ್ತಮ ಪರಿಹಾರ,উত্তম সমাধান
ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು,শ্ৰেষ্ঠ টিপছ
ಬೀಟಾ ವಿತರಣೆ,বিটা বিতৰণ
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","bias, পক্ষপাতিত্ব"
ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ,পক্ষপাতমূলক মূল্যায়ন
ದ್ವಿಪದ ಸಮೀಕರಣ,দ্বিপদ সমীকৰণ
ಒಂದೇ ಕವರ್,একক কভাৰ
ಒಂದೇ ಕವರ್ ನಕ್ಷೆ,একক কভাৰ মেপ
ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್,একক কভাৰ মেপিং
ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ,দ্বিঘাত দ্বিঘাত
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,দ্বিৰৈখিক ফলন
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ,দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್","দ্বি-চলক, বাইনাৰী, দ্বৈত"
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್","বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড"
"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ","বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক"
ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್,বাইনাৰী এনকোডিং
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,বাইনাৰী কম্পিউটাৰ
ಬೈನರಿ ಸಂಖ್ಯೆಗಳು,বাইনাৰী সংখ্যা
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,বাইনাৰী অপাৰেচন
ಬೈನರಿ ವಿಧಾನ,বাইনাৰী পদ্ধতি
ಬೈನರಿ ವೇರಿಯಬಲ್,বাইনাৰী চলক
ದ್ವಿಪದ ಗುಣಾಂಕ,দ্বিপদ সহগ
ದ್ವಿಪದ ವಿತರಣೆ,দ্বিপদ বিতৰণ
ದ್ವಿಪದ ಸಮೀಕರಣ,দ্বিপদ সমীকৰণ
ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ,দ্বিপদ ভ্যাৰিয়েন্স
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,দ্বিপদ অভিব্যক্তি
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,দ্বিপদ ৰেণ্ডম চলক
ದ್ವಿಪದ ಪ್ರಮೇಯ,দ্বিপদ উপপাদ্য
"ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ","আধা, bifurcation"
"ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ","bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি"
ಅರ್ಧ ದ್ವಿಭಾಜಕ,হাফ বাইছেক্টৰ
"ದ್ವಿಪದ, ದ್ವಿಪದ","দ্বিপদ, দ্বৈত"
"ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್","ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক"
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ,দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,দ্বিচলকীয় সম্পৰ্ক সহগ
ದ್ವಿಗುಣ ವಿತರಣೆ,দ্বিচলকীয় বিতৰণ
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ,দ্বিচলকীয় স্বাভাৱিক-বিতৰণ
