Telugu,Hindi
అదనంగా,"योग, जोड़, परिवर्धन"
అదనపు ఛార్జ్,अतिरिक्‍त प्रभार
అదనపు ఫండ్,अतिरिक्‍त निधि
అదనపు గ్రాంట్,अतिरिक्‍त अनुदान
అదనపు సమాచారం,"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी"
అదనపు వేతనం,अतिरिक्‍त वेतन
అదనంగా మరియు మార్పు,परिवर्तन-परिवर्धन
చిరునామా,"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना"
చిరునామా,"पाने वाला, प्रेषिती"
స్వాగత చిరునామా,अभिनंदन पत्र
తగినంత,पर्याप्‍त
కట్టుబడి,"पर दृढ़ रहना, पर जमे रहना"
తాత్కాలిక హాక్,तदर्थ
తాత్కాలిక దావా,तदर्थ दावा
తాత్కాలిక కమిటీ,तदर्थ समिति
తాత్కాలిక పెరుగుదల,तदर्थ वृद्‌धि
తాత్కాలిక చెల్లింపు,तदर्थ भुगतान
ప్రక్కనే,‍पार्श्‍वस्थ
ప్రక్కనే (= పరస్పర),"लगा होना, सटा होना"
వాయిదా,स्थगन
వాయిదా చలన,"स्थगन प्रस्ताव, काम रोको प्रस्ताव"
అనుబంధం,न्यायनिर्णीत करना
తీర్పు,न्यायनिर्णय करना
తీర్పు,न्यायनिर्णयन
న్యాయాధికారి,न्यायनिर्णायक
సర్దుబాటు,समायोजन
నిర్వహించండి,"प्रशासन करना, देना, दिलाना, व्यवस्था करना"
ప్రమాణం చేయండి,शपथ दिलाना
పరిపాలన,प्रशासन
న్యాయం యొక్క పరిపాలన,न्याय-प्रशासन
పరిపాలనా,प्रशासनिक
పరిపాలనా చర్య,प्रशासनिक कार्रवाई
అడ్మినిస్ట్రేటివ్ అప్రైసల్,प्रशासनिक मूल्यांकन
పరిపాలనా ఆమోదం,प्रशासनिक अनुमोदन
పరిపాలనా అధికారం,प्रशासनिक प्राधिकारी
పరిపాలనా నియంత్రణ,प्रशासनिक नियंत्रण
పరిపాలనా నిర్ణయం,प्रशासनिक निर्णय
పరిపాలనా విభాగం,प्रशासकीय विभाग
అడ్మినిస్ట్రేటివ్ హెడ్,प्रशासनिक प्रधान
పరిపాలనా ప్రధాన కార్యాలయం,प्रशासनिक मुख्यालय
పరిపాలనా చర్యలు,प्रशासनिक उपाय
పరిపాలనా శక్తి,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
పరిపాలనా అనుమతి,प्रशासनिक मंजूरी
పరిపాలనా సాంకేతికత,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
అడ్మినిస్ట్రేటివ్ ట్రిబ్యునల్,प्रशासनिक अधिकरण
ప్రవేశం,ग्राह्‌यता: स्वीकार्यता
ఆమోదయోగ్యమైన వ్యయం,ग्राह्‌य व्यय
అంగీకరించండి,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
అడ్మిట్ కార్డ్,"प्रवेश पत्र, प्रवेश पत्रक"
అంగీకరించారు,"प्रविष्‍ट दाखिल, स्वीकृत"
సలహా,भर्त्‍सना करना
దత్తత తీసుకున్న వ్యక్తి,दत्‍तक
దత్తత,दत्‍तकगृहीता
దత్తత,"अंगीकरण, दत्‍तक-ग्रहण"
వయోజన,"प्रौढ, वयस्क"
కల్తీ,"अपमिश्रण, मिलावट"
వ్యభిచారం,जारकर्म
వయోజన ఫ్రాంచైజ్,वयस्क मताधिकार
ప్రకటన విలువ,यथामूल्य शुल्क
అడ్వాన్స్,"अग्रिम, पेशगी"
అడ్వాన్స్ బుకింగ్,अग्रिम बुकिंग
ముందస్తు కాపీ,अग्रिम प्रति
ముందస్తు పెరుగుదల,अग्रिम  वृद्‌धि
ముందస్తు చెల్లింపు,"अग्रिम अदायगी, अग्रिम भुगतान"
ప్రతికూల ప్రవేశం,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
ప్రతికూల వ్యాఖ్యలు,प्रतिकूल अभ्युक्‍ति
ప్రతికూల నివేదిక,प्रतिकूल रिपोर्ट
ప్రకటన,विज्ञापन
సలహా,"सलाह, सूचना, संज्ञापन"
చెల్లింపు సలహా,"भुगतान सूचना, भुगतान-संज्ञापन"
సలహా సమితి,सलाहकार समिति
సలహా మండలి,सलाहकार परिषद्
న్యాయవాది,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
వ్యవహారాలు,"कार्य, मामले"
అఫిడవిట్,"शपथपत्र, हलफ़नामा"
అనుబంధం,संबंधन
ధృవీకరణ,"अभिपुष्‍टि, प्रतिज्ञान"
ధృవీకరించేది,सकारात्मक
స్థోమత,"समर्थ होना, प्रदान करना, दे सकना"
పైన పేర్కొన్నది,पूर्वोक्‍त
అఫ్రెష్,नए सिरे से
వ్యతిరేకంగా,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
వయస్సు,"आयु, उम्र, युग"
వయస్సు ధృవీకరణ పత్రం,आयु प्रमाणपत्र
ఓటు హక్కు కోసం వయస్సు,मताधिकार आयु
వయో పరిమితి,आयु सीमा
ఏజెన్సీ,"अभिकरण, एजेंसी"
ఎజెండా,कार्यसूची
పదవీ విరమణ వయస్సు,सेवानिवृत्‍ति आयु
పర్యవేక్షణ వయస్సు,अधिवर्षिता आयु
సమూహనం,"समुच्चय, समूह"
బాధపడ్డాడు,व्यथित
ఆందోళన,आंदोलन
AGM,"वार्षिक महासभा, वार्षिक आमसभा"
ఒప్పందం,"क़रार, अनुबंध, सहमति, रजामंदी"
ఒప్పంద ఫారం,"क़रारनामा, अनुबंध पत्र"
వ్యవసాయం,कृषि
అగ్రో-ఇండస్ట్రీ,कृषि-उद्‌योग
సహాయం,"सहायता, मदद"
అలారం,"आपद संकेत, खतरे का संकेत, अलार्म"
అప్రమత్తత,सजगता
అలియాస్,"उपनाम, उर्फ़ (क्रि.वि.)"
ఆరోపణ,अभिकथन
విధేయత,निष्ठा
కూటమి,मैत्री
అనుబంధ సేవలు,सम्बद्‌ध सेवाएं
అన్ని కలుపుకొని ఖర్చు,सर्वसमावेशी लागत
ఆల్ ఇండియా సర్వీసెస్,अखिल भारतीय सेवा
కేటాయింపు,नियतन
కేటాయింపు,आबंटन
కేటాయింపు లేఖ,आबंटन-पत्र
కేటాయింపు,आबंटिति
అనుమతించదగినది,"अनुज्ञेय, अनुमतियोग्य"
అనుమతించదగిన ఖర్చులు,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
అప్పీల్‌ను అనుమతించండి,अपील मंजूर करना
భత్యం,"भत्‍ता, छूट"
అన్ని హక్కులూ ప్రత్యేకించుకోవడమైనది,सर्वाधिकार सुरक्षित
అక్షర క్రమం,"वर्णक्रम, अकारादिक्रम"
వాగ్వాదం,कहासुनी
ప్రత్యామ్నాయ,"एकांतर, विकल्पी"
ప్రత్యామ్నాయం,"विकल्प, वैकल्पिक"
సమ్మేళనం,समामेलन
సవరించిన చిత్తుప్రతి,"संशोधित मसौदा, संशोधित प्रारूप"
సవరణ,संशोधन
సౌకర్యం,सुख-सुविधा
స్నేహపూర్వక,"सौहार्दपूर्ण, मैत्रीपूर्ण"
మందుగుండు సామగ్రి,गोला-बारूद
రుణ రుణమాఫీ,"ऋण परिशोधन, ऋण मुक्‍ति"
మొత్తం,"राशि, रक़म, मात्रा"
పెన్షన్ మొత్తం,पेन्शन राशि
సారూప్య పోస్ట్,अनुरूप पद
విశ్లేషణ,विश्‍लेषण
విశ్లేషణాత్మక అధ్యయనం,विश्‍लेषणात्मक अध्ययन
పూర్వీకుడు,पूर्वज
సహాయక పరిశ్రమ,अनुषंगी उद्‌योग
శత్రుత్వం,बैर
అనుబంధం,संलग्नक
వార్షికోత్సవం,वर्षगांठ
ప్రకటన,"उद्‌घोषण, ऐलान, आख्यापन"
కోపం,"खिन्‍नता, चिढ, खीज"
వార్షిక ఆర్థిక ప్రకటన,वार्षिक वित्‍तीय विवरण
వార్షిక నివేదిక,वार्षिक रिपोर्ट
యాన్యుటీ,वार्षिकी
అనామక,"अनाम, गुमनाम"
అనామక ఫిర్యాదు,गुमनाम शिकायत
జవాబుదారీతనం,जवाबदेही
జవాబు పత్రం,उत्‍तर पत्रक
విరోధి,विरोधी
పూర్వజన్మలు,पूर्ववृत्‍त
Bean హించిన ఖర్చు,प्रत्याशित व्यय
Ntic హించిన ఆదాయం,प्रत्याशित आय
Ntic హించడం,"प्रत्याशा, पूर्वानुमान"
ముందస్తు బెయిల్,अग्रिम ज़मानत
అవినీతి నిరోధక కొలత,भ्रष्‍टाचार-निरोधक उपाय
యాంటీ డంపింగ్,"प्रति-पाटन, पाटन-निरोधी"
పురాతన,पुरावस्तु
వర్ణవివక్ష,रंगभेद
ఉదాసీనత,उदासीनता
అపెక్స్ బాడీ,शीर्ष निकाय
క్షమాపణ,क्षमायाचना
అప్పీల్,"अपील, अपील करना"
స్వరూపం,"हाजि़री, उपसंजाति, रूप"
సంతృప్తి,तुष्‍टीकरण
అప్పీలేట్ ట్రిబ్యునల్,अपील अधिकरण
అపెండిక్స్,परिशिष्‍ट
ఉపకరణం,उपयंत्र
వర్తిస్తుంది,"अनुप्रयोज्य, लागू"
దరఖాస్తుదారు,आवेदक
అప్లికేషన్,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
దరఖాస్తు ఫారం,"आवेदन पत्र, अर्ज़ी"
అనువర్తిత,अनुप्रयुक्‍त
వర్తించండి,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
నియామకం,नियुक्‍त व्यक्‍ति
నియమించే అధికారాన్ని,नियुक्‍ति प्राधिकारी
నియామకం,नियुक्‍ति
నియామక పత్రం,नियुक्‍ति पत्र
నియామకాల కమిటీ క్యాబినెట్,मंत्रीमंडलीय नियुक्‍ति समिति
వేతనాల విభజన,मजदूरी प्रभाजन
అంచనా,"मूल्यनिरूपण, आंकना"
మదింపుదారు,मूल्यांक
ప్రశంసతో,"सराहना, वृद्‌धि"
దిగులు,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
అప్రెంటిస్,शिक्षु
విధానం,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
తగినది,"उपयुक्‍त, उचित, विनियोजन करना"
తగిన చర్య,उचित कार्रवाई
తగిన తల,उपयुक्‍त शीर्ष
కేటాయింపు,विनियोजन
ఆమోదం,अनुमोदन
సుమారు,"लगभग, सन्‍निकट"
ఆప్టిట్యూడ్ పరీక్ష,"अभिक्षमता परीक्षा, रुझान परीक्षण"
ఏకపక్ష,मनमाना
మధ్యవర్తిత్వం,मध्यस्थता करना
మధ్యవర్తిత్వ,"विवाचन, माध्यस्थम्"
మధ్యవర్తిత్వ ట్రిబ్యునల్,माध्यस्थम् अधिकरण
మధ్యవర్తి,"विवाचक, मध्यस्थ"
వాస్తుశిల్పం,वास्तुकला
ఆర్కైవ్స్,अभिलेखागार
ప్రాంతం,"क्षेत्र, क्षेत्रफल"
ఏరియా ప్రధాన కార్యాలయం,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
వాదన,"तर्क, बहस"
తలెత్తండి,"उठना, उद्‌भूत होना, पैदा होना"
సాయుధ దళాలు,"सशस्त्र बल, सशस्त्र सेनाएं"
అమరిక,"व्यवस्था, विन्यास, प्रबंध"
బకాయి,बक़ाया
రాక ప్రకటన,बक़ाया विवरण
రాక నివేదిక,आगमन रिपोर्ट
అహంకారం,"दंभ, अक्खड़पन"
ఆర్సెనల్,"आयुधागार, शास्त्रागार"
వ్యాసం,"अनुच्छेद, वस्तु, लेख"
అసోసియేషన్ వ్యాసాలు,संस्था के अंतर्नियम
వ్యాసాలు,नियमावली
ఆరోహణ క్రమం,आरोही क्रम
నిర్ధారించడం,अभिनिश्‍चित करना
ఎక్కడ ఉందో,जैसा है जहाँ है
కారక,"पहलू, पक्ष, दृष्‍टि"
ఆస్పర్షన్,लांछन
హత్య,"हत्या, हनन"
దాడి,हमला
సమీకరించటం,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
అసెంబ్లీ,"सभा, जमाव"
అస్సెంట్,अनुमति
నొక్కి చెప్పండి,"दृढ़ता से कहना, जोर देकर कहना"
మదింపుదారుడు,निर्धारिती
అంచనా,निर्धारण
అసెస్‌మెంట్ ఇయర్,निर्धारण वर्ष
మదింపుదారు,"कर-निर्धारक, असेसर"
ఆస్తులు,परिसंपत्‍ति
కేటాయించిన,समनुदेशिती
అసైన్‌మెంట్,"समनुदेशन, सुपुर्द काम"
అసైనర్,समनुदेशक
సహాయం,"सहायता, मदद"
అసోసియేట్,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
అసోసియేషన్,"संघ, संगम, संबंध, साहचर्य"
ఛార్జ్ యొక్క umption హ,कार्यभार-ग्रहण
హామీ,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
అస్యూరెన్స్ కంపెనీ,बीमा कंपनी
భరోసా,आश्‍वस्त करना
డిస్కౌంట్ వద్ద,बट्टे पर
అణు శక్తి,परमाणु शक्‍ति
పార్ వద్ద,सममूल्य पर
ప్రీమియం వద్ద,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
అటాచ్,"साथ लगाना, संलग्न करना, कुर्की करना"
జతచేయబడిన కార్యాలయం,संलग्न कार्यालय
అటాచ్మెంట్,"संलग्नक, कुर्की"
అటాచ్మెంట్ ఆర్డర్,कुर्की आदेश
సాధించడం,"लब्धि, प्राप्‍ति"
ప్రయత్నం,"प्रयत्‍न करना, प्रयत्‍न"
హాజరు,"उपस्थिति, हाजि़री"
హాజరు రిజిస్టర్,"उपस्थिति पंजी, हाजि़री रजिस्टर"
హాజరు స్లిప్,उपस्थिति पर्ची
శ్రద్ధ,"ध्यान, सावधान"
ధృవీకరణ,"अनुप्रमाणन, तसदीक़"
ధృవీకరించబడిన కాపీ,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
వైఖరి,अभिवृत्‍ति
ఆకర్షణీయమైన జీతం,आकर्षक वेतन
వేలం,नीलामी
వేలంపాట,नीलामकर्ता
వేలం అమ్మకం,नीलामी बिक्री
ప్రేక్షకులు,"श्रोता, दर्शक, सुनवाई, दर्शन"
ఆడియో-విజువల్ డిస్ప్లే,दृश्य-श्रव्य प्रदर्श
ఆడియో-విజువల్ పబ్లిసిటీ,दृश्य-श्रव्य प्रचार
ఆడిట్,"लेखापरीक्षा, संपरीक्षा"
ఆడిట్ చేసిన ఖాతాలు,"परीक्षित लेखा, संपरीक्षित लेखा"
ఆడిట్ చేసిన బ్యాలెన్స్ షీట్,समपरीक्षित तुलनपत्र
ఆడిటింగ్,लेखा परीक्षण
ఆడిట్ అభ్యంతరం,लेखापरीक्षा आपत्‍ति
ఆడిటర్ నివేదిక,लेखापरीक्षक की रिपोर्ट
ఆడిటోరియం,प्रेक्षागृह
ఆడిట్ పేరా,लेखापरीक्षा पैरा
ఆర్థిక లెక్కల నివేదిక,लेखापरीक्षा रिपोर्ट
కాఠిన్యం,मितोपभोग
పొదుపు చర్యలు,मितोपभोग उपाय
ప్రామాణికమైన,प्रामाणिक
అధీకృత ప్రతినిధి,प्राधिकृत प्रतिनिधि
అధికారిక,"प्राधिकृत, प्राधिकारिक"
అధికారం,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
అధికారం లేఖ,प्राधिकार पत्र
అధికారం,प्राधिकृत
అధీకృత మూలధనం,प्राधिकृत पूंजी
ఆటోమేటిక్,स्वचालित
స్వయంప్రతిపత్తి,स्वायत्‍त
అటానమస్ బాడీ,स्वायत्‍त निकाय
స్వయంప్రతిపత్తి,स्वायत्‍तता
సహాయక,सहायक
అందుబాటులో ఉంది,"प्राप्य, उपलब्ध"
సగటు,"औसत, सामान्य"
సగటు సెలవు,औसत छुट्टी
విరక్తి,विरुचि
అవర్ట్,बचा लेना
నివారించండి,"परिहार करना, परिवर्जन करना, से बचना"
పన్నును నివారించడం,कर देने से बचना
వేచి ఉంది,प्रतीक्षित
అవార్డు,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
అథారిటీ అవార్డు,अधिनिर्णयन प्राधिकारी
అవగాహన,जागरूकता
బ్యాక్‌డేటెడ్,पूर्व-दिनांकित
నేపథ్య,पृष्‍ठभूमि
బ్యాక్ లాగ్,पिछला बक़ाया
బ్యాక్ అవుట్,"मुकर जाना, से हटना"
వెనుక సూచన,पिछला संदर्भ
బ్యాకప్,पूर्तिकर
వెనుకబడిన తరగతులు,पिछड़ा वर्ग
వెనుకబడిన తెగ,पिछड़ी जनजाति
చెడు బేరం,"अलाभकर सौदा, घाटे का सौदा"
చెడు ప్రవర్తన,बुरा व्यवहार
చెడ్డ పాత్ర,"दुश्‍चरित्र, दु:शील"
చెడు వాతావరణ భత్యం,विषम जलवायु भत्‍ता
చెడు ప్రవర్తన,दुराचरण
చెడు రుణం,अशोध्य ऋण
సామాను,असबाब
బెయిల్,ज़मानत
సంతులనం,"शेष, बाक़ी, संतुलन"
బ్యాలెన్స్ తగ్గింది,अधोनीत शेष
బ్యాలెన్స్ ముందుకు తెచ్చింది,अग्रेनीत शेष
సమతుల్య బడ్జెట్,संतुलित बजट
బ్యాలెన్స్ షీట్,तुलन पत्र
బ్యాలెట్,"मतपत्र, मतदान"
వోట్లు వేసే డబ్బా,मतपेटी
బ్యాలెట్ పేపర్,मतपत्र
నిషేధం,"प्रतिबंध, रोक, पाबंदी"
బ్యాంక్,"बैंक, साहूकारी करना"
బ్యాంకు ఖాతా,बैंक खाता
బ్యాంక్ బ్యాలెన్స్,बैंक शेष
బ్యాంకు చార్జీలు,बैंक प्रभार
బ్యాంకు హామీ,"बैंक गारंटी, बैंक प्रत्याभूति"
బ్యాంకు సెలవు,बैंक अवकाश
బ్యాంకింగ్ సౌకర్యం,बैंकिंग सुविधाबैंककारी सुविधा
బ్యాంకింగ్ గంటలు,बैंकिंग कार्य-समय
బ్యాంకింగ్ లావాదేవీ,"बैंक कार्य-व्यवहार, बैंक लेन-देन"
బ్యాంక్ రేటు,बैंक दर
బ్యాంకు సయోధ్య,बैंक समाधान
దివాళా,दिवालिया
బ్యాంక్ భద్రత,"बैंक प्रतिभूति, बैंक ज़मानत"
బ్యాంకు వాజ్ఞ్మూలము,बैंक विवरण
విందు,"प्रीतिभोज, भोज"
బార్ కౌన్సిల్,"विधिज्ञ परिषद्, बार काउंसिल"
బేరం,"सौदा, सौदा करना"
బేరసారాలు,"सौदेबाजी, सौदाकारी"
బంజరు భూమి,बंजर भूमि
బార్టర్,वस्तु विनिमय
బేస్,आधार
నిరాధారమైన,"निराधार, बेबुनियाद"
బేస్మెంట్,तहख़ाना
బేస్ ఇయర్,आधार वर्ष
ప్రాథమిక,"मूल, बुनियादी"
సాధారణంగా,मूलतः बुनियादी तौर पर
ప్రాథమిక మేధస్సు,आधारिक आसूचना
ప్రాథమిక వేతనం,मूल वेतन
ప్రాథమిక స్థాయి వేతనం,मूल वेतनमान
ప్రాథమిక శిక్షణ,बुनियादी प्रशिक्षण
ఆధారంగా,आधार
బ్యాచ్,"बैच, टोली, खेप, घान"
బ్యాచ్ సంఖ్య,"बैच नंबर, खेप नंबर"
బేరర్ చెక్,धारक चैक
ఉదహరించడానికి ముందు,पूर्व-कथित
ప్రవర్తన,व्यवहार
నమ్మకం,विश्‍वास
పార్ క్రింద,अवमूल्य पर
బెంచ్,"न्यायपीठ, बेंच"
బెంచ్ మార్క్,"तल चिह्‌न, मानक"
ప్రయోజనకరమైనది,"लाभप्रद, हितकारी"
లబ్ధిదారుడు,"हितभागी, लाभार्थी"
ప్రయోజనం,"हितलाभ, हित, लाभ"
సందేహం యొక్క ప్రయోజనం,संदेह लाभ
బెనెవోలెన్స్,हितकारिता
బెనెవోలెంట్ ఫండ్,हितकारी निधि
Bequeath,"वसीयत करना, वसीयत द्‌वारा देना"
బీక్వెస్ట్,वसीयत
మరణించారు,शोकसंतप्त
ఉత్తమ ప్రయత్నాలు,भरसक प्रयत्‍न
మంచి,"सुमुन्नति, बेहतरी, खुशहाली"
బయాస్,"अभिनति, झुकाव, पूर्वाग्रह"
పక్షపాత అభిప్రాయం,पूर्वाग्रही मत
గ్రంథ పట్టిక,ग्रंथसूची
ద్వైవార్షిక,द्‌विवार्षिक
విభజన,दो भागों में बांटना/बंटना
బిగామి,द्‌विविवाह
ద్వైపాక్షిక,द्‌विपक्षीय
ద్విభాషా,द्‌विभाषी
ద్విమకరణ,"द्‍‌विसदन, द्‌विसदनी"
బిల్లు,"विधेयक, बिल"
మార్పిడికి సంభంధించిన బిల్లు,विनिमय पत्र
బిమోంత్లీ రిపోర్ట్,"द्‌विमासिक रिपोर्ट, अर्धमासिक रिपोर्ट"
బైండింగ్,"जिल्दसाजी, बाध्यकारी"
బయోడేటా,जीवनवृत्‍त
బైపార్టైట్,"द्‌विदक्षीय, द्‌विदलीय"
ద్వైపాక్షిక ఒప్పందం,द्‌विपक्षीय करार
జనన వార్షికోత్సవం,जन्म वर्षगाँठ
జనన ధృవీకరణ పత్రం,जन्म प्रमाणपत्र
జనన నియంత్రణ,संतति निरोध
పుట్టిన తేదీ,"जन्म तिथि, जन्म की तारीख"
పుట్టిన ప్రదేశం,जन्म स्थान
జనన రేటు,जन्मदर
వారం వారం,"पाक्षिक, अर्ध-साप्ताहिक"
బ్లాక్ ఎకానమీ,काली अर्थव्यवस्था
బ్లాక్ జాబితా,"काली सूची, काली सूची में नाम डालना"
బ్లాక్ మెయిల్,भयादोहन
చీకటి వ్యాపారం,"चोर बाजार, काला बाजार"
నింద,दोष लगाना
ఖాళీ చెక్,कोरा चेक
దుప్పటి ఒప్పందం,व्यापक सौदा
దుప్పటి క్రమము,व्यापक आदेश
పేలుడు,धमाका
బ్లెండింగ్,सम्मिश्रण
బ్లాక్,"खंड, ब्लॉक"
దిగ్బంధనం,"नाकाबंदी, अवरोध"
నిరోధించబడిన మూలధనం,अवरूद्‌ध पूंजी
పెద్ద అక్షరం,"बड़ा अक्षर, साफ़ अक्षर"
రక్త దానం,रक्‍तदान
రక్త సంబంధాలు,रक्‍त-संबंधी
బ్లూ కాలర్ ఉద్యోగం,कायिक कार्य
బ్లూప్రింట్,"ब्लूप्रिंट, खाका"
బుకాయింపు,झांसा
బోర్డు,"बोर्ड, मंडल, गत्‍ता"
బోర్డింగ్ మరియు బస,भोजन तथा आवास
బోర్డు డైరెక్టర్లు,निदेशक मंडल
రెవెన్యూ బోర్డ్,राजस्व मंडल
శరీరం,निकाय
బాడీగార్డ్,अंगरक्षक
బోగస్ వోచర్,जाली वाउचर
బోనఫైడ్స్,"सद्‍भाव, सदाशयता"
బాండ్,"बंधपत्र, बांड"
బంధిత శ్రమ,बंधुआ मज़दूर
ఉపరి లాభ బహుమానము,बोनस
నమోదు కార్యాలయం,"टिकटघर, बुकिंग कार्यालय"
పుస్తక కీపర్,"बही लेखक, मुनीम"
బుక్ కీపింగ్,"बहीखाता पद्‌धति, बहीखाता-लेखन"
బుక్‌లెట్,पुस्तिका
రిఫరెన్స్ పుస్తకం,संदर्भ पुस्तक
పుస్తకం విలువ,"खाता मूल्य, अंकित मूल्य"
బూత్,"बूथ, कोष्‍ठ, मतदान कोष्‍ठ"
బూత్ సంగ్రహించడం,"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना"
సరిహద్దు భత్యం,सीमा भत्‍ता
సరిహద్దు రేఖ,"सीमारेखा, सीमावर्ती (वि.)"
రుణగ్రహీత,उधारकर्ता
