Malayalam,Odiya
ആക്സസ് കൺട്രോൾ ബൈറ്റുകൾ,ଆକ୍ସେସ୍ କଣ୍ଟ୍ରୋଲ୍ ବାଇଟ୍ |
പ്രവേശന സൂചകം,ପ୍ରବେଶ ସୂଚକ
ആക്സസ് കീ,ପ୍ରବେଶ କୀ
"1. ആക്സസ് മാട്രിക്സ്, 2. ആക്സസ് മാട്രിക്സ്","1. ଆକ୍ସେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ, 2 ମ୍ୟାଟ୍ରିକ୍ସ ଆକ୍ସେସ୍ କରନ୍ତୁ |"
ആക്സസ് മോഡ്,ପ୍ରବେଶ ମୋଡ୍
പ്രവേശനാവകാശങ്ങൾ,ସୁବିଧା ପ୍ରବେଶ
ആക്സസ് സുരക്ഷ,ସୁରକ୍ଷା ପ୍ରବେଶ କରନ୍ତୁ |
"1. ആക്സസ് സെർവർ, 2. ആക്സസ് സെർവർ","1. ଆକ୍ସେସ୍ ସର୍ଭର, 2 ସର୍ଭରକୁ ପ୍ରବେଶ କରନ୍ତୁ |"
പ്രവേശന സമയം,ପ୍ରବେଶ ସମୟ
അംഗീകാരം,ସ୍ୱୀକୃତି
ശബ്ദശാസ്ത്രം,ଆକାଶବାଣୀ
"1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്, 3. മുതൽ ചുരുക്കി","1. ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ, 2. ସଂକ୍ଷିପ୍ତକରଣ, 3 ଠାରୁ ଛୋଟ"
പ്രവർത്തന സന്ദേശം,କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |
സജീവമാക്കൽ,ସକ୍ରିୟ
സജീവ സെർവർ പേജ്,ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା |
സജീവ പതിപ്പ്,ସକ୍ରିୟ ସଂସ୍କରଣ |
അസൈക്ലിക്,acyclic
"1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്","1. ଆକାଇକ୍ଲିକ୍ ଗ୍ରାଫ୍, 2 acyclic ଗ୍ରାଫ୍ |"
അഡാ കമ്പ്യൂട്ടർ ഭാഷ,ଅଦା କମ୍ପ୍ୟୁଟର ଭାଷା |
"1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ","1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍"
ആകെ),to sum)
തുക ഫയൽ,ରାଶି ଫାଇଲ୍ |
"1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം","1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ"
ചേർക്കുന്നയാൾ,ଆଡର୍
അറിയുക,ଜାଣନ୍ତୁ |
വിലാസം ബസ്,ଠିକଣା ବସ୍
വിലാസ ഫയൽ,ଠିକଣା ଫାଇଲ୍ |
വിലാസ ഫോർമാറ്റ്,ଠିକଣା ଫର୍ମାଟ୍
വിലാസ ജനറേറ്റർ,ଠିକଣା ଜେନେରେଟର
വിലാസ ലൈൻ,ଠିକଣା ରେଖା
വിലാസ മാപ്പിംഗ്,ଠିକଣା ମ୍ୟାପିଂ
വിലാസ സൂചകം,ଠିକଣା ସୂଚକ
വിലാസ രജിസ്റ്റർ,ଠିକଣା ରେଜିଷ୍ଟର
വിലാസ തകർച്ച,ଠିକଣା ଭାଙ୍ଗିବା
വിലാസ വിവർത്തനം,ଠିକଣା ଅନୁବାଦ
"1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി","1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
അഭിസംബോധന,ଠିକଣା
"1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം","1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
ബന്ധം,ସଂଲଗ୍ନ
"1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം","1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
"1. മാനേജർ, 2. കണ്ട്രോളർ","1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
അഡോബ് അക്രോബാറ്റ്,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
അഡോബ് ഫോട്ടോഷോപ്പ്,ଆଡୋବ ଫଟୋସପ୍ |
ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
"1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ","1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
വിപുലമായ വിവര സംവിധാനം,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
നടപടി,କାର୍ଯ୍ୟ
സമാഹരണം,ଏକୀକରଣ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
ആൽഡസ് പേജ് മേക്ക്,aldus page-make
മുന്നറിയിപ്പ് ബോക്സ്,ଆଲର୍ଟ ବାକ୍ସ
അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ),algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. അൽഗോരിതം , 2. അൽഗോരിതം","1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
"1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം","1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
അൽഗോരിതം കാര്യക്ഷമത,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ","1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
വിന്യാസം,ଶ୍ରେଣୀବଦ୍ଧତା |
"1. വിഹിതം, 2. വിഹിതം","1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
"1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ","1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
ആൽഫാന്യൂമെറിക്,ବର୍ଣ୍ଣମାଳା
"1. ആൽഫാന്യൂമെറിക് കീബോർഡ് ,2. ആൽഫാന്യൂമെറിക് കീബോർഡ്","1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്),ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം","1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
alt കീ,alt କି
ആൾട്ടാവിസ്റ്റ,altavista
ബഹുസ്വരത,ବହୁଗୁଣ
അവ്യക്തമായ വ്യാകരണം,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
"1. സാദൃശ്യം, 2. അനലോഗ്","1. ଅନୁରୂପ, 2 analog"
"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ","1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം","1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം","1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ,ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
അവസാന സർക്യൂട്ട്,ଶେଷ ସର୍କିଟ |
അവസാന ഗേറ്റും ഗേറ്റും,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
കുറിപ്പ്,ଧ୍ୟାନ ଦିଅନ୍ତୁ
പൊരുത്തക്കേട്,ଅସଙ୍ଗତି |
മുമ്പത്തെ,ପୂର୍ବ
മുൻകൂർ പേജിംഗ്,ଆଶାକର୍ମୀ ପେଜିଂ |
എതിർ-സമമിതി,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
ആൻറിവൈറൽ പ്രോഗ്രാം,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
ആപ്ലിക്കേഷൻ ഭാഷ,ପ୍ରୟୋଗ ଭାଷା
ഏകദേശ തത്വം,ଆନୁମାନିକ ନୀତି
ഘടന,ଗଠନ
ഫീൽഡ് കൈമാറ്റം,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
ഗണിത പരിശോധന,ଗାଣିତିକ ଯାଞ୍ଚ |
ഗണിത സ്ഥിരാങ്കം,ଗାଣିତିକ ସ୍ଥିର |
ഗണിത ഡാറ്റ,ଗାଣିତିକ ତଥ୍ୟ
ഗണിത നിർദ്ദേശം,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPA നെറ്റ് (RPNet),ARPA ନେଟ (RPNet)
അറേ,ଆରେ
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
അറേ കമ്പ്യൂട്ടർ,ଆରେ କମ୍ପ୍ୟୁଟର |
അറേ ഘടകം,ଆରେ ଉପାଦାନ |
അറേ പേര്,ଆରେ ନାମ
അറേ പ്രോസസർ,ଆରେ ସଞ୍ଚାଳକ
അമ്പടയാള കീ,ତୀର କି
ഉടമ്പടി,ଚୁକ୍ତି
ജംഗ്ഷൻ പോയിന്റ്,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
കൃത്രിമ കോംപാക്ഷൻ,କୃତ୍ରିମ ସଙ୍କୋଚନ |
കൃത്രിമ നിയന്ത്രണം,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
കൃത്രിമബോധം,କୃତ୍ରିମ ଅର୍ଥ |
മൗണ്ട്,ଆରୋହଣ
ആരോഹണ തരം,ଆରୋହଣ କ୍ରମ
ascii അക്ഷരമാല,ascii ବର୍ଣ୍ଣମାଳା |
ascii നിയന്ത്രണ ചിഹ്നം,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ascii ഫയൽ,ascii ଫାଇଲ୍ |
ascii ഫോണ്ട്,ascii ଫଣ୍ଟ
ASCII കൈമാറ്റം,ASCII ସ୍ଥାନାନ୍ତର |
വീക്ഷണാനുപാതം,ଆନୁମାନିକ ଅନୁପାତ
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. ଆସ୍ପି, ୨ ASPI"
എ എസ് ആർ കാലാട്,ଏକ S R କାଲାଡ୍ |
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
ദൃഢനിശ്ചയം,ନିଷ୍ଠା
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
കൂട്ടുകെട്ട്,ସାଥୀତା
അനുബന്ധ വിലാസം,ସହଯୋଗୀ ଠିକଣା
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
അസമമായ,ଅସୀମିତ |
"1. അസമന്വിത , 2. അസമന്വിത","1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
അസമന്വിത കൈമാറ്റം,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"1. ആറ്റം, 2. പരമൻ","1. ପରମାଣୁ, ୨ ପରମାନ"
അറ്റാച്ചുചെയ്ത പ്രമാണം,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. ଗୁଣ, 2 ବିଶେଷତା"
കേൾക്കാവുന്ന,ଶ୍ରବଣଯୋଗ୍ୟ |
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
അക്കൗണ്ട് സ്ഥിരീകരണം,ଖାତା ଯାଞ୍ଚ |
പ്രമോഷൻ,ପଦୋନ୍ନତି
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
എഴുത്ത് രീതി,ଲେଖକ ପଦ୍ଧତି
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
യാന്ത്രിക സംഗ്രഹം,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
യാന്ത്രിക ലോഗ്-ഓൺ,ଅଟୋ ଲଗ୍ ଅନ୍ |
ഓട്ടോമാറ്റ,ଅଟୋମେଟା |
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,ସ୍ୱୟଂଚାଳିତ ଗଣନା
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
യാന്ത്രിക പിശക് തിരുത്തൽ,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
യാന്ത്രിക പ്രവർത്തനം,ଅଟୋ ଫଙ୍କସନ୍
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |"
യാന്ത്രിക ശേഖരണ കോൾ,ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |"
യാന്ത്രിക ദിനചര്യ,ଅଟୋ ରୁଟିନ୍ |
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |"
ഓട്ടോമേഷൻ,ସ୍ୱୟଂଚାଳିତ
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |"
വോക്കലൈസേഷൻ,କଣ୍ଠଦାନ
അസിസ്റ്റന്റ്,ସହକାରୀ
സഹായ മെമ്മറി,ସହାୟକ ସ୍ମୃତି
സഹായ സംഭരണം,ସହାୟକ ଷ୍ଟୋରେଜ୍
ലഭ്യമായ പട്ടിക,ଉପଲବ୍ଧ ତାଲିକା |
ലഭ്യമായ സമയം,ଉପଲବ୍ଧ ସମୟ |
ശരാശരി,ହାରାହାରି
AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്),AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ)
ശേഷം,ପରେ
പോസ്റ്റ് പ്രോസസർ,ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |
പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ,ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |
പശ്ചാത്തല പ്രോസസ്സിംഗ്,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
അനുബന്ധ സ്റ്റോറുകൾ,ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |
ബാക്ക് പാച്ചിംഗ്,ପଛ ପ୍ୟାଚିଂ |
"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്","1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |"
ബാക്ക്ട്രാക്കിംഗ്,ବ୍ୟାକଟ୍ରାକ୍
"1. ബാക്കപ്പ് , 2. തിരിച്ചടവ്","1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ"
"1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി","1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |"
പിന്നിലെ പിശക് തിരുത്തൽ,ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |
