Hindi,Punjabi
अभिगम क्रमवीक्षण,ਐਕਸੈਸ ਸਕੈਨਿੰਗ
सहयंत्र,ਸਹਾਇਕ ਉਪਕਰਣ
लेखा,ਲੇਖਾਕਾਰੀ
"1. एकाउंट आई डी ,2. लेखा पहचान","1. ਖਾਤਾ ID, 2. ਲੇਖਾ ਪਛਾਣ"
संचायक,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
"1. विशुद्धता ,2. यर्थाथता","1. ਸ਼ੁੱਧਤਾ, 2. ਸ਼ੁੱਧਤਾ"
अभिगम,ਪਹੁੰਚ
अभिगम नियंत्रण बाइट,ਪਹੁੰਚ ਕੰਟਰੋਲ ਬਾਈਟ
अभिगम सूचक,ਪਹੁੰਚ ਸੂਚਕ
अभिगम कुंजी,ਪਹੁੰਚ ਕੁੰਜੀ
"1.अभिगम आव्यूह ,2. अभिगम मैट्रिक्स","1. ਪਹੁੰਚ ਮੈਟਰਿਕਸ, 2. ਪਹੁੰਚ ਮੈਟਰਿਕਸ"
अभिगम विधा,ਪਹੁੰਚ ਮੋਡ
अभिगम विशेषाधिकार,ਪਹੁੰਚ ਅਧਿਕਾਰ
अभिगम सुरक्षा,ਪਹੁੰਚ ਸੁਰੱਖਿਆ
"1. अभिगम परिसेवक ,2. अभिगम सर्वर","1. ਐਕਸੈਸ ਸਰਵਰ, 2. ਸਰਵਰ ਤੱਕ ਪਹੁੰਚ"
अभिगम काल,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
अभिस्वीकृति,ਮਾਨਤਾ
ध्वनिकी,ਧੁਨੀ ਵਿਗਿਆਨ
"1. परिवर्णी शब्द, 2. संक्षिप्त रूप ,3. लघु रूप","1. ਸੰਖੇਪ ਰੂਪ, 2. ਸੰਖੇਪ, 3. ਤੋਂ ਛੋਟਾ"
क्रिया संदेश,ਕਾਰਵਾਈ ਸੁਨੇਹਾ
सक्रियण,ਸਰਗਰਮੀ
सक्रिय सर्वर पृष्ठ,ਸਰਗਰਮ ਸਰਵਰ ਪੰਨਾ
सक्रिय वर्जन,ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ
अचक्रीय,acyclic
"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ","1. ਏਸਾਈਕਲਿਕ ਗ੍ਰਾਫ਼, 2. acyclic ਗ੍ਰਾਫ਼"
एडा कंप्यूटर भाषा,ਅਦਾ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ
"1. अनुकूलक ,2. अनुकूलित्र","1. ਆਪਟੀਮਾਈਜ਼ਰ, 2. ਆਪਟੀਮਾਈਜ਼ਰ"
योग (करना),ਜੋੜ)
योग संचिका,sum ਫਾਈਲ
"1. जोड़ संक्रिया ,2. योग संक्रिया","1. ਐਡੀਸ਼ਨ ਓਪਰੇਸ਼ਨ, 2. ਸੰਯੁਕਤ ਕਾਰਵਾਈ"
योजक,ਜੋੜਨ ਵਾਲਾ
पता,ਜਾਣੋ
पता बस,ਪਤਾ ਬੱਸ
पता संचिका,ਐਡਰੈੱਸ ਫਾਈਲ
पता आरूप,ਪਤਾ ਫਾਰਮੈਟ
पता जनक,ਪਤਾ ਜਨਰੇਟਰ
पता पंक्ति,ਐਡਰੈੱਸ ਲਾਈਨ
पता प्रतिचित्रण,ਪਤਾ ਮੈਪਿੰਗ
पता संकेतक,ਪਤਾ ਸੂਚਕ
पता पंजी,ਪਤਾ ਰਜਿਸਟਰ
पता विघटन,ਪਤਾ ਟੁੱਟਣ
पता अनुवाद,ਪਤਾ ਅਨੁਵਾਦ
"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी","1. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ, 2. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ"
पताभिगमन,ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ
"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी","1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ"
संलग्न,ਲਗਾਵ
"1. प्रबंधन ,2. नियंत्रण","1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ"
"1. प्रबंधक ,2. नियंत्रक","1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ"
ऐडोब एक्रोबेट,ਅਡੋਬ ਐਕਰੋਬੈਟ
ऐडोब फोटोशोप,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन),ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ)
"1. उन्नत आंकड़ा ,2. उन्नत डाटा","1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ"
उन्नत सूचना तंत्र,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
उन्नत प्रौद्योगिकी (ए टी),ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
कर्मक,ਕਾਰਵਾਈ
समुच्चयन,ਏਕੀਕਰਨ
विमानवाहित कंप्यूटर तंत्र,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
एल्डस पेज-मेक,aldus page-make
सचेत पेटी,ਚੇਤਾਵਨੀ ਬਾਕਸ
ऐल्गॉल (कंप्यूटर भाषा),ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
"1.  एल्गोरिथ्म ,2. कलन विधि","1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ"
"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण","1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ"
एल्गोरिथ्म दक्षता,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
"1. एलिआस ,2. उपनाम ,3. उर्फ","1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ"
संरेखण,ਅਲਾਈਨਮੈਂਟ
"1. आवंटन ,2. नियतन","1. ਵੰਡ, 2. ਵੰਡ"
"1.अक्षरात्मक ,2. वर्णानुक्रम","1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ"
अक्षरांकीय,ਅੱਖਰ ਅੰਕੀ
"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड","1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ"
अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण),ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ)
"1. अल्फा वर्जन ,2. अल्फा रूप","1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ"
आल्ट कुंजी,alt ਕੁੰਜੀ
आल्टाविस्टा,altavista
अनेकार्थकता,ਬਹੁਲਤਾ
संदिग्ध व्याकरण,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI)
अमेरिकी मानक कट (आस्की),ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii)
"1. अनुरुप ,2. एनालॉग","1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ"
"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर","1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ"
"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस","1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ"
"1. एनालॉग मोडेम ,2. अनुरुप मोडेम","1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ"
अनुरुप से अंकीय रुपांतरक,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त),ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ)
एंड परिपथ,ਅੰਤ ਸਰਕਟ
एंड गेट और द्वार,ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ
एंड नॉट संक्रिया (अपवर्जन),ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ)
"1. एनीमेशन, 2.  सजीवन","1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ"
टिप्पण,ਨੋਟ
असंगता,ਅਸੰਗਤਤਾ
पूर्ववर्ती,ਪਿਛਲਾ
प्रत्याशामूलक पृष्ठन,ਅਗਾਊਂ ਪੇਜਿੰਗ
प्रति-सममित,ਵਿਰੋਧੀ-ਸਮਮਿਤੀ
विषाणुरोधी क्रमादेश,ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ
"1. एपलेट ,2. अनुप्रयोगिका","1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ"
अनुप्रयोग विकासक,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
अनुप्रयोग प्रोग्रामन,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)","1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)"
अनुप्रयोग सॉफ्टवेयर,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
अनुप्रयोगी भाषा,ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ
सन्निकटण सिद्धांत,ਲਗਭਗ ਸਿਧਾਂਤ
संरचना,ਬਣਤਰ
क्षेत्र अंतरण,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
"1. प्राचर,स्वतंत्रचर, 2. कोणांक","1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ"
"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई","1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ"
अंकगणितीय जांच,ਗਣਿਤ ਦੀ ਜਾਂਚ
अंकगणितीय अचर,ਅੰਕਗਣਿਤ ਸਥਿਰ
अंकगणितीय आंकडा,ਗਣਿਤ ਡਾਟਾ
अंकगणितीय अनुदेश,ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ
गणितीय एवं तार्किक इकाई (ए. एल. यू.),ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU)
ए आर पी ए नेट (आरपानेट),ARPA ਨੈੱਟ (RPNet)
सरणी,ਐਰੇ
"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति","1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ"
सरणी कंप्यूटर,ਐਰੇ ਕੰਪਿਊਟਰ
सरणी अवयव,ਐਰੇ ਤੱਤ
सरणी नाम,ਐਰੇ ਨਾਮ
सरणी प्रकर्मक,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
एरो कुंजी,ਤੀਰ ਕੁੰਜੀ
संधि,ਸੰਧੀ
संधि बिन्दु,ਜੰਕਸ਼ਨ ਬਿੰਦੂ
कृत्रिम संहनन,ਨਕਲੀ ਸੰਕੁਚਿਤ
कृत्रिम नियंत्रण,ਨਕਲੀ ਕੰਟਰੋਲ
कृत्रिम बोध,ਨਕਲੀ ਭਾਵਨਾ
आरोहक,ਮਾਊਂਟ
आरोही छंटाई,ਵਧਦੀ ਲੜੀ
आस्की वर्णक्रम,ascii ਵਰਣਮਾਲਾ
आस्की नियंत्रण संप्रतीक,ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ
आस्की संचिका,ascii ਫਾਈਲ
आस्की फॉन्ट,ascii ਫੌਂਟ
आस्की अंतरण,ASCII ਟ੍ਰਾਂਸਫਰ
अभिमुखता अनुपात,ਆਕਾਰ ਅਨੁਪਾਤ
"1. ऐस्पी ,2. ए एस पी आई","1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ"
ए एस आर कालद,ਏ ਐਸ ਆਰ ਕਲਾਡ
"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना","1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ"
"1. कोडांतरक ,2. स्मरांतरक","1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ"
"1. कोडांतरण ,2. स्मरांतरण","1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ"
"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा","1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ"
निश्चयन,ਦ੍ਰਿੜ੍ਹਤਾ
"1. निर्दिष्ट कार्य ,2. नियतन","1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ"
साहचर्य,ਸਾਥੀ
साहचर्य पता,ਸਹਿਯੋਗੀ ਪਤਾ
"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी","1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ"
तारक (*का चिन्ह),ਤਾਰਾ (* ਚਿੰਨ੍ਹ)
असम्मित,ਅਸਮਿਤ
"1. अतुल्यकालिक ,2. अतुल्यकाली","1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ"
अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
अतुल्यकालिक अंतरण,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
अतुल्यकालिक अंतरण विधा (ए टी एम),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
"1. एटम ,2. परमाण","1. ਐਟਮ, 2. ਪਰਮਾਨ"
संलग्न प्रलेख,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल","1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ"
"1. संलग्नक ,2. संबंद्ध","1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ"
"1. गुण ,2. विशेषता","1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ"
श्रव्य,ਸੁਣਨਯੋਗ
"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन","1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ"
लेखा सत्यापन,ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ
संवर्धन,ਤਰੱਕੀ
प्रमाणन प्रोटोकॉल,ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ
संलेखन पद्धति,ਲੇਖਕ ਵਿਧੀ
"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण","1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ"
स्वत: सार,ਆਟੋ ਐਬਸਟਰੈਕਟ
"1. स्वतः बूटिंग ,2. स्व बूटन","1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ"
ऑटोकैड (एक कंप्यूटर भाषा),ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
स्वत: लॉग-ऑन,ਆਟੋ ਲੌਗ-ਆਨ
ऑटोमेटा,ਆਟੋਮੇਟਾ
आटोमेटा सिद्धांत,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
स्वत: अभिकलन,ਆਟੋਮੈਟਿਕ ਗਣਨਾ
स्वत: आंकड़ा प्रक्रमण,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
स्वत: त्रुटि संशोधन,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
स्वत: फलन,ਆਟੋ ਫੰਕਸ਼ਨ
"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण","1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ"
स्वत: संग्रह आह्वान,ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ
"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन","1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ"
"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम","1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ"
स्वत: नेमका,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
स्वत: सिस्टम पुन: प्राप्ति,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)","1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ"
स्वचालन,ਆਟੋਮੇਸ਼ਨ
"1. आटोप्ले ,2. स्वत: चलन","1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ"
स्वरक्षण,ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ
सहायक,ਸਹਾਇਕ
सहायक स्मृति,ਸਹਾਇਕ ਮੈਮੋਰੀ
सहायक भंडारण,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
उपलब्ध लिस्ट,ਉਪਲਬਧ ਸੂਚੀ
उपलब्ध समय,ਉਪਲਬਧ ਸਮਾਂ
औसत,ਔਸਤ
ए डब्ल्यू के (एक कंप्यूटर समादेश),AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ)
पश्चांत,ਬਾਅਦ
पश्चांत प्रक्रमक,ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ
पश्च फलन विलोपन,ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ
पृष्ठभूमि प्रक्रमण,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
सहायक भंडार,ਸਹਾਇਕ ਸਟੋਰ
पश्च पैचीकरण,ਵਾਪਸ ਪੈਚਿੰਗ
"1. पश्चीयन ,2. बैकस्पेस","1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ"
पश्चपथन,ਬੈਕਟਰੈਕਿੰਗ
"1. बैक-अप ,2. पूर्तिकर","1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ"
"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी","1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ"
पश्च त्रुटि सुधार,ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ
(आय-व्यय) तुलन पत्र,(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ
पट्टी,ਪੱਟੀ
"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता","1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ"
बैंकर एल्गोरिथ्म,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
"1.बार कूट ,2. बार कोड","1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ"
बार कोड स्कैनर,ਬਾਰਕੋਡ ਸਕੈਨਰ
बार ग्राफ,ਪੱਟੀ ਗ੍ਰਾਫ
आधार पता,ਅਧਾਰ ਪਤਾ
आधार बैंड,ਅਧਾਰ ਬੈਂਡ
आधार संख्या,ਆਧਾਰ ਨੰਬਰ
आधार सारणी,ਅਧਾਰ ਸਾਰਣੀ
बेसिक (एक कंप्यूटर भाषा),ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
"1. मूल नियंत्रण ,2. आधार नियंत्रण","1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ"
"1. मूल निवेश ,2. आधारी निवेश","1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼"
आधारभूत अनुदेश,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
आधारी निर्गम,ਅਧਾਰ ਮੁੱਦਾ
मूल चरण,ਬੁਨਿਆਦੀ ਪੜਾਅ
"1. बैच ,2. समूह ,3. प्रचय","1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ"
"1. बैच फाइल ,2. बैच संचिका","1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ"
बैच स्थिति,ਬੈਚ ਸਥਿਤੀ
"1. बैच प्रक्रमण ,2. समूह प्रक्रमण","1. ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ, 2. ਗਰੁੱਪ ਪ੍ਰੋਸੈਸਿੰਗ"
"1. बैच तंत्र ,2. प्रचय तंत्र","1. ਬੈਚ ਸਿਸਟਮ, 2. catapult ਸਿਸਟਮ"
बॉड,ਬੌਡ
बॉड दर,ਬੌਡ ਦਰ
किरण पुंज,ਬੀਮ ਬੀਮ
"1. निर्देशमानक ,2. बैचमार्क","1. ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, 2. ਬੈਚ ਮਾਰਕ"
द्विदिश संचार,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
विदिश कड़ी,ਸਿੱਧਾ ਲਿੰਕ
द्विआधारी कूट,ਬਾਈਨਰੀ ਕੋਡ
द्विआधारी अंक,ਬਾਈਨਰੀ ਅੰਕ
द्विआधारी निवेश निर्गम तंत्र (बायोस),ਬਾਈਨਰੀ ਨਿਵੇਸ਼ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
द्विआधारी संख्या,ਬਾਈਨਰੀ ਨੰਬਰ
द्विआधारी संकारक,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
द्विआधारी संबंध,ਬਾਈਨਰੀ ਸਬੰਧ
द्विआधारी खोज,ਬਾਈਨਰੀ ਖੋਜ
द्विआधारी अन्वेषण तरु (बी एस टी),ਬਾਈਨਰੀ ਐਕਸਪਲੋਰੇਸ਼ਨ ਟ੍ਰੀ (BST)
"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण","1. ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ ਟ੍ਰੀ, 2. ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ"
द्विआधारी तरु,ਬਾਈਨਰੀ ਰੁੱਖ
"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी","1. ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ, 2. ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ"
