Telugu,Tamil
వైమానిక ప్రవాహం,வான்வழி மின்னோட்டம்
వైమానిక ఎర్తింగ్ స్విచ్,வான்வழி பூமி சுவிட்ச்
వైమానిక సామర్థ్యం,வான்வழி செயல்திறன்
వైమానిక ఇంపెడెన్స్,வான்வழி மின்மறுப்பு
వైమానిక ఇండక్టెన్స్,வான்வழி தூண்டல்
వైమానిక అవాహకం,வான்வழி இன்சுலேட்டர்
వైమానిక లోడింగ్ కాయిల్,வான்வழி ஏற்றுதல் சுருள்
వైమానిక ఫోటోగ్రఫీ,வான்வழி புகைப்படம்
వైమానిక శక్తి,வான்வழி சக்தி
వైమానిక రేడియేషన్ రీస్టెన్స్,வான்வழி கதிர்வீச்சு
వైమానిక ప్రతిచర్య,வான்வழி எதிர்வினை
ఏరోడైనమిక్స్,ஏரோடைனமிக்ஸ்
ఏజెన్సీ,ஏஜென்சி
వాయువుని కుదించునది,காற்று அழுத்தி
ఎయిర్ కండెన్సర్,ஏர் மின்தேக்கி
గాలి చల్లబడింది,குளிா்ந்த காற்று
ఎయిర్ కోర్డ్ కాయిల్,காற்று கோர்ட் சுருள்
ఎయిర్ కండిషనింగ్,ஏர் கண்டிஷனிங்
ఆల్బెడో,ஆல்பெடோ
అల్గోరిథం,வழிமுறை
అలియాసింగ్,மாற்றுப்பெயர்ச்சி
సమలేఖనం,சீரமைத்தல்
అమరిక,சீரமைப்பு
అన్ని వేవ్ వైమానిక,அனைத்து அலை வான்வழி
కేటాయింపు,ஒதுக்கீடு
అక్షరాలు,அகரவரிசை
ఆల్ఫాన్యూమరిక్,எண்ணெழுத்து
ఆల్ఫాన్యూమరిక్ పాత్ర,எண்ணெழுத்து எழுத்து
ఆల్ఫాన్యూమరిక్ సమాచారం,எண்ணெழுத்து தகவல்
ప్రత్యామ్నాయ కరెంట్ (a.c.),மாற்று மின்னோட்டம் (ஏ.சி.)
ప్రత్యామ్నాయం,மாற்று
ఆల్టర్నేటర్,மின்மாற்றி
ఎత్తు,உயரம்
పొక్కు ఎత్తు,அப்போஜியின் உயரம்
మూత యొక్క ఎత్తు,பெரிஜியின் உயரம்
Te త్సాహిక రేడియో కమ్యూనికేషన్,அமெச்சூர் வானொலி தொடர்பு
వాతావరణం,சூழ்நிலை
వాతావరణ మైక్రోఫోన్,சுற்றுப்புற மைக்ரோஃபோன்
పరిసర పరిస్థితి,சுற்றுப்புற நிலை
పరిసర లైటింగ్,சுற்றுப்புற விளக்குகள்
పరిసర శబ్దం,சுற்றுப்புற சத்தம்
పరిసర ఉష్ణోగ్రత,சுற்றுப்புற வெப்பநிலை
అమెరికన్ స్టాండర్డ్ కోడ్,அமெரிக்கன் ஸ்டாண்டர்ட் கோட்
Ampere,ஆம்பியர்
ఆంపియర్ మీటర్,ஆம்பியர் மீட்டர்
విస్తరణ,பெருக்கம்
యాంప్లిఫికేషన్ కారకం,பெருக்க காரணி
యాంప్లిఫైయర్,பெருக்கி
యాంప్లిఫైయర్ లాభం,பெருக்கி ஆதாயம்
యాంప్లిఫైయర్ శబ్దం,பெருக்கி சத்தம்
పరికరాలను విస్తరించడం,உபகரணங்கள் பெருக்குதல்
క్లైస్ట్రాన్ విస్తరించడం,கிளிஸ்ட்ரான் பெருக்குதல்
యాంప్లిఫైయింగ్ యూనిట్,பெருக்குதல் அலகு
వ్యాప్తి,வீச்சு
వ్యాప్తి వక్రీకరణ,வீச்சு விலகல்
వ్యాప్తి విహారయాత్ర,வீச்சு உல்லாசப் பயணம்
వ్యాప్తి కారకం,வீச்சு காரணி
వ్యాప్తి పరిమితి,அலைவீச்சு வரம்பு
వ్యాప్తి మాడ్యులేటెడ్,வீச்சு பண்பேற்றப்பட்டது
యాంప్లిట్యూడ్ మాడ్యులేషన్,வீச்சு பண்பேற்றம்
అనలాగ్ (అనలాగ్),ஒப்புமை (அனலாக்)
అనలాగ్ సర్క్యూట్,அனலாக் சுற்று
అనలాగ్ కంప్యూటర్,அனலாக் கணினி
ఫ్రీక్వెన్సీ ఛానల్,அனலாக் ரேடியோ அதிர்வெண் சேனல்
అనలాగ్ ప్రాతినిధ్యం,அனலாக் பிரதிநிதித்துவம்
అనలాగ్ సిగ్నల్,அனலாக் சிக்னல்
డిజిటల్‌కు అనలాగ్,டிஜிட்டலுக்கு அனலாக்
డిజిటల్ కన్వర్టర్‌కు అనలాగ్,டிஜிட்டல் மாற்றிக்கு அனலாக்
అనలాగ్ వీడియో,அனலாக் வீடியோ
సారూప్యత,ஒப்பீட்டு
సారూప్యత,ஒப்புமை
విశ్లేషణ,பகுப்பாய்வு
డేటా యొక్క విశ్లేషణ,தரவின் பகுப்பாய்வு
విశ్లేషణాత్మక సాంద్రత,பகுப்பாய்வு அடர்த்தி
విశ్లేషించడానికి,பகுப்பாய்வு செய்யுங்கள்
ఎనలైజర్,பகுப்பாய்வி
సహాయక పరికరాలు,துணை உபகரணங்கள்
మరియు గేట్,மற்றும் வாயில்
కొలిమేషన్ యొక్క కోణం,மோதலின் கோணம்
ధ్రువణ కోణం,துருவமுனைப்பு கோணம்
భ్రమణ కోణం,சுழற்சியின் கோணம்
గోరు,ஆங்ஸ்ட்ரோம் (Å)
కోణీయ,கோண
కోణీయ త్వరణం,கோண முடுக்கம்
కోణీయ సమన్వయాలు,கோண ஒருங்கிணைப்புகள்
కోణీయ విక్షేపం,கோண அழிவு
కోణీయ చెదరగొట్టడం,கோண சிதறல்
కోణీయ స్థానభ్రంశం,கோண இடப்பெயர்ச்சி
కోణీయ లోపం,கோண பிழை
కోణీయ పౌన .పున్యం,கோண அதிர்வெண்
కోణీయ మొమెంటం,கோண உந்தம்
కోణీయ కదలిక,கோண இயக்கம்
కోణీయ వేగం,கோண வேகம்
యానిమేషన్,இயங்குபடம்
యానోడ్,நேர்மறை
యానోడ్ బ్యాటరీ,நேர்மறை பேட்டரி
యానోడ్ లక్షణం,நேர்மறை பண்பு
యానోడ్ సర్క్యూట్,நேர்மறை சுற்று
యానోడ్ వెదజల్లడం,அனோட் சிதறல்
యానోడ్ సామర్థ్యం,அனோட் செயல்திறன்
యానోడ్ ఇన్పుట్ శక్తి,அனோட் உள்ளீட்டு சக்தி
యానోడ్ మాడ్యులేషన్,அனோட் மாடுலேஷன்
యాంటెన్నా,ஆண்டெனா
యాంటెన్నా బీమ్విడ్త్,ஆண்டெனா பீம் அகலம்
యాంటెన్నా బూస్టర్,ஆண்டெனா பூஸ்டர்
యాంటెన్నా చేంజ్ఓవర్ స్విచ్,ஆண்டெனா மாற்ற சுவிட்ச்
యాంటెన్నా కాయిల్,ஆண்டெனா சுருள்
యాంటెన్నా కాన్ఫిగరేషన్,ஆண்டெனா உள்ளமைவு
యాంటెన్నా కప్లర్,ஆண்டெனா கப்ளர்
యాంటెన్నా క్రాస్ ధ్రువ నమూనా,ஆண்டெனா குறுக்கு துருவ முறை
యాంటెన్నా కరెంట్,ஆண்டெனா நடப்பு
యాంటెన్నా డైరెక్టివిటీ లాభం,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
యాంటెన్నా డ్యూప్లెక్సర్,ஆண்டெனா டூப்ளெக்சர்
యాంటెన్నా ప్రభావవంతమైన ప్రాంతం,ஆண்டெனா பயனுள்ள பகுதி
యాంటెన్నా సామర్థ్యం,ஆண்டெனா செயல்திறன்
యాంటెన్నా ఫీడ్,ஆண்டெனா ஊட்டம்
యాంటెన్నా ఫుట్ ప్రింట్,ஆண்டெனா கால் அச்சு
యాంటెన్నా లాభం,ஆண்டெனா ஆதாயம்
యాంటెన్నా ఎత్తు,ஆண்டெனா உயரம்
యాంటెన్నా ఇంపెడెన్స్,ஆண்டெனா மின்மறுப்பு
యాంటెన్నా ఇండక్టెన్స్,ஆண்டெனா தூண்டல்
యాంటెన్నా నమూనా,ஆண்டெனா முறை
యాంటెన్నా ప్లెక్సర్,ஆண்டெனா பிளெக்ஸர்
యాంటెన్నా ధ్రువణత,ஆண்டெனா துருவமுனைப்பு
యాంటెన్నా శక్తి,ஆண்டெனா சக்தி
యాంటెన్నా శక్తి లాభం,ஆண்டெனா சக்தி ஆதாயம்
యాంటెన్నా రేడియేషన్ నిరోధకత,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
యాంటెన్నా రియాక్టెన్స్,ஆண்டெனா எதிர்வினை
యాంటెన్నా రిఫ్లెక్టర్,ஆண்டெனா பிரதிபலிப்பாளர்
యాంటెన్నా నిరోధకత,ஆண்டெனா எதிர்ப்பு
యాంటెన్నా ప్రతిధ్వని ఫ్రీక్వెన్సీ,ஆண்டெனா அதிர்வு அதிர்வெண்
యాంటెన్నా స్పేసింగ్,ஆண்டெனா இடைவெளி
యాంటెన్నా స్విచింగ్ రూమ్,ஆண்டெனா மாறுதல் அறை
యాంటెన్నా ట్యూనింగ్ కాయిల్,ஆண்டெனா டியூனிங் சுருள்
యాంటెన్నా ట్యూనింగ్ హట్,ஆண்டெனா ட்யூனிங் ஹட்
ఎపర్చరు,துவாரம்
అపోజీ,Apogee
అపోజీ రాకెట్,அபோஜி ராக்கெட்
ఉపకరణం,கருவி
స్పష్టంగా,தோன்றும்
ఆప్లెట్,Applet
అప్లికేషన్,விண்ணப்பம்
సుమారు,தோராயமான
అక్వేస్ ద్రావణం,நீர்வாழ் தீர்வு
ఆర్క్,வில்
వాస్తుశిల్పం,கட்டிடக்கலை
సౌండ్ రికార్డింగ్ యొక్క ఆర్కైవల్ బదిలీ,ஒலி பதிவின் காப்பக பரிமாற்றம்
ఆర్కైవ్స్,காப்பகங்கள்
అంకగణిత కోడింగ్,எண்கணித குறியீட்டு முறை
ఆర్మేచర్,ஆர்மேச்சர்
ఆర్మేచర్ వైండింగ్,ஆர்மேச்சர் முறுக்கு
అమరిక,வரிசை
అరేస్టర్,கைது செய்பவர்
ఉచ్చారణ,வெளிப்பாடு
(= కళాఖండము,கலைப்பொருள் (= கலைப்பொருள்)
ఆరోహణ,ஏறுதல்
కారక నిష్పత్తి,விகிதம்
సమీకరించేవాడు,அசெம்பிளர்
వాదన,கூற்று
అప్పగింత,ஒதுக்கீடு
అసైన్‌మెంట్ ఛానల్,ஒதுக்கீட்டு சேனல்
అసమాన,சமச்சீரற்ற
అసమకాలిక,ஒத்திசைவற்ற
వాతావరణం,வளிமண்டலம்
వాతావరణ నష్టం,வளிமண்டல இழப்பு
వాతావరణ శబ్దం,வளிமண்டல சத்தம்
వాతావరణ పీడనం,வளிமண்டல அழுத்தம்
వాతావరణ ప్రచారం,வளிமண்டல பரவல்
వాతావరణ రేడియో-వేవ్,வளிமண்டல வானொலி-அலை
వాతావరణం,வளிமண்டலங்கள்
అణువు,அணு
అణు నిర్మాణం,அணு அமைப்பு
అటాచ్మెంట్,இணைப்பு
అటెన్యుయేషన్,விழிப்புணர்வு
అటెన్యుయేషన్ నష్టం,விழிப்புணர்வு இழப்பு
ధ్వని తరంగాల యొక్క అటకన,ஒலி அலைகளின் விழிப்புணர்வு
అటెన్యూయేటర్,அட்டென்யூட்டர்
అటెన్యూయేటర్-ప్యాడ్,அட்டென்யூட்டர்-பேட்
విడిబిలిటీ థ్రెషోల్డ్,கேட்கக்கூடிய வாசல்
వినగల,கேட்கக்கூடியது
వినగల ఫ్రీక్వెన్సీ,கேட்கக்கூடிய அதிர்வெண்
వినగల స్వరం,கேட்கக்கூடிய தொனி
వినగల-స్పెక్ట్రం,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
ప్రేక్షకులు,பார்வையாளர்கள்
ఆడియో,ஆடியோ
ఆడియో యాంప్లిఫైయర్,ஆடியோ பெருக்கி
ఆడియో ఎనలైజర్,ஆடியோ பகுப்பாய்வி
ఆడియో ప్రసారం,ஆடியோ ஒளிபரப்பு
ఆడియో కేబుల్,ஆடியோ கேபிள்
ఆడియో గొలుసు,ஆடியோ சங்கிலி
ఆడియో కోడెక్,ஆடியோ கோடெக்
ఆడియో కుదింపు,ஆடியோ சுருக்கம்
ఆడియో కంప్రెసర్,ஆடியோ அமுக்கி
ఆడియో కన్సోల్,ஆடியோ கன்சோல்
ఆడియో వక్రీకరణ,ஆடியோ விலகல்
ఆడియో డైనమిక్ పరిధి,ஆடியோ டைனமிக் வரம்பு
ఆడియో ఫైల్ ఫార్మాట్,ஆடியோ கோப்பு வடிவம்
ఆడియో ఫ్రేమ్ ఫార్మాట్,ஆடியோ பிரேம் வடிவம்
ఆడియో ఫ్రీక్వెన్సీ యాంప్లిఫైయర్,ஆடியோ அதிர்வெண் பெருக்கி
ఆడియో ఫ్రీక్వెన్సీ జనరేటర్,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
ఆడియో ఫ్రీక్వెన్సీ పరిధి,ஆடியோ அதிர்வெண் வரம்பு
ఆడియో ఫ్రీక్వెన్సీ ప్రతిస్పందన,ஆடியோ அதிர்வெண் பதில்
ఆడియో పరిమితి,ஆடியோ லிமிட்டர்
ఆడియో లైన్,ஆடியோ வரி
ఆడియో మిక్సర్,ஆடியோ மிக்சர்
ఆడియో మాడ్యులేషన్,ஆடியோ பண்பேற்றம்
ఆడియో ఓసిలేటర్,ஆடியோ ஆஸிலேட்டர்
ఆడియో అవుట్పుట్,ஆடியோ வெளியீடு
ఆడియో శక్తి,ஆடியோ சக்தி
ఆడియో నాణ్యత,ஆடியோ தரம்
ఆడియో సిగ్నల్,ஆடியோ சிக்னல்
ఆడియో సిగ్నల్ ప్రాసెసింగ్,ஆடியோ சிக்னல் செயலாக்கம்
ఆడియో స్పెక్ట్రం,ஆடியோ ஸ்பெக்ட்ரம்
ఆడియో నిల్వ,ஆடியோ சேமிப்பு
ఆడియో సబ్ క్యారియర్,ஆடியோ துணை கேரியர்
ఆడియో ట్రాన్స్ఫార్మర్,ஆடியோ மின்மாற்றி
ఆడియో ట్రాన్స్మిటర్,ஆடியோ டிரான்ஸ்மிட்டர்
శ్రవణ/వీడియో కుదింపు,ஆடியோ/வீடியோ சுருக்க
ఆడియో-ఫ్రీక్వెన్సీ ఓసిలేటర్,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
ఆడియో-ఫ్రీక్వెన్సీ సిగ్నల్,ஆடியோ-அதிர்வெண் சமிக்ஞை
ఆడియోమెట్రీ,ஆடியோமெட்ரி
ఆడియో-విజువల్ ఎయిడ్,ஆடியோ காட்சி உதவி
శ్రవణ అవగాహన,செவிவழி கருத்து
ప్రామాణీకరణ,அங்கீகார
అధీకృత క్యారియర్ ఫ్రీక్వెన్సీ,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ఆటో క్యాడ్,ஆட்டோ கேட்
ఆటో డయాగ్నస్టిక్స్,ஆட்டோ கண்டறிதல்
ఆటోమేటిక్,தானியங்கி
స్వయంచాలక నియంత్రణ,தானியங்கி கட்டுப்பாடு
ఆటోమేటిక్ డిటెక్షన్,தானியங்கி கண்டறிதல்
స్వయంచాలక పరికరాలు,தானியங்கி உபகரணங்கள்
ఆటోమేటిక్ ఫ్రీక్వెన్సీ కంట్రోల్,தானியங்கி அதிர்வெண் கட்டுப்பாடு
ఆటోమేటిక్ లిమిటర్,தானியங்கி வரம்பு
ఆటోమేటిక్ మెషిన్,தானியங்கி இயந்திரம்
ఆటోమేటిక్ ఫేసే నియంత్రణ,தானியங்கி கட்டக் கட்டுப்பாடு
ఆటోమేటిక్ పిక్చర్ ట్రాన్స్మిషన్,தானியங்கி பட பரிமாற்றம்
ఆటోమేటిక్ ప్లేబ్యాక్,தானியங்கி பிளேபேக்
ఆటోమేటిక్ పవర్ కంట్రోల్,தானியங்கி சக்தி கட்டுப்பாடு
ఆటోమేటిక్ ప్రోగ్రామింగ్,தானியங்கி நிரலாக்க
ఆటోమేటిక్ రికార్డింగ్,தானியங்கி பதிவு
ఆటోమేటిక్ రీసెట్,தானியங்கி மீட்டமைப்பு
ఆటోమేటిక్ షట్టర్,தானியங்கி ஷட்டர்
ఆటోమేటిక్ సిస్టమ్,தானியங்கி அமைப்பு
ఆటోమేటిక్ టెలిఫోన్,தானியங்கி தொலைபேசி
స్వయంచాలక ఉష్ణోగ్రత నియంత్రణ,தானியங்கி வெப்பநிலை கட்டுப்பாடு
ఆటోమేటిక్ వోల్టేజ్ రెగ్యులేటర్,தானியங்கி மின்னழுத்த சீராக்கி
ఆటోమేటిక్ వాల్యూమ్ కంప్రెసర్,தானியங்கி தொகுதி அமுக்கி
ఆటోమేటిక్ వాల్యూమ్ కంట్రోల్,தானியங்கி தொகுதி கட்டுப்பாடு
ఆటోమేటిక్ వాల్యూమ్ ఎక్స్‌పాండర్,தானியங்கி தொகுதி விரிவாக்கம்
ఆటోమేషన్,தானியங்கு
ఆటోమేషన్ నియంత్రణ,ஆட்டோமேஷன் கட்டுப்பாடு
ఆటోమేషన్ ఫ్రీక్వెన్సీ కంట్రోలర్,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
సహాయక,துணை
సహాయక ఆడియో బస్సు,துணை ஆடியோ பஸ்
అందుబాటులో ఉన్న శక్తి,கிடைக்கும் சக்தி
హిమపాతం విచ్ఛిన్నం,பனிச்சரிவு முறிவு
సగటు జీవితం,சராசரி வாழ்க்கை
సగటు పీడనం,சராசரி அழுத்தம்
సగటు వేగం,சராசரி வேகம்
స్పిన్ యొక్క అక్షం,சுழல் அச்சு
అజిముత్,அசிமுத்
అజిముత్ కోణం,அஜிமுத் கோணம்
అజిముత్ లోపం,அஜிமுத் பிழை
బ్యాక్ లైట్,பின் ஒளி
బ్యాక్ ప్రొజెక్షన్,பின் திட்டம்
వెనుక వోల్టేజ్ (= రివర్స్ వోల్టేజ్),பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
బ్యాక్‌ఫైర్ (ఆర్క్ బ్యాక్),பின்னணி (வில் மீண்டும்)
నేపథ్య కాంతి,பின்னணி ஒளி
వెనుకవైపు శబ్ధం,பின்னணி இரைச்சல்
నేపథ్య ప్రొజెక్షన్,பின்னணி திட்டம்
బ్యాకప్,காப்புப்பிரதி
అడ్డుపడే,தடுப்பு
బేకింగ్,பேக்கிங்
సమతుల్య ఆడియో,சீரான ஆடியோ
సమతుల్య ఆడియో లైన్,சீரான ஆடியோ வரி
సమతుల్య ప్రసార రేఖ,சீரான பரிமாற்ற வரி
బ్యాలెన్సింగ్,சமநிலைப்படுத்துதல்
బ్యాలస్ట్,நிலைப்படுத்தல்
బ్యాలస్ట్ కారకం,நிலைப்படுத்தும் காரணி
బలున్,பலூன்
బ్యాండ్,பேண்ட்
బ్యాండ్ పాస్ ఫిల్టర్,பேண்ட் பாஸ் வடிகட்டி
బ్యాండ్ సెలెక్టర్,இசைக்குழு தேர்வாளர்
బ్యాండ్ విభజన,பேண்ட் பிரித்தல்
బ్యాండ్ స్టాప్ ఫిల్టర్,பேண்ட் ஸ்டாப் வடிகட்டி
బ్యాండ్ స్విచ్,பேண்ட் சுவிட்ச்
బ్యాండ్ ట్యూనింగ్,பேண்ட் ட்யூனிங்
బ్యాండ్‌విడ్త్,அலைவரிசை
బార్,மதுக்கூடம்
బార్ కోడ్,பார் குறியீடு
బార్ డేటా,பார் தரவு
బేర్ బ్యాండ్,வெற்று இசைக்குழு
బేర్ లాంప్,வெற்று விளக்கு
బార్న్ డోర్,கொட்டகையின் கதவு
బేస్ బ్యాండ్,தள இசைக்குழு
బేస్ బ్యాండ్ సిగ్నల్,அடிப்படை இசைக்குழு சமிக்ஞை
బేస్ బ్యాండ్ వ్యవస్థ,அடிப்படை இசைக்குழு அமைப்பு
బేస్ బ్రౌజర్,அடிப்படை உலாவி
బేస్ కలెక్టర్ జంక్షన్,அடிப்படை சேகரிப்பான் சந்தி
బేస్ ఇన్సులేటర్,அடிப்படை இன்சுலேட்டர்
బాస్,பாஸ்
బాస్ పరిహారం,பாஸ் இழப்பீடு
బాస్ లౌడ్‌స్పీకర్ (వూఫర్),பாஸ் ஒலிபெருக்கி (வூஃபர்)
బ్యాచ్ స్కానింగ్,தொகுதி ஸ்கேனிங்
బ్యాటరీ ఛార్జింగ్,பேட்டரி சார்ஜிங்
బీమ్,உத்திரம்
బీట్,அடி
బీట్ ఫ్రీక్వెన్సీ ఓసిలేటర్,அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்
బెల్,பெல்
బయాస్,சார்பு
బయాస్ సర్క్యూట్,சார்பு சுற்று
బయాస్ ఫ్రీక్వెన్సీ,சார்பு அதிர்வெண்
బయాస్ వోల్టేజ్,சார்பு மின்னழுத்தம்
ఫార్వర్డ్ దిశలో పక్షపాతం,முன்னோக்கி திசையில் பக்கச்சார்பானது
ద్వి-దిశాత్మక మైక్రోఫోన్,இரு திசை மைக்ரோஃபோன்
బిల్‌బోర్డ్,விளம்பர பலகை
బిల్‌బోర్డ్ అప్లికేషన్,விளம்பர பலகை விண்ணப்பம்
ద్వి-మెటాలిక్ మూలకం,இரு-உலோக உறுப்பு
బైనరీ,இரும
బైనరీ కోడెడ్ దశాంశం,பைனரி குறியீட்டு தசம
బైనరీ అంకెలు,ஈராண்டின் இலக்கியம் (பிட்)
బైనరీ సంఖ్య,இரும எண்
బైనరల్ హియరింగ్,பைனரல் விசாரணை
బైనాక్యులర్,தொலைநோக்கி
బయోమెట్రిక్,பயோமெட்ரிக்
బైపోలార్ ట్రాన్సిస్టర్,இருமுனை டிரான்சிஸ்டர்
బిట్ కేటాయింపు,பிட் ஒதுக்கீடு
బిట్ రేటు,பிட் வீதம்
బ్లాక్ & వైట్ టీవీ,கருப்பு & வெள்ளை டிவி
ఖాళీ,வெற்று
ఖాళీ విరామం,வெற்று இடைவெளி
బ్లాంకింగ్ స్థాయి,வெற்று நிலை
బ్లీడర్ రెసిస్టెన్స్,ரத்தான் எதிர்ப்பு
బ్లింపెడ్ కెమెరా,பிளம்பட் கேமரா
బ్లైండింగ్ గ్లేర్,கண்மூடித்தனமான கண்ணை கூசும்
బ్లింక్,கண் சிமிட்டுங்கள்
బ్లింకింగ్,ஒளிரும்
బ్లాక్ కోడ్,தொகுதி குறியீடு
బ్లాక్ రేఖాచిత్రం,தொகுதி வரைபடம்
బ్లాక్ ఇంటర్‌లీవ్,தொகுதி இடைக்கணிப்பு
కెపాసిటర్ నిరోధించడం,மின்தேக்கியைத் தடுக்கும்
ఓసిలేటర్‌ను నిరోధించడం,ஆஸிலேட்டரைத் தடுக்கும்
బ్లూమ్,பூக்கும்
బ్లో లాంప్,விளக்கு ஊது
బ్లో పైప్,குழாய் குழாய்
బ్లోవర్,ஊதுகுழல்
బ్లూటూత్,புளூடூத்
