Odiya,Malayalam
ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.),ഇതര കറന്റ് (A.C.)
ବିକଳ୍ପ,ഒന്നിടവിട്ടമ്മ
Atternator,പകര്പ്പ്
ଉଚ୍ଚତା,ഉയരം
ଆପୋଜି ର ଉଚ୍ଚତା |,അപ്പോഗിയുടെ ഉയരം
PERIGEE ର ଉଚ୍ଚତା |,പെരിജിയുടെ ഉയരം
ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |,അമേച്വർ റേഡിയോ ആശയവിനിമയം
ଅଭିଳାଷୀ |,അന്തരീതം
ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |,അന്തരീക്ഷ മൈക്രോഫോൺ
ପରିବେଶ ସର୍ତ୍ତ,അന്തരീക്ഷ അവസ്ഥ
ପରିବେଶ ଆଲୋକ |,ആംബിയന്റ് ലൈറ്റിംഗ്
ଆମ୍ବିକ୍ ଶବ୍ଦ,ആംബിയന്റ് ശബ്ദം
ପରିବେଶ ତାପମାତ୍ରା |,ആംബിയന്റ് താപനില
ଆମେରିକୀୟ ମାନକ କୋଡ୍ |,അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്
ଆମ୍ପେର୍,Ampere
ଆମ୍ପେର୍ ମିଟର |,ആമ്പിയർ മീറ്റർ
ବୃଦ୍ଧି,ആംപ്ലിഫിക്കേഷൻ
Amplfication ଫ୍ୟାକ୍ଟର୍ |,ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ
ଏମ୍ପ୍ଲିଫାୟର୍,ആംപ്ലിഫയർ
ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |,ആംപ്ലിഫയർ നേട്ടം
ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |,ആംപ്ലിഫയർ ശബ്ദം
ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |,ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു
କାଲିଷ୍ଟ୍ରନ୍,Klystron ആംപ്ലിഫൈയിംഗ്
Amplifying ୟୁନିଟ୍ |,ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്
ପ୍ରଶସ୍ତତା,വ്യാശമുള്ള
ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |,വ്യാപ്തി വികസനം
ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |,ആംപ്ലിഡ്യൂഡ് ആസക്തി
ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |,വ്യാപ്തി ഘടകം
ପ୍ରଶସ୍ତତା ସୀମା,ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ
ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |,ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു
ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |,ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ
ଆନାଗଲ୍ (ଆନାଗଲ୍),അനലോഗ് (അനലോഗ്)
ଆନାଗଲ୍ ସର୍କିଟ୍ |,അനലോഗ് സർക്യൂട്ട്
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,അനലോഗ് കമ്പ്യൂട്ടർ
ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |,അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ
ଆନାଗଲ୍ ଉପସ୍ଥାପନା |,അനലോഗ് പ്രാതിനിധ്യം
ଆନାଗଲ୍ ସିଗନାଲ୍ |,അനലോഗ് സിഗ്നൽ
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |,ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്
ଆନାଗଲ୍ ଭିଡିଓ |,അനലോഗ് വീഡിയോ
ଅନୁରୂପ,അനസ്)
ଆନାଲୋଜି,അനലോഗി
ବିଶ୍ଳେଷଣ |,വിശകലനം
ତଥ୍ୟର ବିଶ୍ଳେଷଣ |,ഡാറ്റയുടെ വിശകലനം
ଆନାଲିଟିକାଲ୍ ଘନତା |,അനലിറ്റിക്കൽ സാന്ദ്രത
ବିଶ୍ଳେଷଣ କର |,വിശകലനം ചെയ്യുക
ଆନିପ୍ରିଣ୍ଟେଜର |,വിശകലന
ଅର୍କିଲିଡିଆ ଉପକରଣ |,അനുബന്ധ ഉപകരണങ്ങൾ
ଏବଂ ଫାଟକ,ഗേറ്റിലും
କଲିମିର କୋଣ |,കൂട്ടിയിടിയുടെ കോണിൽ
ପୋଲାରାଇଜେସନ୍ କୋଣ |,ധ്രുവീകരണത്തിന്റെ കോണിൽ
ଘୂର୍ଣ୍ଣନର କୋଣ |,ഭ്രമണത്തിന്റെ ആംഗിൾ
Agtstom (å),Angstrom (å)
କୋଣାର୍କ,കോകാരുമായ
କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |,കോണീയ ത്വരണം
କୋଣାର୍କ ସମବେଦନା |,കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ
କୋଣାର୍କ ବିବେକ |,കോണീയ വ്യതിചലനം
କୋଣାର୍କ ବିପରୀତ |,കോണീയ ചിതറിപ്പോയത്
କୋଣାର୍କ ବିସ୍ଥାପନ |,കോണീയ സ്ഥാനചലനം
କୋଣାର୍କ ତ୍ରୁଟି |,കോണീയ പിശക്
କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |,കോണീയ ആവൃത്തി
କୋଣାର୍କ ଗତି |,കോണീയ ആക്കം
କୋଣାର୍କ ଗତି,കോണീയ ചലനം
କୋଣାର୍କ ବେଗ |,കോണീയ പ്രവേഗം
ଆନିମେସନ୍,ജീവസഞ്ചാരണം
Anode,ആനോഡ്
Anodod ବ୍ୟାଟେରୀ |,അനോഡ് ബാറ്ററി
Andod ବ istic ଶିଷ୍ଟ୍ୟ |,ആനോഡ് സ്വഭാവം
ଆନୋଡ ସର୍କିଟ୍ |,അനോഡ് സർക്യൂട്ട്
ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ,ആനോഡ് ഡിസ്പിപ്പ്
ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |,ആനോഡ് കാര്യക്ഷമത
ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |,ആനോഡ് ഇൻപുട്ട് പവർ
ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |,ആനോഡ് പരിഷ്കരണം
ଆଣ୍ଟେନା |,ഏരിയെല്
ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |,ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്
ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |,ആന്റിന ബൂസ്റ്റർ
ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |,ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്
ଆଣ୍ଟେନା କୋଇଲ୍ |,ആന്റിന കോയിൽ
ଆଣ୍ଟେନା ବିନ୍ୟାସ,ആന്റിന കോൺഫിഗറേഷൻ
ଆଣ୍ଟେନା କପଟର୍ |,ആന്റിന കപ്ലർ
ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |,ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ
ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |,ആന്റിന കറന്റ്
ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |,ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം
ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |,ആന്റിന ഡ്യുപ്ലെർസർ
ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |,ആന്റിന ഫലപ്രദമായ പ്രദേശം
ଆଣ୍ଟେନା ଦକ୍ଷତା |,ആന്റിന കാര്യക്ഷമത
ଆଣ୍ଟେନା ଫିଡ୍ |,ആന്റിന ഫീഡ്
ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |,ആന്റിന ഫൂട്ട് പ്രിന്റ്
ଆଣ୍ଟେନା ଲାଭ,ആന്റിന നേട്ടം
ଆଣ୍ଟେନା ଉଚ୍ଚତା |,ആന്റിന ഉയരം
ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |,ആന്റിന ഇംപെഡൻസ്
ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |,ആന്റിന ഇൻഡക്റ്റൻസ്
ଆଣ୍ଟେନା ପାଟର୍ନ |,ആന്റിന പാറ്റേൺ
ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |,ആന്റിന പ്ലെക്സർ
ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |,ആന്റിന പോളൈസേഷൻ
ଆଣ୍ଟେନା ଶକ୍ତି |,ആന്റിന പവർ
ଆଣ୍ଟେନା ପାୱାର ଲାଭ |,ആന്റിന പവർ ലാഭം
ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |,ആന്റിന റേഡിയേഷൻ പ്രതിരോധം
ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |,ആന്റിന റിനോപ്പൻസ്
ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |,ആന്റിന റിഫ്ലക്ടർ
ଆଣ୍ଟେନା ପ୍ରତିରୋଧ,ആന്റിന റെസിസ്റ്റൻസ്
ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |,ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി
ଆଣ୍ଟେନା ବ୍ୟବଧାନ |,ആന്റിന സ്പെയ്സിംഗ്
ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |,ആന്റിന സ്വിച്ചിംഗ് റൂം
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |,ആന്റിന ട്യൂണിംഗ് കോയിൽ
ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |,ആന്റിന ട്യൂണിംഗ് ഹട്ട്
ଆପେଚର,അപ്പേണ്ടർ
ଆପୋଲେଜ୍,അപ്പോജി
ଆପୋଲେ ରକେଟ୍ |,അപ്പോജി റോക്കറ്റ്
ଉପକରଣ,ഉപകരണങ്ങള്
ସ୍ପଷ୍ଟ,കാണാവുന്ന
ଆପଲେଟ୍,ആപ്ലെറ്റ്
ପ୍ରୟୋଗ,അപേക്ഷ
ଆନୁମାନିକ,ഏകദേശമായ
ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |,ജല പരിഹാരം
ଆର୍କ,കമാനം
ସ୍ଥାପତ୍ୟ,വാസ്തുവിദ
ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |,ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം
ଅଭିଲେଖାଗାର,ഗന്ഥരക്ഷാലയം
ଗାଣିତିକ କୋଡିଂ |,അരിത്മെറ്റിക് കോഡിംഗ്
ଅର୍ଗର,യക്ഷി
ଅରତା ପବନ,അർമേച്ചർ വിൻഡിംഗ്
ଆରେ,ശേണി
ଆରେଷ୍ଟ୍ରର୍,അറസ്റ്റർ
ଆର୍ଟଲେସନ୍,കൃതില്
କଳାକୃତି (= କଳାକୃତି),ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്)
ଆରୋହଣ,ആരോഹണം
ଆନୁମାନିକ ଅନୁପାତ,വീക്ഷണാനുപാതം
ଏକତ୍ରିତ |,അസംബ്ലി
ଧାରଣା,ഉറപ്പിച്ചുപറയല്
ଆସାଇନମେଣ୍ଟ,ചുമതല
ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |,അസൈൻമെന്റ് ചാനൽ
ଅସମାନଗତ,അസമമായ
ଅସନ୍ତୁଳିତ,അസിൻക്രണസ്
ବାୟୁମଣ୍ଡଳ,അന്തരീക്ഷം
ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |,അന്തരീക്ഷ നഷ്ടം
ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |,അന്തരീക്ഷ ശബ്ദം
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,അന്തരീക്ഷമർദ്ദം
ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |,അന്തരീക്ഷ പ്രചരണം
ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |,അന്തരീക്ഷ റേഡിയോ-വേവ്
ବାୟୁମଣ୍ଡଳ,അന്തരീക്ഷ
ପରମାଣୁ,പരമാണു
ପରମାଣୁ ଗଠନ,ആറ്റോമിക ഘടന
ସଂଲଗ୍ନ,ബന്ധം
ସାଧନ,അറ്റൻവറൻസ്
ଆଟେନେସନ୍ କ୍ଷତି |,അറ്റൻവേേഷൻ നഷ്ടം
ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |,ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ
ଆଟେଟୋଲେଟର୍ |,അറ്റൻവേറ്റർ
ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |,അറ്റൻവേറ്റർ പാഡ്
ପରିମାପ ସୀମା,സവിശേഷത പരിധി
ମୂଳଦୁଆ,ശ്രമത്തിനും
ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |,കേൾക്കാവുന്ന ആവൃത്തി
ଶ୍ରବଣୀୟ ସ୍ୱର,കേൾക്കാവുന്ന ടോൺ
ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |,കേൾക്കാവുന്ന-സ്പെക്ട്രം
ଦର୍ଶକ |,സദസര്
ଅଡିଓ,ഓഡിയോ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ഓഡിയോ ആംപ്ലിഫയർ
ଅଡିଓ ଆନାଲିଜର |,ഓഡിയോ അനലൈസർ
ଅଡିଓ ପ୍ରସାରଣକାରୀ |,ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്
ଅଡିଓ କେବୁଲ୍ |,ഓഡിയോ കേബിൾ
ଅଡିଓ ଶୃଙ୍ଖଳା,ഓഡിയോ ചെയിൻ
ଅଡିଓ କୋଡେକ,ഓഡിയോ കോഡെക്
ଅଡିଓ ସଙ୍କୋଚନ |,ഓഡിയോ കംപ്രഷൻ
ଅଡିଓ ସଙ୍କୋଚନ |,ഓഡിയോ കംപ്രസ്സർ
ଅଡିଓ କୋନସୋଲ |,ഓഡിയോ കൺസോൾ
ଅଡିଓ ବିକୃତ |,ഓഡിയോ വക്രീകരണം
ଅଡିଓ ଗତିଶୀଳ ପରିସର |,ഓഡിയോ ഡൈനാമിക് ശ്രേണി
ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |,ഓഡിയോ ഫയൽ ഫോർമാറ്റ്
ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |,ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |,ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |,ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം
ଅଡିଓ ସୀମା,ഓഡിയോ പരിധി
ଅଡିଓ ରେଖା |,ഓഡിയോ ലൈൻ
ଅଡିଓ ମିକ୍ସର୍ |,ഓഡിയോ മിക്സർ
ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |,ഓഡിയോ മോഡുലേഷൻ
ଅଡିଓ ଓସକ୍ଲଟର |,ഓഡിയോ ഓസ്സിലേറ്റർ
ଅଡିଓ ଆଉଟପୁଟ୍,ഓഡിയോ output ട്ട്പുട്ട്
ଅଡିଓ ଶକ୍ତି |,ഓഡിയോ പവർ
