Hindi,Odiya
आसन्न शीर्ष,ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |
सहबद्‌ध करना,ସହଯୋଗ କରିବାକୁ
"संलग्न संलग्नीत,",ସଂଲଗ୍ନ ଏନକ୍ଲୋଜର
सहखंडज सारणिक,ସାଧାରଣ ନିର୍ଣ୍ଣୟକାରୀ |
संलग्न अवकल समीकरण,ସଂଲଗ୍ନ ଡିଫେରିଏଲ୍ ସମୀକରଣ |
संलग्न समीकरण,ସଂଲଗ୍ନ ସମୀକରଣ
सहखंडज आव्यूह,କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
आव्यूह सहखंडज,ମ୍ୟାଟ୍ରିକ୍ସ କୋଭାରିଆନ୍ସ |
सहखंडज आव्यूह,କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ग्राह्य निर्णय फलन,ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ
ग्राह्य परिकल्पना,ଗ୍ରହଣୀୟ ଅନୁମାନ
वायुगतिक बल,ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |
वायु गतिकी,ଏରୋଡାଇନାମିକ୍ସ |
सजातीय ज्यामिति,ଏକମାତ୍ର ଜ୍ୟାମିତି |
सजातीय प्रतिचित्रण,ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |
सजातीय रूपांतरण,ଏକମାତ୍ର ପରିବର୍ତ୍ତନ
समुच्चयी चर,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
" बीजगणित, ऐलजेब्रा , बीजावली , बीजक्रिया","ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା"
"बीजतः संवृत, बीजतः","ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |"
बीजीय समीकरण,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
बीजीय व्यंजक,ବୀଜ ବର୍ଣ୍ଣନା
बीजीय समघात,ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |
बीजीय फलन,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
बीजीय ज्यामिति,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
बीजीय बहुकता,ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |
बीजीय निकाय,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
सर्व-पूर्णांक समस्या,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
"नियतन समस्या वाटपप्रश्न,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ
अक्षरात्मक संकेत पद्‌धति,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
अक्षरात्मक संप्रतीक,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
एकांतर कोण,ବିକଳ୍ପ କୋଣ
"एकांतर समघात प्रत्यावर्ती रूप,",ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ
एकांतर समूह,ବିକଳ୍ପ ଗୋଷ୍ଠୀ |
एकांतर आव्यूह,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
एकांतर श्रेणी,ବିକଳ୍ପ କ୍ରମ |
वैकल्पिक परिकल्पना,ବିକଳ୍ପ ଅନୁମାନ
वैकल्पिक इष्टमत,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
वैकल्पिक परिणाम,ବିକଳ୍ପ ଫଳାଫଳ |
अनुरूप-अंकीय परिवर्तक,analog-digit କନଭର୍ଟର |
"अनुरूप कम्प्यूटर,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
विश्लेषण,ବିଶ୍ଳେଷଣ |
सहप्रसरण-विश्लेषण,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
गणन-आंकड़ों का विश्लेषण,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
प्रसरण-विश्लेषण,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
विश्लेषिक ज्यामिति,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
विश्लेषिक फलन,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
कोण,କୋଣ
स्पर्श-कोण,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
विक्षेप-कोण,ବିଘ୍ନ କୋଣ |
अवनमन-कोण,ଉଦାସୀନତା କୋଣ
विचलन-कोण,ବିଘ୍ନ କୋଣ |
विवर्तन-कोण,ବିଭାଜନ କୋଣ |
उन्नयन-कोण,ଉଚ୍ଚତା କୋଣ
आपतन-कोण,ଘଟଣାର କୋଣ
प्रक्षेप-कोण,ପ୍ରୋଜେକ୍ଟର କୋଣ
परावर्तन-कोण,ପ୍ରତିଫଳନ କୋଣ
अपवर्तन-कोण,ପ୍ରତିଫଳନ କୋଣ
घूर्णन-कोण,ଘୂର୍ଣ୍ଣନ କୋଣ
पूर्ण परावर्तन-कोण,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
कोणीय त्वरण,କୋଣାର୍କ ତ୍ୱରଣ |
कोणीय गति,କୋଣାର୍କ ବେଗ |
कोणीय चाल,କୋଣାର୍କ ଗତି
कोणीय वेग,କୋଣାର୍କ ବେଗ |
वलयिका,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
उत्तर,ଉତ୍ତର
प्रति-अवकलज,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
प्रतिसममित फलन,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"आच्छाद्य , अनु प्रयोज्य, लागू","ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
"अनुप्रयोग उपयोजन,",ଆବେଦନ ପ୍ରୟୋଗ
अनुप्रयुक्त गतिशील प्रोग्रामन,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
अनुप्रयुक्त ज्यामिति,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
अनुप्रयुक्त गणित,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
अनुप्रयुक्त सांख्यिकी,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"सन्निकटतः, लगभग","ପ୍ରାୟ, ପ୍ରାୟ"
सन्निकटतः संतत फलन,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"स्थूल विधि, सन्निकट विधि","ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
सन्निकट हल,ଆନୁମାନିକ ସମାଧାନ
सन्निकटन-समस्या,ଆନୁମାନିକ ସମସ୍ୟା
सन्निकटन-गुणधर्म,ଆନୁମାନିକ ସମ୍ପତ୍ତି
अभिक्षमता-परीक्षावली,ଦକ୍ଷତା ପରୀକ୍ଷା
आरगाँ आरेख,ଆର୍ଗନ୍ ଚିତ୍ର
स्वेच्छगहीतृ,ସ୍ବେଚ୍ଛାକୃତ
"स्वेच्छ, यादृच्छिक","ଅନିୟମିତ, ଅନିୟମିତ |"
स्वेच्छ अचर,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
स्वेच्छ अवयव,ମାଗଣା ଉପାଦାନ |
स्वेच्छ बिन्दु,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
आर्किमीडी नियम,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
आर्किमीडीज़ का नियम,ଆର୍କିମିଡିସ୍ ନିୟମ |
"चाप-दैर्घ्य, चाप-लम्बाई","ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
वत्तृ चाप,ବୃତ୍ତାକାର
प्रतिलोम ज्या बंटन,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
प्रतिलोम ज्या रूपांतरण,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
" क्षेत्र , क्षेत्रफल","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
क्षेत्रीय विन्यास,ଆ regional ୍ଚଳିକ ସଂରଚନା
सम्मिश्र संख्या का कोणांक,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
समांतर माध्य,ଗାଣିତିକ ଅର୍ଥ |
अंकीय संक्रिया,ଡିଜିଟାଲ୍ ଅପରେସନ୍
अंकीय एकक,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
"विन्यास, व्यवस्था","ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
"व्यूह , सरणी","ଆରେ, ଆରେ"
कृत्रिम उपग्रह,କୃତ୍ରିମ ଉପଗ୍ରହ |
कृत्रिम चर,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
आरोहण करना,ଚ imb ିବାକୁ
आरोही,ଆରୋହଣ
परिमाण का आरोही क्रम,ତୀବ୍ରତାର କ୍ରମ
आरोही श्रेणी,ଆରୋହଣ ଗ୍ରେଡ୍
कोडांतरक भाषा,ଏକତ୍ରକାରୀ ଭାଷା |
"नियतन समस्या नियतन प्रश्न,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
साहचर्य नियम,ସହଯୋଗୀ ନିୟମ |
संकारकों का साहचर्य नियम,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
साहचर्य-संक्रिया,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
सहचारिता,ସାଥୀତା
कल्पित माध्य,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
कल्पित प्रायिकता बंटन,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
" कल्पना , गृहीत,","କଳ୍ପିତ, ସ୍ୱୀକାର"
ज्योतिष,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
खगोलज्ञ*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
खगोलीय घड़ी,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
खगोलिकी,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
असममित वक्र,ଅସୀମିତ ବକ୍ର
असममिति,ଅସୀମତା |
अनंतस्पर्शी,ଅସ୍ମିପଟୋଟିକ୍ |
उपगामी,ବୃଦ୍ଧି
उपगामी दक्ष आकलक,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
उपगामी अनभिनत आकलक,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
उपगामी आचरण,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
उपगामी बंटन-फलन,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
उपगामी प्रसार,ଉପର ବିସ୍ତାର
वायु मंडलीय दाब,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"यदृच्छया,",ଅନିୟମିତ ଭାବରେ
गुण*,ସମ୍ପତ୍ତି *
गुण-प्रतिचयन-क्रियाविधि,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
संवर्धित आव्यूह,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
स्वसहसंबंध गुणांक,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
स्वसहसंबंध फलन,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
स्वसहप्रसरण,କୋଭାରିଆନ୍ସ |
स्वचालित अभिकलित्र,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
स्वसमाश्रयण,ଆତ୍ମସମ୍ମାନ
सहायक समीकरण,ସହାୟକ ସମୀକରଣ
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
" स्वयंसिद्‌ध , अभिगृहीत","axiom, axiom"
अभिगहीती दृष्टिकोण,axiom ପଦ୍ଧତି |
प्रायिकता अभिगृहीत,ସମ୍ଭାବ୍ୟତା axiom |
अक्ष,ଅକ୍ଷ
भुजाक्ष,ଭୁଜାକ୍
भू-अक्ष,ପୃଥିବୀ ଅକ୍ଷ
परिक्रमण-अक्ष,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
घूर्णन अक्ष,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
प्रचक्रण-अक्ष,ସ୍ପିନ୍ ଅକ୍ଷ
पश्च-प्रतिस्थापन,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
पश्चांतर,ପରେ
पश्च अंतर्वेशन-सूत्र,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
संतुलित अभिकल्पना,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
तुलन-पत्र,ତୂଳନା ପତ୍ର
प्रक्षेपास्त्र,କ୍ଷେପଣାସ୍ତ୍ର
"प्राक्षेपिकी, अस्त्र विज्ञान","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार","ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
"आधार , क्षारक , अधम , मूल , बेस","ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
आधार कोण,ମୂଳ କୋଣ
"लघुगणक का आधार, लॉगरिथ्म का आधार","ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
"आधारी, मूल,","ମ basic ଳିକ, ମ basic ଳିକ"
आधारी सुसंगत हल,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
आधारी हल,ମୂଳ ସମାଧାନ |
आधारी चर,ବେସ୍ ଭେରିଏବଲ୍ |
आधारक,ଆଧାର
आधार अवयव,ମୂଳ ଉପାଦାନ |
आधारी आव्यूह,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
सदिश समष्टि का आधार,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
उपसमष्टि का आधार,ଜନସଂଖ୍ୟା ଆଧାର |
बेज़-आकल,ଅସାଧୁ
बेज़-नियम,bez-rule
बेज़-प्रमेय,ବେଜ୍-ଥିଓରେମ୍ |
बर्नूली-बंटन,bernoulli- ବଣ୍ଟନ |
बर्नूली संख्या,ବର୍ନୁଲି ସଂଖ୍ୟା |
बर्नूली प्रायिकता-फलन,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
बर्नूली-समीकरण,ବର୍ନୁଲି-ସମୀକରଣ |
बेरी फलन,ବେରୀ କାର୍ଯ୍ୟ
श्रेष्ठतम आसंजन,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
श्रेष्ठतम आसंजन रेखा,ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |
सर्वोत्तम हल,ସର୍ବୋତ୍ତମ ସମାଧାନ |
सर्वोत्तम युक्तियाँ,ସର୍ବୋତ୍ତମ ଟିପ୍ସ |
बीटा बंटन,ବିଟା ବଣ୍ଟନ |
"अभिनति, बायस","ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
अभिनत आकल,ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |
द्विप्रसंवादी समीकरण,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
एकैकी आच्छादन,ଏକକ କଭର |
एकैकी आच्छादी प्रतिचित्र,ଏକକ କଭର ମାନଚିତ୍ର
एकैकी आच्छादी प्रतिचित्रण,ଏକକ କଭର ମ୍ୟାପିଂ |
द्विएकघाती समघात,ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |
द्विरैखिक फलन,ବିଲିନାର୍ ଫଙ୍କସନ୍
द्विरैखिक हर्मिटीय समघात,bilinear hermitian homogeneity |
"द्वि-चर, द्वि-आधारी, द्वयी","ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |"
"द्वि-आधारी कोड, द्विआधारी कूट","ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |"
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव","ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |"
द्वि-आधारी कूटलेखन,ବାଇନାରୀ ଏନକୋଡିଂ |
द्वि-आधारी अभिकलित्र,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
द्वि-आधारी अंक,ବାଇନାରୀ ସଂଖ୍ୟା
द्विआधारी संक्रिया,ବାଇନାରୀ ଅପରେସନ୍ |
द्विआधारी पद्‌धति,ବାଇନାରୀ ପଦ୍ଧତି |
द्विआधारी चर,ବାଇନାରୀ ଭେରିଏବଲ୍ |
द्विपद गुणांक,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
द्विपद बंटन,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
द्विपद समीकरण,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
द्विपद प्रसरण,ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |
द्विपद व्यंजक,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
द्विपद यादृच्छिक चर,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
द्विपद-प्रमेय,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
"अर्धन, द्विभाजन","ଅଧା, ବିଫୁର୍କେସନ୍ |"
"समद्विभाजन विधि, अर्धीकरण विधि","ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |"
"अर्धक, द्विभाजक",ଅଧା ବିସେକ୍ଟର |
"द्विपंक्तिक, द्विश्रेणिक",ଦ୍ୱିପାକ୍ଷିକ |
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक","ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |"
द्विचर द्विपद-बंटन द्विचल,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |
द्विचर सहसंबंध गुणांक,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
द्विचर बंटन,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
द्विचर प्रसामान्य-बंटन,ସାଧାରଣ ବଣ୍ଟନ
द्विसदिश,ବିଭେକ୍ଟର୍ |
बोल्ट्मान समीकरण,ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |
बूलीय बीजावली*,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *
बोस-आइन्स्टाइन सांख्यिकी,ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
परिसीमा प्रतिबन्ध,ସୀମିତତା ପ୍ରତିବନ୍ଧକ |
परिसीमा स्तर,ସୀମା ସ୍ତର |
परिसीमा रेखा,ସୀମା ରେଖା |
परिसीमा मान,ସୀମା ମୂଲ୍ୟ
परिसीमा मान समस्या,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
"परिबद्‌ध फलन परिबद्‌ध फल,",ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,","ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ଟେବୁଲ୍"
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ
"परिबद्‌ध समच्चय परिबद्‌ध संच,",ସୀମାବଦ୍ଧ ସେଟ୍ ସୀମାବଦ୍ଧ ସେଟ୍
ब्राउनी गति,ବ୍ରାଉନି ଗତି |
परिकलन करना,ଗଣନା କରିବାକୁ
परिकलन,ଗଣନା
"परिकलन-यंत्र, परिकलित्र","କାଲକୁଲେଟର, କାଲକୁଲେଟର"
परिकलन*,ଗଣନା *
परिकलनात्मक क्रिया विधि,ଗଣନା କାର୍ଯ୍ୟ ପଦ୍ଧତି |
" परिकलित्र , परिकलक","କାଲକୁଲେଟର, କାଲକୁଲେଟର"
"कलन, कैलकुलस","କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍"
विचरण-कलन,ଭିନ୍ନତା ଗଣନା
कैलोरी,କ୍ୟାଲୋରୀ
निरसन नियम,ପ୍ରତ୍ୟାହାର ନିୟମ |
विहित समीकरण,କାନୋନିକାଲ୍ ସମୀକରଣ |
विहित रूप,କାନୋନିକାଲ୍ ଫର୍ମ |
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स","କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, କେ କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
कैन्टर समुच्चय,କ୍ୟାଣ୍ଟର ସେଟ୍ |
कैन्टर त्रिआधारी समुच्चय,କ୍ୟାଣ୍ଟର ତ୍ରିକୋଣୀୟ ସେଟ୍ |
परिबंधित परिवहन समस्या,ବାଧାପ୍ରାପ୍ତ ପରିବହନ ସମସ୍ୟା |
क्षमता,ଦକ୍ଷତା
केशिका-बल,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
"गणन संख्या, कार्डिनल संख्या","ଗଣନା ସଂଖ୍ୟା, କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା |"
कार्तीय अक्ष,କାର୍ଟେସିଆନ୍ ଅକ୍ଷ |
कार्तीय निर्देशांक,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
कार्तीय गुणन,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
समुच्चयों का कार्तीय गुणन,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଗୁଣନ |
"केस अध्ययन, वस्तुस्थिति अध्ययन","କେସ୍ ଷ୍ଟଡି, କେସ୍ ଷ୍ଟଡି |"
विपत्तिपूर्ण उच्चावचन,ବିପର୍ଯ୍ୟସ୍ତ ବକ୍ତବ୍ୟ |
कैटिनरी,କ୍ୟାଟିନାରୀ
कौशी बंटन,କାଚି ବଣ୍ଟନ |
