Odiya,Tamil
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,ஆயுதச் சட்டம்
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,அசிஸ் ஆஃப் டேரின் பிரசன்ட்மென்ட்
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,மோர்ட் &#39;டி&#39; மூதாதையரின் அசிஸ்
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,நாவல் Disseisin Assize
ଅତ୍ୟାଚାର,கொடுமை
ଆକ୍ରମଣ,தாக்குதல்
ଆୟୁଲିକ୍ ପରିଷଦ |,ஆலிக் கவுன்சில்
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),கோடரியின் கோடாரி (=கெடெஸ் கோடாரி)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),அச்சு (=ரோம்-பெர்லின்-டோக்கியோ அச்சு)
ବାବିଲ,பாபிலோன்
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),பாபிலோனிய சிறைப்பிடிப்பு (=பாபிலோனிய சிறைப்பிடிப்பு)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,பச்சனல் பக்தர்
ବ୍ୟାଚାନାଲିଆ |,பச்சனாலியா
ଅବିବାହିତ,இளங்கலை
ବାଗଦାଦ ଚୁକ୍ତି |,பாக்தாத் ஒப்பந்தம்
ବାଲକାନ୍ ଲିଗ୍ |,பால்கன் லீக்
ବାଲକାନ୍ ଚୁକ୍ତି |,பால்கன் ஒப்பந்தம்
ବାଲକାନ ଯୁଦ୍ଧ |,பால்கன் போர்கள்
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,பால்டிக் ஒப்பந்தம்
ବୃନ୍ଦାବନ,கொள்ளைக்காரன்
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,பாண்டுங் மாநாடு
ବହିଷ୍କାର |,நாடுகடத்தல்
ବ୍ୟାନର |,பதாகை
ବର୍ବର,காட்டுமிராண்டித்தனம்
ବାର୍ବିକାନ୍ |,பார்பிகன்
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,பர்தோலி சத்தியாகிரகம்
ବାର୍ ବର୍ନର୍ସ |,பார்ன் பர்னர்ஸ்
ବରୁଣ |,பரோன்
ବରୁଣ,பாரோனேஜ்
ବାରୋନସ୍ ମେଜୋରସ୍ |,பரோன்ஸ் மேஜர்கள்
ବାରୋନସ୍ ମାଇନୋରସ୍ |,பரோன்ஸ் மைனர்கள்
ବରୁଣେସ୍ |,பரோனஸ்
ବରୁଣେଟ୍ |,பரோனெட்
ବରୁଣେଟେଜ୍ |,பரோனேடேஜ்
ବରୁଣେଟେଜ୍ |,பரோனேடேஜ்
ବାରୋନେଟସି |,பேரோனெட்டி
ବାରୋନି |,பேரோனி
ବାରାକୁନ୍ |,பாராகூன்
ବାରାକୁନ୍ |,பாராகூன்
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),தடுப்பு (=பேரிகாடோ)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),தடுப்பு (=பேரிகாடோ)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),தடுப்பு (=பேரிகாடோ)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,அடிப்படை முகாம்
ବେସିଲିକା |,பேராலயம்
ବେସିଲିକା |,பேராலயம்
ବସ୍ତିଲା |,பஸ்திலா
ବସ୍ତିଲ୍ |,பாஸ்டில்
ବସ୍ତିଲ୍ |,பாஸ்டில்
ବ୍ୟାଟେରୀ,மின்கலம்
ଯୁଦ୍ଧ,போர்
ବଟଲ୍-ଆରେ |,போர்-வரிசை
ଯୁଦ୍ଧ କାନ୍ଦ |,யுத்த அழுகுரல்
ଯୁଦ୍ଧ ଡିନ |,போர் டின்
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,போர்க்களம்
ଯୁଦ୍ଧ ଭଜନ,போர் பாடல்
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,ஸ்பர்ஸ் போர்
ମାନାଙ୍କ ଯୁଦ୍ଧ |,ஸ்டாண்டர்ட் போர்
ଯୁଦ୍ଧ ଜାହାଜ |,போர்க்கப்பல்
ଯୁଦ୍ଧ-ଶକ୍ତି |,போர்க்கப்பல்-வலிமை
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,பேயுக்ஸ் சீலை
ବିକନ୍ |,கலங்கரை விளக்கம்
ବିକନ୍ ଟାୱାର୍ |,கலங்கரை விளக்கம் கோபுரம்
ବିଭର୍ |,பீவர்
ବିଭର୍ |,பீவர்
ସମୁଦ୍ରର ଭିକାରୀ |,கடலின் பிச்சைக்காரர்கள்
ବେଲିକୋଜ୍ |,பெல்லிகோஸ்
ବେଲିକୋଜ୍ |,பெல்லிகோஸ்
ବେଲିକୋଜ୍ |,பெல்லிகோஸ்
ବେଲିକୋସିଟି |,பெல்கோசிட்டி
ବେଲୋନା |,பெல்லோனா
ଉପକାର,நன்மை
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,குருமார்களின் பலன்
ବେନେଲକ୍ସ |,பெனலக்ஸ்
ବର୍ଲିନ୍ ଆଦେଶ |,பெர்லின் ஆணை
ବର୍ସରକର |,பெர்சர்கர்
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),பெசன்ட் (=பெசண்ட்)
ବ Bethel ଥେଲ୍ |,பெத்தேல்
Bibliolater,நூலாசிரியர்
ଗ୍ରନ୍ଥସମୂହ,புத்தக வழிபாடு
ବିଗ୍ ବର୍ଥା |,பெரிய பெர்தா
ବିଗଟ୍ |,மதவெறி
ବିଲିଂ,பில்லெட்டிங்
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,பில்
ଅଧିକାର ବିଲ୍ |,உரிமைகள் மசோதா
ଜୀବନୀ,வாழ்க்கை வரலாற்றாசிரியர்
ଜନ୍ମ କାହାଣୀ |,பிறப்பு கதைகள்
ବିଭିଆକ୍ |,Bivouac
ବିଭିଆକ୍ |,Bivouac
ବିଭିଆକ୍ |,Bivouac
ବିଜୋନିଆ |,பிசோனியா
କଳା ପକ୍ଷୀ,கருப்பு பறவைகள்
କଳା ପତାକା,கருப்பு கொடி
ବ୍ଲାକ୍ ହୋଲ୍ |,கருந்துளை
ବ୍ଲାକ୍ ହୋଲ୍ |,கருந்துளை
କଳା ଗୋଡ (= ସ୍କାବ),கருப்பு கால் (=சிரங்கு)
କଳା ସାର୍ଟ |,கருப்பு சட்டை
ବ୍ଲାଜନ୍,பிளேசன்
ବ୍ଲାଜନ୍,பிளேசன்
ବ୍ଲାଜୋନ୍ରି |,பிரகாசம்
ବ୍ଲାଜୋନ୍ରି |,பிரகாசம்
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,பிளிட்ஸ்கிரீக்
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),இரத்தமில்லாத புரட்சி (=புகழ்பெற்ற புரட்சி)
ରକ୍ତଚାପ,இரத்தம் கொண்டவர்
ରକ୍ତାକ୍ତ ମରିୟମ |,ப்ளடி மேரி
ନୀଳ,நீலம்
ନୀଳ ରକ୍ତ,நீல இரத்தம்
ନୀଳ ପୁସ୍ତକ |,நீல புத்தகம்
ନୀଳ ରିବନ୍ |,நீல தலைப்பட்டை
ନୀଳ ରିବନ୍ |,நீல தலைப்பட்டை
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),ப்ளூஸ் (=ராயல் குதிரை காவலர்கள்)
ନୀଳ ସାର୍ଟ |,நீல நிற சட்டை
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,நீல நீர் பள்ளி
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,கட்டுப்பாட்டு வாரியம்
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,உடல் கவசம்
ବୋଇର୍,போயர்
ବୁଟି,கொள்ளை
ବୋରୱୋ |,பெருநகரம்
ବୁଲୁଟେରିଅନ୍ |,பவுல்யூடெரியன்
ବୋର୍ବନ୍ |,போர்பன்
ବକ୍ସର ବିଦ୍ରୋହ |,குத்துச்சண்டை வீரர் கிளர்ச்சி
ବନ୍ଧନୀ,பிரேஸ்
ପିତ୍ତଳ |,பிராசர்ட்
ପିତ୍ତଳ |,பிராசர்ட்
ରୁଟି କଲୋନୀ |,ரொட்டி காலனிகள்
ସ୍ତନ ପ୍ଲେଟ୍ |,மார்பக தட்டு
ସ୍ତନ କାମ,மார்பக வேலை
ବ୍ରେଟୱାଲଡା |,ப்ரெட்வால்டா
ବ୍ରିଗାଣ୍ଡ୍ |,பிரிகாண்ட்
ବ୍ରିଗେଣ୍ଡେଜ୍,பிரிகாண்டேஜ்
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,பிரிட்டிஷ் காமன்வெல்த் நாடுகள்
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),பிரவுன் ஷர்ட்ஸ் (=நாஜிக்கள்)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),பிரஸ்ஸல்ஸ் உடன்படிக்கை (ஒப்பந்தம்) அமைப்பு (=மேற்கு ஐரோப்பிய ஒன்றியம்)
ବଫ୍ |,பஃப்
ବଫ୍ |,பஃப்
ବଫ୍-କୋଟ୍ |,பஃப்-கோட்
ବଫସ୍ |,பஃப்ஸ்
ବୁଲେ (= ପରିଷଦ),புலே (=சபை)
ବନ୍ଧକ,பர்கேஜ்
ବରଗଡ |,பர்கெஸ்
ବାଇଜାଣ୍ଟାଇନ,பைசண்டைன்
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,பைசண்டைன் தேவாலயம்
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,பைசண்டைன் பேரரசு
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,பைசண்டைன் சகாப்தம்
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,பைசண்டைன் வரலாற்றாசிரியர்கள்
କ୍ୟାବଲ୍ |,கபால்
କେଜରିଜିମ୍ |,சீசரிசம்
ଖଲିଫ୍ |,கலீஃபா
କଲିଗ୍ରାଫର୍ |,எழுத்தாளன்
କଲିଗ୍ରାଫିଷ୍ଟ |,கையெழுத்து எழுதுபவர்
କାଲିଗ୍ରାଫି |,எழுத்துக்கலை
କାଲ୍ଟ୍ରପ୍ |,கால்ட்ராப்
କାମାଡେରି |,தோழமை
କାମାରିଲା |,கேமரிலா
କାମାରିଲା |,கேமரிலா
କାମେଲାକମ୍ |,கேமலாகம்
କାମୁଫ୍ଲେଜ୍ |,உருமறைப்பு
ଅଭିଯାନ |,பிரச்சாரம்
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,முகாம் பின்பற்றுபவர்
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,காம்போ சாண்டோ
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,மார்டியஸ் வளாகம்
କାନେଫୋରା |,கேனபோரா
କଙ୍ଗୁ,கங்கு
କାନନେଡ୍ |,பீரங்கி
ତୋପ ଖାଇବା |,பீரங்கி தீவனம்
କାନନ୍ |,நியதி
କାନନ୍ ନିୟମ |,நியதி சட்டம்
କାନୋପସ୍ ଆଦେଶ |,கனோபஸ் ஆணை
ବାହୁବଳୀ,ஆயுதங்களை ஏந்துதல்
ବନ୍ଦୀ,கைதி
କ୍ୟାପ୍ଟର,பிடிப்பவன்
କାର୍ଡିନାଲ୍ |,கார்டினல்
କାର୍ଲ |,கார்ல்
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,கரோலிங்கியன் வம்சம்
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,கார்த்தூசியன் பிரிவு
କାର୍ଟୋସା |,கார்டோசா
କାଷ୍ଟେଲିଆନ୍ |,காஸ்ட்லியன்
କାଷ୍ଟେଲିଆନ୍ |,காஸ்ட்லியன்
ଜାତି ପ୍ରଣାଳୀ |,சாதி அமைப்பு
ଦୁର୍ଗ,கோட்டை
ଦୁର୍ଗ,கோட்டை
ଦୁର୍ଗ ସହର,கோட்டை நகரம்
କାଷ୍ଟ୍ରା |,காஸ்ட்ரா
କାଷ୍ଟ୍ରା |,காஸ்ட்ரா
କ୍ୟାଥେଡ୍ରା |,கதீட்ரா
କ୍ୟାଥେଡ୍ରାଲ୍ |,கதீட்ரல்
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,கேட்டோ ஸ்ட்ரீட் சதி
କାଉଡିଲୋ |,காடிலோ
କାଭାଲିଅର୍ |,காவலர்
କାଭାଲିଅର୍ |,காவலர்
କାଭାଲିଅର୍ ସଂସଦ |,கவாலியர் பாராளுமன்றம்
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,அதுலாம் குகை
ଗୁମ୍ଫା ଚିତ୍ର,குகை ஓவியம்
ଗୁମ୍ଫା ଚିତ୍ର,குகை ஓவியம்
Centumvir,சென்டம்விர்
ସେଞ୍ଚୁରିଅନ୍ |,செஞ்சுரியன்
ଶତାବ୍ଦୀ,நூற்றாண்டு
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),சங்கிலி கவசம் (=செயின் மெயில்)
ଚାନ୍ଟ୍ରି |,சாந்த்ரி
ଚାନ୍ଟ୍ରି |,சாந்த்ரி
ଅଧ୍ୟାୟ ପୁସ୍ତକ,அத்தியாய புத்தகம்
ଚାପଲେନ୍ |,சாப்ளின்
ଅଧ୍ୟାୟ,அத்தியாயம்
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,விபத்துகளின் அத்தியாயம்
ଚାର୍ଜ,கட்டணம்
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,பொறுப்பாளர்கள்
ଚାର୍ଜ ବିଭାଜନ |,கட்டணம் பிரித்தல்
ଚାର୍ଜର,சார்ஜர்
ରଥ,தேர்
ରଥ,தேரோட்டி
ରଥ,தேரோட்டி
ରଥ,தேரோட்டி
ଚାରିଟି ରୋଷେଇ ଘର |,தொண்டு சமையலறை
ଚାର୍ଟର୍,சாசனம்
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),சார்டிஸ்ட் இயக்கம் (=சார்டிசம்)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,சார்ட்டோபிலாசியம்
Chateau |,அரட்டை
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,செக் போஸ்ட்
ରାସାୟନିକ ଯୁଦ୍ଧ |,இரசாயனப் போர்
ଚେଷ୍ଟର୍ |,செஸ்டர்
ମୁଖ୍ୟ,முதல்வர்
ମୁଖିଆ,தலைவன்
ମୁଖିଆ,தலைவன்
ମୁଖିଆ,தலைவன்
ଚିଫନ୍ |,சிஃப்பான்
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,வீரம்
ମନୋନୀତ ଲୋକ,தேர்ந்தெடுக்கப்பட்ட மக்கள்
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,கிறிஸ்மோகிராஃபியன்
ଖ୍ରୀଷ୍ଟଧର୍ମ,கிறிஸ்தவமண்டலம்
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,கிறிஸ்தவ சகாப்தம்
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,கிறிஸ்தவ சோசலிசம்
ଇତିହାସ,நாளாகமம்
କ୍ରୋନିକଲର୍,க்ரோனிக்லர்
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,கிரைஸ் செர்சோனீஸ்
ସିମେଲିୟମ୍ |,சிமிலியம்
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,Cinquecento உடை
ସର୍କୁନାଭିଗେସନ୍ |,சுற்றறிக்கை
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,சிஸ்டர்சியன் துறவி
ସୀତା,கோட்டை
ଉଦ୍ଧୃତ,மேற்கோள்
ଉଦ୍ଧୃତ,மேற்கோள்
ନାଗରିକ ଅବମାନନା |,கீழ்ப்படியாமை
ଗୃହଯୁଦ୍ଧ |,உள்நாட்டுப் போர்
ସିଭିସ୍ ରୋମାନସ୍ |,சிவிஸ் ரோமானஸ்
ଶାସ୍ତ୍ରୀୟ ବୟସ |,கிளாசிக்கல் வயது
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),கிளெஃப்ட் (=கிளெஃப்ட்)
ଧର୍ମ ଧର୍ମ,மதகுருத்துவம்
କ୍ଲାରଚ,மதகுரு
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,க்ளூனியாக் இயக்கம்
କୋଟ ବାହୁ,கோட் கவசம்
କୋଟ୍,கோட் ஆஃப் ஆர்ம்ஸ்
କୋଟ୍,கோட் ஆஃப் ஆர்ம்ஸ்
କୋଟ୍,கோட் ஆஃப் ஆர்ம்ஸ்
କୋଟ୍ ମେଲ୍ |,அஞ்சல் கோட்
କୋହର୍ଟ |,கோஹார்ட்
Comitia,கொமிடியா
Comitia Centuriata,கொமிடியா செஞ்சுரியாட்டா
Comitia Curiata,கொமிடியா குரியாட்டா
Comitia Tributa,கமிட்டியா திரிபுட்டா
ସ୍ମରଣୀୟ ଆର୍,நினைவு வளைவு
ସ୍ମରଣୀୟ ମୁଦ୍ରା,நினைவு நாணயம்
ସ୍ମରଣୀୟ ସିଲ୍ |,நினைவு முத்திரை
ସାଧାରଣ କ୍ଷେତ୍ର |,பொதுவான புலம்
କମ୍ୟୁନାର୍ଡ |,கம்யூனார்ட்
କନକର୍ଡେଟ୍ |,கான்கார்டாட்
କନକର୍ଡେଟ୍ |,கான்கார்டாட்
କଣ୍ଡୋଟିଅର୍ |,காண்டோட்டியர்
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,உறுதிப்படுத்தல் கார்டரம்
ଦ୍ୱନ୍ଦ୍ୱ |,மோதல்
ମଣ୍ଡଳୀ,சபை
ରାଜ୍ୟ ଜିତିବା |,மாநிலத்தை வென்றது
ଜୟ,வெற்றியாளர்
କନକ୍ୟୁଷ୍ଟାଡର୍ |,வெற்றியாளர்
କନସିଲିୟମ୍ |,கான்சிலியம்
ସ୍ଥିର,கன்சிஸ்டரி
ଷଡଯନ୍ତ୍ର,சதி
ଷଡଯନ୍ତ୍ର,சதி
କନସୁଲେଟ୍ |,துாதரகம்
କନସୁଲେସନ୍ ବୁକ୍ |,ஆலோசனை புத்தகம்
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,கான்டினென்டல் அமைப்பு
ସମ୍ମିଳନୀ ସଂସଦ |,மாநாடு பாராளுமன்றம்
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),காப்பர்ஹெட்ஸ் (=அமைதி ஜனநாயகவாதிகள்)
