Bengali,English
বিট ত্রুটি,Bit error
বিটকল ত্রুটি,Bit timing error
অন্ধ বাক্স,Black box
ঘনীভূত নাড়ি,Blanking pulses
সচিব,Bleeder
সিক্রেটরি ইনহিবিটার,Bleeder resistor
অন্ধত্ব,Blind speed
সেগমেন্ট ডায়াগ্রাম,Block diagram
ব্লকিং প্রতিবন্ধকতা,Block impedance
খণ্ড স্থানান্তর,Block transfer
পথিমধ্যে রোধ করা,Blocking
প্রতিরোধক ক্যাপাসিটর,Blocking capacitor
প্রতিরোধক ক্যাপাসিটর,Blocking capacitor
ব্লকিং অসিলেটর,Blocking oscillator
প্রতিরোধক অসিলেটর,Blocking oscillator
প্রতিরোধক ভোল্টেজ,Blocking voltage
ব্লোয়ার,Blower
বোড ডায়াগ্রাম,Bode diagram/plot
voltzmann সম্পর্ক,Boltzmann relation
voltzmann ধ্রুবক,Boltzmann's constant
বন্ধন,Bond
আবদ্ধ স্ট্রেন গেজ,Bonded strain gauge
স্ব-চালিত পরিবর্ধক,Boot strapping amplifier
বুলিয়ান বীজগণিত,Boolean algebra
বুলিয়ান সমীকরণ,Boolean equation
বুট Strapon,Boot strapping
বুথের অ্যালগরিদম,Booth's algorithm
বুটস্ট্র্যাপ প্রিজম সার্কিট,Bootstrap sweep circuit
bosscutts নিয়ম,Bosanquert's law
বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড,Bose-Chaudhary-Hoeckingham  (BCH) code
"লাফ, লাফ",Bounce
আবদ্ধ ইলেকট্রন,Bound electron
ব্র্যাগ প্রতিফলক,Bragg reflector
জড়িত তার,Braided wire
শাখা,Branch
শাখা,Branching
পরীক্ষা বোর্ড,Bread board
বিরতি জোন,Break down region
ব্রেকিং ভোল্টেজ,Break down voltage
ব্রেকডাউন ডায়োড,Breakdown diode
ফ্র্যাকচার ফিক্সেশন,Breakdown rating
ব্রেকিং ভোল্টেজ,Breakdown voltage
সেতু,Bridge
সেতু সংশোধনকারী,Bridge rectifier
প্রশস্ত ব্যান্ড,Broad band
সম্প্রচার ব্যান্ড,Broad cast band
অ্যাস্ট্রাল অ্যারে,Broad side array
সম্প্রচার,Broadcast
সম্প্রচার অ্যান্টেনা,Broadcast antenna
সম্প্রচার গ্রহনকারী যন্ত্র,Broadcast receiver
ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার,Broadcast receiver frequency
সম্প্রচার ট্রান্সমিটার,Broadcast transmitter
বুস্টার অ্যান্টেনা,Booster
বাস অ্যান্টেনা,Bruce antenna
বুরুশ নিমজ্জন,Brush discharge
বুদবুদ এবং গেট,Bubbled AND gate
বুডবুডু বা গেট,Bubbled OR gate
বুদবুদ স্মৃতি,Bubble memory
ক্ষতিপূরণকারী ভোল্টেজ,Bucking voltage
বাফার,Buffer
বাফার পরিবর্ধক,Buffer amplifier
বাফার সার্কিট,Buffer circuit
বাফার অপারেটর,Buffer driver
বাফার রেজিস্টার,Buffer register
বাল্ব,Bulb
জনসংখ্যার প্রভাব,Bulk effect
ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস,Bulk semi-conductor device
গুচ্ছ,Buncher
নিমজ্জিত বিনিময়,Burried crossover
নিমজ্জিত স্তর,Burried layer
নিমজ্জিত যোগাযোগ,Burrier contact
বিস্ফোরণ পরিবর্ধক,Burst amplifier
বিস্ফোরণ কভার,Burst blanking
বিস্ফোরণ গুলি,Burst firing
বিস্ফোরণ দরজা পরিবর্ধক,Burst gate amplifier
বিস্ফোরিত মোড,Burst mode
বিস্ফোরণ বিভাজক,Burst separator
বিস্ফোরণের সংকেত,Burst signal
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,Burst-error correcting code
যথেষ্ট,Bus
বাস বার,Bus bar
বাস সংগঠন,Bus organisation
বাস স্ট্যান্ডার্ড,Bus standard
শুধু ক্ষণস্থায়ী,Bus transient
মাখন মূল্য ফিল্টার,Butter worth filter
bnc তার,BNC cable
বিএনসি জয়েন্টার,BNC connector
উপায় দ্বারা,By pass
বাইপাস ক্যাপাসিটর,Bypass capacitor
বাইট,Byte
ভি ব্যান্ড,C band
সি ব্যান্ড অ্যান্টেনা,C band antenna
তার,Cable
তারের রাউটিং,Cable routing
টেলিগ্রাফ টেলিভিশন,Cable version
ক্যাশ মেমরি,Cache memory
সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড,Caesium frequency standard
ক্যালকুলেটর,Calculator
ক্রমাঙ্কন,Calibration
কল ঠিকানা,Call address
কলপিট অসিলেটর,Colpitt's oscillator
ক্যাম কর্ডার,Camcorder
ক্যামেরা,Camera
ক্যামেরার পায়ের পাতার মোজাবিশেষ,Camera tube
candela,Candela
মোমবাতি শক্তি,Candle power
ক্যান্টিলিভার স্ট্রেন গেজ,Cantilever strain gauge
ধারণ,Capacitance
ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার,Capacitance blood pressure transducer
হোল্ডিং ডিস্ট্রিবিউটর,Capacitance distributor
চুক্তি ধারণ,Capacitance junction
ক্যাপাসিট্যান্স গেজ,Capacitance meter
সংগ্রাহক হোল্ডিং,Capacitance pick-up
ক্যাপাসিট্যান্স বিক্রিয়া,Capacitive reactance
"ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার",Capacitive transducer
ক্যাপাসিটর,Capacitor
ক্যাপাসিটর ব্যাংক,Capacitor bank
ক্যাপাসিটর ফিল্টার,Capacitor filter
ক্যাপাসিটর ইনপুট ফিল্টার,Capacitor input filter
উইঞ্চ মোটর,Capstan motor
পুলি সার্ভো বডি,Capstan servo system
চরখী,Capston
ক্যাপচার,Capture
ক্যাপচার ধারা,Capture cross-section
ক্যাপচার প্রভাব,Capture effect
ক্যারিয়ারের শব্দ অনুপাত,Carrier to noise ratio (CNR)
গাড়ির রেডিও,Car radio
কার্বন প্রতিরোধক,Carbon resistor
কার্ড পাঠক,Card reader
কার্ডিওড ডায়াগ্রাম,Cardiod diagram
বহন,Carriage
গাড়ি ফেরত,Carriage return
বাহক,Carrier
ক্যারিয়ার যোগাযোগ,Carrier communication
ক্যারিয়ারের ঘনত্ব,Carrier concentration
ক্যারিয়ার ফ্রিকোয়েন্সি,Carrier frequency
ক্যারিয়ার প্রজনন,Carrier generation
ক্যারিয়ার স্তর,Carrier level
ক্যারিয়ার জীবন,Carrier life time
ক্যারিয়ারের গতিশীলতা,Carrier mobility
বাহক গুণন,Carrier multiplication
ক্যারিয়ারের শব্দ স্তর,Carrier noise level
ক্যারিয়ার পরিসীমা,Carrier range
ক্যারিয়ার রিকভারি সার্কিট,Carrier recovery circuits
ক্যারিয়ার পুনঃনিবেশ,Carrier reinsertion
পরিবাহী বিক্ষিপ্তকরণ,Carrier scattering
ক্যারিয়ার দমন,Carrier suppression
বাহক খাঁচা,Carrier trapping
ক্যারিয়ার বেগ,Carrier velocity
হাত বিট,Carry bit
পতাকা রাখা,Carry flag
"দখলের রেজিস্টার, দখলের রেজিস্টার",Carry register
বহনযোগ্য জেনারেটর,Carry-generator
কার্সনের আইন,Carson's rule
কার্তুজ ফিউজ,Cartridge fuse
কার্তুজ টেপ,Cartridge tape
ক্যারি ফস্টার ব্রিজ,Carry foster bridge
ধাপ পরিবর্ধক,Cascade amplifier
গ্রেডেশন,Cascading
ক্যাসকেড পরিবর্ধক,Cascade amplifier
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার",Cascode amplifier
ক্যাসেট,Cassette
প্ররোচনা,Catalysis
ক্যাপটিভ কোটার,Catcher cavity
ক্যাথোড,Cathode
ক্যাথোড ট্রেলিং,Cathode follower
ক্যাথোড ট্রেলিং পরিবর্ধক,Cathode follower amplifier
ক্যাথোড আলোকসজ্জা,Cathode luminescence
ক্যাথোড উপাদান,Cathode material
ক্যাথোড রে অসিলোস্কোপ,Cathode ray oscilloscope (CRO)
ক্যাথোড রশ্মি নল,Cathode ray tube (CRT)
ক্যাথোড কণা জমা,Cathode sputtering
ক্যাথোড আলোকসজ্জা,Cathode luminescence
কয়ার ফিল্টার,Cauer filter
kaver ফিল্টার,Caver filter
কোটর,Cavity
এন্ট্রাল বিকিরণ,Cavity radiation
cotter অনুরণক,Cavity resonator
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),CCD (=charge couled device) amplifier
সিডি রম,CD-ROM
সিডি রম ড্রাইভ,CD-ROM drive
সেল (ব্যাটারি),Cell (battery)
কেন্দ্রীয় সম্পদ উপাদান,Central processing element
কেন্দ্রীয় সম্পদ ইউনিট,Central processing unit (CPU)
কেন্দ্রীয় প্রসেসর,Central processor
গড় স্কেল,Central value
মধ্য ফ্রিকোয়েন্সি,Centre frequency
মাঝারি নিষ্কাশন ট্রান্সফরমার,Centre tapped transformer
"সিরামিক, কাদামাটি",Ceramic
সিরামিক ফিলার,Ceramic filler
সিরামিক ফিল্টার,Ceramic filter
সিরামিক উপাদান,Ceramic material
সিরামিক রেজোনেটর,Ceramic resonator
সিরামিক শব্দ রিসিভার,Ceremic phono pick up
সেরেনকভ ক্যালকুলেটর,Cerenkov counter
সরমাত,Cermet
চ্যালকোজেনাইড,Chalcogenoid
ক্যালকোপিরাইট,Chalcopyrite
"চ্যানেল, চ্যানেল",Channel
চ্যানেল ব্যান্ড সম্প্রসারণ,Channel bandwidth
চ্যানেল কোডার,Channel encoder
চ্যানেল ফ্রিকোয়েন্সি,Channel frequency
চ্যানেল চরিত্র,Channel selector
চ্যানেল বিচ্ছেদ,Channel separation
চ্যানেল তত্ত্ব,Channeling theory
চরিত্র জেনারেটর,Character generator
চরিত্রের স্বীকৃতি,Character recognization
বৈশিষ্ট্যগত প্রতিবন্ধকতা,Characteristic impedance
চার্জ ক্যারিয়ার,Charge carrier
চার্জ নিয়ন্ত্রণ পরামিতি,Charge control parameter
মিলিত ডিভাইস চার্জ,Charge coupled device
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,Charge coupled random access memory
চার্জ ঘনত্ব,Charge density
চার্জ ইনজেকশন ডিভাইস,Charge injection device
চার্জ ক্ষতি,Charge loss
চার্জ পাম্পিং,Charge pumping
চার্জ সেন্সিং এমপ্লিফায়ার,Charge sensitive amplifier
চার্জ স্টোরেজ,Charge storage
চার্জিত কণা,Charged particle
অনুরাগী,Charger
ফ্রেম,Chassis
robyshev ফিল্টার,Chebyshev filter
মোট চেক,Check sum
ফ্রিকোয়েন্সি পরীক্ষা করুন,Check up frequency
রাসায়নিক বন্ধন,Chemical bond
রাসায়নিক বাষ্প এজাহার,Chemical vapour deposition
চাইল্ড লক সুবিধা,Child lock facility
শিশুর আইন,Child's law
চিপ,Chip
চিপ সক্রিয়করণ,Chip enable
দম বন্ধ করা,Choke
বিরতিহীন,Choppar
বিরতিহীন পরিবর্ধক,Chopper amplifier
বিরতিহীন পরিবর্ধক,Chopper amplifier
বিরতিহীন মোড,Chopper mode
ক্রোমা পরিবর্ধক,Chroma amplifier
চরিত্রায়ন চিত্র,Chromaticity diagram
পিগমেন্টেশন,Chrominance
বৃত্ত চিত্র,Circle diagram
সার্কিট,Circuit
সার্কিট বিশ্লেষণ,Circuit analysis
সার্কিট ব্রেকার,Circuit breaker
বর্তনী চিত্র,Circuit diagram
সার্কিট স্বরলিপি,Circuit rotation
সার্কিট বদল,Circuit switching
বৃত্তাকার তরঙ্গ পথ,Circular wave guide
সঞ্চালন স্মৃতি,Circulating memory
বন্ধন সার্কিট,Clamping circuit
ক্ল্যাপ অসিলেটর,Clapp oscillator
ক্লাস A পরিবর্ধক,Class A amplifier
ক্লাস A] B] C] D অপারেশন,"Class A, B, C, D operation"
ক্লাস B পরিবর্ধক,Class B amplifier
ক্লাস সি পরিবর্ধক,Class C amplifier
ক্লাস ডি পরিবর্ধক,Class D amplifier
এস ক্লাস বডি,Class S system
"বহিষ্কার, পরিষ্কার",Clear
কর্তন,Clipping
শিয়ারিং সার্কিট,Clipping circuit
ক্যালাড,Clock
ঘড়ি ফ্রিকোয়েন্সি,Clock frequency
ঘড়ির পালস জেনারেটর,Clock pulse generator
কদল আরএস ফ্লিপ ফ্লপ,Clocked RS flip-flop
ক্লোজড সার্কিট টেলিভিশন,Closed circuit television
বন্ধ লুপ অপারেশন,Closed loop operation
বন্ধ লুপ লাভ,Closed-loop gain
পরিপূরক ধাতব সেমিকন্ডাক্টর,CMOS (complementary MOS)
CMOS ডিভাইস,CMOS devices
সিএমআরআর (সাধারণ মোড নিরপেক্ষকরণ অনুপাত),CMRR (common mode rejection ratio)
CO2 লেজার,CO2 lasor
সমাক্ষ তারের,Co-axial cable
সমাক্ষ কোটার,Co-axial cavity
সমাক্ষ সংযোগকারী,Coaxial connector
"সমাক্ষ সংযোগকারী, সমাক্ষ সংযোগকারী",Co-axial connector
সমাক্ষ রেখা,Co-axial line
সমাক্ষ রেখা,Co-axial line
সমাক্ষ তরঙ্গ পথ,Co-axial wave guide
কোড পরিবর্তন,Code conversion
কোড পরিবর্তনকারী,Code converter
"কোডেক, কোডার-ডিকোডার",CoDEC
স্টেরিও কোডিং,Coding (stereo)
কাপলিং সহগ,Co efficient of coupling
নিয়ন্ত্রক শক্তি,Coercive force
সুসঙ্গত আলো,Coherent light
রাশিফল,Coil
কয়েল উইন্ডিং মেশিন,Coil winding machine
কাকতালীয় সার্কিট,Coincidence circuit
গরম ক্যাথোড টিউব,Cold cathode tube
ঠান্ডা ঢালাই পয়েন্ট,Cold solder point
"সংগ্রাহক, সংগ্রাহক",Collector
সংগ্রহ প্রবাহ,Collector current
সংগ্রাহক ক্ষয়,Collector dissipation
সংগ্রাহক দক্ষতা,Collector efficiency
সমান্তরাল লেন্স,Collimation lens
চরিত্রের খসড়া,Color graphics
রঙ ফেটে যাওয়া,Colour burst
"রঙ কোড, অক্ষর কোড",Colour code
রঙ ডিফারেনশিয়াল সংকেত,Colour difference signals
প্রতিষেধক,Colour killer
রঙ মনিটর,Colour monitor
চরিত্রের প্রজনন,Colour production
রঙ স্যাচুরেশন,Colour saturation
রঙিন ক্যারিয়ার ফ্রিকোয়েন্সি,Colour subcarrier frequency
অ্যাক্রোমেটিক সংকেত,Colour syne signal
রঙিন টেলিভিশন,Colour television
রঙিন টেলিভিশন বডি,Colour television system
"কলাম স্পিকার, কলামার শব্দ জমাকারী",Column speaker
"চিরুনি ফিল্টার, চিরুনি ফিল্টার",Comb filter
সংযোগ সার্কিট,Combinational circuit
সমন্বিত যুক্তি,Combinational logic
আদেশ,Command
সাধারণ বেস পরিবর্ধক,Common base amplifier
সাধারণ বেস কনফিগারেশন,Common base configuration
সাধারণ সংগ্রাহক পরিবর্ধক,Common collector amplifier  (= emitter follower)
সাধারণ সংগ্রাহক কনফিগারেশন,Common collector configuration
সাধারণ ক্যাপাসিটিভ পরিবর্ধক,Common drain amplifier
সাধারণ বিকিরণকারী পরিবর্ধক,Common emitter amplifier
সাধারণ গেট পরিবর্ধক,Common gate amplifier
ভূতাত্ত্বিক,Common ground
সাধারণ মোড সংকেত,Common mode signal
ভর রিটার্ন,Common return
সাধারণ উৎস পরিবর্ধক,Common source amplifier
সাধারণ ইমিটার কনফিগারেশন,Common-emitter configuration
বাইকনভার্টার,Commulator
যোগাযোগ স্যাটেলাইট,Communication satellite
যোগাযোগ ব্যবস্থা,Communication system
সম্প্রদায় অ্যান্টেনা সিস্টেম,Community antenna system
কমপ্যাক্ট সোয়াচ রম (সিডি রম),Compact disc ROM (cROM)
কম্প্রেশন বৈচিত্র্য,Companding
"কম্প্রেসার, কম্পান্ডার",Comparador
"comparator, comparator",Comparator
তুলনাকারী ডায়োড,Comparator diode
সামঞ্জস্য,Compatibility
ক্ষতিপূরণকারী attenuator,Compensated attenuator
ক্ষতিপূরণমূলক পক্ষপাত,Compensation bias
ক্ষতিপূরণমূলক লোড,Compensation load
প্রতিশোধমূলক অনুশোচনা,Compensation log
ক্ষতিপূরণমূলক তদন্ত,Compensation probe
কম্পাইলার,Compiler
কম্পাইলার ডিজাইন,Compiler design
সাপ্লিমেন্ট,Complement
সম্পূরক বিতরণ,Complementary distribution
পরিপূরক ত্রুটি,Complementary error
পরিপূরক প্রতিসাম্য আউটপুট,Complementary symmetry output
সম্পূর্ণ পরিবর্ধক,Complete amplifier
যৌগিক ফ্রিকোয়েন্সি,Complex frequency
যৌগিক শক্তি,Complex power
ফলো-আপ,Compliance
পরিপূরক ত্রুটি ফাংশন,Complementary error function
পরিপূরক লজিক সার্কিট,Complementary logic circuit
গঠনকারী,Component
খাদ ভিডিও সংকেত,Composite signal
মিশ্র প্রতিরোধক,Composition resistor
যৌগিক অর্ধপরিবাহী,Compound semiconductor
সঙ্কোচন,Compression
কম্প্রেশন ফ্রিকোয়েন্সি,Compression frequency
"কম্প্রেসার, কম্প্রেসার, কম্প্রেসার",Compressor
কম্পিউটার এর সাহায্যে নকশা,Computer aided design
কম্পিউটার সহায়ক উত্পাদন,Computer aided manufacture (CAM)
কম্পিউটার গ্রাফ,Computer graphics
কম্পিউটার ভাষা,Computer languages
কম্পিউটার মেমরি,Computer memory
কম্পিউটার নেটওয়ার্ক,Computer network
কম্পিউটার প্রোগ্রাম,Computer program
কম্পিউটার ভাইরাস,Computer viruses
কম্পিউটার ভাইরাস,Computer virus
"ঘনীভূতকারী, কেন্দ্রীভূতকারী",Concentrator
সীমাবদ্ধ শাখা,Conditional branching
সীমাবদ্ধ লাফ,Conditional jump
সীমাবদ্ধ স্থায়ীত্ব,Conditional stability
ড্রাইভার গ্লাস,Conducting glass
ড্রাইভার প্লাস্টিক,Conducting plastic
ড্রাইভার পলিমার,Conducting polymer
পরিবাহী কোণ,Conduction angle
পরিবহন ব্যান্ড,Conduction band
পরিবাহী প্রসারণ,Conduction diffusion
পরিবাহিতা,Conductivity
শঙ্কু অ্যান্টেনা,Cone antenna
