Punjabi,Bengali
ਅਡੋਬ ਐਕਰੋਬੈਟ,অ্যাডোবি অ্যাক্রোব্যাট
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,অ্যাডোবি ফটোশপ
ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ),ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং)
"1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ","1. উন্নত তথ্য, 2. উন্নত তথ্য"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,উন্নত তথ্য সিস্টেম
ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.),উন্নত প্রযুক্তি (AT)
ਕਾਰਵਾਈ,কর্ম
ਏਕੀਕਰਨ,সমষ্টি
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,বায়ুবাহিত কম্পিউটার সিস্টেম
aldus page-make,aldus পৃষ্ঠা তৈরি
ਚੇਤਾਵਨੀ ਬਾਕਸ,সতর্কতা বাক্স
ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),আলগোল (কম্পিউটার ভাষা)
"1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ","1. অ্যালগরিদম, 2. অ্যালগরিদম"
"1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ","1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,অ্যালগরিদম দক্ষতা
"1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ","1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে"
ਅਲਾਈਨਮੈਂਟ,প্রান্তিককরণ
"1. ਵੰਡ, 2. ਵੰਡ","1. বরাদ্দ, 2. বরাদ্দ"
"1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ","1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে"
ਅੱਖਰ ਅੰਕੀ,আলফানিউমেরিক
"1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ","1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড"
ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ),আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা)
"1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ","1. আলফা সংস্করণ, 2। আলফা ফর্ম"
alt ਕੁੰਜੀ,alt কী
altavista,আলতাভিস্তা
ਬਹੁਲਤਾ,বহুগুণ
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,অস্পষ্ট ব্যাকরণ
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI)
ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii),আমেরিকান স্ট্যান্ডার্ড কাট (ascii)
"1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ","1. সাদৃশ্যপূর্ণ, 2. এনালগ"
"1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ","1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার"
"1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ","1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস"
"1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ","1. এনালগ মডেম, 2. এনালগ মডেম"
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ,এনালগ থেকে ডিজিটাল কনভার্টার
ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ),শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত)
ਅੰਤ ਸਰਕਟ,শেষ সার্কিট
ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ,শেষ গেট এবং গেট
ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ),শেষ নয় অপারেশন (বর্জন)
"1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ","1. অ্যানিমেশন, 2. কম্পন"
ਨੋਟ,বিঃদ্রঃ
ਅਸੰਗਤਤਾ,অসঙ্গতি
ਪਿਛਲਾ,আগে
ਅਗਾਊਂ ਪੇਜਿੰਗ,প্রত্যাশিত পেজিং
ਵਿਰੋਧੀ-ਸਮਮਿਤੀ,কাউন্টার-সিমেট্রিক
ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ,অ্যান্টিভাইরাল প্রোগ্রাম
"1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ","1. অ্যাপলেট, 2। আবেদন"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,অ্যাপ্লিকেশন ডেভেলপার
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,অ্যাপ্লিকেশন প্রোগ্রামিং
"1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)","1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,অ্যাপ্লিকেশন সফ্টওয়্যার
ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ,অ্যাপ্লিকেশন ভাষা
ਲਗਭਗ ਸਿਧਾਂਤ,আনুমানিক নীতি
ਬਣਤਰ,গঠন
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,ক্ষেত্র স্থানান্তর
"1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ","1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ"
"1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ","1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট"
ਗਣਿਤ ਦੀ ਜਾਂਚ,পাটিগণিত পরীক্ষা
ਅੰਕਗਣਿਤ ਸਥਿਰ,গাণিতিক ধ্রুবক
ਗਣਿਤ ਡਾਟਾ,গাণিতিক তথ্য
ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ,গাণিতিক নির্দেশ
ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU),গাণিতিক ও লজিক্যাল ইউনিট (ALU)
ARPA ਨੈੱਟ (RPNet),ARPA নেট (RPNet)
ਐਰੇ,অ্যারে
"1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ","1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি"
ਐਰੇ ਕੰਪਿਊਟਰ,অ্যারে কম্পিউটার
ਐਰੇ ਤੱਤ,অ্যারে উপাদান
ਐਰੇ ਨਾਮ,অ্যারের নাম
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,অ্যারে প্রসেসর
ਤੀਰ ਕੁੰਜੀ,তীর কী
ਸੰਧੀ,সন্ধি
ਜੰਕਸ਼ਨ ਬਿੰਦੂ,সংযোগ বিন্দু
ਨਕਲੀ ਸੰਕੁਚਿਤ,কৃত্রিম কম্প্যাকশন
ਨਕਲੀ ਕੰਟਰੋਲ,কৃত্রিম নিয়ন্ত্রণ
ਨਕਲੀ ਭਾਵਨਾ,কৃত্রিম অনুভূতি
ਮਾਊਂਟ,মাউন্ট
ਵਧਦੀ ਲੜੀ,আরোহী সাজানোর
ascii ਵਰਣਮਾਲਾ,ascii বর্ণমালা
ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,ascii নিয়ন্ত্রণ প্রতীক
ascii ਫਾਈਲ,ascii ফাইল
ascii ਫੌਂਟ,ascii ফন্ট
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII স্থানান্তর
ਆਕਾਰ ਅਨੁਪਾਤ,আনুমানিক অনুপাত
"1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ","1. Aspy, 2. এএসপিআই"
ਏ ਐਸ ਆਰ ਕਲਾਡ,এ এস আর কালাদ
"1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ","1. স্মরণ, 2. সমাবেশ, 3. জড় করা"
"1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ","1. অ্যাসেম্বলার, 2. অনুস্মারক"
"1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ","1. সমাবেশ, 2. স্মরণ"
"1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ","1. মুখস্থ ভাষা, 2. একত্রিত ভাষা"
ਦ੍ਰਿੜ੍ਹਤਾ,সংকল্প
"1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ","1. নির্দিষ্ট কাজ, 2. বরাদ্দ"
ਸਾਥੀ,সাহচর্য
ਸਹਿਯੋਗੀ ਪਤਾ,সহযোগী ঠিকানা
"1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ","1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি"
ਤਾਰਾ (* ਚਿੰਨ੍ਹ),তারকাচিহ্ন (* চিহ্ন)
ਅਸਮਿਤ,অপ্রতিসম
"1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ","1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,অ্যাসিঙ্ক্রোনাস স্থানান্তর
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
"1. ਐਟਮ, 2. ਪਰਮਾਨ","1. পরমাণু, 2. পরমণ"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,সংযুক্ত নথি
"1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ","1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল"
"1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ","1. ঘের, 2. সম্বন্ধযুক্ত"
"1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ","1. বৈশিষ্ট্য, 2. বিশেষত্ব"
ਸੁਣਨਯੋਗ,শ্রবণযোগ্য
"1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং"
ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ,অ্যাকাউন্ট পরীক্ষা
ਤਰੱਕੀ,পদোন্নতি
ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ,সার্টিফিকেশন প্রোটোকল
ਲੇਖਕ ਵਿਧੀ,রচনা পদ্ধতি
"1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ","1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
ਆਟੋ ਐਬਸਟਰੈਕਟ,স্বয়ংক্রিয় বিমূর্ত
"1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ","1. অটো বুটিং, 2. স্ব বুট"
ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),অটোক্যাড (একটি কম্পিউটার ভাষা)
ਆਟੋ ਲੌਗ-ਆਨ,স্বয়ংক্রিয় লগ-অন
ਆਟੋਮੇਟਾ,স্বয়ংক্রিয়
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,স্বয়ংক্রিয় তত্ত্ব
ਆਟੋਮੈਟਿਕ ਗਣਨਾ,স্বয়ংক্রিয় গণনা
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,স্বয়ংক্রিয় ত্রুটি সংশোধন
ਆਟੋ ਫੰਕਸ਼ਨ,স্বয়ংক্রিয় ফাংশন
"1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ","1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ,স্বয়ংক্রিয় সংগ্রহ কল
"1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ","1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
"1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,স্বয়ংক্রিয় রুটিন
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
ਆਟੋਮੇਸ਼ਨ,অটোমেশন
"1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ,কণ্ঠস্বর
ਸਹਾਇਕ,সহকারী
ਸਹਾਇਕ ਮੈਮੋਰੀ,অক্জিলিয়ারী মেমরি
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,অক্জিলিয়ারী স্টোরেজ
ਉਪਲਬਧ ਸੂਚੀ,প্রাপ্তিসাধ্য তালিকা
ਉਪਲਬਧ ਸਮਾਂ,উপলব্ধ সময়
ਔਸਤ,গড়
AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ),AWK (একটি কম্পিউটার কমান্ড)
ਬਾਅਦ,পরে
ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ,পোস্ট প্রসেসর
ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ,পোস্টেরিয়র ফাংশন মুছে ফেলা
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,পটভূমি প্রক্রিয়াকরণ
ਸਹਾਇਕ ਸਟੋਰ,আনুষঙ্গিক দোকান
ਵਾਪਸ ਪੈਚਿੰਗ,ব্যাক প্যাচিং
"1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ","1. পশ্চিম, 2. ব্যাকস্পেস"
ਬੈਕਟਰੈਕਿੰਗ,ব্যাকট্র্যাকিং
"1. ਬੈਕ-ਅੱਪ, 2. ਅਦਾਇਗੀ","1. ব্যাক আপ, 2. প্রতিদান"
"1. ਪੂਰਕ ਮੈਮੋਰੀ, 2. ਬੈਕਅੱਪ ਮੈਮੋਰੀ","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
ਵਾਪਸ ਗਲਤੀ ਸੁਧਾਰ,পিছনে ত্রুটি সংশোধন
(ਆਮਦਨ-ਖਰਚਾ) ਬੈਲੇਂਸ ਸ਼ੀਟ,(আয়-ব্যয়) ব্যালেন্স শীট
ਪੱਟੀ,ব্যান্ডেজ
"1. ਬੈਂਡ ਚੌੜਾਈ, 2. ਬੈਂਡਵਿਡਥ/ਸਮਰੱਥਾ","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,ব্যাংকারের অ্যালগরিদম
"1. ਬਾਰ ਕੋਡ, 2. ਬਾਰ ਕੋਡ","1. বার কোড, 2. বার কোড"
ਬਾਰਕੋਡ ਸਕੈਨਰ,বারকোড স্ক্যানার
ਪੱਟੀ ਗ੍ਰਾਫ,বার গ্রাফ
ਅਧਾਰ ਪਤਾ,ভিত্তি ঠিকানা
ਅਧਾਰ ਬੈਂਡ,বেস ব্যান্ড
ਆਧਾਰ ਨੰਬਰ,আধার নম্বর
ਅਧਾਰ ਸਾਰਣੀ,ভিত্তি টেবিল
ਬੇਸਿਕ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ),বেসিক (একটি কম্পিউটার ভাষা)
"1. ਬੁਨਿਆਦੀ ਨਿਯੰਤਰਣ, 2. ਅਧਾਰ ਕੰਟਰੋਲ","1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
"1. ਮੂਲ ਨਿਵੇਸ਼, 2. ਅਧਾਰ ਨਿਵੇਸ਼","1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,মৌলিক নির্দেশ
ਅਧਾਰ ਮੁੱਦਾ,ভিত্তি সমস্যা
ਬੁਨਿਆਦੀ ਪੜਾਅ,মৌলিক পর্যায়
"1. ਬੈਚ, 2. ਸਮੂਹ, 3. ਤਬਾਹੀ","1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
"1. ਬੈਚ ਫਾਈਲ, 2. ਬੈਚ ਫਾਈਲ","1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
ਬੈਚ ਸਥਿਤੀ,ব্যাচ অবস্থা
