Kannada,Odiya
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,ବିକଳ୍ପ ଫଳାଫଳ |
ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,analog-digit କନଭର୍ଟର |
"ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
ವಿಶ್ಲೇಷಣೆ,ବିଶ୍ଳେଷଣ |
ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
ಕೋನ,କୋଣ
ಸ್ಪರ್ಶ ಕೋನ,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
ವಿಚಲನ ಕೋನ,ବିଘ୍ନ କୋଣ |
ಖಿನ್ನತೆಯ ಕೋನ,ଉଦାସୀନତା କୋଣ
ವಿಚಲನ ಕೋನ,ବିଘ୍ନ କୋଣ |
ವಿವರ್ತನೆಯ ಕೋನ,ବିଭାଜନ କୋଣ |
ಎತ್ತರದ ಕೋನ,ଉଚ୍ଚତା କୋଣ
ಘಟನೆಯ ಕೋನ,ଘଟଣାର କୋଣ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,ପ୍ରୋଜେକ୍ଟର କୋଣ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,ପ୍ରତିଫଳନ କୋଣ
ವಕ್ರೀಭವನದ ಕೋನ,ପ୍ରତିଫଳନ କୋଣ
ತಿರುಗುವ ಕೋನ,ଘୂର୍ଣ୍ଣନ କୋଣ
ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,କୋଣାର୍କ ତ୍ୱରଣ |
ಕೋನೀಯ ವೇಗ,କୋଣାର୍କ ବେଗ |
ಕೋನೀಯ ವೇಗ,କୋଣାର୍କ ଗତି
ಕೋನೀಯ ವೇಗ,କୋଣାର୍କ ବେଗ |
ಉಂಗುರದ ಬೆರಳು,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
ಉತ್ತರ,ଉତ୍ତର
ಕೌಂಟರ್ ಉತ್ಪನ್ನ,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
ಸಮಮಾಪನ ಕಾರ್ಯ,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ","ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
"ಅರ್ಜಿ ಅರ್ಜಿ,",ଆବେଦନ ପ୍ରୟୋଗ
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
ಅನ್ವಯಿಕ ಗಣಿತ,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು","ପ୍ରାୟ, ପ୍ରାୟ"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
ಅಂದಾಜು ಪರಿಹಾರ,ଆନୁମାନିକ ସମାଧାନ
ಅಂದಾಜು ಸಮಸ್ಯೆ,ଆନୁମାନିକ ସମସ୍ୟା
ಅಂದಾಜು ಆಸ್ತಿ,ଆନୁମାନିକ ସମ୍ପତ୍ତି
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,ଦକ୍ଷତା ପରୀକ୍ଷା
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,ଆର୍ଗନ୍ ଚିତ୍ର
ಸ್ವಯಂಪ್ರೇರಿತ,ସ୍ବେଚ୍ଛାକୃତ
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","ଅନିୟମିତ, ଅନିୟମିତ |"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
ಉಚಿತ ಅಂಶ,ମାଗଣା ଉପାଦାନ |
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,ଆର୍କିମିଡିସ୍ ନିୟମ |
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
ವೃತ್ತದ ಚಾಪ,ବୃତ୍ତାକାର
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,ଆ regional ୍ଚଳିକ ସଂରଚନା
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,ଗାଣିତିକ ଅର୍ଥ |
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,ଡିଜିଟାଲ୍ ଅପରେସନ୍
ಡಿಜಿಟಲ್ ಘಟಕ,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
"ವ್ಯೂಹ, ವ್ಯೂಹ","ଆରେ, ଆରେ"
ಕೃತಕ ಉಪಗ್ರಹ,କୃତ୍ରିମ ଉପଗ୍ରହ |
ಕೃತಕ ವೇರಿಯಬಲ್,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ಏರಲು,ଚ imb ିବାକୁ
ಆರೋಹಣ,ଆରୋହଣ
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,ତୀବ୍ରତାର କ୍ରମ
ಆರೋಹಣ ದರ್ಜೆ,ଆରୋହଣ ଗ୍ରେଡ୍
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,ଏକତ୍ରକାରୀ ଭାଷା |
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
ಸಹಾಯಕ ನಿಯಮ,ସହଯୋଗୀ ନିୟମ |
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
ಒಡನಾಟ,ସାଥୀତା
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","କଳ୍ପିତ, ସ୍ୱୀକାର"
ಜ್ಯೋತಿಷ್ಯ,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
ಖಗೋಳ ಗಡಿಯಾರ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ಖಗೋಳಶಾಸ್ತ್ರ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,ଅସୀମିତ ବକ୍ର
ಅಸಿಮ್ಮೆಟ್ರಿ,ଅସୀମତା |
ಲಕ್ಷಣರಹಿತ,ଅସ୍ମିପଟୋଟିକ୍ |
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,ବୃଦ୍ଧି
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,ଉପର ବିସ୍ତାର
ವಾತಾವರಣದ ಒತ್ತಡ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",ଅନିୟମିତ ଭାବରେ
ಆಸ್ತಿ*,ସମ୍ପତ୍ତି *
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
ಸಹವರ್ತಿತ್ವ,କୋଭାରିଆନ୍ସ |
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ಸ್ವಯಂ ಹಿನ್ನಡೆ,ଆତ୍ମସମ୍ମାନ
ಸಹಾಯಕ ಸಮೀಕರಣ,ସହାୟକ ସମୀକରଣ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","axiom, axiom"
ಮೂಲತತ್ವ ವಿಧಾನ,axiom ପଦ୍ଧତି |
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,ସମ୍ଭାବ୍ୟତା axiom |
ಅಕ್ಷರೇಖೆ,ଅକ୍ଷ
ಭುಜಾಕ್ಷ,ଭୁଜାକ୍
ಭೂಮಿಯ ಅಕ್ಷ,ପୃଥିବୀ ଅକ୍ଷ
ತಿರುಗುವ ಅಕ್ಷ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ಸ್ಪಿನ್ ಅಕ್ಷ,ସ୍ପିନ୍ ଅକ୍ଷ
ಪೋಸ್ಟ್ ಬದಲಿ,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
ನಂತರ,ପରେ
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,ତୂଳନା ପତ୍ର
ಕ್ಷಿಪಣಿ,କ୍ଷେପଣାସ୍ତ୍ର
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
ಮೂಲ ಕೋನ,ମୂଳ କୋଣ
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","ମ basic ଳିକ, ମ basic ଳିକ"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
ಮೂಲ ಪರಿಹಾರ,ମୂଳ ସମାଧାନ |
ಮೂಲ ವೇರಿಯಬಲ್,ବେସ୍ ଭେରିଏବଲ୍ |
ಬೇಸ್,ଆଧାର
ಮೂಲ ಅಂಶ,ମୂଳ ଉପାଦାନ |
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,ଜନସଂଖ୍ୟା ଆଧାର |
ನಿರ್ಲಜ್ಜ,ଅସାଧୁ
ಬೆಜ್-ನಿಯಮ,bez-rule
ಬೆಜ್-ಪ್ರಮೇಯ,ବେଜ୍-ଥିଓରେମ୍ |
ಬರ್ನೌಲಿ-ವಿತರಣೆ,bernoulli- ବଣ୍ଟନ |
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,ବର୍ନୁଲି ସଂଖ୍ୟା |
