English,Kannada
Accumulating reproducer,ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವವರನ್ನು ಸಂಗ್ರಹಿಸುವುದು
Accumulator,ಸಂಗ್ರಹಣೆದಾರ
Accumulator register,ಸಂಚಯಕ ನೋಂದಣಿ
Accumulator shift instruction,ಸಂಚಯಕ ಶಿಫ್ಟ್ ಸೂಚನೆ
Accuracy,ನಿಖರತೆ
Accuracy control character,ನಿಖರತೆ ನಿಯಂತ್ರಣ ಪಾತ್ರ
Accuracy control system,ನಿಖರತೆ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
Ace pilot,ಏಸ್ ಪೈಲಟ್
Acknowledge character,ಪಾತ್ರವನ್ನು ಅಂಗೀಕರಿಸಿ
Acoustic coupler,ಅಕೌಸ್ಟಿಕ್ ಕೋಪ್ಲರ್
Acoustic coupling,ಅಕೌಸ್ಟಿಕ್ ಜೋಡಣೆ
Acoustic delay line,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
Acoustic memory,ಅಕೌಸ್ಟಿಕ್ ಸ್ಮರಣೆ
Acoustic modem,ಸಕೌಸ್ಟಿಕ್ ಮೋಡೆಮ್
Acoustic signal,ಅಕೌಸ್ಟಿಕ್ ಸಂಕೇತ
Acoustic storage,ಅಕೌಸ್ಟಿಕ್ ಸಂಗ್ರಹ
Acronym,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
Action,ಕ್ರಿಯಾಶೀಲತೆ
Action cycle,ಕ್ರಿಯಾಶೀಲತೆ
Action line,ಕ್ರಿಯಾಶೀಲ ರೇಖೆ
Action message,ಕ್ರಿಯಾಶೀಲ
Action specification,ಕ್ರಿಯಾಶೀಲತೆ
Activation,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
Active,ಸಕ್ರಿಯ
Active file,ಸಕ್ರಿಯ ಫೈಲ್
Active line,ಸಕ್ರಿಯ ರೇಖೆ
Active link,ಸಕ್ರಿಯ ಲಿಂಕ್
Active master file,ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಫೈಲ್
Active master item,ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಐಟಂ
Active satellite,ಸಕ್ರಿಯ ಉಪಗ್ರಹ
Active station,ಸಕ್ರಿಯ ನಿಲ್ದಾಣ
Active storage,ಸಕ್ರಿಯ ಸಂಗ್ರಹಣೆ
Activity,ಚಟುವಟಿಕೆ
Activity level,ಚಟುವಟಿಕೆ ಮಟ್ಟ
Activity loading,ಚಟುವಟಿಕೆ ಲೋಡಿಂಗ್
Activity ratio,ಚಟುವಟಿಕೆ ಅನುಪಾತ
Actual address (=absolute address),ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ)
Actual code (=absolute code),ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್)
Actual data transfer rate,ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ
Actual decimal point,ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು
Actual instruction (=effective instruction),ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ)
Actual key,ವಾಸ್ತವಿಕ ಕೀ
Actual time,ವಾಸ್ತವಿಕ ಸಮಯ
Actual work time,ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ
Actuating signal,ಸಂಕೇತ
Adaptability,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
Adapter,ಅಳವಡಗಾರ
Adaptive channel allocation,ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ
Adaptive integration,ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ
Adaptive transversal equalizer,ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್
Added entry,ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ
Addend,ಸೇರಿಸು
Adder,ಸೇರಿಸುವವನು
Adder subtracter,ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್
Add file,ಕಡತವನ್ನು ಸೇರಿಸು
Additional character (= special character),ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ)
Addition recorder,ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್
Addition table,ಸೇರ್ಪಡೆ ಮೇಜು
Additive attribute,ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ
Add mode,ಮೋಡ್ ಸೇರಿಸಿ
Add operation,ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ
Address,ಭಾಷಣ
Addressability measure,ವಿಳಾಸದ ಅಳತೆ
Addressable horizontal position,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ
Addressable point,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು
Addressable position,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ
Addressable register,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್
Addressable storage,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ
Addressable vertical position,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ
Address bus,ವಿಳಾಸ ಬಸ್
Address code,ವಿಳಾಸ ಕೋಡ್
Address comparator,ವಿಳಾಸ ಹೋಲಿಕೆದಾರ
Address computation,ವಿಳಾಸ ಗಣನೆ
Address constant,ವಿಳಾಸ ಸ್ಥಿರ
Address conversion,ವಿಳಾಸ ಪರಿವರ್ತನೆ
Address data,ವಿಳಾಸ ಡೇಟಾ
Addressed memory,ವಿಳಾಸ ಮೆಮೊರಿ
Address effective,ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ
Address field,ವಿಳಾಸ ಕ್ಷೇತ್ರ
Address format,ವಿಳಾಸ ಸ್ವರೂಪ
Address free program,ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ
Addressing,ಸಂಬೋಧಿಸುವುದು
Addressing  Character,ಸಂಬೋಧಿಸುವುದು  ಪಾತ್ರ
Addressing interrupt,ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
Addressing loop,ವಿಳಾಸ ಲೂಪ್
Addressing virtual memory,ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ
Address interlacing,ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್
Addressless instruction format,ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ
Address line,ವಿಳಾಸ ಸಾಲು
Address mapping,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
Address mark,ವಿಳಾಸ ಗುರುತು
Address modification,ವಿಳಾಸ ಮಾರ್ಪಾಡು
Address part,ವಿಳಾಸದ ಭಾಗ
Address pointer,ವಿಳಾಸ ಪಾಯಿಂಟರ್
Address register,ವಿಳಾಸ ನೋಂದಣಿ
Address signal,ವಿಳಾಸ ಸಂಕೇತ
Address size,ವಿಳಾಸದ ಗಾತ್ರ
Address space,ವಿಳಾಸ ಸ್ಥಳ
Address space identifier,ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ
Address stop,ವಿಳಾಸ ನಿಲುಗಡೆ
Address trace,ವಿಳಾಸ ಜಾಡಿನ
Address track,ವಿಳಾಸ ಟ್ರ್ಯಾಕ್
Address translation,ವಿಳಾಸ ಅನುವಾದ
Address translator,ವಿಳಾಸ ಅನುವಾದಕ
Add-subtract time,ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ
Add time,ಸಮಯವನ್ನು ಸೇರಿಸಿ
Adjacency,ಪಕ್ಕದ
Adjacency structure,ಪಕ್ಕದ ರಚನೆ
Adjacent channel,ಪಕ್ಕದ ಚಾನಲ್
Adjacent domain,ಪಕ್ಕದ ಡೊಮೇನ್
Adjacent matrix,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
Adjacent node,ಪಕ್ಕದ ನೋಡ್
Adjacent subarea,ಪಕ್ಕದ ಸುಬೇರಿಯಾ
Adjoint (system),ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್)
Adjust,ಸರಿಹೊಂದಿಸು
Adjustable extent,ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ
Adjust text mode,ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ
Administrative data processing,ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ
Administrative operation,ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ
Administrative operator,ಆಡಳಿತಕಾರಕ
Administrative operator station,ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ
Administrative support system,ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
Advanced communication service,ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ
Advanced information system,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
Advanced optical character reader,ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್
Advanced scientific computer,ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್
Aerial,ವೈಮಾನಿಕ
Aggregate,ಒಟ್ಟು
Aggregate expression,ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ
Aiming circle,ಗುರಿ ವೃತ್ತ
Aiming field (= aiming symbol),ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ)
Aiming symbol,ಗುರಿ ಚಿಹ್ನೆ
Airborne computer system,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
Algebraic eigenvalue problem,ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ
Algebraic  Integration,ಬೀಜಗಣಿತದ  ಏಕೀಕರಣ
Algebraic language,ಬೀಜಗಣಿತದ ಭಾಷೆ
Algebraic manipulation,ಬೀಜಗಣಿತದ ಕುಶಲ
Algebraic manipulation language,ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ
Algebraic oriented language,ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ
Algebraic shift,ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್
Algebraic sign convention,ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ
Algol,ಪಾಚಕ
Algol feature,ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ
Algol Programming,ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
Algorithm,ಅಲ್ಗಾರಿದಮ್
Algorithm associative language,ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ
Algorithm classification,ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ
Algorithm complexity,ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ
Algorithm computability,ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ
Algorithmic analysis,ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ
Algorithmic approach,ಕ್ರಮಾವಧಿಕ ವಿಧಾನ
Algorithmic language,ಕ್ರಮಬದ್ಧ ಭಾಷೆ
Algorithmic routine,ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ
Algorithmic theory,ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ
Alias,ಅಲಿಯಾಸ್
Aliasing,ಅಲಿಯಾಸೆ
Alias name (= alternative name),ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು)
Alignment,ಜೋಡಣೆ
Allocate,ನಿಯೋಜಿಸು
Allocation structure,ಹಂಚಿಕೆ ರಚನೆ
All-purpose computer,ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
Alphabetic character,ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ
Alphabetic character set,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್
Alphabetic character subset,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ
Alphabetic code,ವರ್ಣಮಾಲೆ ಸಂಕೇತ
Alphabetic shift,ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್
Alphabetic string,ವರ್ಣಮಾಲೆಯ ದಾರ
Alphabetic word,ವರ್ಣಮಾಲೆ ಪದ
Alphabetization,ವರ್ಣಮಾಲೆ
Alphageometrics,ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್
Alphameric,ಆಲ್ಫಾಮನ
Alphamosaic,ವರ್ಣಮಾಲೆಯ
Alphanumeric,ವರ್ಣಮಾಲೆಯ
Alphanumerical keyboard device,ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ
Alphanumeric character set,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್
Alphanumeric code,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್
Alphanumeric coded character set,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್
Alphanumeric data,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ
Alphanumeric display device,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ
Alphanumeric edited character,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ
Alphanumeric field,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ
Alphanumeric instruction,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ
Alphanumeric keyboard,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್
Alphanumeric sort,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ
Alphanumeric storage,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ
Alterable memory,ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ
Alteration switch,ಬದಲಾವಣೆ ಸ್ವಿಚ್
Altering,ಬದಲಾಯಿಸುವ
Alter mode,ಬದಲಾದ ಮೋಡ್
Alternate recovery,ಪರ್ಯಾಯ ಚೇತರಿಕೆ
Alternate route,ಪರ್ಯಾಯ ಮಾರ್ಗ
Alternate routing,ಪರ್ಯಾಯ ರೂಟಿಂಗ್
Alternate track,ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್
Alternation (= OR operation),ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ)
Alternative attribute,ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ
Alternative denial (= NOT-AND operation),ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ)
Ambiguity error,ಅಸ್ಪಷ್ಟ ದೋಷ
Ambiguous reference,ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ
Analog,ಜರುಗೋಲು
Analog adder,ಅನಾಲಾಗ್
Analog channel,ಅನಾನುಕೂಲ ಚಾನೆಲ್
Analog computer,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
Analog converter,ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ
Analog data,ಅನಲಾಗ್ ಡೇಟಾ
Analog divider,ಅನನುಕಿನ ವಿಭಾಜಕ
Analog facility terminal,ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್
Analog function  Generator,ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ
Analog integration,ಅನಲಾಗ್ ಏಕೀಕರಣ
Analog multiplier,ಸೋಗು ಗುಣಕ
Analog programming,ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
Analog scaling,ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್
Analog signal,ಅನಾಲಾಗ್ ಸಂಕೇತ
Analog simulation,ಸಿಮ್ಯುಲೇಶನ್
Analog switch,ಅನಲಾಗ್ ಸ್ವಿಚ್
Analog system,ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ
Analog to digital  Converter,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ
Analog to digital  Encoder,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ
Analog transmission,ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ
Analog type,ಅನಾಲಾಗ್ ಪ್ರಕಾರ
Analysis block,ವಿಶ್ಲೇಷಣೆ
Analysis mode,ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ
Analytical engine,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್
Ancestral task,ಪೂರ್ವಜರ ಕಾರ್ಯ
Ancillary equipment,ಪೂರಳು ಉಪಕರಣಗಳು
AND,ಮತ್ತು
AND circuit,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
AND element,ಮತ್ತು ಅಂಶ
AND gate,ಮತ್ತು ಗೇಟ್
AND masking,ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ
AND NOT operation (=exclusion,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ
AND operation,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ
Annex memory,ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ
Annotation,ಟಿಪ್ಪಣಿ
Annunciator,ಮೊಳಕೆ
Answer back,ಮತ್ತೆ ಉತ್ತರಿಸಿ
Answer delay,ಉತ್ತರ ವಿಳಂಬ
Answering time,ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು
Answer lamp,ಉತ್ತರ ದೀಪ
Answer list,ಉತ್ತರ ಪಟ್ಟಿ
Answer only,ಉತ್ತರ ಮಾತ್ರ
Anticipation mode,ನಿರೀಕ್ಷೆಯ ಕ್ರಮ
Anticipatory buffering,ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್
Anticipatory carry,ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ
Anticipatory paging,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
Anticoincidence operation,ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ
Anticoincident element,ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ
Aperiodic antenna,ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ
Aperture card,ದ್ಯುತಿರಂಧ್ರ ಚೀಲು
Aperture code,ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ
Aperture time,ದ್ಯುತಿರಂಧ್ರ ಸಮಯ
Appendage,ಅನುಬಂಧ
Appendage task,ಅನುಬಂಧ ಕಾರ್ಯ
Application developer,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
Application layer,ಅಪ್ಲಿಕೇಶನ್ ಪದರ
Application oriented language,ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ
Application package,ಅಪ್ಲಿಕೇಶನ್ ಪ್ಯಾಕೇಜ್
Application program,ಅಪ್ಲಿಕೇಶನ್ ಕಾರ್ಯಕ್ರಮ
Application programming,ಅರ್ಜಿ ಪ್ರೋಗ್ರಾಮಿಂಗ್
Application required language,ಅಪ್ಲಿಕೇಶನ್ ಅಗತ್ಯವಿದೆ ಭಾಷೆ
Application software,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್
Applique,ಬೆಲೆತುಂಬು
Approximation theory,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
Arbitrary access,ಅನಿಯಂತ್ರಿತ ಪ್ರವೇಶ
Arbitrary sequence computer,ಅನಿಯಂತ್ರಿತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್
Arbitration,ಮಧ್ಯಸ್ಥಿಕೆ
Architecture,ವಾಸ್ತುಶಿಲ್ಪಿ
Archiving,ದಬಡೆ
Area code,ಪ್ರದೇಶ ಸಂಹಿತೆ
Area search,ಪ್ರದೇಶ ಹುಡುಕಾಟ
Area transfer,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
Area variable,ಪ್ರದೇಶ ವೇರಿಯಬಲ್
Argument,ವಾದ
Argument address,ವಾದದ ವಿಳಾಸ
Argument list,ವಾದದ ಪಟ್ಟಿ
Arithmetical instruction,ಅಂಕಗಣಿತ
Arithmetic and logic unit,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
Arithmetic assignment statement,ಅಂಕಗಣಿತದ ನಿಯೋಜನೆ ಹೇಳಿಕೆ
Arithmetic check,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
Arithmetic constant,ಅಂಕಗಣಿತದ
Arithmetic conversion,ಅಂಕಗಣಿತ ಪರಿವರ್ತನೆ
Arithmetic data,ಅಂಕಗಣಿತದ ದತ್ತ
Arithmetic exception,ಅಂಕಗಣಿತದ ಅಪವಾದ
Arithmetic expression,ಅಂಕಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
Arithmetic fixed point,ಅಂಕಗಣಿತದ ಸ್ಥಿರ ಬಿಂದು
Arithmetic hierarchy,ಅಂಕಗಣಿತದ ಶ್ರೇಣಿ
Arithmetic IF statement,ಹೇಳಿಕೆಯಿದ್ದರೆ ಅಂಕಗಣಿತ
Arithmetic logic,ಅಂಕಗಣಿತದ ತರ್ಕ
Arithmetic logic unit,ಅಂಕಗಣಿತದ ತರ್ಕ ಘಟಕ
Arithmetic operation,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
Arithmetic operator,ಅಂಕಗಣಿತದ ನಿರ್ವಾಹಕ
Arithmetic overflow,ಅಂಕಗಣಿತದ ಉಕ್ಕಿ
Arithmetic picture data,ಅಂಕಗಣಿತದ ಚಿತ್ರ ಡೇಟಾ
Arithmetic precedence,ಅಂಕಗಣಿತದ ಆದ್ಯತೆ
Arithmetic primary,ಅಂಕಗಣಿತದ ಪ್ರಾಥಮಿಕ
Arithmetic register,ಅಂಕಗಣಿತ
Arithmetic relation,ಅಂಕಗಣಿತದ ಸಂಬಂಧ
Arithmetic scan,ಅಂಕಗಣಿತ
Arithmetic section,ಅಂಕಗಣಿತದ ವಿಭಾಗ
Arithmetic shift,ಅಂಕಗಣಿತದ ಶಿಫ್ಟ್
Arithmetic shifting,ಅಂಕಗಣಿತದ ಸ್ಥಳಾಂತರ
Arithmetic statement,ಅಂಕಗಣಿತದ ಹೇಳಿಕೆ
Arithmetic term,ಅಂಕಗಣಿತದ ಪದ
Arithmetic underflow,ಅಂಕಗಣಿತದ ಕೆಳವರ್ಗ
Arithmetic unit,ಅಂಕಗಣಿತದ ಘಟಕ
Array,ರಂಗ
Array bound,ಸರಿದೂಗಿಸು
Array computer,ಅರೌಂಡ್ ಕಂಪ್ಯೂಟರ್
Array dimension,ದಾಟಲು
Array element,ರಚನೆ ಅಂಶ
Array expression,ರಚನೆ ಅಭಿವ್ಯಕ್ತಿ
Array name,ರಾಸಾಯನಿಕ
Array of structures,ರಚನೆಗಳ ಶ್ರೇಣಿ
Array printing,ಸ ೦ ಗೀತ ಮುದ್ರಣ
Array processing,ರಚನೆ ಸಂಸ್ಕರಣೆ
Array processor,ರಚನೆ ಸಂಸ್ಕಾರಕ
Articulation point,ಉಚ್ಚಾರಣಾ ಬಿಂದು
Artificial cognition,ಕೃತಕ ಅರಿವು
Artificial intelligence,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
