Gujarati,Kannada
વૈકલ્પિક જૂથ,ಪರ್ಯಾಯ ಗುಂಪು
વૈકલ્પિક મેટ્રિક્સ,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
વૈકલ્પિક શ્રેણી,ಪರ್ಯಾಯ ಸರಣಿ
વૈકલ્પિક પૂર્વધારણા,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
વૈકલ્પિક શ્રેષ્ઠ,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್
વૈકલ્પિક પરિણામ,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
એનાલોગ-અંક કન્વર્ટર,ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
"એનાલોગ કમ્પ્યુટર,",ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
વિશ્લેષણ,ವಿಶ್ಲೇಷಣೆ
સહપ્રવર્તન વિશ્લેષણ,ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ
ગણતરી-માહિતી વિશ્લેષણ,ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ
વિચલન વિશ્લેષણ,ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ
વિશ્લેષણાત્મક ભૂમિતિ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
વિશ્લેષણાત્મક કાર્ય,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
કોણ,ಕೋನ
સ્પર્શકોણ,ಸ್ಪರ್ಶ ಕೋನ
વિચલન કોણ,ವಿಚಲನ ಕೋನ
હતાશા કોણ,ಖಿನ್ನತೆಯ ಕೋನ
વિચલન કોણ,ವಿಚಲನ ಕೋನ
વિવર્તન કોણ,ವಿವರ್ತನೆಯ ಕೋನ
એલિવેશન એંગલ,ಎತ್ತರದ ಕೋನ
ઘટના કોણ,ಘಟನೆಯ ಕೋನ
પ્રક્ષેપણ કોણ,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
પ્રતિબિંબ કોણ,ಪ್ರತಿಬಿಂಬದ ಕೋನ
રીફ્રેક્શન કોણ,ವಕ್ರೀಭವನದ ಕೋನ
પરિભ્રમણ કોણ,ತಿರುಗುವ ಕೋನ
પ્રતિબિંબનો સંપૂર્ણ કોણ,ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ
કોણીય પ્રવેગક,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
કોણીય વેગ,ಕೋನೀಯ ವೇಗ
કોણીય ઝડપ,ಕೋನೀಯ ವೇಗ
કોણીય વેગ,ಕೋನೀಯ ವೇಗ
રિંગ આંગળી,ಉಂಗುರದ ಬೆರಳು
જવાબ આપો,ಉತ್ತರ
પ્રતિ વ્યુત્પન્ન,ಕೌಂಟರ್ ಉತ್ಪನ್ನ
આઇસોમેટ્રિક કાર્ય,ಸಮಮಾಪನ ಕಾರ್ಯ
"આવરી લેવા યોગ્ય, લાગુ, લાગુ","ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ"
"અરજી અરજી,",ಅರ್ಜಿ ಅರ್ಜಿ
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
લાગુ ભૂમિતિ,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
લાગુ ગણિત,ಅನ್ವಯಿಕ ಗಣಿತ
લાગુ આંકડા,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"લગભગ, લગભગ","ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
લગભગ સતત કાર્ય,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
અંદાજિત ઉકેલ,ಅಂದಾಜು ಪರಿಹಾರ
અંદાજની સમસ્યા,ಅಂದಾಜು ಸಮಸ್ಯೆ
અંદાજિત મિલકત,ಅಂದಾಜು ಆಸ್ತಿ
અભિરુચિ કસોટી,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
આર્ગોન ડાયાગ્રામ,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
સ્વૈચ્છિક,ಸ್ವಯಂಪ್ರೇರಿತ
"રેન્ડમ, રેન્ડમ","ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
મનસ્વી સતત,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
મફત તત્વ,ಉಚಿತ ಅಂಶ
મનસ્વી બિંદુ,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
આર્કિમિડીનો કાયદો,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
આર્કિમિડીઝનો કાયદો,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
"ચાપ-લંબાઈ, ચાપ-લંબાઈ","ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
વર્તુળ ચાપ,ವೃತ್ತದ ಚಾಪ
વ્યસ્ત સાઈન વિતરણ,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
વ્યસ્ત સાઈન રૂપાંતરણ,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
"વિસ્તાર, વિસ્તાર","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
પ્રાદેશિક રૂપરેખાંકન,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
જટિલ સંખ્યાનો કોણ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
અંકગણિત સરેરાશ,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
ડિજિટલ કામગીરી,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
ડિજિટલ એકમ,ಡಿಜಿಟಲ್ ಘಟಕ
"ગોઠવણી, ગોઠવણી","ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
"એરે, એરે","ವ್ಯೂಹ, ವ್ಯೂಹ"
કૃત્રિમ ઉપગ્રહ,ಕೃತಕ ಉಪಗ್ರಹ
કૃત્રિમ ચલ,ಕೃತಕ ವೇರಿಯಬಲ್
ચઢવું,ಏರಲು
ચડતા,ಆರೋಹಣ
તીવ્રતાનો ચડતો ક્રમ,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ચડતા ગ્રેડ,ಆರೋಹಣ ದರ್ಜೆ
એસેમ્બલર ભાષા,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"સોંપણી સમસ્યા સોંપણી પ્રશ્ન,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
સહયોગી નિયમ,ಸಹಾಯಕ ನಿಯಮ
ઓપરેટરોનો સહયોગી નિયમ,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
સહયોગી કામગીરી,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
સોબત,ಒಡನಾಟ
ધાર્યું સરેરાશ,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
અનુમાનિત સંભાવના વિતરણ,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
"કલ્પના, સ્વીકાર્યું,","ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
જ્યોતિષશાસ્ત્ર,ಜ್ಯೋತಿಷ್ಯ
"એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર,",ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
ખગોળશાસ્ત્રી*,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
ખગોળશાસ્ત્રીય ઘડિયાળ,ಖಗೋಳ ಗಡಿಯಾರ
ખગોળશાસ્ત્ર,ಖಗೋಳಶಾಸ್ತ್ರ
અસમપ્રમાણ વળાંક,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
અસમપ્રમાણતા,ಅಸಿಮ್ಮೆಟ್ರಿ
એસિમ્પટોટિક,ಲಕ್ಷಣರಹಿತ
ઉત્તેજક,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
પ્રગતિશીલ અંદાજકાર,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
પૂર્વગ્રહ પક્ષપાતી અંદાજકાર,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
પૂર્વવર્તી આચરણ,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
આક્રમક વિતરણ કાર્ય,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
ઉપરની તરફ ફેલાવો,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
વાતાવરણ નુ દબાણ,ವಾತಾವರಣದ ಒತ್ತಡ
"અવ્યવસ્થિત રીતે,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
મિલકત*,ಆಸ್ತಿ*
એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
સંવર્ધિત મેટ્રિક્સ,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
સ્વતઃસંબંધ ગુણાંક,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
સ્વતઃસંબંધ કાર્ય,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
સહપ્રવૃત્તિ,ಸಹವರ್ತಿತ್ವ
સ્વચાલિત કમ્પ્યુટર,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
ઓટોરીગ્રેશન,ಸ್ವಯಂ ಹಿನ್ನಡೆ
સહાયક સમીકરણ,ಸಹಾಯಕ ಸಮೀಕರಣ
મીન સેમ્પલ નંબર કર્વ (MPC કર્વ),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
"axiom, axiom","ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
સ્વયંસિદ્ધ અભિગમ,ಮೂಲತತ್ವ ವಿಧಾನ
સંભાવના સ્વયંસિદ્ધ,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
ધરી,ಅಕ್ಷರೇಖೆ
ભુજક્ષા,ಭುಜಾಕ್ಷ
પૃથ્વીની ધરી,ಭೂಮಿಯ ಅಕ್ಷ
પરિભ્રમણ અક્ષ,ತಿರುಗುವ ಅಕ್ಷ
પરિભ્રમણ અક્ષ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
સ્પિન અક્ષ,ಸ್ಪಿನ್ ಅಕ್ಷ
પોસ્ટ રિપ્લેસમેન્ટ,ಪೋಸ್ಟ್ ಬದಲಿ
પાછળથી,ನಂತರ
પાછા નિવેશ સૂત્ર,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
સંતુલિત ડિઝાઇન,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
સરવૈયા,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
મિસાઇલ,ಕ್ಷಿಪಣಿ
"બેલિસ્ટિક્સ, હથિયાર","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
"કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
"આધાર, આધાર, આધાર, આધાર, આધાર","ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
આધાર કોણ,ಮೂಲ ಕೋನ
"લઘુગણકનો આધાર, લઘુગણકનો આધાર","ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
"મૂળભૂત, મૂળભૂત,","ಮೂಲಭೂತ, ಮೂಲಭೂತ"
આધાર સુસંગત ઉકેલ,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
આધાર ઉકેલ,ಮೂಲ ಪರಿಹಾರ
આધાર ચલ,ಮೂಲ ವೇರಿಯಬಲ್
પાયો,ಬೇಸ್
આધાર તત્વ,ಮೂಲ ಅಂಶ
આધાર મેટ્રિક્સ,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
વેક્ટર જગ્યાનો આધાર,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
પેટા-વસ્તીનો આધાર,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
અનૈતિક,ನಿರ್ಲಜ್ಜ
bez-નિયમ,ಬೆಜ್-ನಿಯಮ
bez-પ્રમેય,ಬೆಜ್-ಪ್ರಮೇಯ
bernoulli-વિતરણ,ಬರ್ನೌಲಿ-ವಿತರಣೆ
બર્નોલી નંબરો,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು
Bernoulli સંભાવના કાર્ય,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
બર્નોલી-સમીકરણ,ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ
બેરી કાર્ય,ಬೆರ್ರಿ ಕಾರ್ಯ
શ્રેષ્ઠ સંલગ્નતા,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
શ્રેષ્ઠ સંલગ્નતા રેખા,ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ
શ્રેષ્ઠ ઉકેલ,ಉತ್ತಮ ಪರಿಹಾರ
શ્રેષ્ઠ ટીપ્સ,ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು
બીટા વિતરણ,ಬೀಟಾ ವಿತರಣೆ
"પૂર્વગ્રહ, પૂર્વગ્રહ","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
પક્ષપાતી આકારણી,ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ
દ્વિપદી સમીકરણ,ದ್ವಿಪದ ಸಮೀಕರಣ
એક કવર,ಒಂದೇ ಕವರ್
એક કવર નકશો,ಒಂದೇ ಕವರ್ ನಕ್ಷೆ
સિંગલ કવર મેપિંગ,ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್
ચતુર્ભુજ ચતુર્ભુજ,ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ
દ્વિરેખીય કાર્ય,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
દ્વિરેખીય સંન્યાસી એકરૂપતા,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ
"દ્વિ-ચલ, દ્વિસંગી, દ્વિ","ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್"
"બાઈનરી કોડ, બાઈનરી કોડ","ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್"
"દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ","ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ"
બાઈનરી એન્કોડિંગ,ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್
દ્વિસંગી કમ્પ્યુટર,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
દ્વિસંગી સંખ્યાઓ,ಬೈನರಿ ಸಂಖ್ಯೆಗಳು
દ્વિસંગી કામગીરી,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
દ્વિસંગી પદ્ધતિ,ಬೈನರಿ ವಿಧಾನ
દ્વિસંગી ચલ,ಬೈನರಿ ವೇರಿಯಬಲ್
દ્વિપદી ગુણાંક,ದ್ವಿಪದ ಗುಣಾಂಕ
દ્વિપદી વિતરણ,ದ್ವಿಪದ ವಿತರಣೆ
દ્વિપદી સમીકરણ,ದ್ವಿಪದ ಸಮೀಕರಣ
દ્વિપદી ભિન્નતા,ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ
દ્વિપદી અભિવ્યક્તિ,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
દ્વિપદી રેન્ડમ ચલ,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
દ્વિપદી પ્રમેય,ದ್ವಿಪದ ಪ್ರಮೇಯ
"અર્ધ, વિભાજન","ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ"
"દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ","ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ"
અડધા દ્વિભાજક,ಅರ್ಧ ದ್ವಿಭಾಜಕ
દ્વિપદી,"ದ್ವಿಪದ, ದ್ವಿಪದ"
"દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક","ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್"
દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ
દ્વિવિધ સહસંબંધ ગુણાંક,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
દ્વિવિધ વિતરણ,ದ್ವಿಗುಣ ವಿತರಣೆ
બાયવેરિયેટ સામાન્ય-વિતરણ,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ
બાઇવેક્ટર,ಬೈವೆಕ್ಟರ್
બોલ્ટમેન સમીકરણ,ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ
બુલિયન બીજગણિત*,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*
બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ,ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
મર્યાદા પ્રતિબંધો,ಮಿತಿ ನಿರ್ಬಂಧಗಳು
સીમા સ્તર,ಗಡಿ ಮಟ್ಟ
સીમા રેખા,ಗಡಿ ರೇಖೆ
મર્યાદા મૂલ્ય,ಮಿತಿ ಮೌಲ್ಯ
સીમા મૂલ્યની સમસ્યા,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
"બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ,",ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು
