Gujarati,Hindi
બીજગણિત ચિહ્ન સંમેલન,बीजीय चिह्न परिपाटी
શિરચ્છેદ,ऐल्गॉल
શીલ લક્ષણ,ऐल्गॉल लक्षण
અલ્ગોલ કાર્યક્રમ,ऐल्गॉल क्रमादेशन
અલ્ગોરિધમનો,"कलन विधि, एल्गोरिथ्म"
અલ્ગોરિધમનો સહયોગી ભાષા,कलन विधि साहचर्य भाषा
અલ્ગોરિધમનો વર્ગીકરણ,कलन विधि वर्गीकरण
અલ્ગોરિધમની જટિલતા,कलन विधि जटिलता
અલ્ગોરિધમની ગણતરી,कलन विधि अभिकलनीयता
અલ્ગોરિધમિક વિશ્લેષણ,कलन विधि विश्लेषण
અલ્ગોરિધમિક અભિગમ,कलनविधीय उपगमन
અલ્ગોરિધએમ ભાષા,कलनविधीय भाषा
અલ્ગોરિધમનો રૂટિન,कलनविधीय नेमका
અલ્ગોરિધમનો સિદ્ધાંત,कलनविधीय सिद्धांत
ઉર્ફે,अपर
પરવાના,उपघटन
ઉપનામ નામ (= વૈકલ્પિક નામ),"अपर नाम, उर्फ नाम"
ગોઠવણી,सरेखण
ફાળવવું,नियतन
ફાળવણીનું માળખું,नियतन संरचना
હેતુસર કમ્પ્યુટર,सर्वोद्देशीय अभिकलित्र
વર્ણાનુક્રમ,अक्षरात्मक संप्रतीक
મૂળાક્ષરોનો પાત્ર સમૂહ,अक्षरात्मक संप्रतीक समुच्चय
મૂળાક્ષરો,अक्षरात्मक संप्रतीक उपसमुच्चय
વર્ણાનુક્રમ,अक्षरात्मक कूट
વર્ણાનુક્રમ,अक्षरात्मक विस्थापन
વર્ણાનુક્રમ,अक्षरात्मक रज्जु
વર્ણાનુક્રમ,अक्षरात्मक शब्द
મૂળાક્ષરો,वर्णानुक्रमण
અલ્ફેજ ome મેટ્રિક્સ,अक्षरात्मक ज्यामितिकी
મૂર્તિમંત,अक्षरांकीय
મરણોત્તર,अल्फामोजेक
મૂર્તિમંત,अक्षरांकीय
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,अक्षरांकीय कुंजीपटल युक्ति
મૂળાક્ષર,अक्षरांकीय संप्रतीक समुच्चय
મૂળાક્ષર,अक्षरांकीय कूट
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
મૂળાક્ષરીનો ડેટા,अक्षरांकीय आँकड़े
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,अक्षरांकीय प्रदर्श युक्ति
મૂળાક્ષર સંપાદિત પાત્ર,अक्षरांकीय संपादित संप्रतीक
વર્ણ -ક્ષેત્ર,अक्षरांकीय क्षेत्र
વર્ણ -સૂચના,अक्षरांकीय अनुदेश
મૂળાક્ષર કીબોર્ડ,अक्षरांकीय कुंजी पटल
મૂળાક્ષર,अक्षरांकीय शाटन
મૂળાક્ષર સંગ્રહ,अक्षरांकीय भंडारण
બદલવા યોગ્ય,परिवर्तनीय स्मृति
ફેરફાર -ફેરૂપ,परिवर्तन स्विच
પરિવર્તનશીલ,परिवर्तन
ફેરફાર,परिवर्तन विधा
વૈકલ્પિક પુન recovery પ્રાપ્તિ,वैकल्पिक पुनःप्राप्ति
વૈકલ્પિક માર્ગ,वैकल्पिक मार्ग
વૈકલ્પિક માર્ગ,वैकल्पिक मार्गचयन
વૈકલ્પિક પાટા,वैकल्पिक मार्ग
ફેરબદલ (= અથવા કામગીરી),अथवा' संक्रिया
વૈકલ્પિક લક્ષણ,वैकल्पिक गुण
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),तथा पूरक' संक्रिया
અસ્પષ્ટ ભૂલ,संदिग्धता त्रुटि
અસ્પષ્ટ સંદર્ભ,संदिग्धता संर्दभ
પ્રાચય,अनुरूप
એનાશ -ઉપાડનાર,अनुरूप योजक
મનોલોત્ર,अनुरूप प्रणाल
એનાલોગ કમ્પ્યુટર,अनुरूप अभिकलित्र
એનાશ -રૂપાંતર કરનાર,अनुरूप परिवर्तक
મનોજ્ analા આંકડા,अनुरूप आँकड़े
એનાશ -વિભાજક,अनुरूप विभाजनी
એનાલોગ સુવિધા ટર્મિન,अनुरूप सुविधा टर्मिनल
મનોલોગ કાર્ય  જનરેટર,अनुरूप फलन जनक
મનોરોગ એકીકરણ,अनुरूप समाकलन
એનાલ -ગુણાકાર,अनुरूप गुणक
એનાશિક કાર્યક્રમ,अनुरूप क्रमादेशन
એનાલ -સ્તનપાન,अनुरूप मापन
એનાલોગ સંકેત,अनुरूप संकेत
એનાશ સિમ્યુલેશન,अनुरूप अनुकार
એનાશ -સ્વીચ,अनुरूप स्विच
પ્રાકૃતિક પદ્ધતિ,अनुरूप तंत्र
ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર,अनुरूप अंकीय परिवर्तक
ડિજિટલથી એનાલોગ  એન્કોડર,अनुरूप अंकीयकूटलेखक
મનોલોગ પ્રસારણ,अनुरूप संचरण
એનોગ પ્રકાર,अनुरूप प्रकार
વિશ્લેષણ -વિધિ,विश्लेषण खंड़क
વિશ્લેષણ પદ્ધતિ,विश्लेषण विधा
વિશ્લેષણાત્મક,वैश्लेषिक इंजन
પૂર્વજો,पूर्वज कार्य
આનુષંગિક સાધનસામગ્રી,सहायक उपकरण
અને,तथा'
અને સર્કિટ,तथा' परिपथ
અને,तथा' अवयव
અને દરવાજો,तथा' द्वार
અને માસ્કિંગ,तथा' प्रच्छादन
અને ઓપરેશન નથી (= બાકાત,अपवर्जन
કામગીરી,तथा' संक्रिया
જોડાણ મેમરી,चयक स्मृति
નોંધણી,टिप्पण
જાહેરાત કરનાર,आख्यापित्र
પાછો જવાબ આપો,तुरत उत्तर
જવાબ,उत्तर विलंब
જવાબદાર સમય,उत्तर काल
જવાબ દીવો,उत्तर बत्ती
જવાબ સૂચિ,उत्तर सूची
માત્ર,केवल उत्तर
અપેક્ષા -મોડ,प्रत्याशा विधा
આગોતરક બફર,प्रत्याशामूलक चयकन
આગોતરક કેરી,प्रत्याशामूलक हासिल
આગોતરી પેજિંગ,प्रत्याशामूलक पृष्ठन
અસત્ય કામગીરી,प्रतिसंपाती संक्रिया
કૃત્રિમ તત્વ,प्रतिसंपाती अवयव
અતિશય એન્ટેના,अनावर्ती ऐन्टेना
છિદ્ર,द्वारक पत्रक
છિદ્ર,द्वारक कूट
છિદ્રનો સમય,द्वारक काल
સંલગ્ન,अनुबंध
સંલગ્ન કાર્ય,अनुबंध कार्य
અરજી વિકાસકર્તા,अनुप्रयोग विकासक
અરજી -સ્તર,अनुप्रयोग स्तर
અરજીલક્ષી ભાષા,अनुप्रयोग मूलक भाषा
અરજી,अनुप्रयोग (क्रमादेश) संकुल
અરજી કાર્યક્રમ,अनुप्रयोग क्रमादेश
અરજી કાર્યક્રમ,अनुप्रयोग क्रमादेशन
અરજી જરૂરી ભાષા,अनुप्रयोग अपेक्षित भाषा
એપ્લિકેશન સોફ્ટવેર,अनुप्रयोग प्रक्रिया सामग्री
અનુકૂળ,अधिरोपण
આશરે સિદ્ધાંત,सन्निकटन सिद्धांत
મનસ્વી પ્રવેશ,स्वेच्छ अभिगम
મનસ્વી ક્રમ કમ્પ્યુટર,स्वेच्छ अनुक्रम अभिकलित्र
લવાદી,मध्यस्थ
સ્થાપત્ય,"वास्तुकला, स्थापत्यकला"
આર્કા,पुराभंडारण
વિસ્તાર કોડ,क्षेत्र कूट
વિસ્તાર -શોધ,क्षेत्र खोज
વિસ્તાર -તબદીલી,क्षेत्र स्थानांतरण
ક્ષેત્રીય,क्षेत्र चर
દલીલ,स्वतंत्र चर
દલીલ સરનામું,स्वतंत्र चर पता
દલીલ યાદી,स्वतंत्र चर सूची
અંકગણિત સૂચના,अंकगणितीय अनुदेश
અંકગણિત અને તર્ક એકમ,अंक गणितीय एंव तर्क एकक
અંકગણિત સોંપણી નિવેદન,अंकगणितीय नियतन कथन
અંકગણિત તપાસ,अंकगणितीय जाँच
ન્યાયશાસ્ત્ર,अंकगणितीय अचर
અંકગણિત,अंकगणितीय रूपांतर
સમાંતરતર ડેટા,अंकगणितीय आँकड़े
અંકગણિત અપવાદ,अंकगणितीय अपवाद
અંકગણિત અભિવ્યક્તિ,अंकगणितीय व्यंजक
અંકગણિત નિયત બિંદુ,अंकगणितीय नियत बिन्दु
અંકગણિત વંશવેલો,अंकगणितीय पदानुक्रम
અંકગણિત જો નિવેદન,अंकगणितीय 'यदि' कथन
ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર,अंकगणितीय तर्क
અંકગણિત તર્ક એકમ,अंकगणितीय तर्क एकक
ન્યાયશાસ્ત્ર કામગીરી,अंकगणितीय संक्रिया
સમેટાં પ્રપણ,अंकगणितीय संकारक
અંકગણિત ઓવરફ્લો,अंकगणितीय अधिप्रवाह
અંકગણિત ચિત્ર -માહિતી,अंकगणितीय चित्र आँकड़े
અંકગણિત અગ્રતા,अंकगणितीय पूर्वता
અંકગણિત પ્રાથમિક,अंकगणितीय प्राथमिक अवयव
અંકગણિત રજિસ્ટર,अंकगणितीय पंजी
અંકગણિત સંબંધ,अंकगणितीय संबंध
અંકગણિત સ્કેન,अंकगणितीय क्रमवीक्षण
અંકગણિત વિભાગ,अंकीय अनुभाग
અંકગણિત પાળી,अंकगणितीय विस्थापन
અંકગણિત,अंकगणितीय विस्थापन
અંકગણિત નિવેદન,अंकगणितीय कथन
ન્યાયશાસ્ત્રની મુદત,अंकगणितीय पद
અંકગણિત,अंकगणितीय अधोप्रवाह
અંકગણિત એકમ,अंकीय एकक
કળ,सरणी
એરે બાઉન્ડ,सरणी परिबंध
એરે કમ્પ્યુટર,सरणी अभिकलित्र
એરેનું પરિમાણ,सरणी विमा
એરે તત્વ,सरणी अवयव
અભિવ્યક્તિ,सरणी व्यंजक
એરે નામ,सरणी नाम
રચના,संरचना सरणी
એરે મુદ્રણ,सरणी मुद्रण
એરે પ્રક્રિયા,सरणी संसाधन
એરે પ્રોસેસર,सरणी संसाधित्र
સ્પષ્ટ મુદ્દો,संधि बिन्दु
કૃત્રિમ માન્યતા,कृत्रिम बोध
કૃત્રિમ બુદ્ધિ,कृत्रिम बुद्धि
કૃત્રિમ ભાષા,कृत्रिम भाषा
કૃત્રિમ ચલ,कृत्रिम चर
કળા -એપ્લિકેશન ડેટા બેંક,कला अनुप्रयोग आकड़ा बैंक
કલાકાર -અરજી,कला अनुप्रयोग संगीत
કળા -એપ્લિકેશન પેટર્ન જનરેશન,कला अनुप्रयोग प्रतिरूप जनन
ચડતું,आरोहक
ચ ascતો સ .ર્ટ,आरोही छँटाई
અયોગ્ય,आस्की
ASCII નિયંત્રણ પાત્ર,आस्की नियंत्रण संप्रतीक
ASCII કી બોર્ડ,आस्की कुंजी पटल
દૃષ્ટિ,अभिमुखता
પાસા અને,अभिमुखता पत्रक
ભેગા,कोड़ांतरण
ભેગા થયેલા મૂળ,कोड़ांतरित उद्गम
એકત્રીકરણ સમયગાળો,कोडांतरण अवधि
ભેગા કરનાર,कोडांतरक
એસેમ્બલ નિર્દેશક,कोडांतरक निर्देश
ભેળસેળ કરવાની સુવિધા,कोडांतरक सुविधा
જોડાયેલી ભાષા,कोडांतरण भाषा
એકત્રીકરણ,कोडांतरण
ભેગા કરવાનો તબક્કો,कोडांतरण प्रावस्था
એકત્રીકરણ સમય,कोडांतरण काल
વિધાનસભા,कोडांतरण
સભા,कोडांतरण भाषा
સભા ભાષા કાર્યક્રમ,कोडांतरण भाषा क्रमादेशन
એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા,कोडांतरण भाषा प्रक्रियासामग्री नम्यता
સભા સૂચિ,कोडांतरण सूचीकरण
સભા તબક્કા,कोडांतरण प्रावस्था
વિધાનસભા દિનચર્યા,कोडांतरण नेमका
સભા સમય,कोडांतरण काल
સભા એકમ,कोडांतरण एकक
સોંપણી અનુક્રમણિકા,नियतन सूचीकरण
સોંપણી કામગીરી,नियतन संक्रिया
સોંપણી પત્રક,नियतन कथन
સંલગ્ન સંબોધન,साहचर्य पता
સહયોગી એરે રજિસ્ટર,साहचर्य सरणी पंजी
સહ -મુખ્ય,साहचर्य कुंजी
એકસમાન ભાષા,साहचर्य भाषा
સંલગ્ન મેમરી,साहचर्य स्मृति
સંલગ્ન સંગ્રહ,साहचर्य भंडारण
ધારેલો દશાંશ બિંદુ,कल्पित दशमलव बिन्दु
અસમપ્રમાણ ઉપકરણ,असममित युक्ति
અસમપ્રમાણતા I/O,असममित नि/नि.
અસુમેળવાળું,अतुल्यकालिक; अतुल्यकाली
અસમકાલીન કમ્પ્યુટર,अतुल्यकालिक अभिकलित्र
અસમકાલીન ડેટા સ્થાનાંતરણ,अतुल्यकालिक आँकड़ा अंतरण
અસુમેળ ડેટા પ્રસારણ,अतुल्यकालिक आँकड़ा प्रेषण
અસુમેળ ઉપકરણો,अतुल्यकालिक युक्ति
અસુમેળ,"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया"
અસમકાલીન સંકેત,अतुल्यकालिक संकेतन
અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ,अतुल्यकालिक समय विभाजन बहुसंकेतन
અસુમેળ,अतुल्यकालिक संचरण
અસમકાલીન કાર્યકારી,अतुल्यकालिक निष्पादन
જોડાયેલ પ્રક્રિયા,संलग्न संसाधन
જોડાયેલ પ્રોસેસર,संलग्न संसाधित्र
જોડાયેલ સપોર્ટ પ્રોસેસર,संलग्न आलंब संसाधित्र
ઉપસ્થિત કામગીરી,उपस्थितसापेक्ष प्रचालन
ઉપસ્થિત ટ્રેઇલ પ્રિંટર,उपस्थिति लीक मुद्रित्र
વિક્ષેપ,ध्यान अंतरायन
ધ્યાન,ध्यान कुंजी
વ્યવહાલ,क्षीणन
વિકેન્દ્રિત સ્થિરતા,क्षीणनांक
વ્યથિત વિકૃતિ,क्षीणन विरूपण
વિકેન્દ્રિત બરાબરી,क्षीणन तुल्यकारक
હલકાઈ કરનાર,क्षीणकारी
લક્ષણ,गुण
શ્રાહ,श्रव्य सचेतक
Audio ડિઓ કેસેટ,श्रव्य कैसट
Ation ડિઓની તપાસ,श्रव्य जाँच
Audષધિ,श्रव्य लाइन
Audio ડિઓનો પ્રતિભાવ,श्रव्य अनुक्रिया
Auduy ડિઓ પ્રતિસાદ સંદેશ,श्रव्य अनुक्रिया संदेश
Audit ડિઓ પ્રતિસાદ એકમ,श्रव्य अनुक्रिया एकक
ખવડ -સંગ્રહ એકમ,श्रव्य टेप भंडारण एकक
Audડતી ટેલિકમ્યુનિકેશન રેખા,श्रव्य दूरसंचार लाइन
Audio ડિઓ ટર્મિન,श्रव्य अंतक
ઓડિટ ભાષા,लेखापरीक्षा समादेश भाषा
હિસાબ -તપાસણી,लेखापरीक्षा क्रमादेशन
વિષ્લેષણ,लेखा सत्यापन
યોજવું,योजक
વૃદ્ધિ,संवर्थ
વૃદ્ધિ કરનાર,संवर्धक
લેખક,संलेखक
લેખક,संलेखन
અર્થતંત્ર,संलेखन प्रणाली
અધિકાર,प्राधिकार
સત્તાપત્ર,प्राधिकरण कूट
અધિકૃત ગ્રંથાલય,प्राधिकृत क्रमादेश संग्रह
અધિકૃત કાર્યક્રમ,प्राधिकृत क्रमादेश
અધિકૃત કાર્યક્રમ સુવિધા,प्राधिकृत क्रमादेश सुविधा
સ્વત abstractભાશ્રલ,स्व-साराहरण
શૌર્ય,स्वतः उत्तरित्र
સ્વત bootટ -બુટિંગ,स्वतः उत्थानी
સ્વત by બાયપાસ,स्व उपमार्ग
Auto ટો ક call લ (= સ્વચાલિત ક calling લિંગ),स्वतः आह्वान
સ્વત autoાંડ,स्वकूटलेखक
ઓટો ડાયલ,स्वतः डायलन
સ્વચ્છતા,स्वतः प्रवाह
ઓટો અનુક્રમણિકા,स्वतः सूचक
ઓટો અનુક્રમિત સરનામાં,स्वतः सूचकित पताभिगमन
નકલો,स्वचल प्ररूप
આપમેળે સિદ્ધાંત,स्वचल प्ररूप सिद्धांत
સ્વત્વાર્પણ પ્રકાર,स्वचल प्ररूप प्रकार
સ્વચાલિત ગ્રંથસૂચિ,कंप्यूटरित ग्रंथ सूची
સ્વચાલિત ડેટા માધ્યમ,कंप्यूटरित आँकड़ा माध्यम
સ્વચાલિત શબ્દકોશ,कंप्यूटरित कोश
સ્વચાલિત સ્થગિત,कंप्यूटरित शब्द-संग्रह
સ્વચાલિત તર્ક આકૃતિ,स्वचालित तर्क आरेख
સ્વચાલિત સંચાલન,स्वचालित प्रबंध
સ્વચાલિત ઉત્પાદન વ્યવસ્થાપન,स्वचालित उत्पादन प्रबंध
સ્વચાલિત સ્ટોક નિયંત્રણ,स्वचालित स्टॉक नियंत्रण
સ્વચાલિત મુદ્દો,स्वतः सार
સ્વચાલિત અમૂર્તતા,स्वतः साराहरण
આપમેળે પ્રોગ્રામ કરેલા સાધનો,स्वतः क्रमादेशित साधन
સ્વચાલિત જવાબ,स्वतः उत्तर देना
સ્વચાલિત ક call લ વિતરક,स्वतः आह्वान वितरक
સ્વચાલિત બોલાવવું,स्वतः आह्वान
સ્વચાલિત તપાસ,स्वतः जाँच
સ્વચાલિત કોડિંગ,स्वतः कूटलेखन
સ્વચાલિત કમ્પ્યુટિંગ,स्वतः अभिकलन
સ્વચાલિત કમ્પ્યુટિંગ એન્જિન,स्वतः अभिकलन इंजन
સ્વચાલિત સ્થિર,स्वतः अचर
