Malayalam,Kannada
പ്രിസ്ട്രെസർ,ಪ್ರಿಸ್ಟ್ರೆಸರ್
സ്വീകാര്യമായ പരിശോധന,ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ
സ്വീകർത്താവ്,ಸ್ವೀಕರಿಸುವವರು
ദാതാവിന്റെ തന്മാത്ര,ದಾನಿ ಅಣು
"പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനക്ഷമത","ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶಿಸುವಿಕೆ"
പ്രവേശനക്ഷമത,ಪ್ರವೇಶಿಸುವಿಕೆ
"സ്പെയർ, ആക്സസറി, ആക്സസറി (വി.), ആക്സസറികൾ (എഡി.)","ಹೆಚ್ಚುವರಿ, ಪರಿಕರ, ಪರಿಕರ (ವಿ.), ಪರಿಕರಗಳು (ಸಂ)"
പ്രവേശന സമയം,ಪ್ರವೇಶ ಸಮಯ
സന്ദർശക പിശക്,ಸಂದರ್ಶಕರ ದೋಷ
ക്രമീകരിക്കൽ,ಹೊಂದಾಣಿಕೆ
കുമിഞ്ഞുകൂടി,ಸಂಗ್ರಹಿಸಲಾಗಿದೆ
"ശേഖരണം, ശേഖരണം","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
ശേഖരണം,ಸಂಚಯಕ
കൃത്യത,ನಿಖರತೆ
റിയാലിറ്റി,ರಿಯಾಲಿಟಿ
അക്രോമാറ്റിക് ലെൻസ്,ವರ್ಣರಹಿತ ಮಸೂರ
അക്രോമാറ്റിക്,ವರ್ಣರಹಿತ
അക്രോമാറ്റിറ്റി,ವರ್ಣರಹಿತತೆ
അക്കോസ്റ്റിക്,ಅಕೌಸ್ಟಿಕ್
ശബ്ദപ്രതിരോധം,ಧ್ವನಿ ನಿರೋಧಕ
അക്കോസ്റ്റിക് ഫോണോൺ,ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್
ശബ്ദ യൂണിറ്റ്,ಧ್ವನಿ ಘಟಕ
അക്കോസ്റ്റിക്,ಅಕೌಸ್ಟಿಕ್
ശബ്ദ ജനറേറ്റർ,ಧ್ವನಿ ಜನರೇಟರ್
പ്രവർത്തനവും പ്രതികരണവും,ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ
സജീവമാക്കൽ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
സജീവമാക്കൽ ഊർജ്ജം,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
"ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ","ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್"
സജീവമാണ്,ಸಕ್ರಿಯ
ആക്ടിവിസം,ಕ್ರಿಯಾಶೀಲತೆ
യഥാർത്ഥ സമ്മർദ്ദം,ನಿಜವಾದ ಒತ್ತಡ
മന്ത്രിക്കുന്നു,ಗುಸುಗುಸು
സംഗ്രഹിക്കാനായി,ಒಟ್ಟುಗೂಡಿಸಲು
"തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)","ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)"
"സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)","ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)"
സങ്കലനം,ಸಂಯೋಜಕ
അഡീഷൻ,ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
പശ ഊർജ്ജം,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
അടിയാബാറ്റ്,ಅಡಿಯಾಬಟ್
adiabatic,ಅಡಿಯಾಬಾಟಿಕ್
ചൂട് ഇൻസുലേറ്റിംഗ്,ಶಾಖ ನಿರೋಧಕ
ബന്ധം,ಬಾಂಧವ್ಯ
ക്രമീകരിക്കാവുന്ന,ಹೊಂದಾಣಿಕೆ
നുഴഞ്ഞുകയറ്റം,ನುಗ್ಗುವಿಕೆ
ആഗിരണം,ಹೊರಹೀರುವಿಕೆ
മുന്നോട്ട്,ಮುಂದೆ
പുരോഗമനപരമായ,ಪ್ರಗತಿಪರ
"ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)","ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)"
ആന്റിന സ്ട്രീം,ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್
ഏരിയൽ സർവേ,ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ
വായു വേഗത,ಗಾಳಿಯ ವೇಗ
എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ
എയറോഡൈനാമിക്,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ
എയറോഡൈനാമിക്സ്,ವಾಯುಬಲವಿಜ್ಞಾನ
എയറോനോട്ടിക്കൽ,ಏರೋನಾಟಿಕಲ್
എയറോനോട്ടിക്സ്,ಏರೋನಾಟಿಕ್ಸ್
എയർ പൾസ്,ಗಾಳಿಯ ನಾಡಿ
"അന്തരീക്ഷം, വാതകമണ്ഡലം","ವಾತಾವರಣ, ಅನಿಲಗೋಳ"
ഫോക്കസ് സിസ്റ്റം,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
തിരികെ ജ്വലനം,ಹಿಂಭಾಗದ ದಹನ
ബാക്ക് ലൈറ്റ്,ಹಿಂಬದಿ ಬೆಳಕು
ഞെട്ടൽ,ಕನ್ಕ್ಯುಶನ್
"പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക","ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ"
സമയം ബാധിച്ചു,ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ
"വാർദ്ധക്യം, വാർദ്ധക്യം","ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ"
സമയ പ്രഭാവം,ಸಮಯದ ಪರಿಣಾಮ
സമയ ഫല പരിശോധന,ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
ഗുരുത്വാകർഷണമില്ലാത്ത,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ
അനുരഞ്ജനം,ಸಮನ್ವಯ
"വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ","ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್"
"ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം","ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ"
എയർ റെസ്പിറേറ്റർ,ವಾಯು ಉಸಿರಾಟಕಾರಕ
എയർ കണ്ടീഷനിംഗ്,ಹವಾನಿಯಂತ್ರಣ
എയർക്രൂ ട്രാൻസ്ഫോർമർ,ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
വിമാനം,ವಿಮಾನ
വിന്യാസം,ಜೋಡಣೆ
വിന്യാസ പിശക്,ಜೋಡಣೆ ದೋಷ
ലൈവ് സർക്യൂട്ട്,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
മുഴുവൻ ഗ്ലാസ് ട്യൂബ്,ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ
മുഴുവൻ മെറ്റൽ ട്യൂബ്,ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ
പരിഹരിക്കാൻ,ಸರಿಪಡಿಸಲು
"മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)","ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)"
മിശ്രത്വൻ,ಮಿಶ್ರತ್ವಾನ್
സർവ്വവ്യാപിയായ മാധ്യമം,ಸರ್ವತ್ರ ಮಾಧ್ಯಮ
ഓമ്‌നി ആന്റിന,ಓಮ್ನಿ ಆಂಟೆನಾ
പഞ്ചഭൂതം,ಪಂಚಾಂಗ
ആൽഫ,ಆಲ್ಫಾ
ആൽഫ പ്രവർത്തനം,ಆಲ್ಫಾ ಚಟುವಟಿಕೆ
ആൽഫാന്യൂമെറിക്,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
ആൽഫാ റേ,ಆಲ್ಫಾ ಕಿರಣ
മാറ്റുക,ಬದಲಾವಣೆ
"ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്","ಪರ್ಯಾಯ, ಪರ್ಯಾಯ"
ആൾട്ടർനേറ്റർ,ಆವರ್ತಕ
ആൾട്ടിമീറ്റർ,ಅಲ್ಟಿಮೀಟರ್
ആൾട്ടിമീറ്റർ,ಅಲ್ಟಿಮೀಟರ್
ആൾട്ടിമെട്രി,ಆಲ್ಟೈಮೆಟ್ರಿ
"ഉയരം, ഉയരം, ഉയരം, ഉയരം","ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ"
അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU),ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU)
ഒരു ഭരണം,ಅಮೇಟ್ ನಿಯಮ
പരിസ്ഥിതി,ಪರಿಸರ
അമ്ക്രോൺ,ಅಮಿಕ್ರಾನ್
അമ്മീറ്റർ,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ
ആമ്പിയർ,ಆಂಪಿಯರ್
ആമ്പിയർ നിയമം,ಆಂಪಿಯರ್-ಕಾನೂನು
ഉഭയജീവി അയോൺ,ಉಭಯಚರ ಅಯಾನು
ആംപ്ലിഫിക്കേഷൻ,ವರ್ಧನೆ
ആംപ്ലിഫയർ,ಆಂಪ್ಲಿಫಯರ್
"ആംഗിൾ, അളവ്","ಕೋನ, ಆಯಾಮ"
എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്),ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ)
അനുയോജ്യം,ಹೊಂದಬಲ್ಲ
സാമ്യം,ಸಾದೃಶ್ಯ
അനലിസ്റ്റ്,ವಿಶ್ಲೇಷಕ
വിശകലനം,ವಿಶ್ಲೇಷಣೆ
വിശകലനാത്മകമായ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ
നോൺ-പോയിന്റ്,ಪಾಯಿಂಟ್ ಅಲ್ಲದ
അസാധാരണമായ,ಅಸಂಗತ
വാതിലും,ಮತ್ತು ಬಾಗಿಲು
നോൺ-അക്കോസ്റ്റിക്,ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ
അസാധാരണമായ ഇലാസ്തികത,ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ജലരഹിതമായ,ಜಲರಹಿತ
കോൺ,ಕೋನ
angstrom യൂണിറ്റ്,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
കോണിക,ಕೋನೀಯ
പ്രൊട്രാക്ടർ വെർനിയർ,ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್
തർക്കരഹിതമായ,ವಿವಾದಾತೀತ
ബഹുമാനമില്ലാത്ത,ಗೌರವವಿಲ್ಲದ
അക്രോമാറ്റിക് കാന്തികവൽക്കരണം,ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ
മന്ദത,ಆಲಸ್ಯ
അയോൺ,ಅಯಾನ್
അസമമായ,ಅಸಮ್ಮಿತ
ഐസോട്രോപിക്,ಐಸೊಟ್ರೊಪಿಕ್
ഐസോട്രോപിസം,ಐಸೊಟ್ರೋಪಿಸಮ್
ഇല്ലാതാക്കൽ,ಅಳಿಸುವಿಕೆ
ഗൂഢാലോചനക്കാർ,ನಿರೂಪಕ
ആനോഡ്,ಆನೋಡ್
ആനോഡൈസേഷൻ,ಆನೋಡೈಸೇಶನ್
പൊരുത്തമില്ലാത്ത,ಅಸಮಂಜಸ
ഒപ്റ്റിക്കൽ സിസ്റ്റം,ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್
ആന്റിന,ಆಂಟೆನಾ
ആന്റിബെറിയോൺ,ಆಂಟಿಬೆರಿಯನ್
ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്,ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ
കൌണ്ടർ ബോണ്ട്,ಕೌಂಟರ್ ಬಾಂಡ್
റിവേഴ്സ് പവർ,ಹಿಮ್ಮುಖ ಶಕ್ತಿ
ഡയമാഗ്നറ്റിക്,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್
ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്,ವಿರೋಧಿ ಉರಿಯೂತ
ആന്റിഗ്രാവിറ്റി,ಗುರುತ್ವ ವಿರೋಧಿ
ആന്റിലാംഡ കണിക,antilamda ಕಣ
അല്ലെലെപ്റ്റൺ,ಅಲೆಲೆಪ್ಟನ್
ഡയമാഗ്നറ്റിക്,ಕಾಂತೀಯ
പ്രതിദ്രവ്യം,ಆಂಟಿಮಾಟರ್
വിരുദ്ധ മിസൈൽ,ವಿರೋಧಿ ಕ್ಷಿಪಣಿ
ആന്റിന്യൂട്രോൺ,ಆಂಟಿನ್ಯೂಟ್ರಾನ್
സ്പന്ദിക്കുന്ന,ಮಿಡಿಯುತ್ತಿದೆ
ആന്റി ന്യൂക്ലിയോൺ,ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್
ആന്റിപാർട്ടിക്കിൾ,ಪ್ರತಿಕಣ
ആന്റിപ്രോട്ടോൺ,ಆಂಟಿಪ್ರೋಟಾನ್
ആന്റി റിഫ്ലെക്റ്റീവ്,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ
ആന്റിസിമെട്രിക്,ಆಂಟಿಸಮ್ಮಿತೀಯ
ആവർത്തിക്കാത്ത,ಮರುಕಳಿಸುವುದಿಲ್ಲ
അനാക്രോണിസം,ಅನಾಕ್ರೊನಿಸಮ್
സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്,ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್
ദ്വാരക്,ದ್ವಾರಕ್
"മുകളിൽ, മുകളിൽ, മുൻഭാഗം","ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ"
"സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ","ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್"
ഉദാസീനമായ ലേസ്,ನಿರಾಸಕ್ತಿ ಲೇಸ್
ദയനീയമല്ലാത്ത,ಕರುಣಾಜನಕವಲ್ಲದ
വൈകല്യമില്ലാത്തത്,ಅಂಗವೈಕಲ್ಯವಲ್ಲದ
വളരെ അക്രോമാറ്റിക്,ಬಹಳ ವರ್ಣರಹಿತ
"ഭൂമി-ഉയരം, അപ്പോജി","ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ"
"ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള","ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ"
പരധ്രുവത്വം,ಪರಧ್ರುವೀಯತೆ
ഉപകരണം,ಸಾಧನ
"വെർച്വൽ, വിഷ്വൽ","ವಾಸ್ತವ, ದೃಶ್ಯ"
ദൃശ്യ സൂര്യൻ,ಗೋಚರ ಸೂರ್ಯ
ദൃശ്യ സമയം,ದೃಶ್ಯ ಸಮಯ
ഉയർന്നുവരുന്ന രൂപം,ಹೊರಹೊಮ್ಮುವ ನೋಟ
അപേക്ഷ,ಅಪ್ಲಿಕೇಶನ್
പ്രയോഗക്ഷമത,ಅನ್ವಯಿಸುವಿಕೆ
അപേക്ഷിച്ചു,ಅನ್ವಯಿಸಲಾಗಿದೆ
നിരീക്ഷിക്കാവുന്നതാണ്,ಗಮನಿಸಬಹುದಾದ
സമീപനം,ಅನುಸಂಧಾನ
"അടുത്ത്, ഏകദേശം","ಹತ್ತಿರ, ಸುಮಾರು"
ഏകദേശ കണക്ക്,ಅಂದಾಜು
നീരാവി മർദ്ദം,ಆವಿಯ ಒತ್ತಡ
സ്വമേധയാ,ಸ್ವಯಂಪ್ರೇರಿತ
"ആർക്ക് ചൂള, ആർക്ക് ചൂള","ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್"
ആർക്കിമിഡീസിന്റെ നിയമം,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം,ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್
ആർക്ക് ലാമ്പ്,ಆರ್ಕ್ ದೀಪ
ആർക്ക്-സ്പെക്ട്രം,ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್
"പ്രദേശം, പ്രദേശം","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
"പ്രാദേശിക, പ്രാദേശിക","ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ"
"ഭുജം, ഭുജം, ശാഖ","ತೋಳು, ತೋಳು, ಶಾಖೆ"
അമച്വർ,ಹವ್ಯಾಸಿ
"അറേ, അറേ","ವ್ಯೂಹ, ವ್ಯೂಹ"
റിസീവർ,ರಿಸೀವರ್
ഉച്ചാരണ വ്യക്തത,ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ
സിന്തറ്റിക്,ಸಂಶ್ಲೇಷಿತ
കൃത്രിമ പരിവർത്തനം,ಕೃತಕ ರೂಪಾಂತರ
ആരോഹണം,ಆರೋಹಣ
കയറ്റം,ಆರೋಹಣ
കയറുന്നു,ಹತ್ತುವುದು
അഗോലി,ಆಗೋಲಿ
സമാഹരണം,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
കൂട്ടം,ಜೊತೆ
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
"അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
കൃത്യമായ കണക്കുകൂട്ടൽ,ನಿಖರವಾದ ಅಂದಾಜು
വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು
"ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത","ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ"
സ്വരാക്ഷര ശബ്ദം,ಸ್ವರ ಧ್ವನಿ
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ആസ്തെനിക്,ಅಸ್ತೇನಿಕ್
"വിട്ടുനിൽക്കൽ, astigmatism","ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್"
ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്,ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
ജ്യോതിശാസ്ത്രം,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
ബഹിരാകാശ സഞ്ചാരി,ಗಗನಯಾತ್ರಿ
ജ്യോതിശാസ്ത്രജ്ഞൻ,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
സ്വർഗ്ഗീയ,ಆಕಾಶ
ജ്യോതിശാസ്ത്രം,ಖಗೋಳಶಾಸ್ತ್ರ
ജ്യോതിശാസ്ത്രം,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
അസമമായ,ಅಸಮ್ಮಿತ
അസിംപ്റ്റോട്ടിക്,ಲಕ್ಷಣರಹಿತ
വഷളാക്കുന്നു,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
അസമന്വിത,ಅಸಮಕಾಲಿಕ
"അന്തരീക്ഷം, അന്തരീക്ഷം","ವಾತಾವರಣ, ವಾತಾವರಣ"
അന്തരീക്ഷം,ವಾತಾವರಣದ
കാറ്റ് പ്രക്ഷുബ്ധത,ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ
ആണവ,ಪರಮಾಣು
ആറ്റോമിക,ಪರಮಾಣು
ആറ്റോമിസിറ്റി,ಪರಮಾಣುತ್ವ
ആണവ പിണ്ഡം,ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ
ആറ്റോമിക നമ്പർ,ಪರಮಾಣು ಸಂಖ್ಯೆ
"ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ","ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ"
ആറ്റോമിക,ಪರಮಾಣು
കണം,ಕಣ
കണം,ಕಣ
ശോഷണം,ಕ್ಷೀಣತೆ
"ശോഷണം, ശോഷണം","ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು"
ചാം,ಮೋಡಿ
ആകർഷണ ശക്തി,ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ
ശ്രവണക്ഷമത,ಶ್ರವ್ಯತೆ
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
കേൾക്കാവുന്ന,ಶ್ರವ್ಯ
ഓഡിയോ ജനറേറ്റർ,ಆಡಿಯೋ ಜನರೇಟರ್
ഓഡിബിലിറ്റി ഗ്രാഫ്,ಶ್ರವಣ ಗ್ರಾಫ್
കേൾവി ശാസ്ത്രം,ಶ್ರವಣ ವಿಜ್ಞಾನ
ഓഡിയോമീറ്റർ,ಆಡಿಯೋಮೀಟರ್
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ,ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ
ശബ്ദ സിഗ്നൽ,ಧ್ವನಿ ಸಂಕೇತ
ദൃശ്യ-ശ്രാവ്യ,ಶ್ರವ್ಯ-ದೃಶ್ಯ
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം","ಸಭಾಂಗಣ, ಸಭಾಂಗಣ"
OZ പ്രഭാവം,OZ ಪರಿಣಾಮ
പ്രമോഷൻ,ಪ್ರಚಾರ
എൻഹാൻസർ,ವರ್ಧಕ
ധ്രുവജ്വാല,ಧ್ರುವ ಜ್ವಾಲೆ
ദക്ഷിണ ധ്രുവജ്വാല,ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ
ഉത്തരധ്രുവ ജ്വാല,ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ
യാന്ത്രിക മുന്നറിയിപ്പ്,ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ
ഓട്ടോ പാരലലൈസർ,ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്","ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ"
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ","ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ"
"സഹായി, സഹകരണം, അധിക","ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ"
"അവദവ, അവലാഞ്ചി","ಅವದಾವ, ಅವಲಾಂಚೆ"
"അർത്ഥം, അർത്ഥം","ಅರ್ಥ, ಅರ್ಥ"
പരിവാരൻ,ಪರಿವಾರನ್
അച്ചുതണ്ട്,ಅಕ್ಷೀಯ
അച്ചുതണ്ട്,ಅಕ್ಷರೇಖೆ
അസിമുത്ത്,ಅಜಿಮುತ್
അസിമുത്ത്,ಅಜಿಮುತ್
