Assamese,Malayalam
যোগকৰণ গোট,സങ്കലന ഗ്രൂപ്പ്
যোগকৰণৰ বিপৰীত,വിപരീത വിപരീതം
যোগযোগ্যতা,കൂട്ടിച്ചേർക്കൽ
যোগযোগ্যতা,കൂട്ടിച്ചേർക്കൽ
সংলগ্নতা মেট্ৰিক্স,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
"কাষৰীয়া, কাষৰীয়া, কাষৰীয়া","തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള, തൊട്ടടുത്തുള്ള"
কাষৰীয়া কোণ,അടുത്തുള്ള കോൺ
কাষৰীয়া শিখৰ,തൊട്ടടുത്തുള്ള ശീർഷകം
to associate,സഹകരിക്കാൻ
"সংযুক্ত আবৃত,",ഘടിപ്പിച്ച വലയം
সাধাৰণ নিৰ্ণায়ক,പൊതുവായ ഡിറ്റർമിനന്റ്
সংযুক্ত অৱভেদ্য সমীকৰণ,ഡിഫറൻഷ്യൽ സമവാക്യം ചേർത്തു
সংলগ্ন সমীকৰণ,ഘടിപ്പിച്ച സമവാക്യം
সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স,ഏകീകൃത മാട്രിക്സ്
মেট্ৰিক্স সহাৱস্থান,മാട്രിക്സ് കോവേരിയൻസ്
সহসমঞ্জস্যপূৰ্ণ মেট্ৰিক্স,ഏകീകൃത മാട്രിക്സ്
গ্ৰহণযোগ্য সিদ্ধান্ত কাৰ্য্য,സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം
গ্ৰহণযোগ্য অনুমান,സ്വീകാര്യമായ സിദ്ധാന്തം
বায়ুগতিবিদ্যা বল,എയറോഡൈനാമിക് ശക്തി
বায়ুগতিবিদ্যা,എയറോഡൈനാമിക്സ്
সমজাতীয় জ্যামিতি,ഏകതാനമായ ജ്യാമിതി
সমজাতীয় মেপিং,ഏകതാനമായ മാപ്പിംഗ്
সমজাতীয় ৰূপান্তৰ,ഏകതാനമായ പരിവർത്തനം
এগ্ৰিগেট ভেৰিয়েবল,മൊത്തം വേരിയബിൾ
"বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত","ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം"
"বীজযুক্ত বন্ধ, বীজযুক্ত","സീഡി അടഞ്ഞ, വിത്ത്"
বীজগণিতীয় সমীকৰণ,ബീജഗണിത സമവാക്യം
বীজগণিতীয় প্ৰকাশ,ബീജഗണിത പദപ്രയോഗം
বীজগণিতীয় একাকাৰীতা,ബീജഗണിത ഏകത
বীজগণিতীয় ফলন,ബീജഗണിത പ്രവർത്തനം
বীজগণিতীয় জ্যামিতি,ബീജഗണിത ജ്യാമിതി
বীজগণিতীয় বহুত্ব,ബീജഗണിത ബഹുത്വം
বীজগণিতীয় ব্যৱস্থা,ബീജഗണിത വ്യവസ്ഥ
সকলো-পূৰ্ণসংখ্যা সমস্যা,എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം
"নিযুক্তিৰ সমস্যা watt প্ৰশ্ন,",അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം
বৰ্ণানুক্ৰমিক সংকেত,അക്ഷരമാലാ ക്രമം
বৰ্ণানুক্ৰমিক আখৰ,അക്ഷരമാലാക്രമം
বিকল্প কোণ,ഇതര കോണുകൾ
"বিকল্প সমজাতীয় বিকল্প ৰূপ,",ഇതര ഏകതാനമായ ഇതര രൂപം
বিকল্প গোট,ഇതര ഗ്രൂപ്പ്
বিকল্প মেট্ৰিক্স,ഇതര മാട്രിക്സ്
বিকল্প শৃংখলা,ഇതര പരമ്പര
বিকল্প অনুমান,ഇതര സിദ്ധാന്തം
বিকল্প অনুকূল,ബദൽ ഒപ്റ്റിമം
বিকল্প ফলাফল,ഇതര ഫലം
এনালগ-ডিজিট ৰূপান্তৰক,അനലോഗ് അക്ക കൺവെർട്ടർ
"এনালগ কম্পিউটাৰ,",അനലോഗ് കമ്പ്യൂട്ടർ
বিশ্লেষণ,വിശകലനം
সহাৱস্থান বিশ্লেষণ,സഹവർത്തിത്വ വിശകലനം
গণনা-তথ্য বিশ্লেষণ,എണ്ണൽ-വിവര വിശകലനം
ভ্যাৰিয়েন্স বিশ্লেষণ,വ്യതിയാന വിശകലനം
বিশ্লেষণাত্মক জ্যামিতি,അനലിറ്റിക്കൽ ജ്യാമിതി
বিশ্লেষণাত্মক কাৰ্য্য,വിശകലന പ്രവർത്തനം
কোণ,കോൺ
স্পৰ্শক কোণ,ടാൻജന്റ് കോൺ
বিক্ষেপণ কোণ,വ്യതിചലന കോൺ
ডিপ্ৰেছন এংগেল,വിഷാദം ആംഗിൾ
বিচ্যুতি কোণ,വ്യതിയാനം കോൺ
বিবৰ্তন কোণ,ഡിഫ്രാക്ഷൻ ആംഗിൾ
উচ্চতা কোণ,എലവേഷൻ കോൺ
প্ৰাদুৰ্ভাৱৰ কোণ,സംഭവത്തിന്റെ കോൺ
প্ৰক্ষেপণৰ কোণ,പ്രൊജക്ഷൻ കോൺ
প্ৰতিফলনৰ কোণ,പ്രതിഫലനത്തിന്റെ കോൺ
বিবৰ্তনৰ কোণ,അപവർത്തന കോൺ
ঘূৰ্ণন কোণ,റൊട്ടേഷൻ കോൺ
প্ৰতিফলনৰ নিৰপেক্ষ কোণ,പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ
কৌণিক ত্বৰণ,കോണീയ ത്വരണം
কৌণিক বেগ,കോണീയ പ്രവേഗം
কৌণিক গতি,കോണീയ വേഗത
কৌণিক বেগ,കോണീയ പ്രവേഗം
ৰিং ফিংগাৰ,മോതിര വിരൽ
উত্তৰদিশ,ഉത്തരം
কাউণ্টাৰ ডেৰাইভেটিভ,കൌണ്ടർ ഡെറിവേറ്റീവ്
সমমিতি ফলন,ഐസോമെട്രിക് ഫംഗ്ഷൻ
"আবৃত, প্ৰযোজ্য, প্ৰযোজ্য","കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ"
"আবেদন আবেদন,",അപേക്ഷ അപേക്ഷ
ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
প্ৰয়োগ কৰা জ্যামিতি,പ്രയോഗിച്ച ജ്യാമിതി
প্ৰয়োগ কৰা গণিত,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
প্ৰয়োগ কৰা পৰিসংখ্যা,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
"আনুমানিক, আনুমানিক","ഏകദേശം, ഏകദേശം"
প্ৰায় অবিৰত ফলন,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
"মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি","മാക്രോ രീതി, ഏകദേശ രീതി"
আনুমানিক সমাধান,ഏകദേശ പരിഹാരം
আনুমানিক সমস্যা,ഏകദേശ പ്രശ്നം
আনুমানিক বৈশিষ্ট্য,ഏകദേശ സ്വത്ത്
যোগ্যতা পৰীক্ষা,അഭിരുചി പരീക്ഷ
আৰ্গন ডায়েগ্ৰাম,ആർഗോൺ ഡയഗ്രം
স্বেচ্ছামূলক,സ്വമേധയാ
"random, যাদৃচ্ছিক","ക്രമരഹിതമായ, ക്രമരഹിതമായ"
ইচ্ছাকৃত ধ্ৰুৱক,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
মুক্ত মৌল,സ്വതന്ത്ര ഘടകം
ইচ্ছাকৃত বিন্দু,ഏകപക്ഷീയമായ പോയിന്റ്
আৰ্কিমিডিছৰ নিয়ম,ആർക്കിമിഡീസിന്റെ നിയമം
আৰ্কিমিডিছৰ নিয়ম,ആർക്കിമിഡീസിന്റെ നിയമം
"চাপ-দৈৰ্ঘ্য, চাপ-দৈৰ্ঘ্য","കമാനം നീളം, കമാനം നീളം"
বৃত্ত চাপ,സർക്കിൾ ആർക്ക്
বিপৰীত চাইন বিতৰণ,വിപരീത സൈൻ വിതരണം
বিপৰীত চাইন ৰূপান্তৰ,വിപരീത സൈൻ പരിവർത്തനം
"এলেকা, এলেকা","പ്രദേശം, പ്രദേശം"
আঞ্চলিক সংৰূপ,പ്രാദേശിക കോൺഫിഗറേഷൻ
এটা জটিল সংখ্যাৰ কোণ,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ
গাণিতিক গড়,ഗണിത അർത്ഥം
ডিজিটেল অপাৰেচন,ഡിജിറ്റൽ പ്രവർത്തനം
ডিজিটেল ইউনিট,ഡിജിറ്റൽ യൂണിറ്റ്
"কনফিগাৰেচন, ব্যৱস্থা","കോൺഫിഗറേഷൻ, ക്രമീകരണം"
"এৰে, এৰে","അറേ, അറേ"
কৃত্ৰিম উপগ্ৰহ,കൃത്രിമ ഉപഗ്രഹം
কৃত্ৰিম চলক,കൃത്രിമ വേരിയബിൾ
বগাবলৈ,കയറാൻ
আৰোহী,ആരോഹണം
মাত্ৰাৰ আৰোহী ক্ৰম,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
আৰোহী গ্ৰেড,ആരോഹണ ഗ്രേഡ്
এছেম্বলাৰ ভাষা,അസംബ്ലർ ഭാഷ
"নিযুক্তি সমস্যা নিযুক্তি প্ৰশ্ন,",അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം
সহযোগী নিয়ম,സഹകാരി നിയമം
অপাৰেটৰৰ এছ&#39;চিয়েটিভ নিয়ম,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
এছ&#39;চিয়েটিভ অপাৰেচন,അനുബന്ധ പ്രവർത്തനം
সংগীত্ব,കൂട്ടുകെട്ട്
ধৰি লোৱা গড়,അർത്ഥമാക്കുന്നത്
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
"কল্পনা কৰা, স্বীকাৰ কৰা,","സങ്കല്പിച്ചു, സമ്മതിച്ചു"
জ্যোতিষ বিজ্ঞান,ജ്യോതിഷം
"মহাকাশ অভিযন্তা মহাকাশ অভিযন্তা,",ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ
জ্যোতিৰ্বিজ্ঞানী*,ജ്യോതിശാസ്ത്രജ്ഞൻ*
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,ജ്യോതിശാസ്ത്ര ഘടികാരം
জ্যোতিৰ্বিজ্ঞান,ജ്യോതിശാസ്ത്രം
অসমতাপূৰ্ণ বক্ৰ,അസമമായ വക്രം
বিষমতা,അസമമിതി
এছিম্পটটিক,അസിംപ്റ്റോട്ടിക്
গুৰুতৰ কৰি তোলা,വഷളാക്കുന്നു
প্ৰগতিশীল অনুমানক,പുരോഗമന എസ്റ്റിമേറ്റർ
ৰেট্ৰ&#39;গ্ৰেড পক্ষপাতমূলক অনুমানক,റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ
ৰেট্ৰ&#39;গ্ৰেড আচৰণ,പിന്തിരിപ്പൻ പെരുമാറ്റം
আক্ৰমণাত্মক বিতৰণ ফলন,ആക്രമണാത്മക വിതരണ പ്രവർത്തനം
ওপৰলৈ বিয়পি পৰা,മുകളിലേക്ക് വ്യാപിച്ചു
বায়ুমণ্ডলীয় চাপ,അന്തരീക്ഷമർദ്ദം
"যাদৃচ্ছিকভাৱে,",ക്രമരഹിതമായി
গুণ*,സ്വത്ത്*
বৈশিষ্ট্য-নমুনা-ব্যৱস্থা,ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം
বৰ্ধিত মেট্ৰিক্স,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
স্ব-সম্বন্ধ সহগ,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
স্বয়ংসম্বন্ধ কাৰ্য্য,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
সহাৱস্থান,സഹവർത്തിത്വം
স্বয়ংক্ৰিয় কম্পিউটাৰ,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
অটোৰিগ্ৰেছন,സ്വയം റിഗ്രഷൻ
সহায়ক সমীকৰণ,സഹായ സമവാക്യം
গড় নমুনা সংখ্যা বক্ৰ (MPC বক্ৰ),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്)
"স্বতন্ত্ৰ, স্বতন্ত্ৰ","സിദ്ധാന്തം, സിദ്ധാന്തം"
স্বতন্ত্ৰ পদ্ধতি,axiom സമീപനം
সম্ভাৱনা স্বতন্ত্ৰতা,സംഭാവ്യത സിദ്ധാന്തം
অক্ষ,അച്ചുതണ്ട്
ভূজাক্ষ,ഭുജാക്ഷ
পৃথিৱীৰ অক্ষ,ഭൂമിയുടെ അച്ചുതണ്ട്
ঘূৰ্ণন অক্ষ,ഭ്രമണ അക്ഷം
ঘূৰ্ণন অক্ষ,ഭ്രമണ അക്ഷം
স্পিন অক্ষ,സ്പിൻ അക്ഷം
পোষ্ট সলনি কৰা,പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ
পাছত,പിന്നീട്
পিছলৈ সন্নিৱিষ্ট কৰা সূত্ৰ,തിരികെ ചേർക്കൽ സൂത്രവാക്യം
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
সুষম ডিজাইন,സമതുലിതമായ ഡിസൈൻ
বেলেন্স শ্বীট,ബാലൻസ് ഷീറ്റ്
মিছাইল,മിസൈൽ
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","ബാലിസ്റ്റിക്സ്, ആയുധം"
"স্তম্ভ, ৰড, কব, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত","നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്"
"ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি","അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം"
ভিত্তি কোণ,അടിസ്ഥാന കോൺ
"লগাৰিদমৰ ভিত্তি, লগাৰিদমৰ ভিত্তি","ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം"
"মূল, মৌলিক,","അടിസ്ഥാന, അടിസ്ഥാന"
ভিত্তি সুসংহত সমাধান,അടിസ്ഥാന യോജിച്ച പരിഹാരം
ভিত্তি দ্ৰৱণ,അടിസ്ഥാന പരിഹാരം
ভিত্তি চলক,അടിസ്ഥാന വേരിയബിൾ
ভেঁটি,അടിസ്ഥാനം
ভিত্তি উপাদান,അടിസ്ഥാന ഘടകം
ভিত্তি মেট্ৰিক্স,അടിസ്ഥാന മാട്രിക്സ്
ভেক্টৰ স্থানৰ ভিত্তি,വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
উপজনসংখ্যাৰ ভিত্তিত,ഉപജനസംഖ്യാ അടിസ്ഥാനം
অসাধু,സത്യസന്ധമല്ലാത്ത
bez-নিয়ম,ബെസ്-റൂൾ
bez- উপপাদ্য,bez-theorem
bernoulli-বিতৰণ,ബെർണൂലി-വിതരണം
বাৰ্নৌলিৰ সংখ্যা,ബെർണൂലി നമ്പറുകൾ
বাৰ্নৌলি সম্ভাৱনা ফলন,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
বাৰ্নৌলি-সমীকৰণ,ബെർണൂലി-സമവാക്യം
জামুৰ কাৰ্য্য,ബെറി ഫംഗ്ഷൻ
শ্ৰেষ্ঠ আঠাযুক্ততা,മികച്ച അഡീഷൻ
শ্ৰেষ্ঠ আঠাযুক্ত ৰেখা,മികച്ച അഡീഷൻ ലൈൻ
উত্তম সমাধান,മികച്ച പരിഹാരം
শ্ৰেষ্ঠ টিপছ,മികച്ച നുറുങ്ങുകൾ
বিটা বিতৰণ,ബീറ്റ വിതരണം
"bias, পক্ষপাতিত্ব","പക്ഷപാതം, പക്ഷപാതം"
পক্ষপাতমূলক মূল্যায়ন,പക്ഷപാതപരമായ വിലയിരുത്തൽ
দ্বিপদ সমীকৰণ,ദ്വിപദ സമവാക്യം
একক কভাৰ,ഒറ്റ കവർ
একক কভাৰ মেপ,ഒറ്റ കവർ മാപ്പ്
একক কভাৰ মেপিং,ഒറ്റ കവർ മാപ്പിംഗ്
দ্বিঘাত দ্বিঘাত,ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്
দ্বিৰৈখিক ফলন,ബിലീനിയർ ഫംഗ്ഷൻ
দ্বিৰৈখিক হাৰ্মিটিয়ান সমতা,ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി
"দ্বি-চলক, বাইনাৰী, দ্বৈত","ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
"বাইনাৰী ক&#39;ড কৰা দশমিক, বাইনাৰী ক&#39;ড কৰা দশমিক","ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം"
বাইনাৰী এনকোডিং,ബൈനറി എൻകോഡിംഗ്
বাইনাৰী কম্পিউটাৰ,ബൈനറി കമ്പ്യൂട്ടർ
বাইনাৰী সংখ্যা,ബൈനറി അക്കങ്ങൾ
বাইনাৰী অপাৰেচন,ബൈനറി പ്രവർത്തനം
বাইনাৰী পদ্ধতি,ബൈനറി രീതി
বাইনাৰী চলক,ബൈനറി വേരിയബിൾ
দ্বিপদ সহগ,ദ്വിപദ ഗുണകം
দ্বিপদ বিতৰণ,ദ്വിപദ വിതരണം
দ্বিপদ সমীকৰণ,ദ്വിപദ സമവാക്യം
দ্বিপদ ভ্যাৰিয়েন্স,ദ്വിപദ വ്യത്യാസം
দ্বিপদ অভিব্যক্তি,ദ്വിപദ പദപ്രയോഗം
দ্বিপদ ৰেণ্ডম চলক,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
দ্বিপদ উপপাদ্য,ദ്വിപദ സിദ്ധാന്തം
"আধা, bifurcation","പകുതി, വിഭജനം"
"bisect পদ্ধতি, অৰ্ধবিভাজন পদ্ধতি","വിഭജന രീതി, സെമിഡിവിഷൻ രീതി"
হাফ বাইছেক্টৰ,പകുതി ദ്വിമുഖം
"দ্বিপদ, দ্বৈত","ദ്വിപദം, ദ്വിമുഖം"
"ড্ৱায়াংক (বাইনাৰী সংখ্যা), অনি, বাৰ্মিজ, টুক","ഡ്വയങ്ക് (ബൈനറി സംഖ്യ), ആനി, ബർമീസ്, തുക്"
দ্বিপদ দ্বিপদ বিতৰণ দ্বিপদ,ദ്വിപദ ദ്വിപദ വിതരണം ദ്വിപദം
দ্বিচলকীয় সম্পৰ্ক সহগ,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
দ্বিচলকীয় বিতৰণ,ദ്വിവിധ വിതരണം
দ্বিচলকীয় স্বাভাৱিক-বিতৰণ,bivariate സാധാരണ-വിതരണം
বাইভেক্টৰ,ബിവെക്ടർ
বোল্টমেন সমীকৰণ,ബോൾട്ട്മാൻ സമവാക്യം
বুলিয়ান বীজগণিত*,ബൂളിയൻ ബീജഗണിതം*
বস-আইনষ্টাইন পৰিসংখ্যা,ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
সীমাবদ্ধতা নিষেধাজ্ঞা,പരിമിതി നിയന്ത്രണങ്ങൾ
সীমা স্তৰ,അതിർത്തി നില
সীমাৰেখা,അതിർത്തി രേഖ
সীমা মূল্য,പരിധി മൂല്യം
সীমা মূল্যৰ সমস্যা,അതിർത്തി മൂല്യ പ്രശ്നം
"সীমাবদ্ধ ফলন সীমাবদ্ধ ফল,",പരിമിതമായ പ്രവർത്തനം പരിമിതമായ ഫലം
"সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ মেট্ৰিক্স, সীমাবদ্ধ টেবুল,","ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് ടേബിൾ"
"সীমাবদ্ধ ভূখণ্ড সীমাবদ্ধ ভূখণ্ড,",അതിർത്തി പ്രദേശം അതിർത്തി പ്രദേശം
"সীমাবদ্ধ ছেট সীমাবদ্ধ গোট,",ബൗണ്ടഡ് സെറ്റ് ബൗണ്ടഡ് സെറ്റ്
ব্ৰাউনি গতি,ബ്രൗണി ചലനം
গণনা কৰা,കണക്കാക്കാൻ
গণনা কৰা,കണക്കുകൂട്ടല്
"কেলকুলেটৰ, কেলকুলেটৰ","കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ"
গণনা*,കണക്കുകൂട്ടല്*
গণনামূলক ক্ৰিয়া পদ্ধতি,കമ്പ്യൂട്ടേഷണൽ പ്രവർത്തന രീതി
"কেলকুলেটৰ, কেলকুলেটৰ","കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ"
"কেলকুলাছ, কেলকুলাছ","കാൽക്കുലസ്, കാൽക്കുലസ്"
ভ্যাৰিয়েন্স কেলকুলাছ,വേരിയൻസ് കാൽക്കുലസ്
কেলৰি,കലോറികൾ
বাতিল নিয়ম,ഭരണം റദ്ദാക്കുക
কেননিক সমীকৰণ,കാനോനിക്കൽ സമവാക്യം
কেননিক ৰূপ,കാനോനിക്കൽ രൂപം
"কেননিক মেট্ৰিক্স, কে কেননিক মেট্ৰিক্স","കാനോനിക്കൽ മാട്രിക്സ്, കെ കാനോനിക്കൽ മാട്രിക്സ്"
কেন্টৰ ছেট,കാന്റർ സെറ്റ്
cantor ত্ৰিকোণীয় ছেট,കാന്റർ ത്രികോണ സെറ്റ്
বাধ্যতামূলক পৰিবহণ সমস্যা,പരിമിതമായ ഗതാഗത പ്രശ്നം
সক্ষমতা,കഴിവ്
কেপিলাৰী বল,കാപ്പിലറി ബലം
"গণনা সংখ্যা, কাৰ্ডিনেল সংখ্যা","എണ്ണം നമ്പർ, കാർഡിനൽ നമ്പർ"
কাৰ্টেচিয়ান অক্ষ,കാർട്ടിസിയൻ അക്ഷം
কাৰ্টেছিয়ান স্থানাংক,കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ
কাৰ্টেছিয়ান উৎপাদন,കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
সমষ্টিৰ কাৰ্টেছিয়ান গুণন,സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഗുണനം
"কেছ ষ্টডি, কেছ ষ্টডি","കേസ് പഠനം, കേസ് പഠനം"
দুৰ্যোগপূৰ্ণ ভাষণ,ആപത്കരമായ പ്രസംഗം
catinary,കാറ്ററി
কাউচি বিতৰণ,കോച്ചി വിതരണം
কৌশীৰ সূত্ৰ,കൗശിയുടെ സൂത്രം
কৌশী-গুৰ্ষ-উপাপাদ্য,കൗശി-ഗുർസാ സിദ്ധാന്തം
কৌছি-ৰাইমান-বান,കൗശി-റീമാൻ-ബാൻ
ক&#39;চি ক্ৰম,Cauchy ക്രമം
কৌশি অবিচ্ছেদ্য,കൗശി അവിഭാജ്യ
কৌশী মূল-মূল্য,കൗശി പ്രധാന മൂല്യം
ক’চি ৰেমেইণ্ডাৰ উপপাদ্য,കൗച്ചി ശേഷിക്കുന്ന സിദ്ധാന്തം
কেলে-হেমিল্টন-উপাপাদ্য,കാൾ-ഹാമിൽട്ടൺ-സിദ്ധാന്തം
আকাশী দেহ,ആകാശ ശരീരം
জ্যোতিৰ্বিজ্ঞানৰ জোখ-মাখ,ജ്യോതിശാസ്ത്രപരമായ അളവ്
আকাশী যান্ত্ৰিকতা,ആകാശ മെക്കാനിക്സ്
আকাশী দেহ,ആകാശ ശരീരം
কোষ কম্পাঙ্ক,സെൽ ആവൃത്തി
"লোকপিয়ল, লোকপিয়ল","സെൻസസ്, സെൻസസ്"
শতাংশ,ശതമാനം
চেন্টিমিটাৰ,സെന്റീമീറ്റർ
চেণ্টিমিটাৰ-গ্ৰাম-ছেকেণ্ড পদ্ধতি,സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി
