Tamil,Hindi
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","किरणपुंज ऐन्टेना, बीम ऐन्टेना"
பீம் டிடெக்டர்,किरणपुंज खोजी
பீம் சக்தி குழாய்,किरणपुंज शक्ति नली
பீம் மாறுதல் முனைகள்,किरणपुंज स्विचन नलिका
கற்றை விரிவாக்கம்,किरणपुंज विस्तार
துடிப்பு அதிர்வெண்,विस्पंद आवृत्ति
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,विस्पन्द-आवृत्ति दोलक
துடிப்பு ஆஸிலேட்டர்,विस्पंद दोलक
மணி,बेल
வளைக்கும் இழப்பு,बंकन हानि
பெசல் வடிகட்டி,बेसेल फिल्टर
பீட்டா,बीटा
b-h வளைவு,बी-एच वक्र
"சார்பு, சார்பு","अभिनति, बायस"
சார்பு மின்னோட்டம்,बायस धारा
சார்பு எதிர்ப்பு,बायस-प्रतिरोधक
இரட்டை ஆண்டெனா,द्विशंकु ऐन्टेना
இருதரப்பு சுமை மின்னோட்டம்,द्विदिशी लोड धारा
இருதரப்பு ஆண்டெனா,द्विदैशिक ऐन्टेना
இருதரப்பு ஒளி உமிழும் டையோடு,द्विदैशिक प्रकाश उत्सर्जक डायोड
இருதரப்பு தைரிஸ்டர்,द्विदिक् थाइरिस्टर
இரு FET தொழில்நுட்பம்,द्वि FET तकनीक
இரு புள்ளி மின்மாற்றி,द्विसूत्री ट्रांसफार्मर
இரட்டை இணைவு,द्विसूत्री आआवलन
இருதரப்பு சுற்று,द्विपार्श्विक परिपथ
பைனரி,द्विआधारी
பைனரி தொகை,द्विआधारी योग
பைனரி சுற்று,द्विआधारी परिपथ
பைனரி குறியிடப்பட்ட தசம,द्वि-आधारी कोडित दशमलव
பைனரி குறியிடப்பட்ட தசம அமைப்பு,द्वि-आधारी कोडित दशमलव प्रणाली
பைனரி இருமுனை மின்தேக்கி,द्विआधारी द्विपरिवर्तक संधारित्र
பைனரி கால்குலேட்டர்,द्विआधारी गणक
பைனரி கால்குலேட்டர்,द्विआधारी गणित्र
பைனரி குறிவிலக்கி,द्विआधारी कूट वाचक
பைனரி ஏணி,द्विआधारी सीढ़ी
பைனரி பாத்தோமீட்டர்,द्विआधारी पथमापी
இருமை நிலை,द्विआधारी अवस्था
பைனரி-தசம குறிவிலக்கி,द्विआधारी-दशमिक विकोडक
பைனரி சுமை,द्विआधारी भार
பைனரி வார்த்தைகள்,द्विआधारी शब्द
இருமுனை,द्विध्रुवी
இருமுனை மின்தேக்கி,द्विध्रुवी संधारित्र
இருமுனை சாதனம்,द्विध्रुवी युक्ति
இருமுனை மூல,द्विध्रुवी स्रोत
இருமுனை டிரான்சிஸ்டர்,द्विध्रुवी ट्राजिस्टर
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,द्विध्रुवी संधि ट्रांजिस्टर
இருபடி வடிகட்டி,द्विघाती फिल्टर
இரட்டை நிலை,द्विस्थितिक
இரண்டு-நிலை மல்டிவைபிரேட்டர்,द्विस्थितिक बहुकंपित्र
இருதரப்பு ரிலே,द्विस्थितिक रिले
இரண்டு கட்ட நிலை,द्विस्थितिक अवस्था
இரண்டு நிலை தூண்டுதல்,द्विस्थितिक ट्रिगर
பிட் பிழை,बिट त्रुटि
பிட் பிழை விகிதம்,बिट त्रुटि दर
பிட் பிழை,बिट त्रुटि
பிட்கல் பிழை,बिटकाल त्रुटि
குருட்டு பெட்டி,अंध पेटी
அமுக்கப்பட்ட துடிப்பு,समाच्छादी स्पंद
சுரப்பவர்,स्रावक
சுரக்கும் தடுப்பான்,स्रावी प्रतिरोधक
குருட்டுத்தன்மை,अंधगति
பிரிவு வரைபடம்,खंड आरेख
தடுப்பு மின்தடை,अवरूद्ध प्रतिबाधा
துண்டு பரிமாற்றம்,खंडक स्थानांतरण
இடைமறிக்கவும்,अवरोधन
மின்தடை மின்தேக்கி,अवरोधी संधारित्र
தடுப்பான் மின்தேக்கி,अवरोधी संधारित्र
தடுக்கும் ஆஸிலேட்டர்,अवरोधी दोलक
மின்தடை ஆஸிலேட்டர்,अवरोधी दोलक
மின்தடை மின்னழுத்தம்,अवरोधी वोल्टता
ஊதுபவர்,ब्लोवर
போட் வரைபடம்,बोडे आरेख
வோல்ட்ஸ்மேன் உறவு,वोल्ट्जमान संबंध
வோல்ட்ஸ்மேன் மாறிலி,वोल्ट्जमान स्थिंराक
பத்திரம்,बंध
பிணைக்கப்பட்ட திரிபு அளவு,आबद्ध विकृति प्रमापी
சுயமாக இயக்கப்படும் பெருக்கி,स्वोत्थानी प्रवर्धक
பூலியன் இயற்கணிதம்,बूलीय बीजगणित
பூலியன் சமன்பாடு,बूलीय समीकरण
துவக்க ஸ்ட்ராபன்,"बूट स्ट्रैपन, स्वोत्थान"
பூத்தின் அல்காரிதம்,बूथ्स आल्गोरिदम
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,बूटस्ट्रैप प्रसर्प परिपथ
bosscutts ஆட்சி,बॉसकर्ट्स नियम
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
"குதி, குதி","झंप, उछाल"
பிணைக்கப்பட்ட எலக்ட்ரான்,परिबद्ध इलेक्ट्रॉन
ப்ராக் பிரதிபலிப்பான்,ब्रैग परावर्तक
பின்னிப் பிணைந்த கம்பி,गुंफित तार
கிளை,शाखा
கிளைகள்,शाखन
பரிசோதனை குழு,प्रयोग पट्ट
எலும்பு முறிவு மண்டலம்,भंजन क्षेत्र
உடைக்கும் மின்னழுத்தம்,भंजन वोल्टता
முறிவு டையோடு,भंजन डायोड
எலும்பு முறிவு சரிசெய்தல்,भंजन संनिर्धारण
உடைக்கும் மின்னழுத்தம்,भंजन वोल्टता
பாலம்,सेतु
பாலம் திருத்தி,सेतु दिष्टकारी
பரந்த இசைக்குழு,विस्तृत बैंड
ஒலிபரப்பு இசைக்குழு,प्रसारण बैंड
நிழலிடா வரிசை,निरक्षीय व्यूह
ஒளிபரப்பு,प्रसारण
ஒளிபரப்பு ஆண்டெனா,प्रसारण ऐन्टेना
ஒளிபரப்பு ரிசீவர்,प्रसारण ग्राही
அதிர்வெண் ஒளிபரப்பு பெறுதல்,आवृत्ति प्रसारण अभिग्राही
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,प्रसारण प्रेषित्र
பூஸ்டர் ஆண்டெனா,बूस्टर ऐन्टेना
பஸ் ஆண்டெனா,बूस ऐन्टेना
தூரிகை மூழ்குதல்,ब्रश विसर्जन
குமிழ் மற்றும் வாயில்,बुदबूदु AND गेट
புட்புடு அல்லது கேட்,बुदबूदु OR गेट
குமிழி நினைவகம்,बुदबूदु स्मृति
மின்னழுத்தத்தை ஈடுசெய்யும்,प्रतिकारी वोल्टता
தாங்கல்,बफर
தாங்கல் பெருக்கி,बफर प्रवर्धक
தாங்கல் சுற்று,बफर परिपथ
தாங்கல் ஆபரேட்டர்,बफर परिचालक
தாங்கல் பதிவு,बफर पंजी
பல்பு,बल्व
மக்கள் தொகை விளைவு,समष्टि प्रभाव
மேக்ரோ குறைக்கடத்தி சாதனம்,समष्टि अर्धचालक युक्ति
கொத்து,गुच्छक
மூழ்கிய பரிமாற்றம்,निमज्जित विनिमय
மூழ்கிய அடுக்கு,निमज्जित परत
மூழ்கிய தொடர்பு,निमज्जित संपर्क
வெடிப்பு பெருக்கி,प्रस्फोट प्रवर्धक
குண்டு வெடிப்பு கவர்,प्रस्फोटी समाच्छादी
குண்டு வெடிப்பு,प्रस्फोट फायरन
வெடிப்பு கதவு பெருக்கி,प्रस्फोटी द्वार प्रवर्धक
வெடிப்பு முறை,प्रस्फोटी विधा
வெடிப்பு பிரிப்பான்,प्रस्फोटी पृथक्कारक
வெடிப்பு சமிக்ஞை,प्रस्फोटी संकेत
வெடிப்பு பிழை திருத்தி குறியீடு,प्रस्फोट त्रुटि संशोधक कोड
போதும்,बस
பஸ் பார்,बस बार
பேருந்து அமைப்பு,बस संगठन
பேருந்து தரநிலை,बस मानक
வெறும் கணம்,बस क्षणिक
வெண்ணெய் மதிப்பு வடிகட்டி,बटर वर्थ फिल्टर
bnc கம்பி,बीएनसी तार
BNC இணைப்பாளர்,बीएनसी जोड़क
வழியில்,"उपपथ, उपमार्ग"
பைபாஸ் மின்தேக்கி,उपमार्गी संधारित्र
பைட்,बाइट
வி இசைக்குழு,V बैंड
சி பேண்ட் ஆண்டெனா,C बैंड ऐन्टेना
கம்பி,तार
கம்பி வழித்தடம்,तार मार्ग निर्धारण
தந்தி தொலைக்காட்சி,तार टेलिविजन
கேச் நினைவகம்,कैश स्मृति
சிசிம் அதிர்வெண் தரநிலை,सिसिमय आवृत्ति मानक
கால்குலேட்டர்,परिकलित्र
அளவுத்திருத்தம்,अंशशोधन
அழைப்பு முகவரி,कॉल ऐड्रेस
கால்பிட் ஆஸிலேட்டர்,कॉलपिट दोलित्र
கேம் கார்டர்கள்,कैम कोर्डर
புகைப்பட கருவி,कैमरा
கேமரா குழாய்,कैमरा नली
குத்துவிளக்கு,केंडेला
மெழுகுவர்த்தி சக்தி,कैंडल शक्ति
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,कैन्टीलिवर विकृति प्रमापी
வைத்திருக்கும்,धारिता
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,धारिता रक्तचाप ट्रान्सड्यूसर
வைத்திருக்கும் விநியோகஸ்தர்,धारिता वितरक
ஒப்பந்தம் வைத்தல்,संधि धारिता
கொள்ளளவு அளவீடு,धारिता मापी
வைத்திருக்கும் சேகரிப்பான்,धारिता उद्ग्राही
கொள்ளளவு எதிர்வினை,धारिता प्रतिघात
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
மின்தேக்கி,संधारित्र
மின்தேக்கி வங்கி,संधारित्र बैंक
மின்தேக்கி வடிகட்டி,संधारित्र फिल्टर
மின்தேக்கி உள்ளீடு வடிகட்டி,संधारित्र निवेश फिल्टर
வின்ச் மோட்டார்,चर्खी मोटर
புல்லி சர்வோ உடல்,चर्खी सर्वो निकाय
சார்க்கி,चर्खी
பிடிப்பு,प्रग्रहण
பிடிப்பு பிரிவு,प्रग्रहण परिच्छेद
பிடிப்பு விளைவு,प्रग्रहण प्रभाव
கேரியர் இரைச்சல் விகிதம்,वाहक रव अनुपात
கார் வானொலி,कार रेडियो
கார்பன் மின்தடை,कार्बन प्रतिरोधक
கார்டு ரீடர்,कार्ड वाचक
இதய வரைபடம்,कार्डिऑड आरेख
வண்டி,कैरेज
வண்டி திரும்புதல்,कैरेज वापसी
கேரியர்,वाहक
கேரியர் தொடர்பு,वाहक संचार
கேரியர் செறிவு,वाहक संकेंद्रण
கேரியர் அதிர்வெண்,वाहक आवृत्ति
கேரியர் இனப்பெருக்கம்,वाहक जनन
கேரியர் நிலை,वाहक स्तर
கேரியர் வாழ்க்கை,वाहक आयुकाल
கேரியர் இயக்கம்,वाहक गतिशीलता
கேரியர் பெருக்கல்,वाहक गुणन
கேரியர் இரைச்சல் நிலை,वाहक रव स्तर
கேரியர் வரம்பு,वाहक परास
கேரியர் மீட்பு சுற்று,वाहक पुनर्प्राप्ति परिपथ
கேரியர் மறுசெருகல்,वाहक पुनर्निवेशन
கடத்தும் சிதறல்,वाहकीय प्रकीर्णन
கேரியர் அடக்குமுறை,वाहक संदमन
கேரியர் கூண்டு,वाहक पिंजरन
கேரியர் வேகம்,वाहक वेग
கை பிட்,हस्तगत बिट
கொடி நடைபெற்றது,हस्तगत ध्वज
"உடைமைப் பதிவு, உடைமைப் பதிவு","हस्तगत रजिस्टर, हस्तगत पंजी"
சிறிய ஜெனரேட்டர்,सुवाह्य जनित्र
கார்சன் சட்டம்,कार्सन-नियम
கெட்டி உருகி,कार्ट्रिज फ्यूज
கெட்டி நாடா,कार्ट्रिज टेप
கேரி ஃபாஸ்டர் பாலம்,कैरी फोस्टर सेतु
படி பெருக்கி,सोपानी प्रवर्धक
தரம்,सोपानन
அடுக்கு பெருக்கி,कैसकेड प्रवर्धक
"கேஸ்கோட் பெருக்கி, படி பெருக்கி","कैसकोड प्रवर्धक, सोपानी प्रवर्धक"
கேசட்,कैसेट
தூண்டுதல்,उत्प्रेरण
சிறைப்பிடிக்கப்பட்ட பூச்சு,प्रग्राही कोटर
கேத்தோடு,कैथोड
கேத்தோடு பின்வாங்கல்,कैथोड अनुगामी
காதோட் டிரெயிலிங் பெருக்கி,कैथोड अनुगामी प्रवर्धक
கேத்தோடு ஒளிர்வு,कैथोड संदीप्ति
கேத்தோடு பொருள்,कैथोड सामग्री
கேத்தோடு கதிர் அலைக்காட்டி,कैथोड किरण दोलनदर्शी
கேத்தோடு கதிர் குழாய்,कैथोड किरण नलिका
கேத்தோடு துகள் படிவு,कैथोड कण क्षेपण
கேத்தோடு ஒளிர்வு,कैथोड संदीप्ति
தேங்காய் வடிகட்டி,कौयर फिल्टर
கேவர் வடிகட்டி,कावेर फिल्टर
கோட்டார்,कोटर
ஆன்ட்ரல் கதிர்வீச்சு,कोटरीय विकिरण
cotter resonator,कोटर अनुनादी
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),फेट आवेश युग्मित युक्ति(सी सी डी)
சிடிரோம்,सी.डी.रोम
சிடி ரோம் டிரைவ்,सी. डी. रोम ड्राइव
செல் (பேட்டரி),सेल (बैटरी)
மைய வள உறுப்பு,केंद्रीय संसाधन तत्व
மத்திய வள அலகு,केंद्रीय संसाधन इकाई
மத்திய செயலி,केंद्रीय संसाधित्र
அர்த்தம்,मध्यमान
நடு அதிர்வெண்,मध्य आवृत्ति
நடுத்தர வெளியேற்ற மின்மாற்றி,मध्य निष्कासी ट्रांसफॉर्मर
"பீங்கான், களிமண்","सिरेमिक, मृत्तिका"
பீங்கான் நிரப்பு,सिरेमिक पूरक
பீங்கான் வடிகட்டி,सिरेमिक फिल्टर
பீங்கான் பொருள்,सिरेमिक पदार्थ
செராமிக் ரெசனேட்டர்,सिरेमिक अनुनादी
பீங்கான் ஒலி பெறுதல்,सिरेमिक ध्वनि उद्ग्राही
செரென்கோவ் கால்குலேட்டர்,सेरेन्कोव गणित्र
சர்மத்,सरमेट
சால்கோஜெனைடு,कैल्कोजेनाइड
கால்கோபைரைட்,कैल्कोपाइराइट
"சேனல், சேனல்","चैनल, वाहिका"
சேனல் பேண்ட் விரிவாக்கம்,चैनल बैंड विस्तार
சேனல் குறியாக்கி,चैनल कोडित्र
சேனல் அதிர்வெண்,चैनल आवृत्ति
சேனல் பாத்திரம்,चैनल वरित्र
சேனல் பிரிப்பு,चैनल पृथक्करण
சேனல் கோட்பாடு,चैनल सिद्धांत
எழுத்து ஜெனரேட்டர்,वर्ण जनित्र
பாத்திரம் அங்கீகாரம்,संप्रतीक पहचान
பண்பு மின்மறுப்பு,अभिलाक्षणिक प्रतिबाधा
சார்ஜ் கேரியர்,आवेश वाहक
கட்டணம் கட்டுப்பாட்டு அளவுரு,आवेश नियंत्रक प्राचल
சார்ஜ் இணைக்கப்பட்ட சாதனம்,आवेश युग्मित युक्ति
சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்,आवेश युग्मित यादृच्छिक अभिगम स्मृति
கட்டணம் அடர்த்தி,आवेश घनत्व
கட்டணம் செலுத்தும் ஊசி சாதனம்,आवेश अंतःक्षेपण युक्ति
கட்டணம் இழப்பு,आवेश हानि
கட்டணம் உந்தி,आवेश पंपन
சார்ஜ் உணர்திறன் பெருக்கி,आवेश संवेदी प्रवर्धक
கட்டணம் சேமிப்பு,आवेश संचयन
சார்ஜ் துகள்கள்,आवेशित कण
உணர்ச்சிமிக்க,आवेशक
சட்டகம்,ढाँचा
robyshev வடிகட்டி,रोबिशेव फिल्टर
மொத்தத்தை சரிபார்க்கவும்,जाँच योग
அதிர்வெண் சரிபார்க்கவும்,जाँच आवृत्ति
இரசாயன பிணைப்பு,रासायनिक आबंध
இரசாயன நீராவி படிவு,रासायनिक वाष्प निक्षेपण
குழந்தை பூட்டு வசதி,चाइल्ड लॉक सुविधा
குழந்தை சட்டம்,चाइल्ड का नियम
சிப்,चिप
சிப் செயல்படுத்தல்,चिप सक्रियन
மூச்சுத்திணறல்,चोक
இடைப்பட்ட,अन्तरायिक
இடைப்பட்ட பெருக்கி,अन्तरायिक प्रवर्धक
இடைப்பட்ட பெருக்கி,अन्तरायिक प्रवर्धक
இடைப்பட்ட முறை,अन्तरायिक विधा
குரோமா பெருக்கி,क्रोमा प्रवर्धक
குணாதிசய வரைபடம்,वर्णकता आरेख
நிறமி,वर्णकत्व
வட்ட வரைபடம்,वृत्त आरेख
சுற்று,परिपथ
சுற்று பகுப்பாய்வு,परिपथ विश्लेषण
சுற்று பிரிப்பான்,परिपथ विच्छेदक
சுற்று வரைபடம்,परिपथ आरेख
சுற்று குறியீடு,परिपथ संकेतन
சுற்று மாறுதல்,परिपथ स्विचन
வட்ட அலை பாதை,वृत्ताकार तरंग पथ
சுற்றும் நினைவகம்,परिसंचारक स्मृति
பிணைப்பு சுற்று,बंधन परिपथ
கைதட்டல் ஆஸிலேட்டர்,क्लैप दोलित्र
வகுப்பு A பெருக்கி,वर्ग ए प्रवर्धक
வகுப்பு A] B] C] D செயல்பாடுகள்,वर्ग A] B] C] D प्रचालन
வகுப்பு B பெருக்கி,वर्ग B प्रवर्धक
வகுப்பு C பெருக்கி,वर्ग C प्रवर्धक
வகுப்பு D பெருக்கி,वर्ग D प्रवर्धक
எஸ் வகுப்பு உடல்,S वर्ग निकाय
"வெளியேற்றம், சுத்தமான","निष्कासन, निर्मल"
வெட்டுதல்,कर्तन
வெட்டும் சுற்று,कर्तन परिपथ
காலட்,कालद
கடிகார அதிர்வெண்,कालद आवृत्ति
கடிகார துடிப்பு ஜெனரேட்டர்,कालद स्पंद जनित्र
காதல் ஆர்எஸ் ஃபிளிப் ஃப்ளாப்,कादल RS फ्लिप फ्लॉप
மூடிய சுற்று தொலைக்காட்சி,संवृत परिपथ टेलिविजन
மூடிய வளைய செயல்பாடு,संवृत पाश प्रचालन
மூடிய வளைய ஆதாயம்,संवृत पाश लब्धि
நிரப்பு உலோக செமிகண்டக்டர்,पूरक धात्वाक्साइड अर्धचालक
CMOS சாதனம்,CMOS युक्ति
