Punjabi,Marathi
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,विंडप्रूफ ट्रान्सफॉर्मर
ਜਹਾਜ਼,विमान
ਅਲਾਈਨਮੈਂਟ,संरेखन
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,संरेखन त्रुटी
ਲਾਈਵ ਸਰਕਟ,थेट सर्किट
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,पूर्ण काचेची ट्यूब
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,संपूर्ण धातूची नळी
ਠੀਕ ਕਰਨ ਲਈ,निराकरण
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
ਮਿਸ਼ਰਤਵਨ,मिश्रत्व
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,सर्वव्यापी माध्यम
ਓਮਨੀ ਐਂਟੀਨਾ,सर्व अँटेना
ਅਲਮੈਨਕ,पंचांग
ਅਲਫ਼ਾ,अल्फा
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,अल्फा क्रियाकलाप
ਅੱਖਰ ਅੰਕੀ,अल्फान्यूमेरिक
ਅਲਫ਼ਾ ਰੇ,अल्फा किरण
ਬਦਲੋ,बदला
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","पर्यायी, पर्यायी"
ਅਲਟਰਨੇਟਰ,अल्टरनेटर
ਅਲਟੀਮੀਟਰ,अल्टिमीटर
ਅਲਟੀਮੀਟਰ,अल्टिमीटर
ਅਲਟਾਈਮੇਟਰੀ,altimetry
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","उंची, उंची, उंची, उंची"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),अंकगणित तर्क युनिट (ALU)
amaget ਨਿਯਮ,amaget नियम
ਵਾਤਾਵਰਣ,वातावरण
amicron,amicron
ammeter,ammeter
ਐਂਪੀਅਰ,अँपिअर
ਐਂਪੀਅਰ-ਲਾਅ,अँपिअर-लॉ
amphibian ion,उभयचर आयन
ਵਾਧਾ,प्रवर्धन
ਐਂਪਲੀਫਾਇਰ,अॅम्प्लीफायर
"ਕੋਣ, ਮਾਪ","कोन, परिमाण"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),a एम. यू. (अणु वस्तुमान एकक)
ਅਨੁਕੂਲ,सुसंगत
ਸਮਾਨਤਾ,साधर्म्य
ਵਿਸ਼ਲੇਸ਼ਕ,विश्लेषक
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਵਿਸ਼ਲੇਸ਼ਣੀ,विश्लेषणात्मक
ਗੈਰ-ਪੁਆਇੰਟ,नॉन पॉइंट
ਅਸਧਾਰਨ,विसंगत
ਅਤੇ ਦਰਵਾਜ਼ਾ,आणि दरवाजा
ਗੈਰ-ਧੁਨੀ,गैर-ध्वनी
ਅਸਧਾਰਨ ਲਚਕਤਾ,विसंगत लवचिकता
ਨਿਹਾਈਡ੍ਰਸ,निर्जल
ਕੋਣ,कोन
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,अँग्स्ट्रोम युनिट
ਕੋਣੀ,टोकदार
protractor vernier,protractor vernier
ਵਿਵਾਦਪੂਰਨ,विवादास्पद
ਬੇਇੱਜ਼ਤੀ,अनादर
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,अक्रोमॅटिक चुंबकीकरण
ਢਿੱਲੀ,सुस्त
anion,anion
ਅਸਮਿਤ,असममित
ਆਈਸੋਟ੍ਰੋਪਿਕ,समस्थानिक
isotropism,isotropism
ਮਿਟਾਉਣਾ,हटवणे
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,कटकारस्थान
ਐਨੋਡ,एनोड
anodization,anodization
ਅਸੰਗਤ,विसंगत
ਆਪਟੀਕਲ ਸਿਸਟਮ,ऑप्टिकल प्रणाली
ਐਂਟੀਨਾ,अँटेना
ਐਂਟੀਬੇਰੀਅਨ,अँटीबेरियन
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,अँटी-बॉन्डिंग गुणधर्म
ਵਿਰੋਧੀ ਬਾਂਡ,काउंटर बाँड
ਉਲਟ ਸ਼ਕਤੀ,उलट शक्ती
ਡਾਇਮੈਗਨੈਟਿਕ,डायमॅग्नेटिक
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,डायमॅग्नेटिक सामग्री
ਸਾੜ ਵਿਰੋਧੀ,विरोधी दाहक
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,गुरुत्वाकर्षण
antilamda ਕਣ,antilamda कण
ਐਲੇਲੈਪਟਨ,ऍलेलेप्टन
ਡਾਇਮੈਗਨੈਟਿਕ,डायमॅग्नेटिक
ਐਂਟੀਮੈਟਰ,प्रतिपदार्थ
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,क्षेपणास्त्र विरोधी
antineutron,अँटीन्यूट्रॉन
pulsating,pulsating
antinucleon,अँटीन्यूक्लिओन
ਵਿਰੋਧੀ ਕਣ,प्रतिकण
ਐਂਟੀਪ੍ਰੋਟੋਨ,अँटीप्रोटॉन
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,परावर्तक
ਵਿਰੋਧੀ ਸਮਰੂਪ,विषमताविरोधी
ਗੈਰ-ਆਵਰਤੀ,आवर्ती नाही
anachronism,अनाक्रोनिझम
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,छिद्रित स्कॅनिंग डिस्क
ਦੁਆਰਕ,द्वारक
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","वर, वर, समोर"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","उच्च सूर्य, उच्च सूर्य"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,उदासीन लेस
ਗੈਰ ਤਰਸਯੋਗ,गैर-दयनीय
ਗੈਰ-ਅਯੋਗਤਾ,अपंगत्व नसणे
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,अतिशय वर्णवर्धक
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","जमीन-उंच, apogee"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","nonpolar, circumpolar"
parapolarity,parapolarity
ਡਿਵਾਈਸ,साधन
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","आभासी, दृश्य"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,दृश्यमान सूर्य
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,दृश्य वेळ
ਉਭਰਦੀ ਦਿੱਖ,उदयोन्मुख देखावा
ਐਪਲੀਕੇਸ਼ਨ,अर्ज
ਲਾਗੂ ਹੋਣ,लागू
ਲਾਗੂ ਕੀਤਾ,लागू
ਦੇਖਣਯੋਗ,निरीक्षण करण्यायोग्य
ਪਹੁੰਚ,दृष्टीकोन
"ਨੇੜੇ, ਲਗਭਗ","जवळ, अंदाजे"
ਲਗਭਗ,अंदाजे
ਭਾਫ਼ ਦਾ ਦਬਾਅ,बाष्प दाब
ਸਵੈ-ਇੱਛਤ,ऐच्छिक
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","चाप भट्टी, चाप भट्टी"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,आर्किमिडीजचा कायदा
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,आर्किटेक्चरल ध्वनीशास्त्र
ਚਾਪ ਲੈਂਪ,चाप दिवा
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,आर्क-स्पेक्ट्रम
"ਖੇਤਰ, ਖੇਤਰ","क्षेत्र, क्षेत्र"
"ਖੇਤਰੀ, ਖੇਤਰੀ","प्रादेशिक, प्रादेशिक"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","हात, हात, शाखा"
ਸ਼ੁਕੀਨ,हौशी
"ਐਰੇ, ਐਰੇ","अॅरे, अॅरे"
ਪ੍ਰਾਪਤਕਰਤਾ,प्राप्तकर्ता
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,उच्चार स्पष्टता
ਸਿੰਥੈਟਿਕ,सिंथेटिक
ਨਕਲੀ ਤਬਦੀਲੀ,कृत्रिम संक्रमण
ਚੜ੍ਹਦਾ,चढत्या
ਚੜ੍ਹਾਈ,आरोहण
ਚੜ੍ਹਨਾ,चढणे
ਅਗੋਲੀ,अगोली
ਏਕੀਕਰਨ,एकत्रीकरण
ਦਾ ਸੈੱਟ,संच
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","एकत्र करणे, एकत्र करणे"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","एकत्र करणे, एकत्र करणे, एकत्र करणे"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,अचूक अंदाज
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","संबंधित, सहयोगी, संयुग्मित"
ਸਵਰ ਆਵਾਜ਼,स्वराचा उच्चार
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,स्वयंचलित मल्टीव्हायब्रेटर
ਅਸਥਨਿਕ,अस्थेनिक
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","संयम, दृष्टिवैषम्य"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,अंतराळ प्रवास इलेक्ट्रॉनिक्स
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,खगोल भौतिकशास्त्र
ਪੁਲਾੜ ਯਾਤਰੀ,अंतराळवीर
ਖਗੋਲ ਵਿਗਿਆਨੀ,खगोलशास्त्रज्ञ
ਆਕਾਸ਼ੀ,आकाशीय
ਖਗੋਲ ਵਿਗਿਆਨ,खगोलशास्त्र
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,खगोल भौतिकशास्त्र
ਅਸਮਿਤ,असममित
asymptotic,लक्षणे नसलेला
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,त्रासदायक
ਅਸਿੰਕ੍ਰੋਨਸ,असिंक्रोनस
"ਮਾਹੌਲ, ਮਾਹੌਲ","वातावरण, वातावरण"
ਵਾਯੂਮੰਡਲ,वातावरणीय
ਹਵਾ ਦੀ ਗੜਬੜ,वारा अशांतता
ਪ੍ਰਮਾਣੂ,आण्विक
ਪਰਮਾਣੂ,अणू
ਪਰਮਾਣੂ,आण्विकता
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,आण्विक वस्तुमान
ਪਰਮਾਣੂ ਨੰਬਰ,अणुक्रमांक
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ","आण्विक अणुभट्टी, आण्विक ढीग"
ਪਰਮਾਣੂ,अणू
ਕਣ,कण
ਕਣ,कण
ਧਿਆਨ,"क्षीणता, क्षीणता"
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ","कमी करणे, कमी करणे"
ਸੁਹਜ,मोहिनी
ਖਿੱਚ ਦੀ ਤਾਕਤ,आकर्षण शक्ती
ਸੁਣਨਯੋਗਤਾ,ऐकण्याची क्षमता
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,ऑडिओ वारंवारता अॅम्प्लिफायर
ਸੁਣਨਯੋਗ,ऐकण्यायोग्य
ਆਡੀਓ ਜਨਰੇਟਰ,ऑडिओ जनरेटर
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,श्रवणक्षमता आलेख
ਸੁਣਨ ਵਿਗਿਆਨ,श्रवण विज्ञान
ਆਡੀਓਮੀਟਰ,ऑडिओमीटर
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,ऐकण्यायोग्य वारंवारता ऑसिलेटर
ਧੁਨੀ ਸੰਕੇਤ,ध्वनी सिग्नल
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,दृकश्राव्य
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ","सभागृह, सभागृह"
OZ ਪ੍ਰਭਾਵ,ओझेड प्रभाव
ਤਰੱਕੀ,जाहिरात
ਵਧਾਉਣ ਵਾਲਾ,वर्धक
ਧਰੁਵੀ ਲਾਟ,ध्रुवीय ज्योत
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,दक्षिण ध्रुवीय ज्वाला
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,उत्तर ध्रुवीय ज्योत
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,स्वयंचलित सूचना
ਆਟੋ ਸਮਾਨੰਤਰ,स्वयं समांतर
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ","ऑटोमेशन, ऑटोमेशन"
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ","सहाय्यक, सहकारी, अतिरिक्त"
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ","आडवा, हिमस्खलन"
"ਮਤਲਬ, ਮਤਲਬ","अर्थ, क्षुद्र"
ਪਰਿਵਾਰ,परिवार
ਧੁਰੀ,अक्षीय
ਧੁਰਾ,अक्ष
ਅਜ਼ੀਮਥ,दिगंश
ਅਜ਼ੀਮਥ,दिगंश
ਵਾਪਸ,परत
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ","पार्श्वभूमी, पार्श्वभूमी"
"ਪਿਛਾਂਹ, ਪਿਛੇ","मागासलेला, मागासलेला"
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,टर्नअराउंड
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,बॅक व्होल्टेज पल्सर
ਪੋਸਟ-ਰਿਸ਼ਤਾ,पोस्ट-रिलेशनशिप
ਅਦਾਇਗੀ,प्रतिपूर्ती
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,अँटी व्होल्टेज
ਪਿਛਲਾ ਖਿੰਡਾ,पोस्टरियर स्कॅटरिंग
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,इंटरस्टिशियल लाट
ਇੰਸੂਲੇਟਰ,इन्सुलेटर
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,हवाई छत्री वापरून घेतलेली उडी
ਹੀਟਿੰਗ,गरम करणे
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ਸੰਤੁਲਨ,बॅलन्सर
ਸੰਤੁਲਨ,शिल्लक
ਗਲੋਬਿਊਲ,गोलाकार
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","बॅलिस्टिक, बॅलिस्टिक"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
ਮਿਜ਼ਾਈਲ,क्षेपणास्त्र
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","बॅलिस्टिक्स, शस्त्रे"
ਪ੍ਰੋਜੈਕਸ਼ਨ,प्रक्षेपण
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,मुक्त मार्ग
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","फुगा, फुगा"
balmer ਬੰਦ,balmer खंडितता
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ","बँड, बँड, बँड"
ਧਮਾਕਾ,स्फोट
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ","अॅरे, बीम, किनारा, किनारा, किनारा"
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
bardeen ਅਸੂਲ,bardeen तत्त्व
barkhausen ਪ੍ਰਭਾਵ,barkhausen प्रभाव
ਬਾਰਲੋ ਚੱਕਰ,बारलो सायकल
ਪੱਟੀ ਚੁੰਬਕ,बार चुंबक
ਕੋਠੇ,धान्याचे कोठार
ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ,हवेचा दाब आलेख
"barograph, barograph","बॅरोग्राफ, बॅरोग्राफ"
ਬੈਰੋਮੀਟਰ,बॅरोमीटर
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वातावरणाचा दाब
"cosmos, baromosphere","कॉसमॉस, बॅरोमोस्फियर"
ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ,पेंडुलम पेंडुलम
"ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ","अडथळा, आण्विक, आण्विक अडथळा"
ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ,अडथळा पातळी
ਬੈਰੀਅਨ,बेरियन
ਗੁਰੂਮੰਡਲ,गुरुमंडळ
ਅਧਾਰ ਬੈਂਡ,बेस बँड
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ","मूलभूत, मूलभूत, अल्कधर्मी"
ਅਧਾਰ,पाया
"ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ","गणना, संघ निर्मिती"
"ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
ਬੈਟਰੀ,बॅटरी
"ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ","अॅरे सेगमेंट, चेंबर, बे"
ਪ੍ਰਦਰਸ਼ਨੀ,प्रदर्शन
ਕਿਬਾਨ,किबान
"ਮਨਿਕਾ, ਬੀਡ","माणिका, बीड"
"ਬੀਮ, ਬੀਮ, ਬੀਮ, ਟਰੰਪ","तुळई, तुळई, तुळई, ट्रम्प"
