Odiya,Assamese
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),ক. এম ইউ. (পাৰমাণৱিক ভৰ একক)
ସୁସଙ୍ଗତ,উপযুক্ত
ଅନୁରୂପ,উপমা
ବିଶ୍ଳେଷକ |,বিশ্লেষক
ବିଶ୍ଳେଷଣ |,বিশ্লেষণ
ବିଶ୍ଳେଷଣାତ୍ମକ |,বিশ্লেষণাত্মক
ଅଣ-ବିନ୍ଦୁ |,নন-পইন্ট
ଅସନ୍ତୁଷ୍ଟ |,অস্বাভাৱিক
ଏବଂ ଦ୍ୱାର,আৰু দুৱাৰ
ଅଣ-ଆକାଶବାଣୀ |,অ-ধ্বনিযুক্ত
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,বিষম স্থিতিস্থাপকতা
ଆନ୍ହାଇଡ୍ରସ୍,জলহীন
କୋଣ,কোণ
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,angstrom একক
କୋଣାର୍କ |,কৌণিক
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,প্ৰট্ৰেক্টৰ vernier
ବିବାଦୀୟ |,বিতৰ্কহীন
ସମ୍ମାନଜନକ |,অসন্মানজনক
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,ৰঙীন চুম্বকীয়কৰণ
ଅଳସୁଆ |,শিথিলতা
ଆୟନ,এনিয়ন
ଅସୀମିତ |,অসমতাপূৰ্ণ
ଆଇସୋଟ୍ରୋପିକ୍ |,সমতলীয়
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,সমচক্ৰীয়তা
ବିଲୋପ,মচি পেলোৱা
ଷଡଯନ୍ତ୍ରକାରୀ,ষড়যন্ত্ৰকাৰী
anode,এনোড
ଆନାଡାଇଜେସନ୍ |,এনোডাইজেচন
ଅସଙ୍ଗତ,অসামঞ্জস্যপূৰ্ণ
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,অপটিকেল চিষ্টেম
ଆଣ୍ଟେନା |,এন্টেনা
ଆଣ୍ଟିବାୟର୍,এন্টিবেৰিয়ান
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,এন্টি-বণ্ডিং বৈশিষ্ট্য
କାଉଣ୍ଟର ବଣ୍ଡ |,কাউণ্টাৰ বণ্ড
ଓଲଟା ଶକ୍ତି |,ৰিভাৰ্ছ পাৱাৰ
ଡାଇମାଗ୍ନେଟିକ୍ |,ডাইমেগনেটিক
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ডাইমেগনেটিক পদাৰ্থ
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,এন্টি-ইনফ্লেমেটৰী
ଆଣ୍ଟିଗ୍ରାଭିଟି,এন্টিগ্ৰেভিটি
ଆଣ୍ଟିଲାମଡା କଣିକା |,এন্টিলামডা কণা
ଆଲେଲେପଟନ୍ |,এলিলেপ্টন
ଡାଇମାଗ୍ନେଟିକ୍ |,ডাইমেগনেটিক
ଆଣ୍ଟିମାଟର୍ |,এন্টিমেটাৰ
ଆଣ୍ଟି ମିସାଇଲ୍,এন্টি মিছাইল
ଆଣ୍ଟିନାଟ୍ରନ୍ |,এন্টিনিউট্ৰন
ପଲସିଂ,স্পন্দনশীল
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,এন্টিনিউক্লিয়ন
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,এন্টিপাৰটিকেল
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,এন্টিপ্ৰ&#39;টন
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,এন্টিৰিফ্লেক্টিভ
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,এন্টিসিমেট্ৰিক
ପୁନରାବୃତ୍ତି ନୁହେଁ |,non recurring
ଆନାକ୍ରୋନିଜିମ୍ |,এনাক্ৰ&#39;নিজম
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,ছিদ্ৰযুক্ত স্কেনিং ডিস্ক
ଦ୍ୱାରକ,দ্বাৰক
"ଉପର, ଉପର, ଆଗ","ওপৰ, ওপৰ, সন্মুখ"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য"
ଉଦାସୀନ ଲେସ୍ |,উদাসীন জৰী
ଅଣ-ଦୁ hetic ଖଦାୟକ |,অকৰুণ
ଅକ୍ଷମତା |,অ-অক্ষমতা
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,অতি ৰংহীন
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","ভূমি-উচ্চ, apogee"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","অমেৰু, বৃত্তাকাৰ"
ପାରାପୋଲାରିଟି |,পেৰাপোলাৰিটি
ଉପକରଣ,সঁজুলি
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","ভাৰ্চুৱেল, দৃশ্যমান"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,দৃশ্যমান সূৰ্য্য
ଭିଜୁଆଲ୍ ସମୟ |,দৃশ্যমান সময়
ଉଦୀୟମାନ ରୂପ,উদীয়মান ৰূপ
ଆବେଦନ,দৰ্খাস্ত
ପ୍ରଯୁଜ୍ୟତା |,প্ৰযোজ্যতা
ପ୍ରୟୋଗ ହୋଇଛି |,প্ৰয়োগ কৰা হৈছে
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,পৰ্যবেক্ষণযোগ্য
ଉପାୟ,পদ্ধতি
"ପାଖାପାଖି, ପାଖାପାଖି","ওচৰত, প্ৰায়"
ଆନୁମାନିକତା,আনুমানিককৰণ
ବାଷ୍ପ ଚାପ,বাষ্পৰ চাপ
ସ୍ବେଚ୍ଛାକୃତ,স্বেচ্ছামূলক
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","চাপ চুলা, চাপ চুলা"
ଆର୍କିମିଡିସ୍ ନିୟମ |,আৰ্কিমিডিছৰ নিয়ম
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,স্থাপত্যৰ ধ্বনিবিজ্ঞান
ଆର୍କ ଦୀପ,চাপ লেম্প
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,চাপ-বৰ্ণালী
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","এলেকা, এলেকা"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","আঞ্চলিক, আঞ্চলিক"
"ବାହୁ, ବାହୁ, ଶାଖା |","বাহু, বাহু, শাখা"
ଶ୍ରଦ୍ଧାଳୁ,অপেশাদার
"ଆରେ, ଆରେ","এৰে, এৰে"
ରସିଦ,ৰিচিভাৰ
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,উচ্চাৰণৰ স্পষ্টতা
ସିନ୍ଥେଟିକ୍ |,কৃত্ৰিম
କୃତ୍ରିମ ସଂକ୍ରମଣ,কৃত্ৰিম ৰূপান্তৰ
ଆରୋହଣ,আৰোহী
ଆରୋହଣ,আৰোহণ
ଆରୋହଣ,বগাই যোৱা
ଆଗୋଲି,আগোলি
ଏକୀକରଣ,একত্ৰীকৰণ
ର ସେଟ୍,set of
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","একত্ৰিত কৰা, একত্ৰিত কৰা"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
ସଠିକତା ଆକଳନ,নিখুঁত অনুমান
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত"
ସ୍ ow ର ଶବ୍ଦ,স্বৰধ্বনি
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
asthenic,এষ্টেনিক
"ନିବୃତ୍ତତା, astigmatism |","বিৰতি, দৃষ্টিশক্তি"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
ମହାକାଶଚାରୀ,মহাকাশচাৰী
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,জ্যোতিৰ্বিজ্ঞানী
ସ୍ୱର୍ଗୀୟ,আকাশী
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,জ্যোতিৰ্বিজ্ঞান
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
ଅସୀମିତ |,অসমতাপূৰ্ণ
ଅସ୍ମିପଟୋଟିକ୍ |,এছিম্পটটিক
ବୃଦ୍ଧି,গুৰুতৰ কৰি তোলা
ଅସନ୍ତୁଳିତ |,এচিনক্ৰ&#39;নাছ
"ପରିବେଶ, ପରିବେଶ","বায়ুমণ্ডল, বায়ুমণ্ডল"
ବାୟୁମଣ୍ଡଳ,বায়ুমণ্ডলীয়
ପବନ ଅଶାନ୍ତି |,বতাহৰ অস্থিৰতা
ପରମାଣୁ,পাৰমাণৱিক
ପରମାଣୁ,পাৰমাণৱিক
ପରମାଣୁ,পাৰমাণৱিকতা
ଆଣବିକ ମାସ,পাৰমাণৱিক ভৰ
ପରମାଣୁ ସଂଖ୍ୟା,পাৰমাণৱিক সংখ্যা
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
ପରମାଣୁ,পাৰমাণৱিক
କଣିକା,কণা
କଣିକା,কণা
ଆଘାତ,"attenuation, ক্ষীণকৰণ"
"ଆଘାତ, ଆଘାତ","attenuating, ক্ষীণ কৰা"
ଚମତ୍କାର |,আকৰ্ষণ
ଆକର୍ଷଣର ଶକ୍ତି |,আকৰ্ষণৰ বল
ଶ୍ରବଣତା |,শ্ৰৱণ ক্ষমতা
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
ଶ୍ରବଣଯୋଗ୍ୟ |,শ্ৰৱণযোগ্য
ଅଡିଓ ଜେନେରେଟର,অডিঅ&#39; জেনেৰেটৰ
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,শ্ৰৱণ ক্ষমতা গ্ৰাফ
ବିଜ୍ଞାନ ଶୁଣିବା |,শ্ৰৱণ বিজ্ঞান
ଅଡିଓମିଟର |,অডিঅ&#39;মিটাৰ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
ଶବ୍ଦ ସଙ୍କେତ,শব্দ সংকেত
ଅଡିଓ-ଭିଜୁଆଲ୍ |,দৃশ্য-শ্ৰাব্য
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","অডিটৰিয়াম, অডিটৰিয়াম"
OZ ପ୍ରଭାବ,OZ প্ৰভাৱ
ପଦୋନ୍ନତି,প্ৰচাৰ
ଉନ୍ନତିକାରୀ,এনহান্সাৰ
ପୋଲାର ଅଗ୍ନି,মেৰু শিখা
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,দক্ষিণ মেৰু শিখা
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,উত্তৰ মেৰু শিখা
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,স্বয়ংক্ৰিয় সতৰ্কবাণী
ଅଟୋ ସମାନ୍ତରାଳ,অটো সমান্তৰালকাৰী
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","সহায়ক, সমবায়, অতিৰিক্ত"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","অৱদাভা, হিমস্খলন"
"ଅର୍ଥ, ଅର୍ଥ","mean, mean"
parivaran,পৰিৱৰণ
ଅକ୍ଷୀୟ |,অক্ষীয়
ଅକ୍ଷ,অক্ষ
ଆଜିମ୍ୟୁଥ୍,এজিমুথ
ଆଜିମ୍ୟୁଥ୍,এজিমুথ
ପଛକୁ,পিছলৈ
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","পটভূমি, পটভূমি"
"ପଛକୁ, ପଛକୁ","পিছপৰা, পিছপৰা"
ବୁଲି ପଡ,ঘুৰা
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,বেক ভল্টেজ পালছাৰ
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,সম্পৰ্কৰ পিছৰ
ପରିଶୋଧ,ৰিইম্বৰ্চেমেণ্ট
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,এন্টি ভল্টেজ
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,পশ্চাৎ বিক্ষিপ্ততা
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,অন্তৰ্স্থলীৰ তৰংগ
ଇନସୁଲେଟର,ইনচুলেটৰ
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,পেৰাচুট জাম্প
ଗରମ,উত্তাপন কৰা
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ବାଲାନ୍ସର୍,বেলেন্সাৰ
ସନ୍ତୁଳନ,ভাৰসাম্যতা বজাই ৰখা
ଗ୍ଲୋବୁଲ୍,গ্ল&#39;বুল
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |","বেলিষ্টিক, বেলিষ্টিক"
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |","প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ"
କ୍ଷେପଣାସ୍ତ୍ର,মিছাইল
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
ପ୍ରୋଜେକସନ,প্ৰক্ষেপণ
ମାଗଣା ପଥ,মুক্ত ট্ৰেজেক্টৰী
"ବେଲୁନ୍, ବେଲୁନ୍ |","বেলুন, বেলুন"
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,বালমাৰ বিচ্ছিন্নতা
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |","বেণ্ড, বেণ্ড, বেণ্ড"
ବିସ୍ଫୋରଣ,ফুটা
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |","array, beam, তীৰ, পাৰ, উপকূল"
