Tamil,Malayalam
திரட்டுதல் இனப்பெருக்கம்,അടിഞ്ഞുകൂടുന്നത് പുനരുൽപാദനം
குவிப்பான்,സഞ്ചിതം
குவிப்பான் பதிவு,സഞ്ചിത രജിസ്റ്റർ
திரட்டல் ஷிப்ட் வழிமுறை,സഞ്ചിത ഷിഫ്റ്റ് നിർദ്ദേശം
துல்லியம்,കൃതത
துல்லியம் கட்டுப்பாட்டு தன்மை,കൃത്യത നിയന്ത്രണ പ്രതീകം
துல்லியம் கட்டுப்பாட்டு அமைப்பு,കൃത്യത നിയന്ത്രണ സംവിധാനം
ஏஸ் பைலட்,എയ്സ് പൈലറ്റ്
தன்மையை ஒப்புக் கொள்ளுங்கள்,പ്രതീകം അംഗീകരിക്കുക
ஒலி கப்ளர்,അക്കോസ്റ്റിക് കപ്ലർ
ஒலி இணைப்பு,അക്കോസ്റ്റിക് കപ്ലിംഗ്
ஒலி தாமத வரி,അക്ക ou സ്റ്റിക് കാലതാമസം
ஒலி நினைவகம்,അക്കോസ്റ്റിക് മെമ്മറി
ஒலி மோடம்,അക്കോസ്റ്റിക് മോഡം
ஒலி சமிக்ஞை,അക്കോസ്റ്റിക് സിഗ്നൽ
ஒலி சேமிப்பு,അക്ക ou സ്റ്റിക് സ്റ്റോറേജ്
சுருக்கம்,സംക്ഷേപം
செயல்,പവര്ത്തി
செயல் சுழற்சி,പ്രവർത്തന ചക്രം
செயல் வரி,ആക്ഷൻ ലൈൻ
செயல் செய்தி,ആക്ഷൻ സന്ദേശം
செயல் விவரக்குறிப்பு,പ്രവർത്തന സവിശേഷത
செயல்படுத்தல்,സജീവമാക്കല്
செயலில்,സജീവമായ
செயலில் உள்ள கோப்பு,സജീവ ഫയൽ
செயலில் வரி,സജീവ ലൈൻ
செயலில் இணைப்பு,സജീവ ലിങ്ക്
செயலில் உள்ள முதன்மை கோப்பு,സജീവ മാസ്റ്റർ ഫയൽ
செயலில் உள்ள முதன்மை உருப்படி,സജീവ മാസ്റ്റർ ഇനം
செயலில் உள்ள செயற்கைக்கோள்,സജീവ ഉപഗ്രഹം
செயலில் நிலையம்,സജീവ സ്റ്റേഷൻ
செயலில் சேமிப்பு,സജീവ സംഭരണം
செயல்பாடு,പ്രവർത്തനം
செயல்பாட்டு நிலை,പ്രവർത്തന നില
செயல்பாடு ஏற்றுதல்,പ്രവർത്തന ലോഡിംഗ്
செயல்பாட்டு விகிதம்,പ്രവർത്തന അനുപാതം
உண்மையான முகவரி (= முழுமையான முகவரி),യഥാർത്ഥ വിലാസം (= കേവല വിലാസം)
உண்மையான குறியீடு (= முழுமையான குறியீடு),യഥാർത്ഥ കോഡ് (= കേവല കോഡ്)
உண்மையான தரவு பரிமாற்ற வீதம்,യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്
உண்மையான தசம புள்ளி,യഥാർത്ഥ ദശാംശസ്ഥാനം
உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்),യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം)
உண்மையான விசை,യഥാർത്ഥ കീ
உண்மையான நேரம்,യഥാർത്ഥ സമയം
உண்மையான வேலை நேரம்,യഥാർത്ഥ ജോലി സമയം
செயல்பாட்டு சமிக்ஞை,ആരംഭിക്കുന്ന സിഗ്നൽ
தகவமைப்பு,പൊരുത്തപ്പെടലി
பின்னல்,അഡാപ്റ്റർ
தகவமைப்பு சேனல் ஒதுக்கீடு,അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ
தகவமைப்பு ஒருங்கிணைப்பு,അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ
தகவமைப்பு குறுக்குவெட்டு சமநிலை,അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ
நுழைவு சேர்க்கப்பட்டது,എൻട്രി ചേർത്തു
கூடுதல்,കൂട്ടിച്ചേര്ക്കുക
அடி,ആംഗം
சேர்க்கை துணைப்பிரிவு,എ ഷട്രക്റ്റർ
கோப்பைச் சேர்க்கவும்,ഫയൽ ചേർക്കുക
கூடுதல் எழுத்து (= சிறப்பு எழுத்து),അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം)
கூடுதலாக ரெக்கார்டர்,ബഹുമതി
கூடுதலாக அட்டவணை,കൂട്ടിച്ചേർക്കലാ പട്ടിക
சேர்க்கை பண்புக்கூறு,അഡിറ്റീവ് ആട്രിബ്യൂട്ട്
பயன்முறையைச் சேர்க்கவும்,മോഡ് ചേർക്കുക
செயல்பாட்டைச் சேர்க்கவும்,പ്രവർത്തനം ചേർക്കുക
முகவரி,അഭിസംബോധന ചെയ്യുക
முகவரி அளவீடு,വിലാസ നടപടി
முகவரியிடக்கூடிய கிடைமட்ட நிலை,അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം
முகவரிக்குரிய புள்ளி,വിലാസ പോയിന്റ്
முகவரி செய்யக்கூடிய நிலை,അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം
முகவரிக்குரிய பதிவு,വിലാസ രജിസ്റ്റർ
முகவரியிடக்கூடிய சேமிப்பு,വിലാസ സംഭരണം
முகவரியிடக்கூடிய செங்குத்து நிலை,അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം
முகவரி பஸ்,വിലാസ ബസ്
முகவரி குறியீடு,വിലാസ കോഡ്
முகவரி ஒப்பீட்டாளர்,വിലാസ താരതമ്യക്കാരൻ
முகவரி கணக்கீடு,വിലാസ കണക്കുകൂട്ടൽ
முகவரி மாறிலி,വിലാസ സ്ഥിരത
முகவரி மாற்றம்,വിലാസ പരിവർത്തനം
முகவரி தரவு,വിലാസ ഡാറ്റ
உரையாற்றப்பட்ட நினைவகம்,മെമ്മറി അഭിസംബോധന ചെയ്തു
முகவரி பயனுள்ளதாக இருக்கும்,വിലാസ ഫലപ്രദമാണ്
முகவரி புலம்,വിലാസ ഫീൽഡ്
முகவரி வடிவம்,വിലാസ ഫോർമാറ്റ്
முகவரி இலவச நிரல்,വിലാസ സ contry ജന്യ പ്രോഗ്രാം
முகவரி,അഭിസംബോധന
முகவரி  எழுத்து,അഭിസംബോധന  കഥാപാതം
குறுக்கீடு,അഭിസംബോധന ഇന്ററപ്റ്റ്
முகவரி லூப்,വിലാസം ലൂപ്പ്
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു
முகவரி ஒன்றோடொன்று,വിലാസം ഇന്റർലേസിംഗ്
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്
முகவரி வரி,വിലാസ ലൈൻ
முகவரி மேப்பிங்,വിലാസ മാപ്പിംഗ്
முகவரி குறி,വിലാസ അടയാളം
முகவரி மாற்றம்,വിലാസ പരിഷ്ക്കരണം
முகவரி பகுதி,വിലാസ ഭാഗം
முகவரி சுட்டிக்காட்டி,വിലാസം പോയിന്റർ
முகவரி பதிவு,വിലാസ രജിസ്റ്റർ
முகவரி சமிக்ஞை,വിലാസ സിഗ്നൽ
முகவரி அளவு,വിലാസ വലുപ്പം
முகவரி இடம்,വിലാസ ഇടം
முகவரி விண்வெளி அடையாளங்காட்டி,വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ
முகவரி நிறுத்தம்,വിലാസ സ്റ്റോപ്പ്
முகவரி சுவடு,വിലാസ ട്രെയ്സ്
முகவரி பாடல்,വിലാസ ട്രാക്ക്
முகவரி மொழிபெயர்ப்பு,വിവർത്തനം വിവർത്തനം ചെയ്യുക
முகவரி மொழிபெயர்ப்பாளர்,വിലാസ പരിഭാഷകന്
கூடுதல் துணை நேரம்,ചേർക്കുക-കുറയ്ക്കുക സമയം
நேரம் சேர்க்கவும்,സമയം ചേർക്കുക
அடுத்துள்ள,വാര്ത്താവകം
அருகிலுள்ள அமைப்பு,അഡ്ജഞ്ചൻസിൻസ് ഘടന
அருகிலுள்ள சேனல்,തൊട്ടടുത്തുള്ള ചാനൽ
அருகிலுள்ள டொமைன்,അടുത്തുള്ള ഡൊമെയ്ൻ
அருகிலுள்ள மேட்ரிக்ஸ்,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
அருகிலுள்ள முனை,തൊട്ടടുത്തുള്ള നോഡ്
அருகிலுள்ள சப்ரியா,തൊട്ടടുത്തുള്ള സുബരിയ
தொடை (அமைப்பு),കസ്റ്റേഴ്സ് (സിസ്റ്റം)
சரிசெய்யவும்,കമപ്പെടുത്തുക
சரிசெய்யக்கூடிய அளவு,ക്രമീകരിക്കാവുന്ന പരിധി
உரை பயன்முறையை சரிசெய்யவும்,ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക
நிர்வாக தரவு செயலாக்கம்,അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്
நிர்வாக செயல்பாடு,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
நிர்வாக ஆபரேட்டர்,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ
நிர்வாக ஆபரேட்டர் நிலையம்,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ
நிர்வாக ஆதரவு அமைப்பு,അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം
மேம்பட்ட தொடர்பு சேவை,നൂതന ആശയവിനിമയ സേവനം
மேம்பட்ட தகவல் அமைப்பு,വിപുലമായ വിവര സിസ്റ്റം
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ
மேம்பட்ட அறிவியல் கணினி,വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ
வான்வழி,ഏരിയൽ
மதிப்பீட்டு,ആകെത്തുകയായുള്ള
மொத்த வெளிப்பாடு,മൊത്തം എക്സ്പ്രഷൻ
இலக்கு வட்டம்,ലക്ഷ്യമിടുന്നു
இலக்கு புலம் (= இலக்கு சின்னம்),ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്)
நோக்கம் சின்னம்,എഡിയൽ ചിഹ്നം
வான்வழி கணினி அமைப்பு,എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,ബീജഗണിത ഐജൻവാലു പ്രശ്നം
இயற்கணித  ஒருங்கிணைப்பு,ബീജഗണിത  സംയോജനം
இயற்கணித மொழி,ബീജഗണിത ഭാഷ
இயற்கணித கையாளுதல்,ബീജഗണിത കൃത്രിമത്വം
இயற்கணித கையாளுதல் மொழி,ബീജഗണിത കൃത്രിമ ഭാഷ
இயற்கணித சார்ந்த மொழி,ബീജഗണിത ഓറിയന്റഡ് ഭാഷ
இயற்கணித மாற்றம்,ബീജഗണിത മാറ്റം
இயற்கணித அடையாளம் மாநாடு,ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ
அல்கோல்,അൽഗോൾ
அல்கோல் அம்சம்,അൽഗോൾ സവിശേഷത
அல்கோல் நிரலாக்க,അൽഗോൾ പ്രോഗ്രാമിംഗ്
வழிமுறை,അൽഗോരിതം
அல்காரிதம் துணை மொழி,അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ
வழிமுறை வகைப்பாடு,അൽഗോരിതം വർഗ്ഗീകരണം
வழிமுறை சிக்கலானது,അൽഗോരിതം സങ്കീർണ്ണത
அல்காரிதம் கணக்கீடு,അൽഗോരിതം കേസബിലിറ്റി
வழிமுறை பகுப்பாய்வு,അൽഗോരിത്ത്മിക് വിശകലനം
வழிமுறை அணுகுமுறை,അൽഗോരിത്തിസ് സമീപനം
வழிமுறை மொழி,അൽഗോറിത്ത്മിക് ഭാഷ
வழிமுறை வழக்கம்,അൽഗോരിഥമ്മിക് പതിവ്
வழிமுறை கோட்பாடு,അൽഗോരിതംസിക് സിദ്ധാന്തം
மாற்றுப்பெயர்,അപരാഭിധാനം
மாற்றுப்பெயர்ச்சி,അപരനാത്മകം
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),അപരനാമം (= ഇതര പേര്)
சீரமைப்பு,വിന്യാപകമായ
ஒதுக்கவும்,നീക്കിവയ്ക്കുക
ஒதுக்கீடு அமைப்பு,അലോക്കേഷൻ ഘടന
அனைத்து நோக்கம் கொண்ட கணினி,എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും
அகரவரிசை எழுத்து,അക്ഷരമാല പ്രതീകം
அகரவரிசை எழுத்து தொகுப்பு,അക്ഷരമാല പ്രതീക സെറ്റ്
அகரவரிசை எழுத்து துணைக்குழு,അക്ഷരമാല പ്രതീക സബ്സെറ്റ്
அகரவரிசை குறியீடு,അക്ഷരമാല കോഡ്
அகரவரிசை மாற்றம்,അക്ഷരമാല മാറ്റം
அகரவரிசை சரம்,അക്ഷരമാല സ്ട്രിംഗ്
அகரவரிசை சொல்,അക്ഷരമാല വാക്ക്
அகரவரிசை,അക്ഷരമാലാളം
ஆல்பாஜோமெட்ரிக்ஸ்,ആഫറാമോമെട്രിക്സ്
ஆல்பமெரிக்,ആഫളാചിക്
ஆல்பமோசைக்,ആൽഫമോസയ്ക്ക്
எண்ணெழுத்து,ആൽഫാന്യൂമെറിക്
எண்ணெழுத்து விசைப்பலகை சாதனம்,ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം
எண்ணெழுத்து எழுத்து தொகுப்பு,ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്
எண்ணெழுத்து குறியீடு,ആൽഫാന്യൂമെറിക് കോഡ്
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്
எண்ணெழுத்து தரவு,ആൽഫാന്യൂമെറിക് ഡാറ്റ
எண்ணெழுத்து காட்சி சாதனம்,ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം
எண்ணெழுத்து புலம்,ആൽഫാന്യൂമെറിക് ഫീൽഡ്
எண்ணெழுத்து அறிவுறுத்தல்,ആൽഫാന്യൂമെറിക് നിർദ്ദേശം
எண்ணெழுத்து விசைப்பலகை,ആൽഫാന്യൂമെറിക് കീബോർഡ്
எண்ணெழுத்து வகை,ആൽഫാന്യൂമെറിക് തരം
எண்ணெழுத்து சேமிப்பு,ആൽഫാന്യൂമെറിക് സംഭരണം
மாற்றக்கூடிய நினைவகம்,മാറ്റം വരുത്തുന്നതിന് മെമ്മറി
மாற்ற சுவிட்ச்,മാറ്റങ്ങൾ സ്വിച്ച്
மாற்றுதல்,മാറ്റം
மாற்று பயன்முறை,മാറ്റ മോഡ്
மாற்று மீட்பு,ഇതര വീണ്ടെടുക്കൽ
மாற்று பாதை,ഇതര റൂട്ട്
மாற்று ரூட்டிங்,ഇതര റൂട്ടിംഗ്
மாற்று பாதை,ഇതര ട്രാക്ക്
மாற்று (= அல்லது செயல்பாடு),ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം)
மாற்று பண்புக்கூறு,ഇതര ആട്രിബ്യൂട്ട്
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)"
தெளிவற்ற பிழை,അവ്യക്തത പിശക്
தெளிவற்ற குறிப்பு,അവ്യക്തമായ റഫറൻസ്
அனலாக்ஸ்,അനാലോഗ്
அனலாக் சேர்க்கை,അനലോഗ് അഡെർ
அனலாக் சேனல்,അനലോഗ് ചാനൽ
அனலாக் கணினி,അനലോഗ് കമ്പ്യൂട്ടർ
அனலாக் மாற்றி,അനലോഗ് കൺവെർട്ടർ
அனலாக் தரவு,അനലോഗ് ഡാറ്റ
அனலாக் டிவைடர்,അനലോഗ് ഡിവൈഡർ
அனலாக் வசதி முனையம்,അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ
அனலாக் செயல்பாடு  ஜெனரேட்டர்,അനലോഗ് ഫംഗ്ഷൻ  വൈദുതോല്പാദനയന്തം
அனலாக் ஒருங்கிணைப்பு,അനലോഗ് സംയോജനം
அனலாக் பெருக்கி,അനലോഗ് ഗുണിതം
அனலாக் நிரலாக்க,അനലോഗ് പ്രോഗ്രാമിംഗ്
அனலாக் அளவிடுதல்,അനലോഗ് സ്കെയിലിംഗ്
அனலாக் சிக்னல்,അനലോഗ് സിഗ്നൽ
அனலாக் உருவகப்படுத்துதல்,അനലോഗ് സിമുലേഷൻ
அனலாக் சுவிட்ச்,അനലോഗ് സ്വിച്ച്
அனலாக் அமைப்பு,അനലോഗ് സിസ്റ്റം
டிஜிட்டலுக்கு அனலாக்  மாற்றி,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  കൺവെർട്ടർ
டிஜிட்டலுக்கு அனலாக்  குறியாக்கி,ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്  എൻകോഡർ
அனலாக் பரிமாற்றம்,അനലോഗ് ട്രാൻസ്മിഷൻ
அனலாக் வகை,അനലോഗ് തരം
பகுப்பாய்வு தொகுதி,വിശകലന ബ്ലോക്ക്
பகுப்பாய்வு முறை,വിശകലന മോഡ്
பகுப்பாய்வு இயந்திரம்,അനലിറ്റിക്കൽ എഞ്ചിൻ
மூதாதையர் பணி,പൂർവ്വിക ചുമതല
துணை உபகரணங்கள்,അനുബന്ധ ഉപകരണങ്ങൾ
மற்றும்,ഒപ്പം
மற்றும் சுற்று,സർക്യൂട്ട്
மற்றும் உறுப்பு,ഘടകവും
மற்றும் வாயில்,ഗേറ്റിലും
மற்றும் மறைத்தல்,മാസ്കിംഗ്
மற்றும் செயல்பாடு அல்ல (= விலக்கு,പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ
மற்றும் செயல்பாடு,പ്രവർത്തനവും
இணைப்பு நினைவகம்,അനെക്സ് മെമ്മറി
சிறுகுறி,വ്യാഖ്യാനിലും
அறிவிப்பாளர்,Annnuniator
பதில்,ഉത്തരം തിരികെ
பதில் தாமதம்,ഉത്തരം കാലതാമസം
பதிலளிக்கும் நேரம்,ഉത്തരം നൽകുന്നു
பதில் விளக்கு,ഉത്തര വിളക്ക്
பதில் பட்டியல்,ഉത്തരം പട്ടിക
பதில்,ഉത്തരം മാത്രം
எதிர்பார்ப்பு பயன்முறை,പ്രതീക്ഷ മോഡ്
எதிர்பார்ப்பு இடையக,മുൻകൂട്ടി ബഫറിംഗ്
எதிர்பார்ப்பு கேரி,മുൻകൂട്ടി കാരി
எதிர்பார்ப்பு பேஜிங்,മുൻകൂട്ടി പങ്കിടൽ
எதிர்விளைவு செயல்பாடு,ആന്റിക്കോസിൻസ് പ്രവർത്തനം
எதிர்விளைவு உறுப்பு,Anticoicient ഘടകം
அபீரியோடிக் ஆண்டெனா,അപ്രൈയോഡിക് ആന്റിന
துளை அட்டை,അപ്പർച്ചർ കാർഡ്
துளை குறியீடு,അപ്പർച്ചർ കോഡ്
துளை நேரம்,അപ്പർച്ചർ സമയം
இணைப்பு,അനുബന്ധം
இணைப்பு பணி,അനുബന്ധ ചുമതല
பயன்பாட்டு உருவாக்குநர்,അപ്ലിക്കേഷൻ ഡെവലപ്പർ
பயன்பாட்டு அடுக்கு,ആപ്ലിക്കേഷൻ ലെയർ
பயன்பாட்டு சார்ந்த மொழி,ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ
பயன்பாட்டு தொகுப்பு,ആപ്ലിക്കേഷൻ പാക്കേജ്
பயன்பாட்டு நிரல்,അപ്ലിക്കേഷൻ പ്രോഗ്രാം
பயன்பாட்டு நிரலாக்க,അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
பயன்பாடு தேவையான மொழி,അപേക്ഷ ആവശ്യമായ ഭാഷ
பயன்பாட்டு மென்பொருள்,അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
Applique,പേഷൻ
தோராயக் கோட்பாடு,ഏകദേശ സിദ്ധാന്തം
தன்னிச்சையான அணுகல்,അനിയന്ത്രിതമായ പ്രവേശനം
தன்னிச்சையான வரிசை கணினி,അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ
நடுவர்,മാദ്ധസ്ഥം
கட்டிடக்கலை,വാസ്തുവിദ
காப்பகப்படுத்துதல்,ശേഖരം
பகுதி குறியீடு,ഏരിയ കോഡ്
பகுதி தேடல்,ഏരിയ തിരയൽ
பகுதி பரிமாற்றம்,ഏരിയ കൈമാറ്റം
பகுதி மாறி,ഏരിയ വേരിയബിൾ
வாதம்,വാദം
வாத முகவரி,വാദം വിലാസം
வாத பட்டியல்,ആർദ്ര ലിസ്റ്റ്
எண்கணித அறிவுறுத்தல்,അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം
எண்கணித மற்றும் தர்க்க அலகு,"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്"
எண்கணித ஒதுக்கீட்டு அறிக்கை,അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
எண்கணித சோதனை,ഗണിത പരിശോധന
எண்கணித மாறிலி,അരിത്മെറ്റിക് സ്ഥിരാങ്കം
எண்கணித மாற்றம்,അരിത്മെറ്റിക് പരിവർത്തനം
எண்கணித தரவு,അരിത്മെറ്റിക് ഡാറ്റ
எண்கணித விதிவிலக்கு,ഗണിത അപവാദം
எண்கணித வெளிப்பாடு,അരിത്മെറ്റിക് എക്സ്പ്രഷൻ
எண்கணித நிலையான புள்ளி,അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്
எண்கணித வரிசைமுறை,അരിത്മെറ്റിക് ശ്രേണി
அறிக்கை என்றால் எண்கணிதம்,പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്
எண்கணித தர்க்கம்,അരിത്മെറ്റിക് ലോജിക്
எண்கணித தர்க்க அலகு,അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്
எண்கணித செயல்பாடு,അരിത്മെറ്റിക് പ്രവർത്തനം
எண்கணித ஆபரேட்டர்,അരിത്മെറ്റിക് ഓപ്പറേറ്റർ
எண்கணித வழிதல்,അരിത്മെറ്റിക് ഓവർഫ്ലോ
எண்கணித படத் தரவு,അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ
எண்கணித முன்னுரிமை,ഗണിത മുൻഗണന
எண்கணித முதன்மை,അരിത്മെറ്റിക് പ്രൈമറി
எண்கணித பதிவு,അരിത്മെറ്റിക് രജിസ്റ്റർ
எண்கணித உறவு,അരിത്മെറ്റിക് ബന്ധം
எண்கணித ஸ்கேன்,അരിത്മെറ്റിക് സ്കാൻ
எண்கணித பிரிவு,അരിത്മെറ്റിക് വിഭാഗം
எண்கணித மாற்றம்,അരിത്മെറ്റിക് ഷിഫ്റ്റ്
எண்கணித மாற்றம்,അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്
எண்கணித அறிக்கை,ഗണിത പ്രസ്താവന
எண்கணித கால,അരിത്മെറ്റിക് ടേം
எண்கணித கீழ்ப்படிதல்,അരിത്മെറ്റിക് അണ്ടർഫ്ലോ
எண்கணித அலகு,അരിത്മെറ്റിക് യൂണിറ്റ്
வரிசை,ശേണി
வரிசை,അറേ ബന്ധിത
வரிசை கணினி,അറേ കമ്പ്യൂട്ടർ
வரிசை பரிமாணம்,അറേ അളവ്
வரிசை உறுப்பு,അറേ ഘടകം
வரிசை வெளிப்பாடு,ശ്രമരീതി
வரிசை பெயர்,അറേ പേര്
கட்டமைப்புகளின் வரிசை,ഘടനകളുടെ നിര
வரிசை அச்சிடுதல்,അറേ പ്രിന്റിംഗ്
வரிசை செயலாக்கம்,അറേ പ്രോസസ്സിംഗ്
வரிசை செயலி,അറേ പ്രോസസർ
வெளிப்பாடு புள்ளி,ആർട്ടിക്കേഷൻ പോയിന്റ്
செயற்கை அறிவாற்றல்,കൃത്രിമ കോഗ്നിഷൻ
செயற்கை நுண்ணறிவு,നിർമ്മിത ബുദ്ധി
செயற்கை மொழி,കൃത്രിമ ഭാഷ
செயற்கை மாறி,കൃത്രിമ വേരിയബിൾ
கலை பயன்பாட்டு தரவு வங்கி,ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്
கலை பயன்பாட்டு இசை,ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം
