Kannada,Bengali
ಪ್ರವೇಶ ಮೋಡ್,অ্যাক্সেস মোড
ಪ್ರವೇಶ ಸವಲತ್ತುಗಳು,সুযোগ সুবিধা
ಪ್ರವೇಶ ಭದ್ರತೆ,অ্যাক্সেস নিরাপত্তা
"1. ಪ್ರವೇಶ ಸರ್ವರ್, 2. ಪ್ರವೇಶ ಸರ್ವರ್","1. অ্যাক্সেস সার্ভার, 2. অ্যাক্সেস সার্ভার"
ಪ್ರವೇಶ ಸಮಯ,প্রবেশাধিকার সময়
ಸ್ವೀಕೃತಿ,স্বীকৃতি
ಅಕೌಸ್ಟಿಕ್ಸ್,ধ্বনিবিদ্যা
"1. ಸಂಕ್ಷಿಪ್ತ ರೂಪ, 2. ಸಂಕ್ಷೇಪಣ, 3. ನಿಂದ ಚಿಕ್ಕದಾಗಿದೆ","1. আদ্যক্ষর, 2. সংক্ষিপ্ত রূপ, 3. থেকে সংক্ষিপ্ত"
ಕ್ರಿಯೆಯ ಸಂದೇಶ,কর্ম বার্তা
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,সক্রিয়করণ
ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ,সক্রিয় সার্ভার পৃষ্ঠা
ಸಕ್ರಿಯ ಆವೃತ್ತಿ,সক্রিয় সংস্করণ
ಅಸೈಕ್ಲಿಕ್,অ্যাসাইক্লিক
"1. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್, 2. ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್","1. অ্যাসাইক্লিক গ্রাফ, 2. অ্যাসাইক্লিক গ্রাফ"
ಅದಾ ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,অ্যাডা কম্পিউটার ল্যাঙ্গুয়েজ
"1. ಆಪ್ಟಿಮೈಜರ್, 2. ಆಪ್ಟಿಮೈಜರ್","1. অপ্টিমাইজার, 2. অপ্টিমাইজার"
ಒಟ್ಟು),যোগ করা)
ಮೊತ್ತದ ಕಡತ,সমষ্টি ফাইল
"1. ಸೇರ್ಪಡೆ ಕಾರ್ಯಾಚರಣೆ, 2. ಮೊತ್ತದ ಕಾರ್ಯಾಚರಣೆ","1. সংযোজন অপারেশন, 2. যোগফল অপারেশন"
ಸೇರಿಸುವವನು,যোগকারী
ಗೊತ್ತು,জানি
ವಿಳಾಸ ಬಸ್,ঠিকানা বাস
ವಿಳಾಸ ಫೈಲ್,ঠিকানা ফাইল
ವಿಳಾಸ ಸ್ವರೂಪ,ঠিকানা বিন্যাস
ವಿಳಾಸ ಜನರೇಟರ್,ঠিকানা জেনারেটর
ವಿಳಾಸ ಸಾಲು,ঠিকানা লাইন
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,ঠিকানা ম্যাপিং
ವಿಳಾಸ ಸೂಚಕ,ঠিকানা নির্দেশক
ವಿಳಾಸ ರಿಜಿಸ್ಟರ್,ঠিকানা রেজিস্টার
ವಿಳಾಸ ಸ್ಥಗಿತ,ঠিকানা ভাঙ্গন
ವಿಳಾಸ ಅನುವಾದ,ঠিকানা অনুবাদ
"1. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ, 2. ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಮರಣೆ","1. ঠিকানাযোগ্য স্মৃতি, 2. ঠিকানাযোগ্য মেমরি"
ಉದ್ದೇಶಿಸಿ,সম্বোধন
"1. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ, 2. ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡ","1. পর্যাপ্ততার মানদণ্ড, 2. পর্যাপ্ততার মানদণ্ড"
ಬಾಂಧವ್ಯ,সংযুক্তি
"1. ನಿರ್ವಹಣೆ, 2. ನಿಯಂತ್ರಣ","1. ব্যবস্থাপনা, 2. নিয়ন্ত্রণ"
"1. ಮ್ಯಾನೇಜರ್, 2. ನಿಯಂತ್ರಕ","1. ম্যানেজার, 2. নিয়ামক"
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,অ্যাডোবি অ্যাক্রোব্যাট
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,অ্যাডোবি ফটোশপ
ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್),ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং)
"1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ","1. উন্নত তথ্য, 2. উন্নত তথ্য"
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,উন্নত তথ্য সিস্টেম
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),উন্নত প্রযুক্তি (AT)
ಕ್ರಮ,কর্ম
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,সমষ্টি
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,বায়ুবাহিত কম্পিউটার সিস্টেম
ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್,aldus পৃষ্ঠা তৈরি
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,সতর্কতা বাক্স
ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),আলগোল (কম্পিউটার ভাষা)
"1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್","1. অ্যালগরিদম, 2. অ্যালগরিদম"
"1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ","1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ"
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,অ্যালগরিদম দক্ষতা
"1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ","1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে"
ಜೋಡಣೆ,প্রান্তিককরণ
"1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ","1. বরাদ্দ, 2. বরাদ্দ"
"1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ","1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে"
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,আলফানিউমেরিক
"1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್ ,2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್","1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড"
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ),আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা)
"1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ","1. আলফা সংস্করণ, 2। আলফা ফর্ম"
ಆಲ್ಟ್ ಕೀ,alt কী
ಅಲ್ಟಾವಿಸ್ತಾ,আলতাভিস্তা
ಬಹುತ್ವ,বহুগুণ
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,অস্পষ্ট ব্যাকরণ
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI)
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii),আমেরিকান স্ট্যান্ডার্ড কাট (ascii)
"1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್","1. সাদৃশ্যপূর্ণ, 2. এনালগ"
"1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್","1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার"
"1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ","1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস"
"1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್","1. এনালগ মডেম, 2. এনালগ মডেম"
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,এনালগ থেকে ডিজিটাল কনভার্টার
ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ),শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত)
ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್,শেষ সার্কিট
ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್,শেষ গেট এবং গেট
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),শেষ নয় অপারেশন (বর্জন)
"1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ","1. অ্যানিমেশন, 2. কম্পন"
ಸೂಚನೆ,বিঃদ্রঃ
ಅಸಂಗತತೆ,অসঙ্গতি
ಹಿಂದಿನ,আগে
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,প্রত্যাশিত পেজিং
ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ,কাউন্টার-সিমেট্রিক
ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ,অ্যান্টিভাইরাল প্রোগ্রাম
"1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್","1. অ্যাপলেট, 2। আবেদন"
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,অ্যাপ্লিকেশন ডেভেলপার
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,অ্যাপ্লিকেশন প্রোগ্রামিং
"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)","1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)"
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,অ্যাপ্লিকেশন সফ্টওয়্যার
ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ,অ্যাপ্লিকেশন ভাষা
ಅಂದಾಜು ತತ್ವ,আনুমানিক নীতি
ರಚನೆ,গঠন
ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ,ক্ষেত্র স্থানান্তর
"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ","1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ"
"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ","1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট"
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,পাটিগণিত পরীক্ষা
ಅಂಕಗಣಿತದ ಸ್ಥಿರ,গাণিতিক ধ্রুবক
ಅಂಕಗಣಿತದ ಡೇಟಾ,গাণিতিক তথ্য
ಅಂಕಗಣಿತದ ಸೂಚನೆ,গাণিতিক নির্দেশ
ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU),গাণিতিক ও লজিক্যাল ইউনিট (ALU)
ARPA ನೆಟ್ (RPNet),ARPA নেট (RPNet)
ಶ್ರೇಣಿ,অ্যারে
"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ","1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি"
ಅರೇ ಕಂಪ್ಯೂಟರ್,অ্যারে কম্পিউটার
ರಚನೆಯ ಅಂಶ,অ্যারে উপাদান
ರಚನೆಯ ಹೆಸರು,অ্যারের নাম
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,অ্যারে প্রসেসর
ಬಾಣದ ಕೀಲಿ,তীর কী
ಒಪ್ಪಂದ,সন্ধি
ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್,সংযোগ বিন্দু
ಕೃತಕ ಸಂಕೋಚನ,কৃত্রিম কম্প্যাকশন
ಕೃತಕ ನಿಯಂತ್ರಣ,কৃত্রিম নিয়ন্ত্রণ
ಕೃತಕ ಅರ್ಥದಲ್ಲಿ,কৃত্রিম অনুভূতি
ಆರೋಹಣ,মাউন্ট
ಆರೋಹಣ ರೀತಿಯ,আরোহী সাজানোর
ascii ವರ್ಣಮಾಲೆ,ascii বর্ণমালা
ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ,ascii নিয়ন্ত্রণ প্রতীক
ascii ಫೈಲ್,ascii ফাইল
ascii ಫಾಂಟ್,ascii ফন্ট
ASCII ವರ್ಗಾವಣೆ,ASCII স্থানান্তর
ಆಕಾರ ಅನುಪಾತ,আনুমানিক অনুপাত
"1. ಆಸ್ಪಿ, 2. ASPI","1. Aspy, 2. এএসপিআই"
ಎ ಎಸ್ ಆರ್ ಕಲಾದ್,এ এস আর কালাদ
"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು","1. স্মরণ, 2. সমাবেশ, 3. জড় করা"
"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ","1. অ্যাসেম্বলার, 2. অনুস্মারক"
"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ","1. সমাবেশ, 2. স্মরণ"
"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ","1. মুখস্থ ভাষা, 2. একত্রিত ভাষা"
ನಿರ್ಣಯ,সংকল্প
"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ","1. নির্দিষ্ট কাজ, 2. বরাদ্দ"
ಒಡನಾಟ,সাহচর্য
ಸಹಾಯಕ ವಿಳಾಸ,সহযোগী ঠিকানা
"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ","1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি"
ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ),তারকাচিহ্ন (* চিহ্ন)
ಅಸಮ್ಮಿತ,অপ্রতিসম
"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ","1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস"
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,অ্যাসিঙ্ক্রোনাস স্থানান্তর
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
"1. ಪರಮಾಣು, 2. ಪರಮನ್","1. পরমাণু, 2. পরমণ"
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,সংযুক্ত নথি
"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ","1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল"
"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ","1. ঘের, 2. সম্বন্ধযুক্ত"
"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ","1. বৈশিষ্ট্য, 2. বিশেষত্ব"
ಶ್ರವ್ಯ,শ্রবণযোগ্য
"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং"
ಖಾತೆ ಪರಿಶೀಲನೆ,অ্যাকাউন্ট পরীক্ষা
ಪ್ರಚಾರ,পদোন্নতি
ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,সার্টিফিকেশন প্রোটোকল
ಲೇಖಕರ ವಿಧಾನ,রচনা পদ্ধতি
"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ","1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
ಸ್ವಯಂ ಅಮೂರ್ತ,স্বয়ংক্রিয় বিমূর্ত
"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್","1. অটো বুটিং, 2. স্ব বুট"
ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),অটোক্যাড (একটি কম্পিউটার ভাষা)
ಸ್ವಯಂ ಲಾಗ್-ಆನ್,স্বয়ংক্রিয় লগ-অন
ಸ್ವಯಂಚಾಲಿತ,স্বয়ংক্রিয়
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,স্বয়ংক্রিয় তত্ত্ব
ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ,স্বয়ংক্রিয় গণনা
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,স্বয়ংক্রিয় ত্রুটি সংশোধন
ಸ್ವಯಂ ಕಾರ್ಯ,স্বয়ংক্রিয় ফাংশন
"1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ","1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ,স্বয়ংক্রিয় সংগ্রহ কল
"1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
"1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
ಸ್ವಯಂ ದಿನಚರಿ,স্বয়ংক্রিয় রুটিন
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,অটোমেশন
"1. ಸ್ವಯಂಪ್ಲೇ , 2. ಆಟೋ ನಡಿಗೆ","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
ಗಾಯನ,কণ্ঠস্বর
ಸಹಾಯಕ,সহকারী
ಸಹಾಯಕ ಸ್ಮರಣೆ,অক্জিলিয়ারী মেমরি
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,অক্জিলিয়ারী স্টোরেজ
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,প্রাপ্তিসাধ্য তালিকা
ಲಭ್ಯವಿರುವ ಸಮಯ,উপলব্ধ সময়
ಸರಾಸರಿ,গড়
AWK (ಕಂಪ್ಯೂಟರ್ ಆಜ್ಞೆ),AWK (একটি কম্পিউটার কমান্ড)
ನಂತರ,পরে
ಪೋಸ್ಟ್ ಪ್ರೊಸೆಸರ್,পোস্ট প্রসেসর
ಹಿಂಭಾಗದ ಕಾರ್ಯ ಅಳಿಸುವಿಕೆ,পোস্টেরিয়র ফাংশন মুছে ফেলা
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,পটভূমি প্রক্রিয়াকরণ
ಪೂರಕ ಅಂಗಡಿಗಳು,আনুষঙ্গিক দোকান
ಮತ್ತೆ ಪ್ಯಾಚಿಂಗ್,ব্যাক প্যাচিং
"1. ಪಶ್ಚಿಮ, 2. ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್","1. পশ্চিম, 2. ব্যাকস্পেস"
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,ব্যাকট্র্যাকিং
"1. ಬ್ಯಾಕ್ ಅಪ್, 2. ಮರುಪಾವತಿ","1. ব্যাক আপ, 2. প্রতিদান"
"1. ಪೂರಕ ಸ್ಮರಣೆ, 2. ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
ಹಿಂದಿನ ದೋಷ ತಿದ್ದುಪಡಿ,পিছনে ত্রুটি সংশোধন
(ಆದಾಯ-ವೆಚ್ಚ) ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,(আয়-ব্যয়) ব্যালেন্স শীট
ಬ್ಯಾಂಡೇಜ್,ব্যান্ডেজ
"1. ಬ್ಯಾಂಡ್ ಅಗಲ, 2. ಬ್ಯಾಂಡ್‌ವಿಡ್ತ್/ಸಾಮರ್ಥ್ಯ","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,ব্যাংকারের অ্যালগরিদম
"1. ಬಾರ್ ಕೋಡ್, 2. ಬಾರ್ ಕೋಡ್","1. বার কোড, 2. বার কোড"
ಬಾರ್ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,বারকোড স্ক্যানার
ಬಾರ್ ಗ್ರಾಫ್,বার গ্রাফ
ಮೂಲ ವಿಳಾಸ,ভিত্তি ঠিকানা
ಬೇಸ್ ಬ್ಯಾಂಡ್,বেস ব্যান্ড
