Tamil,Bengali
உறிஞ்சுதல் வளைவு*,শোষণ বক্ররেখা*
உறிஞ்சுதல் முறிவு,শোষণ ফ্র্যাকচার
உறிஞ்சுதல் மைய,শোষণ কোর
உறிஞ்சுதல் காரணி,শোষণ ফ্যাক্টর
உறிஞ்சுதல் வடிகட்டி,শোষণ ফিল্টার
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,শোষণ শিখা ফটোমেট্রি*
உறிஞ்சும் ஹைக்ரோமீட்டர்,শোষণ হাইগ্রোমিটার
உறிஞ்சுதல் அடுக்கு,শোষণ সূচক
உறிஞ்சுதல் விளிம்பு,শোষণ প্রান্তিক
உறிஞ்சுதல் வரி,শোষণ লাইন
உறிஞ்சுதல் இழப்பு,শোষণ ক্ষতি
உறிஞ்சுதல் பண்பேற்றம்,শোষণ মড্যুলেশন
ஒளி உறிஞ்சுதல்,আলো শোষণ
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,বিকিরণ শক্তি শোষণ
உறிஞ்சுதல் உச்சம்,শোষণ শিখর
உறிஞ்சுதல் ஒளி அளவீடு,শোষণ ফটোমেট্রি
உறிஞ்சுதல் விகிதம்,শোষণ অনুপাত
உறிஞ்சுதல் வரம்பு*,শোষণ পরিসীমা*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,শোষণ স্পেকট্রাম ফটোমেট্রি*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,শোষণ বর্ণালী*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","শোষণ নল, শোষণ নল"
உறிஞ்சும் ஹைக்ரோமீட்டர்,শোষণ হাইগ্রোমিটার
உறிஞ்சக்கூடிய*,শোষক*
உறிஞ்சும் ஆவியாக்கி,শোষক বাষ্পীভবনকারী
உறிஞ்சுதல் சட்டம்*,শোষণ আইন*
உறிஞ்சுதல் ஊடகம்,শোষণ মাধ্যম
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","শোষণ ক্ষমতা, শোষণ*"
உறிஞ்சுதல்*,শোষণ*
ஸ்டூடியோ அலங்காரம்,স্টুডিও সজ্জা
பன்மடங்கு விகிதம்,বহুগুণ অনুপাত
கைவிடு,বিভ্রান্তি
பற்றி,সম্পর্কিত
முடுக்கி,ত্বরান্বিত করা
முடுக்கம்-நிறுத்த தூரம்,ত্বরণ-স্টপ দূরত্ব
விரைந்தார்,তাড়াতাড়ি
விரைவான நேர விளைவு சோதனை,দ্রুত সময়ের প্রভাব পরীক্ষা
விரைவான ஓட்டம்,দ্রুত প্রবাহ
விரைவான வேகம்,দ্রুত গতি
விரைவான உடல்,দ্রুত শরীর
முடுக்கி எடை,এক্সিলারেটর ওজনকারী
முடுக்கி மின்முனை*,এক্সিলারেটর ইলেক্ট্রোড*
முடுக்கி நேரம்*,এক্সিলারেটরের সময়*
முடுக்கி கட்டம்,এক্সিলারেটর ফেজ
முடுக்கி விகிதம்,অ্যাক্সিলারেটর হার
முடுக்கி மின்னழுத்தம்*,এক্সিলারেটর ভোল্টেজ*
முடுக்கம்,ত্বরণ
துரிதப்படுத்தப்பட்ட எரிப்பு,ত্বরিত জ্বলন
முடுக்கம் குணகம்,ত্বরণ সহগ
முடுக்கம் கூறு,ত্বরণ উপাদান
புவியீர்ப்பு காரணமாக முடுக்கம்,মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি
முடுக்கம் காரணி,ত্বরণ ফ্যাক্টর
துரிதப்படுத்தப்பட்ட கட்டணம்,ত্বরিত চার্জ
ஈர்ப்பு முடுக்கம்,অভিকর্ষের ত্বরণ
முடுக்கம் சாத்தியம்,ত্বরণ সম্ভাবনা
முடுக்கம் சட்டம்,ত্বরণ আইন
முடுக்கம் செயல்முறை,ত্বরণ প্রক্রিয়া
முடுக்கம் மண்டலம்,ত্বরণ অঞ্চল
முடுக்கம் முறை,ত্বরণ পদ্ধতি
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা"
முடுக்கம் திசையன்,ত্বরণ ভেক্টর
முடுக்கம்-மின்னழுத்தம்,ত্বরণ-ভোল্টেজ
முடுக்கம் அலை,ত্বরণ তরঙ্গ
முடுக்கி,এক্সিলারেটর
"முடுக்கி, முடுக்கி*","ত্বরণ, ত্বরণক*"
முடுக்கி சமன்பாடு,অ্যাক্সিলারেটর সমীকরণ
முடுக்கி*,এক্সিলারেটর*
முடுக்கமானி,অ্যাক্সিলোমিটার
முடுக்கமானி பொருத்தம்,অ্যাক্সিলোমিটার মিল
முன் அழுத்தம் கொடுப்பவர்,prestresser
சரியான எழுத்துக்கள்,বৈধ অক্ষর
ஏற்றுக்கொள்ளும் கோணம்,গ্রহণযোগ্যতা কোণ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,গ্রহণযোগ্যতা স্পেসিফিকেশন
ஏற்றுக்கொள்ளக்கூடிய சோதனை,গ্রহণযোগ্য পরীক্ষা
"ஏற்பவர்*, ஏற்பவர்","গ্রহণকারী*, গ্রহণকারী"
ஏற்பி அணு,রিসেপ্টর পরমাণু
ஏற்பி பிணைப்பு,রিসেপ্টর বন্ড
பெறுதல் சுற்று,রিসিভার সার্কিট
ஏற்பி நிலை,রিসেপ্টর স্তর
நன்கொடையாளர் மூலக்கூறு,দাতা অণু
ஏற்பி சொத்து,রিসেপ্টর সম্পত্তি
ஏற்பி சொத்து நிலை,রিসেপ্টর সম্পত্তি স্তর
முடுக்கி குழாய்,অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ
"அணுகல், காத்திருப்பு, அணுகல்","অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস"
புஜை அணுகவும்,ভুজ অ্যাক্সেস করুন
அணுகல் அமைப்பு,অ্যাক্সেস সিস্টেম
அணுகல் நேரம்,প্রবেশাধিকার সময়
அணுகல்,অ্যাক্সেসযোগ্যতা
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক"
கூடுதல் கட்டுப்பாடுகள்,অতিরিক্ত সীমাবদ্ধতা
தற்செயல்,কাকতালীয়
தற்செயலான திருத்தம்,আকস্মিক সংশোধন
தற்செயலான உயிர் உருவாக்கம்,দুর্ঘটনাজনিত বায়োজেনেসিস
தற்செயலான திசைதிருப்பல்,আকস্মিক ডাইভারশন
பார்வையாளர் பிழை,ভিজিটর ত্রুটি
"திடீர் நிறுத்தம், திடீர் கவ்வி","হঠাৎ বন্ধ, হঠাৎ বাতা"
தற்செயலான பரிமாற்றம்,দুর্ঘটনাজনিত সংক্রমণ
சீரற்ற மாறுபாடு,এলোমেলো পার্থক্য
சரிசெய்தல்,সমন্বয়
அமைந்துள்ளது,অবস্থিত
திரட்டப்பட்ட பிழை,সঞ্চিত ত্রুটি
"திரட்சி, குவிப்பு","accumulation, accumulation"
ஆற்றல் சேமிப்பு,শক্তি সঞ্চয়
திரட்டி*,সঞ্চয়ক*
துல்லியம்,সঠিকতা
யதார்த்தம்,বাস্তবতা
உண்மையான கருவி கவனிப்பு,বাস্তব যন্ত্র পর্যবেক্ষণ
துல்லியமான வரம்பு குறிப்பான்,সঠিক পরিসীমা চিহ্নিতকারী
துல்லியமான ஸ்கேனிங்,নির্ভুলতা স্ক্যানিং
பயிற்சி,অনুশীলন করা
முடுக்கி செல்*,এক্সিলারেটর সেল*
நிறமற்ற லென்ஸ்*,অ্যাক্রোমেটিক লেন্স*
நிறமற்ற*,অ্যাক্রোমেটিক*
நிறமற்ற பகுப்பாய்வி,অ্যাক্রোম্যাটিক বিশ্লেষক
அதிர்வெண் நடுநிலை ஆண்டெனா,ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা
நிறமற்ற வடிவம்,অ্যাক্রোমেটিক আকৃতি
நிறமற்ற விளிம்பு,অ্যাক্রোম্যাটিক ফ্রিঞ্জ
நிறமற்ற லென்ஸ்*,অ্যাক্রোমেটিক লেন্স*
நிறமற்ற புள்ளி பாதை,অ্যাক্রোম্যাটিক পয়েন্ট পাথ
நிறமற்ற லென்ஸ்,অ্যাক্রোম্যাটিক লেন্স
வண்ணப் பட்டகம்,অ্যাক্রোমেটিক প্রিজম
வண்ணமயமான தொலைநோக்கி,অ্যাক্রোম্যাটিক টেলিস্কোপ
நிறமற்ற தன்மை*,বর্ণহীনতা*
நிறமாற்றம்*,অ্যাক্রোমাটাইজেশন*
நிறமற்ற தன்மை*,বর্ণহীনতা*
"மீள், பயனற்ற, பயனற்ற","স্থিতিস্থাপক, অবাধ্য, অবাধ্য"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","আকর্ণ হোস, বানজু হোস"
மினியேச்சர் வால்வு,ক্ষুদ্রাকৃতির ভালভ
அகோஃபோனி,ইকোফোনি
ஒலியியல்,শাব্দিক
ஒலி உறிஞ்சுதல்,শাব্দ শোষণ
ஒலியியல் குறைப்பு குணகம்,অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ
ஒலிக் குறைப்பு,অ্যাকোস্টিক অ্যাটেন্যুয়েশন
ஒலி திருடன் அலாரம்,শাব্দ চোর অ্যালার্ম
ஒலியியல் கொள்ளளவு,অ্যাকোস্টিক ক্যাপাসিট্যান্স
கேட்கும் மையம்,শ্রবণ কেন্দ্র
ஒலியியல் விளக்கம்,শাব্দ ব্যাখ্যা
ஒலி உறை,শাব্দ আবরণ
ஒலி பதில்,শাব্দ প্রতিক্রিয়া
ஒலியியல் கூறு,শাব্দিক উপাদান
ஒலி கடத்துத்திறன்,শাব্দ পরিবাহিতা
ஒலி தணித்தல்,শাব্দ স্যাঁতসেঁতে
ஒலி சிதறல்,শাব্দ বিচ্ছুরণ
ஒலி ஹேக்கர்,শব্দ হ্যাকার
ஒலி ஆற்றல்*,শাব্দ শক্তি*
ஒலி ஆற்றல் சமன்பாடு,শাব্দ শক্তি সমীকরণ
ஒலி சமன்பாடு,শাব্দিক সমীকরণ
ஒலி மறுசீரமைப்பு,শাব্দ পুনঃস্থাপন
கிளாட்னி வடிவங்கள்,ক্ল্যাডনি আকার
ஒலி வடிகட்டி,শাব্দ ফিল্টার
ஒலி ஜெனரேட்டர்,শব্দ জেনারেটর
ஒலி தட்டு,শাব্দ ঝাঁঝরি
ஒலி மின்மறுப்பு*,শব্দের সংরোধ*
ஒலி மந்தநிலை,শাব্দিক জড়তা
ஒலி தீவிரம்,শাব্দ তীব্রতা
ஒலி குறுக்கீடு மீட்டர்,শাব্দ হস্তক্ষেপ মিটার
ஒலி குறுக்கீடு கண்டறிதல்,শাব্দ হস্তক্ষেপ আবিষ্কারক
ஒலி லென்ஸ்,শাব্দ লেন্স
ஒலி வரி,শব্দ লাইন
ஒலி நிறை,শাব্দ ভর
ஒலி பொருள்,শাব্দ উপাদান
ஒலியியல் என்பது இலவச பாதை,অ্যাকোস্টিক মানে মুক্ত পথ
ஒலி முறை,শাব্দ মোড
ஒலி சத்தம்,শাব্দিক শব্দ
ஒலி ஓம்*,শাব্দিক ওহম*
"ஒலியியல் குழு, ஒலி பலகை","অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড"
ஒலி நிலை மாறிலி,শাব্দ ফেজ ধ্রুবক
ஒலி ரிசீவர்,শাব্দ রিসিভার
ஒலி அழுத்தம்,শাব্দ চাপ
ஒலியின் சமச்சீர் விதி,শব্দের প্রতিসাম্য নিয়ম
ஒலி பரிமாற்றம்,শাব্দ সংক্রমণ
ஒலியியல் பண்புகள்,শাব্দ বৈশিষ্ট্য
ஒலி நாற்புறம்,শাব্দ চতুর্ভুজ
ஒலி கதிர்வீச்சு உறுப்பு,শাব্দ বিকিরণ উপাদান
ஒலி கதிர்வீச்சு,শাব্দ বিকিরণ
ஒலி எதிர்ப்பு,শব্দরোধী
ஒலி ரேடியோமீட்டர்,অ্যাকোস্টিক রেডিওমিটার
ஒலி அதிர்ச்சி,শাব্দ প্রতিক্রিয়া
ஒலி பரஸ்பர தேற்றம்,অ্যাকোস্টিক পারস্পরিক তত্ত্ব
ஒலி குறைப்பு காரணி,শাব্দ হ্রাস ফ্যাক্টর
ஒலி பிரதிபலிப்பு குணகம்,শাব্দ প্রতিফলন সহগ
ஒலி ஒளிவிலகல்,শাব্দ প্রতিসরণ
ஒலி எதிர்ப்பு,শাব্দ প্রতিরোধের
ஒலி பதில்,শাব্দ প্রতিক্রিয়া
ஒலி சிதறல்,শাব্দ বিচ্ছুরণ
கேட்கும் புள்ளி,শ্রবণ বিন্দু
ஒலி விறைப்பு,শাব্দিক অনমনীয়তা
ஒலி அமைப்பு,শাব্দ ব্যবস্থা
ஒலி வெப்பமானி,শাব্দ থার্মোমিটার
ஒலி வேகம்,শাব্দ বেগ
ஒலி அலை,শব্দ - তরঙ্গ
ஒலியியல்,শাব্দিক
ஒலி உறிஞ்சுதல் குணகம்,শব্দ শোষণ সহগ
ஒலி உறிஞ்சுதல் கூறு,শব্দ শোষণ উপাদান
ஒலி சுற்று,শাব্দ সার্কিট
ஒலி பதில்,শাব্দ প্রতিক্রিয়া
ஒலி தாமதக் கோடு,শাব্দ বিলম্ব লাইন
ஒலி சிதைவு,শাব্দ বিকৃতি
ஒலி ஒலியியல்,শাব্দিক ধ্বনিবিদ্যা
ஒலி வடிகட்டி,শাব্দ ফিল্টার
ஒலி மின்மறுப்பு*,শব্দের সংরোধ*
ஃபோனோகிராஃப்,ফোনোগ্রাফ
ஒலி ஓம்*,শাব্দিক ওহম*
ஒலி மாறிலி,শাব্দিক ধ্রুবক
ஒலி ஃபோனான்,শাব্দিক ফোনন
ஒலி பரிமாற்ற மாறிலி,শাব্দ সংক্রমণ ধ্রুবক
ஒலி மாற்று குணகம்,শব্দ পরিবর্তন সহগ
ஒலி எதிர்ப்பு,শাব্দ প্রতিরোধের
ஒலி விறைப்பு,শাব্দিক অনমনীয়তা
ஒலி அலகு,শব্দ ইউনিট
ஒலி எதிர்ப்பு,শব্দরোধী
ஒலி பக்கக் கோடு,শাব্দ পার্শ্ব লাইন
"ஒலியியல், ஒலியியல்","ধ্বনিবিদ্যা, ধ্বনিবিদ্যা"
ஒலி மீட்டர்,শব্দ মিটার
ஒலி அழுத்தம்,শব্দ চাপ
கையகப்படுத்தல் ரேடார்,অধিগ্রহণ রাডার
ஒளிச்சேர்க்கை கதிர்வீச்சு,সালোকসংশ্লেষী বিকিরণ
ஆக்டினியம் உமிழ்வு,অ্যাক্টিনিয়াম নির্গমন
ஆக்டினோ-யுரேனியம்,অ্যাক্টিনো-ইউরেনিয়াম
ஆக்டினோ-யுரேனியம் தொடர்,অ্যাক্টিনো-ইউরেনিয়াম সিরিজ
கதிரியக்க மின்சாரம்,তেজস্ক্রিয়
"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்","অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার"
"செயல், செயல்","কর্ম, কাজ"
செயல் மற்றும் எதிர்வினை,কর্ম এবং প্রতিক্রিয়া
செயல் மாறிலி,কর্ম ধ্রুবক
செல்வாக்கு மண்டலம்,প্রভাব গোলক
"செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது","সক্রিয়, সক্রিয়"
செயலில் பரவல்,সক্রিয় বিস্তার
"செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்","সক্রিয় ফাইবার, সক্রিয় ফাইবার"
செயல்படுத்தும் விளைவு,সক্রিয়করণ প্রভাব
செயல்படுத்தும் விளைவு,সক্রিয়করণ প্রভাব
செயல்படுத்தும் பகுப்பாய்வு,সক্রিয়করণ বিশ্লেষণ
செயல்பாட்டு மையம்,কার্যকলাপ কেন্দ্র
செயல்படுத்தும் சோதனையாளர்,সক্রিয়করণ পরীক্ষক
செயல்படுத்தும் ஆற்றல்,অ্যাক্টিভেশন শক্তি
செயல்படுத்தும் என்ட்ரோபி,সক্রিয়করণ এনট্রপি
செயல்படுத்தல் அதிக மின்னழுத்தம்,সক্রিয়করণ ওভারভোল্টেজ
செயல்படுத்தும் விகிதம்,সক্রিয়করণ হার
"செயல்படுத்துபவர், செயல்படுத்துபவர்","সক্রিয়কারী, সক্রিয়কারী"
செயல்படுத்தும் அணு,অ্যাক্টিভেটর পরমাণু
முடுக்கி,এক্সিলারেটর
செயலில் உறிஞ்சுதல்,সক্রিয় শোষণ
செயலில் வான்வழி,সক্রিয় বায়বীয়
கதிர்வீச்சு ஆபத்து மண்டலம்,বিকিরণ বিপদ অঞ্চল
செயலில் உள்ள சாதனம்,সক্রিয় ডিভাইস
செயலில் இலக்கு,সক্রিয় টার্গেটিং
செயலில் உள்ள ஹைட்ரஜன்*,সক্রিয় হাইড্রোজেন*
செயலில் கண்ணி,সক্রিয় জাল
செயலில் வரி செயலில் வரி,সক্রিয় লাইন সক্রিয় লাইন
செயலில் வளையம்,সক্রিয় লুপ
செயலில் உள்ள குறியீடு*,সক্রিয় কোড*
செயலில் உள்ள பொருட்கள்,সক্রিয় উপাদান
செயலில் உள்ள மூலக்கூறு,সক্রিয় অণু
செயலில் கண்ணி,সক্রিয় জাল
செயலில் மறுஉருவாக்கம்,সক্রিয় পুনর্শোষণ
செயலில் உள்ள பகுதி,সক্রিয় এলাকা
செயலில் கட்டுப்பாடு,সক্রিয় নিয়ন্ত্রণ
செயலில் உள்ள செயற்கைக்கோள்,সক্রিয় স্যাটেলাইট
செயலில் பிளவுபட்ட சூரிய சுடர்,সক্রিয় বিচ্ছিন্ন সৌর শিখা
செயலில் நுண்ணூட்டச்சத்துக்கள்,সক্রিয় মাইক্রোনিউট্রিয়েন্ট
செயலில் கண்காணிப்பு அமைப்பு,সক্রিয় ট্র্যাকিং সিস্টেম
செயலில் மின்மாற்றி,সক্রিয় ট্রান্সডুসার
செயலில் உட்கொள்ளல்,সক্রিয় গ্রহণ
செயல்பாட்டு குணகம்*,কার্যকলাপ সহগ*
செயல்பாட்டுக் குறியீடு,কার্যকলাপ সূচক
செயல்பாட்டு விகிதம்,কার্যকলাপ অনুপাত
செயல்பாட்டு திசையன்,কার্যকলাপ ভেক্টর
உண்மையான மானிட்டர்,বাস্তব মনিটর
உண்மையான மன அழுத்தம்,প্রকৃত চাপ
தூண்டுதல்,ট্রিগার করতে
தொடங்குபவர்,জন্মদাতা
தொடங்குபவர்,জন্মদাতা
தீவிரமானி,acuityometer
கேட்கும் கூர்மை,শ্রবণ তীক্ষ্ণতা
புகைப்படக் கூர்மை மதிப்பு,ছবির তীক্ষ্ণতা মান
குறுங்கோணம்,তীব্র কোণ
கிசுகிசுத்தல்,ফিসফিস
கடுமையான முக்கோணம்,তীব্র ত্রিভুজ
அசைக்ளிக்,অ্যাসাইক্লিক
தேர்வுமுறை பயன்பாடு,অপ্টিমাইজেশান অ্যাপ্লিকেশন
உகந்த நிலை,অপ্টিমাইজ করা অবস্থা
தகவமைப்பு கட்டுப்பாட்டு அமைப்பு,অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা
அடாப்டோமீட்டர்,অ্যাডাপ্টোমিটার
அட்காக் ஆண்டெனா,অ্যাডকক অ্যান্টেনা
மொத்தத்தில்,যোগফল
தொகுப்பு நேரம்,সংকলন সময়
தொகுத்தல்-கழித்தல் நேரம்,সংকলন-বিয়োগের সময়
சேர்ப்பான்,যোগকারী
"தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)","যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)"
கூட்டல் மாறிலி,যোগ ধ্রুবক
முடுக்கம்-தொகை விதி,ত্বরণ-সমষ্টি নিয়ম
