Bengali,Gujarati
লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক),લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક)
লক্ষ্য প্রতীক,લક્ષ્યસ્થાન પ્રતીક
বায়ুবাহিত কম্পিউটার সিস্টেম,હવાઈ ​​કમ્પ્યુટર સિસ્ટમ
বীজগণিত ইগেনভ্যালু সমস্যা,બીજગણિત ઇગન્યુલ્યુ સમસ્યા
বীজগণিত  মিশ্রণ,બીજગણિત  એકીકરણ
বীজগণিত ভাষা,બીજગણિત ભાષા
বীজগণিত হেরফের,બીજગણિત હેરાફેરી
বীজগণিত ম্যানিপুলেশন ভাষা,બીજગણિત હેરાફેરી ભાષા
বীজগণিতমুখী ভাষা,બીજગણિત લક્ષી ભાષા
বীজগণিত শিফট,બીજગણિત પાળી
বীজগণিত সাইন কনভেনশন,બીજગણિત ચિહ્ન સંમેલન
অ্যালগল,શિરચ્છેદ
অ্যালগল বৈশিষ্ট্য,શીલ લક્ષણ
অ্যালগল প্রোগ্রামিং,અલ્ગોલ કાર્યક્રમ
অ্যালগরিদম,અલ્ગોરિધમનો
অ্যালগরিদম সহযোগী ভাষা,અલ્ગોરિધમનો સહયોગી ભાષા
অ্যালগরিদম শ্রেণিবিন্যাস,અલ્ગોરિધમનો વર્ગીકરણ
অ্যালগরিদম জটিলতা,અલ્ગોરિધમની જટિલતા
অ্যালগরিদম গণনাযোগ্যতা,અલ્ગોરિધમની ગણતરી
অ্যালগরিদমিক বিশ্লেষণ,અલ્ગોરિધમિક વિશ્લેષણ
অ্যালগরিদমিক পদ্ধতির,અલ્ગોરિધમિક અભિગમ
অ্যালগরিদমিক ভাষা,અલ્ગોરિધએમ ભાષા
অ্যালগরিদমিক রুটিন,અલ્ગોરિધમનો રૂટિન
অ্যালগরিদমিক তত্ত্ব,અલ્ગોરિધમનો સિદ્ધાંત
ওরফে,ઉર્ફે
এলিয়াসিং,પરવાના
ওরফে নাম (= বিকল্প নাম),ઉપનામ નામ (= વૈકલ્પિક નામ)
প্রান্তিককরণ,ગોઠવણી
বরাদ্দ,ફાળવવું
বরাদ্দ কাঠামো,ફાળવણીનું માળખું
সমস্ত উদ্দেশ্যমূলক কম্পিউটার,હેતુસર કમ્પ્યુટર
বর্ণমালা চরিত্র,વર્ણાનુક્રમ
বর্ণমালা চরিত্র সেট,મૂળાક્ષરોનો પાત્ર સમૂહ
বর্ণমালা চরিত্রের সাবসেট,મૂળાક્ષરો
বর্ণমালা কোড,વર્ણાનુક્રમ
বর্ণমালা শিফট,વર્ણાનુક્રમ
বর্ণমালা স্ট্রিং,વર્ણાનુક્રમ
বর্ণমালা শব্দ,વર્ણાનુક્રમ
বর্ণমালা,મૂળાક્ષરો
আলফেজোমেট্রিক্স,અલ્ફેજ ome મેટ્રિક્સ
বর্ণমালা,મૂર્તિમંત
আলফামোসাইক,મરણોત્તર
বর্ণমালা,મૂર્તિમંત
আলফানুমারিকাল কীবোর্ড ডিভাইস,આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ
আলফানিউমেরিক চরিত্র সেট,મૂળાક્ષર
আলফানিউমেরিক কোড,મૂળાક્ષર
আলফানিউমেরিক কোডেড চরিত্র সেট,આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ
আলফানিউমেরিক ডেটা,મૂળાક્ષરીનો ડેટા
আলফানিউমেরিক ডিসপ্লে ডিভাইস,આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ
আলফানিউমেরিক সম্পাদিত চরিত্র,મૂળાક્ષર સંપાદિત પાત્ર
আলফানিউমেরিক ফিল্ড,વર્ણ -ક્ષેત્ર
বর্ণমালা নির্দেশ,વર્ણ -સૂચના
আলফানিউমেরিক কীবোর্ড,મૂળાક્ષર કીબોર્ડ
আলফানিউমেরিক বাছাই,મૂળાક્ષર
আলফানিউমেরিক স্টোরেজ,મૂળાક્ષર સંગ્રહ
পরিবর্তনযোগ্য মেমরি,બદલવા યોગ્ય
পরিবর্তন সুইচ,ફેરફાર -ફેરૂપ
পরিবর্তন,પરિવર્તનશીલ
পরিবর্তন মোড,ફેરફાર
বিকল্প পুনরুদ্ধার,વૈકલ્પિક પુન recovery પ્રાપ્તિ
বিকল্প রুট,વૈકલ્પિક માર્ગ
বিকল্প রাউটিং,વૈકલ્પિક માર્ગ
বিকল্প ট্র্যাক,વૈકલ્પિક પાટા
বিকল্প (= বা অপারেশন),ફેરબદલ (= અથવા કામગીરી)
বিকল্প বৈশিষ্ট্য,વૈકલ્પિક લક્ષણ
বিকল্প অস্বীকার (= না-অপারেশন),વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી)
অস্পষ্টতা ত্রুটি,અસ્પષ્ટ ભૂલ
অস্পষ্ট রেফারেন্স,અસ્પષ્ટ સંદર્ભ
অ্যানালগ,પ્રાચય
অ্যানালগ অ্যাডার,એનાશ -ઉપાડનાર
অ্যানালগ চ্যানেল,મનોલોત્ર
অ্যানালগ কম্পিউটার,એનાલોગ કમ્પ્યુટર
অ্যানালগ রূপান্তরকারী,એનાશ -રૂપાંતર કરનાર
অ্যানালগ ডেটা,મનોજ્ analા આંકડા
অ্যানালগ বিভাজক,એનાશ -વિભાજક
অ্যানালগ সুবিধা টার্মিনাল,એનાલોગ સુવિધા ટર્મિન
অ্যানালগ ফাংশন  জেনারেটর,મનોલોગ કાર્ય  જનરેટર
অ্যানালগ ইন্টিগ্রেশন,મનોરોગ એકીકરણ
অ্যানালগ গুণক,એનાલ -ગુણાકાર
অ্যানালগ প্রোগ্রামিং,એનાશિક કાર્યક્રમ
অ্যানালগ স্কেলিং,એનાલ -સ્તનપાન
এনালগ সংকেত,એનાલોગ સંકેત
অ্যানালগ সিমুলেশন,એનાશ સિમ્યુલેશન
অ্যানালগ সুইচ,એનાશ -સ્વીચ
অ্যানালগ সিস্টেম,પ્રાકૃતિક પદ્ધતિ
ডিজিটাল অ্যানালগ  রূপান্তরকারী,ડિજિટલથી એનાલોગ  એકત્રીકરણ કરનાર
ডিজিটাল অ্যানালগ  এনকোডার,ડિજિટલથી એનાલોગ  એન્કોડર
অ্যানালগ সংক্রমণ,મનોલોગ પ્રસારણ
অ্যানালগ প্রকার,એનોગ પ્રકાર
বিশ্লেষণ ব্লক,વિશ્લેષણ -વિધિ
বিশ্লেষণ মোড,વિશ્લેષણ પદ્ધતિ
বিশ্লেষণাত্মক ইঞ্জিন,વિશ્લેષણાત્મક
পৈতৃক কাজ,પૂર્વજો
আনুষঙ্গিক সরঞ্জাম,આનુષંગિક સાધનસામગ્રી
এবং,અને
এবং সার্কিট,અને સર્કિટ
এবং উপাদান,અને
এবং গেট,અને દરવાજો
এবং মাস্কিং,અને માસ્કિંગ
এবং অপারেশন নয় (= বর্জন,અને ઓપરેશન નથી (= બાકાત
এবং অপারেশন,કામગીરી
সংযুক্তি স্মৃতি,જોડાણ મેમરી
টীকা,નોંધણી
ঘোষণা,જાહેરાત કરનાર
উত্তর পাঠাও,પાછો જવાબ આપો
উত্তর দেরি,જવાબ
উত্তর সময়,જવાબદાર સમય
উত্তর প্রদীপ,જવાબ દીવો
উত্তর তালিকা,જવાબ સૂચિ
শুধুমাত্র উত্তর,માત્ર
প্রত্যাশা মোড,અપેક્ષા -મોડ
প্রত্যাশিত বাফারিং,આગોતરક બફર
প্রত্যাশিত বহন,આગોતરક કેરી
প্রত্যাশিত পেজিং,આગોતરી પેજિંગ
অ্যান্টিকোয়েনসেন্স অপারেশন,અસત્ય કામગીરી
অ্যান্টিকোইনসেন্টেন্ট উপাদান,કૃત્રિમ તત્વ
অ্যাপেরিওডিক অ্যান্টেনা,અતિશય એન્ટેના
অ্যাপারচার কার্ড,છિદ્ર
অ্যাপারচার কোড,છિદ્ર
অ্যাপারচার সময়,છિદ્રનો સમય
সংযোজন,સંલગ્ન
অ্যাপেন্ডেজ টাস্ক,સંલગ્ન કાર્ય
অ্যাপ্লিকেশন ডেভেলপার,અરજી વિકાસકર્તા
আবেদন স্তর,અરજી -સ્તર
অ্যাপ্লিকেশন ভিত্তিক ভাষা,અરજીલક્ષી ભાષા
অ্যাপ্লিকেশন প্যাকেজ,અરજી
এপ্লিকেশন প্রোগ্রাম,અરજી કાર્યક્રમ
অ্যাপ্লিকেশন প্রোগ্রামিং,અરજી કાર્યક્રમ
অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা,અરજી જરૂરી ભાષા
অ্যাপ্লিকেশন সফ্টওয়্যার,એપ્લિકેશન સોફ્ટવેર
অ্যাপ্লিক,અનુકૂળ
আনুমানিক তত্ত্ব,આશરે સિદ્ધાંત
স্বেচ্ছাসেবী অ্যাক্সেস,મનસ્વી પ્રવેશ
স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার,મનસ્વી ક્રમ કમ્પ્યુટર
সালিশ,લવાદી
আর্কিটেকচার,સ્થાપત્ય
সংরক্ষণাগার,આર્કા
এরিয়া কোড,વિસ્તાર કોડ
অঞ্চল অনুসন্ধান,વિસ્તાર -શોધ
অঞ্চল স্থানান্তর,વિસ્તાર -તબદીલી
অঞ্চল পরিবর্তনশীল,ક્ષેત્રીય
যুক্তি,દલીલ
যুক্তি ঠিকানা,દલીલ સરનામું
যুক্তি তালিকা,દલીલ યાદી
গাণিতিক নির্দেশ,અંકગણિત સૂચના
গাণিতিক এবং যুক্তি ইউনিট,અંકગણિત અને તર્ક એકમ
গাণিতিক অ্যাসাইনমেন্ট বিবৃতি,અંકગણિત સોંપણી નિવેદન
গাণিতিক চেক,અંકગણિત તપાસ
পাটিগণিত ধ্রুবক,ન્યાયશાસ્ત્ર
গাণিতিক রূপান্তর,અંકગણિત
গাণিতিক ডেটা,સમાંતરતર ડેટા
পাটিগণিত ব্যতিক্রম,અંકગણિત અપવાદ
গাণিতিক অভিব্যক্তি,અંકગણિત અભિવ્યક્તિ
গাণিতিক স্থির পয়েন্ট,અંકગણિત નિયત બિંદુ
পাটিগণিত শ্রেণিবিন্যাস,અંકગણિત વંશવેલો
বিবৃতি যদি গাণিতিক,અંકગણિત જો નિવેદન
গাণিতিক যুক্তি,ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર
গাণিতিক যুক্তি ইউনিট,અંકગણિત તર્ક એકમ
পাটিগণিত অপারেশন,ન્યાયશાસ્ત્ર કામગીરી
পাটিগণিত অপারেটর,સમેટાં પ્રપણ
পাটিগণিত ওভারফ্লো,અંકગણિત ઓવરફ્લો
গাণিতিক ছবির ডেটা,અંકગણિત ચિત્ર -માહિતી
গাণিতিক অগ্রাধিকার,અંકગણિત અગ્રતા
গাণিতিক প্রাথমিক,અંકગણિત પ્રાથમિક
গাণিতিক নিবন্ধ,અંકગણિત રજિસ્ટર
গাণিতিক সম্পর্ক,અંકગણિત સંબંધ
গাণিতিক স্ক্যান,અંકગણિત સ્કેન
গাণিতিক বিভাগ,અંકગણિત વિભાગ
গাণিতিক শিফট,અંકગણિત પાળી
গাণিতিক স্থানান্তর,અંકગણિત
পাটিগণিত বিবৃতি,અંકગણિત નિવેદન
গাণিতিক শব্দ,ન્યાયશાસ્ત્રની મુદત
পাটিগণিত আন্ডারফ্লো,અંકગણિત
গাণিতিক ইউনিট,અંકગણિત એકમ
অ্যারে,કળ
অ্যারে বাউন্ড,એરે બાઉન્ડ
অ্যারে কম্পিউটার,એરે કમ્પ્યુટર
অ্যারে মাত্রা,એરેનું પરિમાણ
অ্যারে উপাদান,એરે તત્વ
অ্যারে এক্সপ্রেশন,અભિવ્યક્તિ
অ্যারের নাম,એરે નામ
কাঠামোর অ্যারে,રચના
অ্যারে প্রিন্টিং,એરે મુદ્રણ
অ্যারে প্রসেসিং,એરે પ્રક્રિયા
অ্যারে প্রসেসর,એરે પ્રોસેસર
বক্তৃতা পয়েন্ট,સ્પષ્ટ મુદ્દો
কৃত্রিম জ্ঞান,કૃત્રિમ માન્યતા
কৃত্রিম বুদ্ধিমত্তা,કૃત્રિમ બુદ્ધિ
কৃত্রিম ভাষা,કૃત્રિમ ભાષા
কৃত্রিম পরিবর্তনশীল,કૃત્રિમ ચલ
আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক,કળા -એપ્લિકેશન ડેટા બેંક
আর্টস অ্যাপ্লিকেশন সংগীত,કલાકાર -અરજી
আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন,કળા -એપ્લિકેશન પેટર્ન જનરેશન
আরোহী,ચડતું
আরোহী বাছাই,ચ ascતો સ .ર્ટ
Ascil,અયોગ્ય
ASCII নিয়ন্ত্রণ চরিত্র,ASCII નિયંત્રણ પાત્ર
ASCII কী বোর্ড,ASCII કી બોર્ડ
দিক,દૃષ્ટિ
দিক এবং,પાસા અને
একত্রিত করা,ભેગા
একত্রিত উত্স,ભેગા થયેલા મૂળ
সময়কাল একত্রিত করুন,એકત્રીકરણ સમયગાળો
এসেম্বলার,ભેગા કરનાર
এসেম্বলার ডাইরেক্টিভ,એસેમ્બલ નિર્દેશક
এসেম্বলার সুবিধা,ભેળસેળ કરવાની સુવિધા
এসেম্বলার ভাষা,જોડાયેલી ભાષા
একত্রিত,એકત્રીકરણ
সমাবেশ পর্ব,ભેગા કરવાનો તબક્કો
সময় একত্রিত,એકત્રીકરણ સમય
সমাবেশ,વિધાનસભા
এসেম্বলি,સભા
অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং,સભા ભાષા કાર્યક્રમ
সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা,એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા
সমাবেশ তালিকা,સભા સૂચિ
সমাবেশ পর্ব,સભા તબક્કા
সমাবেশ রুটিন,વિધાનસભા દિનચર્યા
সমাবেশ সময়,સભા સમય
সমাবেশ ইউনিট,સભા એકમ
অ্যাসাইনমেন্ট ইনডেক্সিং,સોંપણી અનુક્રમણિકા
অ্যাসাইনমেন্ট অপারেশন,સોંપણી કામગીરી
নিয়োগ বিবৃতি,સોંપણી પત્રક
সহযোগী ঠিকানা,સંલગ્ન સંબોધન
সহযোগী অ্যারে রেজিস্টার,સહયોગી એરે રજિસ્ટર
সহযোগী কী,સહ -મુખ્ય
সহযোগী ভাষা,એકસમાન ભાષા
সহযোগী স্মৃতি,સંલગ્ન મેમરી
সহযোগী স্টোরেজ,સંલગ્ન સંગ્રહ
দশমিক বিন্দু ধরে নেওয়া,ધારેલો દશાંશ બિંદુ
অসমমিত ডিভাইস,અસમપ્રમાણ ઉપકરણ
অসমমিত আই/ও,અસમપ્રમાણતા I/O
অ্যাসিঙ্ক্রোনাস,અસુમેળવાળું
অ্যাসিঙ্ক্রোনাস কম্পিউটার,અસમકાલીન કમ્પ્યુટર
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার,અસમકાલીન ડેટા સ્થાનાંતરણ
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন,અસુમેળ ડેટા પ્રસારણ
অ্যাসিঙ্ক্রোনাস ডিভাইস,અસુમેળ ઉપકરણો
অ্যাসিঙ্ক্রোনাস অপারেশন,અસુમેળ
অ্যাসিঙ্ক্রোনাস সিগন্যালিং,અસમકાલીન સંકેત
অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং,અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ
অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন,અસુમેળ
অ্যাসিঙ্ক্রোনাস ওয়ার্কিং,અસમકાલીન કાર્યકારી
সংযুক্ত প্রক্রিয়াজাতকরণ,જોડાયેલ પ્રક્રિયા
সংযুক্ত প্রসেসর,જોડાયેલ પ્રોસેસર
সংযুক্ত সমর্থন প্রসেসর,જોડાયેલ સપોર્ટ પ્રોસેસર
অপারেশন উপস্থিত,ઉપસ્થિત કામગીરી
ট্রেল প্রিন্টারে অংশ নিয়েছেন,ઉપસ્થિત ટ્રેઇલ પ્રિંટર
মনোযোগ বাধা,વિક્ષેપ
মনোযোগ কী,ધ્યાન
মনোযোগ,વ્યવહાલ
অবিচ্ছিন্ন ধ্রুবক,વિકેન્દ્રિત સ્થિરતા
মনোযোগ বিকৃতি,વ્યથિત વિકૃતિ
মনোযোগ সমতুল্য,વિકેન્દ્રિત બરાબરી
অ্যাটেনুয়েটর,હલકાઈ કરનાર
বৈশিষ্ট্য,લક્ષણ
শ্রাবণ অ্যালার্ম,શ્રાહ
অডিও ক্যাসেট,Audio ડિઓ કેસેટ
অডিও তদন্ত,Ation ડિઓની તપાસ
অডিও লাইন,Audષધિ
অডিও প্রতিক্রিয়া,Audio ડિઓનો પ્રતિભાવ
