Odiya,Tamil
ଆକ୍ସେସ୍ ବାହୁ,அணுகல் கை
ପ୍ରବେଶ ବ୍ୟବସ୍ଥା,அணுகல் ஏற்பாடு
ପ୍ରବେଶ କର ପ୍ରାଧିକରଣ,அணுகல் அதிகாரம்
ପ୍ରବେଶ ଚାର୍ଜ,அணுகல் கட்டணம்
ଶ୍ରେଣୀ ଶ୍ରେଣୀ,அணுகல் வகுப்பு
ଡାଟା ବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟକୁ ପ୍ରବେଶ କରନ୍ତୁ |,தரவு அடிப்படை நிர்வாகத்தை அணுகவும்
ପ୍ରବେଶ ପରିବେଶ ସେବା,அணுகல் சூழல்
ଫାଗ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,அணுகல் இடைவெளி
ପ୍ରବେଶ ସୂଚକାଙ୍କ,அணுகல் அட்டவணை
ଆକ୍ସେସ୍ ଲାଇନ୍ |,அணுகல் வரி
ମେକାନିଜିମ୍ ଆକ୍ସେସ୍ ଆକ୍ସେସ୍ କରନ୍ତୁ |,அணுகல் பொறிமுறை
ପ୍ରବେଶ ପଦ୍ଧତି,அணுகல் முறை
ଆକ୍ସେସ୍ ପଦ୍ଧତି ରୁଟିନ୍ |,அணுகல் முறை வழக்கமான
ପ୍ରବେଶ ମୋଡ୍,அணுகல் பயன்முறை
ଅଧିକାର ପ୍ରବେଶ,அணுகல் உரிமை
ପ୍ରବେଶ ସ୍କାନ,அணுகல் ஸ்கேன்
ସମୟ ପ୍ରବେଶ କରନ୍ତୁ |,அணுகல் நேரம்
ହିସାବ,கணக்கியல்
ହିସାବ ଆର୍ଥିକ ବ୍ୟବସ୍ଥା,கணக்கியல் நிதி அமைப்பு
ହିସାବ ଯନ୍ତ୍ର,கணக்கியல் இயந்திரம்
ଖାତା ସଂଖ୍ୟା,கணக்கு எண்
ପୁନର୍ବାର ଜମା କରିବା |,திரட்டுதல் இனப்பெருக்கம்
ଆକ୍ୟୁମୁଲେଟର,குவிப்பான்
ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |,குவிப்பான் பதிவு
ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |,திரட்டல் ஷிப்ட் வழிமுறை
ସଠିକତା,துல்லியம்
ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |,துல்லியம் கட்டுப்பாட்டு தன்மை
ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |,துல்லியம் கட்டுப்பாட்டு அமைப்பு
Ace ପାଇଲଟ୍ |,ஏஸ் பைலட்
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,தன்மையை ஒப்புக் கொள்ளுங்கள்
ଆକାଶବାଣୀ କପତର୍ |,ஒலி கப்ளர்
ଆକାଶବାଣୀ କଣ୍ଟା |,ஒலி இணைப்பு
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,ஒலி தாமத வரி
ଆକାଶବାଣୀ ସ୍ମୃତି,ஒலி நினைவகம்
ଆକାଶବାଣୀ ମୋଡେମ୍ |,ஒலி மோடம்
ଆକାଶବାଣୀ ସଙ୍କେତ |,ஒலி சமிக்ஞை
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,ஒலி சேமிப்பு
ଆକ୍ରୋନିମ୍ |,சுருக்கம்
କାର୍ଯ୍ୟ,செயல்
କ୍ରିୟା ଚକ୍ର,செயல் சுழற்சி
କ୍ରିୟା ରେଖା,செயல் வரி
କ୍ରିୟା ବାର୍ତ୍ତା,செயல் செய்தி
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,செயல் விவரக்குறிப்பு
ସକ୍ରିୟକରଣ,செயல்படுத்தல்
ସକ୍ରିୟ,செயலில்
ସକ୍ରିୟ ଫାଇଲ,செயலில் உள்ள கோப்பு
ସକ୍ରିୟ ରେଖା,செயலில் வரி
ସକ୍ରିୟ ଲିଙ୍କ୍ |,செயலில் இணைப்பு
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,செயலில் உள்ள முதன்மை கோப்பு
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,செயலில் உள்ள முதன்மை உருப்படி
ସକ୍ରିୟ ଉପଗ୍ରହ |,செயலில் உள்ள செயற்கைக்கோள்
ସକ୍ରିୟ ଷ୍ଟେସନ,செயலில் நிலையம்
ସକ୍ରିୟ ସଂରକ୍ଷଣ,செயலில் சேமிப்பு
କାର୍ଯ୍ୟକଳାପ,செயல்பாடு
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,செயல்பாட்டு நிலை
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,செயல்பாடு ஏற்றுதல்
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,செயல்பாட்டு விகிதம்
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),உண்மையான முகவரி (= முழுமையான முகவரி)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),உண்மையான குறியீடு (= முழுமையான குறியீடு)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,உண்மையான தரவு பரிமாற்ற வீதம்
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,உண்மையான தசம புள்ளி
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்)
ପ୍ରକୃତ ଚାବି |,உண்மையான விசை
ପ୍ରକୃତ ସମୟ,உண்மையான நேரம்
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,உண்மையான வேலை நேரம்
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,செயல்பாட்டு சமிக்ஞை
ଅନୁକେତ,தகவமைப்பு
ଆଡାପ୍ଟର,பின்னல்
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,தகவமைப்பு சேனல் ஒதுக்கீடு
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,தகவமைப்பு ஒருங்கிணைப்பு
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,தகவமைப்பு குறுக்குவெட்டு சமநிலை
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,நுழைவு சேர்க்கப்பட்டது
ଯୋଡି,கூடுதல்
ଆଡର୍,அடி
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,சேர்க்கை துணைப்பிரிவு
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,கோப்பைச் சேர்க்கவும்
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),கூடுதல் எழுத்து (= சிறப்பு எழுத்து)
ଯୋଗ ରେକର୍ଡ |,கூடுதலாக ரெக்கார்டர்
ଯୋଗ ଉପକରଣ,கூடுதலாக அட்டவணை
ଯୋଗୀ ଗୁଣ,சேர்க்கை பண்புக்கூறு
ମୋଡ୍ ଯୋଡନ୍ତୁ,பயன்முறையைச் சேர்க்கவும்
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,செயல்பாட்டைச் சேர்க்கவும்
ଠିକଣା,முகவரி
ଠିକଣା ମାପ ମାପ |,முகவரி அளவீடு
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,முகவரியிடக்கூடிய கிடைமட்ட நிலை
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,முகவரிக்குரிய புள்ளி
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,முகவரி செய்யக்கூடிய நிலை
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,முகவரிக்குரிய பதிவு
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,முகவரியிடக்கூடிய சேமிப்பு
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,முகவரியிடக்கூடிய செங்குத்து நிலை
ଠିକଣା ବସ୍,முகவரி பஸ்
ଠିକଣା କୋଡ୍,முகவரி குறியீடு
ଠିକଣା ତୁଳସୀତି,முகவரி ஒப்பீட்டாளர்
ଠିକଣା ଗଣନା,முகவரி கணக்கீடு
ସ୍ଥିର ଠିକଣା,முகவரி மாறிலி
ଠିକଣା କନଭର୍ସନ୍ |,முகவரி மாற்றம்
ଠିକଣା ତଥ୍ୟ,முகவரி தரவு
ଠିକଣା ମେମୋରୀ |,உரையாற்றப்பட்ட நினைவகம்
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,முகவரி பயனுள்ளதாக இருக்கும்
ଠିକଣା କ୍ଷେତ୍ର,முகவரி புலம்
ଠିକଣା ଫର୍ମାଟ୍,முகவரி வடிவம்
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,முகவரி இலவச நிரல்
ଠିକଣା,முகவரி
ଠିକଣା  ବର୍ଣ୍ଣ,முகவரி  எழுத்து
ବାଧା ଠିକଣା,குறுக்கீடு
ଲୁପ୍ ଠିକଣା,முகவரி லூப்
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,மெய்நிகர் நினைவகத்தை உரையாற்றுதல்
ଠିକଣା ଅନ୍ତରାପଳୀ,முகவரி ஒன்றோடொன்று
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,முகவரி இல்லாத அறிவுறுத்தல் வடிவம்
ଠିକଣା ରେଖା,முகவரி வரி
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,முகவரி மேப்பிங்
ଠିକଣା ଚିହ୍ନ,முகவரி குறி
ଠିକଣା ପରିବର୍ତ୍ତନ,முகவரி மாற்றம்
ଠିକଣା ଅଂଶ,முகவரி பகுதி
ଠିକଣା ସୂଚକ,முகவரி சுட்டிக்காட்டி
ଠିକଣା ରେଜିଷ୍ଟର |,முகவரி பதிவு
ଠିକଣା ସଙ୍କେତ,முகவரி சமிக்ஞை
ଠିକଣା ଆକାର,முகவரி அளவு
ଠିକଣା ସ୍ଥାନ,முகவரி இடம்
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,முகவரி விண்வெளி அடையாளங்காட்டி
ଠିକଣା ଷ୍ଟପ୍,முகவரி நிறுத்தம்
ଠିକଣା ଚିହ୍ନ,முகவரி சுவடு
ଠିକଣା ଟ୍ରାକ୍,முகவரி பாடல்
ଠିକଣା ଅନୁବାଦ,முகவரி மொழிபெயர்ப்பு
ଠିକଣା ଅନୁବାଦକ,முகவரி மொழிபெயர்ப்பாளர்
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,கூடுதல் துணை நேரம்
ସମୟ ଯୋଡନ୍ତୁ |,நேரம் சேர்க்கவும்
ସଂଲଗ୍ନ,அடுத்துள்ள
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,அருகிலுள்ள அமைப்பு
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,அருகிலுள்ள சேனல்
ସଂଲଗ୍ନ ଡୋମେନ୍ |,அருகிலுள்ள டொமைன்
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,அருகிலுள்ள மேட்ரிக்ஸ்
ସଂଲଗ୍ନ ନୋଡ୍ |,அருகிலுள்ள முனை
ସଂଲଗ୍ନ ସୁବିରା |,அருகிலுள்ள சப்ரியா
Adjone (ସିଷ୍ଟମ୍),தொடை (அமைப்பு)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,சரிசெய்யவும்
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,சரிசெய்யக்கூடிய அளவு
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,உரை பயன்முறையை சரிசெய்யவும்
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,நிர்வாக தரவு செயலாக்கம்
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,நிர்வாக செயல்பாடு
ପ୍ରଶାସନିକ ଅପରେଟର |,நிர்வாக ஆபரேட்டர்
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,நிர்வாக ஆபரேட்டர் நிலையம்
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,நிர்வாக ஆதரவு அமைப்பு
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,மேம்பட்ட தொடர்பு சேவை
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,மேம்பட்ட தகவல் அமைப்பு
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,மேம்பட்ட அறிவியல் கணினி
ବାୟୁ,வான்வழி
ସମୁଦାୟ,மதிப்பீட்டு
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,மொத்த வெளிப்பாடு
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,இலக்கு வட்டம்
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),இலக்கு புலம் (= இலக்கு சின்னம்)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,நோக்கம் சின்னம்
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,வான்வழி கணினி அமைப்பு
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,இயற்கணித ஈஜென்வெல்யூ சிக்கல்
ବ el ୍ଜନିକ୍ |  ଏକୀକରଣ,இயற்கணித  ஒருங்கிணைப்பு
ବଗିଳିନିକ୍ ଭାଷା |,இயற்கணித மொழி
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,இயற்கணித கையாளுதல்
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,இயற்கணித கையாளுதல் மொழி
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,இயற்கணித சார்ந்த மொழி
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,இயற்கணித மாற்றம்
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,இயற்கணித அடையாளம் மாநாடு
ଆଲଗୋଲ୍ |,அல்கோல்
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,அல்கோல் அம்சம்
Algol ପ୍ରୋଗ୍ରାମିଂ |,அல்கோல் நிரலாக்க
ଆଲଗୋରିଦମ,வழிமுறை
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,அல்காரிதம் துணை மொழி
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,வழிமுறை வகைப்பாடு
ଆଲଗୋରିଦମ ଜଟିଳତା |,வழிமுறை சிக்கலானது
ଆଲଗୋରିଦମ ଗଣନା |,அல்காரிதம் கணக்கீடு
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,வழிமுறை பகுப்பாய்வு
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,வழிமுறை அணுகுமுறை
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,வழிமுறை மொழி
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,வழிமுறை வழக்கம்
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,வழிமுறை கோட்பாடு
ଛଦ୍ମନାମ,மாற்றுப்பெயர்
ଛଦ୍ମନାମ,மாற்றுப்பெயர்ச்சி
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்)
ପରିଚାଳିତ,சீரமைப்பு
ବଣ୍ଟନ କରନ୍ତୁ |,ஒதுக்கவும்
ଆବଣ୍ଟନ ସଂରଚନା |,ஒதுக்கீடு அமைப்பு
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,அனைத்து நோக்கம் கொண்ட கணினி
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,அகரவரிசை எழுத்து
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,அகரவரிசை எழுத்து தொகுப்பு
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,அகரவரிசை எழுத்து துணைக்குழு
ବର୍ଣ୍ଣମାଳା କୋଡ୍,அகரவரிசை குறியீடு
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,அகரவரிசை மாற்றம்
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,அகரவரிசை சரம்
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,அகரவரிசை சொல்
ବର୍ଣ୍ଣମାଳା,அகரவரிசை
ଆଲଫେମେଟ୍ରିକ୍ସ,ஆல்பாஜோமெட்ரிக்ஸ்
ଆଲଫାମ୍,ஆல்பமெரிக்
ଆଲଫାମାସିକ୍ |,ஆல்பமோசைக்
ବର୍ଣ୍ଣମାଳା,எண்ணெழுத்து
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,எண்ணெழுத்து விசைப்பலகை சாதனம்
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,எண்ணெழுத்து எழுத்து தொகுப்பு
ବର୍ଣ୍ଣମାଳା କୋଡ୍,எண்ணெழுத்து குறியீடு
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,எண்ணெழுத்து தரவு
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,எண்ணெழுத்து காட்சி சாதனம்
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,எண்ணெழுத்து திருத்தப்பட்ட எழுத்து
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,எண்ணெழுத்து புலம்
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,எண்ணெழுத்து அறிவுறுத்தல்
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |,எண்ணெழுத்து விசைப்பலகை
ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |,எண்ணெழுத்து வகை
ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |,எண்ணெழுத்து சேமிப்பு
ବିକୃତ ସ୍ମୃତି,மாற்றக்கூடிய நினைவகம்
ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,மாற்ற சுவிட்ச்
ପରିବର୍ତ୍ତନ,மாற்றுதல்
ପରିବର୍ତ୍ତନ ମୋଡ୍,மாற்று பயன்முறை
ଅନ୍ୟ ପୁନରୁଦ୍ଧାର,மாற்று மீட்பு
ବିକଳ୍ପ ମାର୍ଗ,மாற்று பாதை
ଅନ୍ୟ ଧାତାଳ,மாற்று ரூட்டிங்
ବିକଳ୍ପ ଟ୍ରାକ୍,மாற்று பாதை
ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍),மாற்று (= அல்லது செயல்பாடு)
ବିକଳ୍ପ ଗୁଣ,மாற்று பண்புக்கூறு
ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍),மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு)
ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |,தெளிவற்ற பிழை
ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |,தெளிவற்ற குறிப்பு
ଆନାଗଲଗ୍ |,அனலாக்ஸ்
ଆନାଗଲ୍ ଆଡର୍ |,அனலாக் சேர்க்கை
ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |,அனலாக் சேனல்
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,அனலாக் கணினி
ଆନାଗଲ୍ କନଭର୍ଟର |,அனலாக் மாற்றி
ଆନାଗଲ୍ ଡାଟା |,அனலாக் தரவு
ଆନାଗଲ୍ ଡିଭାଇଡର୍ |,அனலாக் டிவைடர்
ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |,அனலாக் வசதி முனையம்
ଆନାଗଲ୍ ଫଙ୍କସନ୍ |  ଜେନେରେଟର,அனலாக் செயல்பாடு  ஜெனரேட்டர்
ଆନାଗଲ୍ ଏକୀକରଣ |,அனலாக் ஒருங்கிணைப்பு
ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |,அனலாக் பெருக்கி
ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |,அனலாக் நிரலாக்க
ଆନାଗଲ୍ ସ୍କେଲିଂ |,அனலாக் அளவிடுதல்
ଆନାଗଲ୍ ସିଗନାଲ୍ |,அனலாக் சிக்னல்
ଆନାଗଲ୍ ସିମୁଲେସନ୍,அனலாக் உருவகப்படுத்துதல்
ଆନାଗଲ୍ ସୁଇଚ୍ |,அனலாக் சுவிட்ச்
ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |,அனலாக் அமைப்பு
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |  Convercer,டிஜிட்டலுக்கு அனலாக்  மாற்றி
ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |  ଏନକୋଡର୍ |,டிஜிட்டலுக்கு அனலாக்  குறியாக்கி
ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,அனலாக் பரிமாற்றம்
ଆନାଗଲ୍ ପ୍ରକାର |,அனலாக் வகை
ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର,பகுப்பாய்வு தொகுதி
ବିଶ୍ଳେଷଣ ମୋଡ୍ |,பகுப்பாய்வு முறை
ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |,பகுப்பாய்வு இயந்திரம்
ପ ancest ତୃକ କାର୍ଯ୍ୟ |,மூதாதையர் பணி
ଆନୁଷଙ୍ଗିକ ଉପକରଣ |,துணை உபகரணங்கள்
ଏବଂ,மற்றும்
ଏବଂ ସର୍କିଟ |,மற்றும் சுற்று
ଏବଂ ଉପାଦାନ |,மற்றும் உறுப்பு
ଏବଂ ଫାଟକ,மற்றும் வாயில்
ଏବଂ ମାସ୍କିଂ |,மற்றும் மறைத்தல்
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |,மற்றும் செயல்பாடு அல்ல (= விலக்கு
ଏବଂ ଅପରେସନ୍ |,மற்றும் செயல்பாடு
ଆନେକ୍ସ ମେମୋରୀ |,இணைப்பு நினைவகம்
ଟିପ୍ପଣୀ,சிறுகுறி
ଆନୁଷରାତ,அறிவிப்பாளர்
ଉତ୍ତର ଦିଅ,பதில்
ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |,பதில் தாமதம்
ସମୟର ଉତ୍ତର ଦେବା,பதிலளிக்கும் நேரம்
ଉତ୍ତର ପ୍ରଦୀପ,பதில் விளக்கு
ଉତ୍ତର ତାଲିକା,பதில் பட்டியல்
କେବଳ ଉତ୍ତର ଦିଅ,பதில்
ପ୍ରତୀକ୍ଷା ମୋଡ୍ |,எதிர்பார்ப்பு பயன்முறை
ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |,எதிர்பார்ப்பு இடையக
ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ,எதிர்பார்ப்பு கேரி
ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |,எதிர்பார்ப்பு பேஜிங்
ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |,எதிர்விளைவு செயல்பாடு
ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |,எதிர்விளைவு உறுப்பு
Ampegoiedent ଆଣ୍ଟେନା |,அபீரியோடிக் ஆண்டெனா
ଆପେଚର କାର୍ଡ |,துளை அட்டை
ଆପେଚର କୋଡ୍ |,துளை குறியீடு
ଆପେଚର ସମୟ |,துளை நேரம்
ଅନୁକ୍ରମଣିକା,இணைப்பு
ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |,இணைப்பு பணி
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,பயன்பாட்டு உருவாக்குநர்
ପ୍ରୟୋଗ ସ୍ତର,பயன்பாட்டு அடுக்கு
ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |,பயன்பாட்டு சார்ந்த மொழி
