Gujarati,Tamil
રીફ્રેક્શન કોણ,ஒளிவிலகல் கோணம்
પરિભ્રમણ કોણ,சுழற்சி கோணம்
પ્રતિબિંબનો સંપૂર્ણ કોણ,பிரதிபலிப்பு முழுமையான கோணம்
કોણીય પ્રવેગક,கோண முடுக்கம்
કોણીય વેગ,கோண வேகம்
કોણીય ઝડપ,கோண வேகம்
કોણીય વેગ,கோண வேகம்
રિંગ આંગળી,மோதிர விரல்
જવાબ આપો,பதில்
પ્રતિ વ્યુત્પન્ન,எதிர் வழித்தோன்றல்
આઇસોમેટ્રિક કાર્ય,ஐசோமெட்ரிக் செயல்பாடு
"આવરી લેવા યોગ્ય, લાગુ, લાગુ","மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய"
"અરજી અરજી,",விண்ணப்ப விண்ணப்பம்
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,பயன்பாட்டு டைனமிக் நிரலாக்கம்
લાગુ ભૂમિતિ,பயன்படுத்தப்படும் வடிவியல்
લાગુ ગણિત,பயன்பாட்டு கணிதம்
લાગુ આંકડા,பயன்பாட்டு புள்ளிவிவரங்கள்
"લગભગ, લગભગ","தோராயமாக, தோராயமாக"
લગભગ સતત કાર્ય,தோராயமாக தொடர்ச்சியான செயல்பாடு
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","மேக்ரோ முறை, தோராய முறை"
અંદાજિત ઉકેલ,தோராயமான தீர்வு
અંદાજની સમસ્યા,தோராயமான பிரச்சனை
અંદાજિત મિલકત,தோராயமான சொத்து
અભિરુચિ કસોટી,திறன் சோதனை
આર્ગોન ડાયાગ્રામ,ஆர்கான் வரைபடம்
સ્વૈચ્છિક,தன்னார்வ
"રેન્ડમ, રેન્ડમ","சீரற்ற, சீரற்ற"
મનસ્વી સતત,தன்னிச்சையான மாறிலி
મફત તત્વ,இலவச உறுப்பு
મનસ્વી બિંદુ,தன்னிச்சையான புள்ளி
આર્કિમિડીનો કાયદો,ஆர்க்கிமிடின் சட்டம்
આર્કિમિડીઝનો કાયદો,ஆர்க்கிமிடிஸ் சட்டம்
"ચાપ-લંબાઈ, ચાપ-લંબાઈ","வில்-நீளம், வில்-நீளம்"
વર્તુળ ચાપ,வட்ட வில்
વ્યસ્ત સાઈન વિતરણ,தலைகீழ் சைன் விநியோகம்
વ્યસ્ત સાઈન રૂપાંતરણ,தலைகீழ் சைன் மாற்றம்
"વિસ્તાર, વિસ્તાર","பகுதி, பகுதி"
પ્રાદેશિક રૂપરેખાંકન,பிராந்திய கட்டமைப்பு
જટિલ સંખ્યાનો કોણ,ஒரு கலப்பு எண்ணின் கோணம்
અંકગણિત સરેરાશ,எண்கணித சராசரி
ડિજિટલ કામગીરી,டிஜிட்டல் செயல்பாடு
ડિજિટલ એકમ,டிஜிட்டல் அலகு
"ગોઠવણી, ગોઠવણી","கட்டமைப்பு, ஏற்பாடு"
"એરે, એરે","வரிசை, வரிசை"
કૃત્રિમ ઉપગ્રહ,செயற்கை செயற்கைக்கோள்
કૃત્રિમ ચલ,செயற்கை மாறி
ચઢવું,ஏறுவதற்கு
ચડતા,ஏறுமுகம்
તીવ્રતાનો ચડતો ક્રમ,அளவின் ஏறுவரிசை
ચડતા ગ્રેડ,ஏறும் தரம்
એસેમ્બલર ભાષા,அசெம்பிளர் மொழி
"સોંપણી સમસ્યા સોંપણી પ્રશ્ન,",ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி
સહયોગી નિયમ,துணை விதி
ઓપરેટરોનો સહયોગી નિયમ,ஆபரேட்டர்களின் துணை விதி
સહયોગી કામગીરી,துணை செயல்பாடு
સોબત,தோழமை
ધાર્યું સરેરાશ,சராசரியாக கருதப்படுகிறது
અનુમાનિત સંભાવના વિતરણ,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
"કલ્પના, સ્વીકાર્યું,","கற்பனை செய்து, ஒப்புக்கொண்ட"
જ્યોતિષશાસ્ત્ર,ஜோதிடம்
"એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર,",விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்
ખગોળશાસ્ત્રી*,வானியலாளர்*
ખગોળશાસ્ત્રીય ઘડિયાળ,வானியல் கடிகாரம்
ખગોળશાસ્ત્ર,வானியல்
અસમપ્રમાણ વળાંક,சமச்சீரற்ற வளைவு
અસમપ્રમાણતા,சமச்சீரற்ற தன்மை
એસિમ્પટોટિક,அறிகுறியற்ற
ઉત્તેજક,மோசமாக்கும்
પ્રગતિશીલ અંદાજકાર,முற்போக்கான மதிப்பீட்டாளர்
પૂર્વગ્રહ પક્ષપાતી અંદાજકાર,பிற்போக்கு சார்பு மதிப்பீட்டாளர்
પૂર્વવર્તી આચરણ,பிற்போக்கு நடத்தை
આક્રમક વિતરણ કાર્ય,தீவிர விநியோக செயல்பாடு
ઉપરની તરફ ફેલાવો,மேல்நோக்கி பரவியது
વાતાવરણ નુ દબાણ,வளிமண்டல அழுத்தம்
"અવ્યવસ્થિત રીતે,",தற்செயலாக
મિલકત*,சொத்து*
એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ,பண்பு-மாதிரி-பொறிமுறை
સંવર્ધિત મેટ્રિક્સ,ஆக்மென்ட் மேட்ரிக்ஸ்
સ્વતઃસંબંધ ગુણાંક,தன்னியக்க தொடர்பு குணகம்
સ્વતઃસંબંધ કાર્ય,தன்னியக்க தொடர்பு செயல்பாடு
સહપ્રવૃત્તિ,இணை மாறுபாடு
સ્વચાલિત કમ્પ્યુટર,தானியங்கி கணினி
ઓટોરીગ્રેશન,தன்னியக்க பின்னடைவு
સહાયક સમીકરણ,துணை சமன்பாடு
મીન સેમ્પલ નંબર કર્વ (MPC કર્વ),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
"axiom, axiom","கோட்பாடு, கோட்பாடு"
સ્વયંસિદ્ધ અભિગમ,கோட்பாடு அணுகுமுறை
સંભાવના સ્વયંસિદ્ધ,நிகழ்தகவு கோட்பாடு
ધરી,அச்சு
ભુજક્ષા,புஜக்ஷா
પૃથ્વીની ધરી,பூமி அச்சு
પરિભ્રમણ અક્ષ,சுழற்சி அச்சு
પરિભ્રમણ અક્ષ,சுழற்சி அச்சு
સ્પિન અક્ષ,சுழல் அச்சு
પોસ્ટ રિપ્લેસમેન્ટ,பிந்தைய மாற்று
પાછળથી,பின்னர்
પાછા નિવેશ સૂત્ર,பின் செருகும் சூத்திரம்
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
સંતુલિત ડિઝાઇન,சீரான வடிவமைப்பு
સરવૈયા,இருப்பு தாள்
મિસાઇલ,ஏவுகணை
"બેલિસ્ટિક્સ, હથિયાર","பந்துவீச்சு, ஆயுதம்"
"કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"આધાર, આધાર, આધાર, આધાર, આધાર","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
આધાર કોણ,அடிப்படை கோணம்
"લઘુગણકનો આધાર, લઘુગણકનો આધાર","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"મૂળભૂત, મૂળભૂત,","அடிப்படை, அடிப்படை"
આધાર સુસંગત ઉકેલ,அடிப்படை ஒத்திசைவான தீர்வு
આધાર ઉકેલ,அடிப்படை தீர்வு
આધાર ચલ,அடிப்படை மாறி
પાયો,அடித்தளம்
આધાર તત્વ,அடிப்படை உறுப்பு
આધાર મેટ્રિક્સ,அடிப்படை அணி
વેક્ટર જગ્યાનો આધાર,திசையன் இடத்தின் அடிப்படை
પેટા-વસ્તીનો આધાર,துணை மக்கள்தொகை அடிப்படையில்
અનૈતિક,நேர்மையற்ற
bez-નિયમ,bez-விதி
bez-પ્રમેય,bez-theorem
bernoulli-વિતરણ,பெர்னோலி-விநியோகம்
બર્નોલી નંબરો,பெர்னோலி எண்கள்
Bernoulli સંભાવના કાર્ય,பெர்னோலி நிகழ்தகவு செயல்பாடு
બર્નોલી-સમીકરણ,பெர்னோலி-சமன்பாடு
બેરી કાર્ય,பெர்ரி செயல்பாடு
શ્રેષ્ઠ સંલગ્નતા,சிறந்த ஒட்டுதல்
શ્રેષ્ઠ સંલગ્નતા રેખા,சிறந்த ஒட்டுதல் வரி
શ્રેષ્ઠ ઉકેલ,சிறந்த தீர்வு
શ્રેષ્ઠ ટીપ્સ,சிறந்த குறிப்புகள்
બીટા વિતરણ,பீட்டா விநியோகம்
"પૂર્વગ્રહ, પૂર્વગ્રહ","சார்பு, சார்பு"
પક્ષપાતી આકારણી,பாரபட்சமான மதிப்பீடு
દ્વિપદી સમીકરણ,ஈருறுப்புச் சமன்பாடு
એક કવર,ஒற்றை கவர்
એક કવર નકશો,ஒற்றை அட்டை வரைபடம்
સિંગલ કવર મેપિંગ,ஒற்றை அட்டை மேப்பிங்
ચતુર્ભુજ ચતુર્ભુજ,இருபடி இருபடி
દ્વિરેખીય કાર્ય,இருமுனை செயல்பாடு
દ્વિરેખીય સંન્યાસી એકરૂપતા,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"દ્વિ-ચલ, દ્વિસંગી, દ્વિ","இருமாறு, இருமை, இரட்டை"
"બાઈનરી કોડ, બાઈનરી કોડ","பைனரி குறியீடு, பைனரி குறியீடு"
"દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
બાઈનરી એન્કોડિંગ,பைனரி குறியாக்கம்
દ્વિસંગી કમ્પ્યુટર,பைனரி கணினி
દ્વિસંગી સંખ્યાઓ,பைனரி எண்கள்
દ્વિસંગી કામગીરી,பைனரி செயல்பாடு
દ્વિસંગી પદ્ધતિ,பைனரி முறை
દ્વિસંગી ચલ,பைனரி மாறி
દ્વિપદી ગુણાંક,ஈருறுப்புக் குணகம்
દ્વિપદી વિતરણ,இருவகைப் பரவல்
દ્વિપદી સમીકરણ,ஈருறுப்புச் சமன்பாடு
દ્વિપદી ભિન્નતા,இருவகை மாறுபாடு
દ્વિપદી અભિવ્યક્તિ,இருமொழி வெளிப்பாடு
દ્વિપદી રેન્ડમ ચલ,ஈருறுப்பு சீரற்ற மாறி
દ્વિપદી પ્રમેય,ஈருறுப்பு தேற்றம்
"અર્ધ, વિભાજન","பாதி, பிளவு"
"દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
અડધા દ્વિભાજક,அரை இருசமவெட்டி
દ્વિપદી,இருவகை
"દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી,ஈருறுப்பு இருவகைப் பரவல் இருவகை
દ્વિવિધ સહસંબંધ ગુણાંક,இருவகை தொடர்பு குணகம்
દ્વિવિધ વિતરણ,இருவகை விநியோகம்
બાયવેરિયેટ સામાન્ય-વિતરણ,இருவகை இயல்பான-விநியோகம்
બાઇવેક્ટર,பைவெக்டர்
બોલ્ટમેન સમીકરણ,போல்ட்மேன் சமன்பாடு
બુલિયન બીજગણિત*,பூலியன் இயற்கணிதம்*
બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
મર્યાદા પ્રતિબંધો,வரம்பு கட்டுப்பாடுகள்
સીમા સ્તર,எல்லை நிலை
સીમા રેખા,எல்லைக் கோடு
મર્યાદા મૂલ્ય,வரம்பு மதிப்பு
સીમા મૂલ્યની સમસ્યા,எல்லை மதிப்பு பிரச்சனை
"બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
"બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ,","எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை"
"સીમિત પ્રદેશ સીમિત પ્રદેશ,",எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்
"બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ,",எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு
બ્રાઉની ગતિ,பிரவுனி இயக்கம்
ગણતરી કરવી,கணக்கெடுக்க
ગણતરી,கணக்கீடு
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","கால்குலேட்டர், கால்குலேட்டர்"
ગણતરી*,கணக்கீடு*
કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ,கணக்கீட்டு நடவடிக்கை முறை
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","கால்குலேட்டர், கால்குலேட்டர்"
"કલન, કલન","கால்குலஸ், கால்குலஸ்"
વિભિન્ન કલન,மாறுபாடு கணக்கீடு
કેલરી,கலோரிகள்
નિયમ રદ કરો,ரத்து விதி
પ્રામાણિક સમીકરણ,நியமன சமன்பாடு
પ્રમાણભૂત સ્વરૂપ,நியமன வடிவம்
"કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ","கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
કેન્ટર સેટ,கேண்டர் தொகுப்பு
કેન્ટર ત્રિકોણાકાર સમૂહ,கேண்டார் முக்கோண தொகுப்பு
પ્રતિબંધિત પરિવહન સમસ્યા,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
ક્ષમતા,திறன்
રુધિરકેશિકા બળ,தந்துகி விசை
"કાઉન્ટ નંબર, કાર્ડિનલ નંબર","எண்ணிக்கை எண், கார்டினல் எண்"
કાર્ટેશિયન અક્ષ,கார்ட்டீசியன் அச்சு
કાર્ટેશિયન કોઓર્ડિનેટ્સ,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
કાર્ટેશિયન ઉત્પાદન,கார்ட்டீசியன் தயாரிப்பு
સમૂહોનું કાર્ટેશિયન ગુણાકાર,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
"કેસ સ્ટડી, કેસ સ્ટડી","வழக்கு ஆய்வு, வழக்கு ஆய்வு"
આપત્તિજનક ભાષણ,பேரழிவு பேச்சு
કેટિનરી,பூனைக்குரிய
કોચી વિતરણ,காச்சி விநியோகம்
કૌશીનું સૂત્ર,கௌசியின் சூத்திரம்
કૌશી-ગુર્સા-પ્રમેય,கௌசி-குர்சா-தேற்றம்
કૌશી-રીમેન-બાન,கௌஷி-ரீமான்-பான்
કોચી ક્રમ,கௌச்சி வரிசை
કૌશી અભિન્ન,கௌஷி ஒருங்கிணைந்த
કૌશી મુખ્ય-મૂલ્ય,கௌசி முக்கிய மதிப்பு
કોચી શેષ પ્રમેય,கௌச்சி எஞ்சிய தேற்றம்
કેલે-હેમિલ્ટન-પ્રમેય,கால்-ஹாமில்டன்-தேற்றம்
અવકાશી પદાર્થ,வானுலக
ખગોળશાસ્ત્રીય માપન,வானியல் அளவீடு
અવકાશી મિકેનિક્સ,வான இயக்கவியல்
અવકાશી પદાર્થ,வானுலக
સેલ આવર્તન,செல் அலைவரிசை
"વસ્તી ગણતરી, વસ્તી ગણતરી","மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
ટકાવારી,சதவீதம்
સેન્ટીમીટર,சென்டிமீட்டர்
સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
"કેન્દ્રિય, કેન્દ્રિત","மைய, மையமான"
કેન્દ્રીય અક્ષ,மைய அச்சு
કેન્દ્રીય અંતર,மத்திய இடைவெளி
કેન્દ્રીય તફાવત સૂત્ર,மைய வேறுபாடு சூத்திரம்
કેન્દ્રીય વિભેદક કોષ્ટક,மைய வேறுபாடு அட்டவணை
કેન્દ્રીય મર્યાદા પ્રમેય,மத்திய வரம்பு தேற்றம்
કેન્દ્રીય ક્ષણ,மைய தருணம்
કેન્દ્રીય સંસાધન એકમ,மத்திய வள அலகு
કેન્દ્રીય વૃત્તિ,மைய உள்ளுணர்வு
કેન્દ્ર*,மையம்*
ગુરુત્વાકર્ષણ કેન્દ્ર,ஈர்ப்பு மையம்
જૂથ કેન્દ્ર,குழு மையம்
સમૂહ કેન્દ્ર,வெகுஜன மையம்
સમપ્રમાણતાનું કેન્દ્ર,சமச்சீர் மையம்
કેન્દ્રત્યાગી બળ,மையவிலக்கு விசை
કેન્દ્રબિંદુ બળ,மையவிலக்கு விசை
"કેન્દ્રિય મેરીડીયન,",மையநோக்கு நடுக்கோடு
નિશ્ચિતતા,உறுதி
cgs પદ્ધતિ,cgs முறை
સીજીએસ એકમ,cgs அலகு
ભિન્નતાનો સાંકળ નિયમ,வேறுபாட்டின் சங்கிலி விதி
તક દ્વારા,ஒருவேளை
રેન્ડમ ચાલ,சீரற்ற நகர்வு
અક્ષ શિફ્ટ,அச்சு மாற்றம்
"આધાર પરિવર્તન પાયધર-પરિવર્તન,",அடிப்படை மாற்றம் பயதார்-மாற்றம்
ક્રમચય,வரிசைமாற்றம்
લાક્ષણિક ગુણાંક,பண்பு குணகம்
લાક્ષણિકતા નિર્ણાયક,பண்பு நிர்ணயம்
લાક્ષણિક સમીકરણ,சிறப்பியல்பு சமன்பாடு
"લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય","பண்பு செயல்பாடு, பண்பு செயல்பாடு"
લઘુગણકનું પૂર્ણાંક,மடக்கையின் முழு எண்
"લાક્ષણિક બહુપદી,",பண்பு பல்லுறுப்புக்கோவை
લાક્ષણિક મૂલ્ય,பண்பு மதிப்பு
લાક્ષણિક વેક્ટર,பண்பு திசையன்
પાત્ર સમુદાય,பாத்திர சமூகம்
"ચાર્ટ, ચાર્ટ,","விளக்கப்படங்கள், விளக்கப்படங்கள்"
ચી-સ્ક્વેર વિતરણ,சி-சதுர விநியோகம்
ચી-સ્ક્વેર ફોર્મ્યુલા,சி-சதுர சூத்திரம்
ચી-સ્ક્વેર ટેસ્ટ,சி-சதுர சோதனை
તાર*,நாண்*
તાર વિભાજન પદ્ધતિ,நாண் பிரிக்கும் முறை
લેખિત સંદેશ,எழுதப்பட்ட செய்தி
"શૂન્ય, સાઇફર","பூஜ்யம், மறைக்குறியீடு"
વર્તુળ*,வட்டம்*
કન્વર્જન્સ વર્તુળ,ஒன்றிணைப்பு வட்டம்
સર્કિટ મેટ્રિક્સ,சுற்று அணி
"પરિપત્ર, પરિપત્ર,","வட்ட, வட்ட"
પરિપત્ર એસિમ્પ્ટોટ્સ,வட்ட அறிகுறிகள்
ગોળાકાર કોન્ડ્યુલાઇન,வட்ட குழாய்
પરિપત્ર ગતિ,வட்ட இயக்கம்
પરિઘ કેન્દ્ર,சுற்று மையம்
નિવૃત્ત*,ஓய்வு பெற்ற*
"પ્રદક્ષિણા કરવી, આસપાસ દોરવું","சுற்றி வர, சுற்றி வர"
ભૂતકાળ,கடந்த
ઘેરાયેલું,சுற்றத்தார்
પ્રખ્યાત કોર્પોરેટ,புகழ்பெற்ற கார்ப்பரேட்
ક્લાસિક ગતિશીલતા,உன்னதமான இயக்கவியல்
ક્લાસિક ઓપ્ટિમાઇઝેશન,உன்னதமான தேர்வுமுறை
ક્રોનિક નાણાકીય સમસ્યા,நாள்பட்ட நிதி பிரச்சனை
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
ભૂલોનું વર્ગીકરણ,பிழைகளின் வகைப்பாடு
વર્ગ અંતરાલ,வகுப்பு இடைவெளி
વર્ગ અંતરાલ એકમ,வகுப்பு இடைவெளி அலகு
વર્ગ મર્યાદા,வகுப்பு வரம்பு
ઘડિયાળની દિશામાં,கடிகாரகடிகாரச்சுற்று
બંધ,மூடப்பட்டது
"બંધ, બંધ","மூடப்பட்டது, மூடப்பட்டது"
બંધ સ્તર આવરણ,மூடிய அடுக்கு கவர்
બંધ સમઘન,மூடிய கன சதுரம்
"બંધ વળાંક, બંધ વળાંક","மூடிய வளைவு, மூடிய வளைவு"
બંધ પ્રાંત,மூடப்பட்ட மாகாணம்
